1192230178463895552 2019-11-06 18:59:59 -0400 <isinaname> @ABC @realDonaldTrump congratulations!! 👏👏👏👏👏🤡🤡🤡🤡
1192230088672251905 2019-11-06 18:59:38 -0400 <StevenW43127007> @realDonaldTrump That’s funny I do not remember you can not have an abortion in the constitution, as a matter of fact the freedom of religion was guaranteed and that also means freedom from you forceing me to believe in your religion and moral objections to abortion, I do not believe your way.
1192230088504479744 2019-11-06 18:59:38 -0400 <aeroaceleed> HYPOTHETICAL:  @realDonaldTrump stalks, shoots and paralyses #nevertrumper on 5th Ave.  Republicans say: but he didn’t die and that’s not impeachable!!  Oh, and here’s your gun back Mr. President.
1192230087971758081 2019-11-06 18:59:38 -0400 <KarolRhodes13> @itsJeffTiedrich @realDonaldTrump @stevenmnuchin1 @USTreasury Sure hope he didn't serve pork chops for lunch.
1192230087434878978 2019-11-06 18:59:38 -0400 <shellie0211> @realDonaldTrump  https://t.co/wJxiykMzTy
1192230086965170177 2019-11-06 18:59:37 -0400 <ChidiNwatu> @realDonaldTrump Now do Virginia, House and Senate.
1192230086180626432 2019-11-06 18:59:37 -0400 <FukAntifa4> @talonministries @twitcontest @MatthewJshow @ChatByCC @realDonaldTrump @foxandfriends Who ties your shoes for you?
1192230085308272641 2019-11-06 18:59:37 -0400 <MargoLogan> @atensnut deserves justice. What a lovely woman, a sweetheart, brave woman for speaking up.  RT  @JamesBuchal @cherylellis2009 @rosie97213 @ginipatriot @realDonaldTrump @parscale @Oregon_GOP @KellyannePolls @oregonpushback @JNTHN_LCKWD @EpochTimes
1192230081558650880 2019-11-06 18:59:36 -0400 <DetectiveSAMY> @realDonaldTrump Keep doing you my mahn.  https://t.co/IVpz6uqt3B
1192230081458036736 2019-11-06 18:59:36 -0400 <Piggyontree> @realDonaldTrump china slap you at face again!
1192230081437020160 2019-11-06 18:59:36 -0400 <3bbjUAvST57i2uB> @realDonaldTrump wdnmd
1192230078362599431 2019-11-06 18:59:35 -0400 <PennyPocket1> @realDonaldTrump But, doesn't look bad for you that Bevin lost? That is what you told him...  #extortionisahighcrime
1192230078169722880 2019-11-06 18:59:35 -0400 <ScottLeisz> @realDonaldTrump Give it to Democrats so they can defeat criminal republicans!
1192230076416286720 2019-11-06 18:59:35 -0400 <rebeccab311> @realDonaldTrump  https://t.co/CRaeZ5KDHZ
1192230076101877763 2019-11-06 18:59:35 -0400 <RepAndyConway> @realDonaldTrump Where’s the Virginia results, Donny?
1192230074638053377 2019-11-06 18:59:35 -0400 <CHHolte> @Sandwichman_eh @SMurray1000 @taffygeek @glennkirschner2 @realDonaldTrump Melania doesn't talk much. Watch she'll do her tell all and skate.
1192230074608705536 2019-11-06 18:59:35 -0400 <sharpxr7> @realDonaldTrump I believe your the looser! Check out the results in Mississippi Republican took all seats there!
1192230074554163200 2019-11-06 18:59:34 -0400 <MaahiMayuri> @trentonjames24 @realDonaldTrump  https://t.co/nW5Snlfx5O
1192230074176753670 2019-11-06 18:59:34 -0400 <ircoleton> @realDonaldTrump  https://t.co/C9uJkHgz4u
1192230073505656832 2019-11-06 18:59:34 -0400 <borden_bk> @ShanonLee01 @RepDougCollins @realDonaldTrump Troll or bot
1192230073400791042 2019-11-06 18:59:34 -0400 <ProClickerIsBad> @realDonaldTrump
1192230072763191297 2019-11-06 18:59:34 -0400 <Lightwaveguy> @realDonaldTrump  https://t.co/0rimTmWgb1
1192230071458783234 2019-11-06 18:59:34 -0400 <Neil92915798> @WhiteHouse @realDonaldTrump Trump is back stabbing Kurds again he invites the genocide maniac to White House for a POW WOW to congratulate him on Kurdish Genocide the only thing the ordinary people of the world can do is boycott, block and in Washington protest shut the place down when erdogan visits
1192230071114723328 2019-11-06 18:59:34 -0400 <BobBrigham> @realDonaldTrump TBD?  Matt Bevin lost. The day after you stumped for him.  You were humiliated.
1192230070296797184 2019-11-06 18:59:33 -0400 <dezzthehumanist> @Scaramucci @realDonaldTrump Thank you.  And welcome to the Resistance.
1192230069701414913 2019-11-06 18:59:33 -0400 <ex_ferro_petram> @RepMarkMeadows @DonaldJTrumpJr @realDonaldTrump You obviously read a different transcript, Meadows.
1192230068178882560 2019-11-06 18:59:33 -0400 <Ewswanson> @GOPChairwoman @realDonaldTrump He was up. Stop lying  https://t.co/lAfPeHjplz
1192230067746693120 2019-11-06 18:59:33 -0400 <BTeSe> @jennajameson Youre really gonna try and make this a democrat thing? @realDonaldTrump was a friend if his as well.......  https://t.co/jrp3t7LaQD
1192230066589229057 2019-11-06 18:59:33 -0400 <Patriota2088> #SOSBOLIVIA... el mundo está atento! Cuidado lo tocas @evoespueblo @RepSires @RepEliotEngel @WHAAsstSecty @USTreasury @RJauregui @PelayoCastroUE @Almagro_OEA2015 @AmbCTrujillo @marcorubio @PauloAbrao @SecPompeo @mbachelet @VP @realDonaldTrump @FedericaMog @JosepBorrellF
1192230065674870785 2019-11-06 18:59:32 -0400 <Dinonigro5> @realDonaldTrump Great job Mr. President.
1192230065419018241 2019-11-06 18:59:32 -0400 <wedocrimesgeto1> @PolitiBunny @RepAdamSchiff @realDonaldTrump promised us a boredom from winning. Understandable that we assumed he was referring to GOP. Understandable that we assumed he meant to say winning. Turns out his iPad autocorrected from “whining”
1192230064991211526 2019-11-06 18:59:32 -0400 <gwenlopz> @CarlosLoret @realDonaldTrump @lopezobrador_ @Univ_Opinion @El_Universal_Mx La estrategia, que USA dejé de consumir.
1192230064227794945 2019-11-06 18:59:32 -0400 <mundo01> @GOPChairwoman #DonTheCon #LiarInChief #CrookedDonnie @realDonaldTrump #ImpeachDotard @itsJeffTiedrich :Trump is a genius but you can't see his grades, healthy but you can't see his medical report, rich but you can't see his tax returns, innocent but you can't see the unedited transcript...
1192230062545932289 2019-11-06 18:59:32 -0400 <WhitneysTruLove> .@HillaryClinton 🐇 @realDonaldTrump @prince_ital @stamas30  Wow This Reminds Me🐇Of A Chevy Chase Movie🎬 🚘  DANGEROUS If Not On Film🎥Location
1192230062508199937 2019-11-06 18:59:32 -0400 <phazon307> @denise_snively @ArthamDrachir @Marian_NM_gal @lorenzosintes95 @Airvooocht @realDonaldTrump @foxandfriends Why are you still talking about Obama he hasn’t been president for 2 years he isn’t even in government why does he haunt your dreams so much.
1192230060092207106 2019-11-06 18:59:31 -0400 <edmcreynoldsao1> @kayleighmcenany @KayaJones @realDonaldTrump 🙏🏼♥️🇺🇸🐘🐘🐘  https://t.co/wX6qRdE2MK
1192230059127517185 2019-11-06 18:59:31 -0400 <cot2bgd> @realDonaldTrump Pants on 🔥
1192230058787782657 2019-11-06 18:59:31 -0400 <KMMcVV61> @realDonaldTrump @senatemajldr Somebody check trump’s resume ‘cause I think he used to sell dead parrots.
1192230058615689216 2019-11-06 18:59:31 -0400 <ESB521> @Amy_Siskind This is better.    But get a shot of his face so I can see the tears.  I drink his salty loser tears and they are DELICIOUS.  @realDonaldTrump
1192230057869238272 2019-11-06 18:59:31 -0400 <Ivegtbgvols> @libcombatvet @realDonaldTrump He didn't replace, he stopped penalizing people for not having health insurance. Should of been more specific
1192230056749391874 2019-11-06 18:59:30 -0400 <Skittles_Is6> @realDonaldTrump Bruh.
1192230054639603712 2019-11-06 18:59:30 -0400 <bert_strijk> @BlueRobotDesign @real_defender @realDonaldTrump He's not Eric Trump. I have seen his photos, he is a poor lonely man. But as a gay man he loves to submit himself to dominant old men.  He craves a loving pat his head from Donald, or on his drawn cartoon head.  Who else is with me?!
1192230054048227328 2019-11-06 18:59:30 -0400 <RussinMich> @realDonaldTrump That’s the best you got old man. Sad
1192230053951746048 2019-11-06 18:59:30 -0400 <saucier_david> @realDonaldTrump Did you color in your son’s new book yet??
1192230053125533696 2019-11-06 18:59:29 -0400 <Surffari> @Scaramucci @realDonaldTrump Seems like they are not afraid of you anymore @realDonaldTrump  You lost Virginia to Dems as well. Your time as the useful fool is coming to an end
1192230049941876736 2019-11-06 18:59:29 -0400 <auntiemao> @BrianKarem @realDonaldTrump Wow.  No chopper talk today.  He must be unhinged!
1192230048650219520 2019-11-06 18:59:28 -0400 <TAINA56> @SenTedCruz @realDonaldTrump 🤮🤷‍♀️🤔🤦‍♀️🤣😂😔
1192230045751926784 2019-11-06 18:59:28 -0400 <ArtieVandelay1> @realDonaldTrump Did you forget about VIRGINIA?????  Of course you didn’t.  A CRUSHING defeat for the @GOP.  Oh, and we can’t forget about Governor Bevins of KY  Another CRUSHING defeat.  You are bringing the party down with you.  And America will be MUCH better off!!!!  #MoscowMitchIsNext
1192230045387022337 2019-11-06 18:59:28 -0400 <kaicee118> @Scaramucci @realDonaldTrump Thank you.
1192230044812361729 2019-11-06 18:59:27 -0400 <cannman00> @GovMurphy @realDonaldTrump Why you have not and will never get my vote. Our state taxes are one of the highest in the country along with property taxes so how about this Mr Governor. Whoever wants them pays for them! Leave my wallet alone!
1192230044640387074 2019-11-06 18:59:27 -0400 <KoDVooDo> @realDonaldTrump Wow. Team Red (isn't Red the color most associated with communism?) wins in a deep red state. There's a shocker.  How about that Kentucky governorship? Or Virginia going BLUE?  #DumbAssShitholeDonny
1192230044363571206 2019-11-06 18:59:27 -0400 <chrish_99> @Ramz1231988 @JeffreyGuterman @realDonaldTrump @RTErdogan This
1192230044032229378 2019-11-06 18:59:27 -0400 <shaun_terrell> @realDonaldTrump
1192230043918962689 2019-11-06 18:59:27 -0400 <Tanaman1971> @realDonaldTrump Nothing TBD about the Governor's race. It went Blue.
1192230043541524480 2019-11-06 18:59:27 -0400 <HighPHILos0phy> @B52mechanic @JealotOfJesus @spnat55 @LivingwithRapt1 @ScottPresler @realDonaldTrump Who is the Burt hurt one now!? LMFAO  https://t.co/mixBQMs4Eo
1192230043063406592 2019-11-06 18:59:27 -0400 <Zucchinna> @tesslatweets @Saltwatertattoo @KaitMarieox @realDonaldTrump Nope, she assaulted the man and he had a natural reaction to get his property back.  And by we I mean every single person who watched this.  Including you.  You’re bad at lying
1192230042996219904 2019-11-06 18:59:27 -0400 <FLsunshineshop> @realDonaldTrump WE❤️TRUMP   Thank you, Prez! 💪🏼🇺🇸  Congrats to all those who won! Winning team, nothing like it. MAGA &amp; KAG always!  ❤️💙💚  #Luv45
1192230042790694913 2019-11-06 18:59:27 -0400 <Dante58396250> @realDonaldTrump A big win indeed  https://t.co/FzxKEJ03wX
1192230042165755907 2019-11-06 18:59:27 -0400 <Gunner_Dave> @realDonaldTrump When I saw you kept tweeting Kentucky, I thought you were just ordering your dinner.
1192230040932499458 2019-11-06 18:59:26 -0400 <StuartScottsEye> @realDonaldTrump Mississippi = MS 13 BIG WINS MS-13 BIG WINS President trump are you sending a signal to your supporters that the GOP now supports the violent street gang MS-13????
1192230039955419137 2019-11-06 18:59:26 -0400 <Uniblob> @realDonaldTrump @senatemajldr Bet he don’t!
1192230039737315328 2019-11-06 18:59:26 -0400 <angela80230811> @SenatorRounds @realDonaldTrump Thank you Senator for raising bill #s2778. Please make it passed.
1192230039204614144 2019-11-06 18:59:26 -0400 <debz526> BTW, #MarieHarf there are TEN Senate races in VA that had no, zero, zilch @GOP candidate running against #DNC candidate so that doesn’t equate to people leaving @realDonaldTrump ! #Spin   @marcthiessen #SpecialReport #FoxNews @IngrahamAngle @mercedesschlapp @PressSec @dbongino
1192230038621556736 2019-11-06 18:59:26 -0400 <star95011> @realDonaldTrump Sounds awesome, congratulations 🎊🎉🎈 ⭐️
1192230037967249414 2019-11-06 18:59:26 -0400 <ILLLawJ> @RepDougCollins @realDonaldTrump So?
