1192230178463895552 2019-11-06 18:59:59 -0400 <isinaname> @ABC @realDonaldTrump congratulations!! 👏👏👏👏👏🤡🤡🤡🤡
1192230178153467905 2019-11-06 18:59:59 -0400 <SnipesJulio> @SenTedCruz @realDonaldTrump A man with a backbone.. refreshing.
1192230178149294080 2019-11-06 18:59:59 -0400 <CanesLawMarty> @realDonaldTrump  https://t.co/z7qIzglwyQ
1192230175590797318 2019-11-06 18:59:59 -0400 <HydroGen5> ThisIsTreason. StringHimUp. FiringSquad. ImprisonmentForLife.  WhereAreThoseThatAdhere2 Law &amp; Order. SeeYour Constitution. RememberBenedictArnold. This Is A War Over Greed &amp; Power.  Sovereignty vs Globalism. This Is Cruel &amp; UnJust Punishment2 Do A POTUS This Way @realDonaldTrump
1192230174999187457 2019-11-06 18:59:58 -0400 <maynardbydabay> @AriMelber now we have to get rid of the #SCUM in the WH @realDonaldTrump The PEOPLE DID NOT VOTE FOR HIM! lost the popular vote to @HillaryClinton by over 3 Million. He has disgraced the office and is a coward and a traitor.
1192230173787262977 2019-11-06 18:59:58 -0400 <GodEmperorClown> @RSBNetwork @realDonaldTrump #RSBN needs @alyssaashetv at every rally #MAGA #TrumpRally #KeepAmericaGreat #TrumpRallyMonroeLa
1192230173497839617 2019-11-06 18:59:58 -0400 <TonyBalone> @diamondgirl2018 @ShanonLee01 @RepDougCollins @realDonaldTrump Flynn pleaded guilty.
1192230173321711616 2019-11-06 18:59:58 -0400 <c_gresko> @siano4progress @realDonaldTrump Is he walking? Or riding a golf cart. This is shameful ! Trump draft dodged out of Vietnam war and vets sho b ashamed to have this paper con man lead their parade.
1192230172491210752 2019-11-06 18:59:58 -0400 <Marie_Al_Marie> @realDonaldTrump F you Trump from one of the angry majority
1192230171903959040 2019-11-06 18:59:58 -0400 <icreated3> @realDonaldTrump Except you lost Kentucky governor . And the legislature
1192230170889007112 2019-11-06 18:59:57 -0400 <ChadAintBad> @JeffreyGuterman @realDonaldTrump  https://t.co/iyoHSj5JGr
1192230170305945600 2019-11-06 18:59:57 -0400 <BrocatoJoan> @Donnaisom10 @trumptrain1111 @OANN @realDonaldTrump @FoxNews I've been loving @OANN for a while and still 💓 it! Helps cool me off from the sensationalism news😎  🇺🇸💓🇺🇸🙏💪 Their Guests talk more than Interviewers too
1192230169748082690 2019-11-06 18:59:57 -0400 <seamuspuppy> @realDonaldTrump @foxandfriends I guess he hasn’t been paying attention!
1192230169727193088 2019-11-06 18:59:57 -0400 <iluvearth> @realDonaldTrump Whatever.  Guaranteed you are freaking out.  Might as well #ResignNow
1192230168015884288 2019-11-06 18:59:57 -0400 <jeremy_mordecai> @abc3340 @realDonaldTrump It's a football game not a protest rally
1192230167608987648 2019-11-06 18:59:57 -0400 <RobertM99266805> @realDonaldTrump It wasn't great for you or your party then
1192230166522580992 2019-11-06 18:59:56 -0400 <tact1cal_m1dget> @realDonaldTrump  https://t.co/bZ6gfT3TwQ
1192230166338195456 2019-11-06 18:59:56 -0400 <SheilaHeyel> @RepMarkMeadows @DonaldJTrumpJr @realDonaldTrump Jr., one ‘might’ say you’re naive but 99% just know you are dumb!! Don’t use the word “taxes” or “taxpayers” until the U.S. knows all about Daddy’s cheating &amp; hiding his taxes that we the people-do NOT get away with &amp; don’t pretend to NOT be Daddy’s puppet-UKRAINE?😜
1192230164916293637 2019-11-06 18:59:56 -0400 <Trabajorday21> @RepDougCollins @realDonaldTrump Aware or unaware,  YOU HELD UP THE MONEY!
1192230162928226304 2019-11-06 18:59:56 -0400 <Cheria63> @karencollinsnyc @Fahrenthold @realDonaldTrump  https://t.co/8UJr1gWWvs
1192230160923164672 2019-11-06 18:59:55 -0400 <Peggy_Roc123> @realDonaldTrump Virginia no longer a swing state.   Nice bright blue!!!!!  TBD. BS
1192230159568519168 2019-11-06 18:59:55 -0400 <lordherald> @realDonaldTrump Such minor gains for such big losses!
1192230159379783687 2019-11-06 18:59:55 -0400 <chadfowler> @realDonaldTrump 😂
1192230157114859520 2019-11-06 18:59:54 -0400 <mytwocentsintx> @chrissyw829 @sherrybb @JudyLynnPresto4 @adasomg @realDonaldTrump You don’t know what the word literally means.
1192230156795969536 2019-11-06 18:59:54 -0400 <pau1b_68> @WhiteHouse @POTUS @realDonaldTrump True and original meaning of the constitution?  You mean the one he's shredding and disobeying every day he's in office and won't adhere to himself?  Riiigghhhht.
1192230156112465922 2019-11-06 18:59:54 -0400 <SamEstes10> @ChuckGrassley @realDonaldTrump Get behind Trump.  But Biden and Hunter under oath
1192230156028432384 2019-11-06 18:59:54 -0400 <H_JBeans> @realDonaldTrump TBD! 😂🤣
1192230156015943685 2019-11-06 18:59:54 -0400 <JRTnokaoi> @joncoopertweets @realDonaldTrump I promise, I won't tweet out #ExtortionistTrump.  Why would anyone tweet out #ExtortionistTrump?  It might make the Great Pumpkin sad if everyone tweeted #ExtortionistTrump
1192230155273400320 2019-11-06 18:59:54 -0400 <BourbonBowlChmp> @EdwardJorczyk @realDonaldTrump Enjoy the next five years
1192230154044690432 2019-11-06 18:59:53 -0400 <wkufans2> @realDonaldTrump Didn't you say that if Bevin lost it would look bad for you, Mango? Well.......... IT LOOKS BAD FOR YOU! You can keep helping the Dems. Campaign for the GOP!
1192230153998352384 2019-11-06 18:59:53 -0400 <Alex__Lebron> @CuckForYourSins @realDonaldTrump Lol praise Allah
1192230152354353154 2019-11-06 18:59:53 -0400 <windthin> @realDonaldTrump So three flips and two holds in two VERY deep red states... but you lost the governorship in Kentucky, and you lost Virginia entirely for the first time in decades.  You always have the dumbest idea of what "winning" is.  https://t.co/8pZ8pB7RSA
1192230152165396480 2019-11-06 18:59:53 -0400 <Slug_B8> @RepDougCollins @realDonaldTrump *yawn* We heard this over a month ago. Thank you, next.
1192230152064909314 2019-11-06 18:59:53 -0400 <RoscoRoberts1> @briantylercohen @realDonaldTrump And attorney general flips in KY and MS and a Secretary of State flip in KY, but who’s counting?
1192230148285718528 2019-11-06 18:59:52 -0400 <CoastalCndn> @realDonaldTrump A big win to Trump is Not losing seats 😂😂😂😂😂
1192230147690250240 2019-11-06 18:59:52 -0400 <debby_million> @realDonaldTrump They don't care. They just want to win. And for what? A socialist country where we have no rights? What happens if civil war breaks our and our country stays divided? This is just sad. And I'm sure that voter fraud will be involved.
1192230147170152448 2019-11-06 18:59:52 -0400 <cindyshelton63> @SpecialReport @BretBaier will you please tell your ignorant guest, Marie Harf, to check out the crowd waiting to see @realDonaldTrump. Tell her WE DON'T CARE ABOUT UKRAINE...college-educated voter, btw. Her party actually DID break the law in the 2016 election. #LockThemUp
1192230147119894528 2019-11-06 18:59:52 -0400 <MatthewJshow> @Lrihendry @realDonaldTrump We are so blessed to have President Trump!
1192230145903546368 2019-11-06 18:59:52 -0400 <linacre_mary> @realDonaldTrump What about Virginia?(Asking for a friend.)
1192230143961501696 2019-11-06 18:59:51 -0400 <amoine> Dear GOP,  Please let @realDonaldTrump keep energizing your base with his rallies.  Best regards,  The Democrats
1192230140341673986 2019-11-06 18:59:50 -0400 <cougdaddy> @realDonaldTrump @senatemajldr Please endorse him. Sure fire way to make sure he loses.
1192230139163226112 2019-11-06 18:59:50 -0400 <DonnaPrada> @mike_pence @JacketbyBerth @realDonaldTrump Who are you kidding! Not anyone with 1/2 a brain.
1192230139049979904 2019-11-06 18:59:50 -0400 <GregoryShtevnsh> @DreierFrode @realDonaldTrump @RTErdogan Why’re you acting like this?
1192230138001403905 2019-11-06 18:59:50 -0400 <judybeansdeux> @MarkSZaidEsq @realDonaldTrump Does your bio really say “non-partisan? 😂😂😂😂😂 Good luck buddy...bring it!
1192230136457904128 2019-11-06 18:59:49 -0400 <RussianBOTakaDD> @AngelaBelcamino @StoverLove @realDonaldTrump  https://t.co/U39XFC9RJb
1192230135723937795 2019-11-06 18:59:49 -0400 <JauryMauricio> @Pajaropolitico @lopezobrador_ @realDonaldTrump Este ignorante desconoce la Iniciativa Merida
1192230135598141440 2019-11-06 18:59:49 -0400 <kathy_eisel> @tedlieu @realDonaldTrump @AmyMcGrathKY #VOTEFORAMY
1192230134356627458 2019-11-06 18:59:49 -0400 <SparkyLanders> @maziehirono @solusnan1 @realDonaldTrump Just spitballing here, but the general idea of arresting suspects is to restrain them from committing *MORE CRIMES*. The threat of penalties if they are bailed out and continue their crimes is done for a reason.  This is obvious criminal witness intimidation. Stop it. #Resist
1192230133572284417 2019-11-06 18:59:49 -0400 <disgustedintenn> @realDonaldTrump What happened in Kentucky and Virginia, lying Donnie😂
1192230132708102144 2019-11-06 18:59:48 -0400 <5MilesHigher> @realDonaldTrump They don't have veto power, Beshear does!....…..LOL
1192230132343283712 2019-11-06 18:59:48 -0400 <Poundstone12> @RepDougCollins @realDonaldTrump I think this must have been the infamous “destroyed the witness” cross examination. 🤣🤣
1192230131433127938 2019-11-06 18:59:48 -0400 <Johan98013597> @Lrihendry @RepDougCollins @realDonaldTrump No the liar is caught
1192230129923084289 2019-11-06 18:59:48 -0400 <CoolNorth1> @RepDougCollins @realDonaldTrump Luke 3:“Do not extort money from anyone by threats or by false accusation." GOP hypocrites are ok with this.  Jesus isn't. "For such men are false apostles, deceitful workmen, disguising themselves as apostles of Christ.. And in their greed they will exploit you with false words"
1192230129801531392 2019-11-06 18:59:48 -0400 <harley2gnarley> @realDonaldTrump read them letters
1192230129071788032 2019-11-06 18:59:47 -0400 <SadiesHenry> @gtconway3d @jaketapper @realDonaldTrump Thanks George! Never stop, I rely on you to calm my nerves!
1192230127284969472 2019-11-06 18:59:47 -0400 <aunna33> @realnlj @MarshaBlackburn @realDonaldTrump @SenateGOP @WhiteHouse @POTUS So sick of you people ALWAYS bringing crap back to Obama. This is something the SENATE did. IF something like this happened while Obama was in office and you took offense then, you should be taking offense now as well. Partisanship DESTROYS our country.
1192230126395756544 2019-11-06 18:59:47 -0400 <GarettRaines> @RKJ65 @realDonaldTrump It's very very expensive but no, you don't need to be especially smart to join our ranks. As long as you're willing to join the Federalist Society, you can expect to go very far without even being a good lawyer.
1192230125921804288 2019-11-06 18:59:47 -0400 <ali_mohtaram> @realDonaldTrump More power to you..
1192230125489807360 2019-11-06 18:59:47 -0400 <RollinJeffrey> @BCre8F2 @ltnldy805 @realDonaldTrump  https://t.co/4hyuy0T2F8
1192230124525178880 2019-11-06 18:59:46 -0400 <SoBeCharly> @GOPChairwoman @realDonaldTrump Not really. Governor was 5 points ahead days before the election. Then when Trump came to town with printed shirts that said "read the transcript". Everyone started reading it and saw how guilty he was. #TraitorTrump
1192230124030189570 2019-11-06 18:59:46 -0400 <MaahiMayuri> @obligatoryasian @USA2020DT @RandyIngram1955 @realDonaldTrump  https://t.co/nW5Snlfx5O
1192230120523751424 2019-11-06 18:59:45 -0400 <Dante58396250> @realDonaldTrump  https://t.co/8kO4EcfIpF
1192230119454236672 2019-11-06 18:59:45 -0400 <magapill_> @realDonaldTrump This is hilarious
1192230119013855233 2019-11-06 18:59:45 -0400 <NowITwat> .@realDonaldTrump  Rollllllllll Da Fu€k outta here. Boooooooooooooooo  The school is DuⓂ️🅱️ as Fu€k for even inviting him!  It’s a publicity stunt to get cheers from his klan!
1192230118095114240 2019-11-06 18:59:45 -0400 <CodyIsAGoodBoy> @realDonaldTrump “If you lose, it sends a really bad message ... you can’t let that happen to me.” - Donald J. Trump to ultimate loser @MattBevin
1192230115876294656 2019-11-06 18:59:44 -0400 <Spencerj05> @mrdavidpaynegm1 @GMSarli @realDonaldTrump All five of your followers thought that joke was spectacular.
1192230114441994240 2019-11-06 18:59:44 -0400 <badappl8> @realDonaldTrump  https://t.co/Om0ew3I6s4
1192230114207174656 2019-11-06 18:59:44 -0400 <matthy1975> @realDonaldTrump hace el favor y tira una bomba nuclear en Paraguay jajaja hace mucha faltaaa
1192230112504287232 2019-11-06 18:59:44 -0400 <TN_Snowflake> @realDonaldTrump TBD 😂😂😂
1192230112151789570 2019-11-06 18:59:43 -0400 <JohnTho32816215> @rdrhwke @grannyanon1969 @realDonaldTrump @JohnTho32816215
1192230111698923524 2019-11-06 18:59:43 -0400 <LasVegasRounder> @atrupar I can't tell if that's egg on your face or if it's excrement from having your nose so far up @realDonaldTrump's ass. #SouthCarolina you deserve better representation than this.
1192230111602499584 2019-11-06 18:59:43 -0400 <RealFactsVsFake> Pssst... Hey @realDonaldTrump - Your Time Is Coming (The #MAGA2020 #MAGA #KAGA2020 #KAG People WILL Realize How You Have Lied To Them, And Then It's YOUR Turn)  https://t.co/HmSzfqgvk0
1192230111317286913 2019-11-06 18:59:43 -0400 <texasbreakfast1> @chunkled @CaslerNoel @ungubunugu1274 @realDonaldTrump Ok, this is my new favorite trump gif 🤣👏🏻💙
1192230109991882752 2019-11-06 18:59:43 -0400 <kbzazzera> @realDonaldTrump  https://t.co/LJHTTeDivw
1192230106607083520 2019-11-06 18:59:42 -0400 <660Mary> @johnrobertsFox @realDonaldTrump It’s called: Bribery - and he’s busted!
1192230105613053953 2019-11-06 18:59:42 -0400 <JimWyler> @realDonaldTrump Did President Trump ever express an interest or desire for Ukraine to open or reopen an investigation of Burisma Holdings? I never heard that from President Trump What about Giuliani, Rudy Guiliani Giuliani did And who did Giuliani work for? He's President Trump's personal lawyer
1192230103918555136 2019-11-06 18:59:41 -0400 <simple_minds1> @Christinelb563 @bishopjeffDd @CimatoMarian @jennerific713 @realDonaldTrump The majority of his circle are in jail and doing what he pompeo and rudi were at plays into one country..pelosi is correct..All roads lead to ------! Work it out.
1192230103822065664 2019-11-06 18:59:41 -0400 <abilityfabian> @WalshFreedom is a confused man, his campaign has no basis but is centred at discrediting @realDonaldTrump. I was shocked when he said, he has no Dems in mind that he would vote for, over trump yet.
1192230103444578305 2019-11-06 18:59:41 -0400 <20Jan21PerpWalk> @RepDougCollins @realDonaldTrump And do banks know in advance they are going to be robbed?
1192230102572183552 2019-11-06 18:59:41 -0400 <Rosa67261146> @BeachBumMAGA @Lrihendry @RepDougCollins @realDonaldTrump The liberal,communist anti Semitic democrats have come up with a democratic dictionary as well as a new thesaurus which benefits them.
1192230101183860737 2019-11-06 18:59:41 -0400 <Vdtoro16> @lesleyabravanel @realDonaldTrump Oh it quid
1192230101053837312 2019-11-06 18:59:41 -0400 <janev58> @NoviceActivist @realDonaldTrump  https://t.co/X0iSSEkQDT
1192230100625973251 2019-11-06 18:59:41 -0400 <shadowlane666> @KrayTito @DavidlBennettII @Lane_Moore14 @laurieannasam @XtoecutterX @itsJeffTiedrich @realDonaldTrump Don't know anything about that. What i know is there is a multi billion dollar enterprise that wasnt there with his dad and has donald trump literally written all over it.
1192230100458180610 2019-11-06 18:59:41 -0400 <outofcontroljb> @realDonaldTrump "People are saying the best way to turn a red state blue is to have a Trump Rally!"
1192230098562404352 2019-11-06 18:59:40 -0400 <cool_v> Please @realDonaldTrump, move to Alabama and run!
1192230097966682119 2019-11-06 18:59:40 -0400 <Linda808a> @JoeyINTL @realDonaldTrump You misspelled.... it’s ruining
1192230097916452864 2019-11-06 18:59:40 -0400 <TheMonaMarie1> @AnyoneBut2020 @realDonaldTrump 😆😆😆😆😆😆😆😆😆😆😆
1192230096557477888 2019-11-06 18:59:40 -0400 <BLH4House> @SpringSteps @SaraCarterDC @RandPaul @realDonaldTrump @SenTedCruz There's still lots of Bush Republicans in Congress!
1192230094539874304 2019-11-06 18:59:39 -0400 <addceason> Oooohh, I’m telling...  Hey @realDonaldTrump, @LindseyGrahamSC is calling you stupid
1192230093583736833 2019-11-06 18:59:39 -0400 <jimsand1718> @Brooke_Kelly87 @realDonaldTrump Angry Majority!
1192230093092986880 2019-11-06 18:59:39 -0400 <RamValsbd> @AngelaMerkeICDU @EmmanuelMacron @BorisJohnson @dieLinke @jeremycorbyn @HillaryClinton @BernieSanders @realDonaldTrump #StopTurkishWarCrimes  @IlhanMN
1192230091448889345 2019-11-06 18:59:39 -0400 <Lightwaveguy> @realDonaldTrump  https://t.co/xIjSqDvxVe
1192230090953805824 2019-11-06 18:59:38 -0400 <BenLilienthal> @realDonaldTrump Haha.  Tick tock.  #gohome
1192230090773614593 2019-11-06 18:59:38 -0400 <carynmiller2> @SenSchumer @realDonaldTrump Or Jr.
1192230089406238726 2019-11-06 18:59:38 -0400 <trump2trumpIRL> Hey @realDonaldTrump, you're busy, I know, but check out this article:  https://t.co/pwOQzLbW3w CONG/
