891085861265096704 2017-07-28 19:59:59 -0400 <SarahCalvin_34> @ljcalvin84 @realDonaldTrump That's my girl^^^!
891085801970429953 2017-07-28 19:59:45 -0400 <ctmock> @BorowitzReport: @realDonaldTrump #Supporters Furious That They Still Have #HealthCare #health #HealthcareBill  https://t.co/KX3AFjud9Q
891085801919885312 2017-07-28 19:59:45 -0400 <barrettmarson> .@realDonaldTrump never really wanted @Reince or @seanspicer But is WH now going to be smoothly run operation? #FatChance
891085801462931458 2017-07-28 19:59:45 -0400 <bonesrd> @realDonaldTrump declare muslim brotherhood terrorist organization!  Tillerson is wrong here!!
891085800766664707 2017-07-28 19:59:45 -0400 <Kenner1234> @realDonaldTrump Meaning the appointment had been decided before you dropped the transgender bomb.
891085800666005505 2017-07-28 19:59:45 -0400 <LaurieWalski> @realDonaldTrump Use him then kick him to the curb,your world is slowly falling apart, sitting with my popcorn waiting to see how the shit show ends 😂😂😂
891085798862274560 2017-07-28 19:59:44 -0400 <catmamachacha> @realDonaldTrump So you have a new lacky.
891085798774194176 2017-07-28 19:59:44 -0400 <Energy321> @Team_Trump45 @realDonaldTrump YOU KNOW IT !!!  https://t.co/wYChqvf2PY
891085798556278784 2017-07-28 19:59:44 -0400 <krsisue> @realDonaldTrump  What is your problem?  You promote &amp; condone violence.  Glad SCPD pushes back!  https://t.co/BiZNdBlD7R
891085798380113921 2017-07-28 19:59:44 -0400 <SeriousInDC> @Scaramucci @realDonaldTrump Any other person would be fired or in your case not hired but @realDonaldTrump relishes low class unprofessionals
891085798111461376 2017-07-28 19:59:44 -0400 <LionHunterMusic> @lizzyj313 @JoyAnnReid @thedailybeast @realDonaldTrump @IvankaTrump And let's hope this truth gos directly to: Indict, Impeach, Convict, Incarcerate. No pardons!
891085797033750528 2017-07-28 19:59:44 -0400 <MirianGarca> @OEA_oficial  @ONU_es @PARLASUR @NicolasMaduro @realDonaldTrump @marcorubio @ConclusionesCNN  https://t.co/Yad1G6PqAI
891085797008580609 2017-07-28 19:59:44 -0400 <ReaperKat> @realDonaldTrump Just In: it's now illegal to block people on social media who disagree w/you! Time to hit the unblock button
891085796714975232 2017-07-28 19:59:44 -0400 <somethingbrite> @DebbieB1230 @BeatriceHazele2 @immigrant4trump @realDonaldTrump Clearly his understanding of the Constitution and the gears of power is very sketchy indeed and he is not hiring people who actually know!
891085794110312449 2017-07-28 19:59:43 -0400 <KezNat> @NYCMayor @realDonaldTrump the safest city with a working mass transit system would be nice.
891085792558301184 2017-07-28 19:59:43 -0400 <M_Squared2> @realDonaldTrump He said he honors you but he said it on CNN so it must be #fakenews
891085789228134400 2017-07-28 19:59:42 -0400 <IzyOddy> If he loves violence so much why did he dodge draft many times? Oh, those damned bone spurs in the foot @realDonaldTrump doesn't remember  https://t.co/cMZut6kkIO
891085785105039364 2017-07-28 19:59:41 -0400 <weRtroydavis> @lloyd_t_spencer @maggieNYT @Reince @realDonaldTrump Reince, RNC and McConnell thought they were buying a conduit to power. They still haven't figured out that they adopted a feral dicatator.
891085783506894848 2017-07-28 19:59:41 -0400 <LoveMyGr8Danes> @Im_TheAntiTrump @realDonaldTrump @StevePearlstein lame duck... YES... President NO
891085782395604996 2017-07-28 19:59:40 -0400 <JJO361> @Impeach_D_Trump @realDonaldTrump nah that belongs to the chimp that had to move out of the white house
891085781695172608 2017-07-28 19:59:40 -0400 <dwai2017> @realDonaldTrump @POTUS remember this tweet abt @BarackObama ?  Donald, you r a tool. #MAGA : Make America Gross Again  https://t.co/jNY1VmzLZM
891085781632143360 2017-07-28 19:59:40 -0400 <blueruby8> @SherriBergan @squeeky1984 @Dihaggis @Trumpster4Trump @DeplorableRich @pnehlen @realDonaldTrump @SpeakerRyan LOVE IT💖🇺🇸
891085781053448192 2017-07-28 19:59:40 -0400 <TheGreenVeteran> @realDonaldTrump You're a coward.
891085780843585536 2017-07-28 19:59:40 -0400 <walterovzla> @evagolinger @realDonaldTrump Tell me who truly cares about the Vzlan people...  https://t.co/09n6VyW0qh
891085779128156160 2017-07-28 19:59:39 -0400 <C_Resister> @realDonaldTrump @seanhannity Nothing about your tweets is presidential. Then again, nothing about you is presidential.
891085779061006336 2017-07-28 19:59:39 -0400 <Kit48Kat50> @peplamb @realDonaldTrump Yes we can!  Do all things through Christ. Like remove the liar-in-chief out of office. #ImpeachTrump #TrumpRussia #TreasonTrump #Traitor
891085778117419008 2017-07-28 19:59:39 -0400 <budaroo> @realDonaldTrump You LOST, America and democracy beat YOU!!!
891085775231533056 2017-07-28 19:59:39 -0400 <SeeHearThink> @realDonaldTrump GOP needs to choose GOOD LEADERS  A NEW BEOOM SWEEPS CLEAN
891085774690680832 2017-07-28 19:59:38 -0400 <kenneth_aaland> @JaneyGodley @BillyBaldwin @realDonaldTrump Time to start praying instead of complaining about The President.  Done more than who you voted for.  He's a work-a-holic and you're not
891085773889556480 2017-07-28 19:59:38 -0400 <dbigasr> @The_Trump_Train @realDonaldTrump He does that himself idiot
891085772756885504 2017-07-28 19:59:38 -0400 <buffer_01> @hrtablaze @seanhannity @realDonaldTrump @SenJohnMcCain  the parasite  https://t.co/71Sk4YoyJ4
891085767908503555 2017-07-28 19:59:37 -0400 <dickencider> @BobHausvik @realDonaldTrump can we send tr*mp?
891085766335614979 2017-07-28 19:59:36 -0400 <BKKliberty> @realDonaldTrump You do understand that people are considered innocent until proven guilty, right?  Oh, wait, you don't.  Remember the Central Park 5?
891085766071341056 2017-07-28 19:59:36 -0400 <beachbumdoll> Maybe when they put @realDonaldTrump in the treason "paddywagon", they'll forget the hand.  https://t.co/eDeR0dxoyZ
891085763424669696 2017-07-28 19:59:36 -0400 <jeffs0413> @realDonaldTrump Very good move.  Appoint someone like Kelley to DHS
891085762623569920 2017-07-28 19:59:36 -0400 <Fmom1979> @realDonaldTrump Wonder how you'd know what a great American looks like.
891085761898057730 2017-07-28 19:59:35 -0400 <dl5544> @riptorn1mil @jules_su @realDonaldTrump @Reince @Scaramucci Were you on crack or something at the time??  You must be crazy? Never seen such a ludicrous mess in American Politics in my life.
891085758865571841 2017-07-28 19:59:35 -0400 <amarvarma> Barack Obama is officially one of the most consequential presidents in American history  @realDonaldTrump #MAGA  https://t.co/i1GcqgWBiU
891085756898390018 2017-07-28 19:59:34 -0400 <JpLuv4U> @realDonaldTrump Me I Am Real USA Military So When I Get U Ur Corruption BS Is Going To Be Easily Noticed U Get This Trick From  PUTIN? @CNN
891085755879006208 2017-07-28 19:59:34 -0400 <now_justice> uh oh donnie.  junior angering cartel now too!  @realDonaldTrump @POTUS  https://t.co/laZYoxizvN
891085754771808257 2017-07-28 19:59:34 -0400 <ScottHessPhoto> @realDonaldTrump You're Fired !
891085749969342464 2017-07-28 19:59:33 -0400 <athaniyallaiya1> @Cernovich @realDonaldTrump @Cernovich u always get it right. Who could the nxt two be?
891085748648239104 2017-07-28 19:59:32 -0400 <JLFont001> @nicholasvirzi @DouglasAChacon @marturh @realDonaldTrump @Perico8461 Pero Kelly justamente viene del periodo de Obama. Y los "leakers" según tu hipótesis son republicanos y Trumpistas
891085747629043713 2017-07-28 19:59:32 -0400 <JD1043> @AmazonWaPo @ananavarro @CarlaMoulton3 @realDonaldTrump He can get a mail order bride from Russia.
891085744697217028 2017-07-28 19:59:31 -0400 <MMcclatxhy> @realDonaldTrump you're a piece of work. You really are sir. It's amazing the amount of disrespect you show on a consistent basis. Towards individuals who
891085743078207488 2017-07-28 19:59:31 -0400 <WendelTaggart> @realDonaldTrump You lose AGAIN!More to come.
891085739936681986 2017-07-28 19:59:30 -0400 <GreatestUncle42> @danpfeiffer Ha! @realDonaldTrump doesn't know he's President. He thinks it's just a new season of Celebrity Apprentice. That's how he's treating it.
891085735981461504 2017-07-28 19:59:29 -0400 <56_Jeff> @hrtablaze @Truth_Opotomous @seanhannity @realDonaldTrump "Good ole boys" club - "The hell with them", says big gov McCain. They continue to ruin the country. Obamacare is anti freedom/socialism.
891085731317387264 2017-07-28 19:59:28 -0400 <AnitaFo66928230> @peplamb @POTUS @Scavino45 @realDonaldTrump @FLOTUS You post the same crap over and over again. What do you find about Trump that is Christ-like?
891085727458635776 2017-07-28 19:59:27 -0400 <Michael35110840> @RaeGielau9 @DC_Resister_Bee @realDonaldTrump couldn't help myself ,maybe no stale bread and or toilet paper lines, hopefully. But, State controlled media is a fact. Sad,u don't c it....
891085727118884864 2017-07-28 19:59:27 -0400 <umakemeill1> @realDonaldTrump @POTUS Fantastic news
891085725495644160 2017-07-28 19:59:27 -0400 <DixieKammeyer> @AndresMFresno @GovMikeHuckabee @realDonaldTrump What ever!! 😃😃😃
891085722404306946 2017-07-28 19:59:26 -0400 <Kegan545> @SebGorka @realDonaldTrump Love it!..bout time..
891085718860312583 2017-07-28 19:59:25 -0400 <jolnymets> @realDonaldTrump And if that doesn't work, make it 41 votes!!! Eventually you'll get there!!  #moron
891085718747054080 2017-07-28 19:59:25 -0400 <gregt_44> If a I wrote the story of @realDonaldTrump administration it would be dismissed as unbelievable #FailureFriday #25thamendmenthnow
891085717945724928 2017-07-28 19:59:25 -0400 <DennisDow8> @realDonaldTrump OMG, now you're telling police to break their own rules and procedures? SO inappropriate, so wrong! Sad.
891085715005726720 2017-07-28 19:59:24 -0400 <HispanicAtheist> @peplamb @realDonaldTrump @realDonaldTrump  https://t.co/xFPxieRkWl
891085712702963712 2017-07-28 19:59:24 -0400 <CovfefeTraitor> @realDonaldTrump @IvankaTrump @EricTrump @DonaldJTrumpJr @jaredkushner @Scaramucci @mike_pence @SpeakerRyan @SenateGOP @GOP @nytimes   https://t.co/4FNYcHx4Yq
891085711595765761 2017-07-28 19:59:23 -0400 <IsaLeeWolf> @TeeCee_85 @dahlia201 @Jaxgma3235 @NigelShartcrac1 @taxvictim @rr7lv @SenJohnMcCain @judie352 @kak089 @realDonaldTrump probably safer than a drinking game.
891085710480027648 2017-07-28 19:59:23 -0400 <ataleof2stefs> @realDonaldTrump @AprilDRyan Queen breaks into "Another one bites the dust!"
891085709691539461 2017-07-28 19:59:23 -0400 <EdwardSalisbu12> @hillbillyfairy @Deplorangel @CynThuotte @Jan66419632 @Tweetin_jackleg @DCRatbinder @FSUTJ @GoonFlo413 @sugardaddychic @jackiebwatson @grvffintm @realDonaldTumpr @DaysLeft4Trump @realDonaldTrump The Liberal democrats are like a bad magician,hoping to pull a rabbit out of their hat, but only find it empty.
891085709112692736 2017-07-28 19:59:23 -0400 <SMK_STL_NYC> @realDonaldTrump respect goes a long way....  https://t.co/MTE3Qu0sNO
891085707787325440 2017-07-28 19:59:22 -0400 <MaebhClones> @brianklaas except @realDonaldTrump real claim to media fame slogan is "Your Fired".. he has no other back up..because he is NOT a genius
891085706617028608 2017-07-28 19:59:22 -0400 <commonsense38> @ChuckGrassley @realDonaldTrump he needs to face the consequences.
891085706164137985 2017-07-28 19:59:22 -0400 <ed4iu> As suspected @CNN and the Rino's defend the EX chief of leakers Priebus.the DC business as usual has ended @realDonaldTrump  #MAGA
891085705727922176 2017-07-28 19:59:22 -0400 <kchernecky> @realDonaldTrump Look on the bright side. You're still #WinningAtFailing bigly! #FailureFriday #treasonoustrump #LoserinChief  https://t.co/kRHcpBPjjd
891085704398327810 2017-07-28 19:59:22 -0400 <Cassiuslives> @NYCMayor @realDonaldTrump *an historic
891085700296212481 2017-07-28 19:59:21 -0400 <vegasexpats> @realDonaldTrump @POTUS Elmer Fudd Trump promotes prisoner abuse by police.  SAD!
891085696903106560 2017-07-28 19:59:20 -0400 <muroonfaloon> @realDonaldTrump Classy fired in a tweet.
891085693862203393 2017-07-28 19:59:19 -0400 <Salford_Council> @KathyKAnd @Ansel @gjcharlet But the video has been clipped to remove @realDonaldTrump making a #Beeline for the disabled baby  https://t.co/dmxxSmt3U4
891085688657117187 2017-07-28 19:59:18 -0400 <stylishkbo38> @MissFishsauce @OneofThe_Anons @SheriffGauncent @SMHatFools @realDonaldTrump Never been triggered , i leave that to liberals!
891085688271249408 2017-07-28 19:59:18 -0400 <Masonbud> @PhilipRiffle @FoxNews @realDonaldTrump The train is coming....we are on the tracks and can't even come together to get out of the way
891085687138680833 2017-07-28 19:59:18 -0400 <BigSky3450> @SCPDHq Glad to hear this but what about all the other Police Departments in the Country? @realDonaldTrump gave them "permission" then he steps away
891085686463442945 2017-07-28 19:59:17 -0400 <AllenAr92663127> @realDonaldTrump Time has come for you to bring both parties together. Let's see your true negotiations skills. We need healthcare
891085685771448320 2017-07-28 19:59:17 -0400 <TribeJefferson> @Bakari_Sellers @SebGorka @realDonaldTrump stupid man
891085685318459392 2017-07-28 19:59:17 -0400 <MrWorbinu> @realDonaldTrump You can list all that you accomplished in one tweet and still have enough room to add all the times you've told the truth, @realDonaldTrump
891085683032547328 2017-07-28 19:59:17 -0400 <cpag001> @POTUS @realDonaldTrump @DonaldJTrumpJr @IvankaTrump  https://t.co/eKa6xevS2D
891085682239614976 2017-07-28 19:59:16 -0400 <BarbChilders> @realDonaldTrump Quite the "disposable" staff you have...perhaps a revolving door would be appropriate at the WH these days.
891085682118082561 2017-07-28 19:59:16 -0400 <queenBrobyn> @adamgorney @realDonaldTrump Savage!
891085680809459712 2017-07-28 19:59:16 -0400 <melwusa> @realDonaldTrump W/O a single doubt  https://t.co/sP6otnCfr0
891085679471587328 2017-07-28 19:59:16 -0400 <Icecrack2011> @DonPepper13 @realDonaldTrump Every time I see your tweets I see you have not opened your eyes or you are a Troll for the Dems.
891085679228223489 2017-07-28 19:59:16 -0400 <_monicajorge> @chelseahandler @realDonaldTrump Girl, homie is gonna block you soon!
891085678615945216 2017-07-28 19:59:16 -0400 <JovanHaynes> @realDonaldTrump 3 Chief of Staffs in less than 3 years of being President: Part of the reason why @BarackObama can't manage to pass his agenda. U on 1/10/12
891085676585918464 2017-07-28 19:59:15 -0400 <187__45> @realDonaldTrump @nytimes @foxandfriends POTUS 45 needs a Colt 45.
891085675965054977 2017-07-28 19:59:15 -0400 <Gatormomm> @jules_su @realDonaldTrump @Reince @Scaramucci This is so demeaning to our country and those who valiantly serve and defend it. 45 is the worst excuse for a president.
891085674740277250 2017-07-28 19:59:15 -0400 <shockwaveUSA> @realDonaldTrump Mr. President if you let this slip by  you will regret it..Here is the leaks,not Russia but Muslim leakers and more..
891085672479641601 2017-07-28 19:59:14 -0400 <Dubalicious1971> @SenJeffMerkley @realDonaldTrump It's okay, when we #RepealAndReplace the @GOP next year, we can work to repair the damage they've done to the #ACA
891085672085245952 2017-07-28 19:59:14 -0400 <SQUID89_93> @RaganMcqueen @realDonaldTrump @jakehsnider @BarackObama Right up there with bigly
891085671653408770 2017-07-28 19:59:14 -0400 <Petri4Cultures> Wow! @realDonaldTrump 's retention rate worse than any business ever Tough keeping you're own house clean isnt it DT? Loose lips #Battleship
891085670931988480 2017-07-28 19:59:14 -0400 <suziduzy> @tedlieu @realDonaldTrump The Donald doesn't give Press Conferences!! That's everyone else's job!! General Kelly, will handle all that for him... T-Rump figure head 0
891085670365659136 2017-07-28 19:59:14 -0400 <IneffableLogic> @SenJeffMerkley @realDonaldTrump Senator... your own career is less than laudable. Shall we air it? Right now the middle class is being decimated by the ACA.
891085669304610819 2017-07-28 19:59:13 -0400 <CATorrealbaP> @LuisLopezPSUV @realDonaldTrump No maricon.Para eso son los testaferros como tu q compran estaciones de radio y tv, con dineros corruptos .
891085667463254016 2017-07-28 19:59:13 -0400 <aldridge_ron> @realDonaldTrump you are Jealous OBAMA got  things passed and you can't Dummy
891085667345858560 2017-07-28 19:59:13 -0400 <joscur> @realDonaldTrump You really don't know how this whole checks and balances thing works, or why it's vital to our democracy do you? #FailureFriday.  So sad
891085665294839814 2017-07-28 19:59:12 -0400 <Caprio2Caprio> @BorgJardin @realDonaldTrump Like a Muslim girl who never knew his dad
891085664451788800 2017-07-28 19:59:12 -0400 <maid4hack> @realDonaldTrump Sit on a stick.... You might like it
891085663549833221 2017-07-28 19:59:12 -0400 <CBCAElite1> @Cernovich @realDonaldTrump yes  https://t.co/n9fpdJNOLf
891085661066932224 2017-07-28 19:59:11 -0400 <Delema12> @realDonaldTrump No sir he screw us all
891085661037625345 2017-07-28 19:59:11 -0400 <Kathy_Elias> ,@realDonaldTrump US Presidents don't encourage police brutality. PS: Nobody likes you.  https://t.co/cw2slD3lqA
891085659926081538 2017-07-28 19:59:11 -0400 <Patbooth68> @FalconElderweis @Amy_Siskind @realDonaldTrump Amen!!! Falcon!
891085659187826688 2017-07-28 19:59:11 -0400 <f396> Retweeted Donald J. Trump (@realDonaldTrump):  We will always ENFORCE our laws, PROTECT our borders, and SUPPORT...  https://t.co/1BJF3TZGz7
891085658747531265 2017-07-28 19:59:11 -0400 <DustiBrooks7> @Im_TheAntiTrump @realDonaldTrump @voxdotcom Thanks Obama.
891085657355030528 2017-07-28 19:59:10 -0400 <vg2325> @Team_Trump45 @realDonaldTrump LOSER LOSER LOSER FRAUD FRAUD FRAUD PHONY !!  https://t.co/hP4JmEcKML
891085655551422465 2017-07-28 19:59:10 -0400 <WithHer2017> @SCPDHq Embarrassing that yet again, someone has to clean-up after our "president". Thank you for pushing back against Trump! @realDonaldTrump
891085655455019008 2017-07-28 19:59:10 -0400 <JezebelPissed> @KeithOlbermann @Roberta1836 @realDonaldTrump   https://t.co/A5XoUUTHGX
891085654960078849 2017-07-28 19:59:10 -0400 <YesAllWomen101> @realDonaldTrump So you want millions of people to not have health care and die??!  Some president...
891085653898821632 2017-07-28 19:59:10 -0400 <Kenner1234> @realDonaldTrump So is Kelly the "my generals" you consulted about transgender service people in the military? He's a wall man too; he's your latest YES man?
891085653320060928 2017-07-28 19:59:09 -0400 <tyrone_adaway> @Team_Trump45 @realDonaldTrump Then Trump will go down as the biggest treasonist in the US in the past 20 years.  U don't have to believe me but he is going down.
891085652221022210 2017-07-28 19:59:09 -0400 <ChrisVa08675419> @realDonaldTrump Thank you President Trump for exposing fake news media  https://t.co/c2zOTkmIzI
891085652154097666 2017-07-28 19:59:09 -0400 <hobbs_jan13> @crystaldark @realDonaldTrump Isn't it grand?
891085652120526848 2017-07-28 19:59:09 -0400 <robotsmakesushi> @DC_Resister_Bee @Mattealc @realDonaldTrump That was so cool  https://t.co/S1RPI3jKvU
891085650946117632 2017-07-28 19:59:09 -0400 <alangub4ever> @realDonaldTrump You rock Dude
891085649742254080 2017-07-28 19:59:09 -0400 <rosebuddlove> @TheeAndroidRulz @StokedToLive @adamrant @davidmputnam @jules_su @realDonaldTrump   https://t.co/YsafQqqIg5
891085648676794368 2017-07-28 19:59:08 -0400 <MyersSuzan> *****Sir @POTUS @realDonaldTrump*You will break Twitter!*****     **********I'm lovin' it!  Let's break Twitter!***********  Reince Priebus
891085647263522817 2017-07-28 19:59:08 -0400 <EPMIJLP> @7SunnyView @kissmyphanie @SebGorka @realDonaldTrump Uh you better get to the VA if you want to learn about suicide. As a US Navy veteran I find you offensive and unpatriotic
891085646508556289 2017-07-28 19:59:08 -0400 <share1thought> @realDonaldTrump I guess it is time for you to admit you are not the great deal maker.  You have not made a single deal in 6 months. Not sick of winning yet.
891085645174763520 2017-07-28 19:59:08 -0400 <j0hn_r_riite> I'm sure firing Reince was the most difficult tweet @realDonaldTrump ever had to post.  https://t.co/et16FOipNi
891085644230950912 2017-07-28 19:59:07 -0400 <chrisholly71> @realDonaldTrump @BarackObama For someone who knows all the best people you can't seem to hire or retain any of them. 🤔
891085643970990083 2017-07-28 19:59:07 -0400 <frenchat> @realDonaldTrump .....time to be President.North Korea has now shown they can and will attack US... They have crossed the line..Protect USA.
891085643782213632 2017-07-28 19:59:07 -0400 <ajpraise> @realDonaldTrump Of course you can't win change the rules. In your words SAD!!!
891085636760989696 2017-07-28 19:59:06 -0400 <FeralKarma> @realDonaldTrump People being arrested are innocent until proven guilty. PD can't batter suspects!  https://t.co/xxsEEt84GG
891085636148629505 2017-07-28 19:59:05 -0400 <wolfson_bruce> @realDonaldTrump Nice Job, you found a fall guy for your failures. MAGA Resign!!!
891085634777075713 2017-07-28 19:59:05 -0400 <Mrjones32711> @realDonaldTrump Wrong move, the only time I did agree with you.
891085633183260672 2017-07-28 19:59:05 -0400 <GardenGrrl2021> @realdonaldtrump Really?  You shook the woman's hand twice to deliberately pass over the young boy in the wheelchair.  You're a monster!  https://t.co/hGhntLkM4O
891085632822444032 2017-07-28 19:59:05 -0400 <ACDMLS> @TerryCroslow @GeeBeeEss @ChelseaClinton @realDonaldTrump Using a pejorative term like "smarmy" is bullying. If you are sincerely interested in an answer to your question, lose the attitude.
891085628259151872 2017-07-28 19:59:04 -0400 <shivers333> @realDonaldTrump Fun fact: In May 1973, as the Watergate scandal deepened, Nixon also replaced his Chief of Staff w/a General - Al Haig. #StupidWatergate
891085624207212544 2017-07-28 19:59:03 -0400 <danniph21> @Team_Trump45 @realDonaldTrump Racist.
891085624031285249 2017-07-28 19:59:02 -0400 <MaggieMongoose> @badwebsites @realDonaldTrump probably gets very excited when he takes a dump. Probably makes Melania look at it. "Isn't this is the greatest dump ever?"
891085623741878272 2017-07-28 19:59:02 -0400 <dennisjamesaman> @jules_su @basicwhiteM0m @realDonaldTrump @Reince @Scaramucci lucky wife; unlucky country
891085622101725184 2017-07-28 19:59:02 -0400 <Gjallarrhorn> @realDonaldTrump Coward. Say what you think.
891085621816590338 2017-07-28 19:59:02 -0400 <JimOily> @realDonaldTrump Also go after clintons. GOP is afraid of them &amp; connections they have. What is GOP afraid of &amp; what do they have on u that ur so afraid of??
891085619795034113 2017-07-28 19:59:01 -0400 <ThalesRales> @thehill worse than 3 chiefs. Them going because @realDonaldTrump is terrible at job. It's an absolute miracle Trump org is not bankrupt. Oh, forgot.
891085619715342336 2017-07-28 19:59:01 -0400 <battgirl> There's a @realDonaldTrump tweet for everything!  https://t.co/HnFNVbvo7I
891085615424471044 2017-07-28 19:59:00 -0400 <JosephRossMead2> @realDonaldTrump  just like Japan pretending to be our friends and brought peace medals to u.s. Before Pearl Harbor
