1119027830019457025 2019-04-18 19:59:59 -0400 <Jenlskelly> @BehneMatthew @renato_mariotti @realDonaldTrump LOL. No.
1119027817650348032 2019-04-18 19:59:56 -0400 <WinclairOrg> "And during my tenure as AG, no one with a good excuse will be prosecuted..." #AGBarr #IdiotOrange™ #Impeach45   https://t.co/HCqoxdTzvv  https://t.co/YmHIVE86R8  https://t.co/GXlNPdFHNO  @realDonaldTrump @VP @PressSec @SenateMajLdr @SenJeffMerkley @ChuckSchumer @SpeakerPelosi  https://t.co/uUmuqNSQoq
1119027817394528257 2019-04-18 19:59:56 -0400 <KrispKiwi> @realDonaldTrump Except it's well known that the vote was affected.
1119027816883007493 2019-04-18 19:59:56 -0400 <Wedge85i> @realDonaldTrump @marthamaccallum @FoxNews Obstruction..... Guilty.....your nothing but a liar.
1119027816182497283 2019-04-18 19:59:56 -0400 <Pensontheice> @StacyZeal @str8piffboi @ChatByCC @realDonaldTrump You are uneducated and have no idea how the electoral college works
1119027816174059521 2019-04-18 19:59:56 -0400 <blesamerica> @realDonaldTrump @VP @SecPompeo @Cabinet @senatemajldr @GOPLeader @LindseyGrahamSC @SenateGOP @HouseGOP @IngrahamAngle @marklevinshow @rushlimbaugh @seanhannity @freedomcaucus @TuckerCarlson @SaraCarterDC @dbongino @thehill @WSJ @MickMulvaneyOMB @FBI @TheJusticeDept @FoxNews @GOPoversight @RepRatcliffe @JudiciaryGOP @RudyGiuliani @JaySekulow @JudicialWatch @TomFitton @RepMarkMeadows @LouDobbs @DevinNunes @Jim_Jordan @replouiegohmert @SenTedCruz @RepAndyBiggsAZ @ByronYork @SenRonJohnson @CLewandowski_ @RepSeanDuffy @DonaldJTrumpJr @EpochTimes @SteveKingIA @SenTomCotton @SteveScalise @JackPosobiec @HomelandGOP @JudgeJeanine FU*K #FakeNews, NeverTrumpers, &amp; Especially Congressional Democrats that “We the American People Vow To Destroy” We will Never Rest Until The Treasonous Left involved in Silent Coup Are In Jail and/or Sentenced for Treason. We will see who wins! #TreasonousDemocrats #ObamaGate  https://t.co/822MLwJfeM
1119027815284912128 2019-04-18 19:59:56 -0400 <UnabashedlyL> @realDonaldTrump @marthamaccallum @FoxNews You are so cooked. You wanted to break so many laws, seems like others stopped you, but that doesn't mean you are exonerated!
1119027813749796864 2019-04-18 19:59:55 -0400 <LatinoVote1> @realDonaldTrump @marthamaccallum @FoxNews Obamas "Insurance plan" even if they don't get the PIN bulshit Russian collusion they're fishing Expedition using 30 million dollars on high paid dem attorneys to get dirt enough to use it against POTUS to weaken him. Now we have a lot of pious it is coming out of the Woodworks
1119027813305208832 2019-04-18 19:59:55 -0400 <mvitale198> @realDonaldTrump @JesseBWatters Clearly you have been vindicated. Nothing happened like you said all along. I am so glad you listened to your counsel and never went before Mueller. It was all a set up. So.... WINNING!
1119027812999008256 2019-04-18 19:59:55 -0400 <bluepoet3> @americanduck8 @funder @realDonaldTrump As a civilian Trump can use any resource at his disposal to defend himself. As POTUS you cannot use government employees, resourses, or presidential influence in an attempt to impede an FBI investgation, regardless of impending personal implications. To do so is obstruction.
1119027812403380224 2019-04-18 19:59:55 -0400 <lollipops708> @tommitommitom @itsJeffTiedrich @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/eYHzpi52Re
1119027811581173760 2019-04-18 19:59:55 -0400 <mushbigdogp> @RyanAFournier @realDonaldTrump @marthamaccallum @FoxNews Russian troll
1119027811354927105 2019-04-18 19:59:55 -0400 <nicoashland> @realDonaldTrump Um. They're STILL doing it. WTF are you doing about it. NOTHING!!
1119027810528452609 2019-04-18 19:59:55 -0400 <maddypdx> @ComfortablySmug @realDonaldTrump Coo? Like a dove?
1119027810222272513 2019-04-18 19:59:55 -0400 <judemgreen> Barr said: The Investigation was Driven Purely By the Political Opponents of @realDonaldTrump Seriously⁉️Did @seanhannity write this⁉️Rosenstein Stood There for a Public Flogging? Rosenstein (Rep.)chose Mueller (Rep).+Both Now Accused Of  Doing so for Political reasons by Barr⁉️
1119027809886724096 2019-04-18 19:59:55 -0400 <ranger_ret> @krassenstein @realDonaldTrump  https://t.co/4ngK2OzMdG
1119027809706479617 2019-04-18 19:59:55 -0400 <rxahx> coño será que hay que escribirle a @realDonaldTrump pa' que liberen a Britney? no joda. #FreeBritney
1119027809391927296 2019-04-18 19:59:54 -0400 <AdamPritchard82> @realDonaldTrump @marthamaccallum @FoxNews When did you open this quotation?
1119027809316245506 2019-04-18 19:59:54 -0400 <smbanc> @realDonaldTrump BS
1119027809085739008 2019-04-18 19:59:54 -0400 <ray_sund> @realDonaldTrump No. Presidential harrassment of the public. Trump must Quit or there will be a people's revolution. Quit Trump Movement.
1119027807865196544 2019-04-18 19:59:54 -0400 <jjenzo6> @HMouse @JeffreyGuterman @realDonaldTrump Trump has NO Credibility   Donald Trump is at this very moment,  the LEAST CREDIBLE  Person in the WORLD 🌎
1119027807865073665 2019-04-18 19:59:54 -0400 <kimkgus> @realDonaldTrump Bullshit!!!!!!!
1119027807294763008 2019-04-18 19:59:54 -0400 <Roscoe_Notrub> @PaulCastaneda @joncoopertweets @realDonaldTrump Neither is going to happen, and deep down even you know it. Your party has no platform anymore. He wouldn’t even be impeached in the senate, and you have no proof of any crimes. It’s over.
1119027807198371840 2019-04-18 19:59:54 -0400 <kiwi_milli> @realDonaldTrump Sweet Jesus, you suuuuuuuuuuuck.
1119027806858510337 2019-04-18 19:59:54 -0400 <sandiechill> @RyanHillMI @realDonaldTrump @marthamaccallum @FoxNews Crooked Donny
1119027806724337664 2019-04-18 19:59:54 -0400 <ScarlattiBomba> @Lrihendry @realDonaldTrump @JesseBWatters I wrote 4 hrs ago:I was thinking isnt it possible that #Mueller on PURPOSE made some parts of the report #HAZY 2 keep room so those damned #DemRats can go on w/ their witchhunt?Who investigates #Mueller since when did he KNOW?...1
1119027806720147456 2019-04-18 19:59:54 -0400 <RonnieB832> @Govt_is_Broken @realDonaldTrump Lost the Election HAHA.  https://t.co/U9JEzY8kdY
1119027805675823104 2019-04-18 19:59:54 -0400 <Retrievals1> @EricWolfson @msue1000 @realDonaldTrump @marthamaccallum @FoxNews "NO COLLUSION!"
1119027805361197057 2019-04-18 19:59:53 -0400 <MrFarty> @realDonaldTrump  https://t.co/vSc6WmtAXn
1119027805277294592 2019-04-18 19:59:53 -0400 <Redd_Barronn> @aalamo25 @realDonaldTrump @marthamaccallum @FoxNews they can't figure out if they want to stand by it or not...
1119027804623052800 2019-04-18 19:59:53 -0400 <DAirschilde> @Hili75303704 @NBCNightlyNews @kasie @realDonaldTrump Again you refuse to provide evidence. Not surprised as you lied.
1119027804623003651 2019-04-18 19:59:53 -0400 <FrankMyrtle40> @EdKrassen @realDonaldTrump  https://t.co/H94Ke8Qz3O
1119027803876466693 2019-04-18 19:59:53 -0400 <anafib> @mama_nay @realDonaldTrump @marthamaccallum @FoxNews And who even needed to see a report. He incriminated himself everyday. I love that Mueller wouldn’t indict Don Jr because he thought he was intellectually incapable of plotting anything.
1119027803695894533 2019-04-18 19:59:53 -0400 <Alawnguy> @humphreydanielj @realDonaldTrump Please tell me, who went to jail for conspiring with Russia an agent?
1119027803641532416 2019-04-18 19:59:53 -0400 <beegSF> @realDonaldTrump @marthamaccallum @FoxNews Clearly that person has no idea about the law. For conspiracy (what you call collusion), there just needs to be an act in furtherance. Doesn't matter if the underlying crime isn't committed. (But it was.) C'mon man. Even stupid Rudy could tell you that. #SubpoenasCometh
1119027803620507648 2019-04-18 19:59:53 -0400 <bubba_wubba> @the___heartt @realDonaldTrump @marthamaccallum @FoxNews @realDonaldTrump never, not once, defended or protected American interests against Russia.  Nor has he defended America against MBS  or Kim.
1119027802815250437 2019-04-18 19:59:53 -0400 <lauraapollo> @realDonaldTrump Liar  https://t.co/636Nr0ul1z
1119027802655940608 2019-04-18 19:59:53 -0400 <GSorensen> @realDonaldTrump @marthamaccallum @FoxNews This is not true. Ask Martha Stewart.
1119027802085441538 2019-04-18 19:59:53 -0400 <RonMclemore4> @JudicialWatch @realDonaldTrump Trump is in trouble, time to trot out a Clinton for a distraction.
1119027801430958080 2019-04-18 19:59:53 -0400 <jonmnelson> @realDonaldTrump So what's your plan to keep it from happening again? I'll wait for your answer.
1119027800600485888 2019-04-18 19:59:52 -0400 <DarkAdonisSA> @realDonaldTrump When you can't fight them on the facts... LOL, sad and low energy here
1119027800202047490 2019-04-18 19:59:52 -0400 <NancyPerkins20> @realDonaldTrump You keep Harrassing people we know , maybe this is good reflection about yourself.
1119027800067821568 2019-04-18 19:59:52 -0400 <keepintouch1> @realDonaldTrump  https://t.co/oj1lUeqaZJ
1119027800042815489 2019-04-18 19:59:52 -0400 <donkey1punch1> @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/c37skjOrng
1119027799635955712 2019-04-18 19:59:52 -0400 <mbear2sons> @realDonaldTrump @marthamaccallum @FoxNews Change the channel!
1119027799585542144 2019-04-18 19:59:52 -0400 <kareoketina> @JudicialWatch @realDonaldTrump @TomFitton Ohhh well I’ll just continue shoveling the BS. Nothing has changed🤣😂😝 deny deny deny right until the SDNY does it’s job. No Barr there!
1119027799191240704 2019-04-18 19:59:52 -0400 <9pandora> @ComfortablySmug @realDonaldTrump Shouldn’t it be spelled coup?                                               -la paloma
1119027798985912320 2019-04-18 19:59:52 -0400 <Tonyia77004664> @realDonaldTrump @marthamaccallum @FoxNews They are going to whine and cry for the next 2 years. I’m sick of the democrats!  TRUMP 2020!!
1119027798058758144 2019-04-18 19:59:52 -0400 <grandma_jana> @realDonaldTrump Mitch McConnel blocked him!!! You know this!!
1119027797974867968 2019-04-18 19:59:52 -0400 <nancylevine> @realDonaldTrump Did Trump read the #MuellerReport? Can he read? #ImpeachTrump
1119027797786148864 2019-04-18 19:59:52 -0400 <HuskerThomas402> @wam3wam_mark @RyanHillMI @realDonaldTrump And one AG put into place to discredit it all
1119027797756928001 2019-04-18 19:59:52 -0400 <wifeofrooster> @Keepitrealife @WhatsTrending @realDonaldTrump @GameOfThrones @HBO It’s the report. Regardless of the source. Have you read any portion?
1119027797639430151 2019-04-18 19:59:52 -0400 <juliusa_a> @realDonaldTrump Are you trying to excuse yourself?
1119027796951666689 2019-04-18 19:59:51 -0400 <SunsetMarsh> @realDonaldTrump This is our president. He be wildin more than me on social media!! 😅
1119027796712611840 2019-04-18 19:59:51 -0400 <RaeAnnEmerySAG> @realDonaldTrump Illegitimate President.
1119027796204904448 2019-04-18 19:59:51 -0400 <sleepyone1414> @realDonaldTrump @POTUS @marthamaccallum @FoxNews "I fired Comey for the whole Russia thing" if there was no crime, no "Russia thing" then why fire comey?
1119027794753859585 2019-04-18 19:59:51 -0400 <trv325> @realDonaldTrump @marthamaccallum @FoxNews Did Fox News just tell you to say that, or was it your personal attorney Barr?
1119027794745462784 2019-04-18 19:59:51 -0400 <colleenthelass> @realDonaldTrump  1. 3/9-3/10,  2. 3/23-3/24, 3. 3/30-3/31, 4. 4/5-4/7,  5. 4/13... 6. 4/19-4/21.....  https://t.co/ELXlNTW4qi
1119027793894023169 2019-04-18 19:59:51 -0400 <rickungar> @Indpsychologist @GOPChairwoman @realDonaldTrump ....elements in society. There is an enormous amount of evidence (you will be hearing ore about this coming out of the Southern Dist. of NY) that this is where Trump went for his money. Now it gets interesting. It is not necessarily illegal. There is no legal obligation to....
1119027793554284544 2019-04-18 19:59:51 -0400 <bcfortenberry> @realDonaldTrump @marthamaccallum @FoxNews Resign
1119027792379772929 2019-04-18 19:59:50 -0400 <Aimhighffw> @Moxiekat75 @itsJeffTiedrich @realDonaldTrump @marthamaccallum @FoxNews I mean can he use anything but Fox?  https://t.co/laekhteJWa
1119027792320929792 2019-04-18 19:59:50 -0400 <j_bernstein> @realDonaldTrump @marthamaccallum @FoxNews Yes. You would have to be real stupid to do something like that.
1119027790903488512 2019-04-18 19:59:50 -0400 <LawsDebi> @krassenstein @EdKrassen @realDonaldTrump These brothers must love President Trump. I mean them stalk him 24/7. Get a Life. 🤔
1119027789821140992 2019-04-18 19:59:50 -0400 <wyoflyboy> @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/qR8KZznSnY
1119027789582049280 2019-04-18 19:59:50 -0400 <AvenderRon> @Kat4USA @realDonaldTrump Well not me anymore. I am back in Canada where can’t hurt me as badly. I do feel badly for you though. We have lots of room up here in Canada. Bring your family up. You and I know he will be re-elected.
1119027789380739074 2019-04-18 19:59:50 -0400 <metalfirez> @tinynietzsche @realDonaldTrump u mama
1119027788995018753 2019-04-18 19:59:50 -0400 <DWCook1962> @ladyred1956 @realDonaldTrump Oh hell yes!
1119027788353241089 2019-04-18 19:59:49 -0400 <Cardinals23> @realDonaldTrump @POTUS @JesseBWatters The impeachment countdown started today
1119027787107635205 2019-04-18 19:59:49 -0400 <Mnms0606> @HarrietNix @rfragan @TheAkmed @best2blessings @ntvnyr173 @mal1976retaf @GiboneyDavid @Adorable_Todd @_edwardmondini_ @Desert_Crow @SouthwellLeigh @WaydeDe @jward12 @nemo_gratis @awec98 @DefeatCommunism @sonmist7 @riky24 @Nick30664336 @LegalNonAlien @tarotfairy @dianne1h @provdcrumblover @RachelGooch3 @SwampFox214 @ScroogeMcgruel @Thom_Thom9 @furyof1000sons @Eric45994034 @FrasierRae @WindsorTrader33 @IrishCharley @LSU_PI @onelaptowin @czarymarybum777 @cwilliams1113wy @DennisDMZ @POTUS @realDonaldTrump @GOP @DLoesch @FoxNews @OANN @Ilhan @JosephWulfsohn Damn..and Lainey is still gone
1119027786180517888 2019-04-18 19:59:49 -0400 <cbernardes> @luckyronald2016 @realDonaldTrump @JesseBWatters  https://t.co/1qGDI5xqgF
1119027784855244800 2019-04-18 19:59:49 -0400 <mcovert> @ChatByCC @realDonaldTrump @JesseBWatters Thanks for weighing in, Natasha.
1119027783118749696 2019-04-18 19:59:48 -0400 <artofdaz> @MysterySolvent I still believe @realDonaldTrump 's brother Freddy would have thought Donnie was a POS bc of what he does, even if he doesn't drink. Actually, he prob thought Donnie was a POS when he was alive. He would be so ashamed of him. The best kind of ashamed. Ashamed better than anyone.
1119027782372216833 2019-04-18 19:59:48 -0400 <bthrsam> @rseebercornell @realDonaldTrump @JesseBWatters But the Donald was “frustrated”.  He should follow his buddy Bob Kraft’s example of how to deal with that before he destroys us all!
1119027781978005510 2019-04-18 19:59:48 -0400 <MissyVMG> @realDonaldTrump #ObstructionOfJustice  #ImpeachmentHearingsNOW  https://t.co/pJShRhD1sU
1119027781063663618 2019-04-18 19:59:48 -0400 <allanrenz> @realDonaldTrump @marthamaccallum @FoxNews You told McGhan to fire Mueller. He ignored you!
1119027781059395584 2019-04-18 19:59:48 -0400 <MihaTaa> @GeraldoRivera @realDonaldTrump Love it when you don’t hold anything back! Say it as it is!
1119027780598030337 2019-04-18 19:59:48 -0400 <WVUMAMA2> @1staidgirl @junkets313 @dmsr89 @ballgal28 @lkay54 @realDonaldTrump Even though the internet isn't afire with nude photos like some President's wife, Mrs. Obama wore....OMG.....a sleeveless dress! In public!!😵
1119027780484648960 2019-04-18 19:59:48 -0400 <LuxVeritas2016> Treason Trump @realDonaldTrump and his sycophants, Huckabee and Barr, need complexity and opaque government to survive. It’s only in this kind of environment that they can tell such brazen lies and, with the help of their Russian troll friends, get away with anything.
1119027780212154368 2019-04-18 19:59:47 -0400 <time_sensative> @realDonaldTrump @wwp @WhiteHouse Those willing to die for this country, instead of having daddy pay a doctor to get them out of service, truly are the greatest Americans.
1119027780031741952 2019-04-18 19:59:47 -0400 <WI_politics_now> @realDonaldTrump @marthamaccallum @FoxNews #Iamsofucked
1119027780015022085 2019-04-18 19:59:47 -0400 <bigplaincircle> @AsilFE8 @Willsdarlin @JeffreyGuterman @realDonaldTrump Yes and I reported him
1119027779452973057 2019-04-18 19:59:47 -0400 <russTmayes> @realDonaldTrump @FoxNews @OANN Pawn.
1119027778416992256 2019-04-18 19:59:47 -0400 <GoofyApollo> @realDonaldTrump This is out of hand
1119027776596652032 2019-04-18 19:59:47 -0400 <AintGonnaGrowUp> @realDonaldTrump @marthamaccallum @FoxNews State sponsored #Gaslighting by the #MinistryOfPropaganda
1119027776286351360 2019-04-18 19:59:47 -0400 <25thAmendTrump> -  “Trump should be in handcuffs right now.”  @CNN gets it right. ______________  @realDonaldTrump @POTUS @VP @DonaldJTrumpJr @IvankaTrump @nytimes @AdamSchiff @LeaderHoyer @SpeakerPelosi @NPR @MSNBC @maddow
1119027775686361090 2019-04-18 19:59:46 -0400 <topitissolid> @Team_Mitch @realDonaldTrump You picked your side, an obstructionist / RINO.  I hope Trump gets someone to run against your sorry A$$. Why don’t you just retire?
1119027774180741122 2019-04-18 19:59:46 -0400 <paulsides3> @EdKrassen @krassenstein @realDonaldTrump @marthamaccallum @FoxNews Yes...and I am a conservative...lol The lies he would tell under oath would be sad to see....but, his only answer now to all questions is "I don't recall"......very sad.....
1119027773748719618 2019-04-18 19:59:46 -0400 <JimmyFunGuy9> @realDonaldTrump Song of the day:   https://t.co/mByeW6qYs1
1119027773195132929 2019-04-18 19:59:46 -0400 <cinkaymorr> @realDonaldTrump This part might be over but don’t forget the Southern District of NY. You will be indicted 12:30 pm on January 20 2021
1119027772813389829 2019-04-18 19:59:46 -0400 <natalie_luke2> @realDonaldTrump @marthamaccallum @FoxNews Can’t wait for 2020
1119027772020678656 2019-04-18 19:59:46 -0400 <JenJen1013> @bthemd @ChatByCC @realDonaldTrump @marthamaccallum @FoxNews TELL US ALL ABOUT IT THERE EINSTEIN YOU'RE SO SMART!!  NO COLLUSION NO  NO OBSTRUCTION!!
1119027770603053056 2019-04-18 19:59:45 -0400 <virus_dave> @RepSwalwell @realDonaldTrump Impeach him
1119027770514866176 2019-04-18 19:59:45 -0400 <twostarsartwork> @realDonaldTrump For once in your miserable life stop blaming every one else You were told about it but you did nothing about it. You still haven't and they are already in to the 2020 election. Hope to hell they are working against you this time
1119027769625796620 2019-04-18 19:59:45 -0400 <tbeaux29> @dmbdmg @ChatByCC @CatHaven04 @realDonaldTrump Trump made a BIGGER FOOL OF OBAMA / BECOMING THE USA PRESIDENT....
1119027768887582720 2019-04-18 19:59:45 -0400 <ImmaBlueDot> .@realDonaldTrump insults @RepMaxineWaters every chance he gets... Because she isn't afraid to tell the truth!
1119027768598192128 2019-04-18 19:59:45 -0400 <helenfromTX> @realDonaldTrump @marthamaccallum @FoxNews Ask Martha Stewart what she thinks of this.
1119027767696293888 2019-04-18 19:59:45 -0400 <franksskintags> @slamotte1969 @realDonaldTrump No. He hasn’t been. Turn off Fox News.
1119027764340768768 2019-04-18 19:59:44 -0400 <BO2THE_NILLA> @krassenstein @EdKrassen @realDonaldTrump @marthamaccallum @FoxNews They are going to concur the the world over twitter...100% I’m with America 100% I’m not with democrats 100%
1119027764059934720 2019-04-18 19:59:44 -0400 <jeffyguy> @realDonaldTrump You, on the other hand, actively sought their help!
1119027761971068928 2019-04-18 19:59:43 -0400 <CptPatriotUSA> @RyanHillMI @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/KPiEdPIdzC
1119027760750481409 2019-04-18 19:59:43 -0400 <keepintouch1> @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/Z4qDV5AcTB
1119027759651667968 2019-04-18 19:59:43 -0400 <NerdyForDesign> @JudicialWatch @realDonaldTrump @seanhannity  https://t.co/VsBfTzHNLo  "Judicial Watch has made numerous false and unsubstantiated claims, with a “vast majority” of their lawsuits dismissed."  "A factual search reveals a horrible track record with fact checking."  #BullshitMountain
1119027758976389120 2019-04-18 19:59:42 -0400 <JuanFig29016389> @realDonaldTrump @POTUS @marthamaccallum @FoxNews You no conscience
1119027757244141573 2019-04-18 19:59:42 -0400 <pjul1984> @ShannonBream @BretBaier @realDonaldTrump No, incidences worthy of investigation. There is a difference.
1119027757214773251 2019-04-18 19:59:42 -0400 <kg082> @realDonaldTrump  https://t.co/F6W7oEXxtD
1119027755935571968 2019-04-18 19:59:42 -0400 <5_4_3_GO> @realDonaldTrump @JesseBWatters Donald Trump is the victim of a Democrat fraud upon the FISA Court.
1119027755490922501 2019-04-18 19:59:42 -0400 <lizreichman> @realDonaldTrump @marthamaccallum @FoxNews The cover up always gets them. True here, too.
1119027755289665536 2019-04-18 19:59:42 -0400 <Flat6forever> @joncoopertweets @realDonaldTrump Pretty much what Bill Clinton no doubt said when Ken Start was appointed. Trump isn't so dumb he didn't know an ongoing investigation could hamstring his administration, regardless of his guilt. Come the fuck on with this credulous bullshit.
1119027754207449094 2019-04-18 19:59:41 -0400 <wheels021> @realDonaldTrump @marthamaccallum @FoxNews Not when it is clearly detailed in a report
1119027752991109125 2019-04-18 19:59:41 -0400 <h2ofun10> @CNN The greatest gift to @realDonaldTrump keeps on giving. Please don’t stop AOC so Trump will be re-elected.
1119027752483598339 2019-04-18 19:59:41 -0400 <Whatever7578> @DanielKepford1 @MSNBC @realDonaldTrump No, it didn't.  You just keep watching CNN.  They'll keep you riled up until 2024.  Oh, that's right.  They'll be off the air by then.  People are realizing that it's CNN and MSNBC that have been lying to them.  And, no, I don't watch FoxNews exclusively.  I watch them all.
1119027751078498304 2019-04-18 19:59:41 -0400 <bubblesgirl812> @LANURSE1 @realDonaldTrump Liberals are always SO generous and charitable with OTHER people’s money.
1119027750382264320 2019-04-18 19:59:40 -0400 <WillYield> @realDonaldTrump @marthamaccallum @FoxNews Asking you straight...why obstruct? Why so afraid? You guys were too stupid that you couldn't follow thru on working with the Russians. The American people don't trust that you didn't collude. SAD BUT TRUE!
1119027750176739328 2019-04-18 19:59:40 -0400 <MLapointe47> @realDonaldTrump @marthamaccallum @FoxNews If your aides had not disobeyed you you’d be in the pokey for Easter. You bring shame to the presidency.
1119027749358673920 2019-04-18 19:59:40 -0400 <CrAndrewMunroe> @realDonaldTrump In 2020 it will be.
1119027749090258946 2019-04-18 19:59:40 -0400 <BobInBoulder> @realDonaldTrump @marthamaccallum @FoxNews  https://t.co/5CWFBo2zUX
1119027749010718720 2019-04-18 19:59:40 -0400 <America_1always> @Khateconmem @CollinJRae @NeXusBoss_ @realDonaldTrump @TuckerCarlson @seanhannity @IngrahamAngle Yaaa
1119027748545028096 2019-04-18 19:59:40 -0400 <lunalf> @realDonaldTrump @marthamaccallum @FoxNews 😂😂😂😂yeah riiiiiight.  You’re a con!!!
1119027748003913728 2019-04-18 19:59:40 -0400 <TrouserWookiee> @EdKrassen @krassenstein @realDonaldTrump @marthamaccallum @FoxNews Yes please. #ImFucked
1119027747739901952 2019-04-18 19:59:40 -0400 <KimberStands> @realDonaldTrump #ImpeachTrump
1119027747433611266 2019-04-18 19:59:40 -0400 <Harris32129801> @realDonaldTrump You won't get that type of information from crap news network and msnb.s.
1119027746087276544 2019-04-18 19:59:39 -0400 <aparadox12> @realDonaldTrump @marthamaccallum @FoxNews I think most people will take the word of the Mueller Report.   The fact is you knew Russia meddled in the election and instead of being an American and reporting it to the FBI, you welcomed their help and then continued to defend them  #TraitorTrump  #WorstPresidentEver
1119027745810309120 2019-04-18 19:59:39 -0400 <adverbjunkie> @NancyLeeGrahn @tedlieu @realDonaldTrump Somebody on @msnbc said today that Mueller didn’t subpoena the orange crap bag because it would have taken two years to go through the courts. Mueller believed time was of the essence and that we had a right to know specifics sooner rather than later.
1119027744929488897 2019-04-18 19:59:39 -0400 <RoseUpton123> @realDonaldTrump @marthamaccallum @FoxNews The report cites 10 instances that were investigated as potential obstruction by Mr Trump.  Most have already been well documented, such as Mr Trump's firing of FBI Director James Comey.
1119027744556441600 2019-04-18 19:59:39 -0400 <AngelaM05398111> @SpeakerPelosi @realDonaldTrump  https://t.co/RRrndQiAab
1119027743738302464 2019-04-18 19:59:39 -0400 <metalfirez> @tinynietzsche @realDonaldTrump  https://t.co/sW6r5DobHg
