874778408089243648 2017-06-13 19:59:59 -0400 <kelly_ramona> @realDonaldTrump Awesome 👏 Day President Trump 🇺🇸❤🙏
874778406386360320 2017-06-13 19:59:59 -0400 <Herkimer8870> @realDonaldTrump "Lock her up" along with Hillary!
874778405350264833 2017-06-13 19:59:59 -0400 <RosaleeAdams> @LouDobbs @realDonaldTrump I was CEO 4 Cal Vet Board in Sac. The chair would have shut off mikes had any members been as rude as @MarkWarner or @SenKamalaHarris
874778404070883328 2017-06-13 19:59:58 -0400 <mmmonk53> Just wonder how long before the Dems beating the @realDonaldTrump Russian collusion drum wake up to the fact that people aren't buying it.
874778402875740160 2017-06-13 19:59:58 -0400 <mlbueh81> @realDonaldTrump @DeptVetAffairs wait. Didn't you block @votevets earlier this week? Um....
874778401483128832 2017-06-13 19:59:58 -0400 <jorgeADiazz> @realDonaldTrump @DeptVetAffairs AMERICANS RECOGNIZE THAT PRESIDENT IS THE BEST OF USA HISTORY
874778398626852865 2017-06-13 19:59:57 -0400 <RPogachnik> @JoeNBC @realDonaldTrump #DonnyBoy, you're ahead in the #Polls!  Quickest to #60%Disapproval, #ever.
874778398035386368 2017-06-13 19:59:57 -0400 <teakinrj> @realDonaldTrump  GOP is making you look like a liar and hurting your base!  https://t.co/zXnrhErVet
874778397850914816 2017-06-13 19:59:57 -0400 <kbpierso> @realDonaldTrump Because all your deals are behind closed doors w a bunch lying GOP. 2018 can't get here soon enough bye bye
874778393883152385 2017-06-13 19:59:56 -0400 <Minter54> @Millennial_Jobs @wackywarpedman @JoeytheCaliKid @kim @special457 @realDonaldTrump Did you just call me a name in your intelligent argument?  How old are you. 13??
874778393878953984 2017-06-13 19:59:56 -0400 <lhahgerty79> @realDonaldTrump Trying to force federal workers that retire before 65 to buy Trumpcare? Sad.
874778393363054592 2017-06-13 19:59:56 -0400 <karenlo_2> @Dat4te @MarkToney13 @OurRepublic12 @MarieLeff @DonaldJTrumpJr @CNN @realDonaldTrump Of course... deflection at its best ... lol
874778392586878977 2017-06-13 19:59:56 -0400 <marandrar> @adiazpi @POTUS @realDonaldTrump El tema importante para México no es  @POTUS @realDonaldTrump Debemos impedir que sigan entregando nuestros RECURSOS NATURALES NO RENOVABLES
874778387675570176 2017-06-13 19:59:54 -0400 <GGgirl34> @JonnieMarbLes @RogerRainier @realDonaldTrump You need to learn how to spell  ☛ traveled.
874778387071602688 2017-06-13 19:59:54 -0400 <JeanneStrother1> @realDonaldTrump YOU ARE THE ONLY ONE THAT IS OBSTRUCTING ANYTHING.  DO america A FAVOR AND RESIGN!!! YOU ARE AN EMBARRASSMENT TO THE U S A
874778386870263808 2017-06-13 19:59:54 -0400 <b_geese> @realDonaldTrump You really must enjoy lying.  Last I checked, the GOP runs the show and now owns Obamacare.  You broke it, you own it.
874778384974442496 2017-06-13 19:59:54 -0400 <sherian_holt>  https://t.co/EtFS3WaeAF @realDonaldTrump Plz mak laws tougher &amp; enforce them RtRtRt
874778384844378112 2017-06-13 19:59:54 -0400 <TracyKatz8> @Gav4955 @kreativekell @CheriJacobus @MsDocTransform @DJT4PresMAGA @aieshaapple @AprilParadise @Adamtheactivist @NumbersMuncher @realDonaldTrump Yes fake fake fake fake
874778384777314304 2017-06-13 19:59:54 -0400 <pedro2001171> @kim @realDonaldTrump nope.  that would be you libtards
874778379043647489 2017-06-13 19:59:52 -0400 <kg4ejd> @realDonaldTrump reign Sessions in. You were elected so we can gain back the freedoms guaranteed by the Constitution.
874778378154516480 2017-06-13 19:59:52 -0400 <nancyabell> @tedlieu @realDonaldTrump You got that @SenateMajLdr ?  Your boss says it's mean.  @SpeakerRyan
874778374346080257 2017-06-13 19:59:51 -0400 <LiJaFu> I stand w/ refugees. @DHSGov &amp; @realDonaldTrump – pls rescind your executive order on refugees. We MUST protect the world’s most vulnerable
874778372907212800 2017-06-13 19:59:51 -0400 <geneva1945> @realDonaldTrump Donnie invest in hot air balloon  https://t.co/QbhPWCLiqq
874778372240539649 2017-06-13 19:59:51 -0400 <LuvMyCountryMAG> @realDonaldTrump @DeptVetAffairs Great Job President Trump! #MAGA!!!!!
874778370780745728 2017-06-13 19:59:50 -0400 <0regonAlison> @realDonaldTrump Fact Check: Trump says he's about the most successful president ever  https://t.co/SuJdTlRKp2 via @nbcnews #LoserPresident
874778369119924227 2017-06-13 19:59:50 -0400 <1990Volvo> @DTRUMP4PREZ @gehrig38 @ScottBaio @KristySwansonXO @StephenBaldwin7 @RealJamesWoods @realDonaldTrump 1776 Brits, 1940 Germans, 2016 Democrats: "those country bumpkins can't beat us"...it's the story of America..commoners v elites
874778367060578304 2017-06-13 19:59:49 -0400 <alessi1414> @oljoe82 @MikeElgan @realDonaldTrump travel ban, Mexico will pay for wall, HRC will be in prison...you bought it and now trying to defend your vote... sad
874778365974261761 2017-06-13 19:59:49 -0400 <ConcernedGirl17> @DonaldJTrumpJr @realDonaldTrump Its sad a family of grifters have moved into the WH.  &amp; r all about making $ off of our gov't.
874778361129840641 2017-06-13 19:59:48 -0400 <thedev46> @DumpTrump382 @realDonaldTrump @DeptVetAffairs 500k won't know because trump blocked them here on Twitter. Good job, trump!
874778360395812868 2017-06-13 19:59:48 -0400 <Hemphala> @realDonaldTrump There's 1 thing they haven't published which would be true. That is that you are the fattest president for as long as people can remember.
874778360207089666 2017-06-13 19:59:48 -0400 <lordsidious___> @KellycanPolls @p_jeanne97 @CheriJacobus @MsDocTransform @AprilParadise @Adamtheactivist @NumbersMuncher @realDonaldTrump When did I rely on it? I was just stating Bible scripture because someone called another person a fake Christian
874778360068456449 2017-06-13 19:59:48 -0400 <PleaseThink1776> @getongab @realDonaldTrump Another newly minted troll. Don't bother.
874778358806073345 2017-06-13 19:59:47 -0400 <flyinmyownway> @realDonaldTrump You have done something Obama &amp; Bush failed to do... Hit the 60% disapproval rating .BIGLY QUICK...
874778357895974913 2017-06-13 19:59:47 -0400 <nancy4freedom> So @realDonaldTrump, your #Cabinet make the best #TrumpandHitler SS army -they are at your service and just follow orders.
874778351935860737 2017-06-13 19:59:46 -0400 <BrooklynMagz> @marylaurymd @eugenegu @AustinOnSocial @realDonaldTrump @DeptVetAffairs Funny that I see this right at this moment. Just saw one of my resident friends photos doing just that. It is truly maddening!
874778350689992704 2017-06-13 19:59:46 -0400 <cinemakiss> @realDonaldTrump MAKING TERRORISM GREAT! U.S.-Led Coalition Kill More Civilians Than ISIS or Assad  https://t.co/o4hBbuPtoh via @democracynow
874778349457088513 2017-06-13 19:59:45 -0400 <globalrolf> @SenWarren @realDonaldTrump Sessions also explained that he sent recommendation to fire Comey and that reasons for it were other than Russia investigation.
874778346931888128 2017-06-13 19:59:45 -0400 <tedmallory> @tedlieu @realDonaldTrump   https://t.co/jJhTZWleXC
874778345787064320 2017-06-13 19:59:44 -0400 <smeeeter4321> @free_energy2016 @JamesDoss50 @CharliePoet @realDonaldTrump was not expected to win. The Dimms hoped for the #hag. It didn't happen. This is the result. It's all lies and innuendo.
874778345636024320 2017-06-13 19:59:44 -0400 <Florencefave> @lovesnowflakes @SarahLSmith677 @realDonaldTrump I hope when Trump  Looses everything and goes to jail they rename Trump Tower Comey Tower
874778345174683648 2017-06-13 19:59:44 -0400 <Blittle_R56> @shawneeinsd @tampa1_ @BikerBecca @RyanAFournier @MarkDice @realDonaldTrump @CNN Thank you for proving my point. Unbelievable...Insane.
874778344734171136 2017-06-13 19:59:44 -0400 <OUjeff> @tejastumbleweed @Nixanadoo @oljoe82 @MikeElgan @realDonaldTrump Debated in committee. Voted down amendments. Struck articles. Gop was involved. Unlike the AHCA which hasnt been debated at all.
874778340539809794 2017-06-13 19:59:43 -0400 <Buz1958> @realDonaldTrump @DeptVetAffairs 🖕
874778339302453248 2017-06-13 19:59:43 -0400 <monakisberg> @LdeRothschild @cindymccain @SenJohnMcCain @realDonaldTrump Do you miss the resto seasaw?  I saw 👀
874778335976583169 2017-06-13 19:59:42 -0400 <1618_Pete_1618> @realDonaldTrump I "hope" you're impeached! You're dishonest admin is unAmerican
874778334080765952 2017-06-13 19:59:42 -0400 <TrishRowley1> @janet8854 @JoeytheCaliKid @kim @special457 @realDonaldTrump Going to be? He hasn't been yet. You need to pay better attention, don't know what you're talking about.
874778328930058240 2017-06-13 19:59:40 -0400 <TARAxBELLA> @foxandfriends @realDonaldTrump @GeraldoRivera   https://t.co/p7KCDqzLkH
874778327835439105 2017-06-13 19:59:40 -0400 <GoldaLeahBatZvi> @LACaldwellDC @realDonaldTrump Did he rubs his tinylittle hands together in glee afterward?  https://t.co/fcEMjdyqdk
874778327495593986 2017-06-13 19:59:40 -0400 <BradfordBlaser> @realDonaldTrump RUSSIA, RUSSIA, RUSSIA!
874778327093047297 2017-06-13 19:59:40 -0400 <BarefootNWinter> @PremiseRA @kylegriffin1 @realDonaldTrump @POTUS I've been amazed at how few laws there are for THEM. The people have laws that micromanage our lives, but THEY just have an honor system.
874778326753214464 2017-06-13 19:59:40 -0400 <richiewhitt> @TheresaFBach @dcborn61 @letsstopthespin @atheyst @nonamepending @florentderue @realDonaldTrump @tinaweit Or maybe you're the type who is fine with your pizza not showing up in 30 mins but company telling you delivery has made "great advances"?
874778323196538880 2017-06-13 19:59:39 -0400 <KMikkelsenUSA> @realDonaldTrump @DeptVetAffairs Nice work, Mr. President.
874778317865586688 2017-06-13 19:59:38 -0400 <Jendevall> @SenWarren @realDonaldTrump Maybe it's none of your business
874778317823639552 2017-06-13 19:59:38 -0400 <Amerpatriot50> @realDonaldTrump Can't the Refugee and Immigration travel ban be brocaded to ALL countries?  That is assuring a watchful eye over all.
874778317236260864 2017-06-13 19:59:38 -0400 <CarlJansson> @realDonaldTrump Wow! 70 whole jobs risking people's lives to send coal abroad?! Good job el Presidente! Next we'll bring back asbestos!
874778317173534720 2017-06-13 19:59:38 -0400 <royroberts201> @DineshDSouza @realDonaldTrump yes replaced by the teeth of the blood sucking vampires they really are
874778312404553729 2017-06-13 19:59:36 -0400 <RonnieRsandifer> @realDonaldTrump You lied about, wall, immigration, healthcare, mmj, locking up Hillary, etc...
874778311200710656 2017-06-13 19:59:36 -0400 <starincali> @realDonaldTrump @DeptVetAffairs So to celebrate you blocked the largest group of veterans and their families on Twitter because you don't really want to hear them #MAGA
874778310273904643 2017-06-13 19:59:36 -0400 <BBBTexasGal> @realDonaldTrump @DeptVetAffairs Buy you blocked @votevets
874778309237854213 2017-06-13 19:59:36 -0400 <ErekaWatson> @realDonaldTrump ....... Agreed #resist ......... Flip the Majority 2018!
874778307568513024 2017-06-13 19:59:35 -0400 <EminemsMelt> @orpheusbleeds @AnneBee123 @VP @realDonaldTrump 1/Did U have ACA?  Did U lose ur healthcare through ur employer? As a healthy family of 3 maybe 6 visits/yr pay $12K / year like I did?
874778306675179523 2017-06-13 19:59:35 -0400 <SallieskyeMae> @realDonaldTrump are you getting any of my tweets
874778306201231360 2017-06-13 19:59:35 -0400 <gaiaagent> @realDonaldTrump @Cabinet Donald We all noticed how you make then say nice things about you.  What a farce.
874778305194377216 2017-06-13 19:59:35 -0400 <Jim2257> @realDonaldTrump Please President Trump have her brought up on charges.  Thank you Sir.
874778302564708359 2017-06-13 19:59:34 -0400 <ear62> @realDonaldTrump I guess #maga isn't working out for you so well?  You really have to use the "liberals" term #resist?  FU
874778301340024832 2017-06-13 19:59:34 -0400 <oldtiredfeminis> @realDonaldTrump Kudos to the 9th circuit for upholding our Constitution!
874778300488536064 2017-06-13 19:59:34 -0400 <jerseymom531> @realDonaldTrump Where is your apology to the American people?
874778300459233280 2017-06-13 19:59:34 -0400 <LinneahGallant> @realDonaldTrump  Really?  The campaign is over. This isn't Russia. Please stop patting yourself on the back. You are pathetic.  https://t.co/hNpG0eGI2R
