957765230385299457 2018-01-28 18:59:59 -0400 <cruisingqueen98> @realDonaldTrump   https://t.co/NsLTsSbUWh
957765185896361984 2018-01-28 18:59:49 -0400 <MagicJakeC> @FoxNews @piersmorgan @ITV @realDonaldTrump #feminist #Feminism #TrumpMorgan  https://t.co/Pk8ubHBLrW
957765184122171395 2018-01-28 18:59:48 -0400 <JusstinaRivera> @VaniFoxTweets @FoxNews @toddstarnes @NancyPelosi @realDonaldTrump   https://t.co/oPOsQpoerD
957765178401189906 2018-01-28 18:59:47 -0400 <ValidGarry> @AaronQuashie @DanielHewittITV @ShelaghFogarty @realDonaldTrump No. Not it isn't. Renewable energy and sustainable business practices are spurring on growth and progress. Look at the major corporations getting behind Zero waste, solar power and water reduction in manufacturing. There is no trade off. Quite the opposite.
957765173837574144 2018-01-28 18:59:46 -0400 <sicofliars> @brianschatz Really, @realDonaldTrump has the Gestapo in place already! What if an American citizen left their wallet home that day? Arrested? This has gone way too far.
957765166967373824 2018-01-28 18:59:44 -0400 <darkslate> @realDonaldTrump Woohoo!
957765161472929797 2018-01-28 18:59:43 -0400 <1hope42016> @realDonaldTrump And your words, spoken from the White House, are like public lynchings, from demeaning Black athletes who protest police killings of unarmed Black men and women, to affirming White supremacists who protest the removal of memorials to the enslavement of Black men and women.
957765160894128128 2018-01-28 18:59:43 -0400 <SKC424> Indeed!!! @realDonaldTrump @loudobbs @varneyco @seanhannity @cvpayne  https://t.co/Cjm9Kj4OFm
957765158276710400 2018-01-28 18:59:42 -0400 <csabq> Jose has done more than help Puerto Rico.  The Orange fat blob has never helped anyone other than himself..and he’s disgusting beyond words. @JoseAndresFoods @realDonaldTrump  https://t.co/Lqhx1QNdFR
957765157517590528 2018-01-28 18:59:42 -0400 <MindfullyBlue> To get respect you need to first give respect.  Perhaps @DiamondandSilk , @realDonaldTrump , and @GOP will learn this fact after they are hit by the Blue Wave in 2018!  Let’s Make America Great Again by turning it Blue!  #respect  #FBR  #BlueWave2018  #BlueMAGA  https://t.co/rJEslkhcsI
957765156360146945 2018-01-28 18:59:42 -0400 <jameshunterlees> @HectorV04423951 @realDonaldTrump   https://t.co/TR4l70uOz2
957765152933203968 2018-01-28 18:59:41 -0400 <notPjKelly> @RichardHead1983 @sandraclunie @christi36766871 @TheeNegative0ne @EvaF311 @puptrevor @realDonaldTrump What’s your point you think just because a teacher has extra time off their job is less valuable that they don’t deserve good pay they teach our children they are the backbone of society
957765151494569984 2018-01-28 18:59:41 -0400 <KgKathryn> We support DACA and don't want @realDonaldTrump to bargain a frivolous wall to block immigrants frm Mexico. POTUS Reagan help bring down a wall in Berlin and now we hav Trump putting one up DESPICABLE!  https://t.co/NG2o3iAvGZ
957765149208784896 2018-01-28 18:59:40 -0400 <charles_kadets> @VanJones68 @realDonaldTrump What Obama was good is increasing our debt and almost bankrupt the Govt with the most stupid regulations ever made by any govt. plus all the corruptions that are being discovered because Trump won.
957765146994204672 2018-01-28 18:59:40 -0400 <Acecardflips> @realDonaldTrump A COWARD PEOPLE LIKE THAT FROM USA HAS NOT BEEN SEEN ... YET ... WHILE THEY ROBOTICALLY CALL THEMSELVES FREE PEOPLE ... THEY ARE SORT OF GMO PRODUCTS ... NOT REALHUMANS
957765146562252800 2018-01-28 18:59:40 -0400 <RazzzzMMMaTaazz> @eiovine1 @EGAinTN @thehill @realDonaldTrump thought the moon was made from his moms meatloaf or really really really good chocolate cake.
957765143269642240 2018-01-28 18:59:39 -0400 <PoliticalPegs> @syherling @realDonaldTrump I was just going to mention that, In fact didnt he say the "books were cooked?" Everything hes acused others of, hes actually done. He pretends to be smart-hes but a wealthy thief &amp; has enough $$ to walk away from us "liddle" ppl But MY happy place😆: DT UNDER MICROSCOPE! WEEeeee
957765143223414784 2018-01-28 18:59:39 -0400 <JohnnyBlake62> @realDonaldTrump 1) what policies specifically?  2) black unemployment was steadily dropping in the six years before you  3) that rate of decline has SLOWED since you became President
957765142246080512 2018-01-28 18:59:38 -0400 <alvinator2u> @TomFitton @ArmorCoreAZ @realDonaldTrump Yeah and then #LockThemUp!
957765138819493898 2018-01-28 18:59:38 -0400 <leonitsis110> @ace_maddie @NeilEllis3 @realDonaldTrump @foxandfriends Honestly, their work ethic makes them a formidable opponet for a job they get benefits far exceeding an American citizen, that gives them the edge, taking jobs at an insulting scale because they do get so much given by us.
957765136953069568 2018-01-28 18:59:37 -0400 <lennoxesq> @VanJones68 @realDonaldTrump How can the unemployment number “ redeem” Trump? If you had your crack research staff do some work you would have discovered that it only fell by .9% from a year earlier. It fell 9.8% under Obama. Come on! Inform  and educate!
957765136789528577 2018-01-28 18:59:37 -0400 <FCsportz> @realDonaldTrump   https://t.co/SvuszBdpbs
957765133517950976 2018-01-28 18:59:36 -0400 <PattiScozz> @kylegriffin1 @AsianDems Nice work, boys and girls, on keeping jobs here &amp; creating new ones. @potus @realDonaldTrump @SenateGOP @NRSC @HouseGOP @SpeakerRyan @GOPLeader @SteveScalise @OrrinHatch #TeamM @SenateMajLdr  cc: @DNC @dncpress @HouseDemocrats @SenateDems  #StopGOPTaxScam #CorkerKickBack
957765130842005505 2018-01-28 18:59:36 -0400 <BlaseSpina> @tglocer @realDonaldTrump HAAAAAAAA HAAAAAAAAA
957765130443370496 2018-01-28 18:59:36 -0400 <notatshere> @thecjpearson @realDonaldTrump Articulate and spot on, I love this kid 🇺🇸
957765129822789632 2018-01-28 18:59:36 -0400 <MilanSt3567> @thebradfordfile @realDonaldTrump People who are beholding to them want to.  Its like watership down. The guy fed rabbits, it was heaven for the rabbits until the man started to catch &amp; eat them.  Their is no free.
957765128077836289 2018-01-28 18:59:35 -0400 <toma1926> @realDonaldTrump @MattGertz @SebGorka  @JaySekulow @RealMattCouch @IngrahamAngle @LouDobbs @seanhannity @Jim_Jordan @DevinNunes @RepDeSantis  THIS KIND OF STATEMENT BOGGLES TGE MIND OF THINKING AMERICANS! NOT HELPFUL!!😡 #ReleaseTheMemo  https://t.co/RvFCmBT0xJ
957765124508483584 2018-01-28 18:59:34 -0400 <Sean_O_914> @JoeK3Fan @krassenstein @patvl246 @realDonaldTrump But relocating a facility is the same as deciding to hand out bonuses? Okay...go with that Chachi.
957765123522879493 2018-01-28 18:59:34 -0400 <winkie456> Look out moron on the lose!  @realDonaldTrump you really need to learn how to read! The ice caps are at record LOWS, NOT HIGHS! Get this dip shit out the WH!  https://t.co/AFfuZwbghq
957765116539236353 2018-01-28 18:59:32 -0400 <MyChristmasGirl> Can't wait for the State of the Union  ( #SOTU ) address by the @POTUS !!!  Millions of EX-Dem's, Republicans, and Independants love @realDonaldTrump Don't be divided, be true to your country!  Be Free. Be a Patriot. Listen to your heart! #TrumpIsOurPresident #WeLoveAmerica #MAGA
957765113683107840 2018-01-28 18:59:32 -0400 <LeafsForTheWin> @realDonaldTrump Is this where you got your America First slogan from Trump?  https://t.co/FLIiniWpoK
957765111745216512 2018-01-28 18:59:31 -0400 <JUBILEE_7DOUBLE> @RealBiddle @mememayo96 @mikogmike @mary_p7mary3 @Babaluna3 @moej4242 @ThereseOSulliv2 @justinotherdumm @GIT_ER_DONE_USA @Mariehoiles121 @JoyceEScott1 @BullyStJames @camaromullett @MichaelCPB1 @uniquedeehan1 @TheLabeler5000 @CynthiaRunnels1 @LindaLmn1003 @sirfirchick @Briansmom4ever @ideapalooza @DoNotForget911 @Shoreboy3 @CharlieD2749 @Baby___Del @billwrobel @silver_fox9 @stephanie04110 @stetsondoug3 @honeysiota @rockynickydog @beangiterdone @GaryMane1 @wwwillstand @nikdpik @realDonaldTrump @AJ4DT2020 @SanMateogirl11 @genefriberg @BillPeriman @POTUS @FLOTUS Mimi and Biddle need to talk to you right now in private please very very important
957765110050811904 2018-01-28 18:59:31 -0400 <DavidMcCroske10> @roze_hurd @LibsInAmerica @realDonaldTrump Wheres the proof. All the ones that came forward in the election have been debunked as liars
957765109547487233 2018-01-28 18:59:31 -0400 <comabali> @realDonaldTrump   https://t.co/fu8UqtVABn
957765106737303554 2018-01-28 18:59:30 -0400 <Gummshrimp> @FoxNews @CNN @realDonaldTrump This Z dude is a POS
957765104912789504 2018-01-28 18:59:30 -0400 <manofplashtic> I share one emotion with @realDonaldTrump. I also love Scotland. #TrumpMorgan
957765104610590720 2018-01-28 18:59:30 -0400 <davidhotchkiss6> @realDonaldTrump Yes please tell Jay Z in the rest of the gang
957765103302184963 2018-01-28 18:59:29 -0400 <anaruthhtx> @Amazzon48 @KPM308 @tglocer @realDonaldTrump Anyways y’all who ready for my girl @iamcardib to win them Grammies 🤑
957765101091729408 2018-01-28 18:59:29 -0400 <dedeauxb> @realDonaldTrump @foxandfriends Build the wall, build the wall, build the wall!!!!
957765098398994433 2018-01-28 18:59:28 -0400 <JojJojoelle> It says that @realDonaldTrump wouldn’t allow journalists who would challenge his misogyny, ask questions pertaining to allegations made against, or ask him to explain derogatory, racist and bigoted remarks. So the fact he allowed Piers to conduct it- says everything about him.  https://t.co/YrXoB4Fg3X
957765095861387264 2018-01-28 18:59:27 -0400 <bassmanphil> @realDonaldTrump Keep doing what you're doing!  We are so proud of you!!!
957765094779351040 2018-01-28 18:59:27 -0400 <MorvantCheryl> Excerpt from secret Honduran report on new top cop (from @AP)@GreggJarrett @JudicialWatch @BenghaziFour @EducateEngage @IvankaTrump @IvankaTrumpHQ @realDonaldTrump @POTUS @VP @DonaldJTrumpJr @EricTrump   https://t.co/XkH7LEArj6
957765094040981504 2018-01-28 18:59:27 -0400 <YesAnders> I honestly would never say another negative thing about @realDonaldTrump if he did this! Not say it, but do it!   #Education first! #UnitedStates #MAGA2018 #DoItOrResign #TrumpIsUnfit @donlemon @CNNPolitics @thehill @NancyPelosi @politico @AC360  https://t.co/ddkxxAsMaj
957765092397015041 2018-01-28 18:59:27 -0400 <tracy_coffey> @chelseahandler @realDonaldTrump What happens if he doesn’t?
957765090022973440 2018-01-28 18:59:26 -0400 <TrgdyAnn> @UrbanRx @LadyConserv @Kokomothegreat @realDonaldTrump 🤣😂🤣😂
957765083752431616 2018-01-28 18:59:25 -0400 <Annette_in_Boro> Before or after consuming a cheeseburger @realDonaldTrump  https://t.co/dzxXFXySq8
957765083404349441 2018-01-28 18:59:24 -0400 <REitheimperial> @SalwaSamra @realDonaldTrump @BarackObama Tell ya president to grow up lol he's the 1 with the theatrical shit. You can sense genuine empathy from ppl, obama an Jay-Z are people I would look up to verses trump... he's not even a human. I'm convinced
957765083324559360 2018-01-28 18:59:24 -0400 <timmytrueblue> @rossssc @alohakim218 @amjoyshow You see @realDonaldTrump, #TrueBlue Americans #Love this Nation &amp; we won't let you &amp; the @GOP get away w/your #TREASON❕  #MuellerIndictments
957765080720003073 2018-01-28 18:59:24 -0400 <Tami_Realtor> @realDonaldTrump Thank you PRESIDENT TRUMP!
957765079121903617 2018-01-28 18:59:23 -0400 <MACGramajo> @sutherlandtrees @realDonaldTrump @alain_berset Why? Why great?
957765078920544256 2018-01-28 18:59:23 -0400 <AsphaltCowbyz> No wall yet....let's at least see the security at the state of the union keep the illegal immigrants out. I've got family from a different continent that are here legally and friends I've watched go through the process to become American citizens. Earn it- @realDonaldTrump
957765077523984389 2018-01-28 18:59:23 -0400 <GiGicmka> @_LisaGrace_ @realDonaldTrump He'll never change.  https://t.co/rnf4UUm0uL
957765075296800769 2018-01-28 18:59:23 -0400 <markevanst> @realDonaldTrump #GOP #resist #Resistance #theresistance #ResistTrump #ImpeachTrump #MAGA?? #NHPolitics  https://t.co/Vv9Nfvc0KT
957765074785046528 2018-01-28 18:59:22 -0400 <HayvinMiss> @realDonaldTrump   https://t.co/AmwJg69J40
957765074554306560 2018-01-28 18:59:22 -0400 <VickiLibra> @c0lettea @fredfell @studiohq @jsrobb @ltrickford @DebraAAdams2 @IngrahamAngle @realDonaldTrump What in that picture reminds you of Christianity.
957765072327241728 2018-01-28 18:59:22 -0400 <spatricks48> @mitchellvii @realDonaldTrump How we ever survived after  Reagan
957765071056220160 2018-01-28 18:59:22 -0400 <67jdwatson> @DanielMorain yiur final thought in your  article in today’s @sacbee_news was spot-on.  @realDonaldTrump should as president know the different between the dreamers and the nightmares (like Luis Bracamontes).  The keeping of #DACADreamers only benefits 🇺🇸
957765070355709953 2018-01-28 18:59:21 -0400 <jkskinny35> @realDonaldTrump Yes. Thank you, Obama. Obama entered his presidency with the country in shambles, thanks to Bush and his stupid invasion to conquer and become superior nation. It was at the end of his presidency that the country was put back together, like increasing black employment.
957765069995171841 2018-01-28 18:59:21 -0400 <Bobby71372703> @realDonaldTrump Can someone please inform Jay-Z that he is the only "superbug"!
957765065813487616 2018-01-28 18:59:20 -0400 <elsrbrown> @McFaul @realDonaldTrump Don’t hold your breath.
957765063577931777 2018-01-28 18:59:20 -0400 <PamelaTheAuthor> @POSPOTHUS @Qsuzy @realDonaldTrump Well, not all of us are capable of giving someone the finger, but I don't think we should dismiss their feelings just because of that.  Here is one very honest, heartfelt  expression of sincere emotion to the orange swamp monster:  https://t.co/uVLToxcQQO
957765062692954112 2018-01-28 18:59:20 -0400 <Capitalics> @realDonaldTrump Black unemployment has been falling since 2010. Thanks, Trump! #maga  https://t.co/cSdnfs11Pr
957765062319632384 2018-01-28 18:59:19 -0400 <juyeonkitty> @realDonaldTrump OBAMA WOULDVE REPORTED THIS U COWARD
957765062059466752 2018-01-28 18:59:19 -0400 <MelanieT123> @realDonaldTrump BullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshitBullshit You old bastard!
957765061312942080 2018-01-28 18:59:19 -0400 <joedisco77> @TwitterMoments @piersmorgan @realDonaldTrump Why does he still seem to think Paris is a trade deal, and not an attempt to avert the greatest crisis humanity has ever faced? Perhaps he's waking up to fact that China is stealing a march on the future (aka renewable energy).
957765061287833605 2018-01-28 18:59:19 -0400 <hillbillyjoey1> @tglocer @realDonaldTrump   https://t.co/1wgNj1ymOY
957765060574830594 2018-01-28 18:59:19 -0400 <pablohernande91> @realDonaldTrump So is! definitely.
957765057676394496 2018-01-28 18:59:18 -0400 <CommodusJTrump> @thecjpearson @realDonaldTrump What #Jay-Z doesn't realize is that @DonaldJTrump didn't even bother to give the rabid race-baiting rapper a nick-name. You've gotta EARN a nick-name. #MAGA #Grammys
957765044762275840 2018-01-28 18:59:15 -0400 <SandraR26553447> @ArbitraryandNeb @realDonaldTrump Not the issue Regardless who brought them here They are here illegally Most are now adults and Never attempted to get legal Now they are making demands That is what angers me
957765042123964416 2018-01-28 18:59:15 -0400 <mikeyc_dub> @realDonaldTrump Somebody inform this dope that it has nothing to do with him.
957765039083196421 2018-01-28 18:59:14 -0400 <Pansexual_Satan> @DarManz14157667 @realDonaldTrump @realDonaldTrump does not and will not ever help you or anyone else. He cares only about himself and his money. #ShitholePresident #WorstPresidentInHistory #CreepoCheeto #RacistRapist #impeachtrump
957765037883625472 2018-01-28 18:59:14 -0400 <67huertaMh> @realDonaldTrump But what about YOUR companies are they back in the states yet?
957765036029677569 2018-01-28 18:59:13 -0400 <karmascuzzin> @LadyConserv @Kokomothegreat @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂
957765036000374785 2018-01-28 18:59:13 -0400 <GWBridgeUK> @bernie_marcus demonstrates he's an Idiot.  With stupidity like this no wonder he supports @realDonaldTrump.   #BoycottHomeDepot  Let's watch NYSE:HD take a dive.  @themotleyfool   https://t.co/vsG36Nwf3G
957765030237425665 2018-01-28 18:59:12 -0400 <omgaud> @thecjpearson @realDonaldTrump Jay Z. #irellavent
957765027326410752 2018-01-28 18:59:11 -0400 <GreenbergBrenda> @realDonaldTrump #ImplementTheSanctions
957765017524371458 2018-01-28 18:59:09 -0400 <outerspacemanII> Hire a Pro: Compare the Top 7 Financial Advisors in Your Neighborhood                The Princeton Whiz Retirement Solution         https://t.co/RLMVrFMew1 @realdonaldtrump  #TRUMP FAKE HUMAN  #RUSSIAN #BOTS FOLLOWERS than #PUTIN
957765015053963264 2018-01-28 18:59:08 -0400 <luislaparauran> @FoxNews @toddstarnes @NancyPelosi @realDonaldTrump Trump sent ice Agents to lock all the illegal aliens and take them out of the country come here legally
957765014181548032 2018-01-28 18:59:08 -0400 <Maryaclare> @DVATW @realDonaldTrump Wear your Britian First hat to match the MAGA hats sentiment. You'll be over-run with Pink Pussy Hats love.
957765013787348992 2018-01-28 18:59:08 -0400 <ThomasS4217> @ShawnHayes_Real @Theonewithouta1 @BMAGA6 @Alt_Spicerlies @realDonaldTrump 😂😂..a favorite follow, y'all...please follow @ShawnHayes_Real ..to your benefit!
957765012545818624 2018-01-28 18:59:08 -0400 <Broggybroggs> It’s quite heart warming to hear @realDonaldTrump say he loves Britain and he will be there for Britain . This is one reason we should never let labour get in because that could change under corbyn #TrumpMorgan
957765012378046464 2018-01-28 18:59:08 -0400 <Marsha92149999> @ScottPresler @realDonaldTrump No illegals at state if union!
957765008632446976 2018-01-28 18:59:07 -0400 <AlmananAli> @realDonaldTrump #Noflyzone4Afrin
957765006975754240 2018-01-28 18:59:06 -0400 <richardmdudley> @Observer2541 @DonnaWR8 @realDonaldTrump Can u say fake news
957765004383592448 2018-01-28 18:59:06 -0400 <BWF029> @realDonaldTrump Yup... the economy is growing... DESPITE you.  If you had half a brain, you'd know the economy is growing at a continuing from the Obama administration.
957765003431567360 2018-01-28 18:59:05 -0400 <whitecrow43> @chelseahandler @realDonaldTrump Obvious
957765003033169920 2018-01-28 18:59:05 -0400 <yeatesgreats> @Pendejss25 @realDonaldTrump At least George Bush Jr. stole his election the AMERICAN way.
957765002651455488 2018-01-28 18:59:05 -0400 <CatherineDigraz> @FoxNews @toddstarnes @NancyPelosi @realDonaldTrump Give dreamer what they deserve build the wall stop drugs trafficking
957765001883865094 2018-01-28 18:59:05 -0400 <EYEONLIES> @realDonaldTrump #FakeTaxScam #TrumpRussia #TrumpShutdown #Cronyism @FoxNews #Pathetic #SAD #SanctionRussia @POTUS  https://t.co/iqLKrlNy2i
957765001103773698 2018-01-28 18:59:05 -0400 <momfarts> @JackiePeters55 @manny_ottawa @realDonaldTrump It's not an opinion, dear, it's a flat out lie stated to promote bigotry against the poor. The idiot part, now that is my personal opinion of Manny
957764997798604800 2018-01-28 18:59:04 -0400 <billy4ever9> @lgldeeds @KyleNeven1 @resist_terror @StuartBirdman2 @VStewartNYC @getajobucommie @BadJuJu19 @QualitySMC @villamarshmello @AliM20698746 @Cathrin03131562 @joesch1998 @any1buttHillary @holybullies @K1Degman @dego1237 @JulieLillpie30 @DannaB1 @tmcs10 @scodogno @BethMosher5 @DonTheCon13 @Beth0214Skal @BrianMurphySSW @UhmmmFuLibtard @jo2h7_anna @AnthConey @Precious_snowfl @TRUMPSYOURPREZ @BadJuJu19a @PatrioticMe1 @chrltthnsn @Remington45S @Andolini1891 @joesch2001 @lorileach14 @stizzdizz @jbeard12 @NYer4Trump @American_Talker @SuperSoviet45 @complxgrl @realDonaldTrump @FoxNews @Anth_Coney @RUGER1022badass @hellointhere @FelixAnchor__ @Twitter @getongab 👏👏👏👍
957764997345628161 2018-01-28 18:59:04 -0400 <karenlmw> I just love @realDonaldTrump as our President.  He is going to be a tough act to follow after his 8. Prepare yourself @nikkihaley, we will expect you to keep us informed by tweet.  https://t.co/pew4CBmsrr
957764997052092416 2018-01-28 18:59:04 -0400 <1_Snow_Princess> Images of @realDonaldTrump and @VP are burned by #Palestinian authority 🤔🤔 Is anyone wondering why the USA should or would give money to those who behave so disrespectfully to our countries leaders? 💥Cut off💥💥💥Done💥Finished💥Game over💥 🇺🇸 #AmericaFirst 🇺🇸 #MAGA 🇺🇸  https://t.co/0FQdbEJyFY
957764995638616066 2018-01-28 18:59:04 -0400 <Mdswoman> @MAGAinSoCal @realDonaldTrump I seriously doubt that.
957764992828309504 2018-01-28 18:59:03 -0400 <bzirtek> @realDonaldTrump Still Obama’s economy me thinks
957764987467988998 2018-01-28 18:59:02 -0400 <amyrjennings1> @realDonaldTrump Obama sold out this country. He even brought terrorist into this country. He gave money to enemies of this country . He was a traitor
957764985605836800 2018-01-28 18:59:01 -0400 <FaultFinderUK> @LLTBR @NornIrishFarmer @DVATW @realDonaldTrump oh read a manifesto.
957764985605693440 2018-01-28 18:59:01 -0400 <IWantSomeTu> And @realDonaldTrump continue to #DrainTheSwamp...  https://t.co/KjhMhOvtQM
957764981969375232 2018-01-28 18:59:00 -0400 <ubfinn> @realDonaldTrump Jay Zs bar have been getting increasingly un-lit
957764979486322689 2018-01-28 18:59:00 -0400 <JulieStadelmai1> @MrKimbles @cdaubitz @shmupe @SebGorka @GOP @realDonaldTrump @FBI @TheJusticeDept She's an abomination....i mean i cant believe the Lord created that....?
957764978743955457 2018-01-28 18:59:00 -0400 <Eazy_E_NWA420> @realDonaldTrump   https://t.co/zxIeA2TAf5
957764975589765120 2018-01-28 18:58:59 -0400 <JusstinaRivera> @PenceConscience @FoxNews @toddstarnes @NancyPelosi @realDonaldTrump   https://t.co/3aiVA5CY6h
957764972255248384 2018-01-28 18:58:58 -0400 <borje56> @realDonaldTrump What exactly have you done?  Another lie for Trumpnochio!  https://t.co/to0VXMoWcy
957764971810586624 2018-01-28 18:58:58 -0400 <KellyWi89722146> @sirDukeDevin @realDonaldTrump Muller's not Millers damn autocorrect is messing with Muller now too.
957764971114491906 2018-01-28 18:58:58 -0400 <jameshunterlees> @ExDemLatina @realDonaldTrump   https://t.co/2YrWXPJQEX
957764970665701376 2018-01-28 18:58:58 -0400 <notthatdonna> @thehill This ignorance is why other countries won't take @realDonaldTrump and the US seriously. @POTUS is taking us backwards.
957764970330038272 2018-01-28 18:58:57 -0400 <NidaMyers29> @realDonaldTrump Republicans are freedom of wealth for Americans, our children future will become financially stable eith Republicans! Democrats wants to give away what we have for drugs dealers and terrorists!  Democrats are puppets influencing Hollywood Celebrities to be naive to support them!
957764969726169089 2018-01-28 18:58:57 -0400 <Paul_Lee_Cruz> @WayneDupreeShow @realDonaldTrump They see the black vote slipping away to less regulations, increased jobs, and lower taxes...
957764969226997760 2018-01-28 18:58:57 -0400 <BrianEggen> @VanJones68 @realDonaldTrump  https://t.co/xd6WlHcA6c
