1008861918520438784 2018-06-18 19:59:59 -0400 <john_down_under> @realDonaldTrump Crime in Germany is down...
1008861917904101376 2018-06-18 19:59:59 -0400 <zachvat> Dear President Tiny Hands: Not even #SpaceForce will make this dumpster fire go away. @realDonaldTrump #Republicans #immigration
1008861914032721920 2018-06-18 19:59:58 -0400 <kimberlyJThoms1> @realDonaldTrump We all know putin worked this out for you.
1008861912329842688 2018-06-18 19:59:58 -0400 <nigerski> @NancyPelosi @SecNielsen Hmmmm, @NancyPelosi , pretty sure that it's your cesspool of a party trying to turn this into such a huge issue. You don't care about these kids, you only care about trying to smear @realDonaldTrump. #Trump2020 #Trump2020Landslide #KAG #KeepAmericaGreat
1008861912308834304 2018-06-18 19:59:58 -0400 <chumpmaster> @realDonaldTrump You campaigned on a wall. You campaigned on Mexico would pay for it. You lied to your dumb 💩 base!!!
1008861911545499654 2018-06-18 19:59:58 -0400 <BarbaraSommer4> @realDonaldTrump You're probably right again but I still want you to go on national TV.
1008861910614208512 2018-06-18 19:59:57 -0400 <Jetskiergirl> @realDonaldTrump Sound familiar???  https://t.co/lzUyRXJH45
1008861910069104640 2018-06-18 19:59:57 -0400 <JillWaxler> @realDonaldTrump You r sick!
1008861909691461632 2018-06-18 19:59:57 -0400 <oatesfan> @realDonaldTrump Why don't you try doing some work instead of playing online or golfing all day?
1008861908932481025 2018-06-18 19:59:57 -0400 <ferparra> Good on you, for calling out to the fake news media that is embodied by @realDonaldTrump  https://t.co/Bcg30h3Hhk
1008861908538220545 2018-06-18 19:59:57 -0400 <DaneHall798> @realDonaldTrump is a total space cadet and should be the first shot into orbit!! 🚀     "Space Force"
1008861908466831360 2018-06-18 19:59:57 -0400 <rkadkins312> @realDonaldTrump 😂😂😂😂😂 🐎💩
1008861906545897477 2018-06-18 19:59:56 -0400 <Tote_ushek> Last but not least, Donald J. Trump is a Nazi @realDonaldTrump
1008861905862168576 2018-06-18 19:59:56 -0400 <moogfan> @realDonaldTrump The parents of the children that are crossing the border ILLEGALLY are the ones who are responsible for what the kids are going through. Would the parents take their kids to rob a bank or do anything else that is ILLEGAL? They are using the kids!
1008861905690288128 2018-06-18 19:59:56 -0400 <ZachWJohnston> @Cowboys_Nation0 @LegitimateGeek @tarastrong @mbom2009 @realDonaldTrump Oh so what do you think we keep them in now? Beachfront condos?
1008861905635561472 2018-06-18 19:59:56 -0400 <PpPantea> @realDonaldTrump You, Steve Miller and Jeff Sessions are all going to hell #WhereAreTheChildren #WhereAreTheGirls #TrumpCamps  #TrumpandtheBabySnatchers  https://t.co/MFFM7ZjE98
1008861904595488769 2018-06-18 19:59:56 -0400 <RepJimHankle> It's a shame we didn't have a Space Force back in my day. The lower gravity would have allowed those of us with bone spurs to actually serve our country. Thanks @realDonaldTrump! #MAGA #VoteHankle
1008861902045315073 2018-06-18 19:59:55 -0400 <maniacal_zebra> @jen4trump1 @realDonaldTrump But you're OK with the separation?  Oh, and it was undocumented children being held.  Children were NEVER ripped from their parent's arms until Trump.  Funny how you avoid little facts like that.
1008861900501929985 2018-06-18 19:59:55 -0400 <CydCarlson> @michelle_bocik @realDonaldTrump Now he has to pay China back the loan for the trump resort!!!
1008861899537244160 2018-06-18 19:59:55 -0400 <billc_billy> @armygrljessy @realDonaldTrump that's right Jesse the Bushes are old school elitist Repubs, And We sent them a message  how we felt ABOUT Jeb
1008861897465253888 2018-06-18 19:59:54 -0400 <Sighthoundgrace> To the @SenateGOP @HouseGOP, how about getting your testicles out of @realDonaldTrump pocket!!! This is not Christian thing to do. Destroy families during the week and sit in pews on Sunday. Appeal to your humanity that is if you have any!! #KeepFamiliesTogetherAct
1008861896479391747 2018-06-18 19:59:54 -0400 <Lindanewacct> @realDonaldTrump @SebGorka No amnesty! EVerify! Wall! Merit based! No lottery! Please don't listen to the whining from the left! The children need to be separated- they aren't being cared for by the "parents!"
1008861896366125056 2018-06-18 19:59:54 -0400 <ssackett> @re_treasured @Scaramucci @TheDemocrats @POTUS @realDonaldTrump Nope you dope
1008861894730448897 2018-06-18 19:59:54 -0400 <SonOfWillSmith> @thatchiefsfan @babyphil51 @kiesseee @realDonaldTrump👀
1008861893946216448 2018-06-18 19:59:53 -0400 <MichaelONeale1> @gingertweetter @realDonaldTrump What exactly does this mean?
1008861892591353856 2018-06-18 19:59:53 -0400 <TracyBNutrimom> @johnpavlovitz @realDonaldTrump 😅
1008861891689664512 2018-06-18 19:59:53 -0400 <Torgo3K> @JTTalkingPoints @davidhogg111 @realDonaldTrump And, for my next trick...  https://t.co/SK2usKikoy
1008861888162213888 2018-06-18 19:59:52 -0400 <_cynthiaauthor> @TomFitton @realDonaldTrump Tom, in 2018 injustice rules &amp; wimpy GOP sits by with comments at hearings that they don't follow up on
1008861887910633472 2018-06-18 19:59:52 -0400 <stilestina1> @isletsoflngrhns @Voter20162 @desertdove60 @IngrahamAngle @realDonaldTrump Folks, this is a troll. Not wasting another moment
1008861886442401794 2018-06-18 19:59:52 -0400 <RussianMole> @realDonaldTrump Yeah, those terrified 4 YOs are mean and nasty. 🤨
1008861885423206400 2018-06-18 19:59:51 -0400 <gagen_patricia> @NPR @realDonaldTrump Couldn’t the Space Force money be spent on infrastructure, education, &amp; the opioid crisis instead?
1008861882747322369 2018-06-18 19:59:51 -0400 <llovlyldy> @realDonaldTrump @POTUS @EPA @EPAScottPruitt  Rich Alaskan donor gave $250K to Trump after EPA reversed decision on Pebble Mine.  https://t.co/oOItc4sKVq
1008861878691430401 2018-06-18 19:59:50 -0400 <raortman> @TheRynheart @realDonaldTrump Nielsen is going to be absolutely ruined by this debacle. Karma. Action. Reaction.
1008861878372610049 2018-06-18 19:59:50 -0400 <LonnieSchreiner> @realDonaldTrump We shall see.  So far all I've seen is a photo op.
1008861877127008258 2018-06-18 19:59:49 -0400 <DaveyGandthe> @realDonaldTrump Whatever, Space Boy!
1008861876074221574 2018-06-18 19:59:49 -0400 <charles_hoff> @SRuhle Yes it’s clear @realDonaldTrump is all about lose-lose, asinine policies that please his Cult members.
1008861874983596032 2018-06-18 19:59:49 -0400 <stevendrowe> @DeadlineWH @davidpsdem @jacobsoboroff @NicolleDWallace .@CBP @ICEgov separating families &amp; putting humans in cages who are treated worse than dogs at a kennel will not be a deterrent if thats what @realDonaldTrump's administration objective is here. Families face death in their own country, a cage might be better than a coffin.
1008861873725431808 2018-06-18 19:59:49 -0400 <nopugleftbehind> @realDonaldTrump BETTER IDEA: Change the PRESIDENT!!!
1008861873276620802 2018-06-18 19:59:48 -0400 <FionaLyfeR> THIS is what will make us great again, after the terrorist attack of the @realDonaldTrump administration. This is NOT about being a 'hater', as their propaganda machines state. THIS is about doing things the AMERICAN way- not the communist Russian or Korean way. Persist!  https://t.co/Z91BkKAC7r
1008861872672497664 2018-06-18 19:59:48 -0400 <Spandex_Package> @realDonaldTrump Allow me to amend your statement;  Children are being used by some of the worst criminals on earth (#Trump &amp; the #GOP) as a means (of leverage for political gain).  There ya go.  #TrumpsKidnappingChildren #StopSeparatingFamilies
1008861871728758785 2018-06-18 19:59:48 -0400 <PJMedia_com> “F*** [@realDonaldTrump]”   That's not Robert De Niro.   That's an @FBI official in @PJMedia_com's #1 most-tweeted post from the past week. #TheResistance  https://t.co/i66aTMhynX
1008861871426949120 2018-06-18 19:59:48 -0400 <bratacat> @JacobAWohl @realDonaldTrump The era of Strategic Frauds is here, Jacob defrauding his clients, and Trump defrauding his charity....Jacob  you are little league by comparison!
1008861871015899138 2018-06-18 19:59:48 -0400 <betsy_mess> @BNick32579 @realDonaldTrump @mexico Spot on! TY!
1008861870483070976 2018-06-18 19:59:48 -0400 <Sandra_E101> @realDonaldTrump Sir. Will you do us the honour, it would be really great and only the best people get to go, and be the first Space President. You would be higher up than any of your predecessors. You would win. Go go go.
1008861869845540866 2018-06-18 19:59:48 -0400 <mykidsrnutz2> @AmyKremer @realDonaldTrump The majority of his base looked @ tweets &amp; memes &amp; FB postings that were done by RUSSIANS (#fact), but they didn't know so they "liked" them &amp; retweeted them &amp; shared them unaware. Russia took advantage bc they knew his base gets their news frm social media &amp; knew most of his ...
1008861865886339073 2018-06-18 19:59:47 -0400 <MDAB29> @562Lori @iquanyin @rmayemsinger @realDonaldTrump Too much it haunts my sleep! I sleep in 1-3 hr increments I come awake hearing their cries! PTSD from years of cries!
1008861865630318592 2018-06-18 19:59:47 -0400 <JofishM> @htc1fan @LLB80788433 @DarkToLight1946 @therealthreeli @HoffmanNate @MisterXtfr @snipz0221 @ladyhawkerfinds @realDonaldTrump @LunaLuvgood2017 @Carolyny1948 @Lady_Star_Gem @ClareWHarris @StormResist @Chillyresist @EllieGesiotto @mindyanns @SassyMsViolet @POTUS I highly recommend you find another hobby, like fly tying or bleaching your hard drive.
1008861864237805568 2018-06-18 19:59:46 -0400 <bd_isaias> @EnriqueKrauze @realDonaldTrump Y cual seria tu proximo libro?? Contra Trump o ya lo pensaste, por aquello que te cancelen la visa??
1008861860924289024 2018-06-18 19:59:46 -0400 <chriscoon824> @realDonaldTrump Which laws? Stephen Miller doesn't know his head from his a$$ so stop listening to him. #lowIQ #dementia
1008861860316229632 2018-06-18 19:59:45 -0400 <milfsohard> @CollErickson More garbage than @realDonaldTrump ?  https://t.co/Of7ByRtG83
1008861860278386688 2018-06-18 19:59:45 -0400 <YEM_Phish> @realDonaldTrump what you are doing is cruel, inhumane, and flat out wrong! Stop blaming democrats for this shit you sniveling coward!!!! YOU and all the disgusting republicans are to blame. You control both houses and can easily stop this you ignorant disgusting evil animal!
1008861858487525378 2018-06-18 19:59:45 -0400 <ajohnsonkn> @PressSec @realDonaldTrump @VP @SpeakerRyan  https://t.co/2oF6ozko3j
1008861857409585156 2018-06-18 19:59:45 -0400 <GAKish> @DearAuntCrabby @realDonaldTrump “Faithfully” is the killer here. The man has done nothing faithfully in his life.
1008861856008671232 2018-06-18 19:59:44 -0400 <GailColes4> @AFCHighburySoul @INuenninghof @waltshaub @realDonaldTrump 😂
1008861855324913664 2018-06-18 19:59:44 -0400 <KalAbehra> Hi @realDonaldTrump here is a factual afront to your perpetual Bullshitting.  https://t.co/tK0icIDUff
1008861853882044416 2018-06-18 19:59:44 -0400 <eSEy_Bee> @poopracer @CryPartisan @SenSchumer @realDonaldTrump   https://t.co/9zHfMqmJGZ
1008861853852655616 2018-06-18 19:59:44 -0400 <LisaP808> @MAGAVoice1 @mememoreme @VinoVertias @SrLivingWatch @CanuckBCGirl @gothere00 @elisabethh97 @teachincrazyppl @luciecmz @atomicspencer @mx1035_m @FrankBacci @mssexyred66 @EleSteensito @RondaDunfee @NotaliePortman @EarlyFaye @BobCrowley @TheIteratedTri0 @ODonnell17Lola @WhiteHouse @SecNielsen @POTUS @GOP @realDonaldTrump Oh god, the b.s. spewed by Trump Humpers. Sessions and Kelly made public announcements that the separation is a NEW POLICY ffs. After the attacks on DACA and CHIP you're really attempting to say Trump and y'all aren't into making kids suffer? Sickos.
1008861852300955650 2018-06-18 19:59:43 -0400 <a_dioris> @realDonaldTrump Obama did NOTHING. The Obama care was a disgrace.He played golf more then any president.Michell Obama spend the whole 8 years modeling in magazines and telling the parents what their children can eat and she eats more than a cow. What a waste of time. GO TRUMP
1008861850870546437 2018-06-18 19:59:43 -0400 <hottapswife> .@realDonaldTrump there worked is watching you.  Putin is the only one that likes it.  https://t.co/gieOFCRgay
1008861848962306048 2018-06-18 19:59:43 -0400 <yorksfella59> Retweeted by my Twitter friend @theonlywayisup. We both like to creatively abuse @realDonaldTrump (she's way better than I am).  This is beyond humour. This is inhuman. The gutter into which Trump has dragged a once-great nation. I mourn for America, but more for these children.  https://t.co/27Xz6wiAnZ
1008861847813087240 2018-06-18 19:59:42 -0400 <werbiefitz> @realDonaldTrump Ummmm.....you did NOTHING to help the World Cup bid....
1008861847301353472 2018-06-18 19:59:42 -0400 <jvoyageur> @realDonaldTrump You lie and I don’t believe you!
1008861845455851520 2018-06-18 19:59:42 -0400 <Poconosguy> @realDonaldTrump Stop. Put down your phone and just stop. You are completely unhinged today.
1008861843794743296 2018-06-18 19:59:41 -0400 <Emmeric1964> @MelnykGetOut @realDonaldTrump FAKE. Look it up, TOTALLY FAKE.
1008861843475976192 2018-06-18 19:59:41 -0400 <DawnCPierce> @realDonaldTrump Do you even know how to tell the fucking truth?!?  https://t.co/O0g0b9axqw
1008861841903308802 2018-06-18 19:59:41 -0400 <ChadAaronMarlow> @politico @cfarivar As was @realDonaldTrump saying he broke no laws.
1008861841756389376 2018-06-18 19:59:41 -0400 <Ljhull1> @realDonaldTrump  This is on you. Your deterrent policy is not law. It’s not the Democrats. This is all Trump.  https://t.co/mkj5Ao09y4
1008861841026682886 2018-06-18 19:59:41 -0400 <JulieForeman16> @FAIRImmigration @CNNPolitics @TalKopan 20 Million illegal immigrants that we know of NO MORE! @realDonaldTrump
1008861839768289281 2018-06-18 19:59:41 -0400 <tinmom4> @realDonaldTrump CHANGE THE PRESIDENT!
