1008861918520438784 2018-06-18 19:59:59 -0400 <john_down_under> @realDonaldTrump Crime in Germany is down...
1008861839080345600 2018-06-18 19:59:40 -0400 <SeditiousTrump> @RealDonaldTrump don’t give in to the people that are against the laws of the United States Immigration. The individuals brining their children with them at the border attempting to enter illegally are responsible for their own behavior and their children not United States Govt
1008861838442934272 2018-06-18 19:59:40 -0400 <jimlaheySSB> @realDonaldTrump  every day that passes more damage to these innocent Children and their Parents  is done ; this is #notmaga this is Make America Suck. When we thought it couldn’t get worse ; you’ve set the bar as low as it goes. This is not America.
1008861837255946240 2018-06-18 19:59:40 -0400 <Ohnjaye4> @TheJusticeDept @DHSgov @SecNielsen @realDonaldTrump @VP @WhiteHouse @POTUS @KellyannePolls @PressSec @GenJohnKelly @StephenMillerAL  https://t.co/C0hPkKKpVy
1008861835355975680 2018-06-18 19:59:39 -0400 <balarezolaw> @realDonaldTrump   To paraphrase your sycophants, there is a special place in hell for you ....  https://t.co/gIrf9mckqD via @HuffPostPol
1008861835255312384 2018-06-18 19:59:39 -0400 <GregFunk4> @realDonaldTrump Umm.   Ok.  Elections are decided by popular vote.
1008861833770479617 2018-06-18 19:59:39 -0400 <stevkyla> @GarbonzoShwartz @MaestroMichaels @realDonaldTrump How about if we just keep them with their parents?
1008861832822452225 2018-06-18 19:59:39 -0400 <Misneach_123> @realDonaldTrump   https://t.co/TFjRLnkVqY
1008861831056719873 2018-06-18 19:59:38 -0400 <antonioharenas> @realDonaldTrump Stop speculating. Where are the children?   Stop holding children hostage.
1008861830125506560 2018-06-18 19:59:38 -0400 <Pussycatmcl> @jim_ossman @MVanegasLA @loves10s @forrestbrakeman @realDonaldTrump They'll take anyone.... ESPECIALLY ONES, LIKE TOY AND YOUR ORANGE IDOL, WHO OUT AND OUT LIE ABOUT THEIR SO-CALLED ACCOMPLISHMENTS!!! LOLOL!!!
1008861829794279426 2018-06-18 19:59:38 -0400 <MicahBergdale> @realDonaldTrump Nope.
1008861829076942848 2018-06-18 19:59:38 -0400 <AndreaLevey1> I wish for @realDonaldTrump and Jeff Sessions all the pain they are inflicting on these families times a thousand  https://t.co/bpDfnQLokd
1008861826308702209 2018-06-18 19:59:37 -0400 <katidid7> @Patrice67503798 @AprilDRyan @SHSanders45 @PressSec @realDonaldTrump just like @TheDemocrats and their lapdog media dismissed same abuse under obama admin  https://t.co/II8A6hXGfp
1008861824274530305 2018-06-18 19:59:37 -0400 <Phillipdrphl> @rolandsmartin @realDonaldTrump Hey Roland Trump is a loser
1008861823934910465 2018-06-18 19:59:37 -0400 <ViceRoyMinstra> .@realDonaldTrump Dear current resident of 1600 Pennsylvania Ave. in Washington D.C. It has been a longstanding policy of the United States that we do not negotiate with terrorists and we do not pay ransoms of any kind to free hostages. Even if the hostage taker is the President.
1008861823553110017 2018-06-18 19:59:37 -0400 <amcolonpr> @realDonaldTrump Listen to this and tell me that you don't hear YOUR CHILD through those cries! You, @jeffsessions, @SecNielsen &amp; @PressSec are HEARTLESS CRIMINALS and should be condemnd by prosecuted for CRIMES AGAINST HUMANITY. @Refugees @UN &amp; @amnesty WHERE ARE YOU?   https://t.co/i8hx5PjAsF
1008861823330914307 2018-06-18 19:59:37 -0400 <vozderazao> @2134000252gmai1 @DavidGr78574965 @realDonaldTrump That may certainly happen after November ...
1008861821808279552 2018-06-18 19:59:36 -0400 <brooksienichole> @BJKII @realDonaldTrump ☠️
1008861821585981440 2018-06-18 19:59:36 -0400 <KurtHunter2> @toddsilla @aduanebrown @realDonaldTrump Don't waste reality on Trump-humping right wingnuts. They're factose intolerant.
1008861819719409664 2018-06-18 19:59:36 -0400 <TheFakeHopperz> @realDonaldTrump What does it tell you when the immigrants keep coming even under these conditions...that its still better than their alternative. Many are fleeing in fear for their lives; we provide them safety, free food, and shelter.
1008861818851389440 2018-06-18 19:59:36 -0400 <ArtBulla> . @foxbusiness @varneyco Confounding the Prosperity Gospel of Huck Mikabee (aka @GovMikeHuckabee) @dagenmcdowell @realDonaldTrump inimical to the plan of salvation, builds up the kingdom of the devil, Babylon, class envies &amp; strifes  https://t.co/Udh3F23rQw  https://t.co/uktTFWCuCH  https://t.co/yYuDxmz9Ja
1008861818314469381 2018-06-18 19:59:35 -0400 <LouisGolia> @realDonaldTrump do not repair the existing walls on the border, they are the most porous walls I’ve seen in my life time, a 95 year old blind woman with one leg could scale these idiot walls.Tear them down and build real ones.@Thanks @MariaBartiromo @HeyTammyBruce @ChrisStigall
1008861817538375682 2018-06-18 19:59:35 -0400 <john_down_under> @realDonaldTrump And we don't want men in badges to molest children of immigrants!!!!!!!!!!!!!!!!!!!!!!   https://t.co/orKDPLs89B
1008861816880091137 2018-06-18 19:59:35 -0400 <SaintHeartwing> @Famous_Dax @BothSidesDo_It @MattLech @cenkuygur @realDonaldTrump @HillaryClinton Way to move the goalposts...
1008861816158552064 2018-06-18 19:59:35 -0400 <cruzietwozie> I have never been So Outraged and Embarrassed, as I am @realDonaldTrump
1008861813201670147 2018-06-18 19:59:34 -0400 <sher97920376> @DearAuntCrabby @realDonaldTrump I don't know how anyone on Earth can look at Trump and think he's telling the truth. Just watching him talk he sounds so uneducated and just stupid! Why and how can anyone believe a word out of his mouth! Trump is a mad man!
1008861812778045449 2018-06-18 19:59:34 -0400 <Minervasbard> @TalbertSwan @snarky_op @stopthenutjob @realDonaldTrump This is why we need separation of church and state. Anyone regardless of actual faith, sincerity or personal ethics could quote the Bible or any religious document to justify any act of greed or depravity. The Bible is an inanimate book, it cannot correct maladaptive manipulation
1008861812471812097 2018-06-18 19:59:34 -0400 <digibd66> @Thomas1774Paine Nobody is going to investigate anything other than anything that get get @realDonaldTrump out so they can all continue all the corruption.i don’t think there is one person now that will help take it all down.Sessions was a plant &amp; we are all screwed
1008861811352002565 2018-06-18 19:59:34 -0400 <ccamnoel> im sick of the gun violence. im sick of the amount of shooting headlines. stfu let’s change something. @realDonaldTrump  https://t.co/PtWjeGjH6F
1008861810642939904 2018-06-18 19:59:34 -0400 <TempleSaloga> @realDonaldTrump You’re holding kids hostage for a wall you said Mexico would pay for. You’re a sad sack of shit.
1008861809246339072 2018-06-18 19:59:33 -0400 <bremishome> @realDonaldTrump  https://t.co/pflp7Ypm98
1008861809229619200 2018-06-18 19:59:33 -0400 <_Kel_Varnsen_> @efformatos @Jaime4ou @Agitate1865 @mcarver58 @RepJasonSmith @DiamondandSilk @POTUS @HillaryClinton @FBI @MSNBC @Comey @MichaelCohen212 @jeffsessions @realDonaldTrump @MalcolmNance @billmaher @GeorgeWill Who you calling a hater?
1008861808223051776 2018-06-18 19:59:33 -0400 <Sadrupics> @realDonaldTrump YOU are fully responsible. Mexico will not pay for your ridiculous wall do you hold kids hostage.  You don't believe in hell but karma is for sure coming for you.
1008861806415130624 2018-06-18 19:59:33 -0400 <bakedmike32> @realDonaldTrump Justice is coming to you and your followers
1008861805626740736 2018-06-18 19:59:32 -0400 <JamesSh67966703> @Thomas1774Paine Refuse?  Then both Sessions and Wray should tender their resignations so @realDonaldTrump can appoint people who will.
1008861804586569728 2018-06-18 19:59:32 -0400 <Chris_MCollier> @realDonaldTrump Where does one apply for the Space Force? I have an extensive knowledge of Halo, I am pretty much a space expert!
1008861803781263360 2018-06-18 19:59:32 -0400 <cocoa702> @realDonaldTrump You gave everyone in your campaign marching orders so that makes you GUILTY by your standards. You really are a stable genius!  https://t.co/mrr85qLmXF
1008861803005259778 2018-06-18 19:59:32 -0400 <killinitkeve> #SpaceForce @realDonaldTrump phone be like this after that dumb ass space force shit  https://t.co/MglAs3UxSx
1008861796252487680 2018-06-18 19:59:30 -0400 <LisaKartzman> @realDonaldTrump You’re an animal.
1008861795098996738 2018-06-18 19:59:30 -0400 <MrJamband> @SenWarren @alschnier @realDonaldTrump If America gets much greater im not sure im going to be able to handle it. Hug your kids people.
1008861791684907008 2018-06-18 19:59:29 -0400 <JennMT> @Scaramucci @TheDemocrats @POTUS Hey @realDonaldTrump , everyone hates you! #KeepFamiliesTogetherAct #FamiliesBelongTogether
1008861790292402176 2018-06-18 19:59:29 -0400 <benizms> @SenJohnMcCain @SenJohnMcCain you have the power to place a check on @realDonaldTrump Please just caucus with the Democrats until the end of the year
1008861790283784192 2018-06-18 19:59:29 -0400 <david_js_> #TrumpsKidnappingChildren Maybe Trump's kids should all go to Guantanamo for their crimes &amp; not let them talk to Dad! #ImmigrantChildren @realDonaldTrump #resist #MuellerTime #FBR #TrumpNaziNation
1008861789197463553 2018-06-18 19:59:28 -0400 <FaithfulCARep> @kurtbardella @realDonaldTrump Bannon is back! Woo hoo # Winning. 🇺🇸👍🏻😊
1008861788538933249 2018-06-18 19:59:28 -0400 <deebee52> @realDonaldTrump In case u missed it: Senate has rejected u &amp; ZTE.  https://t.co/kUC0xIpnqX
1008861788308430849 2018-06-18 19:59:28 -0400 <JeronisLeror> @ClintWarren6 @LGBTforPeace @sarahrainsford @realDonaldTrump I'm trying to increase my knowledge but what little bit I know is what little bit I was taught as a kid before my family burned every spell book and piece of occult paraphernalia just to keep me away from it. Never knew why. My grandma left me memory fragments, but that's it.
1008861788161572864 2018-06-18 19:59:28 -0400 <quicorafa> As our Commander-in-Chief Rebuilds our military @POTUS @realDonaldTrump 🇺🇸❤️🗽 We need to support  https://t.co/Fq40rq0Y4U 8,000 Suicides a year unacceptable😡 #MAGA #KeepAmericaGreat @WhiteHouse @FoxNews @VP @PressSec @PentagonPresSec @DeptofDefense @DHSgov @DeptVetAffairs  https://t.co/Gas47YbQ7S
1008861781224124416 2018-06-18 19:59:27 -0400 <julesforest> @realDonaldTrump You are lying about migrant crime in Germany. America should be helping refugees not putting them in prison and taking their kids.  https://t.co/RrdyUF4CJO
1008861780074999808 2018-06-18 19:59:26 -0400 <SubVetMAGA> @POTUS @realDonaldTrump @SpeakerRyan The country didn't elect you, Mr. Speaker, Wisconsin did. America elected President Trump. President Trump is trying to accomplish what we wanted him to do while you're working for special interests. Please stop working against our President.
1008861778627854336 2018-06-18 19:59:26 -0400 <stephMaCo> @sara_Hamilton1 @aquadicoco @booji410 @KathIeenCross @ABC @realDonaldTrump Okay, Troll. Move along...
1008861777147383808 2018-06-18 19:59:26 -0400 <Tillymylove> @realDonaldTrump Oh you are so funny... 🤣
1008861777025818625 2018-06-18 19:59:26 -0400 <grobaniteblue> This is important to remember - this was always the plan. They had a townhall discussing this Feb of 2017.  @realDonaldTrump is lying.  https://t.co/Y6j3nA2z02
1008861776795054081 2018-06-18 19:59:25 -0400 <PoliticsMary> @realDonaldTrump #ChangeThePresident
1008861776300126210 2018-06-18 19:59:25 -0400 <johndavd33> @realDonaldTrump Trump you say that the United States isn’t for immigration but you do remember in history that England emigrated in the United States and and that the history was founded by immigrant there is a reason why we call the United States (United) means be together you forgot
1008861776124043265 2018-06-18 19:59:25 -0400 <Bourassa1963> @KirkInMontreal @krassenstein @realDonaldTrump Omg! That is perfect!!!
1008861775180247040 2018-06-18 19:59:25 -0400 <K9_Lives_Matter> In America, we take care of our children. People that hurt our children are prosecuted to the full extent of the law.  Why the hell isn't @realDonaldTrump being prosecuted by the child abuse caused by his hands only?!? Trump must be stopped.  This is insanity.  Sweet Jesus!
1008861773477351424 2018-06-18 19:59:25 -0400 <VonnieCalland> @stemeakabrunson @realDonaldTrump Correct.
1008861772323778561 2018-06-18 19:59:24 -0400 <zareefer420> @Rebecca15313708 @GovMikeHuckabee @realDonaldTrump @FLOTUS Already did bot.
1008861770486870016 2018-06-18 19:59:24 -0400 <JCFlowers2000> @6abc @realDonaldTrump Get the hell out of my face with this nonsense.
1008861770272903168 2018-06-18 19:59:24 -0400 <LivinLeslie> @unstoppableFL @RedSoxN8N @GOP @realDonaldTrump Oh that’s a good one 👍🏼
1008861769878704128 2018-06-18 19:59:24 -0400 <Guillerrillero> @realDonaldTrump Las guerras también son un crimen de lesa humanidad y causa común de las  inmigraciones.  El gobierno de EE.UU. tiene una gran responsabilidad en esos hechos y es causa de desgracias a nivel mundial.    Detengan sus guerras.  https://t.co/DrNQiUhGDT
1008861768255508480 2018-06-18 19:59:23 -0400 <ledzepped> @IngrahamAngle Our immigrantion system is a tragedy and a joke. I am no @realDonaldTrump supporter but on this issue, he is correct. Time to fix a broken, dangerous system. #Fixit
1008861767978639360 2018-06-18 19:59:23 -0400 <dawndwyer17> @leggtrucking @SenWarren @realDonaldTrump It is legal to seek political asylum!  Child abuse and holding children hostage is ILLEGAL. HMMMMMM. think about it if you are capable
1008861767735312385 2018-06-18 19:59:23 -0400 <time_sensative> @thehill if @realDonaldTrump can’t make money from charities, then no one gets the money.
1008861766837817344 2018-06-18 19:59:23 -0400 <shawnramsey1973> @larkininthrdark @realDonaldTrump Lol-I will bet you are still supported by you parents
1008861766695018496 2018-06-18 19:59:23 -0400 <WhoAmWeAnyway> And, it is @realDonaldTrump 's plate.  Only him, and I will remember this asshole when I vote, and my kids are voting the same way.  #fuckdonaldtrump  https://t.co/JcxTg2ZwSt
1008861765747085314 2018-06-18 19:59:23 -0400 <bazrad68> @realDonaldTrump *Boarder*??? It’s border ya twit LOL  https://t.co/nPerrKxKM7
1008861765373919232 2018-06-18 19:59:23 -0400 <Torgo3K> @JTTalkingPoints @davidhogg111 @realDonaldTrump   https://t.co/lDsyccBV1S
1008861764849631232 2018-06-18 19:59:23 -0400 <SerenityCH3> @realDonaldTrump Haven't heard the outrage over the beautiful lives lost  from MS-13,...it's just gross.... why can't they understand the big picture, it's beyond me. I wish they would just do some research!
1008861764572753921 2018-06-18 19:59:23 -0400 <TimJamesAuthor> @AmyKremer @realDonaldTrump You are a monster.
1008861764568657921 2018-06-18 19:59:23 -0400 <Alaskating> @realDonaldTrump Trump does mostly everything right and is going to be President again and they hate him for his excellence, foresight and making us the exceptional country we are with his leadership and energy.
1008861763696234496 2018-06-18 19:59:22 -0400 <ClaudiaWallace> @AndrewSolender @realDonaldTrump yes we have known that for awhile.
1008861761749958656 2018-06-18 19:59:22 -0400 <KairiCorral> @realDonaldTrump Change the GOP!
1008861761431396358 2018-06-18 19:59:22 -0400 <AeolianTheory> @LizzyBelleFox @SecNielsen @realDonaldTrump Don't thank her for her service. What she's doing isn't service. She is a horrible excuse for a human being.
1008861760810618880 2018-06-18 19:59:22 -0400 <RallandKerner> @TheLastRefuge2 @FBI @realDonaldTrump His answers were asnine in nature. The DOJ and FBI continues to be led by deep state misfits.
1008861760349237248 2018-06-18 19:59:22 -0400 <StevenMoney> @panascouse1 @SenWarren @paddie_em @realDonaldTrump No one is roaming into Mexico and scooping up kids. This is the difference. They come to us illegally, it is Congress' laws that say it is illegal. Stop rationalizing nonsense. Blame Congress.
1008861759082508289 2018-06-18 19:59:21 -0400 <gamgio1> @realDonaldTrump Just shut up.  You inhuman piece of shit.
