941095388190265344 2017-12-13 18:59:59 -0400 <Jeffrey39603590> @realDonaldTrump THATS MY PRESIDENT!
941095305310887936 2017-12-13 18:59:40 -0400 <monstergenius69> @EveryTrumpDonor @realDonaldTrump Well that's  $200 wasted
941095305277083650 2017-12-13 18:59:40 -0400 <vevgar> @realDonaldTrump 🖕🖕🖕🖕🖕U Both
941095305122066432 2017-12-13 18:59:40 -0400 <shadesofnuni> @realDonaldTrump Why didn’t you thank her in person before you had your goons toss her out onto the lawn.
941095304874614784 2017-12-13 18:59:40 -0400 <dwayne8874> @SheriffClarke @fallback2017 @realDonaldTrump   https://t.co/u4Wc2EXQ7d
941095304555827201 2017-12-13 18:59:39 -0400 <cdman69> @realDonaldTrump A #rat off a #sinking ship. Get used to it.  Can’t wait for you go next.
941095303196954625 2017-12-13 18:59:39 -0400 <SexyTrismegisto> @realDonaldTrump i hope the white house explode
941095303087837185 2017-12-13 18:59:39 -0400 <Meg004> @ChuckForUSA @SteveBannen @realDonaldTrump This isn't the real Steve Bannon. It's a parody account. Just sayin
941095303071129600 2017-12-13 18:59:39 -0400 <ForzaEnjay> @realDonaldTrump 😂😂😂  https://t.co/vePzCaFjd5
941095302643281920 2017-12-13 18:59:39 -0400 <rachelfran> @realDonaldTrump I heard she was carried out kicking and screaming .. what did you do to her? #WorstPresidentInHistory
941095302399868928 2017-12-13 18:59:39 -0400 <SHale1963> @realDonaldTrump Sure u do.
941095302332895232 2017-12-13 18:59:39 -0400 <Keith6222> @realDonaldTrump  https://t.co/6TcsSQ7xAt
941095302106189824 2017-12-13 18:59:39 -0400 <MichaelMalaetia> @ShafPatel @realDonaldTrump Only you
941095300520747010 2017-12-13 18:59:39 -0400 <Bweiser87> @realDonaldTrump You fired her... again.
941095299765952512 2017-12-13 18:59:38 -0400 <Michael64106508> @realDonaldTrump 🤣🤣🤣
941095299430387712 2017-12-13 18:59:38 -0400 <realBigBalls> @realDonaldTrump Let’s hope her book is as good as her service 😏
941095298524315648 2017-12-13 18:59:38 -0400 <Munkykracker> @realDonaldTrump  She's hot too.
941095297803005952 2017-12-13 18:59:38 -0400 <fuckthepotus> @realDonaldTrump You're a joke.
941095297438175232 2017-12-13 18:59:38 -0400 <robertabby> @realDonaldTrump Was she carried out of the wh?
941095297408577538 2017-12-13 18:59:38 -0400 <MaryWetton> @realDonaldTrump 🤣🤣🤣🤣🤣🤣. What the hell did she ever do🤣🤣🤣🤣🤣
941095295642824707 2017-12-13 18:59:37 -0400 <lanie_f18> @realDonaldTrump Her accomplishments were?
941095293633880064 2017-12-13 18:59:37 -0400 <JConabicycle> @realDonaldTrump That's why you went to north FL and BEGGED people to vote for him?  That's why you recorded robocalls?  You've got no coattails.
941095293621276683 2017-12-13 18:59:37 -0400 <2unfit> @realDonaldTrump Lol you're not fooling anyone, crazy man
941095291133952000 2017-12-13 18:59:36 -0400 <Skeen1a> @MeticulousPaul @kwilli1046 @Sunrise51052 @POTUS Bless @realDonaldTrump
941095291100520449 2017-12-13 18:59:36 -0400 <ag2900> @JennaBrowder @realDonaldTrump @replouiegohmert @CBNNews Look and the mess you’ve made in such a short time. Time soon to hand back the keys.
941095290735595521 2017-12-13 18:59:36 -0400 <WXu78367464> @realDonaldTrump every day got tooooooooo muuuuuch。twittered by trump wanna unfollow：）
941095290622369794 2017-12-13 18:59:36 -0400 <_whateva_> @realDonaldTrump Lol... Is the third time time charm.
941095290521767936 2017-12-13 18:59:36 -0400 <DanielLion16> @Jenniferhoffman @Alt_FedEmployee @realDonaldTrump @foxandfriends Without proof......
941095290425155584 2017-12-13 18:59:36 -0400 <MystiConnolly> @RyanRaton @ham1961 @realDonaldTrump @foxandfriends As in some I mean the ones who still support him after all that is going on.  I knew a few supporters here at first but even they are against him now.
941095290366554113 2017-12-13 18:59:36 -0400 <USAneedsTRUMP> @realDonaldTrump She was amazing!
941095290194612232 2017-12-13 18:59:36 -0400 <babzville1> @funder @realDonaldTrump How about ...9.  Show your taxes
941095289003433985 2017-12-13 18:59:36 -0400 <dumbingyoudown> Your seat is next, Traitor @SenShelby You do not represent this state. You obviously never changed your yellowdog heart. @MooreSenate @realDonaldTrump  https://t.co/iRQbE2MOiY
941095288881659905 2017-12-13 18:59:36 -0400 <GetFuktHoosier> @realDonaldTrump It needs to start before it is “continued”
941095288126652416 2017-12-13 18:59:36 -0400 <rexrothkingred> @realDonaldTrump Why did she leave?
941095286759452673 2017-12-13 18:59:35 -0400 <chaca_4_u> @realDonaldTrump   https://t.co/5i79J7CEkG
941095286038056961 2017-12-13 18:59:35 -0400 <MsDuhMeanor> @realDonaldTrump You're living in the People's house a$$hat. When your eviction date arrives, April will get first pick of your sh*t  https://t.co/B6pEy2SHK0
941095285383712770 2017-12-13 18:59:35 -0400 <rmonkeyhouse> @realDonaldTrump @foxandfriends So, pple know ur just a nobody off the street  so they won't vote for 4 anybody like u,like Roy Moore. It appears more pple grew  up a bit knowing to go against ur type of candidate
941095284725243904 2017-12-13 18:59:35 -0400 <ladydem65> @realDonaldTrump Lock him up! Lock him up! Lock him up! Woohoo
941095284276211713 2017-12-13 18:59:35 -0400 <TheTomLynn> @realDonaldTrump NOW GET OUT!
941095283261362177 2017-12-13 18:59:34 -0400 <m4cgr3g0r> @realDonaldTrump LOL. "dragged out of the WH residence"  "I wish you continued success."
941095282820890624 2017-12-13 18:59:34 -0400 <MantoroksCorpse> @ShafPatel @realDonaldTrump Do you just wait for him to tweet so out can effort post? Try other hobbies.
941095282774855680 2017-12-13 18:59:34 -0400 <dnki> @realDonaldTrump "and you're fired!"
941095281847951360 2017-12-13 18:59:34 -0400 <meucci_daniel> @perrysachs @realDonaldTrump Perry he is your President dope!
941095281772367872 2017-12-13 18:59:34 -0400 <AllenNonie> @GMaSueRox @Willamansett @lynn_runion @ClintonM614 @realDonaldTrump You can’t straddle the fence! You’re either conservative or liberal! There is no such thing as a conservative liberal! They have totally different views and lifestyles!
