941095388190265344 2017-12-13 18:59:59 -0400 <Jeffrey39603590> @realDonaldTrump THATS MY PRESIDENT!
941095386223169537 2017-12-13 18:59:59 -0400 <Mike75717002> @ShafPatel @realDonaldTrump Get a life dude,
941095386164420608 2017-12-13 18:59:59 -0400 <NeilDance> @realDonaldTrump Who
941095386147672064 2017-12-13 18:59:59 -0400 <FrannieT> @realDonaldTrump Now you are down to just one black friend - Ben Carson. That’s so sad. 😢
941095385740861440 2017-12-13 18:59:59 -0400 <P_Finley> @realDonaldTrump @Thomas1774Paine @LarryEKlayman @Telford_Russian #Bundytrial  https://t.co/4cS8jUDFDI
941095385535152128 2017-12-13 18:59:59 -0400 <kgunz2011> @realDonaldTrump She was escorted out by security guards! Shows how much you cared. Ha!
941095385430478849 2017-12-13 18:59:59 -0400 <Cats4mice> @indietroy @vicenews @realDonaldTrump And it’s as blatant an evil piece of garbage since the GOP “health care” reform afew months ago.
941095384922849281 2017-12-13 18:59:59 -0400 <Gordy_Donahue> @realDonaldTrump thank you obamarosa
941095384444792832 2017-12-13 18:59:59 -0400 <nullnotvoid> @realDonaldTrump Did you ever get to nail that?
941095383685652480 2017-12-13 18:59:58 -0400 <mistere2000> @ShafPatel @realDonaldTrump He's doing a great job MAGA!!
941095383496880128 2017-12-13 18:59:58 -0400 <SharonJenks4> @johncardillo @realDonaldTrump @Jim_Jordan Let him Jordan head up the 2nd counsel.
941095383148781570 2017-12-13 18:59:58 -0400 <MikeElkins98> @realDonaldTrump MAGA!
941095382947282944 2017-12-13 18:59:58 -0400 <BruceBane66> @realDonaldTrump FUCK YOU!!! #WednesdayWisdom
941095381617831936 2017-12-13 18:59:58 -0400 <xtragrnd> @realDonaldTrump @foxandfriends You’re a joke.
941095380309209090 2017-12-13 18:59:58 -0400 <DavidMc88477562> @realDonaldTrump Was she good
941095379818475520 2017-12-13 18:59:57 -0400 <DankMemes873> @ShafPatel @realDonaldTrump No one likes you
941095379503931403 2017-12-13 18:59:57 -0400 <RobertG35947779> @ShafPatel @realDonaldTrump #Putinbot #Putinspuppet
941095379260416000 2017-12-13 18:59:57 -0400 <Harksong> @realDonaldTrump The man who stole our White House has always been a loser, is compromised by the Russians for 30 years and after reading this he is a lecherous fat slob. Throw him out in the street where he belongs. America has had enough!  https://t.co/AZhXN45wEA
941095378006392832 2017-12-13 18:59:57 -0400 <wlsalyers> "- if Alabama elects liberal Democrat Doug Jones, all of our 'progress' will be stopped cold." Oh, PLEASE tell me you meant that, @realDonaldTrump!  https://t.co/tSZNVGAKEF
941095377926873089 2017-12-13 18:59:57 -0400 <shelleystj> @realDonaldTrump Yep, everyone predicted you would do this and what is so unsettling is why.
941095376978837504 2017-12-13 18:59:57 -0400 <evepeyser> @sassygayrepub @realDonaldTrump No Omarosa is
941095376223916032 2017-12-13 18:59:57 -0400 <shadowtaps> @tedlieu @realDonaldTrump How could his numbers go up “mightily“ if he lost?  Think you made a mistake. They went down “mightily”
941095374659338240 2017-12-13 18:59:56 -0400 <Freever_> @ShafPatel @realDonaldTrump A clear put.in sore thumb  https://t.co/zmeeQPA6M2
941095373220626433 2017-12-13 18:59:56 -0400 <AccessMidwest> @ShafPatel @realDonaldTrump On the contrary, Americans and American businesses support you, Mr President!
941095373078188032 2017-12-13 18:59:56 -0400 <z56po> @StaciaRR @NFLMcHollington @realDonaldTrump You feel bad about not telling the world a guy hit on you 20 years ago?
941095370377003008 2017-12-13 18:59:55 -0400 <ladydem65> @realDonaldTrump #ImplementRussianSanctions  #TrumpsTheWorstPresidentEver.  #trumppeepeetapes  #SteeleDossier #TrumpDayCareActivities #GOPTaxScam #GOPLies
941095370230075392 2017-12-13 18:59:55 -0400 <MyyTwoCentss> @dukkiller9 @sweetcher62 @BPPope @GOP @realDonaldTrump They are "Muslims" &amp; they are born Americans, there are millions of them, "Merlin".
941095369554804736 2017-12-13 18:59:55 -0400 <CJsRebellion> @realDonaldTrump   https://t.co/qIZ9Z42Pw8
941095369433407488 2017-12-13 18:59:55 -0400 <KenAshford> @realDonaldTrump Yeah. That'll calm her down.
941095369013837824 2017-12-13 18:59:55 -0400 <m_robertson401> @realDonaldTrump This is at least the 3rd time you’ve fired her
941095366275031041 2017-12-13 18:59:54 -0400 <cellophanetaffy> @realDonaldTrump just say "you're fired." it's the one thing people liked u for
941095364349911040 2017-12-13 18:59:54 -0400 <Frances17699998> @realDonaldTrump Omarosa is not here Dotard.
941095363527790592 2017-12-13 18:59:54 -0400 <watt_lolo> @realDonaldTrump It’s Christmas. You’re FIRED! #sad  https://t.co/a8VbiefBSw
941095363301265409 2017-12-13 18:59:53 -0400 <IJaegermeister> @realDonaldTrump What did she do for whatever outrageous salary she was paid by taxpayers?
941095363259322368 2017-12-13 18:59:53 -0400 <sheepvoter> @realDonaldTrump You are a wonderful President keep up the good work
941095362575532033 2017-12-13 18:59:53 -0400 <CKscullycat> @realDonaldTrump Ahahahahaha! What’s she got on you?? I’ll bet it’s juicy 🤣
941095362156048384 2017-12-13 18:59:53 -0400 <bluewaveoc> @realDonaldTrump   https://t.co/F13s48QCvO
941095362063986689 2017-12-13 18:59:53 -0400 <KellyIris19> @realDonaldTrump @foxandfriends MEDIA.  And speaking of jokes, have you heard the one about the "president" who had 3 million less votes that the person he ran against?
941095361652723713 2017-12-13 18:59:53 -0400 <perrycomo_> @realDonaldTrump Jump ship while you have a SHRED of dignity...
941095361535533058 2017-12-13 18:59:53 -0400 <MrDonEden> @realDonaldTrump I think that was the fourth time you fired her. I’m beginning to think that you don’t actually hire “the best people.”
941095360956633088 2017-12-13 18:59:53 -0400 <maryderrickart> @UniteAlbertans @realDonaldTrump Oh I don't believe ANYONE really believes IQ45 on these accusations especially after hearing the locker room talk.... I'm pretty sure the vast majority would believe the women, I know I do !  #IBelieveTheWomen  he needs to #Resign
941095360864415745 2017-12-13 18:59:53 -0400 <FrankNC333> @realDonaldTrump   https://t.co/rwNt751LV3
941095360830853120 2017-12-13 18:59:53 -0400 <HougenJ> @realDonaldTrump Don't let door hit you on the way out.
941095360419725312 2017-12-13 18:59:53 -0400 <plspassthepinot> @realDonaldTrump   https://t.co/I1V534yTRc
941095359929044993 2017-12-13 18:59:53 -0400 <RossGinsberg> @realDonaldTrump Didn't your secret service have to removed her from the WH because daddy Kelley said she can't see you?
941095359325114368 2017-12-13 18:59:53 -0400 <1johanwit> @ShafPatel @realDonaldTrump We actually think they are terrorists, don't speak 4 me.
941095358893092864 2017-12-13 18:59:52 -0400 <SexyTrismegisto> @realDonaldTrump kill temer he's a dictator
941095358515494912 2017-12-13 18:59:52 -0400 <innes_wight> @realDonaldTrump   https://t.co/mPFxObnRh6
941095358502985728 2017-12-13 18:59:52 -0400 <flywithkamala> @realDonaldTrump Funny how you fire the top Black Woman in your Administration immediately after Black Women elected Doug Jones in Alabama.  You can’t handle reality — Black Women defeated you! #Kamala2020 ✊🏿👏🏿
941095358280605696 2017-12-13 18:59:52 -0400 <mountainfett> @realDonaldTrump Hahahahahaha!!!
941095357928353798 2017-12-13 18:59:52 -0400 <_sheateher> @realDonaldTrump   https://t.co/pGpLewvBmt
941095357533974530 2017-12-13 18:59:52 -0400 <matthewdalton99> @realDonaldTrump Omarosa showing up to Mueller’s office tomorrow.  https://t.co/L69kwYrDpw
941095357114658816 2017-12-13 18:59:52 -0400 <Christy52185968> @realDonaldTrump She hates you...you fired her. We the people are glad you did though.
941095356305170432 2017-12-13 18:59:52 -0400 <LoisWil22702392> @RealJoviVal @Velvetpage @Real_Assange_ @realDonaldTrump No Moore lost!!! We won!!!
941095355814371328 2017-12-13 18:59:52 -0400 <Regnartterb> @realDonaldTrump “Continued success”? When exactly did she start succeeding?
941095355449405440 2017-12-13 18:59:52 -0400 <7mil1> @realDonaldTrump Arrest muller and hilary,and obama and bill this is the highest form of treason possible ,get off your hands and arrest these people now this is the moment to take back our country from these communist socialists arrest them now(WE ARE TIRED OF LOOKING LIKE FOOLS
941095354606419968 2017-12-13 18:59:51 -0400 <FiltersRus> @realDonaldTrump @BGiampolo So did ya get to say " yer Fired!!" like you did on Celebrity Apprentice??
941095354367401985 2017-12-13 18:59:51 -0400 <The2ndA> @Cofvef @POTUS @realDonaldTrump @Cofvef , you gotta teach me how!! You are my #Yoda!  https://t.co/o4hXgyNoFp
941095353838899205 2017-12-13 18:59:51 -0400 <HDrickhamer> @will_c_fischer @varda_friedman @realDonaldTrump   https://t.co/1sBCJi4tPN
941095352836374529 2017-12-13 18:59:51 -0400 <Pikminister> @QPQinChicago @realDonaldTrump I mean who else but a PEDOPHILE like #RoyMooreChildMolester goes up to a 14 year old child and tells her that he'll be dating her within two years.  That's exactly what Trump did. No wonder he supported Roy Moore...    https://t.co/efxDGL9LLG
941095352110854145 2017-12-13 18:59:51 -0400 <ChadReighard> @realDonaldTrump I heard she was fired for causing drama and was escorted out....
941095351905345536 2017-12-13 18:59:51 -0400 <lipkinlip> @realDonaldTrump No you don’t
941095351297089536 2017-12-13 18:59:51 -0400 <OMETA16> @MonmouthPoll @stylemstrg_jon @realDonaldTrump TIME for the "HOUSE" CLEANING NEEDED to: #DumpTrump #DumpTrump #DumpTrump
941095350823211009 2017-12-13 18:59:50 -0400 <DuchampMark> Reflection on the Roy Moore defeat: the choice of Jeff Sessions as AG keeps hurting @realDonaldTrump. It may be the one decision that will help kill his presidency most. That, and his about face regarding foreign wars.  https://t.co/3DNa8ugGlp
941095350672265216 2017-12-13 18:59:50 -0400 <howbouthemcards> @realDonaldTrump Love you mr.president
941095350034681856 2017-12-13 18:59:50 -0400 <glamelegance> @realDonaldTrump ‘We’re going to win so much, you’re going to be so sick and tired of winning.’ You are not winning. 🤡
941095349778894848 2017-12-13 18:59:50 -0400 <Dancing_Rabbit> @realDonaldTrump   https://t.co/y5yv2YWwwP
941095349686501378 2017-12-13 18:59:50 -0400 <BrandonBeecher7> @realDonaldTrump Please Help Us, Pray for my Mother &lt;3  https://t.co/T2A1X2EKrZ
941095349531357184 2017-12-13 18:59:50 -0400 <Ray_Miller_007> @jayhup @SenWarren @SenGillibrand @realDonaldTrump PS. I don't struggle. Please don't be offensive. I have a Bachelor of Science Degree in Accounting, MBA, graduated from the Hagen School of Business, and I am a member of Beta Gamma Sigma as a nation recognized scholar. I an happy 2 admit I am wrong, based in fact, &amp; not opinion
941095348872859648 2017-12-13 18:59:50 -0400 <Jacquel31604635> @ShafPatel @realDonaldTrump BOOM💥
941095348411408384 2017-12-13 18:59:50 -0400 <WTFuLO_oKinAT> @SekojoSZS @LavertuJS @BeverlyAdams56 @Sal_Robins @mamaknock1 @MGFox_SCDem @realDonaldTrump So at week 25 it has no organs so it’s ok to kill it then?
941095348109443072 2017-12-13 18:59:50 -0400 <dezi41> @ShafPatel @realDonaldTrump You're delusional, don't answer for things you have no idea about 🙄
941095345408262144 2017-12-13 18:59:49 -0400 <crimsonjester> @realDonaldTrump As she escorted out the door, Trump tries to make it sound like a mutual decision LOL
941095345236328448 2017-12-13 18:59:49 -0400 <Texastwosteptwo> @hale4jesus @realDonaldTrump What about Flynn
941095345093775361 2017-12-13 18:59:49 -0400 <deg2> @realDonaldTrump Good try, dude, but she'll still flip on you like a pancake.
941095343030026240 2017-12-13 18:59:49 -0400 <tristantheblerd> @realDonaldTrump I guess someone flashed a camera at her
941095342962982913 2017-12-13 18:59:49 -0400 <DERBY10> @realDonaldTrump Need to get as faraway as she can from you.
941095341918601216 2017-12-13 18:59:48 -0400 <sotexsis> @Real_Assange_ @realDonaldTrump Really? More like how many of our citizens stood long hrs in line and lost hrs of work(pay) to vote. STFU.
941095341847441408 2017-12-13 18:59:48 -0400 <jbarab> @realDonaldTrump "Continued?"
941095341327130624 2017-12-13 18:59:48 -0400 <ebrowntom> @realDonaldTrump No more free nookie!  #Pervert
941095341310476288 2017-12-13 18:59:48 -0400 <rickmeister_the> @StaciaRR @realDonaldTrump Bring out the proof or STFU.
941095341163720704 2017-12-13 18:59:48 -0400 <chemosh933> @realDonaldTrump Hello Dan Scavino,  welcome to the #reckoning
941095340110835712 2017-12-13 18:59:48 -0400 <WJTseattle> @realDonaldTrump Omarosa mush know something........
941095339817357312 2017-12-13 18:59:48 -0400 <teresajo24540> @realDonaldTrump She did nothing.
941095339259514887 2017-12-13 18:59:48 -0400 <andreazoet> @realDonaldTrump You still have one black friend, Ben Carson 👍
941095338412269568 2017-12-13 18:59:48 -0400 <USAneedsTRUMP> @ShafPatel @realDonaldTrump Bot harder
941095337980293120 2017-12-13 18:59:47 -0400 <burstein_m> @realDonaldTrump LOL
941095337955078144 2017-12-13 18:59:47 -0400 <uniqueoneofme1> @realDonaldTrump There it is. Just like @CNN predicted lmao. @CNN you’re good!!
941095337418219520 2017-12-13 18:59:47 -0400 <Funk_USMC> @LeahDTurner @ThreeJek @MagsBitchs @realDonaldTrump And you need a professional to fix those eyebrows you drew on your forehead honey.
941095337376313346 2017-12-13 18:59:47 -0400 <moretolife57> @realDonaldTrump Service??? What the hell did she actually do?
941095337262845952 2017-12-13 18:59:47 -0400 <RealMiniPoppins> @realDonaldTrump uh ohhhhh  niceties?  ok what’d you do to her.  out with it.
941095336982077444 2017-12-13 18:59:47 -0400 <silshagan> @realDonaldTrump I'm so sad that she had left your team and the White House!!  She loved you and was such a passionate supporter.
941095336667262976 2017-12-13 18:59:47 -0400 <Ranjeet48729636> @realDonaldTrump Hello
941095335283261440 2017-12-13 18:59:47 -0400 <cb31970> @realDonaldTrump "Service"......#whatadick
941095334931025920 2017-12-13 18:59:47 -0400 <WonkaTalksSprts> @realDonaldTrump How many times have you fired her?
941095334469685248 2017-12-13 18:59:47 -0400 <hopelesslyhippy> @realDonaldTrump You're so full of it.
941095334184448000 2017-12-13 18:59:47 -0400 <5TRINALYNN> @realDonaldTrump She's a failure, just like you. #FUCKINGMORON
941095333332910080 2017-12-13 18:59:46 -0400 <CantorDubin> @realDonaldTrump Haha! Who’s really texting that?
941095332477145088 2017-12-13 18:59:46 -0400 <yue1149> @ShafPatel @realDonaldTrump 打死他
941095330019393538 2017-12-13 18:59:46 -0400 <ROSSFLEMINGJR1> @realDonaldTrump Concrete VICTORY OVER THE WOMEN HATERS SIDE REPUBLICANS!
941095329482412034 2017-12-13 18:59:45 -0400 <Lvstarlet64> @ShafPatel @realDonaldTrump U r insignificant and a bot from another country. Get a life!9
941095329155485696 2017-12-13 18:59:45 -0400 <chefboyamisexy> @realDonaldTrump chill or be chilled don
941095328970870785 2017-12-13 18:59:45 -0400 <SuperZoda> @realDonaldTrump Oh she left, what a drag.
941095328442404869 2017-12-13 18:59:45 -0400 <anderson_jayy> @realDonaldTrump Yes sir!
941095328303976457 2017-12-13 18:59:45 -0400 <TeedIsMe> @aseeger3 @Gregtechelp @Don_Deplorable @LynwoodTalks @Monks_two_cents @staggerlee420 @NoDemocrats2020 @Jewels2889 @jrbloom56 @RhondaSexton17 @JoePatriot6 @52stillAlive @manners1_jim @usaforyoubruv @mlong42947 @TheFewthe @Lpac2017 @mis5ms @kathy_borthwick @Goodoz @AmauThomas @dennie_beth @Pixinamerica1 @gembalm @BLUECHARGER69 @SeditionNOLA @ebSnider @america22561 @MarkBraden10 @todd_marland @CynthiaRunnels1 @SharrDonald @Patriot4sure @BelangerLaw @ThereseOSulliv2 @AlexandraBlues @HarleyQuinnMuaw @wwwillstand @basedinfidel8 @John_Nassif @RealRayzer @b_rgb @TechQn @RogerBanksEsq @americashawk @Kamehamedoukenn @RobertEThrasher @MNeddeau @realDonaldTrump @MooreSenate 😍😘
941095327511166976 2017-12-13 18:59:45 -0400 <qdsworld> .@realDonaldTrump, ya done f*cked up, Hit on the wife of a hockey player who's won Stanley Cups, Sure, you're the President, and you think it's bold, But the Secret Service won't save you when Lucky Luc knocks you cold.  #YouTriedToGrabTheWrongP*ssy #NowRobitailleWillMakeYouPay
941095326362071042 2017-12-13 18:59:45 -0400 <KathyRickert1> @realDonaldTrump Rrrrriiiiighttttttt! Heard she was dragged kicking and fussing
941095326240317443 2017-12-13 18:59:45 -0400 <BullyMom86> @Czechmate4444 @iKahnicvoice @knitalot @realDonaldTrump You do know he cancelled the program that keeps veterans from becoming homeless and encouraging war which will send a lot of our military to their death. They don't like him and he doesn't give a shit.
941095324637990912 2017-12-13 18:59:44 -0400 <laterell2004> @realDonaldTrump   https://t.co/nuf9ovmqwj
941095323941900289 2017-12-13 18:59:44 -0400 <justdaveob> @realDonaldTrump 💩
941095322780094464 2017-12-13 18:59:44 -0400 <Charlie08762651> @realDonaldTrump Yeah I'll continue being at 6s
941095322641620992 2017-12-13 18:59:44 -0400 <carebearstare12> @realDonaldTrump What happened? She left why?
941095322616516609 2017-12-13 18:59:44 -0400 <Mommadocando> @realDonaldTrump Oh Kelly got  rid of her for giving you fake news stories
941095321681133568 2017-12-13 18:59:44 -0400 <Geri_inlightof> @Dargamogirl @mkraju @realDonaldTrump @DonaldJTrumpJr   What a comparison Trump’s at bottom of trash heap, Diana’s children stellar but look at the way each were raised and by who
941095320993370112 2017-12-13 18:59:43 -0400 <francisco_sam> @realDonaldTrump No good news 4 #FakePresident: MUELLER´S FITNESS COULDN´T BE BETTER THAN ON WEDNESDAYS!  #FakePresident: „Now it all starts to make sense!“   #UNTRUMP THE WORLD #FREETWITTER     https://t.co/UMD4rt2TvK     https://t.co/TOJboaTxYm  https://t.co/y3QHJCw8uE
941095320410296322 2017-12-13 18:59:43 -0400 <ObamaLeaf> @realDonaldTrump You don't hire the best people
941095320058060800 2017-12-13 18:59:43 -0400 <SharonHBanning> @realDonaldTrump Another one bites the dust. They’re falling fast now. It’ll be your turn soon.
941095319743422464 2017-12-13 18:59:43 -0400 <10903> #NYT - Now Music Mogul Russell Simmons Is Accused of Rape by 3 Women   Down goes another #libtard @cspanwj @realDonaldTrump  https://t.co/PI0VLXN7lh
941095319642820610 2017-12-13 18:59:43 -0400 <DandiLions2> @realDonaldTrump Nice departing words.
941095318841712641 2017-12-13 18:59:43 -0400 <Sissyfy_68> @LIsaRunion @JennaBrowder @MichalDouglas9 @realDonaldTrump @replouiegohmert @CBNNews #America isn’t a Mulberry Bush You’re accusing its President and Commander In Chief of a crime or wrong doing in which you #Cannot and #HaveNot displayed any #FACTS of such!  The last I checked #DeprivationOfCharacter is an #Illegal Act‼️
941095318828888066 2017-12-13 18:59:43 -0400 <stioux> @realDonaldTrump USA Today declared that “a president who would all but call Sen. Kirsten Gillibrand a whore is not fit to clean the toilets in the Barack Obama Presidential Library or to shine the shoes of George W. Bush.”
941095318162157573 2017-12-13 18:59:43 -0400 <_alex_mac_> @realDonaldTrump Alright who the fuck is writing these tweets.
941095317939798018 2017-12-13 18:59:43 -0400 <OutToLunch420> @realDonaldTrump LOL...Rats jumping ship Dotard!
941095317318930434 2017-12-13 18:59:43 -0400 <scott_vfr> @sassygayrepub @realDonaldTrump No
941095316778029056 2017-12-13 18:59:42 -0400 <JoeBidenWon2020> @realDonaldTrump   https://t.co/rDKVBGlFPA
941095316530581504 2017-12-13 18:59:42 -0400 <CarolSGardenFly> @ShafPatel @realDonaldTrump Forget not wanting him in office - we don't want him sharing our planet!
941095316211879936 2017-12-13 18:59:42 -0400 <FoxHpk> @realDonaldTrump Fake good wishes
941095316161486848 2017-12-13 18:59:42 -0400 <robbiehowell> @realDonaldTrump What did she do?
941095315335151623 2017-12-13 18:59:42 -0400 <Nostradonny> @realDonaldTrump "Your fired....again... I should be, too...."   #FakePresident #muckingforon
941095314999693313 2017-12-13 18:59:42 -0400 <The_Lone_Apple> @realDonaldTrump In hell.
941095314987024386 2017-12-13 18:59:42 -0400 <BGHCol> @realDonaldTrump I heard you had her dragged out by the Secret Service. Classy!
941095314777366528 2017-12-13 18:59:42 -0400 <PoliticalDoodle> @sassygayrepub @realDonaldTrump Yes. The best thing since Pearl Harbor.
941095314475200513 2017-12-13 18:59:42 -0400 <knowbody8772314> @WhiteHouse Similar rantings to @realDonaldTrump
941095313632387077 2017-12-13 18:59:42 -0400 <Trece_patrice> @ShafPatel @realDonaldTrump Speak on behalf of yourself !
941095311069601792 2017-12-13 18:59:41 -0400 <Thseldo4me> @realDonaldTrump Perhaps you should reflect upon the loss by #RoyMoore &amp; the texts sent by #PeterStrzok as a sign of repudiation of you as a person. Even @USAToday said you aren't fit to clean toilets The #redwall you believe will protect u is breaking up. #TrumpTrainCrash #Mueller gets #Trump
941095310415269888 2017-12-13 18:59:41 -0400 <earlydig> @realDonaldTrump oh puhleeze @realDonaldTrump do not even pretend that you are a Republican.
941095310004244482 2017-12-13 18:59:41 -0400 <debz526> @ShafPatel @realDonaldTrump Get off his twitter since u don’t like him.
941095309383434241 2017-12-13 18:59:41 -0400 <FBEsposito> @MatthewModine @realDonaldTrump @GOP Just another list item.  https://t.co/KbVWk23V0a
941095309345730562 2017-12-13 18:59:41 -0400 <abiding330> @realDonaldTrump @foxandfriends Is the @foxandfriends there as the biggest joke of all?
941095307407847424 2017-12-13 18:59:40 -0400 <DeeAvendano> @realDonaldTrump Losing BIGLY.
941095307135279105 2017-12-13 18:59:40 -0400 <4everNeverTrump> @realDonaldTrump LOL! You fired her!  AGAIN!  Then had her dragged out the White House!  What exactly did she do in the White House anyways?
941095306527236096 2017-12-13 18:59:40 -0400 <yogananny> @MAGARoseTaylor @fool4thetruth @realDonaldTrump @AmericanHotLips @MAGAGwen @RuthieRedSox @thebradfordfile @stacy_redvirgo @NIVIsa4031 @RNRKentucky @Hoosiers1986 @JrcheneyJohn @carrieksada And for the next Seven years!
941095306220974080 2017-12-13 18:59:40 -0400 <MaryStGeorge2> @stevenmnuchin1 @IvankaTrump @realDonaldTrump 🤮🤢🤑🤮🤢🤑
