953054182952591362 2018-01-15 18:59:58 -0400 <jengburke> @davidaxelrod @realDonaldTrump He is a racist fraud.
953054131576623105 2018-01-15 18:59:46 -0400 <SSteve115> @wilderoosje @IngrahamAngle @realDonaldTrump The Dems. He ask for 20. Probably would have settled for 15. They offered nothing. 1.6 has already been approved. Not a good faith offer
953054130406174720 2018-01-15 18:59:46 -0400 <MooseWJ> @realDonaldTrump Liar in Chief or is it Conspirator in Chief or Colluder in Chief or Bigot in Chief.  So many hats you wear. Sad!!!!
953054128279867393 2018-01-15 18:59:45 -0400 <WoodlandNative> @MSNBC @AliVelshi @realDonaldTrump @PressSec @TomiLahren trump and the wife he ordered immigrants and the 5 white guys deciding the DACA outcome are immigrants. If you are not indigenous to this Continent you are an IMMIGRANT tomi lahren ancestors are living on Native homestead land in SD  https://t.co/tgpe8pmBHt
953054126711230464 2018-01-15 18:59:45 -0400 <LaurettaHKielko> @Lrihendry @FoxNews @ericbolling @realDonaldTrump He’s destined for better endeavors than Fox!!   Fox has too many liberal clowns!
953054125998182401 2018-01-15 18:59:45 -0400 <gary_ambridge> @realDonaldTrump   https://t.co/Iarr31fkOD
953054119614443520 2018-01-15 18:59:43 -0400 <acapri74> @edhenry @realDonaldTrump @marthamaccallum Good!! The less we have to look at them, the better
953054113708650497 2018-01-15 18:59:42 -0400 <YaaYaaWhat> @DonaldJTrumpJr @realDonaldTrump Why are u so obsessed with president obama?
953054113125814272 2018-01-15 18:59:42 -0400 <Kinmartindoug13> @Ricardo74796315 @FoxNews @AlvedaCKing @realDonaldTrump Looking down in shame, but I'm sure that you care more about what Alveda said than what MLK the 3rd said today!
953054111540314113 2018-01-15 18:59:41 -0400 <Wang_Lang> @not_that_actor @rockrapunzel @fubaglady @realDonaldTrump @netanyahu As a “lefty” I want to say that I thank you having the decency to not send me breitbart news. You are allowed an outlet as long as it’s reporting actual accomplishments. Withdrawing from the Paris Agreement isn’t an accomplishment as much as a reversal of Obama era policy.
953054111171317761 2018-01-15 18:59:41 -0400 <map408psu> Three days ago, @realDonaldTrump “encourage[d] all Americans to observe this day with acts of civic work and community service in honor of Dr. King’s extraordinary life“. Today, he tweeted and went golfing.  https://t.co/BQZnfuNVWx #MLKJrDay
953054109568942080 2018-01-15 18:59:41 -0400 <JDThomas13> @DonaldJTrumpJr @realDonaldTrump They don’t get $1000 until they’ve been there 20 years!
953054108738441216 2018-01-15 18:59:41 -0400 <Elenhiia> @IllawarraFlame @aedangk @NoBadHairDays2 @hawaii @realDonaldTrump No, I wasn't. I don't need to be in a place where something horrible is happening to care about the people it's happening to.
953054106658091009 2018-01-15 18:59:40 -0400 <Chachachewee> @chuckschumer   If you claim to have never heard “that language” I suspect either you’re lying or never watched your niece Amy Schumer’s live show  I call BULL_HIT Chuck!  @realDonaldTrump @seanhannity @LouDobbs @IngrahamAngle @MarkSimoneNY @MariaBartiromo  https://t.co/ITJYbJ3PrM
953054105798406145 2018-01-15 18:59:40 -0400 <401turbo> @adelphean70 @WaltzingMtilda @realDonaldTrump Trump raises funds for veterans and turns over the funds in a reasonable time frame. How much money did the Clinton's raise for Haiti 8 years ago? How much has been turned over? But by all means, one of us is clearly deranged and it's definitely not me.
953054104112259072 2018-01-15 18:59:39 -0400 <Temocracy17> @realDonaldTrump Who would trust you?  You lie constantly, and you don’t even do that well. #IBelieveDurbin
953054103948709889 2018-01-15 18:59:39 -0400 <AngelaYork62> @jimmykimmel @realDonaldTrump You are a 2 year old
953054103609008128 2018-01-15 18:59:39 -0400 <aldeist> @FoxNews @jpaceDC @realDonaldTrump Ms Pace is another: Contempt prior to investigation. And.....she’s not smart.  Pitiful!
953054102291824640 2018-01-15 18:59:39 -0400 <jtreejoe> @realDonaldTrump Speaking of blowing...... how's Melania taking the whole porn star thing?
953054101683634176 2018-01-15 18:59:39 -0400 <jaristmtrs> @realDonaldTrump Dems:  Shut-down the govt on Friday if no DACA bill!!!
953054097787228160 2018-01-15 18:59:38 -0400 <digrigs66> @rickandrews84 @THeinrich22 @realDonaldTrump Rick you do realize Senators don’t actually “operate “ their state right?  That’s what the governor &amp; state representatives do. Senators merely represent their state on the federal level.....
953054097413849088 2018-01-15 18:59:38 -0400 <thrunched> @realDonaldTrump @SenatorDurbin has been my senator for many years, and has shown himself to be upright. You OTOH, have shown you are corrupt, dishonest, ignorant in governing, and unfit. And your cronies and their belated memories untrustworthy as well.
953054097250271232 2018-01-15 18:59:38 -0400 <WayneHarrison> @debpb57 @WhiteHouse @realDonaldTrump Civic work or community service in MLK's memory is not sitting around and talking about it. It's also not going out and playing golf after urging others to honor the civil rights icon with action.
953054096075849728 2018-01-15 18:59:38 -0400 <CarletteHarris1> @BoomerTheYorkie @realDonaldTrump Far from a snowflake.  Not arguing with you.  I use Twitter for open dialogue with both sides.  Not everyone is going to agree.  But at the end of the day we all suffer from the batshit crazy inexperienced con man.  #ShitholePresident
953054095396384768 2018-01-15 18:59:37 -0400 <Theflyone5000> @danajhidalgo @jenna92821 @amandart101 @ARTISTstacy @realDonaldTrump So dumb, please delete your Twitter app.
953054093148377088 2018-01-15 18:59:37 -0400 <cheerdec> @smerconish @MichaelWolffNYC @CNN @cnni @realDonaldTrump You are definitely biased toward trump Michael. Just agree and get on with it.
953054092229685248 2018-01-15 18:59:37 -0400 <AmericasImpetus> @realDonaldTrump @SenatorDurbin "We" DEMAND #INTEGRITY ! @GOP "We" DEMAND funding for the best Military, Defense and Security IN THE WORLD! #DoYourJob  https://t.co/35gtGW6qkw
953054090090643456 2018-01-15 18:59:36 -0400 <denise_osborne> @funder @realDonaldTrump Breaks my heart! What cold blooded piece of shit president do we have? How long do we as Americans let him keep up his insanity?
953054084512337920 2018-01-15 18:59:35 -0400 <Mike121948> @rareliberty @RandPaul No way this should be passed without knowledge of what @DevinNunes saw. What patriots will stand with you @tedcruz @TomCottonAR @LindseyGrahamSC @realDonaldTrump @GOP   Seriously abuses during last election much bigger threat than Russia. Protect our rights or fail history
953054084315209728 2018-01-15 18:59:35 -0400 <loveturkeys> @MalMalloyTweets @realDonaldTrump   https://t.co/pCHUOIeApU
953054081437851649 2018-01-15 18:59:34 -0400 <nate_pippert> @NBCNews @realDonaldTrump Maybe you should listen and take notes from President Reagan...
953054081177800704 2018-01-15 18:59:34 -0400 <OPCGhost> @DTrumpPoll @POTUS @realDonaldTrump When you skew the questions of a poll in such a way that give a 3 positive answers an 1 negative, but still lose. Lol.
953054080049524736 2018-01-15 18:59:34 -0400 <jcurry727> @realDonaldTrump It stinks getting called on your racist agenda. Shame on you and all those who voted you into office #onetermonly
953054075993706498 2018-01-15 18:59:33 -0400 <Larsofhaus1> @PhoebeDRobinson @nameredacted5 @realDonaldTrump The END of the last 8 years of Darkness is coming!  https://t.co/ejCDHXlH3c
953054074269704193 2018-01-15 18:59:32 -0400 <all2kool> @realDonaldTrump   https://t.co/61guYNJ7eQ
953054073988702208 2018-01-15 18:59:32 -0400 <Bamaof9> @TrumpsBrain @ericbolling @realDonaldTrump @RandPaul   https://t.co/dAaoJUhjM5
953054070742405120 2018-01-15 18:59:32 -0400 <jtario> @sassygayrepub @realDonaldTrump It doesn’t bother you that Trump tried to kick out the LGBT military ? #confused
953054070192967681 2018-01-15 18:59:31 -0400 <Werd_ny17> @realDonaldTrump You it’s you doing that
953054069865709569 2018-01-15 18:59:31 -0400 <saabreu56> @realDonaldTrump   https://t.co/UMgvFVaJi2
953054069182095361 2018-01-15 18:59:31 -0400 <HereFlip> @SpayMsm @WilliamNSmith3 @PlanetVulcanone @KingMoFoMonkey @thomasn61710689 @MTReserved @Doll_260 @AJmarti95995920 @realDonaldTrump @FiveRights Lmao that's hilarious
953054069010116616 2018-01-15 18:59:31 -0400 <larrycolumbus> @realDonaldTrump Hey Pal: Please explain to All Americans why we are paying thousands for you to fly to Florida for one round of golf. Please Explain !
953054067236003840 2018-01-15 18:59:31 -0400 <musdan77> @jewelk @bocavista2016 @realDonaldTrump Wow, I've never seen so much #FakeNews in one meme before. 🙄
953054066829156354 2018-01-15 18:59:31 -0400 <EH_CBunny> ⚡️ “Trump doubles down on blaming Democrats for immigration deal problems” because @realDonaldTrump know the @GOP refuses to back his #racist agenda of #BorderWall and #MeritBasedImmigration   Bush solved illegal immigration with Secure Fence of 2008   https://t.co/GBzPRNNh0i
953054066346733568 2018-01-15 18:59:30 -0400 <DogoodForToday> I do not believe @realDonaldTrump ever in intended to create a pathway to citizenship for DACA. He believes that there are only two types of immigrants; criminals and those that work for him. He has sabotaged solutions &amp; forbidden the @GOP to find a solution.
953054064673198080 2018-01-15 18:59:30 -0400 <ArgeoDominguez> @realDonaldTrump Mr President is Time Now   Look at the example of #Cuba and the error of the administration of JF Kennedy
953054063821709312 2018-01-15 18:59:30 -0400 <daniel5678> @realDonaldTrump Your SHITHOLE comment will get American service members killed. You should  be censured, impeached, thrown in federal prison. #TrumpRussia
953054061363978240 2018-01-15 18:59:29 -0400 <SharpHitchRetro> Right @realDonaldTrump @MikePenceVP @gop ?  https://t.co/sy2DaIWNrd
953054060801765376 2018-01-15 18:59:29 -0400 <LutherReed> @realDonaldTrump Now is not the time to talk about that. Today a 14 year old boy was shot and killed in Washington DC.
953054059036110848 2018-01-15 18:59:29 -0400 <Rockazam011> @CarfoVinny @FoxNews @RandPaul @realDonaldTrump Let me guess.  You’re a real top notch expert on the Clinton foundation and what they do?  But I do respect the freedom people have to express what ever comes across their minds.  Me, I saw an Alien land in my back yard a few minutes ago.  I think it was Trump looking for Pussy.
953054058255929344 2018-01-15 18:59:29 -0400 <JPoBTV> @realDonaldTrump Stop bringing the military into this, YOU ended DACA
953054057370996736 2018-01-15 18:59:28 -0400 <Babsl514> @realDonaldTrump Everything you do hinges on that stupid border wall. Why can’t DACA pass on its own merits based on promises made to the Dreamers without a caveat.
953054055928123392 2018-01-15 18:59:28 -0400 <GroomAlter> @MarekZee @k8tobrien @realDonaldTrump Obama’s went Hawaii once a year. Annually for Christmas.
953054054330101760 2018-01-15 18:59:28 -0400 <Rachie_Rach__> @RebelSmith626 @jensuz73 @hgjoz @_Suga_Glida @AdenInterogativ @osully70 @bubbalouie007 @LT51552424 @Rache_Inez173 @TheSlimSupreme @MistaBRONCO @VM_0XX @VivaLaPurge @PantherEyez7 @Rowdy_Politics @Twitter @Sully @realDonaldTrump 😈  https://t.co/L9tQNmFFRY
953054054179004416 2018-01-15 18:59:28 -0400 <ionisphere> @co_rapunzel4 @realDonaldTrump They have it way better in Norway than we do here they will never want to come here why they have free everything and make a hell of a lot of money on top of it
953054053541580801 2018-01-15 18:59:27 -0400 <kanzaz> @davidaxelrod @realDonaldTrump 😂@realDonaldTrump will try to get as many awards as he can give himself... as a true #narcissist he won’t think twice about it   I nominate him for   #ShitholeOfTheCentury  And  #WorstPresidentEver
953054053247877120 2018-01-15 18:59:27 -0400 <MaryMit04486015> @realDonaldTrump Your acting like a fourth grader!
953054052601835520 2018-01-15 18:59:27 -0400 <LavarMemes> @Lakers @LavarMemes @ZO2_ @MagicJohnson @Lavarbigballer @BillWalton @Lakers @Soulforsoles @LakersReporter @RealMikeWilbon @realDonaldTrump #Thebestrookie. He has the character of someone whom went to college. Zo is a little boy who giggles at everything, undeveloped mentally. #kuz #Goat  https://t.co/6wrqyCsnK7
953054052522147840 2018-01-15 18:59:27 -0400 <NunyabizNunya> @davidwhermes @realDonaldTrump   https://t.co/t1198OX2ei
953054048256700418 2018-01-15 18:59:26 -0400 <scottsdalem> Let me see if @CNN is covering this news ...@realDonaldTrump Great to hear about untold good stories on #MLKDay . Wish I can hear some good stories about Clinton Global Foundation like this. @Trunthepaige  https://t.co/4ZMeKedPkJ
953054046566473729 2018-01-15 18:59:26 -0400 <BrockLooney> Seeing GOP members, specifically @MikePenceVP @realDonaldTrump and @SpeakerRyan talk about MLK JR makes me me truly question if they know who the man was and what he did for this country and the world.
953054042430853121 2018-01-15 18:59:25 -0400 <AubreyJackYoung> @realDonaldTrump They don't. You must use the Courts to support your efforts in ending DACA, Chain Migration and the Lotto. The Law and Authority is with you. Cingress as a whole, not so much. We the people support you!
953054041726107648 2018-01-15 18:59:25 -0400 <johnkrygelski> @edhenry @realDonaldTrump @marthamaccallum Ed, I suspect he'll be glad they aren't there.
953054039255678978 2018-01-15 18:59:24 -0400 <USA1stTFM> @CarlosCruz2016 @MazurikL @realDonaldTrump @POTUS I'm from SC, so sick of @LindsayGrahamSC.  He is definitely #BlackHat . Anyone who sucks up to a #traitor and #corrupt senators must be one.
953054037129220096 2018-01-15 18:59:23 -0400 <with_spunk> @thehill This means he said it but everyone took it the wrong way! Lol What a 🤥 piece of 💩 you are @realDonaldTrump ! You ARE a racist!
953054036831408130 2018-01-15 18:59:23 -0400 <holyshirtsandp1> @rmasher2 @realDonaldTrump #shirhole or #shirhouse makes a real big difference coming from a totally batshit president
953054036072259584 2018-01-15 18:59:23 -0400 <curseofthegooch> @RyanRadak @realDonaldTrump He's a dope
953054032985194496 2018-01-15 18:59:23 -0400 <The_Markise> @EdKrassen As if @realDonaldTrump is capable of apologizing or taking blame for anything.
953054028790775808 2018-01-15 18:59:22 -0400 <Crinklybottoms> Hey I’m not very good at detective work.  But if @realDonaldTrump paid porno hush money BEFORE the election results, remembering that the affair started over 10 years ago, does that indicate DJT had unusual confidence he was going to win?
953054028648165376 2018-01-15 18:59:21 -0400 <illin19> @realDonaldTrump  https://t.co/N3rsYCcaAV
953054028535160835 2018-01-15 18:59:21 -0400 <LulydelMar> @el_pais Trump firmó la Ley H.R. 267 que jamás firmó Obama, declarando "Sitio Histórico Nacional" al parque "Martin Luther King"   Preguntar que opina el Ku Kux Klan de @realDonaldTrump 🤣
953054024495980544 2018-01-15 18:59:20 -0400 <HallelujahBklyn> @cphowes @Paul_Anders_ @jamesrtimmins54 @FoxNews @TerryMcAuliffe @POTUS @realDonaldTrump Oh, am I asking too much for you to cite a single credible source supporting your outlandish accusations? Pampered snowflake much??
953054023535529986 2018-01-15 18:59:20 -0400 <MemeBurk> @realDonaldTrump Dinky Don is a bald face liar! He knows what he said in front of Senators! We KNOW Durbin is honest and has integrity, whereas Dinky lies Everytime he opens his mouth, has NO integrity anywhere! Even his dwindling base base (repeat intended) knows truth, just puts up with it!  🤔
953054022533025802 2018-01-15 18:59:20 -0400 <arlgold> @realDonaldTrump Recover well on its way under Obama.  Also proven over years that stock market performance not usually  related to who is in White House.
953054021903962112 2018-01-15 18:59:20 -0400 <davidsh01060735> If they want to increase mix of rich and poor why don’t they send millions of smart people from Norway to Africa and million of smart Americans to Haiti @realDonaldTrump   @RealJamesWoods  @TGowdySC
953054020272189440 2018-01-15 18:59:19 -0400 <chhrismh> @realDonaldTrump You are a fool
953054015427883008 2018-01-15 18:59:18 -0400 <graciesebastian> @realDonaldTrump Then how in the hell did the @FLOTUS or #IvanaTrump get here? WTF did they do for this country? You impregnated them? That’s not beneficial to ANYONE in America.
953054013838118912 2018-01-15 18:59:18 -0400 <lerizzle> @realDonaldTrump You’re like the family bad drunk.
953054007496527872 2018-01-15 18:59:16 -0400 <jdubbs0177> @realDonaldTrump the #shithole at Mar-a-Lago 👇  https://t.co/zYmcDjAUJz
953054007278288896 2018-01-15 18:59:16 -0400 <NN_MoreEmpathy> @realDonaldTrump  https://t.co/yc9q1CnJfn
953054007081275392 2018-01-15 18:59:16 -0400 <GwennGee> @sassygayrepub @realDonaldTrump Do you have a fever?
953054006842191872 2018-01-15 18:59:16 -0400 <nanychief> What happened from Hawaii, was CLEARLY another Knee Jerk Effort from BHO / Democrats to Test @realDonaldTrump !The Hawaiian Leaders, are being held hostage and must comply for money flow, or death, as the BHO/HRC are known to have happen, BHO "appointed Judge is a clue to events"  https://t.co/KHRBvqqPbX
953054006531813376 2018-01-15 18:59:16 -0400 <Blackintel1> @FoxNews @jpaceDC @realDonaldTrump I don't believe #TheStory you are telling Dicky.
953054005126713344 2018-01-15 18:59:16 -0400 <saabreu56> @realDonaldTrump   https://t.co/5v0x9yO5Ir
953054004501729280 2018-01-15 18:59:16 -0400 <jjustin06> @realDonaldTrump What is large, hollow, full of gas’s and should not play in a lightening storm?  No not the Hindenburg....it is you
953054003562196992 2018-01-15 18:59:15 -0400 <amir20132013> @EHSANI22 @brett_mcgurk @realDonaldTrump It was Trump's America who has evacuated IS jihadis with their loot and families from Raqqa to Idleb .. So Mr brett_mcgurk can blame firstly his president for this "huge AQ in Idleb  problem"
953054001314050048 2018-01-15 18:59:15 -0400 <jmhalt> @realDonaldTrump Durbin, a man of integrity and honesty.  You, a delusional, congenital liar.  Who do I believe?  Obviously, not you.  RESIGN! #moron
953053999342665728 2018-01-15 18:59:14 -0400 <RobWyman> @HMaclean22 @realDonaldTrump Pesky old facts always confuse the Trumpsters.
953053999304990721 2018-01-15 18:59:14 -0400 <Beatriz50459020> @walter3951 @realDonaldTrump @POTUS Texas I think the crimes are less than Chicago because if you try one . Granny got one too ... try another day buddy
953053999288274945 2018-01-15 18:59:14 -0400 <maccassi> @realDonaldTrump Back from another golf outing the #RacistInChief is back to name calling! Please stay on the golf course, you are a dangerous liability! #MakingAmericaRacistAgain
953053996167712769 2018-01-15 18:59:14 -0400 <MyCaptainSlappy> @KSigMason @TheOnlyEdAsner @realDonaldTrump As long as you know your place. Which, Archie, I just put you in. The more you talk, the worse this gets. It most certainly isn't anything you want in public. But if you are stupid enough to want some...let's do it. You noobies, I have no fear of.  https://t.co/R8otiS6eXn
953053993772646401 2018-01-15 18:59:13 -0400 <laurenskahn> You mean @realdonaldtrump didn't even say "We'll see what happens"?  https://t.co/FU31bi75nq
953053991901868032 2018-01-15 18:59:13 -0400 <CommonS30011840> @co_rapunzel4 @realDonaldTrump If merit based , his grandparents wouldn't have qualified
953053989469220864 2018-01-15 18:59:12 -0400 <CpHarwell> @realDonaldTrump Trump has a lot of nerve to call out Dick Durbin for reporting his racist comments when others in the room confirmed what Trump said.  We deserve a president who takes responsibility for his own actions. - Renato Mariotti. I agree with him.
953053988051550208 2018-01-15 18:59:12 -0400 <mebeandreaaolco> OMG where do these idiots come from @realDonaldTrump #fireandfurybook #FIREJeffSessions too! Kick Miller back to hell &amp; FIRE the White Supremacist. FIRE @realDonaldTrump #ImpeachTrump #TheResistance #GOTV2018   https://t.co/M7VNCNPgSY
953053984570343424 2018-01-15 18:59:11 -0400 <Meb7777i> @realDonaldTrump Ha how can anyone believe Donnie the habitual liar? Donnie such an embarrassment.
953053984159301633 2018-01-15 18:59:11 -0400 <b_arthurs_tunic> @rigbysmom1 @BerniceKing @realDonaldTrump Uh, isn’t she doing that right here??
953053983144382464 2018-01-15 18:59:11 -0400 <lambwaffle> @CoreyLMJones @realDonaldTrump   https://t.co/VTs9CsQTh4
953053982754332672 2018-01-15 18:59:11 -0400 <TerriBentley13> @IngrahamAngle @realDonaldTrump True that
953053981789401088 2018-01-15 18:59:10 -0400 <uniquedeehan1> @jimlibertarian @realDonaldTrump Oh, I love your 🎹 metaphor J
953053980967428097 2018-01-15 18:59:10 -0400 <DeeBossWoman> @PappNancy @ShellyRKirchoff @WhiteHouse @realDonaldTrump And for him to resign
953053976714534912 2018-01-15 18:59:09 -0400 <EmmaLAnderson2> @realDonaldTrump Agree
953053976584441856 2018-01-15 18:59:09 -0400 <iimpeach45> @realDonaldTrump It is obvious from your televised meeting that you have no idea what u r doing . U agreed with sen Feinstein until McCarthy told u that u don’t understand what’s going on.  Maybe he should be president?
953053972209729536 2018-01-15 18:59:08 -0400 <Fed2015Laura> @realDonaldTrump YOU ARE THE SHITHOLE!
953053969063985153 2018-01-15 18:59:07 -0400 <Vegas724> @sternshow I actually now think that @realDonaldTrump actually works less than @HowardStern! Didn't think anyone did.
953053969034641413 2018-01-15 18:59:07 -0400 <MMM8669> @Layofflist @realDonaldTrump They are not Americans....what part of that is so hard to understand. If they want to stay they need to go through the legal process
953053966287429632 2018-01-15 18:59:07 -0400 <ianMOFOjames> @Peanutz1959 @MattyA510 @realDonaldTrump you are missing the point of literally all of this.
953053963472916480 2018-01-15 18:59:06 -0400 <BreakingQueer> @PramilaJayapal @realDonaldTrump Good for you! Thank you! #ThatsMyRepresentative
953053962068021249 2018-01-15 18:59:06 -0400 <BrianRoth6> @realDonaldTrump Coming from you the man who told over 2000 lies in 2017 you are hardly credible
953053961820557313 2018-01-15 18:59:06 -0400 <llm_lisa> @realDonaldTrump It’s MLK DAY. you are despicable.
953053960184754179 2018-01-15 18:59:05 -0400 <meicsol> @herbivore_club @MikeCrawshaw4 @adrianjcl123 @1GarethWynJones @Ckoscien @ZanaMoonflower @HessionV @cvfarming @GMulrine @ChookinlLt @realDonaldTrump Still waiting...
953053958179782662 2018-01-15 18:59:05 -0400 <LynwoodSenior> @realDonaldTrump @foxandfriends Wrong wrong wrong, lies lies, you or a racist news, kkk
953053957768863744 2018-01-15 18:59:05 -0400 <Chrismi13630630> @WhiteHouse @realDonaldTrump To bad you know nothing about it!
953053955369701376 2018-01-15 18:59:04 -0400 <ann_arkansas> @realDonaldTrump I do not want you to cave on a standalone DACA bill.  That's what has happened for YEARS, Congress has had 4 months or longer to find a real solution and they simply refuse.  CONGRESS as a whole must compromise and get a REAL bill.
953053954920927232 2018-01-15 18:59:04 -0400 <Doro_Boehme> @PramilaJayapal @chick_in_kiev @realDonaldTrump and please discourage your colleagues. He should not have an audience.
953053952953774080 2018-01-15 18:59:03 -0400 <treetop224u> @Turningin2myMom @WhiteHouse @realDonaldTrump Then you are as racist and disgraceful as he is
953053949053034496 2018-01-15 18:59:02 -0400 <reallincolnrep> @berman_sid @masksyri @mkanau @realDonaldTrump You're girl lost because she sucked and sand bagged Bernie. American's DON"T WANT HER! Were you one of the sad people attending her excuse ridden book tour? I bet you prob. paid for those VIP tickets too. Crooked H loves getting money any way she can lol.
953053949015330816 2018-01-15 18:59:02 -0400 <Deranged_Rosso> @realDonaldTrump @foxandfriends Fox said something in favor of you whilst being grossly inaccurate and misleading? No way, that never happens!  Do you EVER quote anyone but fucking Fox?
953053948449099783 2018-01-15 18:59:02 -0400 <torbor_n> @realDonaldTrump Stop it platitude. The old clock of history is on the wall n oh boy it continues to tell your time of racism
953053945156571138 2018-01-15 18:59:02 -0400 <LadyGDMorte> @realDonaldTrump so it's says Federal Holiday on my calendars for at least 3 dacades now and the post offices and banks are always closed... but no, no, you proclaimed today. good job, gold star. 😏
953053943214497792 2018-01-15 18:59:01 -0400 <Unibabble> I'll bet @realdonaldtrump would hate it if people RT this.
953053942769885184 2018-01-15 18:59:01 -0400 <gklaurent> Somebody must hv finally told @realDonaldTrump That some rich white republicans cld live there  https://t.co/ypmJi0qKpA
953053941838831616 2018-01-15 18:59:01 -0400 <rsalt159> @TomSteyer Our standing in the world was lowered once @realDonaldTrump won the @GOP nomination. It is not just he and the Government that is being scrutinized, it is the citizens as well. When we travel we will have to wear something that says we are not with Trump. #TheResistance
953053936340078592 2018-01-15 18:58:59 -0400 <CarlosF19d> @TNOutlaw2020 @pagalvin @LouDobbs @realDonaldTrump @SebGorka Or this;  https://t.co/jq4oMgo43A
953053934825984000 2018-01-15 18:58:59 -0400 <saabreu56> @realDonaldTrump   https://t.co/9sCjaEWnMB
