1088587249833390080 2019-01-24 18:59:59 -0400 <Rre_shima> @realDonaldTrump Without you the world is a better place
1088587230858203137 2019-01-24 18:59:55 -0400 <mikehoffman_iam> @mstevens23 @JeffreyGuterman @realDonaldTrump Actually no if we take a lesson from the old Berlin Wall we just need soldiers standing guard holding machine guns. Also why not put a mine field in too while we’re at it. This sends the message that the US is as merciless as any country with a ruthless dictator.
1088587229625286659 2019-01-24 18:59:55 -0400 <IndependentOgre> @realDonaldTrump What's the interest on ramen noodle asking for a friend....
1088587229503606785 2019-01-24 18:59:55 -0400 <stan_nyc> @realDonaldTrump  https://t.co/XbYoCqJREN
1088587226685018112 2019-01-24 18:59:54 -0400 <mflier1> @realDonaldTrump Actually people are jumping the fence to promote progressive programs. Not GOP/conservatives. All because you messed up big time pushing your vanity wall. #NoWallNowNoWallEver BUILD A WALL, NATURE WILL FALL
1088587224973664256 2019-01-24 18:59:54 -0400 <DudleyD31766412> @HotPockets4All @realDonaldTrump tRump knows he has 1 year to secure his wall, his biggest campaign promise. Otherwise, he loses a lot of support from mouth pieces like Ann My Ancestors Were Settlers, Not Immigrants Coulter and Rush Were the hell ate my Drugs Limbaugh.
1088587221702127616 2019-01-24 18:59:53 -0400 <TrrumpCard> @realDonaldTrump I think that statement fits both you and your presidency “just doesn’t understand “ And, can I borrow your ID so I can put some food on credit with my local grocery store ?
1088587221358260225 2019-01-24 18:59:53 -0400 <DuduRocha0811> MBGA -@realDonaldTrump ,@jairbolsonaro  love U2!
1088587220167086081 2019-01-24 18:59:52 -0400 <gamergirl4611> @RazzzzMMMaTaazz @tedcruz @realDonaldTrump  https://t.co/s6HsVbZQXQ
1088587218933952512 2019-01-24 18:59:52 -0400 <TwoCents79> @realDonaldTrump Not giving The Donald due credit. Shame!
1088587218732617729 2019-01-24 18:59:52 -0400 <Just_A_Roofer> @WeAreOne_Q @realDonaldTrump Q is for Queef.
1088587218531373066 2019-01-24 18:59:52 -0400 <Ilovemarylinmo3> @danstuckey @STEPHMHAMILL @DailyCaller @realDonaldTrump Exactly they will get passed it the wall is nit a very smart idea
1088587216014565376 2019-01-24 18:59:51 -0400 <valentinedwv> @politico @realDonaldTrump is not out of touch withthe hardships... he just does not care.
1088587215725383682 2019-01-24 18:59:51 -0400 <jrileytruck5> @realDonaldTrump  Hold strong Tell Nancy to pound sand.
1088587214911528961 2019-01-24 18:59:51 -0400 <davecolb> @DavidBrodyCBN @SpeakerPelosi @realDonaldTrump Trump is a bad chess player then.
1088587214810804225 2019-01-24 18:59:51 -0400 <nobudesign> @realDonaldTrump Well at least MEXICO is paying for it?.... what? they're not? strange.
1088587214668349447 2019-01-24 18:59:51 -0400 <cllabonte> @realDonaldTrump @foxandfriends I hope every single family teetering on the edge of their own financial crisis. files a lawsuit against YOU for emotional and financial distress - I’m sure there are lawyers awaiting their calls! I would love to see you lose everything and I mean everything!
1088587213275844611 2019-01-24 18:59:51 -0400 <rjjj5thavenw> @StumpforTrump @TopInfoBlogs @realDonaldTrump Demarcates voted No to the Government workers being paid today !
1088587213258932225 2019-01-24 18:59:51 -0400 <crackers28> @realDonaldTrump GET BETTER ADVISORS!  I THINK JARED IS A DOUBLE AGENT AND HE IS REALLY WORKING AGAINST YOU!! And Ann Coulter is ruining you!
1088587212890009606 2019-01-24 18:59:51 -0400 <SpaceCaseTM> @krassenstein Why can't we find out that @realDonaldTrump did something as asinine as this?  *A sure way to get him OUT of the @WhiteHouse.
1088587211929456642 2019-01-24 18:59:50 -0400 <Robertvolpe10> @realDonaldTrump Stand your ground Mr President
1088587209756852224 2019-01-24 18:59:50 -0400 <madnessIImethod> @BillH_ITGuy @USANana1 @jmc663 @JDW714 @jdd2169 @conservativedrc @John_Qanon @RoseWoo15096108 @MrFly187 @otreborrm @DeplorableNew @BoonzFan47 @BuddhaKatze @realMF9II @SeanGaudet @Ana_Ssassin47 @ClemsonTiger14 @Alexander_Avg @ChrisPBaconLT @Vncenza2 @soniarivera858 @netspionage @NoPc4Libs @HackDz_Revenge @sefurniture @Vickie627 @kellyannegoebb @AngelaPalmente1 @Ricky_F_Paris @FemPatriot1776 @LizzyHock1963 @NikkythaBee @Susank123 @WontMarch4Soros @charity_burkett @19Calaban70 @wendyphi @NancyParks8 @HoneyMcReynolds @Sarahsfan2 @GinnyOBrien7 @DianaforTrump @trumpstoaddick @Qubionic @IDream_inColor9 @tomag49 @bigbluelake1 @Op_cause @lockagain33 @realDonaldTrump This is so weak, I’m not even going to humor you.
1088587208909561857 2019-01-24 18:59:50 -0400 <Peej_Jones> So @realDonaldTrump thinks we all shop on credit down at the old A&amp;P... What is this, 1912?
1088587208406253568 2019-01-24 18:59:50 -0400 <1187_15_07_2016> @realDonaldTrump 🖕🖕🖕
1088587207370330113 2019-01-24 18:59:49 -0400 <jess_bing1993> Hey @realDonaldTrump @senatemajldr, care to explain to me about how you're all about border security when the border patrol guys arent getting paid because of the #shutdown? 🤔
1088587207336751110 2019-01-24 18:59:49 -0400 <pintoj68> @realDonaldTrump Just a criminal mind that applauds relationship with a dictator, murderer and thief of the people's money as a good thing. Almost all previous presidents have managed to free NK hostages. This was a presidential duty. I'd rather not do anything, and give something
1088587207135383558 2019-01-24 18:59:49 -0400 <YAHsJUDGEMENT> @realDonaldTrump Have you spoken to @ElaineChao #CocaineMitch #McConnell's wife about her father and the cocaine and #fentanyl (China White) shipments from #China yet? This would help to stem the flow of narcotics into the country wouldn't you think Mister #Trump?
1088587206887948289 2019-01-24 18:59:49 -0400 <chris_newbauer> @SpeakerPelosi @realDonaldTrump @SenateGOP Nancy, read the room (the country, actually) Fund the wall! You and Chuck already advocated for it, prior to Trump’s election. What changed? Don’t like Trump? It’s not Trump’s wall, it’s the people’s wall. Do your job.
1088587204086169605 2019-01-24 18:59:49 -0400 <sarah_ohalloran> Has @realDonaldTrump ever bought groceries? Certainly shows that you can get away with anything, like not paying, if you are rich. I guess you don’t get rich by spending money
1088587201951215616 2019-01-24 18:59:48 -0400 <BillythekidHam> @realDonaldTrump You have the constitutional right to call congress into session and deliver your state of union. SO DO IT  https://t.co/DfcP8KkyM9
1088587200827146240 2019-01-24 18:59:48 -0400 <FeatherbacksR> @realDonaldTrump Yes so Hang Them For Treason
1088587199254315008 2019-01-24 18:59:47 -0400 <NorthstarATL> @DonaldJTrumpJr @realDonaldTrump He MAY have a point. Especially during SOME protests a Wall to keep the crazies IN  seems enticing...
1088587198914547712 2019-01-24 18:59:47 -0400 <retfot> #Payaso @realDonaldTrump
1088587198398636032 2019-01-24 18:59:47 -0400 <TruthMom4> @TomiLahren @NevadaJack2 @realDonaldTrump I think he will address Americans to say why sotu is delayed and speak his peace. she won't get a rebuttel
1088587197987594240 2019-01-24 18:59:47 -0400 <ihazquestionz> @MrsRota1 @ProudResister @realDonaldTrump 😘
1088587197505261574 2019-01-24 18:59:47 -0400 <NamelessGhoulTX> @PaulBBury @imz0 @cronauer_nick @RekeemSr @fulmetal2501 @JacobAWohl @realDonaldTrump Well no offense but the other side is not really busing either. A wall or nothing is not compromise more will it be a magic wand. Plus they tried to give more than 5 billion in exchange for a DACA fix and rebublicans refused to negotiate that. This is postering on both sides
1088587196125364225 2019-01-24 18:59:47 -0400 <agent_orangutan> @DaveLaneAstro @DavidBrodyCBN @SpeakerPelosi @realDonaldTrump Trunmpov playing Chest. not chess
1088587195286310912 2019-01-24 18:59:46 -0400 <joseph_torba> @BizarroTrump42 @realDonaldTrump China?  #BuildTheWallAndCrimeWillFall
1088587193512267776 2019-01-24 18:59:46 -0400 <harrylegend33> @realDonaldTrump You know you don’t have to tweet every thought right?
1088587192933453826 2019-01-24 18:59:46 -0400 <ceceliasmith167> @makk1123 @TomiLahren @realDonaldTrump Lol nicely done!
1088587190748078085 2019-01-24 18:59:45 -0400 <TessaLightsItUp> @richard2380 @realDonaldTrump I’m all three of those things. If it were possible to disapprove more than 100%, I would.
1088587186943840257 2019-01-24 18:59:44 -0400 <maymccormick700> @SheriffClarke @GOPLeader @ChatByCC @realDonaldTrump And you are not alone because I questioned the sensibility of them dragging their feet it seemed to me that they wanted the POTUS to fail my frustration has reached an all time low with the Luke warm previous Senate/Congress and now just to give my self a break I will limit news!
1088587186163892225 2019-01-24 18:59:44 -0400 <Cheesewhiz1Liz> @Freedom4Me2017 @JeffreyGuterman @realDonaldTrump @foxandfriends And add the hair! Omg can you imagine waking up to that every morning. What was she thinking
1088587185429901313 2019-01-24 18:59:44 -0400 <Shumankaman> @realDonaldTrump Rated RealDumb, no one with an IQ above 5 admitted...  #TrumpResign #TrumpShutDown   #DailyDeflection  #VoteBlue  #TrumpLies #Impeach45 #TrumpRussia #MAGA #Resist #MoronInChief
1088587184955969542 2019-01-24 18:59:44 -0400 <K78016924> @BeckySmirks @realDonaldTrump @POTUS Yup.
1088587182493876224 2019-01-24 18:59:43 -0400 <DebTatkowski> @bryanboyne @OMGno2trump @realDonaldTrump That's not what boarder ranchers are saying!!!!
1088587182422536194 2019-01-24 18:59:43 -0400 <UnknownJetsFan> @naretevduorp @joncoopertweets @realDonaldTrump @SpeakerPelosi @Stop_Trump20
1088587182254800896 2019-01-24 18:59:43 -0400 <Bob85703632> @TDavis51976120 @cwahm247 @MAGA2ARIGHTS @realDonaldTrump I keep hearing he has a plan, he knows what he is doing. When do you think he is going to start doing something productive?
1088587179092267008 2019-01-24 18:59:43 -0400 <JohnnyAkzam> @dootabb @SpeakerPelosi @realDonaldTrump @senatemajldr @SecretaryRoss Again, while you pretend to have all this deep understanding of people &amp; society, you have fallen extremely short of insight on this occasion. Racism, xenophobia and bigotry toward others are characteristics of hate. Why does someone choose to hate? I don't care. It's senseless.
1088587177779494915 2019-01-24 18:59:42 -0400 <dru312> @jonathansampson @BillyBaldwin @realDonaldTrump @TuckerCarlson What?  University of Oklahoma says students involved in blackface video 'will not return to campus'
1088587177217458177 2019-01-24 18:59:42 -0400 <bengals2761> @realWilliamWard @A1r2A1r @TrueEyeTheSpy @realDonaldTrump I heard one utuber say that Trump has been threatened with biological warfare if arrests start .. called a deadman's switch! you being tired of waiting will cost lives! patience is needed until those weapons can be found &amp; neutralized!
1088587173740376067 2019-01-24 18:59:41 -0400 <mssexyred66> @DanCulver1 @realDonaldTrump In what fantasy world?
1088587173731872769 2019-01-24 18:59:41 -0400 <tghowe99> @GOP @realDonaldTrump Thank you Mr. PRESIDENT.  It makes a difference to seniors!
1088587172272197632 2019-01-24 18:59:41 -0400 <zeezaluh> @hitmeister1 @UROCKlive1 @Alexander_4C And, OBAMA was number 8, in the top 10.  I bet this just chaps @realDonaldTrump ass!
1088587171131469824 2019-01-24 18:59:41 -0400 <StreetTweeth> @realDonaldTrump The skys falling again? #Fakepresident  When it comes to the truth, you're bankrupt.   70% of Americans don't want the medieval wall. Past 2 years the @GOP declined to fund a medieval wall.    @TheDemocrats won't.  So who's going to pay? Mexico! 100%   Proud #TrumpShutdown
1088587170212995074 2019-01-24 18:59:41 -0400 <sandralester> @NoVrblFilter @LindseyGrahamSC @realDonaldTrump @TeamPelosi This shutdown is hurting everyone and is no longer acceptable for the house and senate  to allow this to continue! We should NOT be airing our dirty laundry to the world!
1088587169869062144 2019-01-24 18:59:40 -0400 <MG08746232> @PalmerReport @realDonaldTrump “Donald Trump has incoherent meltdown in front of cameras” in other words, it’s Thursday
1088587167386009603 2019-01-24 18:59:40 -0400 <Bamadawg63> @realDonaldTrump Hey Good - not his lawyer - his PR rep... you need one BIGLY!!!
1088587167159472128 2019-01-24 18:59:40 -0400 <lance_vamplew> @Astartiel @oldladygaty @realDonaldTrump We all have our individual special talents. Please continue. And, sorry about my mother. I've warned her to quit trying to use Twitter. 😃
1088587166630973442 2019-01-24 18:59:40 -0400 <KKMoriconi> @SpeakerPelosi You say you care about government workers! You say you want them to receive a paycheck! @realDonaldTrump is your President along with the People's President! Get over it and #FundTheWall
1088587165158785024 2019-01-24 18:59:39 -0400 <rollerball75> @SenSchumer @realDonaldTrump No money for the wall Trump wants this done so he can have the state of the union. Make sure he signs the bill before he does the SOTU
1088587164043173889 2019-01-24 18:59:39 -0400 <kompromat666> @WeAreOne_Q @realDonaldTrump Nah the media are just reporting that NK has no intention to close operations. Why don’t you want to know what they’re really doing?
1088587163866935299 2019-01-24 18:59:39 -0400 <JanesComment> @AlfyBurbank @winstonCovfefe @SpeakerPelosi @SenSchumer @realDonaldTrump That’s not the point...it’s a barrier
1088587162197639170 2019-01-24 18:59:39 -0400 <SquinkCarbaugh> @realDonaldTrump Better hurry Democrat’s b4 u have to get food stamps
1088587162063376386 2019-01-24 18:59:39 -0400 <sjonmoore> @realDonaldTrump  https://t.co/3LLWEAixPL
1088587161820192768 2019-01-24 18:59:39 -0400 <ImNotOfThisWorl> @UnmodernedMan @SpeakerPelosi @realDonaldTrump @SenateGOP  https://t.co/OvtEkzvz0N
1088587161144823808 2019-01-24 18:59:38 -0400 <BrianHa52150109> @realDonaldTrump @POTUS People that don't want a wall tell us why please....walls have worked everywhere else..Have I know many Hispanics here in Texas that want it..Have you people come down an talked to border patrol ?? If not plz shut up.
1088587160628969472 2019-01-24 18:59:38 -0400 <NY212Mick> @realDonaldTrump is giving in. He should. #TrumpShutdown
1088587160171806731 2019-01-24 18:59:38 -0400 <TeresaBob> @realDonaldTrump We need to secure our borders. Stand your ground. America first. 🇺🇸❤️🙏
1088587159219683328 2019-01-24 18:59:38 -0400 <jolug1500> @saludhernandezm @mgomezmartinez Miren este video por favor  @marcorubio @realDonaldTrump @catherine_fulop , nuestros hermanos Venezolanos dicen Fuera @NicolasMaduro !!!
1088587158078832640 2019-01-24 18:59:38 -0400 <KetchumMick> @ForQ2 @Aroyaldmd @joshtpm @realDonaldTrump The Trump family should be separated and caged.
1088587157831409664 2019-01-24 18:59:38 -0400 <lindalu1965> @SpeakerPelosi @realDonaldTrump @SenateGOP He is committing attempted murder because of the workers that cannot afford life saving medications!  How DOES he get away with this?!?!?
1088587155616735232 2019-01-24 18:59:37 -0400 <dukeduluth> Hey #Republicans @GOP, DM me, I'll make certain you get one of ⁦@Acosta⁩ books when they're published. ⁦@CNN⁩ I promise. I'll even buy one for @realDonaldTrump  CNN's Jim Acosta is writing a book about Trump's war with the media - CNN  https://t.co/6Wufgw3CuQ
1088587155604029440 2019-01-24 18:59:37 -0400 <heartsmarttela> #BreakingNews 4U #TrumpRussia #LiarInChief @realDonaldTrump: “#Trump’s #Lawyer Said There Were “#No #Plans” for #TrumpTower #Moscow. #HereTheyAre.”  https://t.co/mDhcaJrXc4  https://t.co/eZmY57OZ54
1088587155272884224 2019-01-24 18:59:37 -0400 <RogerBland10> @Trump_World @mrshobbs58 @realDonaldTrump Time to get serious about protecting the country and not playing gotcha politics
1088587153712562177 2019-01-24 18:59:37 -0400 <Travis1270> @tedlieu @robreiner @POTUS @realDonaldTrump Reopen the govt before there is a human tragedy, you heartless, childish, man baby.
1088587152282271744 2019-01-24 18:59:36 -0400 <jdgorms2> @SheriffClarke @GOPLeader @ChatByCC @realDonaldTrump Two words. Paul Ryan.
1088587152148045825 2019-01-24 18:59:36 -0400 <Kristal2768> @realDonaldTrump @SebGorka Don't quit fighting for America!
1088587150239694850 2019-01-24 18:59:36 -0400 <MarciaDaughtre1> @DearAuntCrabby @realDonaldTrump Yeah Donald.
1088587150138970113 2019-01-24 18:59:36 -0400 <Liberty1954> @realDonaldTrump @foxandfriends You must stop drinking on live TV - who is paying you !
1088587150009032704 2019-01-24 18:59:36 -0400 <cynthia8116> @realDonaldTrump here is a web page you need.  https://youtu.bel7zemxjvlE14
1088587149581209602 2019-01-24 18:59:36 -0400 <stocktroy> @SenSchumer @realDonaldTrump I would like to see the wall just like you wanted 10 years ago.  You lying Hypocrite
1088587149224673282 2019-01-24 18:59:36 -0400 <nwnc5th> @SmallGov4All @AFPhq @GOP @realDonaldTrump @AEI @WSJ Basic science is exploratory, risky, and has unknown future benefits, yet it's essential for long-term economic competitiveness and results in huge wide-spread benefits. Private enterprise focuses on short-term profits, often at the cost of long-term gains....
1088587148427694080 2019-01-24 18:59:35 -0400 <Goldberg1Kim> @realDonaldTrump So you’re sacrificing federal employees that work for YOU because you want your own way. Keep digging your heels in baby man. Could cost you votes if you give in. That’s what this is about,right?
1088587147580502016 2019-01-24 18:59:35 -0400 <CoringCarol> @jazrilyant @realDonaldTrump @rachaelamendez @rebeccaroanoke Why don't you try it &amp; see?
1088587145625792512 2019-01-24 18:59:35 -0400 <Jason> This headline is so misleading .... Reality: individual gives millions to worthy charities he's passionate about.   The press putting misleading headlines like this is why @realDonaldTrump Gets to say 'fake news' and have so many folks nod. Poorly done @guardian -- expect more
1088587144833257472 2019-01-24 18:59:34 -0400 <egoyibo55> @realDonaldTrump That is garbage and #NANCYPELOSI clearly knows that. #BUILDTHEWALL  #BuildAWallAndCrimeWillFall
1088587144648626177 2019-01-24 18:59:34 -0400 <upstndamericans> @mascha24 @Joseph08841485 @RepSwalwell the truth is now that @realDonaldTrump has brought up the wall and liberal media has pushed it as a stunt, the loyal followers have jumped on the anti wall band wagon.
1088587144048738304 2019-01-24 18:59:34 -0400 <crwnmarie> BUILD A WALL, SHMEILD A WALL. SUCK MY DICK. CLARO ?! @realDonaldTrump
1088587143780257792 2019-01-24 18:59:34 -0400 <fccpw_2903> @RealSkipBayless @TheAdamsEra The last 3 guys you don’t need to care if they respect you or not @RealSkipBayless  @stephenasmith  @realDonaldTrump
1088587143767904258 2019-01-24 18:59:34 -0400 <KeiriKeiri> @hardhouz13 @SenateDems @realDonaldTrump they already told him no even just now
1088587143298146306 2019-01-24 18:59:34 -0400 <seifert_nancy> @realDonaldTrump @foxandfriends More people working,  but not getting paid.
1088587140169154560 2019-01-24 18:59:33 -0400 <Pappy_Joe> @SenSchumer @realDonaldTrump Pay the Coast Guard! Or do you love the votes the democratic party gets from ILLEGAL aliens more than the men and women serving this country?
1088587139221090304 2019-01-24 18:59:33 -0400 <jaasongreg> @sirDukeDevin @sooze555 This is clearly the ramblings of a mentally deranged nutjob.  We would've been rid of Benedict @realDonaldTrump along time ago if it wasn't for the sewer rats in the @GOP
1088587138822746113 2019-01-24 18:59:33 -0400 <JaneCAllison3> Poll Results: Border Wall Shutdown! Where Do You Stand?  https://t.co/QVSWsVo73H Build the wall! @realDonaldTrump
1088587138709389313 2019-01-24 18:59:33 -0400 <CrystalButtrfld> @realDonaldTrump I dare you to fly there and day it to his face!
1088587137438629888 2019-01-24 18:59:33 -0400 <EileenSchmitz7> @realDonaldTrump If military has to do Marshall Law, bring it on. This is our last chance at a free USA. Otherwise All involved with human trafficking will continue to get rich. Warn Immigrants their children will go missing..old what percentage but I'm SURE FACT CHECKING WON'T REPORT THAT TRUTH!
1088587137208012801 2019-01-24 18:59:33 -0400 <markrhammer> @JeffreyGuterman @realDonaldTrump You've nailed it!
1088587137031774208 2019-01-24 18:59:33 -0400 <chicagokh> @CNNPolitics @CNN This guy is so rudimentary it’s an absolute disgrace the lack of intelligence shown in @realDonaldTrump communication skills wow
1088587136503332864 2019-01-24 18:59:32 -0400 <Davisgunner> @realDonaldTrump And you are who to Venezuelans?????
1088587136473927681 2019-01-24 18:59:32 -0400 <alorac123> @realDonaldTrump I need help!
1088587136352350214 2019-01-24 18:59:32 -0400 <DanHeller16> @PalmerReport @realDonaldTrump Where is the period in your tweet?
1088587135404277761 2019-01-24 18:59:32 -0400 <boithird> @SpeakerPelosi @realDonaldTrump @SenateGOP Yessss shame on trump and republicans for not holding him and themselves accountable.  The country should take to the street.
1088587135156838400 2019-01-24 18:59:32 -0400 <Racer92_5> @realDonaldTrump If he was so bad why did you hire him? Keep him for years? And defended him until he turned on you because the evidence was so overwhelming that he committed crimes for you that he had no choice.   #tapesdoexist
1088587134812839936 2019-01-24 18:59:32 -0400 <JonChampelli> @steph93065 @realDonaldTrump Can you direct me to the statute for wall-building?
1088587134548623360 2019-01-24 18:59:32 -0400 <brandonfoehner> @realDonaldTrump WHAT DOES THIS DO FOR THE ENVIRONMENT THAT All LIFE SHARES?
1088587133240205312 2019-01-24 18:59:32 -0400 <james_rockola> This is how @realDonaldTrump really feels about you.  https://t.co/om55loPdNd
1088587132795445248 2019-01-24 18:59:32 -0400 <Zusia> @clinjones13 @eye2winner @Las4Liberty @stormyokla @LindseyGrahamSC @realDonaldTrump @StandUpRepublic @Evan_McMullin @lotsofuss @WahcaMia Yes, haven’t I ever bored you with photos?  https://t.co/ri2QoVxmq3
1088587132585893888 2019-01-24 18:59:32 -0400 <DeirdreJones54> @Twitter can you validate that the likes, retweets and comments of @realDonaldTrump are real people? Asking for millions of people.
1088587132409692160 2019-01-24 18:59:31 -0400 <DrDeadpool12> @realDonaldTrump open the government
1088587132409647105 2019-01-24 18:59:31 -0400 <teamwilburroge1> @realDonaldTrump @foxandfriends Employment up in every country, gee, thanks Useless!!!!
1088587132124450816 2019-01-24 18:59:31 -0400 <ImNotOfThisWorl> @UnmodernedMan @SpeakerPelosi @realDonaldTrump @SenateGOP And how much has Nancy wasted on her airfare over the years? Nobody on the left is talking about her wasting tax payer $ on her flights. Fact check lib sites deny accuracy of JW report, but the files from DoD are available to view.
1088587131641974785 2019-01-24 18:59:31 -0400 <SwearyHaridan> .@realDonaldTrump: WATCH: Furloughed Federal Law Enforcement Officer Says 'I Definitely Do Feel Betrayed By Him' #trumpsthetypeofguy that will betray everyone who voted for him. #TrumpShutdown #GOPShutdown   https://t.co/kEwxleXnSZ
1088587131516141568 2019-01-24 18:59:31 -0400 <delaneykingrox> @BerzerkerBuilds @realDonaldTrump Why build a wall when you have installations already built? Good point.  That kind of thinking maked economic sense.
1088587130526302208 2019-01-24 18:59:31 -0400 <seannanana> @jojot5066 @SenSchumer @realDonaldTrump  https://t.co/6yw0TVIpbF
1088587130123755521 2019-01-24 18:59:31 -0400 <Me68029389> @ChuckGrassley @realDonaldTrump Pathetic old man
1088587129620516864 2019-01-24 18:59:31 -0400 <PoliticoMonkey> @WhiteHouse #WeThePeople need to hear the #SOTU @realDonaldTrump.
1088587129268011009 2019-01-24 18:59:31 -0400 <W_A_Hastings> @SenatorBennet @realDonaldTrump It’s time to reopen the government and no medieval “efing” wall!
1088587126118277122 2019-01-24 18:59:30 -0400 <Singularitize> @realDonaldTrump does not live in reality.  The shutdown is nothing more than his holding workers hostage because he wants to BUILD THE WALL as a testament to his own bloated ego.  And guess who's going to pay for it? (rhetorical question. It's Americans)
1088587125833023489 2019-01-24 18:59:30 -0400 <smarcello64> @tedlieu @robreiner @POTUS @realDonaldTrump Let’s see the senate and congress and potus go without paychecks !!!
1088587124104986624 2019-01-24 18:59:30 -0400 <USAindependet> @didntsayising @realDonaldTrump By who? By Pelosi and Schumer?
1088587122682912768 2019-01-24 18:59:29 -0400 <chefalt> @realDonaldTrump What are we, in third grade.
1088587120107814912 2019-01-24 18:59:29 -0400 <LorieAnnTaylor2> @realDonaldTrump @foxandfriends I am so PROUD OF YOU !!!! I know it's hard But, GOD IS WITH YOU. Think about what JESUS went through , it will HELP......Lorie from Arkansas
1088587119336087552 2019-01-24 18:59:28 -0400 <Joseph_P_Klein> @TomiLahren @realDonaldTrump Yeah, like all the wall-nuts would vote for anyone else.
1088587118996307968 2019-01-24 18:59:28 -0400 <rg3141592> @NoelTurner194 @Tangomitteckel @AltUS_ARC @Captbobdad @tigerzntl @StealthFlyBy @conradgoehausen @LifeIsThermal @drwaheeduddin @RegimeChangeBC @GillesnFio @JaggerMickOZ @brandondaly2018 @MamaMac_ @Sci_Resistance @ClaireNewton79 @BrunoPresents @Mathenaut @GeorgePembroke @kevpluck @d_e_mol @davestewart3 @hllsen @HughAbercrombi3 @Lulzmouse @boggywood @CymaticWave @beegeerose @Carablades @tjipkoopmans @JWSpry @FriendsOScience @GetMyGist @SylviaD32911201 @bmartus5 @LeeLafferty4 @tan123 @realDonaldTrump @InfoWarsChannel @BarrettBrownLOL Impossible is not 'a little less accurate'.   If you knew anything about modeling, fluid dynamics, or physics you wouldn't say such absurdities.
1088587118635610112 2019-01-24 18:59:28 -0400 <MogrenDixon> @SenatorBennet @realDonaldTrump Good job senator
1088587118484410368 2019-01-24 18:59:28 -0400 <rmturtles> @SenateGOP @POTUS @realDonaldTrump Um, no. Please refer to exhibit A:  https://t.co/Mea9evendr
1088587117192757249 2019-01-24 18:59:28 -0400 <kbal3259> @realDonaldTrump I'm sure every person that's bin furloughed wud love to no wat grocery stores are giving out free food &amp; wat banks are letting people slide on their mortgage payments? #NoDistractions  #TrumpRussia  #CohenTestimony #TickTockTrump
1088587116135809027 2019-01-24 18:59:28 -0400 <ceilteachcailin> @realDonaldTrump Dear Mr. President,  please reconsider your decision to not hold the State of the Union until the gov is reopened. That is exactly what the Dems want; for you NOT  to speak about their nonsensical behavior.
