963563431331852289 2018-02-13 18:59:58 -0400 <Viperxsilencer> @realDonaldTrump jk
963563366282297354 2018-02-13 18:59:43 -0400 <MT_alvarez90> @culitobravo @willitoo @patriciajaniot @realDonaldTrump @antonioguterres Simple, los cargos son de acuerdo a la pruebas que hay en contra el acusado. Hoy se terminó ese discurso ridículo de justicia selectiva. Por cierto, en ese tweet trump se refiere a la campaña "me too"..... nada que ver con CICIG 😂
963563365569200129 2018-02-13 18:59:43 -0400 <bureauofdissent> @realDonaldTrump why do you hate America? Why do you refuse to protect America?  https://t.co/vuNVe1TbSG
963563360557109249 2018-02-13 18:59:41 -0400 <JacquelineVoll5> @realDonaldTrump wow! Putting on some weight there - you are FAT &amp; now have no worth...  https://t.co/DdlJTJS5h6
963563358812217345 2018-02-13 18:59:41 -0400 <PAWarnhoff> @Trumpgot2go @Mschade2020 @wvjoe911 @RawStory @POTUS @realDonaldTrump @PressSec OHhhh..LORDY!!
963563355079303168 2018-02-13 18:59:40 -0400 <ScottF59> @M_Henry_Tillman @peggy_fruge @GaryNicholson64 @cferrer777 @realDonaldTrump FBI used Fruit of the Poisonous Tree.
963563352529260544 2018-02-13 18:59:40 -0400 <g_n02> @realDonaldTrump, U know that people other than immigrants &amp; people of color are dying, right?  @foxandfriends @FoxNews @infowars @BreitbartNews @DRUDGE_REPORT @WhiteHouse @PressSec @TheDemocrats @thehill @politico @LibDems @HuffPost @goldengateblond @CNN @AP @FT @HouseDemocrats  https://t.co/0wuUPIH4LW
963563350985756672 2018-02-13 18:59:39 -0400 <vipscafe25> @ScottAdamsSays @realDonaldTrump @DonaldJTrumpJr @seanhannity @greggutfeld  https://t.co/wlyEb17w4J
963563347772833792 2018-02-13 18:59:38 -0400 <KelleSproat> @RchlTkr @LisaMei62 @realDonaldTrump Very strange the ivy background for POTUS Obama, while ALL previous Commander in Chiefs appeared more stately. Just stating my opinion, not saying good or bad, just “different”
963563346418073601 2018-02-13 18:59:38 -0400 <HarryBerbely> @CoreyLMJones @realDonaldTrump Lt Col Michael A Aquino is recommending the news media for a stint in hell. The Devil knows his own.  https://t.co/aRbXcEmKn0
963563343398277122 2018-02-13 18:59:37 -0400 <Memshalah> @JTMann05 @realDonaldTrump THEY ARE ALL WICKED PPL!!!
963563339979874304 2018-02-13 18:59:37 -0400 <jankevin> @realDonaldTrump I will not give up my food stamps w/out a fight, for once I DON'T AGREE W/ U.  Please find something else to pick apart and leave the snap program alone,  I know U R trying to help but U R not, U R hurting us.  LEAVE IT ALONE.
963563339904372736 2018-02-13 18:59:37 -0400 <mj13mkt1313> @SebGorka @PBS @realDonaldTrump Then public media needs to be fair and balanced and not ponds of Democrats
963563338562195456 2018-02-13 18:59:36 -0400 <Formidious> @realDonaldTrump @antischool_ftw #WeThePeople are with you #45BestPOTUSEver
963563337756921856 2018-02-13 18:59:36 -0400 <nicholaasjohann> @jammopo2014 @AnthonyImperat3 @Shapiro_2024 @realDonaldTrump You don’t sound American to me. Real Americans support their leaders, regardless what you think you know, which is obviously not a lot. Keep professional opinions to the professionals and support your President. After all, the majority did vote for him. Have some respect
963563332753154048 2018-02-13 18:59:35 -0400 <nursejanee> @PressSec I mean really?  What does @realDonaldTrump have on you or your dad for you to lie every day?
963563331620569088 2018-02-13 18:59:35 -0400 <DavidTMaloney1> @realDonaldTrump @rdelightus Wouldn't it be great if they enforced our immigration laws? Hey art of the dealer, you do realize that in any deal the illegal aliens win and the  citizens lose. Art of the deal my ass...!!!
963563327766126592 2018-02-13 18:59:34 -0400 <Juppy_s> @realDonaldTrump Pretty bad comment to like ratio here suggesting that this plan is not very popular. Why does Twitter not have a dislike button on Tweets?
963563327279448065 2018-02-13 18:59:34 -0400 <docholly> @loret28 @tizzywoman @realDonaldTrump But but but .. he's a "fine Christian"
963563325215985664 2018-02-13 18:59:33 -0400 <ajmeader> @EdanClay @realDonaldTrump Birds of a feather.
963563323311755264 2018-02-13 18:59:33 -0400 <FOCUSMYNERG> @FPBland @PetersonLawProf @jsovern @ConversationUS @realDonaldTrump turns his back on military consumers and their families while Wall Street and Payday Lenders pat him on the back. Shameful!!
963563323273961472 2018-02-13 18:59:33 -0400 <StevenMKuykend1> @realDonaldTrump @POTUS @FLOTUS @WhiteHouse @IvankaTrump @EricTrump @DonaldJTrumpJr @AnnCoulter @RealSeanHannity @TuckerCarlson @dbongino  @ScottAnthonyUSA @LizCrokin @PamJonesLiberty #FollowTheWhiteRabbit #SickEvilBastards #OldSparkyIsWaiting #GitmoExpressReservations  https://t.co/Paob9y6Qot
963563321038393345 2018-02-13 18:59:32 -0400 <Spirit76Rising> @realDonaldTrump should address concerns about "#russianhacking", by REQUIRING ID's at the voting booth, and implementing a verifiable paper-trail, using only hand-counted paper ballots! That outta shut them Dems up!  https://t.co/uwhkchoBFS
963563320446988288 2018-02-13 18:59:32 -0400 <SylvanasMaria> @realDonaldTrump fucking DO SOMETHING.  https://t.co/wt4E1uWixz
963563318685372423 2018-02-13 18:59:31 -0400 <angryartiste> @abc13houston @realDonaldTrump No.
963563315774590976 2018-02-13 18:59:31 -0400 <GenerationXChic> @johnrobertsFox @FoxNews @realDonaldTrump Have at it. See ya in front of a grand jury potus!
963563315304726529 2018-02-13 18:59:31 -0400 <Patrickmraz1> @Pissyfits @realDonaldTrump 122.00 a month #lovethemcrumbs
963563312351817729 2018-02-13 18:59:30 -0400 <alexsmathews> @chaugh58 @thehill @realDonaldTrump @POTUS The truth and this man are not friends
963563312318504966 2018-02-13 18:59:30 -0400 <Vickie627> @AdamPiersen @ojEY07SrRLWPsRg @cammie8867 @krassenstein @realDonaldTrump *”well regulated militia” amendment
963563310338707456 2018-02-13 18:59:29 -0400 <billyboi67> @realDonaldTrump How many government secrets has your administration sold to governments
963563309822652416 2018-02-13 18:59:29 -0400 <wkkyd> @CKnSD619 @realDonaldTrump Best to your mom!
963563303946604544 2018-02-13 18:59:28 -0400 <Lisa32686> @TheLastRefuge2 @realDonaldTrump Stable Genius! MAGA! Winning!!!
963563298904879104 2018-02-13 18:59:27 -0400 <Majestik12> @stablevortex @StraightOutta16 @mamakin72 @coolcam101 @realDonaldTrump Won't it be just Soo amazing once all the brainwashed liberals are gone? Replaced by brainwashed conservatives. Replace one problem with a worse one.. great idea Trumpette.
963563297818791936 2018-02-13 18:59:26 -0400 <LarrySalberg> CC: @IngrahamAngle @SeanHannity @TuckerCarlson @MarthaMacCallum @RushLimbaugh @MarkLevinShow @ShannonBream @JudgeJeanine @GregGutfeldShow @realDonaldTrump @FoxNews @FoxNewsPolitics #tcot  https://t.co/meKDCTLIys
963563297625780224 2018-02-13 18:59:26 -0400 <TeePal2> @Saphina77 @POTUS @realDonaldTrump They'll only sway the gulable, weak and naive. And they will use the most immoral of feminist to levy credit to their cause.  And their efforts will not be enough.
963563295201402880 2018-02-13 18:59:26 -0400 <liberalgoddess> @MarkHerringVA @pricklyeater @realDonaldTrump But will ICE stop?
963563294966599680 2018-02-13 18:59:26 -0400 <CharlieJoyner10> @realDonaldTrump I work my ass off. Ant got shit yet. Make it captan.
963563287685287937 2018-02-13 18:59:24 -0400 <LewisBlum> @realDonaldTrump Mr President.many people voted for you,they believe in you and they trust you,take a stand against domestic violence,cave man days are over,many women voted for you,fight against domestic violence.the same way you tough talk against north Korea, protect women  https://t.co/WCtISZHBvY
963563285726470145 2018-02-13 18:59:24 -0400 <wayne_kimbell> @MayorLevine @realDonaldTrump @richardcorcoran “We won’t be threatened by anyone, because we believe in everyone.”  What does that mean? 🤔...💡...nothing!?
963563285420244992 2018-02-13 18:59:24 -0400 <musicole1> @TEDDYZEE @realDonaldTrump Climate has always changed, they used to teach that in grade school. Now, people run around like idiots defending a constant.
963563284443160576 2018-02-13 18:59:23 -0400 <DUPDAWG> @realDonaldTrump More spending, more debt, more printing money out of thin air and more passing the burden on to generations to come ... If it all doesn’t collapse under its grotesquely bloated unsustainable weight before then. Nice job 👍🏻 ALL TAX IS THEFT!
963563284174696448 2018-02-13 18:59:23 -0400 <AlyAlyaxelrod> @realDonaldTrump eats mostly junk food b/c he can't pay anyone enough to be his taster.  https://t.co/wVIB4hgFxi
963563277212102656 2018-02-13 18:59:22 -0400 <JCavese> @realDonaldTrump liar liar, pants on fire! #TrumpBudget  https://t.co/jyqlUYXxSr
963563274519244802 2018-02-13 18:59:21 -0400 <studioemperor> Moron-in-Chief. The Director of National Intelligence Dan Coats, CIA Director Mike Pompeo and FBI Director Chris Wray ALL agree that Russia meddled in 2016 and will again. What are you going to do about it? @realDonaldTrump @GOP @SenJohnMcCain
963563274347384832 2018-02-13 18:59:21 -0400 <jemelsha> @rsstell @janiceforsyth4 @86Whitemoonlily @freedomrules007 @jnarls @realDonaldTrump Nope. BBC.
963563273881817091 2018-02-13 18:59:21 -0400 <Jarnocan> @gbsb6 @realDonaldTrump @foxandfriends It will someday I hope.
963563273386799104 2018-02-13 18:59:21 -0400 <Energy321> @realDonaldTrump If the Mexicans like America so much, then WHY are they not conforming their country into a system that has proven to be successful like the USA?  If they can't get into the USA right away, then it forces them to put forth change in their Nation of what they seek from the USA !!
963563272967413765 2018-02-13 18:59:21 -0400 <chdeerob> @johnrobertsFox @FoxNews @realDonaldTrump probably a good idea..he would get hammered....nahhh go ahead rumpty..#youwilllose
963563264146903040 2018-02-13 18:59:18 -0400 <unalienablerght> @THEREALMRSAZON @KalikaLaw @realDonaldTrump God bless @POTUS @realDonaldTrump. May He grant Trump continued wisdom, strenngth and peace.
963563259080056832 2018-02-13 18:59:17 -0400 <jpurdy67_brown> @realDonaldTrump You need a question mark at the end of a question. So, when you start with “Wouldn’t it be great” you’ve asked a question. Maybe someone should edit your writing before you submit it to the entire world as the spokesman for the U.S. #StableGenius
963563255003262977 2018-02-13 18:59:16 -0400 <LarwomanLaura> @CKnSD619 @realDonaldTrump I love your momma, too!!! Give her hugs from me!
963563254541963265 2018-02-13 18:59:16 -0400 <deeterc43054> @realDonaldTrump #stoptweetingstartgoverning
963563253954576384 2018-02-13 18:59:16 -0400 <1_gflame> @AsiwajuTinubu @MBuhari @GejJonathan @ProfOsinbajo @atiku @OoniAdimulaIfe @bukolasaraki @YakubDogara @realDonaldTrump @VP @HazzaBinZayed @EmmanuelMacron @BillClinton @BarackObama @tkpresident @junkereu life in its general sense and beauty neva leaves a warm hearted man whom delights comes from d beauty of giving to d poor, bcos it maketh prosperous and glorious, such is a lifestyle of a successful Man and a Leader.
963563250670624768 2018-02-13 18:59:15 -0400 <kvpeckwriter> @johnrobertsFox @FoxNews @realDonaldTrump He can't ignore a subpoena. Will they have to drag him out of the OO?
963563249823236096 2018-02-13 18:59:15 -0400 <peter_rabbit35> @realDonaldTrump  https://t.co/OvKCNCcy22 How to make up shit as you go along... This is a Prez thing? Oh wait, a Trump thing...
963563247180959746 2018-02-13 18:59:14 -0400 <LilRdVet2> @realdonaldtrump is a LIAR...so...  https://t.co/wOyD8dqYxR
963563244869865472 2018-02-13 18:59:14 -0400 <thomasajoyce> @realDonaldTrump why gas price so highh? U need to cut ittt
963563236112166914 2018-02-13 18:59:12 -0400 <brook_western> @MarianneHofer @ericbolling @realDonaldTrump Thank you very much. It helps to have people care enough to send words of comfort. It really does.
963563235319402496 2018-02-13 18:59:12 -0400 <anthonyslewis> @Debmoley @realDonaldTrump Shouldn’t you be mad that Trump is trying to let illegals stay her permanently despite BREAKING TEH LAW?!?
963563235193643008 2018-02-13 18:59:12 -0400 <abekay2> @CocoPazzo @realDonaldTrump @SecretarySonny the proposed $17 billion and $213 billion savings from the SNAP budget is money lost from  hard working retailers.
963563225185910785 2018-02-13 18:59:09 -0400 <CheetoWafa> @realDonaldTrump @DonaldJTrumpJr @GOP #FloodTheSwamp #45IsFakeNews #MuellerTime #AlternativeFacts  https://t.co/BvDkJUjNm9
963563222883323905 2018-02-13 18:59:09 -0400 <JustStooopppp> @ccindywalker @realDonaldTrump You think trillions of dollars of debt is making America great again... HA! 🤣
963563219750195200 2018-02-13 18:59:08 -0400 <arealmintjuliep> All eyes on you @realDonaldTrump why are you bringing all these immigrants to USA? Practice what you preach dude.  https://t.co/quxXmbatui
963563213970386944 2018-02-13 18:59:07 -0400 <TheDudeInLev> @NeiiinDochOh Die Idee könnte von @realDonaldTrump stammen!
963563213114740736 2018-02-13 18:59:06 -0400 <bjdmama> @Alyssa_Milano @realDonaldTrump They. Don’t. Care.
963563212439474176 2018-02-13 18:59:06 -0400 <TBCDG> JUST IN: Judge grants second nationwide injunction preventing @POTUS administration from rescinding DACA program as lawsuits proceed.  - It's time @realDonaldTrump replaces some of these judges. I have never known any @POTUS having so much trouble doing his job.
963563206668152834 2018-02-13 18:59:05 -0400 <mediagonebad> @82ndCombatVet @SenateGOP @realDonaldTrump Thank you for following the oath. These people are the domestic enemy we raised our right hands to defend against. They have sold the soul of American democracy to the oil mafia and military contractors and are fleecing seniors, children, POC, and the entire working class.
963563205850255362 2018-02-13 18:59:05 -0400 <G_Man414> @WhiteHouse @realDonaldTrump @POTUS
963563203430150144 2018-02-13 18:59:04 -0400 <MadCatParty> @RepBarbaraLee It is very telling how out of touch @ @POTUS  @FLOTUS @realDonaldTrump are with America. And how they truly do not care. And yes @MELANIATRUMP I am talking about you too.
963563196345921537 2018-02-13 18:59:02 -0400 <Patriot_Ink> As I watched Kim Dung Pot Belly's sister, and knowing that she is N Korea's Minister of Propaganda, I couldn't help but think of "The Snake" poem read by President @realDonaldTrump
963563191161774080 2018-02-13 18:59:01 -0400 <boyleddcoram> @abc13houston @realDonaldTrump What a rediculous, short-sighted, uninformed, elitist, bigoted, cruel, ineffective idea. No surprise.
963563187781107712 2018-02-13 18:59:00 -0400 <NJRRBasketball> @SteveKellerNRR @realDonaldTrump Steve, the roads &amp; bridges &amp; airports are with in the states - so they should know what needs repair Right ? 1 less layer of management would be cheaper. I think you are really going out to the end of the limb on this one. We know you hate Trump from ur postings but this is crazy
963563185444761601 2018-02-13 18:59:00 -0400 <bmin> @RGlennCooper1 @cindygold298 @JamesMc30559324 @Martymoore20041 @kmiranda1973 @realDonaldTrump I am proud to have voted for HRC-- the most qualified candidate in a generation. I am mortified to share a country with people who would vote for a sleaze like T. I do my patriotic duty by getting past vulgar memes to have real conversations with my misguided fellow countrymen.
963563176687230978 2018-02-13 18:58:58 -0400 <TanaSWilliams3> @Rightwingmadman @realDonaldTrump Nobody was investigating Trump they were investigating the people around him who were obviously in the pockets of the Russians and it started way before the elections more than a year or do you like alternative facts
963563171750514690 2018-02-13 18:58:56 -0400 <mortmn> @POTUS @realDonaldTrump  To all of the Trump followers out there.  Are you happy?  Will your loved ones on SS and Medicare be able to survive with these cuts?  https://t.co/c21mPH7wvN
963563170873987072 2018-02-13 18:58:56 -0400 <seer116dAult> @realDonaldTrump Just who is this "we", exactly?  It sounds more like you expect us to pay for everything just like always as you continue to bilk us and pass the savings on to your friends.
963563166021095426 2018-02-13 18:58:55 -0400 <WholeLottaJulie> Hello, @realDonaldTrump, it’s me again. Don’t you think you should at least ACT LIKE YOU CARE that Russia is absolutely targeting our next election? I mean, it’s just AMERICA, and you want people to believe you give a shit about us. Just an idea.
963563164603269120 2018-02-13 18:58:55 -0400 <RdWhBlu2> @Harlan @realDonaldTrump @TeamCavuto @FoxNews Harlan Hill: did you ever get your GED ?
963563164087607296 2018-02-13 18:58:55 -0400 <SeniorAmerican1> @abc13houston @realDonaldTrump In every area that Trump touches, the US loses all of its advances and goes back 100 years in time
963563159825956864 2018-02-13 18:58:54 -0400 <CaptainObadiah> @Jeff66349905 @cherokeesher2 @MoralsCount @realDonaldTrump @EYEONLIES @BarackObama Mhm So dems can lose more seats? Me either. Face it, even the precious polls democrats just LIVE for aren't able to skew themselves far enough to maintain a 2pt natl lead. 2 wks ago they were up +15 AVERAGE across polls. Now, they're as low as -2. These pollsters are lefties too!
963563154214195200 2018-02-13 18:58:52 -0400 <_CareKids> @Plateauview @RealQuietMouse @KenKostanecki @MizzesB @battlefrontgen1 @GreatGadsden @ARRESTPODESTA @DavidEveld @SaRaAshcraft @LeighAnneTaft @RachellePavlova @SheriffCake @ProtestChris @SHF7 @bchapman151 @jmajih @realDonaldTrump @POTUS THEY ARE USING MK ULTRA ON CARE KIDS NOW IN THE UK GUESS WHO IS THE HEAD ?
963563152171585536 2018-02-13 18:58:52 -0400 <MargueriteFahey> Yes, this pretty much sums up @realDonaldTrump. 👇🏻  https://t.co/DG2lydvGkz
963563145716555776 2018-02-13 18:58:50 -0400 <CatAttack360> @jerome_corsi @realDonaldTrump Are you an idiot or just stirring up shit? You cannot just lie like this. It's wrong.
963563141471883264 2018-02-13 18:58:49 -0400 <dag4192> @NBCNews @realDonaldTrump How the F can you sit back and ALLOW this $hit to happen???  Are you really that crooked and horrible???  Guess so SMH
963563141337464832 2018-02-13 18:58:49 -0400 <ProjectTupac> @AMErikaNGIRLBOT @LeahR77 @realDonaldTrump @StockMonsterVIP @DailyCaller @JrcheneyJohn @Isa4031AMP @LVNancy @KatTheHammer1 @Golfinggary5221 @kwilli1046 @bbusa617 @GrizzleMeister @ROCKONOHIO I absolutely do not want that portrait hung anywhere, because of the artist painting depicting a slashed head of a woman! #Donothangthe painting
963563140196728832 2018-02-13 18:58:49 -0400 <RGlennCooper1> @cindygold298 @bmin @WrobleSgw11 @kmiranda1973 @JamesMc30559324 @realDonaldTrump Actually she has no respect for the Constitution...One of her priorities was to gut the second amendment...And immigrate 65000 Syrians here...Looking at Europe, do ya really think that's a good idea?
963563138615521280 2018-02-13 18:58:49 -0400 <ktmccabe2> @realDonaldTrump   👿 THIS IS WHO YOU ELECTED TRUMPSTERS 👿  #REALTALK #Trump  #TrumpRussia  https://t.co/ahB0NL6Sll
963563138493722625 2018-02-13 18:58:49 -0400 <SilvastoneCon> @AJEnglish Is this “ fake news “ 😂😂@realDonaldTrump
963563136136577025 2018-02-13 18:58:48 -0400 <RalfusJ> @vp @realDonaldTrump   is sitting in protest like a 10 yr old better than taking a knee?  https://t.co/7i2g2oIPCT
963563133364154369 2018-02-13 18:58:47 -0400 <YvainKunellis> @AnthonyImperat3 @Shapiro_2024 @realDonaldTrump As a native-born American I can tell you with 100% certainty that I absolutely despise the president and his entire Administration. Trump is unquestionably the most unqualified, incapable, repugnant, vile, morally reprehensible politician I've ever seen in my life.
963563132831412224 2018-02-13 18:58:47 -0400 <thesum> @asoonerfan @johnrobertsFox @FoxNews @realDonaldTrump How very sad that @FoxNews has so successfully stripped you of patriotism and confidence in the fine men and women of the law enforcement and intelligence community... all for a dishonest con man who brings shame to our @whitehouse. 😢🇺🇸
963563132634435585 2018-02-13 18:58:47 -0400 <Memshalah> @RoxSlyde @sallywarden @AnthonyImperat3 @jammopo2014 @Shapiro_2024 @realDonaldTrump The TRUMP IS AN EDDIE TRUMP WHO DONATED $$$ TO CLINTON FOUNDATION SEEKING HELP WITH HIS RUSSIAN BUSINESS VENTURES!  NO RELATION TO OUR POTUS TRUMP!!!
963563131992772608 2018-02-13 18:58:47 -0400 <jafery_dr> @realDonaldTrump @StateDept  What a silly statement by US intelligence chief !   Your ArmedForces lost 70% of Afghanistan and still have the decency to blame others for being soft ..😂😂😂   https://t.co/qpoQaEXChD
963563130956722183 2018-02-13 18:58:47 -0400 <Sweet_Pea_J> @maryturk @jackschofield @realDonaldTrump @BarackObama @GOP @FoxNews @infowars @DailyCaller I def see that point of view. Because he spoke well and gave such moving speeches, people thought his goal was to unite, never questioning whether his dark image of America was accurate, but when people believe there is division, they will see division, it's how our brains work.
963563129417404418 2018-02-13 18:58:46 -0400 <Jerusal53393006> @BeSeriousUSA Did you notice that illegitimate president @realDonaldTrump is tweeting regularly that he needs more Republicans in Congress so that he can complete his agenda. Is he talking to or signaling Putin?
963563129283272704 2018-02-13 18:58:46 -0400 <gembearable> @Konamali1 @MarkHerringVA @realDonaldTrump Nah, not really   https://t.co/kTXUmpLxeY
