987118647389941765 2018-04-19 19:59:59 -0400 <ellistell> @realDonaldTrump 🙄
987118578938892289 2018-04-19 19:59:43 -0400 <angtimmen> @realDonaldTrump Huh. Weird. Sounds eerily similar to what was done to our real president @barackobama
987118578158587904 2018-04-19 19:59:43 -0400 <Sahabdeen1311> #बेटी_मांगे_इंसाफ  भारत सरकार से पुनः निवेदन है कि इस देश में हो रहे अत्याचार को मिटाया जाए  और बेटियों को इंसाफ दिलाया जाए  @PMOIndia  @realDonaldTrump  @vjpanaligan  @vjpitch  @vjpanaligan  @vjpiccini  @pandit_s_koshik  @AmarKhajuriya  Shadhna TV 7:40 pm  https://t.co/5QZdzvHKC8
987118575088492544 2018-04-19 19:59:42 -0400 <Hale03Hale> @LOTLResists @kims6gkids @HoarseWisperer @realDonaldTrump Now I want a margarita! 🍸🍹🍷
987118573888864256 2018-04-19 19:59:42 -0400 <dixieandtigger> @realDonaldTrump Ummm, Sad.  https://t.co/7KmTADg7nH
987118573528137728 2018-04-19 19:59:42 -0400 <DasSahabdeen> #बेटी_मांगे_इंसाफ  भारत सरकार से पुनः निवेदन है कि इस देश में हो रहे अत्याचार को मिटाया जाए  और बेटियों को इंसाफ दिलाया जाए  @PMOIndia  @realDonaldTrump  @vjpanaligan  @vjpitch  @vjpanaligan  @vjpiccini  @pandit_s_koshik  @AmarKhajuriya  Shadhna TV 7:40 pm  https://t.co/Kq6kglx4qG
987118572424970240 2018-04-19 19:59:42 -0400 <SteveSi34788687> @johnnynaugahyde @realDonaldTrump Mr Trump is going to get our country safe
987118571393138688 2018-04-19 19:59:41 -0400 <realDonaldTrim> @JacobAWohl @realDonaldTrump Jacob, there is something very wrong with you!  Please get immediate help.
987118568763527170 2018-04-19 19:59:41 -0400 <HPrynne> @The_UnSilent_ @realDonaldTrump Like to see the NDA for these two.
987118568461381633 2018-04-19 19:59:41 -0400 <LauraLonna24> @realDonaldTrump Sanctuary cities actually have less crime. Where the hell do you get your facts? Oh wait fox news and the ignorant forgot my bad. Oh and IMMIGRANTS BAD!
987118566100025345 2018-04-19 19:59:40 -0400 <dukesb12> @realDonaldTrump @GCSOFlorida Something needs to be done with the continued killings of law enforcement!!!!!!!
987118565110288384 2018-04-19 19:59:40 -0400 <ShoreyMichael> @k8eb8 @seanhannity @PIRATEDANTRAIN @DNC @HillaryClinton @JoeBiden @EricHolder @BillClinton @BarackObama @GOP @realDonaldTrump I'd rather have a Bully fighting for America's best interest then a passive wimp who allowed our country to be pushed around and taken advantaged of for 8 years. Just my opinion of course &amp; with that being said there is no reason why our differences of opinion should divide us.
987118564602593280 2018-04-19 19:59:40 -0400 <melszy> @realDonaldTrump @MarshaBlackburn #GUILTYtrump #GUILTYtrump #SPANKY #SPANKY #SPANKY #RELEASEYOURTAXES #dontTRUSTtrump
987118563696750598 2018-04-19 19:59:40 -0400 <JamesAngleton75> @cpurrge @Derf1717 @NameRedacted7 @Debradelai @_VachelLindsay_ @realDonaldTrump I don't know, but she was obviously just having an emotional breakdown. I wouldn't take anything on that video as a serious cry for help. Just asking people to fix shit for her because things didn't turn out the way she wanted. Basically the youtube version of this  https://t.co/wGwLUA42OB
987118563013033984 2018-04-19 19:59:39 -0400 <BertaMassaro> @realDonaldTrump Did Rudy tell you that?
987118562790772736 2018-04-19 19:59:39 -0400 <ManvsWheelchair> @copyDC @realDonaldTrump Just wanted to say to hone your skills and start a Fiverr account.. you can earn extra  💸💸 on there
987118559703764992 2018-04-19 19:59:39 -0400 <FranRN> @all_eddy @1mimi4ever @elite99thc @NFL_Kneelers @mfbishop_m29 @sonny_scroggins @sherdngr @butterfly4u4eva @oreoscar @KristinAndrene @tRickSalsman @klassylady20069 @wonderfullone @mizzmaxwellww @wileyeecoyote @NickAlexanderH4 @CJNIII @mitzji @SusanWDavis3 @Really_FUBAR @MjaneMarshall @vegaslamb @SabrinaNYC1 @EwingDoris @isitreallysin @joeygallo922 @Okie_Resister @janlascko @oddmanout @bosslady2898 @JCoker13 @fjfiorejr @PetuniaPolitics @freedfried @Merri__Magic @Gary_ARSP @ValentinaRose76 @Doug415510330 @Latina1949 @realDonaldTrump @GOP @leahlizzy44 @JackPosobiec well some one has to teach him the trade he'll be doing it for a long time.
987118558692958208 2018-04-19 19:59:38 -0400 <andygill17> @realDonaldTrump Resign
987118556172070912 2018-04-19 19:59:38 -0400 <JosesCastillo19> @JarrodM2344 @SharonHBanning @realDonaldTrump This is sad... he never does or say anything good.. you must be heartbroken😂
987118555538829312 2018-04-19 19:59:38 -0400 <Karen_NotMyPres> @joncoopertweets @VP @realDonaldTrump Hahahaha...lock them both up
987118554620268544 2018-04-19 19:59:37 -0400 <Cassand29017794> @realDonaldTrump Just As ridiculous as the laws, that allow a Crooked, Corrupt, Traitor to still hold an elected office a foreign enemy helped him steal from the legitimate president. So that’s makes you the Joke. Mueller is very Close!
987118551550054400 2018-04-19 19:59:37 -0400 <VivianKehl> @realDonaldTrump Where do you get your info? You just spew bullshit and the only ones that buy it are your racist base and Fox.
987118550866415617 2018-04-19 19:59:36 -0400 <AngelosSister> @PressSec is to @realDonaldTrump as Rose was to Jack on the Titanic (evil, lying versions of course). This ship could be called #TheLiarsLair with these two on it. Please!! Stay on the ship!  #MuellerIsComingForYou #DonTheCon
987118549155000320 2018-04-19 19:59:36 -0400 <dongya_ganbare> @AbeShinzo @FLOTUS @realDonaldTrump Wrong place，Wrong time ，  The wrong thing ，Short-term interests ，Long-term injury
987118548844609537 2018-04-19 19:59:36 -0400 <TheCalypto369> @realDonaldTrump Keep up the good work Mr President 🇺🇸
987118547678605312 2018-04-19 19:59:36 -0400 <StandingDrummer> @realDonaldTrump Donnie-boy. Kim Jong-in was right. You are a #Dotard #TooChickenToServe #MorallyUnfit
987118547599020034 2018-04-19 19:59:36 -0400 <Knowthings111> @dr__Pepe__ @LordDampnuts666 @IgnitedTrueWord @realDonaldTrump  https://t.co/DIWss6Iz7d
987118547468943360 2018-04-19 19:59:36 -0400 <detrompez> @realDonaldTrump   https://t.co/0ArqQPQjVh
987118546453839872 2018-04-19 19:59:35 -0400 <montalto_robert> @CounterSocial66 @realDonaldTrump I don't understand why you hate Bill Clinton so much you described him perfect
987118545703092224 2018-04-19 19:59:35 -0400 <Scrooched21> @chelseahandler @KyleNeven1 @realDonaldTrump More like if someone can claim him as a dependent!   If he would have retreated from his business, a simple "postcard 1040" form would have  sufficed!
987118545145249792 2018-04-19 19:59:35 -0400 <LorLyBa> @LetsMake_Great_ @ShibbyWhoKnew @realDonaldTrump Yeah, what he said.
987118545032089600 2018-04-19 19:59:35 -0400 <BobHume3> @realDonaldTrump *In before the pussy grabbing jokes*
987118544138788864 2018-04-19 19:59:35 -0400 <michaelirish211> @FoxNews @realDonaldTrump @Comey I'm sure he saw it Fox last night. Hannity has a problem filtering information before he churns out his own twisted thoughts.
987118542280708098 2018-04-19 19:59:34 -0400 <paleaffan> @realDonaldTrump What period does this cover? Precisely what "forms" of violent crimes were committed? If you're doing such a bang up job of "law enforcement" (FBI aside, of course), where the hell was ICE when they were released? Your watch, right.
987118541236310016 2018-04-19 19:59:34 -0400 <ashbykoss> @bob1947326 @raymarcotullio @realDonaldTrump Served voluntarily or as a draftee?
987118541110378496 2018-04-19 19:59:34 -0400 <EmmaCTZen1> @realDonaldTrump   https://t.co/O6hIsewAYm
987118540502126593 2018-04-19 19:59:34 -0400 <inogerp> @realDonaldTrump for as little as $1000 a day for your remaining days in office, you can pay off my student loan. Thank you.
987118538199412736 2018-04-19 19:59:33 -0400 <imtripptripp> @realDonaldTrump Real slow walking is the legally questionable act of blocking Obama’s Supreme Court seat by McConnell. That is true party over country. Who could vote for people that do that?
987118537805258752 2018-04-19 19:59:33 -0400 <daynal> @liljoekokomo @realDonaldTrump Yes. Yes you do.  https://t.co/TizWa2gL0W
987118535880167430 2018-04-19 19:59:33 -0400 <nico_stadler> @ayan_lacrosse @thelauracoates @realDonaldTrump Just like Kellyanne Conway who always finds a new way to dodge questions and make them about something else ...
987118533170544640 2018-04-19 19:59:32 -0400 <cervesa603> @tabu_la_raza @thebradfordfile @realDonaldTrump Common!  Obama is out of office now. Let it go on the racist thing.
987118533103505409 2018-04-19 19:59:32 -0400 <III_Frogs> Next month in #Jerusalem . . .  @realDonaldTrump @netanyahu #Israel #BFFs #Embassy  https://t.co/61x4oapkce
987118532948381697 2018-04-19 19:59:32 -0400 <CameronSmith92> @realDonaldTrump It really burns you that polls show Comey is trusted more then you. Maybe that’s because you lie about everything all the time.   https://t.co/7mWJFUigtX
987118532381949952 2018-04-19 19:59:32 -0400 <SoCalSantaAna> Wars and rumors of wars and still no anti-christ ? @tedcruz @realDonaldTrump @BenSasse #Evangelicals #ConstitutionalConservative   https://t.co/zz2YkAIiiA
987118532348579846 2018-04-19 19:59:32 -0400 <bbjdiamond> @realDonaldTrump Sounds like he should be the prez
987118532294037504 2018-04-19 19:59:32 -0400 <pbrew1> @realDonaldTrump like the supreme ct.  ya'll did
987118527940308993 2018-04-19 19:59:31 -0400 <aizhawithaz> @pollsofpolitics @realDonaldTrump @POTUS Comey may be bitter but that doesn’t make trump any more mentally fit
987118527315259393 2018-04-19 19:59:31 -0400 <JeffPreston13> @realDonaldTrump Not to mention guns around every corner.
987118526807896070 2018-04-19 19:59:31 -0400 <Andersc75> @realDonaldTrump Just like what you did to Cohen when you denied knowing about him paying Stormy? #glasshouses  https://t.co/sDYfFO7JSl
987118526392516608 2018-04-19 19:59:31 -0400 <ShellbackSteve> @CarlPar80787825 @beauryan @realDonaldTrump That's exactly what we've been telling you for decades.
987118526250061824 2018-04-19 19:59:31 -0400 <Jlavin_> @DDHarshaw @realDonaldTrump Its not unrelated at ALL....and is not a billion enough for you?
987118524966432768 2018-04-19 19:59:30 -0400 <CorkForkPassprt> @Soloroamer66 @realDonaldTrump I like your theory.  I was wondering why the hell Giuliani would ever go down with a sinking ship like this.  :(
987118522777006080 2018-04-19 19:59:30 -0400 <SteveSCCM> @Voorhees_Jason @realDonaldTrump @netanyahu I suppose there are a couple great things to attribute to him. Great recession. Great refugree crisis. Great weaponization of government against political enemies.
987118520960864256 2018-04-19 19:59:29 -0400 <Jennstanton13> @realDonaldTrump Thank you !!!  Don't know what Gov. Moonbeam is going to do without funding which he heavily relies on !!!  Not to mention all of our taxes and God knows where that goes !!!  CA Taxpayers need an accounting !!!
987118519287459840 2018-04-19 19:59:29 -0400 <shadowbay204> @LeChatNoire4 @gbennettpost @realDonaldTrump Huge bigly crowds
987118518696009729 2018-04-19 19:59:29 -0400 <tammersforpeac1> @jawfreelok @NascarFanAddict @johnnynaugahyde @realDonaldTrump Yolanda is most likely a Russian troll.
987118518108798976 2018-04-19 19:59:29 -0400 <maddpig> @GOPChairwoman @realDonaldTrump Lol, what a laughingstock this @POTUS is, watching journalists try to hold back laughing when covering what he says,”most people don’t know...”  #trumpisamoron
987118517551017984 2018-04-19 19:59:29 -0400 <EileenMcCormac> @realDonaldTrump Stop gloating.  Your time is coming!
987118513494999041 2018-04-19 19:59:28 -0400 <catherinemom23> @_A__Dub @ntmyprez @realDonaldTrump I’m PROUD to live in a sanctuary city that even paid for DACA renewal fees. That pos sob....
987118508826738688 2018-04-19 19:59:26 -0400 <real_suzi> @LouDobbs @realDonaldTrump @POTUS @real_suzi AKA SUZIQ 🔮 HI LOU, IT'S SUZIQ. NO TRUER WORDS WERE EVER WRITTEN OR SPOKEN!!!! GODBLESSAMERICA @real_suzi AKA SUZIQ 🔮 HI LOU IT'S SUZIQ 🔮 🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮
987118508084551680 2018-04-19 19:59:26 -0400 <KeeblrD> @realDonaldTrump You said you only pick great people but time has proven you wrong ! U said Mike Flyn was a great person but now look at him. I think it is fair to question your judgement !
987118507841261568 2018-04-19 19:59:26 -0400 <jamestsmom> @realDonaldTrump  Did he say “clowns in Key West”? Because the hundreds lining the streets are really not crowds.
987118506901565440 2018-04-19 19:59:26 -0400 <Denbe23> @realDonaldTrump Soooo, we really shouldn’t believe what you say? This time? Last time? Next time? Which time?
987118506591309825 2018-04-19 19:59:26 -0400 <jamiedhancock> A torrent of mockery lands on @tedcruz after gushing praise of @realDonaldTrump, and @BetoORourke is fundraising off of it.  https://t.co/se518jd6Hs  https://t.co/Sdxo3KFDMl
987118506104664064 2018-04-19 19:59:26 -0400 <ThnderSaysHello> @realDonaldTrump @MarshaBlackburn Loser for sure now!  https://t.co/9XQERUbO36
987118505874116608 2018-04-19 19:59:26 -0400 <JamesViaMars1> @realDonaldTrump   https://t.co/Ugdw81DdjJ
987118503705694208 2018-04-19 19:59:25 -0400 <ChrisWicks9> @JoeyDoughnuts26 @therealSHuds @Woodleyipt @realDonaldTrump @FoxNews Read it again fool..... Traitor Trump is....  https://t.co/G6K9ukMDab
987118503596646407 2018-04-19 19:59:25 -0400 <abnercruz887> @realDonaldTrump   https://t.co/MtFYHSWFwL
987118502573113344 2018-04-19 19:59:25 -0400 <zombie_esq> @RKeithLong @DJamesBassist @lepke2112 @newtnewtriot @charliekirk11 @realDonaldTrump I don't agree on this point at all. In practice this doesn't seem to be the case but I'll concede it's possible in theory. I appreciate your back and forth today. We obvi don't agree but civil discourse is always appreciated  https://t.co/3ua3r0RWkg
987118501952479232 2018-04-19 19:59:25 -0400 <DanaKChilds> @TheRealFartCop @thelauracoates @jaketapper @realDonaldTrump What on earth is going on lol
987118500861837312 2018-04-19 19:59:25 -0400 <theresa_gavitt> @TheJusticeDept @B75434425 Thank you @AGJeffBSessions @TheJusticeDept #WeThePeople Are AWAKE #MAGA @realDonaldTrump @WhiteHouse 🇺🇸
987118499741839360 2018-04-19 19:59:24 -0400 <CramerjvJohn> @JakobLueck1 @IngrahamAngle @realDonaldTrump The TRUMPY and his friends in WASHINGTON DC will need a place to hide when MR. MULLER gets done with them.
987118499641225216 2018-04-19 19:59:24 -0400 <melszy> @realDonaldTrump #GUILTYtrump #GUILTYtrump #SPANKY #SPANKY #SPANKY #RELEASEYOURTAXES #dontTRUSTtrump
987118497393098752 2018-04-19 19:59:24 -0400 <OneBigAssMistak> @PJ_Steiner @Bluesman57 @POTUS @realDonaldTrump Why isn't Barack Obama  ON THIS LIST?,   OBAMA WAS BOSS IN CHARGE
987118497300996096 2018-04-19 19:59:24 -0400 <Nathan09786> @luchrock @pissedoffwhtgrl @Behold_The_Lamb @PalmerReport @realDonaldTrump @GCSOFlorida how could he? He’s not real.
987118496575139840 2018-04-19 19:59:24 -0400 <bachinventions> @washingtonpost The only end Giuliani can negotiate for @realDonaldTrump is if Trump confesses all &amp; then resigns. Following that, Trump can spend the rest of his life where he belongs—in prison.
987118494675361799 2018-04-19 19:59:23 -0400 <RLElam> .@realDonaldTrump is so fucking stupid.  https://t.co/a0DJ5apPlX
987118488920653824 2018-04-19 19:59:22 -0400 <ricca_mark> @The_Trump_Train @realDonaldTrump Scott Pruitt has spent all of your tax dollars on himself. So has Steve Mnuchin. Trump makes money off of you every time he golfs. What about those Russian sanctions he won't implement? Putin owns this #orangeshitgibbon
987118487674929152 2018-04-19 19:59:21 -0400 <davidhatestrump> @realDonaldTrump such a weak impotent president we have Giuliani as only meatstick that will represent him. We are down to the guilty ones.
987118483140988928 2018-04-19 19:59:20 -0400 <SaywardElyse> @rams9248 @ShafPatel @realDonaldTrump Keep dreaming, love. Oh wait, we already have #Dreamers that Donny doesn't support. Btw, he doesn't support anyone but himself. Get used to it. This is all rubbish.
987118483082182657 2018-04-19 19:59:20 -0400 <Lexie_Raine> @votemarkgreen @Jail_obamas @Franklin_Graham @LyndaAtchison @realDonaldTrump As public showers are, but why state that over a Chaplin breaking his job description for personal beliefs
987118480334860290 2018-04-19 19:59:20 -0400 <blainekell6> @lese_brianne @LisaLint3 @realDonaldTrump But a troll fest ever since. Bern blocking for an hour.
987118479479398400 2018-04-19 19:59:19 -0400 <advorsor> @FoxNews @realDonaldTrump @Comey You are the most biased "news network" that exists.  You feed the president fake news and he bases his decisions on what you say
987118479097638912 2018-04-19 19:59:19 -0400 <AndrewApplegate> Very upsetting that no one clicked the link. Was hoping @realDonaldTrump would have it playing over the Air Force One sound system on the way back to Mar-A-Lago. :(
987118478799798279 2018-04-19 19:59:19 -0400 <Sparks1Sharon> @toddstarnes We did.  And we voted for @realDonaldTrump .
987118474907369472 2018-04-19 19:59:18 -0400 <suziferg0806> @realDonaldTrump @MarshaBlackburn The kiss of death
987118474676797440 2018-04-19 19:59:18 -0400 <Drew_Whited> @realDonaldTrump Dude who cares go run the country
987118469870219266 2018-04-19 19:59:17 -0400 <TimberCarini> I’m sure the owner will be appointed Head of the FDA or Sec of Agriculture by @realDonaldTrump  https://t.co/rpSAJC64tv
987118469010239489 2018-04-19 19:59:17 -0400 <ConcernedinPV> @LeeBrookesmiga @DonnaWR8 @realDonaldTrump What business do I have? My business has nothing to do with the Diversity Lottery Program. I just do my due diligence. The US govt pages on it are very thorough    https://t.co/vaJ01vp49O
987118464304201728 2018-04-19 19:59:16 -0400 <ANNSISCO1> @realDonaldTrump But CLINTON  DID it.  https://t.co/m7PXTmnGsq
987118463847206912 2018-04-19 19:59:16 -0400 <Michie8284> @cathyob1 @realDonaldTrump NOTHING about this president is right!
987118461787631616 2018-04-19 19:59:15 -0400 <406Randy69> @realDonaldTrump I just hope you get to feel how every person you've screwed over your entire life has had to endure 1000 fold. You die penniless your entire family loses their wealth all because of you
987118461213065217 2018-04-19 19:59:15 -0400 <Sportymorty> @HeerJeet Trump has raided the old folks home for people who support @realDonaldTrump
987118458696482817 2018-04-19 19:59:14 -0400 <jeremehall> @realDonaldTrump Did you try some sushi?
987118456662319105 2018-04-19 19:59:14 -0400 <PhilFromPA1> @srccook99 @JacobAWohl @realDonaldTrump Jacob would like that.
987118450651860992 2018-04-19 19:59:13 -0400 <erehrig> @realDonaldTrump If anyone knows a lot about throwing people under buses it’s @realDonaldTrump
987118449930461184 2018-04-19 19:59:12 -0400 <Richard_arch74> @Werd_ny17 @gernie_blanston @AlfonsoNation @shawgerald4 @realDonaldTrump I knew I would get a rise out of you 😂😂, you guys are so predictable. Have a nice day! #MAGA
