1140408713473331201 2019-06-16 19:59:59 -0400 <_goodbeard> @realDonaldTrump Be our president forever!
1140408692459941888 2019-06-16 19:59:54 -0400 <WilliamHeym> @realDonaldTrump Republicans did do that, they started working with steel but when you got the nomination, Hillary took it over.
1140408692032122882 2019-06-16 19:59:54 -0400 <Carmenatorrr> @Santucci @GStephanopoulos @jonkarl @ThisWeekABC @AOC @ABC @realDonaldTrump I have to watch this the same way I would stop and stare at a bearded lady...circus on full display🤷🏽‍♀️ #ImpeachTrumpNow #ImpeachTrump #GeorgeStephanopoulos #abc
1140408690022985728 2019-06-16 19:59:54 -0400 <InsuranceChomp> @QTAnon1 @realDonaldTrump She just thinks with her B👀bs
1140408689460948992 2019-06-16 19:59:53 -0400 <wendy_burgerr> @FraudsFearUs @thebeach345 @TimODee16 @realDonaldTrump I think substance abuse would fall under III, IV, and V. That's a tough one.
1140408688890585089 2019-06-16 19:59:53 -0400 <xx_ShoeGirl_xx> @TiffanyATrump @realDonaldTrump I think this is perhaps the first time TrumpyWumpy is smiling...genuinely and without artifice.   ✋🛑✋🗣🗣🗣🗣 @buffythevampireslayer the hellmouth has reopened 😱😱
1140408687854608384 2019-06-16 19:59:53 -0400 <DucheeForever> @realDonaldTrump @netanyahu 🤮
1140408687455903744 2019-06-16 19:59:53 -0400 <Jazzziered> @realDonaldTrump Yes it can be legally used.  🍊💩🤡
1140408686361247744 2019-06-16 19:59:53 -0400 <KarolRhodes13> @averagegumdrop @Pakthefitness @DavidWohl @realDonaldTrump He hangs out in hipster coffee shops a lot...they say.
1140408682930458626 2019-06-16 19:59:52 -0400 <jkastritis> @HutchensRS @realDonaldTrump You're not a student of U.S. history, are you?
1140408682213081088 2019-06-16 19:59:52 -0400 <lives2write4tv> @TooncesDaCat @MaryannKay @atrupar @realDonaldTrump Isn't it sad that we can't really tell these days????
1140408681961545728 2019-06-16 19:59:52 -0400 <_megdionne> @realDonaldTrump  https://t.co/RPbVy2IrAk
1140408679138832386 2019-06-16 19:59:51 -0400 <Imalloutofideas> @wheezly11 @realDonaldTrump 6 more* years. He's assuming he wins the next election too.
1140408679138766848 2019-06-16 19:59:51 -0400 <StokyRuth> @PressSec @realDonaldTrump We, the American people will miss you. 💝 ur strength and maturity will forever be remembered.   What u’ve endured from the press is unconscionable. May they pay for their harshness at the end of the day. Thank you again!!!
1140408677804990464 2019-06-16 19:59:51 -0400 <cozmocowboy1> @realDonaldTrump They're sore losers
1140408676512985088 2019-06-16 19:59:50 -0400 <thenakedrant> @realDonaldTrump You mean, would we have civil war? A President who holds office longer than the Constitution allows would require armed rebellion, including the military who is sworn to uphold the Constitution against all enemies, foreign or domestic.
1140408676391374849 2019-06-16 19:59:50 -0400 <DagmarUnger> @Im_2_Human @CovfefeGun @CaliforniaPanda @tedlieu @SecPompeo @SenRonJohnson @AshleyW838 @DTinLosAngeles Killing 2 birds with the 1 stone? Money laundering AND buying/STEALING US technology through a back door? @LindseyGrahamSC @realDonaldTrump @KimStrassel @RepMattGaetz  https://t.co/xmuiF6zFEO
1140408676135723010 2019-06-16 19:59:50 -0400 <sethreign8103> @lisapoet @bessbell @realDonaldTrump Very underrated tweet.
1140408673870594049 2019-06-16 19:59:50 -0400 <kroesserdavido> @realDonaldTrump What about spending,? you're doing a great job
1140408673799483392 2019-06-16 19:59:50 -0400 <USA_WINGMAN> @realDonaldTrump Too bad your father wasn’t a fan of condoms. Or a pull out man.
1140408672834732034 2019-06-16 19:59:50 -0400 <NoleMami> Bullsh*#  like this 👇 is why I no longer watch @FoxNewsSunday or @FoxNews.    We, the People, know it was NOT Russian interference. It was, however, an attempted COUP D’ETAT of a duly elected President @realDonaldTrump.    Ask @donnabrazile abt Obama’s spy computer, The HAMR!  https://t.co/mR4rkDaXnd
1140408672100737024 2019-06-16 19:59:49 -0400 <flapjackxs> @realDonaldTrump Way to keep it classy, Donald.  You are the epitome of class, elegance and grace.   Any normal president would have shared a message with the reverence of the office you hold, but not you.  Thanks for giving us what we expected of you.
1140408672084013056 2019-06-16 19:59:49 -0400 <MaryBethRoland> @realDonaldTrump You forgot to include this part of AOC's interview...“I think every day that passes, the pressure to impeach grows, I think that it’s justifiable, I think the evidence continues to come in and I believe that with the president now saying that he is willing to break the law to win
1140408671907790848 2019-06-16 19:59:49 -0400 <cgvnyc> @Rockprincess818 @realDonaldTrump Republicans funded it first. Get your facts straight.
1140408671131725825 2019-06-16 19:59:49 -0400 <codyblackedout> @farmercal8950 @TiffanyATrump @realDonaldTrump aight
1140408670091526144 2019-06-16 19:59:49 -0400 <walkingonthmoon> @realDonaldTrump #LockHerUp. #LockEm'AllUp
1140408668002766848 2019-06-16 19:59:48 -0400 <FrappierRon> @PressSec @realDonaldTrump you should be ashame of yourself sarah,but i quess you are ,thats why you got out
1140408667055034370 2019-06-16 19:59:48 -0400 <RodgerMootrey> @elianatrue @realDonaldTrump Hahhahahahahahahahaha hahahahahahahahahahaha good joke
1140408665481998336 2019-06-16 19:59:48 -0400 <SimonRLennon> @AnnCoulter I wouldn't mind the lack of a wall if @realDonaldTrump had ended the #diversitylottery, ended #Chainmigration, or done something to cut immigration, legal and/or illegal. He hasn't even tried.
1140408657521176578 2019-06-16 19:59:46 -0400 <SusieB4710> @realDonaldTrump Oh, it's legal.
1140408653218025472 2019-06-16 19:59:45 -0400 <batspider55> @IvankaTrump @realDonaldTrump The apple didn't fall far from the tree- absolutely none of you Tramps have the conscience,empathy or understanding to care for anyone else but yourselves. Hopefully next Fathers Day you all can experience how families at the border feel
1140408652517519361 2019-06-16 19:59:45 -0400 <Lucystones34> @realDonaldTrump Lol
1140408651661893632 2019-06-16 19:59:44 -0400 <LyversMary> @realDonaldTrump @FoxNews Amen President trump
1140408651607359488 2019-06-16 19:59:44 -0400 <mikeskinner7777> @adasomg @realDonaldTrump @AOC Hahaha. She is smart alright
1140408648352632832 2019-06-16 19:59:44 -0400 <WisePuertoRican> @Gilly_Murphy @MelissaJPeltier @GeorgieRabbits @realDonaldTrump of
1140408647064989696 2019-06-16 19:59:43 -0400 <blUnitedStates> @realDonaldTrump "fewer and fewer???" The whole world knows you think Whales is a country and can't spell accomplishments or intentionally. You are an ignoramus of the highest magnitude.
1140408645261225984 2019-06-16 19:59:43 -0400 <HRShahrokh> @realDonaldTrump Scared ? Another #PanicAttack
1140408645110288384 2019-06-16 19:59:43 -0400 <ryan15352254> @viewsbyandrew @majisof @CaslerNoel @realDonaldTrump @USArmy ?  It’s not his personality it’s caging kids, paying off porn stars, lying endlessly, siding w Putin over intelligence agencies,  mocking disabled man, demeaning vets, calling Mexican immigrants rapists...#ifyourokwiththesethingswewillneveragree #koolaiddrinker  https://t.co/dqXXUtw4dB
1140408644439351296 2019-06-16 19:59:43 -0400 <bettyboopsy58> @realDonaldTrump You are as uneducated as they come aren't you. Democrats didn't hire Christopher Steele... Marco Rubio hired Fusion GPS..  dossiers was bought from them.  https://t.co/20AkufBOZa
1140408643336200192 2019-06-16 19:59:42 -0400 <belgie54> @realDonaldTrump,@GOP,#Malignantnarcissist,#DerangedDonald,#Cadetbonepurs,#Brokahontas,#BenedictDonald,#MaraLardass  https://t.co/MSbGWYq74S
1140408642107297792 2019-06-16 19:59:42 -0400 <Sullivan_J_A> @realDonaldTrump More lies, Donald? 1. You’ve taken her words out of context.  2. Impeach is not a card - it’s a very serious process. You should be very anxious. 3. You know full well that the process of impeachment is legal and is clearly set forth in the Constitution.  Start packing.
1140408640949633025 2019-06-16 19:59:42 -0400 <BobbiPitz> @realDonaldTrump And if you want to talk about winning fairly, let just look at yours in 2016. Russian assistance if not downright installing you, RNC convention dispersmentt of Russian funds to GOP members. Don’t think we don’t know that’s where it started and that’s why they are “loyal” to you
1140408640811102208 2019-06-16 19:59:42 -0400 <TrrumpCard> @realDonaldTrump
1140408637795573762 2019-06-16 19:59:41 -0400 <CuriousLor> @realDonaldTrump I never get tired of this. 😃
1140408637229293569 2019-06-16 19:59:41 -0400 <StillCrankyAF> @molratty @Tryxt3rocks @AtticusLee6 @perpetuities @jamesbott007 @realDonaldTrump  https://t.co/vVvIy8GR5O
1140408635450888194 2019-06-16 19:59:41 -0400 <Caffeinated_Rob> @realDonaldTrump  https://t.co/ZmMCr0cLK1
1140408633756409857 2019-06-16 19:59:40 -0400 <JoeBrooklynNY> @realDonaldTrump Still haven't read the report?
1140408633504784384 2019-06-16 19:59:40 -0400 <sublime23in> @Aly6y6y6 @realDonaldTrump So are you supporting Trump in the hopes he will help you by starting a war with Iran?
1140408632720257024 2019-06-16 19:59:40 -0400 <inktomi544> @realDonaldTrump #TRAITOR # IMPEACHMENT
1140408630430359559 2019-06-16 19:59:39 -0400 <KainCyril> @averagegumdrop @Pakthefitness @DavidWohl @realDonaldTrump I thought he picked it up at Trump University.
1140408629197078528 2019-06-16 19:59:39 -0400 <WontBeSilent2> @therealkeychain @The_Trump_Train @realDonaldTrump February was even worse with only 20,000 jobs added:   https://t.co/UwajD11X7j
1140408627586654208 2019-06-16 19:59:39 -0400 <AnnieMarieBarry> @JohnPortscher @realDonaldTrump You should really check your facts before making a comment!
1140408627565604865 2019-06-16 19:59:39 -0400 <JackPolakoff> @realDonaldTrump demonstrates he is #PutinPuppet by giving #Russia what it wants.  #ReleasetheFullMullerReport #ReleaseTheReturns #ReleasetheFullReport #ImpeachTrump #whatshehiding #TrumpLies #Resist #Resign #ImpeachDonaldTrump #PutinPuppet #CorruptBarr #ReleaseTheMuellerReport  https://t.co/OZ5UlbeZfx
1140408623308447744 2019-06-16 19:59:38 -0400 <venari> @realDonaldTrump maybe dont use this when you send out your cards lol  https://t.co/bZndhR7cys
1140408621551017984 2019-06-16 19:59:37 -0400 <TrishRichards4> @bigredwavenow @realDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump @TiffanyATrump Q proofs is prime example. Statement made of happenings in 2017. Come true in 2019🧐
1140408619613208578 2019-06-16 19:59:37 -0400 <Tamaralynn212> @realDonaldTrump You have SCOTUS to check them.. since Senate won't bring charges up on their pathetic fake political witch hunt impeachment fishing expedition.
1140408619202203649 2019-06-16 19:59:37 -0400 <CarynWyk> @realDonaldTrump criminal
1140408619009286146 2019-06-16 19:59:37 -0400 <harryt59_harry> @realDonaldTrump @netanyahu doesn't that peice of property belong to Syria?
1140408618208178180 2019-06-16 19:59:37 -0400 <Rich4America> @realDonaldTrump DID Donny Jr &amp; members of YOUR campaign staff or DID THEY NOT meet with a Russian delegation with the intent of obtaining dirt on Hillary Clinton?  DID you notify the FBI? Would you do it again? What have you done to prevent Russian interference in the next election?
1140408617797074944 2019-06-16 19:59:36 -0400 <itsmycountryto1> @AlanPattersonMD @awlatlanta @SenSanders @realDonaldTrump @BernieSanders @DNC The healthcare system in Canada is about to collapse on its self and they have less than 3rd of our population ...social govt run health care will DESTROY us
1140408617738412032 2019-06-16 19:59:36 -0400 <ByrdArdoin> @CTRNewsFeed @realDonaldTrump What do you think he is able to be impeached for?
1140408616324870149 2019-06-16 19:59:36 -0400 <jtp2106> @realDonaldTrump U scared?
1140408614408114176 2019-06-16 19:59:36 -0400 <ray_mullenix> @DidiD @ZodiakTheUnseen @briantylercohen @realDonaldTrump Ya and nether have the brave men left to die in Benghazi!
1140408613804085248 2019-06-16 19:59:35 -0400 <gsarobert> @realDonaldTrump  Your Presidency is a true "Tempest in a teapot ".
1140408613032386565 2019-06-16 19:59:35 -0400 <onrequest> @realDonaldTrump  https://t.co/OElsyauxto
1140408608770932736 2019-06-16 19:59:34 -0400 <rsfury98> @GodsAngel1122 @TimChiappe @realDonaldTrump More likely Satan.
1140408606627487744 2019-06-16 19:59:34 -0400 <Londonlady81> @realDonaldTrump Takes one to know one
1140408604866093057 2019-06-16 19:59:33 -0400 <antifashyst> @realDonaldTrump That statement, right there, is an impeachable offense. You're showing (again) a blatant disregard for the Constitution of the United States. It gives Congress, alone, the power to impeach. You swore an oath to uphold &amp; DEFEND the Constitution. You're doing the opposite. RESIGN!
1140408604547276800 2019-06-16 19:59:33 -0400 <karaokepanda13> @realDonaldTrump  https://t.co/LJn5hhqBNN
1140408602630533120 2019-06-16 19:59:33 -0400 <endinwell> @realDonaldTrump Keep America great Get rid of the Russian asset. #ImpeachTrumpNow
1140408600592080896 2019-06-16 19:59:32 -0400 <wo96729803> @LindseyGrahamSC @realDonaldTrump What's he got on you?
1140408599673561088 2019-06-16 19:59:32 -0400 <HugsForDrugs99> @netanyahu @realDonaldTrump What a pathetic joke
1140408596976590849 2019-06-16 19:59:31 -0400 <pleri354> @realDonaldTrump  https://t.co/YUtAYXwHeO
1140408596485869568 2019-06-16 19:59:31 -0400 <carlosdivitto> @realDonaldTrump hola abuelo, cuando venís para san Miguel, Buenos Aires Argentina? Te comento que ya volvió la luz y solo José C paz no tiene luz, ni agua, ni asfalto bueno ..... cuando vengas te lo muestro, un abrazo
1140408594929737728 2019-06-16 19:59:31 -0400 <DebiThompson3> @realDonaldTrump Can't wait for your interview with George to start. These are YOUR words, you won't be able to spin it when it is coming out of YOUR mouth. Boy this will be good! @GStephanopoulos Congrats!
1140408594787028992 2019-06-16 19:59:31 -0400 <tony333a> @realDonaldTrump  https://t.co/TjdC8d2LIF
1140408594292256768 2019-06-16 19:59:31 -0400 <SarahLongwell25> @julianzelizer @realDonaldTrump It depends on who the nominee is. Which raises the question, how many Democrats have learned the lesson of 2016 and will call on Dem candidates to moderate and appeal to more Americans to win in 2020? It feels like Dems could do a smidge more soul searching after losing to Trump.
1140408591633006592 2019-06-16 19:59:30 -0400 <2020stronger2> @realDonaldTrump You are the President . Can’t you do anything to protect us against the Dems insanity.
1140408591612092418 2019-06-16 19:59:30 -0400 <fireDJTnow> @realDonaldTrump You definitely give a new meaning to reverse psychology don’t you ? You’re in for one of the biggest,yugest, surprises the world has ever seen, mark my words grifter.
1140408589703495681 2019-06-16 19:59:30 -0400 <fanniew08> @realDonaldTrump
1140408589359542273 2019-06-16 19:59:30 -0400 <GregSachse> @realDonaldTrump Pot: kettle: black
1140408587438776320 2019-06-16 19:59:29 -0400 <loveshark> @LarryEKlayman @FreedomWatchUSA @realDonaldTrump @michellemalkin @IngrahamAngle @seanhannity @marklevinshow @larryelder @MonicaCrowley Beto O'Rourke is so stupid!!!!
1140408585907777536 2019-06-16 19:59:29 -0400 <chuck_stransky> @realDonaldTrump Tariffs = Trump Tax
1140408585094094848 2019-06-16 19:59:29 -0400 <EcoJameson> @realDonaldTrump @RepJerryNadler @ewarren @AOC @HouseDemocrats @tedlieu @TeamPelosi @SpeakerPelosi @BernieSanders @KamalaHarris @SenKamalaHarris @PeteButtigieg @SenGillibrand @amyklobuchar @SenBlumenthal @RepPressley @Ilhan @RubenGallego @RepCummings @RoKhanna @RepRashida @RashidaTlaib  IMPEACH
1140408584955662343 2019-06-16 19:59:29 -0400 <lizt416> @realDonaldTrump BS poll!! Russia put you there now we want you gone!!!!
1140408583399415808 2019-06-16 19:59:28 -0400 <Mossimo77> @justbemelb @realDonaldTrump @AOC Indeed.
1140408583328325633 2019-06-16 19:59:28 -0400 <SWeakman> @realDonaldTrump If Democrats had given tax breaks and raised the deficit by trillions, there would be hell to pay, wouldn't there Don?
1140408582250389506 2019-06-16 19:59:28 -0400 <MargieAnn2011> @realDonaldTrump Ok rather see you in jail
1140408581902229504 2019-06-16 19:59:28 -0400 <cpohayes> @GOP @realDonaldTrump  https://t.co/FN49KD0VIe
1140408581793050625 2019-06-16 19:59:28 -0400 <One4love1> @realDonaldTrump What are you...12?! So immature. Get out of the white house and grow up.
1140408580719415296 2019-06-16 19:59:28 -0400 <CermakTerry> @realDonaldTrump When will you stop lying?
1140408577364037632 2019-06-16 19:59:27 -0400 <TGabe123> @realDonaldTrump Your a shity human being
1140408574172155904 2019-06-16 19:59:26 -0400 <BodyMri> @IvankaTrump @realDonaldTrump It’s changed it to be more hateful, contentious, divided, racist, bigoted, unstable, violence-prone, anti-democratic, autocratic, fascist, economically unequal, malevolent, corrupt and nepotistic, #TrumpFascism #TrumpCrimeFamily
1140408570636357632 2019-06-16 19:59:25 -0400 <noxonoxo> @AnnCoulter Nothing is fine the way you say it but I was down there and they’re building a huge wall and I’m sure you know about it.  You just like to say those things @realDonaldTrump
1140408569751318528 2019-06-16 19:59:25 -0400 <MitziForPelosi> @renato_mariotti @realDonaldTrump Renato!!!! Always has the killer one-liner!! 😎
1140408569248043008 2019-06-16 19:59:25 -0400 <freshie_girl> @realDonaldTrump Sorry it’s just the opposite
1140408567335399424 2019-06-16 19:59:24 -0400 <ChrisPartlow1> @OutlierShME @BeverlyFolkers @realDonaldTrump Well it’s no pay...no play Donnie looks like the 4th of July will be what it is independence and freedom from you!
1140408566345588736 2019-06-16 19:59:24 -0400 <CaptCheesyBeard> @realDonaldTrump Once again you demonstrate your lack of knowledge on anything. Impeachment is a power granted in the constitution, it is not a criminal process even though you deserve a criminal trial also!
1140408565863202817 2019-06-16 19:59:24 -0400 <mysticalunity> @realDonaldTrump  https://t.co/c1jc9FPfLY
1140408565099900928 2019-06-16 19:59:24 -0400 <robertduboff> @Santucci @maggieNYT @ABC @GStephanopoulos @realDonaldTrump Key question he didn't ask: "Do you think the President is above the law?" {If "yes"} "Then OK even if Obama did 'spy' on you so why did you call for a wasteful investigation then?" {If no}" Then all that you just said about  what you as President could do is wrong, isn't it?"
1140408562243346434 2019-06-16 19:59:23 -0400 <TrumperTrolling> @realDonaldTrump Somebody has the sadz. 😢 #TrumpForPrison  https://t.co/UzxkQWrzso
1140408560343494660 2019-06-16 19:59:23 -0400 <rjw411> @realDonaldTrump You mention impeachment more than anyone.
1140408560247091205 2019-06-16 19:59:23 -0400 <Pro_life_NRCHY> @Joshua__Roberts @RyanSaylor100K @realDonaldTrump @jeffreyatucker @ThomasEWoods @stevenmnuchin1 @larry_kudlow @Cabinet You'll get nothing else. There's a reason laws were passed to limit reelection to two terms.
1140408560058159105 2019-06-16 19:59:23 -0400 <Waxing_Cresent> @realDonaldTrump Happy Cover the Name of a US Navy Ship with a Tarp in a Foreign Port Day, Mr Presidunce!
1140408559030562816 2019-06-16 19:59:22 -0400 <Yeow777> @PesiniRita @SoapyRS @realDonaldTrump Name one thing on that list that is untrue?
1140408559022116864 2019-06-16 19:59:22 -0400 <jones98021> @BibleBeltDarlin @realDonaldTrump Because she and wasserman Shultz highjacked the  Party  for her only to lose  https://t.co/I05IRoEqY8
1140408557696892928 2019-06-16 19:59:22 -0400 <WilheminaFoxx> @realDonaldTrump @netanyahu oh no, i didn't know it was our favorite @POTUS's birthday. Happy Belated Birthday!!!  https://t.co/qI24xs5pW9
1140408557659185152 2019-06-16 19:59:22 -0400 <DavenportConni> @BrenzieK @Aly6y6y6 @realDonaldTrump 👏👏👏
1140408557310861314 2019-06-16 19:59:22 -0400 <TomAlle41290353> @realDonaldTrump 34% of the people think you’re doing a decent job, 25% and rising fast want to impeach you, the rest of the people can’t wait for the elections so they can vote you out of office.  You’re proud of that?
1140408555545214978 2019-06-16 19:59:22 -0400 <EvilWilma> @realDonaldTrump Except the impeachment card is totally a legal option when an elected official is completely derelict or criminal in their duties.  So, perfectly appropriate right now!
1140408555281014785 2019-06-16 19:59:22 -0400 <GrandmaMO> @realDonaldTrump
1140408555129966592 2019-06-16 19:59:21 -0400 <WallyWoman1950> @realDonaldTrump Worst Fathers Day tweet ever.  Pathetic man with no heart.
1140408554496647170 2019-06-16 19:59:21 -0400 <rtsamsel1> @realDonaldTrump The good one will be the first to admit they were wrong.
1140408554488291328 2019-06-16 19:59:21 -0400 <tinymediaempire> @cazin678 @realDonaldTrump I think were coming at this from different angles but you know what? I'd slap a Yankees fan too.
1140408552793747456 2019-06-16 19:59:21 -0400 <kelubra> @realDonaldTrump 2020!👏👏👏👏
1140408552533704706 2019-06-16 19:59:21 -0400 <diggonotdiego> @laconicways @BigBlackGED @jhcmarie @TheAutumnWind81 @PsychBarakat @realDonaldTrump @FoxNews @OANN Yeah, exactly. The whole country. That’s what the popular vote does. It takes the most candidate who got the most votes across the country.
1140408552076599296 2019-06-16 19:59:21 -0400 <Free_Media_Hub> @realDonaldTrump Tangerine implosion
1140408551875198976 2019-06-16 19:59:21 -0400 <ThomasEBrown3> @realDonaldTrump The Stormy Daniels scandal is not about sex – it’s about threats, bribes and silence  https://t.co/v1YjL9bDaw
1140408551816466432 2019-06-16 19:59:21 -0400 <donelsey> @realDonaldTrump @POTUS @netanyahu So stupid!
1140408550008729600 2019-06-16 19:59:20 -0400 <pollyd55> @realDonaldTrump @netanyahu Why don’t you move there?
1140408549857779712 2019-06-16 19:59:20 -0400 <ragequit94> @realDonaldTrump
1140408549341687808 2019-06-16 19:59:20 -0400 <martadam1> @dettelagasse @SenSchumer @senatemajldr @realDonaldTrump No words about what he misled or omitted?
1140408547961974784 2019-06-16 19:59:20 -0400 <RussMarasheski> @PiotrSteperski @realDonaldTrump @foxandfriends Speak for yourself!!!!
1140408547466973184 2019-06-16 19:59:20 -0400 <nascaron> @MiaFarrow @realDonaldTrump Lol they could hire you, for instance.
1140408547420844032 2019-06-16 19:59:20 -0400 <Steven_WResists> @Richard48160739 @VGKVegas @realDonaldTrump I looked at your tweet history, and this is what I have to say:  https://t.co/BLDEcLjyAv
1140408546900811776 2019-06-16 19:59:20 -0400 <loum102> @realDonaldTrump Your the only disgrace to this country.
1140408545935908864 2019-06-16 19:59:19 -0400 <Anna_63> @JTRoadrunner95 @adasomg @realDonaldTrump @AOC No
1140408544103190530 2019-06-16 19:59:19 -0400 <rlmades> @realDonaldTrump Nonsense you Dotard.     You can and will be impeached, and then you will be indicted, tried, and sentenced to life in jail if you are not executed for treason first.     How does it feel to have your future so neatly defined?
1140408539946639360 2019-06-16 19:59:18 -0400 <JoanneBorodemos> @TheSamson_ @realDonaldTrump 🤮
1140408539866902533 2019-06-16 19:59:18 -0400 <kayottick> @GOP @JamesDevaney2 @realDonaldTrump And today we’re all suffering under his cruel &amp; inhumane policies. He is an embarrassment &amp; a danger to the world.
1140408537912348672 2019-06-16 19:59:17 -0400 <CubanOmz> @realDonaldTrump Wow
1140408537803362304 2019-06-16 19:59:17 -0400 <Lisa_for_Trump> @EmanonNamow @Dreyfuss1959 @taboo1099 @JRehling @realDonaldTrump You know why we don't care? Most of that was said before He asked The God of Abraham into his heart! No one is perfect. He has done great things for our country! Yes I prayed &amp; God lead me to vote TRUMP! 8 yrs of Obama is WHY WE VOTED TRUMP! And Yes we will vote again for TRUMP!
1140408537647943680 2019-06-16 19:59:17 -0400 <CyndiLeea> @realDonaldTrump @JedediahBila It's absolutely appalling that a low IQ idiot can get elected to the highest office in the country.  Sad that the presidency can be bought if you have enough money.
1140408534149939200 2019-06-16 19:59:16 -0400 <Karen42560222> @md11040 @realDonaldTrump I would pay for that. Not the hangings,  though.  I would love to see her in an orange jumpsuit,  though.
1140408534036877313 2019-06-16 19:59:16 -0400 <KainCyril> @Aly6y6y6 @realDonaldTrump  https://t.co/1xw2mOSzCN
1140408533848076290 2019-06-16 19:59:16 -0400 <DrWatson98> @realDonaldTrump Trump lies. It was legal oppo research not collusion like Don Jr Trump tower meeting or you asking Russians and Wikileaks for emails and assistance
1140408533676113921 2019-06-16 19:59:16 -0400 <Emmietheimp> @realDonaldTrump Your insincere wish is not appreciated, spanky don. And now that you admit you have “fewer critics” you’ll stop attacking the media with your baseless, hateful rhetoric. BTW, you didn’t have many critics to begin with. Telling the truth about you isn’t criticism or an attack.
1140408533315465218 2019-06-16 19:59:16 -0400 <LyversMary> @realDonaldTrump Democrats are crazy they need to get over the fact that you won fair and square with no help from Russia.
1140408533046845440 2019-06-16 19:59:16 -0400 <drkoepsell> @fritos_trash @SoapyRS @realDonaldTrump  https://t.co/fbGjU4J9B0
1140408533017595906 2019-06-16 19:59:16 -0400 <blissfulpools> @RSandyLee333 @realDonaldTrump @FoxNews UK has enough problems of its own
1140408532480643072 2019-06-16 19:59:16 -0400 <cinwall01> @QTAnon1 @realDonaldTrump 😂😂😂😁😁😁😁🏆
1140408532296183813 2019-06-16 19:59:16 -0400 <ragequit94> @realDonaldTrump
1140408531675316224 2019-06-16 19:59:16 -0400 <NurseJennie1268> @MitchCumstein16 @ChangeTheLAUSD @realDonaldTrump @POTUS FGM and MGM are both horrendous.
1140408530182246401 2019-06-16 19:59:16 -0400 <TDEMomof3> @4_eyes @realTuckFrumper @realDonaldTrump Lol, I know. . .cause he lacks moral character 🤣
1140408527393087488 2019-06-16 19:59:15 -0400 <bluedraco> @realDonaldTrump I don't believe it
1140408525744562176 2019-06-16 19:59:14 -0400 <garmay> @realDonaldTrump China is providing $300,000,000 for Samoa (Western Samoa) to build a port. In return China wants a Military base. Reliable source
