1141133488403484677 2019-06-18 19:59:59 -0400 <MagaManX2020> @realDonaldTrump is going to win re-election you losers!  #AnybodyButTrump2020
1141133416689209345 2019-06-18 19:59:42 -0400 <sofaenthusiast> @SteffnSatis @lindas106 @ringerstirling @Gary_Maiden @realDonaldTrump Ur cowardly reinforcements blocked me
1141133415921508352 2019-06-18 19:59:42 -0400 <MarkBro59> @realDonaldTrump I'd rather do a double strong colonoscopy prep than spend a moment listening to your ignorant rant thank you.
1141133415858626561 2019-06-18 19:59:42 -0400 <808WriterGirl> @RealMarkKennedy @realDonaldTrump All the way to indictment!
1141133415825182725 2019-06-18 19:59:42 -0400 <chucklarkin> @realDonaldTrump Love that hackneyed excuse.   Hey, why don’t you decide to not go forward with pretending to be president so you can devote more time to the broken family that pretends to love you?
1141133415158341633 2019-06-18 19:59:42 -0400 <mvropp> @girlsreallyrule @wsteaks @realDonaldTrump these are your followers. Why don’t you invite them to the WH for burgers?
1141133414583742464 2019-06-18 19:59:41 -0400 <s_carruth> @realDonaldTrump We, the Majority of the People, will enjoy your resignation.  "After 2½ years we’ve seen enough. Enough of the chaos, the division, the schoolyard insults, the self-aggrandizement, the corruption, and especially the lies.”  https://t.co/UenK5vpVwx
1141133414357245953 2019-06-18 19:59:41 -0400 <ymunconquered1> @GOPChairwoman @realDonaldTrump AMEN! Another 4 years to look forward to. I can hardly wait to see their faces
1141133413975564288 2019-06-18 19:59:41 -0400 <bull_right> @RealDennisWill @realDonaldTrump 😂 well said!
1141133413379952640 2019-06-18 19:59:41 -0400 <Phileaglesgal> @realDonaldTrump  https://t.co/LsBaabjf0j
1141133409026285574 2019-06-18 19:59:40 -0400 <TripMc3> @_Sm1ttyjr @realDonaldTrump TOO  funny! I wish I'd thought of this...
1141133408938156037 2019-06-18 19:59:40 -0400 <TOMASPREZRUIZ1> @realDonaldTrump LOS NIÑOS DE PUERTO RICO   SUFREN  DENITRUCION   POBREZA Y HAMBRE   POR CULPA DELOS  POLÍTICOS
1141133407734226944 2019-06-18 19:59:40 -0400 <AgentKatOnDuty> @ACE72048416 @TheRevAl @realDonaldTrump @AprilDRyan Oh yeah. That definitely calls for a hanging.  IF YOU'RE BLACK.   What a stupid comment.
1141133407537303552 2019-06-18 19:59:40 -0400 <RobbieEnRikki> @realDonaldTrump The Chinese sometimes boil them alive because meat that has been tortured before death "tastes better"...  Join the PROTEST against the YULIN DOG MEAT FESTIVAL at the CHINESE EMBASSY 21st JUNE 2019...THANK YOU.  https://t.co/qiH69jGBpE
1141133407340154880 2019-06-18 19:59:40 -0400 <BarJ1961> @VP @realDonaldTrump Hey Dems this is how a Country should be run. Please take notes. Oh wait the Dems wants the Country to be run by pervs, idiots and criminals. I have a job and a good life THANK YOU.
1141133406526496768 2019-06-18 19:59:40 -0400 <TheNutcracker20> @GOPChairwoman @realDonaldTrump *Not even close to Obama's numbers  #GOPCesspool #TrumpSwamp #VoteGOPOut
1141133405687443456 2019-06-18 19:59:39 -0400 <ksplanet> @catlady1123581 @realDonaldTrump @FLOTUS They deserve it. They keep giving us crappy presidents.
1141133405406617601 2019-06-18 19:59:39 -0400 <Simpleliving03> @realDonaldTrump The crowd is huge!!!! Trump-Pence 2020!!!!,  Pence 2024!!!!
1141133405222055936 2019-06-18 19:59:39 -0400 <Unitedshashe> @NBCNews There is no other side. You were wrong!  You should be sued minimally big time!  @realDonaldTrump
1141133403892441088 2019-06-18 19:59:39 -0400 <Hiiamhanson> @HoneyBoneRush @realDonaldTrump Yeah Will isn't a fan
1141133403573481472 2019-06-18 19:59:39 -0400 <CreoleCoudrain> @VP @realDonaldTrump You might not be his running mate in 2020.
1141133403208765447 2019-06-18 19:59:39 -0400 <LindaStartsOver> @realDonaldTrump @FoxNews @abcnews @BretBaier Delusional thinking.
1141133402801754112 2019-06-18 19:59:39 -0400 <RaevenNZ> @TheDocAru @ShipitRideout @JayessAng @MaxMaxpr1 @RepMarkMeadows @realDonaldTrump I’m embarrassed for you. There is zero excuse for wilful ignorance when the evidence is available. You have proved yourself incapable of rational thought. You are therefore unworthy of debate.  https://t.co/SmDgIwlEaC
1141133402642505728 2019-06-18 19:59:39 -0400 <bayoulady2> @realDonaldTrump
1141133401904353280 2019-06-18 19:59:38 -0400 <mikie475> @realDonaldTrump No thanks
1141133401614950400 2019-06-18 19:59:38 -0400 <tasheebelle> @tasheebelle @realDonaldTrump
1141133400511832064 2019-06-18 19:59:38 -0400 <eric64151> @GOP @realDonaldTrump Criminal still in the white house.  https://t.co/bBRaZQdZYo
1141133400276963329 2019-06-18 19:59:38 -0400 <rb2442> @realDonaldTrump Yell out Central Park Five are guilty.  Like to see what your 20K supporters will do.
1141133397810487296 2019-06-18 19:59:37 -0400 <pmarksmw> @realDonaldTrump Best news of the day! "Orlando Sentinel endorses 'not Donald Trump' for president ahead of reelection kickoff "
1141133396262838272 2019-06-18 19:59:37 -0400 <dbella27> @GOP @realDonaldTrump Nope. #GOPTaxScam
1141133395541389313 2019-06-18 19:59:37 -0400 <SandraResists> @realDonaldTrump  https://t.co/TFymymFRrm
1141133393754808321 2019-06-18 19:59:36 -0400 <powerforlife03> @realDonaldTrump Nah, not into hate rallies...
1141133392559218688 2019-06-18 19:59:36 -0400 <MikeHeron8> @JewHagdiBFF @11ForTexas @THETXEMBASSY @LindseyGrahamSC @realDonaldTrump @BarackObama @EricHolder Oh, the deaths of fellow Americans do to fake narratives of the military industrial complex isn’t an issue. Your father knew what he fought for was wrong but kept it to himself. You’re an idiot for not knowing or caring. And you jumped into my time line not the other way.
1141133391527600129 2019-06-18 19:59:36 -0400 <qveenfrancis> @LindseyGrahamSC @realDonaldTrump @LindseyGrahamSC. You said John McCain was a good friend of yours, yet your running to get to @realDonaldTrump, a man who insulted and continues to insult McCain. Imo you are a pu**y, when it comes to trump. And the funny thing is, trump  probably thinks that too. Pathetic😂😂😂
1141133388948152326 2019-06-18 19:59:35 -0400 <Rocket54441> @realDonaldTrump President Trump has the best rallies ever🇺🇸🇺🇸🇺🇸🇺🇸
1141133387945484288 2019-06-18 19:59:35 -0400 <RealBensonBear> @realDonaldTrump Tune in for a couple hours of lies and bullshit.
1141133387882586112 2019-06-18 19:59:35 -0400 <KevinHarley5> Why didn’t you and Harry Reid and @BarackObama and the rest of the good old boys running the country do anything about it in 2016? That’s all on you. @realDonaldTrump has locked this one down. Stop wasting our money and resources.
1141133386343485440 2019-06-18 19:59:35 -0400 <Jer05> @realDonaldTrump @FoxNews @abcnews @BretBaier #IfFoxRateULow your doomed #TruthProgress #2020Change
1141133384447594501 2019-06-18 19:59:34 -0400 <pokie3154> @LindseyGrahamSC @realDonaldTrump Be sure to mention Trump’s failure in North Korea, Iran, and China. Might also mention ACA has not been repealed, Wall has not been built, and Hillary has not been jailed. In other words, be sure to mention Trump is a pathetic FAILURE!
1141133384426708993 2019-06-18 19:59:34 -0400 <GeeRDee> @realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1141133380240756737 2019-06-18 19:59:33 -0400 <dolfan2803> @dec820 @DiamondandSilk @realDonaldTrump @RSBNetwork Us too!!
1141133380022689793 2019-06-18 19:59:33 -0400 <charlescat316> @realDonaldTrump No dont think so i don't like clowns.
1141133377556418566 2019-06-18 19:59:33 -0400 <miketheidealist> @realDonaldTrump  https://t.co/UCvtE8H6Hc
1141133376939683840 2019-06-18 19:59:32 -0400 <Brian99oo> @KAG4All @realDonaldTrump  https://t.co/XKa15NCkDS
1141133376922873857 2019-06-18 19:59:32 -0400 <8MarkyMark> @GOP @realDonaldTrump  https://t.co/CKApL7QT1C
1141133375996071941 2019-06-18 19:59:32 -0400 <Travelagency4U> @realDonaldTrump No thanks! I would rather get a root canal! I hope it's still raining! #AnybodyButTrump2020 #RacistPig
1141133375157223425 2019-06-18 19:59:32 -0400 <stormanorman1> @realDonaldTrump Get em tiger!
1141133375018848258 2019-06-18 19:59:32 -0400 <InVinoVeritasQ> @realDonaldTrump  https://t.co/TEuNrP5qmk
1141133374205169664 2019-06-18 19:59:32 -0400 <timothypeck> RT @realDonaldTrump: Join me LIVE tonight in Orlando, Florida at 8:00 P.M. Eastern as we kickoff #Trump2020. Enjoy!   https://t.co/gy8VCVP9SD
1141133373760528385 2019-06-18 19:59:32 -0400 <bresla_linda> @realDonaldTrump How much are you paying people for this? No other politicians have to pay people to attend their campaign rallies. But then again they aren't bottomless pits of narcissistic need! #BillionDollarLoser #BenedictDonald #AnybodyButTrump2020
1141133372837814272 2019-06-18 19:59:31 -0400 <RayCrowell5> @realDonaldTrump Got any new lies? Tried  of the old lies. Only thing  your good at.
1141133372594491393 2019-06-18 19:59:31 -0400 <shameful_joy> @realDonaldTrump Pass, fatty.
1141133371323629568 2019-06-18 19:59:31 -0400 <EvaLB5> @realDonaldTrump 👀👀😍
1141133371004706816 2019-06-18 19:59:31 -0400 <susieanthony6> @realDonaldTrump Sorry, Endeavor is on tonight.
1141133368677076994 2019-06-18 19:59:30 -0400 <RonSummers18> @realDonaldTrump I don’t watch Klan rallies or Nazi gatherings.
1141133368505118725 2019-06-18 19:59:30 -0400 <FLGal61> @realDonaldTrump I make it a habit of not attending Klan rallies.
1141133368345669634 2019-06-18 19:59:30 -0400 <solidadvice1981> @realDonaldTrump Are you paying? Nope; not even then. 🤬
1141133367309676545 2019-06-18 19:59:30 -0400 <bikathom> @BrunoGarrett1 @realDonaldTrump  https://t.co/PZ0qNe1Nsr
1141133366198226949 2019-06-18 19:59:30 -0400 <kalli1110> @ScottPresler @realDonaldTrump Me too!!!!
1141133363727802369 2019-06-18 19:59:29 -0400 <Portia12> @AngeloDPerez07 @realDonaldTrump 🤮
1141133363694186501 2019-06-18 19:59:29 -0400 <LinehanMichael1> @realDonaldTrump Best president ever !
1141133363606016000 2019-06-18 19:59:29 -0400 <slsnyder20> @realDonaldTrump No one wants you there!!  In fact,  no one wants you leading this country.   Find somewhere else to spew your fake news.  #delusional
1141133363136221185 2019-06-18 19:59:29 -0400 <MKronader> @realDonaldTrump AZ is here to cheer you on and VOTE #Trump2020Landslide   #TrumpRallyOrlando  3 2 1 🎉 🙌 💪  https://t.co/EGb841GefQ
1141133363081703424 2019-06-18 19:59:29 -0400 <huskydadinpnw> @realDonaldTrump As tempting as that sounds, gonna have to pass on that one.
1141133360582078466 2019-06-18 19:59:29 -0400 <David81197682> @SpeakerPelosi @realDonaldTrump We can not fix, bailout, annex or save every country in the world. What is happening is an invasion of a million people a year. The wealthy dems and Hollywood want to fix things, but don't want to use their money. The want to use yours. 4 more years. It's time to fix this country
1141133360468652032 2019-06-18 19:59:29 -0400 <janda2015> @realDonaldTrump #AnyoneButTrump2020
1141133359122399235 2019-06-18 19:59:28 -0400 <PJsDaddy> @realDonaldTrump #AnybodyButTrump2020
1141133358954663941 2019-06-18 19:59:28 -0400 <CrotzerJudy> @realDonaldTrump We are from the good State of Ohio.  Thank You Mr. President.  Your a Awesome President.
1141133358568738817 2019-06-18 19:59:28 -0400 <MMarilacr> @QcWashington @AirCanada @Cirque @hydroquebec @connect2canada @usconsquebec @jmargolis88 @GouvQc @cdnkirsten @MRIF_Quebec @usconsmontreal @LouisHamann @USAenFrancais @QuebecNewYork @realDonaldTrump I dare you to not forget US on the 24 juin ;) #QUÉBEC 🇨🇦
1141133358421938177 2019-06-18 19:59:28 -0400 <atwaSDOK> @Jayhawk81 @DrDenaGrayson @aliasvaughn @orlandosentinel @GOP @realDonaldTrump @OrlandoOpinion This same paper endorsed Clinton but nice try.
1141133356370989056 2019-06-18 19:59:28 -0400 <fusillyjerry> @Stephstrikesbac @Realitycheck215 @AndiSutton1 @realDonaldTrump Thanks for using a SouthPark meme
1141133355557228544 2019-06-18 19:59:27 -0400 <JeffLooney3> @DNCWarRoom @realDonaldTrump The answer?  https://t.co/Uw2wXIystd
1141133355045416960 2019-06-18 19:59:27 -0400 <GreatCosmicBook> @realDonaldTrump @FoxNews @abcnews @BretBaier Uh oh, Grandpa’s favorite channel said something he didn’t like.
1141133355016237056 2019-06-18 19:59:27 -0400 <ablinstrub> @realDonaldTrump Then I'd miss @chrislhayes and @maddow  !!!  No chance!!!
1141133353581723648 2019-06-18 19:59:27 -0400 <v_dartha> @PalmerReport @realDonaldTrump Scooping eyes out
1141133352826617856 2019-06-18 19:59:27 -0400 <DashaHlavenka> @SpeakerPelosi @realDonaldTrump Impeach the dolt
1141133351862120448 2019-06-18 19:59:26 -0400 <LaonaManning> @realDonaldTrump We are watching in Mississippi
1141133351354585088 2019-06-18 19:59:26 -0400 <GaryMor33054805> @JeffreyGuterman @realDonaldTrump Childish. Grow up! Little Jeffy
1141133349299392512 2019-06-18 19:59:26 -0400 <LundieFrank> @realDonaldTrump Crush the FakeNewsDemocratMedia!
1141133349001580547 2019-06-18 19:59:26 -0400 <EscargotSteve> @SpeakerPelosi @realDonaldTrump Nancy, I trust your political instincts. But I can’t stand what tRump is doing to immigrants at the border! We must do something!! #ImpeachmentHearingsNow
