969361640314548225 2018-03-01 18:59:59 -0400 <rockpaperboom> @realDonaldTrump you gonna go to jail! jackass!   USC 18 Ch. 115 Sec. 2381
969361587537522688 2018-03-01 18:59:46 -0400 <MSABbound> @realDonaldTrump Is Donald Trump a treasonous agent of Russia because Russia and the Kremlin have blackmailed him about some very corrupt secrets re: the Trump administration and Trump himself??
969361586711392257 2018-03-01 18:59:46 -0400 <richnear> @CNNPolitics Lack of understanding of economics, ignorance of economic impact, disregard for the working class are part and parcel to the @realDonaldTrump plans and administration.  As he failed in business, he does in leadership
969361583695630336 2018-03-01 18:59:46 -0400 <beeinchicago> @realDonaldTrump  https://t.co/I5TncvLLcc   APA  Review Confirms Link Between Playing Violent Video Games and  Aggression.     Finds insufficient research to link violent video game  play to criminal violence
969361583339061248 2018-03-01 18:59:45 -0400 <mgmm8048> @MagsBitchs @realDonaldTrump @jamesalandarby Why not? It makes about as much sense as anything else he's attempted to do so far. At least, sadly, he's consistent....lol
969361580126191617 2018-03-01 18:59:45 -0400 <CountryAboveAll> @realDonaldTrump Did you see what happened with the market today after your announcement? Your narrow vision costs me thousands in my retirement.
969361576426901504 2018-03-01 18:59:44 -0400 <WalrusMan55> @FoxNews @realDonaldTrump 🤣😂😆😅..... only on FAUX News.
969361575655231490 2018-03-01 18:59:44 -0400 <gwen_soileau> @TomFitton @realDonaldTrump @JudicialWatch @CPAC Spot On!!
969361572270301185 2018-03-01 18:59:43 -0400 <shelley_bean60> @JGCardinale @JustToSpiteYou @Willwmh @ericbolling @realDonaldTrump @POTUS Illicit fentanyl/heroin are driving ODs. Its NOT Rx #opioids. Cut back in production of Rx opioids IS affecting patients! Pharmacies are regularly out of stock forcing patients (while in pain) to drive from one to another to have scripts filled.  Your stats are old &amp; don't apply!
969361571368591360 2018-03-01 18:59:43 -0400 <herman_bulldog> @realDonaldTrump   https://t.co/DlXkDXjtA4
969361570005385216 2018-03-01 18:59:42 -0400 <lotsofmacs> @realDonaldTrump Really? Nobody asked me! Really!
969361567354560512 2018-03-01 18:59:42 -0400 <vfx_dude> @Motoconomist @davidshepardson @darlin @realDonaldTrump @AFLCIO Except the "working class families" who will have jobs. But please continue arguing for foreign nations to dump products here in the US so they can destroy our industries.
969361565081153536 2018-03-01 18:59:41 -0400 <AngryAbuelita11> @realDonaldTrump  https://t.co/cM7YvwbpfK
969361562120187904 2018-03-01 18:59:40 -0400 <toughguy99> @realDonaldTrump Can you do one of those tweets that ends with “SAD” ? I love those.
969361559985295361 2018-03-01 18:59:40 -0400 <gonemadgirl> @realDonaldTrump So why are you talking about you have nothing to do with it if it doesn't put the money in your pocket wants you to leave the White House then you can bet you don't have anything to do with it
969361559859339264 2018-03-01 18:59:40 -0400 <GDThor1> @Coco_Wms @HMiglino @MoveOn @Rosie @SenThomTillis @realDonaldTrump @NRA @co_rapunzel4 @keriRN @GGevirtz @18TruckaMan @GetWisdomDude @chirprn Good point, she was one of the main pushers for the Iraq War, much blood on her hands, along with her other cohorts. :-(
969361556520583169 2018-03-01 18:59:39 -0400 <LauriOrtega01> @realDonaldTrump Thank God for Mueller. At least he is protecting America against Russia.
969361552997367808 2018-03-01 18:59:38 -0400 <FormerlyHurogGi> @GOP @NRA @FoxNews @realDonaldTrump  https://t.co/R5G66TeeNV
969361552599060480 2018-03-01 18:59:38 -0400 <christineR850> @realDonaldTrump @RealBenCarson All the "In God" stuff came during the McCarthy witch hunts for communists during the 1950s. All the rest of the time, no.
969361549663133698 2018-03-01 18:59:37 -0400 <nickisnest> @realDonaldTrump So happy to see that your pushing change on Opioid epidemic and Gun Control. Americans are loving these changes and you are sure seeing the press speak about you differently!! It’s wonderful to see your STRONG stance on these issues!! Keep it up!!!
969361548362833920 2018-03-01 18:59:37 -0400 <gopSafeSpaces> @GunsmithA @LouDobbs @RepMarkMeadows @realDonaldTrump Trigger, @LouDobbs IS the borg! All he does is parrot every word that comes out of the establishment. Sorry, when your party controls all houses of government, you are the establishment.  So yeah, Lou Dobbs, Hannity, Tucker, F&amp;F... all the establishment borg.
969361546978541568 2018-03-01 18:59:37 -0400 <bluangel9651> @tedlieu @realDonaldTrump Yeah,  but word is he’s now considering John Bolton....who would be more like a fire breathing dragon in that post 😳
969361537755328512 2018-03-01 18:59:35 -0400 <dpmorrow> @TopRopeTravis Impacting beer prices?  Maybe the redneck @realDonaldTrump will finally have something to say.
969361534815211520 2018-03-01 18:59:34 -0400 <benitababe> @TalbertSwan @HopeRadio1 @realDonaldTrump AMEN🙋
969361534529998851 2018-03-01 18:59:34 -0400 <RobertC_89> @dixx777 @Bellas2cents @CNN @GOP @realDonaldTrump @62sandshark @dixx777, to whom are you referring?
969361528804671488 2018-03-01 18:59:32 -0400 <dlean05> @coatrack18 @realDonaldTrump You can’t shine a turd Rack. While this would be a huge win, nearly every single other policy and his overall rhetoric is disgusting.
969361525461970944 2018-03-01 18:59:32 -0400 <Bohemianmoon> This is all they plan on offering.......#MarchForOurLives #Florida #Parkland #GunReformNow #GunControl @SpeakerRyan @realDonaldTrump @MarcoRubio #NRA #NationalSchoolWalkout #WomensMarch #NeverAgain  https://t.co/jPSIgPkc0z
969361524795105280 2018-03-01 18:59:32 -0400 <WoodyB1260> @realDonaldTrump  https://t.co/Ixs8F2Pi9Z? What the HELL do the Russians have on you? Where's the fire &amp; fury for Putin you vowed on Kim Jong Un...sanctions approved on Russia last year you haven't imposed yet &amp; no direction to anyone to do something about election interferring...you're SCARED!
969361524031602689 2018-03-01 18:59:31 -0400 <Leon31628416> @FoxNews @realDonaldTrump It's okay.... just another adjustment..👍👍👍
969361519862599680 2018-03-01 18:59:30 -0400 <Barbara24991783> @JustahTroll @JacobAWohl @realDonaldTrump No it doesn't mean that, I can't remember what  it said on the Box mine came in, I've had Amanda for awhile
969361514187681792 2018-03-01 18:59:29 -0400 <MalteseManatee> @realDonaldTrump YOU are GOING DOWN Drumpf Trump  https://t.co/HzKNDcKamw
969361503378903040 2018-03-01 18:59:26 -0400 <lennon518> @LouDobbs @realDonaldTrump @GreggJarrett Fire sessions something is wrong with him doesn’t want to ruffle dumbacrats feathers lol
969361498182225920 2018-03-01 18:59:25 -0400 <bbain62> @realDonaldTrump 2. CHAOS! tweets hours on end, criticizes friends and props up Putin, lies constantly, is totally in admiration of dictators, refuses to secure nation from Russian interference, consumed by own ego... and so much more!  https://t.co/gKtUxX4QNh
969361496709967872 2018-03-01 18:59:25 -0400 <luinog1234> @POTUS @REALDONALDTRUMP  PLEASE REVIEW THE CASE #FREEKEVINTRUDEAU
969361496139616261 2018-03-01 18:59:25 -0400 <walterqjumblot> @realDonaldTrump You just fucked your michigan voters in the auto industry - tool
969361494474358784 2018-03-01 18:59:24 -0400 <pbradshawellis> @Nowisthewinter7 @cvpayne @realDonaldTrump An education without the liberal slant.
969361494088417281 2018-03-01 18:59:24 -0400 <FischerJ_CTE> @MganHbeck @Yotsublast @TomWellborn @realDonaldTrump @WhiteHouse Theodore Rosevelt...moron...
969361486169690113 2018-03-01 18:59:22 -0400 <LynSimpson9> @NanaSewDear @realDonaldTrump I do as well,  they asked if I wanted opioids,  but I refused!
969361482885599232 2018-03-01 18:59:22 -0400 <DestroWod> @realDonaldTrump Cmon Mr.Trump. I defended you on many dumb things you said but on this one i won't. If you wrongfully attack video games... you are on your own.
969361474207584256 2018-03-01 18:59:19 -0400 <Barbie55260536> @BaptistMom73 @bud_cann @realDonaldTrump Our steel used to be the best in the world. Now that President Trumphas opened USA for business, our steel will be great and can afford to compete with other countries. 👏👏👏🙏❤️
969361471875571715 2018-03-01 18:59:19 -0400 <GaryErb1> @OmidFarz @Infidel_Yvonne @ble1974 @unrealgscott @realDonaldTrump Being a veteran clearly doesn’t make one a genius. Who cares if you choose not to responsibly defend yourself or your family? But you’ll never convince intelligent free people that they are safer if they fully depend upon government for protection, and worse, not take advantage.
969361461335265280 2018-03-01 18:59:16 -0400 <jovitodeponce> @RepSwalwell @NSAGov @realDonaldTrump STOP RUSSIA, LIKE YESTERDAY
969361455794581506 2018-03-01 18:59:15 -0400 <jcam2344> With every other conflict boiling around you @realDonaldTrump  is this really the time?  https://t.co/dZrNgIuvzy
969361453575802880 2018-03-01 18:59:15 -0400 <green47336> @realDonaldTrump Lies lies lies. Collusion impeachment. NRA blood money rules you and the GOP that keeps you in power.
969361448949374976 2018-03-01 18:59:13 -0400 <OneOfTheSmiths> @BluntsvilleTx @damien_arthur @realDonaldTrump Outstanding! I personally don't have a problem with CC, only AR15 type assault rifles.
969361448848777216 2018-03-01 18:59:13 -0400 <bfbuschi> @_Matheuu_ @Horton47Robin @realDonaldTrump  https://t.co/QKNlO32xGe
969361435926155264 2018-03-01 18:59:10 -0400 <IanLee72ajax> @FoxNews @realDonaldTrump Oh i see put @realDonaldTrump in the headline to make sure he can retweet it later! Well done@FoxNews
969361434244255744 2018-03-01 18:59:10 -0400 <AW60> @realDonaldTrump If you are so committed to addressing the opiate crisis, why didn’t you allocate funds to do it. Clearly you thought a tax break for the wealthy was more important than the opiate crisis.
969361429492051968 2018-03-01 18:59:09 -0400 <renegadeboxers> @Virginia4USA @realDonaldTrump @POTUS Oh we’re not silenced, we just sick of you whiny, hateful, cry babies.  If Dems spent more time working on a solution instead of bitching here something might actually get done.
969361429475266560 2018-03-01 18:59:09 -0400 <hutch4385> @realDonaldTrump if you touch guns or gun laws in any way you will lose your base.. everyone knows guns aren’t the issue. Get off the dem bandwagon.
969361425151021056 2018-03-01 18:59:08 -0400 <gonemadgirl> @realDonaldTrump That's great that you want to do that but the problem is you don't really do that you talk about it but your actions and your commitment say something completely different you're just a hypocrite
969361419715178498 2018-03-01 18:59:06 -0400 <dfbeck44> @SenSchumer @realDonaldTrump I wouldn't blame Trump, or anyone else, for not listening to you. Why do you conflate LEGAL &amp; ILLEGAL immigrants when you rant on doom &amp; gloom? "..target legal immigrants.."? Are you aware you're lying or is it pathological?  https://t.co/2TVyzCnbDG "..destroying local economies"?
969361417001472002 2018-03-01 18:59:06 -0400 <icdadx2> @realDonaldTrump You will lose your support if you go against the NRA a lot of people will pull away
969361413675388931 2018-03-01 18:59:05 -0400 <Cherwood4> @realDonaldTrump  https://t.co/ckwMP0z5nN
969361410231865351 2018-03-01 18:59:04 -0400 <jakejameslugo> @TheDCD @realDonaldTrump @POTUS Apparently it was never real... Why am I not surprised...  https://t.co/AsK5GCw8Qn
969361407555891200 2018-03-01 18:59:04 -0400 <blueANDblack4me> @RyanAJames8 @w_terrence @realDonaldTrump Well, I wouldn't want my children to hear a lot of things men say when they are talking to other men.  I'm not excusing what he said, but I have heard worse.  The things said about him are worse than things he has said.
969361406872182784 2018-03-01 18:59:03 -0400 <waymac_007> @realDonaldTrump American confidence - all time low!!
969361397703434240 2018-03-01 18:59:01 -0400 <DarrinDoGood> @realDonaldTrump YOUR shithole has said 'no collusion'  116 times and its not believed so you need to do like Jim Carey where he bends over and with his hand, parts his ass cheeks with pants on in syncrony with his vocalized words.  So give it a try - anything is more believable than your mouty
969361394348027904 2018-03-01 18:59:00 -0400 <puplvr2> .@realDonaldTrump Learn something before U speak! There was an armed guard there. Do U EVER know anything about what you blather? Not that I have noticed. Trump: Pulse attack "wouldn't have happened" if one person had been armed  https://t.co/nIYi5lSuEO via @huffpostqueer
969361393739845633 2018-03-01 18:59:00 -0400 <BobtheFuzbukt> Jared and Ivanka should leave the White House NOW and take the demented @realDonaldTrump with them.  https://t.co/A73EDmvAN6
969361391374274560 2018-03-01 18:59:00 -0400 <itsPortytime> @salmanahamed786 @realDonaldTrump Arrest?? I wouldnt even wish arrest on my worst enemies! and hes already dead like you said..?
969361386689171464 2018-03-01 18:58:59 -0400 <BrianMarvelle> @JTMann05 @realDonaldTrump Trump has not yet taken any action.....he blows up then let's it all blow over....let's see if he actually does something this time.
969361384663220225 2018-03-01 18:58:58 -0400 <5Strat> @JoanofAmerica @KarenMonsour12 @JamesBo59223202 @poppyslove @POTUS @realDonaldTrump You're right. The part about the Map being finished was a misspeak. I should have said Q has given us all the DATA to finish the map.
969361382239064064 2018-03-01 18:58:58 -0400 <AquaLunaSAT> In 500 years, students will read a “classic” tragedy of this time, like our kids today read Greek &amp; Shakespearean plays. If @realDonaldTrump @IvankaTrump et al had stayed in their corner, they would have likely emerged unscathed. Their hubris will be their undoing. #Macbeth
969361381618257921 2018-03-01 18:58:57 -0400 <AmoreRobin> @realDonaldTrump In who's world? Oh yea that fake one in your sick twisted mind! #worstpresidentever
969361377608450048 2018-03-01 18:58:56 -0400 <MenaOfficial> #Norway set to ban semi-automatic weapons  https://t.co/E5NY7cBwkt @potus @realdonaldtrump You love them soooo much, learn from them.
969361376878649344 2018-03-01 18:58:56 -0400 <KRAUSEEE> @Rossputin @MilaMil26980380 @MayorHancock @realDonaldTrump Lol-i guess the mark of a pundit is the inability to admit fault-if you were like yea I'm partisan I could take you seriously-I guess you gotta pander to your base
969361376870268928 2018-03-01 18:58:56 -0400 <peepspolitical> @realDonaldTrump @PeepsPolitical News&gt;PUTINS PLOT WAS2 PUT STEVE KONDIC&gt;SERBIAN SPY KGB&gt; HITLER KILLED NIKOLI TESLA PLOT 4 TESLA BORN IN RUSSIA &amp; HAD PATENTS&gt;&amp; SERBIAN BANK TESLA OWNS NBC... &gt; STEVE IS ENGINEER ICE AGENT KGB SPY HAS BALD GANG TESLA COMPANIES &amp;COMCAST XFINITY CODE  https://t.co/n8wQnA8ZzE
969361373993099265 2018-03-01 18:58:56 -0400 <Nicholeworld37> @realDonaldTrump Oh now you're concerned about drug abuse? When it hits White Suburbea and upper class White Americans. I don't remember them being that concerned about Crack, Cocain, Heroin? We just through those thugs behind bars.
969361373950984192 2018-03-01 18:58:56 -0400 <97a580c1fd724dd> @RepSwalwell @NSAGov @realDonaldTrump That's a great idea! I still want paper ballots too. A simple download would do it...
969361371354845184 2018-03-01 18:58:55 -0400 <vermillion_anna> @davidjtrone @realDonaldTrump How do you combat people’s free will, they eat those things willingly
969361367718391809 2018-03-01 18:58:54 -0400 <LisaDSNYHD> @NanaSewDear @realDonaldTrump healthcare workers want the opioids gone is that good enough for you?  have you any idea what it is like to work with these people? they get sicker because the drug disables them.. there are other better pain killers .. no one is taking all the pain killers away..
969361367093338112 2018-03-01 18:58:54 -0400 <Roderic45845448> @BisonWatcher @realDonaldTrump No. They'll cut that budget to pay for their tax cuts.
969361366241787904 2018-03-01 18:58:54 -0400 <wP5x6ywQ5BWsMZO> @realDonaldTrump Impartiality should be the basic measure in treating international trade. Korea, Japan, India , Germany  and ...... Vulnerability should not be applicable to Korea.
969361365629652992 2018-03-01 18:58:54 -0400 <DavidFCox> @silver_stacker @jnj_kahl @michael300e @Icon99558924 @amanda_damanda @Mumeyaki @USGOVIgnorance @AlgerianPalest @TrutherTracy @drseiomi @Kickassmagoon @SDrinsinger @OhRoyalOne @petejohn10 @cjsienna55 @syria_true @AWAKEALERT @AntiGlobalist__ @DaysofPalestine @PalObserver @ghalianno @11bhutto @Ivana_Maria_ @realDonaldTrump @POTUS from high inside the pentagon  https://t.co/39NNvOMIA7 BBC before it went into current proaganda mode  https://t.co/NTlTJRed1X
969361361548578816 2018-03-01 18:58:53 -0400 <Swisdom334> @adjunctprofessr @gr8tjude @POTUS @realDonaldTrump So are there laws in place that would've allowed Leos to take Cruz' s guns or from the home of a domestic violence call, etc?
969361358042095617 2018-03-01 18:58:52 -0400 <mathestony> @toby_dorena @instapundit @realDonaldTrump It depends on who is deciding who has a mental illnesses and if he is a danger to himself or others.
969361356221710336 2018-03-01 18:58:51 -0400 <WilmaCardenas3> @realDonaldTrump Thank you President Trump. You are doing a get job. If Washington crowd would join in with you the sky would be the limit. People are so jealous of you. I’m voting for you in 2020! I got your back all the way.
969361350009880576 2018-03-01 18:58:50 -0400 <realJackNieker> @realDonaldTrump 1v1 me here for the presidency coward  https://t.co/jbTrjnq4m6
969361348101529600 2018-03-01 18:58:49 -0400 <ShellbackSteve> @rkhill64 @cfreshsobrookln @realDonaldTrump Trump hasn't lifted a finger on this. Who is fighting him tooth and nail?  Trump: Dereliction of Duty; Treason NSA Boss Suggests Trump Lets Putin Think ‘Little Price to Pay’ for Messing With U.S.  https://t.co/GC1584XJZ3
969361347476643840 2018-03-01 18:58:49 -0400 <SharonLamond> @realDonaldTrump Show us the money needed to provide opioid education, treatment (Narcan), and prevention to each town/city. Also needed is a variety of intervention and mental health specialists to provide the long-term counseling and drug treatment centers needed, with no waiting lists!
969361343319912448 2018-03-01 18:58:48 -0400 <Ana_Zumba> @realDonaldTrump Yes. It should "emerge" from your head like Athena from Zeus'
969361339876544512 2018-03-01 18:58:47 -0400 <AngelER_ES> @DolarToday @alcaldeledezma @vaneleca @NicolasMaduro @DrodriguezVen @hramosallup @AmnistiaCCS  @leopoldolopez @liliantintori @jaarreaza @Reporte24VE @PutinRF_Eng @realDonaldTrump @zapatero @Pontifex_es @mauriciomacri @ONU_es Y Que PAPI Fran MONTE Un NUEVO VATICANO VIOLETA Allí &amp; Se QUEDE !!!
969361332062576640 2018-03-01 18:58:46 -0400 <509ShawnG> @GOP meltdown over @realDonaldTrump plan to impose steel, aluminum tariffs  https://t.co/XF0YvcmXQI
969361330112262144 2018-03-01 18:58:45 -0400 <Steph56Renee> @realDonaldTrump I have a feeling that when Putin is finished with Donald, Putin will simply kill his flabby orange butt. 👠  https://t.co/WuYbStAU7P
969361326605815809 2018-03-01 18:58:44 -0400 <TNugent7> @realDonaldTrump Donnie, just shut up already.
969361316489170944 2018-03-01 18:58:42 -0400 <JLB_USMC> @realDonaldTrump Bye #DouchebagDonny
969361313326563328 2018-03-01 18:58:41 -0400 <MichaelFlanik> Sick @realDonaldTrump burn  https://t.co/rOtz0DL5yr
969361310965272576 2018-03-01 18:58:41 -0400 <JohnGAcosta1> Obama Administration vs Trump Administration @realDonaldTrump  https://t.co/u3GZzFq3yW
969361310084468736 2018-03-01 18:58:40 -0400 <Diana13633673> @Scavino45 @realDonaldTrump @POTUS @WhiteHouse @PressSec Keep your hands to yourself Asshole.
969361309832708103 2018-03-01 18:58:40 -0400 <Ks165Mj> #CensorshipMachine #FreedomOfSpeech #TruthAndJustice #MAGA @realDonaldTrump  https://t.co/wU7vVl4V6L
969361307483951107 2018-03-01 18:58:40 -0400 <lsapplestein> @realDonaldTrump Yeah, no one cares about that
969361307139846144 2018-03-01 18:58:40 -0400 <RickeyCarmack> @FoxNews @brithume @realDonaldTrump @IngrahamAngle AG Sessions can also have his agents investigating the matter also who have the power to prosecute those who have broken the law. President Trump is upset but needs AG Sessions to remain in his position because if he's fired or resigns we'd be stuck with ROSENSTEIN!! Think twice
969361307039236096 2018-03-01 18:58:40 -0400 <don_claridge> @ShafPatel @realDonaldTrump What you don’t understand is that God establishes leaders of countries. Romans 13:1. President Trump is President because he’s God’s man for this time. There’s absolutely nothing you or anyone else can do to change what God wants to do. Best to get on His side.
969361304807915520 2018-03-01 18:58:39 -0400 <jorgeluich> @FoxNews @realDonaldTrump This is all you could come up with? 1. Embassy move hasn't happened. Call us back when it does. 2. Crackdown on Isis started under Obama.   3. Withdrawl turned US into laughingstock.  Maybe this is success for you. 4. Wow! A red line and a bombing which accomplisehd nothing.
969361303109357570 2018-03-01 18:58:39 -0400 <Dinas_Herbalife> @GOP @realDonaldTrump The whole country is still waiting for Russian sanctions, comprehensive gun reform, Nunes Resignation, Kushner Resignation, Carson Resignation, so what's your point? Enough is enough of your complicit BS! Step it up or be voted out, choice is yours!
969361301498712065 2018-03-01 18:58:38 -0400 <peb93s> @MasonBilly87 @realDonaldTrump didn’t have anyone arrested!! #ICE is enforcing the law. The law that was ignored for 8 years. #MAGA
969361298474455040 2018-03-01 18:58:38 -0400 <MordantFV> Hey @realDonaldTrump: We know you're levying a massive tax on steel &amp; aluminum only as a desperate measure to suggest you're being "tough" on Russia. Only problem with this is that Mueller Don't Care. You could shoot Vladimir Putin on 5th Avenue, and it wouldn't mean donkey shit.  https://t.co/QFFZ2haptT
969361285774299136 2018-03-01 18:58:35 -0400 <cladglas> @DavidEMcK59 @MarcHManross @Unbeholden14 @larry_kudlow @hughhewitt @realDonaldTrump oh, please, do continue, mr. pumpkin.
969361279465984000 2018-03-01 18:58:33 -0400 <titor_dadpissed> HAVE #GODTRICK: BUT IT'S #NSFW.... AT ALL.  @realDonaldTrump #NEWS #BREAKING #HOLLYWOOD #VEGAS #NYC #DC @USAF_ACC @FBI @CIA @POTUS @FoxNews @infowars @BreitbartNews @DRUDGE_REPORT @TMZ @BBC @NPR @NEWS9
969361272633360384 2018-03-01 18:58:31 -0400 <KaliRoars> @LouDobbs @realDonaldTrump @GreggJarrett Thanks Lou and Gregg Jarrett, for having America’s back. Your presence and voices are required! 😊👍🇺🇸👍😊
969361270842494976 2018-03-01 18:58:31 -0400 <petersquires> @James1940 @holland_tom @Baddiel @realDonaldTrump Mussolini had more convincing hair
969361270741889024 2018-03-01 18:58:31 -0400 <Draven968> @tedlieu @SecretaryCarson Then again, what do we expect when the @realDonaldTrump appoints a wealthy surgeon to head HUD?
969361266778300416 2018-03-01 18:58:30 -0400 <_BARAKKA> @tedlieu If President Obama or Secretary Clinton had done 1/1000th of what @realDonaldTrump and his criminal enterprise has done, the hypocritical and dishonest @GOP would have already called for air strikes on the White House.
969361256040861697 2018-03-01 18:58:27 -0400 <5ayem> @secularstupiddd @realDonaldTrump Because all girls need a weapon of mass murder in their homes, right?
969361254153445376 2018-03-01 18:58:27 -0400 <PassiveIron> @zizisdaddy @DonnaWR8 @realDonaldTrump He would run in there only if the Vietnam War was raging outside.
969361252517519361 2018-03-01 18:58:27 -0400 <vincemarian0711> @realDonaldTrump You just increased the price of steel and aluminum for building cars, trucks, rockets, buildings, elevators, scrap metal, ships, planes, trains, fences on and on and on. You MORON!
969361248629547010 2018-03-01 18:58:26 -0400 <Ironyrulesall> @dreamerhnl @realDonaldTrump "Unwanted as a child, now Wanted in three States, Donny "The Gropenfuhrer" Dementia sinks ever so fast into full blown Alsheimers delusions."
969361247438127105 2018-03-01 18:58:25 -0400 <okitsallgood> @DocPeteyJ @realDonaldTrump For NOT being our President anymore!
969361244057686017 2018-03-01 18:58:25 -0400 <luinog1234> @POTUS @REALDONALDTRUMP  KEVIN TRUDEAU ,GREAT MAN WHOSE SOLE GOAL IS HELPING HUMANITHY  #FREEKEVINTRUDEAU
969361235262279680 2018-03-01 18:58:23 -0400 <Learner20172020> @realDonaldTrump #FlipItBlue: America's favorite voting past time! We deserve better 🇺🇸🇺🇸🇺🇸
969361235069284358 2018-03-01 18:58:22 -0400 <Woodchuckonbass> @Dax_x98 @nudog71 @realDonaldTrump @VP That's because evangelicals are fake.
969361234775691265 2018-03-01 18:58:22 -0400 <NateRedwings401> @realDonaldTrump   https://t.co/nDYzZXuXIh
969361233378856961 2018-03-01 18:58:22 -0400 <catlucente> @Ringspider @TrumpEra_2017 @realDonaldTrump Waxing philosophic on me? I don’t know if I have the strength or time to go down that road with you, RS. But I do agree with you.
969361231541780481 2018-03-01 18:58:22 -0400 <JamesPRobertso2> Mr President now they are attacking a 1st amendment rights they just kicked off Dr.jerome corsi fight fight fight this is b.s. we need you to kick some ass this is b.s.  @realDonaldTrump
969361231055376384 2018-03-01 18:58:22 -0400 <ManniRaeS> @TheS0ot @Pintail_7 @AnnetteRobidoux @HolstadJared @rammetje_b @EdKrassen @IRdotnet @realDonaldTrump Sorry I mean, uhhhh yes, you're right; big words are hard.
969361226559053829 2018-03-01 18:58:20 -0400 <brhootnie> So basically when Mueller does his job and @realDonaldTrump is gone #Russian will attack the US with nuclear weapons that can evade detection... nice...fuck  https://t.co/4UXq7PfV5E
969361222536753153 2018-03-01 18:58:19 -0400 <jeri_QQ> @realDonaldTrump Blah,  blah,  blah!
