888911532633051136 2017-07-22 19:59:59 -0400 <bernardcolbert> @realDonaldTrump You are a criminal!!
888911500458340353 2017-07-22 19:59:51 -0400 <Caz55407171> @mike_pence @realDonaldTrump Your pathetic 😡  https://t.co/gdp5Jr5vuS
888911500143869953 2017-07-22 19:59:51 -0400 <fandy_mus> @realDonaldTrump Mr. President, could you help palestine muslims out on israel zionist's attack? Please..!!!!
888911498134904832 2017-07-22 19:59:50 -0400 <DivaDMH> @realDonaldTrump If you're going to tweet a lie make sure we don't know the truth first.
888911495764951040 2017-07-22 19:59:50 -0400 <surealmothergoo> @realDonaldTrump @yakyennej Mr Oresident please Fire Meuller &amp; shut down fishing investigation wasting TaxPayer$$ &amp;time&amp;energy needed2Govern
888911494968168449 2017-07-22 19:59:50 -0400 <mikeborko> @realDonaldTrump Ha ha !!!!! You sure can shovel the BS!!!
888911491478548480 2017-07-22 19:59:49 -0400 <KScheisskopf> @realDonaldTrump Um...only when he knew @nytimes was about to release them. Ass-saving is not the same as heroism.
888911490862002176 2017-07-22 19:59:49 -0400 <BluePatriotsWon> @realDonaldTrump Glenn Frey #TheHeatisOn
888911483471572992 2017-07-22 19:59:47 -0400 <TC02472> @realDonaldTrump Thank you President Bush and Obama.
888911480137162752 2017-07-22 19:59:46 -0400 <Carl_Morter_Gol> @AmericanHotLips @AliceCoven @TomPerez We will continue to crush the libs for long long time hopefully forever! All thanks to our great #leader @realDonaldTrump! No thanks to @GOP
888911479612768256 2017-07-22 19:59:46 -0400 <CorvisAzlan> @realDonaldTrump We do believe in ourselves and our future and in America....be patient your impeachment is coming! #fakepresident
888911478517977088 2017-07-22 19:59:46 -0400 <stiloink> @realDonaldTrump Wash your mouth out w buckshot.
888911478279073792 2017-07-22 19:59:46 -0400 <JDSlaughter2> @weedwards44 @eugenegu @EdwardTHardy @realDonaldTrump @EmmanuelMacron I actually believe they aren't at all accurate.
888911475892305920 2017-07-22 19:59:45 -0400 <WooHooBaby> @realDonaldTrump HEY AMERICAN STEEL: tRump uses steel bought from China. Whattya' think about that???  https://t.co/rPGNaaG76Z
888911474625835008 2017-07-22 19:59:45 -0400 <Auroraknite> @JournalistReal @LukaBrazzi @realDonaldTrump Really? I thought they disappeared into irrelevance like the tea parties.
888911472641929217 2017-07-22 19:59:44 -0400 <JonBanister1> @melwiebe @mike_pence @realDonaldTrump @ohiogop Stay in Canada where you belong with your Socialist leader.
888911467709202432 2017-07-22 19:59:43 -0400 <WHOLEAL626> @realDonaldTrump However, American LEADERSHIP IS SECOND TO ALL! IMPEACHMENT ON THE HORIZON!!
888911466258157568 2017-07-22 19:59:43 -0400 <orangepeel18> @realDonaldTrump  https://t.co/2tV6zs5yKl
888911464093941760 2017-07-22 19:59:42 -0400 <ZeusWrangler> @johncusack @SenSanders absolutely would have mopped the floor with @realDonaldTrump  He's still doing what he can to fight the moron. #Resist
888911462273609729 2017-07-22 19:59:42 -0400 <Chibby_Chub> @realDonaldTrump Learn the difference between 'Council' and 'Counsel' so it won't be too obvious you don't know what you're talking about.
888911462164553728 2017-07-22 19:59:42 -0400 <mikeporterspins> @Miriam2626 @realDonaldTrump Damage was done long ago when Trump was elected. His actions, attitude and 14 year old temper just made it worse.
888911461745135616 2017-07-22 19:59:42 -0400 <PrometheusBacc1> @realDonaldTrump Easy pilot.
888911460784537601 2017-07-22 19:59:42 -0400 <ihaveatornado> @spyderwryter1 @nbcsnl @Rosie Yes yes yes!  This would drive 45 crazy!!!! @realDonaldTrump
888911459916427264 2017-07-22 19:59:41 -0400 <rookie3550> @JebBush @realDonaldTrump Finally a GOP who is showing some real leadership against the DC antics Where is the rest of it? @GOPSenMajority
888911459815698432 2017-07-22 19:59:41 -0400 <SRRieling> @realDonaldTrump @WhiteHouse Did you agree to have your hotels sheets made in Honduras switched to the USA?
888911459538923520 2017-07-22 19:59:41 -0400 <LostinAppalacha> @realDonaldTrump Cartoonist @roweafr  https://t.co/tVnwiD2vfF
888911458238693376 2017-07-22 19:59:41 -0400 <auntie_social> @mike_pence @realDonaldTrump I would like someone to rescue #WeThePeople from you and @realDonaldTrump.  So tired of relentless devisive rhetoric &amp; alternative facts.
888911457831792641 2017-07-22 19:59:41 -0400 <mishachfl> @realDonaldTrump So lucky that you have this family of liars, inc. Scaraucci since yesterday. You're so blessed - until you land in hell.  https://t.co/Ptg9hs3Dk1
888911456497840130 2017-07-22 19:59:41 -0400 <TJones2112> @realDonaldTrump Mueller is biased against you.He IS looking into your past business dealings from ten years back.They can NOT use....
888911454501347328 2017-07-22 19:59:40 -0400 <wingsnhooves> @realDonaldTrump @billnsher42197 Gee - just like you then! You're more worried about positive press coverage than you are protecting us!
888911453507301376 2017-07-22 19:59:40 -0400 <bloominglife12> @realDonaldTrump   https://t.co/oEA1DiqTky
888911452773511168 2017-07-22 19:59:40 -0400 <choochtk> @realDonaldTrump   https://t.co/9sQjJqGNjN
888911449967480832 2017-07-22 19:59:39 -0400 <SancheLydia> @realDonaldTrump #PresidentBannon #GeeksResist #FBR  https://t.co/laP4zcvzQa
888911448205930497 2017-07-22 19:59:39 -0400 <gumboqueen3030> @Castantine @Impeach_D_Trump @realDonaldTrump Nicely done !! I bow to your greatness!
888911446884708352 2017-07-22 19:59:38 -0400 <Frank_Delano1> Pueden chillar y hacer todo el lobby que quieran, pero las sanciones van! @realDonaldTrump no es bobama.  https://t.co/m11xUQCt7t
888911446620372993 2017-07-22 19:59:38 -0400 <irvwash22> @realDonaldTrump That's simply not true. He made the emails public after the @nytimes was going to publish them.
888911444691079168 2017-07-22 19:59:38 -0400 <MichelleMeach16> @realDonaldTrump  https://t.co/SXh8LakymG.. You outsource all your own products &amp; construction to other countries &amp; their resources😡
888911440131895296 2017-07-22 19:59:37 -0400 <ludditeblogger> @AnneBayefsky so @realDonaldTrump: Tillerson's @StateDept has never heard of Palestinian terror. can you please stop tweeting &amp; start firing these jerks?
888911436147183616 2017-07-22 19:59:36 -0400 <laxietoo> @Constan95615736 @bethhall256 @gore183 @SpinDr @realDonaldTrump Take a look at Beth's comment. She said she lost. 🤔
888911434574438401 2017-07-22 19:59:35 -0400 <MorningDawn3060> @Potus @realDonaldTrump @jeffsessions  https://t.co/j0ZjT6ugAR
888911433144160257 2017-07-22 19:59:35 -0400 <Df00050> @RJSzczerba @realDonaldTrump Can't wait for DT to FIRE the special counsel:)
888911431160221697 2017-07-22 19:59:35 -0400 <MYFNID> @realDonaldTrump @WhiteHouse Take it from a retired manufacturing specialist, American goods are #1 and will be #1 globally once again.
888911430124281857 2017-07-22 19:59:34 -0400 <eat_it416> @BettyBowers @realDonaldTrump @POTUS talking about #seamen is just #disturbing.  Please, please, please... just stop! @USSGeraldRFord @USNavy
888911429042098176 2017-07-22 19:59:34 -0400 <Ironbutterfly55> @Illuminari63 @Charlen92128804 @activist360 @realDonaldTrump @GOP No brain!😎  https://t.co/tLni5yxF4O
888911428253622272 2017-07-22 19:59:34 -0400 <yorickyspanish> @pgammo @realDonaldTrump why would so many people like and retweet it?
888911427909693440 2017-07-22 19:59:34 -0400 <Imlookinthruyou> @EdwardTHardy @realDonaldTrump Ur comments r so right on! I agree so much, especially  "Stop trying to divert attention." It is not working. He looks like a bigger fool!
888911425661538304 2017-07-22 19:59:33 -0400 <JcKatherine> Vomit. #donaldtrump @realDonaldTrump Picks Radical Right-Wing Radio Host to Serve as Top Federal Scientist -  https://t.co/gHOtg3nEJr
888911425086685184 2017-07-22 19:59:33 -0400 <AudreyK27> @williamlegate Someone should make a @realdonaldtrump voodoo doll
888911424847785985 2017-07-22 19:59:33 -0400 <dtseib> @realDonaldTrump there has never been a more useless presidency in the history of the country; founding fathers would be disgusted with you
888911417817968640 2017-07-22 19:59:31 -0400 <highwaymadness1> @Cali_Deplorable @getongab @realDonaldTrump The Presidents Tweets
888911417067401216 2017-07-22 19:59:31 -0400 <bpate524> @mike_pence @realDonaldTrump  YOU SOLD YOUR SOUL, CONSCIOUS and INTEGRITY!  $$$$$$
888911414873571331 2017-07-22 19:59:31 -0400 <cat_1012000> @chrisrwindham @NoNoNotNormal @American1765 @allytalkz @fisheye_view @realDonaldTrump So are u with the 90% of 'resist something today' &amp; single?
888911414588448770 2017-07-22 19:59:31 -0400 <RosygSoto> @realDonaldTrump Can you please stop referring to Hillary Clinton! You unfortunately  won the election! Can you concentrate on the here and now!
888911413040877569 2017-07-22 19:59:30 -0400 <BoobooMckeown> @Tamaraciocci @LouiseMensch @Montel_Williams @GCHQ @Nigel_Farage @realDonaldTrump After a female Dr Who why not its inevitable.
888911412898263043 2017-07-22 19:59:30 -0400 <IShallResist> @realDonaldTrump Obstruction of Justice case as well. Also, Pardons do not save a President from charges coming from States.
888911412524793857 2017-07-22 19:59:30 -0400 <iof1970> @realDonaldTrump That's because Comey said there's nothing there. But there's lots of smoke coming from the WH and Russia gate. Tell the truth!
888911412264935426 2017-07-22 19:59:30 -0400 <buttflash3r> @AHamiltonSpirit @DTrumpExposed @Impeach_D_Trump @realDonaldTrump you poor misguided fool
888911412143296514 2017-07-22 19:59:30 -0400 <bernardcolbert> @realDonaldTrump You are a criminal!!
888911406430654465 2017-07-22 19:59:29 -0400 <KlinglerRobin> @MSNBC @GenDunford And the bully president @realDonaldTrump keeps pushing the issue!  STOP!  All of you!
888911403813306369 2017-07-22 19:59:28 -0400 <jamgilcw> @realDonaldTrump What will Congress do if you veto Russia sanctions bill? Over-ride and impeach.  https://t.co/29nnxuFtW9
888911400608858112 2017-07-22 19:59:27 -0400 <geewheezie> @DanScavino @realDonaldTrump @WhiteHouse   https://t.co/zvwO6HI9lN
888911400516628482 2017-07-22 19:59:27 -0400 <mudcreekmonster> @mike_pence @realDonaldTrump Let Obamacare fail on its own! We didn't have it 7 years ago and the sky didn't fall! Then, replace it with good healthcare!
888911398411128833 2017-07-22 19:59:27 -0400 <BrazskyCarole> @realDonaldTrump Hahahahahaha,  yet!
888911397098328064 2017-07-22 19:59:26 -0400 <fanshaw14> @mike_pence @realDonaldTrump It takes months for impact to be seen. Thanks to @BarackObama our economy is better so don't ruin it @POTUS @VP oh wait you already are.
888911395374465025 2017-07-22 19:59:26 -0400 <Lisayou76304789> @realDonaldTrump Hillary didn't fire the FBI director when he was investigating her.
888911392987914240 2017-07-22 19:59:25 -0400 <MellBarb> @DonaldsSwamp @getongab @realDonaldTrump Sad that you have any followers. The criminals and their crimes r in plain sight, but no consequences for them. #SalemWitchTrials instead.
888911391993843713 2017-07-22 19:59:25 -0400 <CitizenZRoger> Así podría salvar @realDonaldTrump a @NicolasMaduro; por @MoisesNaim  https://t.co/sWsYnB3IHT via @el_pais
888911391683477504 2017-07-22 19:59:25 -0400 <sjpshannonland> @KendraWrites @IsChamps @dontian333 @susanbhalpern @marjaymarjay @cindylou362 @powertoolgal @lasesana @realDonaldTrump Well I agree with you there because it's only making cuts to the system already in place. I believe the problem is they haven't figured out
888911391268196353 2017-07-22 19:59:25 -0400 <PierreARichard> @realDonaldTrump   https://t.co/HuCu1U9I3u
888911389603094528 2017-07-22 19:59:25 -0400 <EdwardSoper4> @realDonaldTrump he is just one more of your crones. I pray their is a god. So you all well see hell for the lies you have did in his name.
888911387803516928 2017-07-22 19:59:24 -0400 <rose_ebue> @TomWellborn @realDonaldTrump I see he obsesses but not sure love is part of any the equation. His top obsession is himself. Ah-uh I get it now!
888911387417866240 2017-07-22 19:59:24 -0400 <MicroHandDonald> @The_Trump_Train Wait, I thought that @realDonaldTrump hasn't passed health care, gotten Mexico to pay for a wall, or prosecuted Hillary.
888911385803055105 2017-07-22 19:59:24 -0400 <IShallResist> @realDonaldTrump 2: While he can pardon everyone else, the Supreme Court stated, a Pardon shall be an admission of Guilt. And A pardon, can be used in an
888911385408618502 2017-07-22 19:59:24 -0400 <dallinjaybundy> @realDonaldTrump We're all laughing at you. #MAGA
888911384548978689 2017-07-22 19:59:23 -0400 <hannes_mann> @realDonaldTrump Är det ett hot
888911382929743872 2017-07-22 19:59:23 -0400 <DwightCoward121> @realDonaldTrump Pardon is just another word for obstruction of justice.
888911381520670721 2017-07-22 19:59:23 -0400 <jremsikjr> Scaramucci! Scaramucci! Can you do the FAN-DANG-GO?! - @realDonaldTrump
888911381445136384 2017-07-22 19:59:23 -0400 <jenJtaylor> @stickyhammer @SebGorka @realDonaldTrump @SHSanders45 @Scaramucci And, the Russian collusion story is a hoax-- compliments of the Clinton campaign  https://t.co/ovvTwNon1M
888911381340225536 2017-07-22 19:59:23 -0400 <rksnewsfollower> @mike_pence @realDonaldTrump You are profoundly dishonest, a liar, and repugnant to most Americans
888911380681764864 2017-07-22 19:59:22 -0400 <jojomg> @realDonaldTrump Sorry buddy trying to bring up Hillary again and again just makes you look like a guilty fool
888911379842736128 2017-07-22 19:59:22 -0400 <TJMAGrandma> @realDonaldTrump Hilary Clinton isn't president.  You are --- and as such, fair game.
888911372695859201 2017-07-22 19:59:21 -0400 <PaulaBuermele> @bethd_k You realize that if Rosenstein fires him, Trump will be blamed, right? Mueller is baiting @realDonaldTrump into a trap. Beware!
888911369810186240 2017-07-22 19:59:20 -0400 <oloili> @realDonaldTrump Shame.
888911368015028224 2017-07-22 19:59:19 -0400 <k_calaman> @politico @realDonaldTrump  WE CAN ONLY HOPE!!!  https://t.co/pJwa3XuIlp
888911367289405440 2017-07-22 19:59:19 -0400 <FMR0662> @realDonaldTrump @POTUS   https://t.co/vsCJBjiaOP
888911366018355200 2017-07-22 19:59:19 -0400 <gingerstjames> @realDonaldTrump I believe in post-Trump America and fondly look forward to it. Also to #Election2018 when we #DrainTheGOPswamp
888911365204738049 2017-07-22 19:59:19 -0400 <kosmikdj> @realDonaldTrump I'll jus' say the 'Protocols of the elders of zion' was right all along. To CONTROL everything you SEE, HEAR, READ and EAT!
888911364588273664 2017-07-22 19:59:19 -0400 <dyslexicnoshame> @realDonaldTrump Who are Those people🤔... about those 33 emails  nothing in them they check them why don't you tell us what was in them
888911364265082880 2017-07-22 19:59:19 -0400 <VinFromJersey> @tg201115 @CEP1923 @FoxNews @realDonaldTrump @seanspicer You're being way too kind.
888911361773682688 2017-07-22 19:59:18 -0400 <RangerJohnAllen> @realDonaldTrump I see many comments here reflect what the country was like under the pu$$y Obama
888911359324422145 2017-07-22 19:59:17 -0400 <ThisAndThat71> @Impeach_D_Trump @realDonaldTrump That is more than likely classified source based Intel he was provided. Info from the other side. That is a LEAK.
888911358359740417 2017-07-22 19:59:17 -0400 <DRR1250> @Ziphrodes @TravelingUS @realDonaldTrump A real beauty inside and out😈
888911355691925504 2017-07-22 19:59:17 -0400 <TinaGerow> @realDonaldTrump Actually, you're the only one asking that right now. The rest of us are waiting to Mueller's investigation results!
888911355083800576 2017-07-22 19:59:16 -0400 <ReneeGalvan4> @RealDonaldTrump @GOP @SenateDems  @MikePenceVP @SHSanders45 @DanScavino Did Scaramucci violate Russian Sanctions http://read.bi/2gQvH0x
888911355062964224 2017-07-22 19:59:16 -0400 <MaryHeartsCats> Nice to see BIPARTISAN bill to sanction Russia. @realDonaldTrump would never be so foolish to VETO a bill that ALL Congress put together!  https://t.co/yZscteKu9w
888911351229407232 2017-07-22 19:59:15 -0400 <twodogsing> @BeauWillimon @realDonaldTrump is garbage. We need Trashman. Calling Spain Rodriguez  to resurrect his anti-hero from the late 60s. Power to the People!
888911349547491330 2017-07-22 19:59:15 -0400 <3momm> @realDonaldTrump no. no they are not. just you. trying to distract from your treasonous ways.
888911348049903616 2017-07-22 19:59:15 -0400 <Winetosser> @realDonaldTrump In our guts we know you're nuts.
888911347634896896 2017-07-22 19:59:15 -0400 <ELENTEDEBARINAS> @lortegadiaz @Almagro_OEA2015 @marcorubio @realDonaldTrump  https://t.co/A3jw5oSVvK
888911339590230016 2017-07-22 19:59:13 -0400 <Whyme224> @realDonaldTrump @USNavy The best ! Winners !
888911335261696000 2017-07-22 19:59:12 -0400 <karbarn60> @RichardBickers4 @Cali_Deplorable @Prospectiveusa1 @getongab @realDonaldTrump You got that right.
888911334921908225 2017-07-22 19:59:12 -0400 <Dee_Easley> @callouscowgirl @MunchkinMommao4 @TheValleyReport @DaveWeasel @realDonaldTrump Trump had no idea how a Presidental Pardon works under US Law, and I say let his ignorance show. Have a good night.
888911333801984000 2017-07-22 19:59:11 -0400 <ZambitoPatrick> @thomas3762 @mike_pence @realDonaldTrump Simpleton
888911332334080001 2017-07-22 19:59:11 -0400 <HarrisonRFox> @Rtown001 @aterry961 @_Ropepastameal_ @BieberAlanFan @realDonaldTrump That's racist to generalize like that 😂😂😂
888911331562315777 2017-07-22 19:59:11 -0400 <historibot> @realDonaldTrump Heez!Let it go already!look forward and do your job!
888911327678410752 2017-07-22 19:59:10 -0400 <Wizardisms> @realDonaldTrump History will remember you chose a Cabinet of Oligarchs. Staff made up of Crooked Kushner, Bannon, Flynn, Miller &amp; Lying Conway &amp; Huckabee.
888911324645908480 2017-07-22 19:59:09 -0400 <BloomGamble5106> @CNN Nope, not a chance unless he admits or makes a larger fool of himself @realDonaldTrump
888911320757805056 2017-07-22 19:59:08 -0400 <orgainkorgain> If those Senators are stupid enough to believe @realDonaldTrump propaganda, then maybe they shouldn't be Senators anymore.  https://t.co/xO4vMzIaJS
888911320292237312 2017-07-22 19:59:08 -0400 <MorningDawn3060> @Potus @realDonaldTrump @jeffsessions  https://t.co/RKKC7ib2qm
888911320095100929 2017-07-22 19:59:08 -0400 <1dognan> @realDonaldTrump WHO GIVES A S....
888911319566491649 2017-07-22 19:59:08 -0400 <TruthVsTyranny> @LouiseMensch @Cadre10146 @_raypeterson @LarryCT @lauferlaw @realDonaldTrump @level39 @Kasparov63 @SallyQYates Truly. One of a *very* small number of men I completely trust, respect, and admire.
888911318505459712 2017-07-22 19:59:08 -0400 <BellaLuna468> @SpinDr No wonder @realDonaldTrump loves the poorly educated..  so many who don't verify facts!  🙄
888911317909635076 2017-07-22 19:59:08 -0400 <gcush1> @Rosie @JenniferOestrik @kim @realDonaldTrump  https://t.co/LOVhIzwVIV 1million die  iraq usa/kuwait hired pr firm to put fake nurse on cspan to say iraqi soldiers killed babies in kuwait
888911317901352960 2017-07-22 19:59:08 -0400 <bloominglife12> @realDonaldTrump   https://t.co/iJ7htDaopO
888911317662183424 2017-07-22 19:59:07 -0400 <OregonC3> @realDonaldTrump OMG! This moron just can't stop whining.  History is going to be brutal. I just hope GOP senators are held accountable for allowing this.
888911317335031809 2017-07-22 19:59:07 -0400 <TamiSmi34519559> @ChrisCarus @JohnMolsonEX @Cheloga2 @realDonaldTrump @POTUS You know when your condescending and rude it only reflects on your character not mine.
888911316844298241 2017-07-22 19:59:07 -0400 <adrian_lemcke> @realDonaldTrump Hey Don, maybe you could pardon yourself before the truth comes out then your clear to step down. Just saying.
888911313245794304 2017-07-22 19:59:06 -0400 <ArialFoxx> @Inspired2306 @melissacevans33 @EpidiNicEachain @bringonthesong @MikeyPastaS @StavroKaramits1 @travlittle @trumpsterMG @realDonaldTrump @Amanda: don't whine and bitch all your problems to me. WE WON! You lost! #mypresident  #potus45 #TRUMP #TRUMP #TRUMP
888911312281120768 2017-07-22 19:59:06 -0400 <threeplustrips> @peplamb @realDonaldTrump NO, "WE" aren't. WE are praying God protects the innocent, elderly, sickly, minority, &amp; all others Trump has caused harm. DT is the Devil.
888911308187455488 2017-07-22 19:59:05 -0400 <SSA_ZER0> @realDonaldTrump Amazon is killing our economy and killing  jobs, many displaced workers, and they get tax breaks? #EnemyWithin &gt;JeffBezos
888911307612835840 2017-07-22 19:59:05 -0400 <ann_morelock> @realDonaldTrump Okay, I'm starting to understand!  After the usual 10 twitter meltdowns, someone else takes over for the baby man ;)
888911305725288448 2017-07-22 19:59:05 -0400 <mgdempsey11> @WynterWise @realDonaldTrump Yes we are, I am so proud that you are my President,
888911305272328192 2017-07-22 19:59:05 -0400 <3kds2dgSmith> @worldgrid2020 @charlottecicale @PriveBanker @DanScavino @realDonaldTrump @WhiteHouse I resist your resistance to my resistance
888911305238827008 2017-07-22 19:59:04 -0400 <stephabees> @davidfrum I had never heard of those companies until @realDonaldTrump became president. :D
888911303275941888 2017-07-22 19:59:04 -0400 <BenzBoyTwo> @roya_evans @FoxNews @AlanDersh @POTUS @realDonaldTrump Ok then, take the returns out so we can see them.
888911300473962496 2017-07-22 19:59:03 -0400 <bizziboi> @realDonaldTrump Second to one, it seems, to br honest.
888911300469940225 2017-07-22 19:59:03 -0400 <ccismeuc> @realDonaldTrump Once again, do you have any idea how disgusting this sounds forcing &amp; paying ONLY a possible 52 people to kiss up to a Badly Mean plan.
888911298208997376 2017-07-22 19:59:03 -0400 <MilcoxS> @realDonaldTrump "My illegal treason must be kept secret!"
888911293863866368 2017-07-22 19:59:02 -0400 <SaucierSadie> @realDonaldTrump @WyverShago let's take about this pardon  https://t.co/Wad0FpboJE
888911290453950464 2017-07-22 19:59:01 -0400 <Oxsplace> @realDonaldTrump @JayS2629 Ratings!
888911289132752896 2017-07-22 19:59:01 -0400 <donaldharper844> @realDonaldTrump Fake President
888911288126066689 2017-07-22 19:59:00 -0400 <zachvat> That ~36% that love @realDonaldTrump? I dismiss them as the reason a B-Ark should be constructed in orbit, filled with them, then launched.
888911285068365826 2017-07-22 19:59:00 -0400 <JamesRBrink> @mike_pence @realDonaldTrump #NotMyPresident The GUILD OF PUTIN will never get the TRUMPDONTCARE health plan passed IN ANY WAY, SHAPE, OR FORM, COMRADES! BANK ON IT!
888911284485357568 2017-07-22 19:59:00 -0400 <MoserMacR> @doitfortheusa @realDonaldTrump But we all knew that long ago...🙃😠
888911284124635136 2017-07-22 19:58:59 -0400 <Not_Fade__Away> @realDonaldTrump   https://t.co/qNg9CqvSUA
888911283961163777 2017-07-22 19:58:59 -0400 <DiamondCostumes> @realDonaldTrump VOTE YES TO THE BILL OR YOU LOSE ANY WAY. Does the senate  you want  liberals in charge  YOU STILL LOSE. GET ON THE SAME TEAM VOTE YES.
888911283294228480 2017-07-22 19:58:59 -0400 <IndigoGRITS> @realDonaldTrump Clearly you are. Mueller's coming. NYAG is coming. Orange rompers are coming. Sad! Bigly sad.
888911282639847428 2017-07-22 19:58:59 -0400 <FurForceFive> @realDonaldTrump Hmmmmm.  https://t.co/j8zdc836jb
888911279678554113 2017-07-22 19:58:58 -0400 <Stvzbnk> @kwantem @afoxx06 @Alt_FedEmployee @realDonaldTrump Wrong. Thats a Liberal Interpretation. Health Care is a Responsibility. #WhataDummie ##TotalLoser Bankrupt Liberal
888911278173016064 2017-07-22 19:58:58 -0400 <Jarnocan> @realDonaldTrump unless they designed and built it in 6 months it has very little to do with your tiny hands or your  #trumprussia #treason  https://t.co/9XKzsdIOXk
888911278139465729 2017-07-22 19:58:58 -0400 <DavinaTaff1> @VPpolitics @cindypope @dpagsmania @erikforCO @WhiteHouse @realDonaldTrump What a stupid comment.
888911273026441216 2017-07-22 19:58:57 -0400 <kmiranda1973> @AHamiltonSpirit @Distracted66 @Impeach_D_Trump @realDonaldTrump Right now some idiot is saying "yeah but it's not illegal"
888911270442696705 2017-07-22 19:58:56 -0400 <VinFromJersey> @CEP1923 @tg201115 @FoxNews @realDonaldTrump @seanspicer Spicer is a great man. PERIOD.
888911266735046656 2017-07-22 19:58:55 -0400 <BarbaritaLucer4> @realDonaldTrump Idk
888911263123853316 2017-07-22 19:58:54 -0400 <Lisayou76304789> @realDonaldTrump You should stop worrying about Clinton.  You have enough problems of your own.
888911262909911040 2017-07-22 19:58:54 -0400 <BluePatriotsWon>  https://t.co/qvi4mtodyU @realDonaldTrump #TheHeatisOn
888911262654103553 2017-07-22 19:58:54 -0400 <IndivisibleSC04> Technical definition:  @realDonaldTrump  https://t.co/Krx4CETj08
888911257398517760 2017-07-22 19:58:53 -0400 <egolladay57> @mike_pence @realDonaldTrump REPEAL AND REPLACE THIS ENTIRE CROOKED REPUBLICAN ADMINISTRATION
888911252055044096 2017-07-22 19:58:52 -0400 <slcornett> @realDonaldTrump Why did you give them an interview the other day then?
888911250197024768 2017-07-22 19:58:51 -0400 <scottf6f> Might be pretty accurate. @realDonaldTrump @RepJimBanks @RepAdamSchiff @RepSwalwell @RepWalorski  https://t.co/YOxIEDU0sw
888911249618206720 2017-07-22 19:58:51 -0400 <aanalyst50> @realDonaldTrump Politics come with leaks, which have been happening for ages. It's the same in biz where the grapevine knows more than mgt
888911247705391105 2017-07-22 19:58:51 -0400 <pbrown4348> @realdonaldtrump  https://t.co/yj2CjBr8TX
888911247600635905 2017-07-22 19:58:51 -0400 <upsidedwnworld> @54resistance @lckgrl1606 @docrocktex26 @realDonaldTrump I'd investigations aimed at Clinton which have consistently turned up piddly shit, if that, mean nothing.
888911241263153152 2017-07-22 19:58:49 -0400 <TrumpTedious> @realDonaldTrump Oh for goodness sake enough with the propaganda.
888911240076156929 2017-07-22 19:58:49 -0400 <roxysupra> @realDonaldTrump Idiot
