951604636338872322 2018-01-11 18:59:59 -0400 <Rosa67261146> @IRdotnet @realDonaldTrump He's already doing the opioids , that began long ago
951604589849178112 2018-01-11 18:59:48 -0400 <snowmandown> @allbritton @xconzervativex @IvankaTrump @realDonaldTrump Grow up, God Almighty. A felon for what. You don't know what the hell you're talking about. Dummercrat
951604589551288320 2018-01-11 18:59:48 -0400 <Truebie4ever> @SpeakerRyan Are you going to speak up about @POTUS @realDonaldTrump latest racist comment or continue to hide??
951604588586598400 2018-01-11 18:59:48 -0400 <SandyGreenlyn> @MAGA4TRUMP2020 @fityshadesofred @seanhannity @dbongino @AreuCathy @realDonaldTrump I thought we have Republican control of all three branches?  No? WTF?
951604583519760384 2018-01-11 18:59:47 -0400 <john_habanero> @realDonaldTrump  https://t.co/fIz3sUjWoH
951604583008292864 2018-01-11 18:59:47 -0400 <MMpolytechnical> @ZonaWC03 @carlechambers @TomFitton @JudicialWatch @realDonaldTrump FYI: TREASON=SUBVERT CONSTN or DENY INDIVIDUAL CONSTN RIGHTS;TREASON=PUT TAXPAYER FUNDS OUT OF CONTROL IF CONGRESS/PPL REPS.(by privatize govt depts to corps=run on taxpyr$ but no Congress Control of $/quality/eligibility/typepublic service);&amp;USConstn=ILLEGAL TAX US CTZNS&gt;SURPLUS
951604582949556225 2018-01-11 18:59:47 -0400 <theSAdelmann> @realDonaldTrump Stay at Davos. Your presence here makes us a shithole country. Oh, and blow it out your ample ass. You are deplorable.
951604582920069121 2018-01-11 18:59:47 -0400 <Dr_B_not_BLOTUS> @VicenteFoxQue @realDonaldTrump Donald Drumph
951604581733150721 2018-01-11 18:59:46 -0400 <CEP1923> @realDonaldTrump We make marijuana legal and you'll cut the cartel's profits in half. More than half actually. Think smarter. Cigarettes and alcohol are more dangerous and addicting than marijuana.
951604581670191104 2018-01-11 18:59:46 -0400 <chrisholly71> @JimRenacci @realDonaldTrump The nominal president also thinks immigrants from certain shithole countries are less desirable than those from Norway. (The Aryan ideal)  Clearly his assessment of what makes people worthy is stellar. 😂🙄
951604581124984832 2018-01-11 18:59:46 -0400 <brynbehr> Again, the people who continue to work for @realDonaldTrump are just as bad as him. Continuing to work for him means you don’t find his racism disqualifying, you are racist too. @KellyannePolls @DanScavino @IvankaTrump @PressSec
951604580671827969 2018-01-11 18:59:46 -0400 <cherokeemojo> @realDonaldTrump Thank you!!#MakeAmericaGreatAgain 🇺🇸  https://t.co/IaPc70008J
951604580021751808 2018-01-11 18:59:46 -0400 <stacyslay> @JahMekAWail @SwissArmy1985 @Lrihendry @ericbolling @realDonaldTrump @KellyannePolls The vast majority of fentanyl use is by people that do not realize it. Every dealer wants to sell the best for street cred. So they put fentanyl into black tar heroin to boost it's morphine count. Dealers often use reagent tests to see morphine quantity (just as LEOs do).
951604579208019968 2018-01-11 18:59:46 -0400 <EvaTerryWrites> @VicenteFoxQue @realDonaldTrump I know, right-?
951604578939756544 2018-01-11 18:59:46 -0400 <barbieg20> @LewisMeekWatson @PRESlDENTBANNON @realDonaldTrump I'm not advocating for a Marxisr system, just one that doesn't favor the ultra wealthy white males who have driven this country into the ground. My family is wealthy, I have nothing to worry about. I'm concerned about those who aren't as fortunate as me.
951604577220157440 2018-01-11 18:59:45 -0400 <SandDollar04> @realDonaldTrump is a pathetic excuse for President - Trump will almost ALWAYS accuse someone else of the very thing he is guilty of. #TrumpguiltyofTreason  https://t.co/FrwTHdjCNd
951604576700026881 2018-01-11 18:59:45 -0400 <rpmccken> @realDonaldTrump MORE FROM THE SHIT HOLE WHITE HOUSE!!!!!😄😄😄😄😄
951604576574087169 2018-01-11 18:59:45 -0400 <AdmiralJanewayy> @IvankaTrump @realDonaldTrump Watch him push for private prisons that are only accountable to stockholders. Greed greed greed.
951604576351916032 2018-01-11 18:59:45 -0400 <roseyella2000> @realDonaldTrump  Are you really unaware of how your ignorant, racist comments endanger our military in these areas more than they are already endangered? You need to stop shooting your mouth off without a thought. As a civilian you got away with it. Not as a POTUS!!!  https://t.co/msM9rshDt8
951604576087494656 2018-01-11 18:59:45 -0400 <mae6489> @IvankaTrump @realDonaldTrump The sudden interest in prisons is very interesting.
951604574804172800 2018-01-11 18:59:45 -0400 <sousahere1> @Monte_Alto @realDonaldTrump @foxandfriends HAhahahaha.......
951604573877293056 2018-01-11 18:59:45 -0400 <JPaperno> @IvankaTrump @realDonaldTrump Oh. Is that what needs fixing?
951604573394751488 2018-01-11 18:59:44 -0400 <FrancisJeffrey7> ! Viva El Ecuador ! Que Viva! Bravo! Brava! SMART MOVE. #JulianAssange @EmbajadaEcuUK @EmbassyCat @cestlaviv @pamfoundation @AnonScan @FollowWestwood @yokoono  cc: @KatrinaNation @Credico2016 @RandPaul @RonPaul @SenSanders @realDonaldTrump @seanhannity ~~  https://t.co/PtE6fxtif1
951604573264924673 2018-01-11 18:59:44 -0400 <PNN_pronews> many of those countries face abuse and the government can't satisfied all it citizens and those  people who should return home have involved in durgs,prostitution human trafficking,  mafia,you name them so some people will agree with @realDonaldTrump not because of the bobe word
951604572354678784 2018-01-11 18:59:44 -0400 <Nielju35> @realDonaldTrump Come on you didn’t write this tweet.
951604571649933313 2018-01-11 18:59:44 -0400 <B_Childress1> @realDonaldTrump why immigrants from "shithole nations"? Because they are more intelligent, more humane, and hard workers, unlike anything related to the shit-rimed shithole sitting in the Oval Office. #KlansmanInChief #CaptainVacation #YouAreAFuckingRacistShithole
951604570161078272 2018-01-11 18:59:44 -0400 <TestKitchen211> @VicenteFoxQue @realDonaldTrump #RacistTrump
951604568680366081 2018-01-11 18:59:43 -0400 <CurtG345> @NancyPelosi @realDonaldTrump Did U make sure that none of the kids were on milk cartons in Mexico? They were children.
951604568164532224 2018-01-11 18:59:43 -0400 <hollyivy13> @realDonaldTrump  https://t.co/4tzpGKZw2g
951604568114286592 2018-01-11 18:59:43 -0400 <Gregfritz3> @Patriotess4MAGA @realDonaldTrump @foxandfriends He’s had such a great welcome in Atlanta this week, he may be your Pres but he’s definitely not mine  https://t.co/glvS9uXX9b
951604567405449217 2018-01-11 18:59:43 -0400 <itsjackiemac> SHAME ON YOU @realDonaldTrump! You are a vile, RACIST human being and I am disgusted by you. And shame on every person who voted for you too - this man continually shows us his true colors, and yet his supporters continue to support him anyway.  Disgusting.  https://t.co/sTvRUeIHpO
951604566893543424 2018-01-11 18:59:43 -0400 <booscott10> @VicenteFoxQue @realDonaldTrump   https://t.co/TB6goSUnLf
951604566365229057 2018-01-11 18:59:43 -0400 <Itsallmental22> @SenCoryGardner @realDonaldTrump Did  not the President say yesterday at his public display that he would support any bipartisan DACA bill???
951604566155563013 2018-01-11 18:59:43 -0400 <EricFincher> @realDonaldTrump @potus needs to shut his #shithole mouth!
951604565899599872 2018-01-11 18:59:43 -0400 <DalyPolitics> @TruthBeTold1488 @donna_mattina @bradyvaux @realDonaldTrump 5 follower bot
951604565463453698 2018-01-11 18:59:43 -0400 <keyzkruize> @realDonaldTrump we don’t want your fucking #shitholewall!
951604562275852288 2018-01-11 18:59:42 -0400 <newagementality> Now Thanks to @realDonaldTrump, you've got to work for your Medicaid such a brilliant idea
951604562103754752 2018-01-11 18:59:42 -0400 <JettiWhitewolf> @mgroveau @PuertoRicoPUR @realDonaldTrump His oil seems to arrive in a timely fashion Mate.
951604561722028033 2018-01-11 18:59:42 -0400 <NefarusContrara> @harveyjkaye @realDonaldTrump My ancestors were Scots that were captured in the last Jacobite uprising. Indentured slaves from Scotland! I suppose they're okay b/c Scotland is not a shithole? But, hey-they were criminals in the eye's of England.
951604561721962496 2018-01-11 18:59:42 -0400 <Jimmybonezz> @realDonaldTrump today I played golf and ate at McDonald's TWICE and no one had anything to say about it. #envyme Ditch that loser job and come play golf with us.
951604561701228545 2018-01-11 18:59:42 -0400 <tazmnky> @realDonaldTrump @IvankaTrump when are you going to speak about the mudslides in California
951604561059418112 2018-01-11 18:59:41 -0400 <choctawridge1> @USATODAY @realdonaldtrump @kellyannepolls @nicolledwallace.  @vichyrepublicans.  Is it only me, or does it seem companies offering bonuses are getting the money via layoffs?  #stablegenius
951604560556150785 2018-01-11 18:59:41 -0400 <zazzybritches> @realDonaldTrump Republicans have control of everything except Mueller. That eats at you because you know he will find the evidence (probably already has) that will cost you your presidency. COLLUSION, BLACKMAIL, BRIBERY, you are going down for your illegal activities. Your denials are damn lies.
951604560107360256 2018-01-11 18:59:41 -0400 <eshirley5> @realDonaldTrump Shithole! 🦇💩👖🔥🍊🤡👶🏼💩🕳
951604558727348224 2018-01-11 18:59:41 -0400 <JohnHic93229011> @Monte_Alto @realDonaldTrump @foxandfriends You just listen to fake news with all your hate even fake news now saying it Democraps an killary but they been doing this for years just now getting caught because Democraps let it out finally
951604558647701505 2018-01-11 18:59:41 -0400 <HeyAaronDuRall> @realDonaldTrump Missouri is a shithole and it's already here and not going anywhere. Stop being an ignorant, bigoted goon and start leading.
951604558404444161 2018-01-11 18:59:41 -0400 <awasmoen> @GOP is the party of no conscience. Still waiting for #GOP rebuke of @realDonaldTrump comments about #shithole countries.  https://t.co/zlCDAJVa38
951604556999348225 2018-01-11 18:59:41 -0400 <einniv> @IvankaTrump @realDonaldTrump Today your father called countries with people of color "shitholes."  Any comment on that?  I can wait.
951604553421611008 2018-01-11 18:59:40 -0400 <Flash_x_Jordan> @realBigBalls @Apple @realDonaldTrump This really got some ppl shook. If this makes you mad, then go look at Patent holders for other pieces of technology that you love, and need. You'd be surprised at how the world you live in wouldn't exist without the inventions of ppl that you believe are lower than you. Also...  https://t.co/SglVZtNSfR
951604552893124609 2018-01-11 18:59:40 -0400 <CarrieLambert19> @realDonaldTrump Sam's just announced they are closing all stores. Carrier just let go of over 200 people. Sooooo
951604551290949635 2018-01-11 18:59:39 -0400 <LucyAppa> @Feminina @kdonohuenj @JerryFalwellJr @POTUS @realDonaldTrump Yes, which Trump wants to cancel. They have no other legal path. And what a nasty little way to rationalize a cruel decision. They are contributing members of society here. Why should they have to leave? Who does it benefit?
951604550607097856 2018-01-11 18:59:39 -0400 <Welch5Welch> @DebErupts @realDonaldTrump Even with great sadness, shock and loss....I appreciate a little levity.  :-)
951604550569480192 2018-01-11 18:59:39 -0400 <rubythroated> @DenbrotS @realDonaldTrump @PressSec @costareports @jaketapper @Lawrence @Acosta Yes, from now on, #presidentshithole it is
951604550552649729 2018-01-11 18:59:39 -0400 <Elysianspirit> @realDonaldTrump @foxandfriends You are an embarrassment to the office of president. How would you feel if someone referred to the country you loved as Shithole?
951604550535991302 2018-01-11 18:59:39 -0400 <tr181h> @DanRather There’s a lot more truth in what @realDonaldTrump said than your GWB / Texas ANG narrative that got you fired from CBS. #shithole
951604550326194176 2018-01-11 18:59:39 -0400 <HAvesani> @PignataReload @realDonaldTrump Naaaa.asi no entra nunca
951604550267490305 2018-01-11 18:59:39 -0400 <CookiesNCream32> @realDonaldTrump  https://t.co/5fTHNX9Ub8
951604546781970434 2018-01-11 18:59:38 -0400 <sparkette123> @tribelaw @hsmamainva @realDonaldTrump I'm descended from Polish peasants, time to go back.
951604545389518848 2018-01-11 18:59:38 -0400 <JamsbyRebecca> @realDonaldTrump Do you get constipated a lot?  Just wondering, what with your really bad diet and all.
951604544282288129 2018-01-11 18:59:37 -0400 <diegoranking> @realDonaldTrump Long live trump
951604543636279298 2018-01-11 18:59:37 -0400 <TJoTZ> @Lawrence We'd all be better off if @realDonaldTrump would keep his "shithole" shut!
951604543560626176 2018-01-11 18:59:37 -0400 <Sum2Automation> @SenWarren @realDonaldTrump No, It's about being legal and scamming our welfare system. You, our government dosent make any money, you tax us and our nation is in the red trillions of dollars, our own kids need food. Warren your thinkers is broken! You should be jailed.  https://t.co/PtXc4vwQrI
951604542944301056 2018-01-11 18:59:37 -0400 <youngshane> Dear @potus @realDonaldTrump @WhiteHouse @PressSec @GOP @librarycongress  I Gave u a chance  U r a Disgrace to our Country #25thAmendment🤡🇺🇸
951604542260432896 2018-01-11 18:59:37 -0400 <The_Jay_Burns> @realDonaldTrump must be extra nervous about #trumprussia investigation today since he's trying to distract attention from the #trumprussia investigation by calling some countries #ShitholeCountries #Sad
951604541232992257 2018-01-11 18:59:37 -0400 <419Reed> @NancyPelosi @realDonaldTrump If their countries aren't shitholes why are they here?
951604540821749760 2018-01-11 18:59:37 -0400 <MikeInLasVegas> @realDonaldTrump Please go back to that shithole in NYC that people call "Trump Tower." Anyone who has ever been there knows that it is a real shithole.
951604540465324032 2018-01-11 18:59:37 -0400 <Mister_Watts13> @BOT_TOBY1 @realDonaldTrump Lol... Not a bot, but a real boy
951604539832053767 2018-01-11 18:59:36 -0400 <sailmor> @realDonaldTrump #LOSER45  https://t.co/jaFAfVXCQw
951604539408384000 2018-01-11 18:59:36 -0400 <wfbowers> @senorrinhatch You don't need an explanation. @realDonaldTrump says things like this regularly. Stop defending him!
951604539077156876 2018-01-11 18:59:36 -0400 <buzzman888> @cryinglambs @MAGARoseTaylor @AmericanHotLips @realDonaldTrump @michaelbeatty3 @TheBeard1611 @GrizzleMeister @carrieksada @SKYRIDER4538 @TrumpGirlStrong @thebradfordfile @SparkleSoup45 @ClintonM614 Youve got something there. 😂😂
951604538267467776 2018-01-11 18:59:36 -0400 <abigailkjohnso5> Let's get it trending #ShitholePresident! @realDonaldTrump @GOP
951604537902714880 2018-01-11 18:59:36 -0400 <TTAbbott1> @realDonaldTrump @foxandfriends While I have strongly supported your efforts all along, you shithole language is repulsive and offensive! You need to learn acceptable language if you intend to keep support.
951604537818624000 2018-01-11 18:59:36 -0400 <WadeWat83412247> “Give me your tired, your poor, your huddled masses yearning to breathe free, but no one from a shithole country" - orange pussy grabber @realDonaldTrump
951604537642668032 2018-01-11 18:59:36 -0400 <MightySigh> @VicenteFoxQue @realDonaldTrump Ugh, hush 🤫 don’t tell anyone they were German... 😳🤕
951604537361620992 2018-01-11 18:59:36 -0400 <JuanELozano2> @realDonaldTrump I you had NADA to do with it, stop taking credit for what Obama did.
951604535906140161 2018-01-11 18:59:35 -0400 <EmilyRB> @cjs444 @EdKrassen @IRdotnet @realDonaldTrump It's a really sad situation. This is why some people do turn to illegal drugs. Yes, there will always be those who abuse Rx meds, but there are just as many, if not more, who abuse alcohol, which is affordable and readily accessible.
951604535889346560 2018-01-11 18:59:35 -0400 <nuttumas> @IvankaTrump @realDonaldTrump Time to send the illegals that are in our jails back home! It cost  tax payers to feed these criminals from other countries, why?
951604535813918720 2018-01-11 18:59:35 -0400 <MsGigiLong> This man went to a civil rights museum. Said he was a follower and was well read regarding MLK. Then he makes disgusting and disgraceful comments #shitholecountries right before MLK day none the less. @realDonaldTrump don’t ever, ever say you follow Dr King. Ever.
951604535419482112 2018-01-11 18:59:35 -0400 <MarsBars6116> Thanks a lot @realDonaldTrump! This is the real result of your filthy greedy tax plan! I'm sick of you!  https://t.co/KH5z9Rdc9Z
951604534496907264 2018-01-11 18:59:35 -0400 <wealthgapnet> @realDonaldTrump Hey Norwegians, would'nt  you like to "immigrate" to our shithole?.....errr, I mean #MAGA  https://t.co/Ash1t4LpxK
951604533486129154 2018-01-11 18:59:35 -0400 <Divashouse> Trump slurs immigrants from 'shithole countries' @CNNPolitics  https://t.co/n3jeKgF5qQ Hmm @realDonaldTrump @potus the DAMN FRAUD, we the melting pot known as the damn US of damn A decry a shithole like yo demented idiotic droopy poopy ass.😐 #Impeach45
951604533351931904 2018-01-11 18:59:35 -0400 <Lou16520027> @realDonaldTrump Don't tell CNN
951604532827455488 2018-01-11 18:59:35 -0400 <greenpeeps5> @realDonaldTrump Every time you use Faux News on Twitter, it just affects your credibility more, which is already in the #SHITHOLE!
951604532819234816 2018-01-11 18:59:35 -0400 <TimAnde50674893> @JFB1900 @tedlieu @realDonaldTrump @POTUS Who will pay for it just asking
951604532160507905 2018-01-11 18:59:35 -0400 <TITY62> @bunnycat007 @realDonaldTrump Yes will help to build new tunnels 👍
951604531523211264 2018-01-11 18:59:34 -0400 <robertabear2> @realDonaldTrump is a #shitholepresident  Let's get trending!
