843975438473068544 2017-03-20 19:59:59 -0400 <RGreg62> @realDonaldTrump .....  Fair Trade. Even playing field. USA will win every time.
843975413583896577 2017-03-20 19:59:53 -0400 <carrieinparadi1> @Lovablejerk07 @realDonaldTrump So Thanks Obama!
843975409330933760 2017-03-20 19:59:52 -0400 <deirdre1122> @realDonaldTrump @PressSec Either you're the biggest hypocrites &amp; don't care, or you're idiots. Tho I guess we don't have to pick just 1.  https://t.co/dPtOH2STcO
843975408244719616 2017-03-20 19:59:52 -0400 <Scorpionista> @realDonaldTrump she had more actual PEOPLE vote for her. You're not a legitimate President and have NO mandate!  The election was 4 mos ago
843975403085746176 2017-03-20 19:59:51 -0400 <kristenpetroff> .@realDonaldTrump You will always have die hards that will believe your LIES. Some of know how to read and watch real news.#notmypresident
843975402217508864 2017-03-20 19:59:50 -0400 <wiiksmith> @realDonaldTrump  Congratulations! I pray for a healthy lil Trump. God bless you two . 😊
843975400879345664 2017-03-20 19:59:50 -0400 <Pamela836> @POTUSADJT @POTUS @realDonaldTrump @VP @mike_pence Never second guess yourself, It Will Only Lead You To Faiure! .. #StayStong
843975394067861505 2017-03-20 19:59:48 -0400 <patjamie> @Fahrenthold @realDonaldTrump @PressSec ACLU
843975393715535872 2017-03-20 19:59:48 -0400 <drumpfsiren> @realDonaldTrump 🎶can i be unhappy? 🎶listen &amp; agree 🎶no words can tame him 🎶or shame him
843975393501622273 2017-03-20 19:59:48 -0400 <debimuch> @realDonaldTrump trying to say "ambiguity" and "reciprocal" is actually entertaining to watch. It's like Drunk Uncle Sesame Street.
843975392109256704 2017-03-20 19:59:48 -0400 <MelissaSauls> Did @realDonaldTrump just make kissy lips at Kentucky Lt Gov and then call her darling?! Live?!
843975390322475008 2017-03-20 19:59:48 -0400 <mattmarcouxsr> @realDonaldTrump  https://t.co/zbZBwfFKjW
843975389353574400 2017-03-20 19:59:47 -0400 <DoreenJ19> @realDonaldTrump karma is a bit*h
843975389315661824 2017-03-20 19:59:47 -0400 <pingeye41_ed> @realDonaldTrump - Mr President please eliminate the H1B Visa and put our Americans back to work,Google, Facebook,Visa.
843975384718893056 2017-03-20 19:59:46 -0400 <donna35406> Very true. @realDonaldTrump Stop with the Twitter. You are NOT helping things with it. Stop. Please.  https://t.co/gVfNXn4qz6
843975382638444544 2017-03-20 19:59:46 -0400 <UncommonSense73> @cutie_hollar @froggyradio @chelseahandler @realDonaldTrump WE Trump supporters
843975381451444224 2017-03-20 19:59:45 -0400 <BDemps82> @HeathEvans44 @chelseahandler @realDonaldTrump apple bottom jeans boots with the Fur, had all of twitter laughing at Herrrrr!! @Nelly_Mo
843975379522146308 2017-03-20 19:59:45 -0400 <Carol_From_PA> Really? Where will $$$$ come from 2 upgrade mines? @realDonaldTrump @SenToomey @RepTomMarino @SpeakerRyan @SenateMajLdr @SenateGOP @HouseGOP  https://t.co/uJ8Fzvasbi
843975375348817920 2017-03-20 19:59:44 -0400 <minniecrymes> So tired of hearing About @realDonaldTrump He's our president. Don't like it but nothing we can do but ignore him till next election!🙊🙄😑
843975374761467904 2017-03-20 19:59:44 -0400 <carrieinparadi1> @Lovablejerk07 @realDonaldTrump U understand we are still under Obama's budget? And O was under Bush's budget in 1st 50 days of his term.
843975374329536512 2017-03-20 19:59:44 -0400 <BryantMcroberts> @realDonaldTrump check it out.. The POTUS could really benefit with this guy. I can get them together. Brian C. McRoberts 5613830185 CALLME
843975370588241920 2017-03-20 19:59:43 -0400 <CactusHowl> Please note that FBI Director Comey DIDN'T say that @realDonaldTrump's tweets weren't true. Pay attn, folks. 😑☝️ #mondaymotivation #tcot  https://t.co/yl5SRA6Ygt
843975368650514433 2017-03-20 19:59:42 -0400 <987theRiver> @realDonaldTrump @BetteMidler fake news
843975368373665792 2017-03-20 19:59:42 -0400 <edbergened> @smerconish @realDonaldTrump @BarackObama not a prayer
843975364619714561 2017-03-20 19:59:41 -0400 <isusan66> @James comedy should resign NOW! He is truly a lib hatchet man! #killary protector! @Ohio_Politics @realDonaldTrump   https://t.co/BPVKfSRAv1
843975364292632577 2017-03-20 19:59:41 -0400 <AllergicToCNN> @realDonaldTrump Ivanka Gets A West Wing Office But Liberal Shmucks, Just...  https://t.co/Guc92uuD8n
843975358085038080 2017-03-20 19:59:40 -0400 <senatorshoshana> .@chelseahandler @realDonaldTrump these jeans?  https://t.co/OROg4aPB1J
843975357795520512 2017-03-20 19:59:40 -0400 <snoqualmieCarl> @realDonaldTrump -- you're going to explain how you're fucking them hard are you? or maybe a time frame on that "sick of winning" bullshit?
843975353316114433 2017-03-20 19:59:39 -0400 <ahjs11373> @realDonaldTrump @foxandfriends @PressSec @seanhannity @MSNBC  how the hell is this legal daughter Ivanka Trump gets West Wing office
843975353068601344 2017-03-20 19:59:39 -0400 <OJSA17> @realDonaldTrump Hello Mr. president Election is over. It's the time to speak all the Nation, Not to the Trump rally..
843975352603033601 2017-03-20 19:59:39 -0400 <ebrochey> @williamlegate @realDonaldTrump CIA director said no Russia in the polls
843975347989348352 2017-03-20 19:59:37 -0400 <Peacedove272> Tell @realdonaldtrump: Bombing North Korea Is Not An Option. Push Realistic Diplomacy  https://t.co/JCUEAR7E0I @moveon
843975347200819201 2017-03-20 19:59:37 -0400 <CaliforniaPanda> "For far too long our government has abandoned the American system." - @realDonaldTrump #MAGA
843975346215108612 2017-03-20 19:59:37 -0400 <ray60wilkes> @realDonaldTrump **** we love you Donald !
843975345464262656 2017-03-20 19:59:37 -0400 <DepLiberal> @RealDitzell @realDonaldTrump toy just proved my point Trumpets have no defense of Trump so they distract page 1 in the Trumpet playbook.
843975345090965504 2017-03-20 19:59:37 -0400 <alan_yola> @crehage @realDonaldTrump as he campaigns for 2020 like the snowflake stands a chance wasting our tax dollars that Meals on Wheels could use
843975343056834560 2017-03-20 19:59:36 -0400 <ConnieBowes> @karenlmw @realDonaldTrump @FoxNews he IS amazing!! He makes #AmericaFirst Coolest Pres ever! Tweets and refuses to be intimidated!! 😊😊
843975340506714115 2017-03-20 19:59:36 -0400 <mattmarcouxsr> @realDonaldTrump  https://t.co/pR4QehqM4v
843975340192124928 2017-03-20 19:59:36 -0400 <ta2dnurse> And most other people as well @realDonaldTrump @POTUS  https://t.co/B7HO9dBvrP
843975338732478464 2017-03-20 19:59:35 -0400 <michaelwalling> I think @realDonaldTrump likes Henry Clay because he was a dominant member of the Whig party
843975338522681345 2017-03-20 19:59:35 -0400 <MarvieVotaw1> @realDonaldTrump What you don't get, everyone is on the leakers' side. Give it up. IT'S OVER!  Run while you can!  Moscow awaits!
843975337767833600 2017-03-20 19:59:35 -0400 <DiannBess> @chelseahandler @realDonaldTrump wow, how embarrassing Chels
843975333640593409 2017-03-20 19:59:34 -0400 <sassafraskitty> @realDonaldTrump na na na na neah!
843975332634005505 2017-03-20 19:59:34 -0400 <maburach> @realDonaldTrump Comey said you're a liar. Sick, bad, SAD!
843975332084572165 2017-03-20 19:59:34 -0400 <beckron99> @jeffzeleny @yashar @SenateMajLdr @realDonaldTrump @RandPaul I thought he was going to walk back
843975331677687809 2017-03-20 19:59:34 -0400 <ransupreme> @realDonaldTrump this isn't going to end well for you! Could be jail but definitely embarrassment.  Stop lying so much😲
843975330276741120 2017-03-20 19:59:33 -0400 <ghostintheweeds> @realDonaldTrump On your way to indictment, Don.
843975329970618368 2017-03-20 19:59:33 -0400 <RobinLindley> Pay attention lady!  If you are sitting behind the President, act like you care! @realDonaldTrump
843975329748140033 2017-03-20 19:59:33 -0400 <BigEkahuna1> Comey Delivers Political Gut Punch to President Trump  https://t.co/VMkx3JBezj SUCK ON THIS @realDonaldTrump @Potus  #ass
843975326199955457 2017-03-20 19:59:32 -0400 <___Gargantua> @LouiseMensch @maybellinecat @realDonaldTrump He's 3 days away from coming out of that press room door in the bunny head.
843975324643745792 2017-03-20 19:59:32 -0400 <nancywagner1100> @realDonaldTrump hahahaaaaa #DictatorDonald is getting what he deserves.
843975323066777600 2017-03-20 19:59:31 -0400 <bjamesbarlow> @Lovablejerk07 @realDonaldTrump You're silly.
843975321967886336 2017-03-20 19:59:31 -0400 <nastypoetHD> @realDonaldTrump GROW UP AND STOP WHINING #impeachTrump
843975320197726208 2017-03-20 19:59:31 -0400 <Megoptera> @lucylou_demorin @foreignpolicy @paulmcleary @realDonaldTrump Oh! I thought he said "Winning It!" Well That's different. Never mind!
843975318469775360 2017-03-20 19:59:30 -0400 <jeniferw> @realDonaldTrump stop campaigning and vacationing and try a honest days work
843975317970702336 2017-03-20 19:59:30 -0400 <IamDan10> @chelseahandler @realDonaldTrump genes
843975315357646848 2017-03-20 19:59:30 -0400 <mydrunkbrother> @markrenaud @jeffzeleny @SenateMajLdr @realDonaldTrump @RandPaul Feel bad for those of us who have to live among this mess of people
843975315324059649 2017-03-20 19:59:30 -0400 <barbara_mackey> @realDonaldTrump  Put a team of lawyers together with the job of convincing lawyers to support President Trump
843975313700864001 2017-03-20 19:59:29 -0400 <hunterecho> @realDonaldTrump Did you have to pay them to show up like you did the folks in Detroit?
843975309120753666 2017-03-20 19:59:28 -0400 <brianwins5> @ColMorrisDavis @realDonaldTrump   As time goes by, it's going to be one of the better ones
843975308126621696 2017-03-20 19:59:28 -0400 <AprilEdwardss> @realDonaldTrump You are a complete lunatic. Have I already told you that?? I tell you A LOT!!!
843975307443032064 2017-03-20 19:59:28 -0400 <ACintheWC> @realDonaldTrump US Intelligence today confirmed the investigation into yr teams involvement w/Russians. You're going to be impeached. #45*
843975305169575936 2017-03-20 19:59:27 -0400 <bloovw> @hardball @realDonaldTrump @jahimes INTERESTING. TRUTH WILL COME OUT. TRUMP IS A CONSPIRACY THEORY GUY. WE SEE THIS.
843975301977853953 2017-03-20 19:59:26 -0400 <stefshap> @krystalball @polarbear404 @realDonaldTrump GO KENTUCKY !!!!!!!
843975301650628608 2017-03-20 19:59:26 -0400 <mamamend> @realDonaldTrump 14 yr old grl brutally raped during HS 13 mi from WH  by 17&amp;18 yr old freshman! RHS-mtg tomorrow! #MakeAmericaGreatAgain
843975301411561473 2017-03-20 19:59:26 -0400 <mattmarcouxsr> @realDonaldTrump  https://t.co/QKFHv7dXr2
843975300878864384 2017-03-20 19:59:26 -0400 <paladine> .@realDonaldTrump, enough presidenting, go back to work ⚡️ “Trump falls 218 spots on Forbes' billionaire list ”   https://t.co/J0NmZnjVpY
843975300685946882 2017-03-20 19:59:26 -0400 <1111Jackson1111> @realDonaldTrump #buffoon #traitor
843975300648239105 2017-03-20 19:59:26 -0400 <vivajen> @chelseahandler @realDonaldTrump ur such a jeanius
843975298303582208 2017-03-20 19:59:26 -0400 <fzimo> @chelseahandler @realDonaldTrump what a maroon....
843975297879949312 2017-03-20 19:59:25 -0400 <mtfinnegan> Where is @realDonaldTrump family? The more he digs in, the more he looks unfit.  #FailedPresidency #Resign #Censured #SiberianPresident
843975297259192320 2017-03-20 19:59:25 -0400 <11cjohnson11> @RawStory NO @realDonaldTrump needs to do his job - bringing Ivanka in now so is she going to do his job behind closed doors?
843975292435779584 2017-03-20 19:59:24 -0400 <BeeLarryK1ng> @realDonaldTrump great idea comparing yourself to Henry Clay, the arbiter of the CORRUPT BARGAIN of 1824. #TrumpRally #USHistory #readabook
843975292205125632 2017-03-20 19:59:24 -0400 <SNIPE_LEE> @realDonaldTrump clown
843975291525611520 2017-03-20 19:59:24 -0400 <brosephcash> @realDonaldTrump When you get charged for Treason can we institute the Walk Of Shame nationwide @GameOfThrones #RESISTANCE #MAGA
843975290976124929 2017-03-20 19:59:24 -0400 <notinmylife77> @Donnell1Therese @realDonaldTrump is incapable
843975289109725184 2017-03-20 19:59:23 -0400 <danzig46> It would be disastrous for Democrats to let @realDonaldTrump take over the Supreme Court, no matter the nominee.  https://t.co/PBQl84IPGW
843975287687729152 2017-03-20 19:59:23 -0400 <dzry7> @realDonaldTrump Thank god Colorado didn't vote for you!   Instead we just have to endure your family coming to Aspen.
843975285867495424 2017-03-20 19:59:23 -0400 <UppityWomanBlog> @linnyitssn @JustinThyme_HP @realDonaldTrump In Donald's parallel universe, up is down, truth is a lie and a lie is the truth.
843975285523529728 2017-03-20 19:59:23 -0400 <talstadt> @realDonaldTrump Fire FBI Director Comey.  Fire Asst AG appointed by Obama. Drain the Swamp!
843975282860081152 2017-03-20 19:59:22 -0400 <Catcoake1> @mermchel @crehage @realDonaldTrump or dumber ... Smart people wouldn't get this close to a cornered animal after today's shady revelations
843975281207623681 2017-03-20 19:59:21 -0400 <DumpTrumpUnited> @_WilliamColt @sheilacrenshaw @AynRandPaulRyan @NationUntied @realDonaldTrump Not with your kind.
843975278024052736 2017-03-20 19:59:21 -0400 <WordOfGratitude> @wisergal @ericswalwell @realDonaldTrump I am not a lawyer so I can't comment on the different situations/circumstances on  that level.
843975277180997632 2017-03-20 19:59:21 -0400 <1fredo89> @SheldonBeatty @realDonaldTrump LOL OK sooooooo everytime u whine u say the truth damn suks to be u man
843975276799410176 2017-03-20 19:59:20 -0400 <mattmarcouxsr> @realDonaldTrump  https://t.co/TKpY8xzln8
843975273678802945 2017-03-20 19:59:20 -0400 <Carolat3058> @realDonaldTrump  Is it possible to channel immigration via Hawaii and sanctuary cities only until they are completely vetted.
843975271829135360 2017-03-20 19:59:19 -0400 <BackPewMusings> @KaylaJonesD @realDonaldTrump @WattersWorld @jessebwatters ~ Great interview!
843975271699103744 2017-03-20 19:59:19 -0400 <Serendipity33> @ShawnACoe @TweetThisBabe @DeepakChopra @realDonaldTrump @POTUS we are all paid by Soros did you not get your check this week?
843975269841063937 2017-03-20 19:59:19 -0400 <YvesDarbouze> I hope those "moral beliefs" arenot to lie, steal, cheat like @realDonaldTrump #Trumprussia #TrumpUniversity #TrumpWireTapLies #TrumpBirther  https://t.co/zuhzLqcsja
843975267605532673 2017-03-20 19:59:18 -0400 <wizzardsd> @jeffzeleny @yashar @SenateMajLdr @realDonaldTrump @RandPaul Trump will be a great president after the failed Obama
843975267311898624 2017-03-20 19:59:18 -0400 <JCRogers48> @realDonaldTrump Sorry, you can't divert attention this time.
843975265911033857 2017-03-20 19:59:18 -0400 <Peace4patriots> @realDonaldTrump you need to bring forth evidence of your claims before corruption wins and you get impeached!
843975265747460097 2017-03-20 19:59:18 -0400 <rlcalc> @BBCWorld @realDonaldTrump   I hope so
843975262836539397 2017-03-20 19:59:17 -0400 <denlibby> @realDonaldTrump The walls are closing in. Be very afraid.
843975260185804804 2017-03-20 19:59:16 -0400 <Zeus556> @crehage @realDonaldTrump I think this guy rubs one out when you tweet Don lol #Infatuated with you💖💖💖💖
843975259594223616 2017-03-20 19:59:16 -0400 <4gotnMen_Women> @realDonaldTrump The electoral college which was designed to subvert true democracy is the only way you could win #minoritypresident
843975258587717632 2017-03-20 19:59:16 -0400 <dn2844> @realDonaldTrump It might be fake but not as corrupt as you and those around you are.
843975257946046464 2017-03-20 19:59:16 -0400 <pemersonvb111> @Ohio_Politics @realDonaldTrump  https://t.co/BsfmG6sKgh
843975255442030592 2017-03-20 19:59:15 -0400 <Fifimc> @realDonaldTrump Bad ratings! Bad president! Badperson45!!  https://t.co/D5cz5Ts9Ex
843975254959513601 2017-03-20 19:59:15 -0400 <JohnHaugen1970> @realDonaldTrump @SpecialKMB1969 congrats👏
843975253890154496 2017-03-20 19:59:15 -0400 <Deep_State_Ops> @realDonaldTrump MAGA = Morons Are Governing America.....God help us.
843975251419631616 2017-03-20 19:59:14 -0400 <fearless_girl33> @realDonaldTrump Look at these numbers from yesterday. I wonder what they are now that your collusion w/Russia is REAL NEWS. #LOCKHIMUP
843975249070841856 2017-03-20 19:59:14 -0400 <writegud> @NinRose555 @Rosie @realDonaldTrump You're part of the 37% (&amp; falling) of America who approves of the job45 is doing. #NotMAGA #notamandate
843975243626663937 2017-03-20 19:59:13 -0400 <websuspect> @BenCardinforMD @realDonaldTrump Ben Cardin is on PBS right now talking about how illegal Aliens who murder are part of our community. #NAZI
843975242229960704 2017-03-20 19:59:12 -0400 <lmherrick> @realDonaldTrump As it turns out, the FBI is investigating such collusion. You're running scared, aren't you? #KnowNothingPresident
843975239692357633 2017-03-20 19:59:12 -0400 <irishlghts> @realDonaldTrump stop deflecting everyone knows u did it
843975238727716865 2017-03-20 19:59:11 -0400 <RajeshSahni> @realDonaldTrump Sir, Don't let Aetna drop RWJ Hospital in NJ. It is simply Corporate Greed.
843975237939183617 2017-03-20 19:59:11 -0400 <WVKYCT11> @realDonaldTrump I wish we could put a travel ban on you entering KY.
843975237779767296 2017-03-20 19:59:11 -0400 <redmcgraw1> @karmastella @SpeakerRyan @realDonaldTrump @POTUS drug tests to receive free healthcare for congress makes sense
843975237276327936 2017-03-20 19:59:11 -0400 <LindaFrieds> @realDonaldTrump this is Yuge,bigly....  https://t.co/TaH9QEhg2D
843975237142269952 2017-03-20 19:59:11 -0400 <MerserErin> @realDonaldTrump Tonight at a rally your hair looks like you have macaroni and cheese on your head.  Even more absurd than usual. #cheesyDon
843975236924178436 2017-03-20 19:59:11 -0400 <DougDante1> .@realDonaldTrump @ICEGov please do not #Deportes #veteran with service connected #braininjury #vaislying  https://t.co/8doLBUv3r5
843975236555096068 2017-03-20 19:59:11 -0400 <mattmarcouxsr> @realDonaldTrump  https://t.co/v3m3RVWysN
843975235883991042 2017-03-20 19:59:11 -0400 <RebeccaBiggs3> @realDonaldTrump hope you will watch 60 minutes, they had a guy on who lost his job to people in India. Main media is really "stoking it"
843975235842035713 2017-03-20 19:59:11 -0400 <Moreypainted> @realDonaldTrump no, the story came forward because you and your people actually did collude with Russia
843975235728826369 2017-03-20 19:59:11 -0400 <beatlekid123> @OhioTrump2017 @realDonaldTrump @doj @FBI @TGowdySC fine, they won't find shit
843975232754917376 2017-03-20 19:59:10 -0400 <simplyksmith> @jeffzeleny @realDonaldTrump that's not something to be proud of...
843975230041341953 2017-03-20 19:59:09 -0400 <luzemi1_> @CleesKathy @FoxNews @realDonaldTrump Things that make you go HMMMM☺
843975229898539008 2017-03-20 19:59:09 -0400 <ignoble_monocle> @FoxNews @POTUS   It's funny when the only "mess" @realDonaldTrump  Really inherited, was himself...  #UnPresidented
843975227646210048 2017-03-20 19:59:09 -0400 <Petrichor666> @realDonaldTrump Quit your lying! Everyone knows all you do is lie!
843975227621232641 2017-03-20 19:59:09 -0400 <Basicsn1John> @J_Cole_Morrison @davidfrum @seanspicer @realDonaldTrump will spicer ever get a job after this fiasco?
843975226849480704 2017-03-20 19:59:09 -0400 <janrobinjackson> @Rosie @realDonaldTrump  😂😂 love you Rosie!
843975225914146816 2017-03-20 19:59:08 -0400 <shuerfano> @nytimes @washingtonpost @BostonGlobe @TheLeadCNN  https://t.co/RvoBfp9KL8 Sir @realDonaldTrump  WithAllDueRespect:RESIGN save us the trouble
843975222776778754 2017-03-20 19:59:08 -0400 <boatingdoc_> @realDonaldTrump Outside filled with nothing but protesters you lying  traitor.  Tell  https://t.co/AF5GLs3v9j you are screwing Healthcare
843975222214692864 2017-03-20 19:59:07 -0400 <schoonercove1> @realDonaldTrump just got my new MAGA hat  https://t.co/c3S3PBnrJx
843975221375913985 2017-03-20 19:59:07 -0400 <KinotsuuS14> @realDonaldTrump Legalize marijuana!
843975220205510656 2017-03-20 19:59:07 -0400 <Bane6> @dapplegraypony @djsteveporter @realDonaldTrump election is over cupcake, your messiah is a crash and burn. go wipe the dust off your mouth
843975218536333317 2017-03-20 19:59:07 -0400 <princesskane07> @KeithOlbermann @realDonaldTrump Good Riddance the🇺🇸/people deserve so much better than this ignorant Carpet Bagger! Thks Keith!💕it
843975213947617282 2017-03-20 19:59:05 -0400 <KeeptheSabbath4> @stefwhit51 @williamlegate @realDonaldTrump yes and his family. The Lord says we should pray for our leaders. I didn't like him but I prayed
843975213280845824 2017-03-20 19:59:05 -0400 <FranticAntics> @jeffzeleny @realDonaldTrump The Way Way Back Machine
843975213008281600 2017-03-20 19:59:05 -0400 <nastypoetHD> @realDonaldTrump Leaks happen because there is something to leak. Start acting like a real president and maybe they would stop.
843975211380695040 2017-03-20 19:59:05 -0400 <socksnsandal> @realDonaldTrump this is not a lot of people.
843975211334668292 2017-03-20 19:59:05 -0400 <pammien10> @robmcewan1966 @realDonaldTrump Aunt Bess makes the best Yorkshire puddings #yum
843975209115930624 2017-03-20 19:59:04 -0400 <dirkau> @realDonaldTrump @nytimes NOT #INDEPENDENT RETAIL PHARMACY.We are drowning in #CMS rule/reg and DIR , AWP, AMP, AAC AND Tiny #reimbursement
843975206389633028 2017-03-20 19:59:04 -0400 <Brookemillermd> @realDonaldTrump "we believe buy American,hire American.Does that include BEEF? We must have COOL!
843975202157596672 2017-03-20 19:59:03 -0400 <EconDerek> @thehill it is fascinating to watch how rapidly political coalitions are being upended in the post-@realDonaldTrump election @GOP
843975200609918976 2017-03-20 19:59:02 -0400 <caransky> @SenBookerOffice @SenSchumer @realDonaldTrump Trump thinks he ( in his own delusions) is KING of Russua, oops sorry America.. Impeach Trump
843975199749898240 2017-03-20 19:59:02 -0400 <not_a_ten> @lesleyabravanel @funder @realDonaldTrump this is just so damn desperate and pathetic that people even show up. Anyone enabling this suck.
843975199112359936 2017-03-20 19:59:02 -0400 <MelanieStarr10> @realDonaldTrump @okayjulia the only treason was by Hillary &amp; Obama not answering 600 emails crying for help before 4 Americans tortured
843975197166395397 2017-03-20 19:59:01 -0400 <JWildrosesfarm> @dapplegraypony @Djamery @poetsucks @KalikaLaw @DJKwestion @realDonaldTrump glad the Russians and his people could work together.
843975195715031040 2017-03-20 19:59:01 -0400 <md_salas1> @realDonaldTrump your wire tap story is FAKE. You should apologize to 44 and the American people
843975193366220801 2017-03-20 19:59:01 -0400 <7NewsSydney> .@realDonaldTrump speaking after @FBI said there was no evidence of wiretapping. #7News  https://t.co/9QXx983eZn
843975185967415296 2017-03-20 19:58:59 -0400 <DebbieBeyea> @maddow u know you're hitting paydirt when @realDonaldTrump &amp; co. are targeting u..keep the pressure on, Rachel!! We're with u 100% #resist
843975184528871424 2017-03-20 19:58:58 -0400 <DThornton1313> 2POTUS @realDonaldTrump  So happy to hear We, We, We, instead of the I, I, I Obama.@MAGA
843975182444380161 2017-03-20 19:58:58 -0400 <AsTheWHTurns> @realDonaldTrump oh yes take it in while it last, you will have some nice silver bracelets on you soon enough @rockysteeves @TheDailyShow
843975178753380353 2017-03-20 19:58:57 -0400 <THEFXR1> @DetroitSocial @realDonaldTrump You mean the clown prince who spent more than all the presidents before him combined That guy? Mr. Pathetic?
843975177675444224 2017-03-20 19:58:57 -0400 <Glassywaters> @IvankaTrump @realDonaldTrump U don't belong @these meetings. Wanna contribute to country, control dad b4 he destroys USA
843975174504529920 2017-03-20 19:58:56 -0400 <SharleneSpark14> @realDonaldTrump Another trump lie. Keystone XL pipeline will not use U.S. steel despite Trump's vow  https://t.co/RPHkX9jWIh via @USATODAY
843975172981972992 2017-03-20 19:58:56 -0400 <OneTonyOnly> @phran310 @Rosie @realDonaldTrump Trump = Traitor
843975172814245893 2017-03-20 19:58:56 -0400 <KimmeTweets1> @realDonaldTrump deflecting once again.
843975171618865152 2017-03-20 19:58:55 -0400 <SteveDeaceShow> I never imagined we'd wish @realDonaldTrump was more authoritarian. Completely getting dominated in Washington like any other GOP beta male.
843975168464752641 2017-03-20 19:58:55 -0400 <redrose196> @realDonaldTrump Have fun lying to the people in Kentucky because that's all you do is lie lie lie. they'll figure out the truth about you.
843975165423882241 2017-03-20 19:58:54 -0400 <notinmylife77> @mghent32 @realDonaldTrump @gop @jasoninthehouse all see dollar signs.
843975164736036864 2017-03-20 19:58:54 -0400 <MissLin68640163> Thank you, @ChrisCoons! We need more Dems &amp; elected officials slamming @PressSec for twisting the truth 2 @realDonaldTrump liking. ENOUGH.  https://t.co/BfWtazLfHt
843975164215902209 2017-03-20 19:58:54 -0400 <ECappell> @realDonaldTrump nice try Donny...we all know u will try anything to divert attention from u &amp; your campaign's odd relationship with Russia!
843975162554933249 2017-03-20 19:58:53 -0400 <odemevol13> @Cernovich @chelseahandler @realDonaldTrump @chelseahandler  https://t.co/3MKVrkcp1y
843975162261389314 2017-03-20 19:58:53 -0400 <CyndeeBea> @realDonaldTrump no!!!! Story is you are being investigated #russiagate
843975161539911680 2017-03-20 19:58:53 -0400 <GalaxyG63956972> @Nightline @POTUS @realDonaldTrump @IvankaTrump @IvankaTrumpHQ   SHE gets a clearance, a gov't phone AND a russian app?? #skyguru #complicit
843975158528266240 2017-03-20 19:58:52 -0400 <lizasalo> @realDonaldTrump you're kidding right?
843975158171914240 2017-03-20 19:58:52 -0400 <MadMikeph> @realDonaldTrump love how you always deflect with weak hypothetical questions.  Such A submissive move Don.  What are your other kinks?
843975157228093440 2017-03-20 19:58:52 -0400 <LARubberCo> @realDonaldTrump  Your PROPAGANDA is not fooling intelligent people the world over.  We know what you are and what your doing.
