900507947427672064 2017-08-23 19:59:59 -0400 <Jack61Akron> Unbelievable.  What a total jerk.  Get a life @realDonaldTrump  https://t.co/BnOydjQEMh
900507876707446785 2017-08-23 19:59:43 -0400 <DeLaHay14534> @PissedEgg @ironman0306 @ChampnTheWorld @ShineFLBlue13 @cozyswimmer @BaileAthaCliaD8 @Mir6Ten @LAdeskdog @AltMtRainier @realDonaldTrump @Rosie The 30s/ 40s/ &amp; 50s/ During the depression/ when we were in a massive war/ &amp; during the cold war and Korean war. &amp; yes, no civil rights.
900507876623605760 2017-08-23 19:59:43 -0400 <Endressa1206> @TheDemCoalition @TrashyChic @realDonaldTrump Look at all that BOTOX! WOW! LMAO! So righteous! 😂
900507876212359168 2017-08-23 19:59:42 -0400 <eyerighton18> @HillaryClinton-nice try!U invaded @realDonaldTrump space&amp; surely made his skin crawl-don't flatter yourself-guessU were intimidated-U lost!
900507876141223936 2017-08-23 19:59:42 -0400 <MaxResister> @realDonaldTrump Stop pleasuring yourself with these crowds and resign.
900507875654725636 2017-08-23 19:59:42 -0400 <correll_dennis> @DC_Resister_Bee @realDonaldTrump DID YOU LOOSE YOUR FREE STUFF ???? - - Get a JOB !!  GO MR PRESIDENT. WE ARE WITH YOU 100 % !! - - IGNORE FAKE NEWS CRAP
900507875520520192 2017-08-23 19:59:42 -0400 <thingamajawn_> @realDonaldTrump hey Donald.. go stare at the sun a while longer
900507874329337856 2017-08-23 19:59:42 -0400 <StaceyS1976> @realDonaldTrump Love it President Trump!  Finallyyyyy!! BRAVO!!🥂
900507871103901696 2017-08-23 19:59:41 -0400 <HarveyLawson1> @realDonaldTrump He is banking on your becoming overwhelmed by his never-ending antics
900507870793539585 2017-08-23 19:59:41 -0400 <PapawsWife> @DineshDSouza @realDonaldTrump LMAO
900507870747385856 2017-08-23 19:59:41 -0400 <benjycorb> @realDonaldTrump Shepard Smith.
900507869254168577 2017-08-23 19:59:41 -0400 <Maelie124> @DrunkSquirrncle @MrGoFkYourself @get_it_maggie @c3809m @morriganthemage @iamwood79 @realDonaldTrump @SethGreen @ArbysNews Not enough Horsey sauce....if you're into that kind of thing. 😅🙏🤓
900507867333242888 2017-08-23 19:59:40 -0400 <shortreddog> @SarahEustis @realDonaldTrump It was reported yesterday by number of sources. So I think it's true. And fits trump's MO
900507865508478976 2017-08-23 19:59:40 -0400 <geodi444> @realDonaldTrump For once I agree with you, had Dems gotten rid of it they would have been able to pass single payer and other progressive bills.
900507864464113664 2017-08-23 19:59:40 -0400 <jaasongreg> @TheDemCoalition @realDonaldTrump I just about hurled my dinner after seeing this disgusting headline. If Traitor Trump is anything he's Satan's spawn #TrumpResign
900507861029199875 2017-08-23 19:59:39 -0400 <shybabylovenu> @immigrant4trump @realDonaldTrump He's clawing that child
900507859519029248 2017-08-23 19:59:38 -0400 <777n1dnubs> @TheALX @IngrahamAngle @tjvollmer87 @realDonaldTrump @donlemon This version is better 😂  https://t.co/osvfZiJQ71
900507854876135424 2017-08-23 19:59:37 -0400 <GPDriver67> @TrumpsareNazis @Impeach_D_Trump @realDonaldTrump If you thought the community organizer obumnuts was a good president, you would have said Thomas Jefferson was unhinged.
900507851516370944 2017-08-23 19:59:37 -0400 <mactrack52> @realDonaldTrump Curious how Michael Black Man always close to 45 at rallies. Known wack job, fmr black separatist conspiracy theorists. SAD
900507851050938368 2017-08-23 19:59:36 -0400 <TeeHodges> @rolandsmartin @tvonetv @Paula_White @realDonaldTrump @Paula_White Profit$ not a prophet 😂😂😂
900507848328716288 2017-08-23 19:59:36 -0400 <Flame1970> @realDonaldTrump Oh you got your narcissism fix. Trying to the taste of foot out of your mouth.
900507846462275585 2017-08-23 19:59:35 -0400 <TornadoesBoreMe> @jenrauls @TheTweetwit @realDonaldTrump Please!!!!
900507846332354560 2017-08-23 19:59:35 -0400 <Helzbaby> @sade_elizabeth @dan_kammen @realDonaldTrump No, he's draining the swamp and making America GREAT again. One less leftist fruitcake in our govt is freakin' awesome!
900507845929689088 2017-08-23 19:59:35 -0400 <Rohit1234> @JaneenLongwort1 @NightWolve1975 @nmack1030 @Democra38782024 @realDonaldTrump Also lets face it. Those that voted Trump as president must have a screw loose somewhere.
900507845803655168 2017-08-23 19:59:35 -0400 <TeriCottone> @RN563 @orientale_wdg @RedAlert @WhiteHouse @realDonaldTrump Which we were reminded of daily for 8 years. That slime ball set back race relations 50 years by design IMO.
900507843295670272 2017-08-23 19:59:35 -0400 <Gallactic_Rider> @realDonaldTrump And that challenge is to impeach Trump.  We have the faith and confidence in that happening.  Keep obfuscating.
900507841756311552 2017-08-23 19:59:34 -0400 <63Immigrant> @realDonaldTrump You neglected to state other things you did say! You are the fake and a liar too!
900507841324339200 2017-08-23 19:59:34 -0400 <_DanielWiller> @katiecouric @realDonaldTrump Keep shaking.
900507840695197696 2017-08-23 19:59:34 -0400 <kimbee802009> Wow, it's like @realDonaldTrump and @FLOTUS have no one to write speeches for them so they have to borrow from a real president &amp; 1st lady!  https://t.co/GXKnwbqZ8m
900507834453942274 2017-08-23 19:59:33 -0400 <jadams265> @realDonaldTrump @POTUS Of course we all know you're not talking to everyone. Just your tiny little specific base.
900507833027964928 2017-08-23 19:59:32 -0400 <Gareth_OC> @realDonaldTrump PARKLIFE
900507831761125376 2017-08-23 19:59:32 -0400 <DDaden> @realDonaldTrump if i had a dollar for every lie trump says, i wud be a billionsire too!
900507830599471106 2017-08-23 19:59:32 -0400 <advoc8tr> @realDonaldTrump Kelly's got your phone?
900507830528159744 2017-08-23 19:59:32 -0400 <Beleafer1> @Veggiebabe1 @realDonaldTrump ✌
900507830326874112 2017-08-23 19:59:32 -0400 <Tajjr53> @dumptrump33 @TheDemCoalition @realDonaldTrump it fits his mentality! he's in his comfort zone surrounded by other moral degenerates! djt mentally unfit for the office! the 25th ASAP
900507828925984769 2017-08-23 19:59:31 -0400 <Haniarechmal> @realDonaldTrump @AnnCoulter American people are winning with you, thank you Mr President!🇺🇸❤️🇺🇸
900507828284248068 2017-08-23 19:59:31 -0400 <sophiecat90> @jaketapper @Al_Baldasaro @realDonaldTrump @KellyannePolls Your wedding Al?  https://t.co/cyAsUFfqrj
900507825704648706 2017-08-23 19:59:30 -0400 <HateFaceDenver> @realDonaldTrump Majority? Like the popular vote?
900507817366478848 2017-08-23 19:59:28 -0400 <Grooms6> @WSJ It's too too bad Canada and Mexico are still "listening" to the blathering @realDonaldTrump. Good luck in deciphering any econ gobbledygook
900507816376627200 2017-08-23 19:59:28 -0400 <michaelmeives> @eugenegu @DaysLeft4Trump @realDonaldTrump Lol far left lunatic, get a grip
900507811020509184 2017-08-23 19:59:27 -0400 <triplezmom> @realDonaldTrump Intimidating black ppl is the only part of this heritage that your family participated in, isn't it, Donny? Your dad was arrested at a 10/
900507809619554304 2017-08-23 19:59:27 -0400 <FreiseMike> @realDonaldTrump lol. Not from what I saw. Looked like a small church gathering along with ur paid for supporters. Sad sad angry tiny hand man.
900507809435045889 2017-08-23 19:59:27 -0400 <BeckKinnie> @realDonaldTrump Not true ,every night we hear of gang murders. We need task force from the federal agencies. You're the leader?
900507806767476736 2017-08-23 19:59:26 -0400 <ChaelMontgomery> @Donnie2Scoop @realDonaldTrump @POTUS @WhiteHouse @FLOTUS @IvankaTrump @EricTrump @DonaldJTrumpJr @jaredkushner tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs
900507805400133632 2017-08-23 19:59:26 -0400 <golachi1965> @ShawnMHoke @realDonaldTrump He cant he is totally clueless when it comes to politics. Tell why he ran again.
900507804061978625 2017-08-23 19:59:25 -0400 <tvhandy> I thought Mexico was paying for the wall? @realDonaldTrump  https://t.co/5tdAEpsQXO
900507802480672768 2017-08-23 19:59:25 -0400 <byLisaJeannine> @realDonaldTrump You are lying as there is recorded video of tbe showing every word you saud and did not say.
900507801939623936 2017-08-23 19:59:25 -0400 <DonTheTraitor> @realDonaldTrump Hitler did the same thing, Nazi president?
900507798060093441 2017-08-23 19:59:24 -0400 <CynSg65> @realDonaldTrump @AmericanLegion @SecShulkin @DeptVetAffairs So called black guy is one of Donald's paid supporters  https://t.co/XMNM5FTwor
900507795409252352 2017-08-23 19:59:23 -0400 <MMsimning> @realDonaldTrump Stop promoting hatred!!!! Worst president ever.
900507793832239104 2017-08-23 19:59:23 -0400 <social_suzie> @TomFitton @HeyTammyBruce @realDonaldTrump I thought past and present members of the Intelligence agencies aren't supposed to play politics or express their views publicly.
900507792414457857 2017-08-23 19:59:22 -0400 <SLCJCC> @realDonaldTrump President Trump, the great majority of Americans have no faith that you will do the right thing, or that you will be at all honest with us.
900507789914755072 2017-08-23 19:59:22 -0400 <Borgescoper> @realDonaldTrump I still think you should do a speach to unite our country. I have faith in God that He will move your heart to talk to everybody.
900507788140400640 2017-08-23 19:59:21 -0400 <timspengler> @realDonaldTrump Reno:  Fake Trump.   Phoenix: Real Trump.  His minders dope him up  on Xanax and put a teleprompter in front of him to avoid real trump
900507785120579584 2017-08-23 19:59:21 -0400 <DrWAVeSportCd1> @TheDemCoalition @realDonaldTrump WADR, T's ENABLERS ENABLING T's 'God' Complex R As HEDONISTIC &amp; HOLLOW As T Is! GET 2 A PSYCHIATRIST ASAP! False Prophet Worshipers R SCARY!
900507785087123457 2017-08-23 19:59:21 -0400 <OlivemanT> @realDonaldTrump @AnnCoulter Don't punch down. Tell America the facts and let us make phone calls to them.
900507784545878016 2017-08-23 19:59:21 -0400 <iHazKiyah> @marleneroseb @Cyndieaa @adamcbest @realDonaldTrump Not to mention the states that didn't take the medicaid expansion. My point: life expectancy shouldn't be tied to your income.
900507784189554691 2017-08-23 19:59:21 -0400 <NauluM> @BryanDawsonUSA @POTUS @realDonaldTrump This is insane!
900507784084570112 2017-08-23 19:59:21 -0400 <old_osc> @SueChristianse4 @Impeach_D_Trump @realDonaldTrump BOT
900507783363047425 2017-08-23 19:59:20 -0400 <TinaG906> @realDonaldTrump How does The reality that demonstrations against your stupidity is bigger then inaugural! THIS IS MAKING AMERICA GREAT!  https://t.co/haxqpcycBG
900507780662034433 2017-08-23 19:59:20 -0400 <GarrisonDuckwo1> @Mariabenavi1511 @realDonaldTrump @ICEgov @DHSgov Is this guy bothering you? Do you want me to get rid of him? I will do so. Resident Trunk is busy saving amierca. Let me take care of you.
900507779278020608 2017-08-23 19:59:19 -0400 <KarenCFL23> @DavidAsmanfox just said @HillaryClinton walked in front of @realDonaldTrump at the debate and SHE invaded HIS space!   #WhatHappened U lost
900507778321707009 2017-08-23 19:59:19 -0400 <thingamajawn_> @realDonaldTrump bc you're doing a really shitty job at.. your job
900507777747083265 2017-08-23 19:59:19 -0400 <Tigerlily3635> @realDonaldTrump The American people will see it. We are going to run you from this great country. Along with your family. I hear Russia is a safe place!
900507777717501954 2017-08-23 19:59:19 -0400 <tom_call> @katiecouric @realDonaldTrump Don't you have son videos to edit?
900507777285722113 2017-08-23 19:59:19 -0400 <KateMartin20> @realDonaldTrump What if we don't have faith in you?
900507772894269440 2017-08-23 19:59:18 -0400 <WaisHassan2> @realDonaldTrump t
900507770373505025 2017-08-23 19:59:17 -0400 <JackArnett11> @realDonaldTrump Keep doing what you are doing, you are a man of your word and we love it...it is truly driving the "dumbocrats" crazy!
900507767265427456 2017-08-23 19:59:16 -0400 <OneTrueChange> @JacobAWohl @realDonaldTrump Jacob still working the wires for that soon to be much needed pardon. Trump will always respond to a loyal sycophant.
900507766564978688 2017-08-23 19:59:16 -0400 <Gareth_OC> @realDonaldTrump PARKLIFE
900507765390548992 2017-08-23 19:59:16 -0400 <SWOLLENCLInT_on> @realDonaldTrump Yes stupid dems we (R) all know he's bat shit crazy narc., but if he gets tax reform &amp; stops flow of illegals &amp; terrorist he can stay for 12
900507760638513154 2017-08-23 19:59:15 -0400 <Imperial_Dream> @realDonaldTrump You are a despicable person without hearts, racism is detrimental for usa and the rest of the world act as a president.
900507760416219137 2017-08-23 19:59:15 -0400 <NonCuckedDeNiro> @suzann_ortega @karma2009 @katiecouric @realDonaldTrump She is insane. This is the new narrative. Nazi didn't work, racist didn't work,  Russia didn't work, now its "Trump" is scary!  https://t.co/ZtLO9vmbKq
900507759497670659 2017-08-23 19:59:15 -0400 <How2BeHuman101> Give more than you take. @realDonaldTrump @POTUS #BasicsOfBeingADecentPerson
900507758407168000 2017-08-23 19:59:14 -0400 <PsychGuernica> @realDonaldTrump @LawrenceReid08 My favorite souvenir from your rally  https://t.co/c8utAL4gL3
900507753063624705 2017-08-23 19:59:13 -0400 <clearunbiased> @foxnation @realDonaldTrump The press slandered the President. There should be a libel law against the press #MAGA
900507752388325376 2017-08-23 19:59:13 -0400 <LoisWiggins> @realDonaldTrump fake news line is getting old. Please let me know when you plan to talk to "us" AND "them" at the same time.
900507752077959170 2017-08-23 19:59:13 -0400 <TheBigFraud2020> @KevinWachhaus @tpnina43 @SamResistMordor @JacobAWohl @realDonaldTrump CNN and MSNBC preaching it are not facts. Especially when entire networks donated to Hillary and have slandered Trump from start.
900507751364915200 2017-08-23 19:59:13 -0400 <amac_andrew> @realDonaldTrump a worldwar2 word-KBO-mr President
900507751083847680 2017-08-23 19:59:13 -0400 <ctdphillips> @realDonaldTrump Proof you are a lying SOS
900507750081339392 2017-08-23 19:59:12 -0400 <GrnGalFrmSoCal> @realDonaldTrump @OpChemTrails: https://t.co/4dGZvtceIh
900507749255045120 2017-08-23 19:59:12 -0400 <nwdem> 8 years of #GOP stoking fires of #hate + 6 months of @realDonaldTrump #RacistInChief has encouraged &amp; supported #violence against #POC  https://t.co/GUED0gIRxD
900507743756443648 2017-08-23 19:59:11 -0400 <flowergirl_kim> @katiecouric @realDonaldTrump Katie, you're ridiculous
900507743001489408 2017-08-23 19:59:11 -0400 <animuldoc> @katiecouric @realDonaldTrump Me too
900507741122215936 2017-08-23 19:59:10 -0400 <Rob_Melrose> Is @realdonaldtrump going to shutdown the US or Mexico Govt? I thought Mexico was paying for that #FuckingWall  https://t.co/wEGQHDKWyf
900507740732362752 2017-08-23 19:59:10 -0400 <KevinDaGunny> @Nativemanley @Y_Conservative_ @realDonaldTrump Just like a typical liberal.  When they don't have evidence they deflect.   And I'm far from a "kiddo".
900507740577169408 2017-08-23 19:59:10 -0400 <Pastorcoach4> @realDonaldTrump If you had 15K (most paid actors) the protestors had 200K all there cause they HATE U! #ImpeachTrump &amp; GOP
900507739973197825 2017-08-23 19:59:10 -0400 <SamSidneyTe> @realDonaldTrump Your not the first POTUS. This rule has been in place to encourage both parties to compromise to reflect more of our citizens.
900507737754304512 2017-08-23 19:59:09 -0400 <therrera777> @wilable70 @Liberal_118 @katiecouric @realDonaldTrump I lick their sweet salty tears😀🇺🇸....Merica
900507736907141120 2017-08-23 19:59:09 -0400 <VSStangl> @realDonaldTrump Gets his jollies by whipping up the crowd to hate somebody &amp; something like any good bully dictator would do.
900507731504885761 2017-08-23 19:59:08 -0400 <garymalski> @realDonaldTrump  #MAGA and resign.
900507730976403457 2017-08-23 19:59:08 -0400 <mcforgod> @realDonaldTrump They are setting us up These are paid actors who join a protest then they pay the opposition to attack them Soros wants a civil war
900507726773702661 2017-08-23 19:59:07 -0400 <jackschofield> @badmanUSA @HuevosDeChivo @realDonaldTrump @FoxNews @BreitbartNews Bullshit. For most people, Sweden is a much better place than the USA....
900507726509252608 2017-08-23 19:59:07 -0400 <ChristinaEvangi> @TRUNEWS @realRickWiles @StevePieczenik @realDonaldTrump @RealJamesWoods @EricTrump @DonaldJTrumpJr @IngrahamAngle @PrisonPlanet @TRobinsonNewEra @MLP_officiel
900507725725143040 2017-08-23 19:59:07 -0400 <brinckman_john> Americans "never" voted for TRUMP with understanding AMERICANS would pay for wall.   @realDonaldTrump @SenateMajLdr @WSJ @FT @Forbes @GOP
900507722990460928 2017-08-23 19:59:06 -0400 <FalesRaymond> @realDonaldTrump You didn't read what you actually said "...many sides..."
900507722625449984 2017-08-23 19:59:06 -0400 <benjycorb> @realDonaldTrump I'm going to start a list...&amp; add to it as they show Their colors.
900507721581162496 2017-08-23 19:59:06 -0400 <eenp718> @blorchardpark @pnostalgic78 @WisegirlNYC @olgaNYC1211 @badgirl_loony @realDonaldTrump @marchfeed These red-hat fools nazi-bigots &amp; 4th-reich wing-MOrons think their &lt;1% silent majority is a majority-too dumb to comprehend 1-% or less
900507719584632832 2017-08-23 19:59:05 -0400 <thingamajawn_> @realDonaldTrump ..can you, like... be a better president?
900507718196240384 2017-08-23 19:59:05 -0400 <CMHoffman> @DCResists2017 @DangereuseDames Well if @realDonaldTrump had built the ark, we could have  fit a lot more than just 2 of each animal! He's a builder, that I can tell you!
900507716333862912 2017-08-23 19:59:04 -0400 <bee_langbein> @realDonaldTrump U r the challenge
900507712794112000 2017-08-23 19:59:04 -0400 <mojo467> @realDonaldTrump Ok so which is the real you? The one in Phoenix or The one in Nevada
900507712664084481 2017-08-23 19:59:03 -0400 <amestr144> @realDonaldTrump  https://t.co/oYXju1K7Ma
900507711149932544 2017-08-23 19:59:03 -0400 <mara1169> @hardball @HardballChris @realDonaldTrump Well now mitch should have never placed  his chips on trump but he did nd now he doesn't like it but he still defends trump :/ dummy  https://t.co/B0n62yBxFc
900507710898262017 2017-08-23 19:59:03 -0400 <shybabylovenu> @immigrant4trump @realDonaldTrump You do know their leader, the founder of that site, was in a cult, probably still is
900507709933580292 2017-08-23 19:59:03 -0400 <Gareth_OC> @realDonaldTrump PARKLIFE
900507701549117442 2017-08-23 19:59:01 -0400 <MMadmax1> @kjwebb54 @KeeConKee @vauxhall23 @foxnation @realDonaldTrump @donlemon US is important on the global stage and Trump's mentally instability is affecting us all. Trump is despised in the UK. He's a failure.
900507701524013056 2017-08-23 19:59:01 -0400 <susankatz> @mike_pence @realDonaldTrump no, it is the antithesis of optimism-you've stooped so low to support him and tow his line @VP -you must be gagging from his daily outbursts
900507701347663872 2017-08-23 19:59:01 -0400 <KorpelaSue> @realDonaldTrump Man, oh man you're a liar.
900507699795853314 2017-08-23 19:59:00 -0400 <tdogfromgsu> Making America Great Again @realDonaldTrump 🤔  https://t.co/SD6HB7Pahe
900507698839638016 2017-08-23 19:59:00 -0400 <alleganyrez> @realDonaldTrump Truth, Trumps bolster can not shut down the GOV with Congress's assistance. Congress, Resist Crazy Madman. Loser, So SAD  https://t.co/aLGQxzKZLf
900507697669300224 2017-08-23 19:59:00 -0400 <AttorneyHerman> @realDonaldTrump First liar and chief @AttorneyHerman
900507695681347584 2017-08-23 19:58:59 -0400 <CurlySue150> @realDonaldTrump Do you really have any idea what the word egregious actually means?
900507694225870848 2017-08-23 19:58:59 -0400 <Suzygogo27> @katiecouric @realDonaldTrump And the last 8 years was great?
900507692636262401 2017-08-23 19:58:59 -0400 <neeshagabryelle> @realDonaldTrump Holds less that 5k and you still didn't fill it lmao  https://t.co/LuLadm4U7T
900507692611063808 2017-08-23 19:58:59 -0400 <DonaBeverly> @realDonaldTrump Gee what a coincidence: I'm not a fan of yours: crooked &amp; liar. 🤥🤥
900507691012980736 2017-08-23 19:58:58 -0400 <designergirla> @realDonaldTrump There is some real bomb shell info about to come out. YOU WILL RESIGN OR YOU WILL BE IMPEACHED. Make me a bet Mr. Big shot.*
900507688282578944 2017-08-23 19:58:58 -0400 <ChaelMontgomery> @Donnie2Scoop @realDonaldTrump @POTUS @WhiteHouse @FLOTUS @IvankaTrump @EricTrump @DonaldJTrumpJr @jaredkushner tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs tHoUgHtS&amp;pRaYeRs
900507687808618497 2017-08-23 19:58:58 -0400 <FiestaDaysRodeo> @Brandon_SV @TheRealWiseOne @bethfukumoto @realDonaldTrump 😝😝😝
