1034229069947301888 2018-08-27 19:59:59 -0400 <NASJones333> Wow, @realDonaldTrump. So much winning! How DO you STAND it????
1034229045800644608 2018-08-27 19:59:54 -0400 <vitale_joseph> @realDonaldTrump @JimBrownNFL32 You mean the same Jim Brown who’s been convicted of multiple crimes?
1034229041677647882 2018-08-27 19:59:53 -0400 <Danioci> @RedondoSeaGlass @realDonaldTrump Tell Vladimir, that I'll have much more flexibility after the election. Oh  ya that was the big "O".  But of course that is a different deal.
1034229038137503744 2018-08-27 19:59:52 -0400 <_uckedUp> @realDonaldTrump "Knock, knock." "Who's there?" "I'm covered by Trump" "I'm covered by Trump who..."   Yes. Yes you are covered, congressman. #TrumPoo
1034229036116074497 2018-08-27 19:59:51 -0400 <papa21955> @DonaldJTrumpJr @realDonaldTrump He made a deal with the president that is leaving office in a few days so how great was that🤮
1034229036023783424 2018-08-27 19:59:51 -0400 <NotABotSpamALot> @jasonsmom1984 @funder @Winterishere974 @realDonaldTrump  https://t.co/ZisjgWSlbg
1034229032433475585 2018-08-27 19:59:51 -0400 <msaklein> The one time they aren’t actually talking about your hands, @realDonaldTrump #JohnMcCain
1034229032013815808 2018-08-27 19:59:50 -0400 <BjayukCat> @JaneGummyof3 @YerisTrotski @JkwalkerAuthor @realDonaldTrump Bye....
1034229031648997376 2018-08-27 19:59:50 -0400 <SolidWords> @francis60347738 @realDonaldTrump Oh look, another baby nashibot with the typical 8-digit identifier! Welcome to Twitter baby agi-bot! 👶🇷🇺🇷🇺🇷🇺
1034229030281797633 2018-08-27 19:59:50 -0400 <LisaLamb8493707> @elsfane @CarolGo18658081 @realDonaldTrump Bot
1034229026750164992 2018-08-27 19:59:49 -0400 <marmadux> @realDonaldTrump Is anyone strong on education?
1034229024233586688 2018-08-27 19:59:49 -0400 <ronbissel> @RealDark_Kent @PalmerReport @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse TY. 52 of them.
1034229022446837761 2018-08-27 19:59:48 -0400 <willynasanerd> I'm commanding you to put the flag at half staff @realDonaldTrump
1034229021796487169 2018-08-27 19:59:48 -0400 <mykiird96> @PatsGirlUSA @Erok8150 @realDonaldTrump Yes, yes, yes, yes... all of these nonsense in the news! Focus on what matters fellow American!
1034229021536477184 2018-08-27 19:59:48 -0400 <itsrickmiller> @richie4561 @JayMix11 @realDonaldTrump I saw that. He already called it the largest trade deal ever (wrong). It has potential benefits for the US, as well as potential negative effects including increased prices on US vehicle makes (that oughta help car sales).
1034229020081250304 2018-08-27 19:59:48 -0400 <villapni> @VicenteFoxQue @EPN @realDonaldTrump  https://t.co/rArEIUQR1Y
1034229018898432000 2018-08-27 19:59:47 -0400 <beaniebabygriff> @NancyStern4 @karmawave @funder @realDonaldTrump So what is YOUR combat record, hero? Made no actual contribution or service since 9/11? Then you best stow it. You don't rate an opinion as a non-serving libcuck.
1034229018252308480 2018-08-27 19:59:47 -0400 <BJStoner2> @Ebinsmile @JohnnyBlkshrt @PDaytonp2 @realDonaldTrump Yup...that about covers it..good work!🥀
1034229017165979648 2018-08-27 19:59:47 -0400 <decemberjazz> @realDonaldTrump You're dreaming.
1034229017040302080 2018-08-27 19:59:47 -0400 <uptowneastside> @Stop_Trump20 @realDonaldTrump 😂😂
1034229016864088064 2018-08-27 19:59:47 -0400 <Saintsfan5348> Nothing like buying votes, eh @realDonaldTrump @POTUS @SenateMajLdr @SpeakerRyan @PRyan @SenateGOP @HouseGOP ?
1034229014607618048 2018-08-27 19:59:46 -0400 <SHAW7468> @trumpisa_chump @realDonaldTrump You’re right!
1034229014016270336 2018-08-27 19:59:46 -0400 <DougSides> @My2CentsGritXO @realDonaldTrump @Maggieb1B @Bmw2163Heart @grizzlemeister @4AllSoulKind @stacy_redvirgo @Jamierodr10 @GemMar333 @MareForAmerica @consmover @DanCovfefe1 Both Nations will be better off. All Americans will benefit. 👍
1034229013873446912 2018-08-27 19:59:46 -0400 <ReneeGalvan4> @RealDonaldTrump @SHSanders45  @StephenMillerAL @DanScavino @HouseGOP @SenateGOP @SenateDems @MikePenceVP @AFLCIO @CREWcrew @SpeakerRyan @SenateMajLdr @WhiteHouse Giuliani: Trump's lawyers haven't heard from Mueller in weeks @CNNPolitics  https://t.co/ojNlZzx1P5
1034229013013848065 2018-08-27 19:59:46 -0400 <JimmyAr20399914> @J_MAGA @FartedEye @MAGAGwen @realDonaldTrump You lick it.
1034229009834487808 2018-08-27 19:59:45 -0400 <jimfiley> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Did he ask to take Obama back to his birthplace?  https://t.co/woAFuPmxYK
1034229008362360832 2018-08-27 19:59:45 -0400 <OurRepublic12> @yehti75 @Danielle1239 @AP_Politics @realDonaldTrump Student loans are the ONLY loans not discharged with bankruptcy. Maybe learn the facts before you state an opinion.
1034229007804334080 2018-08-27 19:59:45 -0400 <SeuVeritas> @realDonaldTrump total and complete garbage, #Anybodyelsebuttrump2020  https://t.co/3TrzpRLLdc
1034229003492704256 2018-08-27 19:59:44 -0400 <FrOnkleen> @DonaldJTrumpJr @realDonaldTrump Guess it doesn’t matter that it’s been on an upward trend for the last 9 years or so.  But, you know, alternate facts and all.
1034229002863620096 2018-08-27 19:59:43 -0400 <billleslie4> @realDonaldTrump Good job!
1034229001802448896 2018-08-27 19:59:43 -0400 <GBK5015> @funder @realDonaldTrump You are right!
1034228999025774608 2018-08-27 19:59:43 -0400 <LinSuWill> @kangoroo17 @ponyexpress_gsc @The_Trump_Train @realDonaldTrump @KANGaroo You can look up his history. Do you know that because of his recklessness over a 100 men died on his ship! You are Obviously uninformed. He a Rhino-Rat. You might want to stay in your own lane! Praise God because H’s cleaning house. 🇺🇸🙏🏼🇺🇸
1034228998665134080 2018-08-27 19:59:42 -0400 <maniacal_zebra> @magadave417 @patyvillaescusa @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Hillary testified in front of Congress for 11 hours.  When is Trump testifying to Mueller?
1034228996786020353 2018-08-27 19:59:42 -0400 <DavidKyaloM> @VP @POTUS @UKenyatta @WhiteHouse It was great seeing two of the greatest Presidents of all-time meet today!  @UKenyatta @realDonaldTrump  May GOD grant you Wisdom beyond your own understanding and the Courage to always choose the right path no matter how narrow the gate!  Keep tarrying in the place of Prayer!  https://t.co/djvuFotP3k
1034228996127354881 2018-08-27 19:59:42 -0400 <Oldgma3> @JerryFalwellJr @realDonaldTrump @BarackObama My grandmother always told me to never listen to the false Gods (her word was Charlatans)  that use tv to prey on the weak &amp; ignorant. Guess who she was talking about. Yep your father. The apple doesn't fall far from the tree.
1034228993204125696 2018-08-27 19:59:41 -0400 <mag48> @realDonaldTrump Really?  Not so much
1034228992717406210 2018-08-27 19:59:41 -0400 <LachlanBerthel1> @tarastrong @realDonaldTrump And Rest in peace John McCain!
1034228992247832576 2018-08-27 19:59:41 -0400 <cf_carl> @VP @POTUS @UKenyatta @WhiteHouse We also noticed that @realDonaldTrump didn't answer reporters' questions about McCain.
1034228989823352832 2018-08-27 19:59:40 -0400 <ronwaggs> @LonMontaquila @AnnCoulter @realDonaldTrump I like the “illegally leaked” comment - Like “illegally leaked” obstruction evidence or “illegally leaked” conspiracy evidence.   I’d settle for some “illegally leaked” tax returns followed by an “illegally leaked” indictment.
1034228989664092161 2018-08-27 19:59:40 -0400 <MaMaJulie3> @jstar79 @kimguilfoyle @sorrowen @realDonaldTrump My income has not changed since he took office.  Not one bit.  Not evrn a bonus from my employer.....and now tariffs will make my purchases higher.  How is this better??
1034228987130785792 2018-08-27 19:59:40 -0400 <fred_frugal> @TomthunkitsMind @realDonaldTrump What a winner.  A moron of collossal magnitude
1034228984094044161 2018-08-27 19:59:39 -0400 <flyby2474> 🇺🇸🚨👉🏼 Man Disguised as Woman Caught Filming Victim in Gas Station Bathroom  https://t.co/G7xEj8WOhx via @BreitbartNews 💥@realDonaldTrump @WhiteHouse @4SwiftJustice @POTUS #MAGA #KAG #istandwithflynn μολὼν λαβέ 🇺🇸💥
1034228982298882049 2018-08-27 19:59:39 -0400 <UppityWomanBlog> @realDonaldTrump Let me guess. Scott Rasmussen.
1034228981187403777 2018-08-27 19:59:38 -0400 <NortheasPhilly> @TheRynheart @realDonaldTrump I was so pissed off I called the White House. After 25 minutes on hold I had to hang up and get back to work
1034228980512161792 2018-08-27 19:59:38 -0400 <duckworth_molly> @realDonaldTrump Strength, valor and conviction necessary characteristics to win at anything.
1034228980369510402 2018-08-27 19:59:38 -0400 <PilotRolf> @TToddfather @realDonaldTrump Is collusion illegal?
1034228978687434752 2018-08-27 19:59:38 -0400 <avajanesnow> @FLOTUS @realDonaldTrump @FirstLadyKenya @WhiteHouse @BeyondZeroKenya #BeGone
1034228977408397314 2018-08-27 19:59:37 -0400 <jimitche> @realDonaldTrump Fly your flag at half mast draft dodger a American  hero died, far better man than you ever will be!!! McCain  a hero, Trump a zero
1034228975260712960 2018-08-27 19:59:37 -0400 <harishnarain> @michael_dowler @business @bopinion Yeah @BarackObama setup @realDonaldTrump up for success when it came to that. Things just don’t happen that quickly and no one person is behind it. There are many factors. Actually if you compare the two presidents purely on financial numbers Trump is doing terrible. Research.
1034228974073856000 2018-08-27 19:59:37 -0400 <babsben> @kelliwardaz @realDonaldTrump If the basket fits, wear it.
1034228973797093379 2018-08-27 19:59:37 -0400 <katgal2> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Tick tock  https://t.co/KA2PrzmvTq
1034228972920307714 2018-08-27 19:59:36 -0400 <itsaprylmarie> cnn senjohnmccain #funeralrequests HE SAID HELL TO THE NO @realdonaldtrump 🖕🏼🖕🏼🖕🏼😭🤣🤣🤣 #restinpeace #cnn georgewbush @barackobama👏 michelleobama 👏  https://t.co/Vb1nrtGtFk
1034228972114993152 2018-08-27 19:59:36 -0400 <serggarcia77> @YouEnbyMe @krassenstein Ask to @realDonaldTrump
1034228970995113985 2018-08-27 19:59:36 -0400 <WDPandB> @realDonaldTrump  https://t.co/HBdRUA8tv7
1034228967572733952 2018-08-27 19:59:35 -0400 <smolsadgal> @RealAlexJones @realDonaldTrump @wikileaks  https://t.co/1p5utZNwLS
1034228963768512513 2018-08-27 19:59:34 -0400 <Ronbut9111x> @patriotsrock307 @35labrador @CNN @realDonaldTrump Agreed!
1034228963542016000 2018-08-27 19:59:34 -0400 <jjenzo6> @realDonaldTrump Sorry That can wait. Plus , you’re exaggerating &amp; LYING like your N Korea Failure. And conspiring w Russia .... This week is for #SenatorJohnMcCain our  #AmericanPatriot   #TrumpCrimeFamily  #MoneyLaundering  #TrumpDebt
1034228962908499969 2018-08-27 19:59:34 -0400 <HoracioRoyce> @3RD_Coast_West @ProudLiberal11 @realDonaldTrump “won” lol. right.
1034228961755193346 2018-08-27 19:59:34 -0400 <SMC3141> So someone convinced @realDonaldTrump that his behavior would hurt the 2018 election for Republicans? There's no other reason that this stubborn SOB would do the right thing by a WAR HERO! #MAGA #MakeAmericaGreatAgain #TheResistance  https://t.co/KXsljxnASy
1034228960559882242 2018-08-27 19:59:33 -0400 <MickieT84> @realDonaldTrump #RELEASEYOURDAMNTAXRETURNS
1034228958886281216 2018-08-27 19:59:33 -0400 <mtofAmanda> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Do you know where Kenya is?
1034228958580092928 2018-08-27 19:59:33 -0400 <Artes50266075> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Fake President Donald Trump Thieft votes  Paying votes Fake Donald
1034228958571716609 2018-08-27 19:59:33 -0400 <LandCabe> @realDonaldTrump You love only yourself  you   Sob...... ...
1034228958508670976 2018-08-27 19:59:33 -0400 <shimannchuu> @koziz5 @HeidiL_RN @Kriscerone @srini_durand @freddyatton @Cora_Munro1757 @realDonaldTrump Then share it. No one's stopping you.
1034228956688351232 2018-08-27 19:59:32 -0400 <SuzannaSmullig1> @realDonaldTrump Now he will not win. You put alot of shit on the table. You do not have a RESPECTFUL relationship. So you go NOT saying Anything Good or Nice about a man that WAS a America HERO . Yes Mr McCain.  Stop acting like a child and be a Man for ONCE. Crossing your arms Shows it ALL.
1034228956160040960 2018-08-27 19:59:32 -0400 <khourymurphy5> @MAGAindex @realDonaldTrump @TeamCavuto NOTHING BURGER , AS YOU ARSS WIPES SAY.
1034228955564388353 2018-08-27 19:59:32 -0400 <Jeremyland16> @funder @realDonaldTrump  https://t.co/TUlbbBJHjh
1034228954964606976 2018-08-27 19:59:32 -0400 <TargoveKaren> @realDonaldTrump Hahahah are you using a roulette wheel ot a dart board ti get these numbers?
1034228951604850688 2018-08-27 19:59:31 -0400 <Tlapexco98> @VicenteFoxQue @EPN @realDonaldTrump No estoy muy seguro, Licenciado Fox. Un abrazo.
1034228950728404992 2018-08-27 19:59:31 -0400 <MsStigmata> @DonaldJTrumpJr @realDonaldTrump How will the markets react when you get indicted?
1034228949700759557 2018-08-27 19:59:31 -0400 <DarrylWarped67> 😂😂😂😂 tick, tock, tick, tock..@realDonaldTrump
1034228948224290816 2018-08-27 19:59:30 -0400 <Trooper445> @DeepStateExpose @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse I’m not surprised he said it, just never seen it anywhere before. Isn’t snopes a Soros owned propaganda machine?
1034228947020537856 2018-08-27 19:59:30 -0400 <estregeegee> @realDonaldTrump When you die....people will line up for miles and miles...............just to piss on your grave!
1034228945137401857 2018-08-27 19:59:30 -0400 <DrKCobbie> MY GOD DOESN'T SUPPORT EVILDOERS, LIARS, INHUMANE TREATMENT OF ANYONE. &amp; THAT'S NOT JESUS. HE WAS JEWISH! PLEASE READ THE BIBLE, NOT ONLY THE PARTS YOU LIKE! @realDonaldTrump @seanhannity @FoxNews @CNN @maddow @Lawrence @Acosta @jaketapper @thehill @WSJ @BuzzFeedNews @BillKristol
1034228945024180225 2018-08-27 19:59:30 -0400 <jpogolds> @Alyssa_Milano @realDonaldTrump A petulant child... haven’t seen this since my son was in elementary school. Atrocious behavior! 🙄
1034228941647753216 2018-08-27 19:59:29 -0400 <SweetAline> @Alyssa_Milano @realDonaldTrump and SHE sits there with her fake smile.  I am not sure who is worse
1034228939810516992 2018-08-27 19:59:28 -0400 <JustaFan18> @CruzerinLBC @jeaniemattone @BobbyOrrWhat @realDonaldTrump LOL  You can't do it wrong.  xoxox
1034228933221335041 2018-08-27 19:59:27 -0400 <upside> @DonaldJTrumpJr @realDonaldTrump Pathetic
1034228929954045952 2018-08-27 19:59:26 -0400 <PamEllaCasual> @kayleighmcenany @GOP @realDonaldTrump GOP = Corruption
1034228927458246656 2018-08-27 19:59:26 -0400 <WDPandB> @realDonaldTrump  https://t.co/LqekCQ4SDr
1034228927189983235 2018-08-27 19:59:25 -0400 <cardinallady5> @Alyssa_Milano @realDonaldTrump A total Turd!!
1034228926430601216 2018-08-27 19:59:25 -0400 <OnSolo57> @ValTosheva @RyanHillMI @realDonaldTrump Wow, all those concerns you have aren’t shared by the stock market.  It finished over 26,000.  Another record.  Maybe the economy and world trade isn’t your thing.
1034228925646483456 2018-08-27 19:59:25 -0400 <awy2016> @realDonaldTrump Big hug to you President Trump, from all the American loving American's in South Texas:)  Legal Immigration must be enforced.  Those to the North and South of our great nation must get there houses in order. #WWG1WGA #MAGA  We have more than they know;)
1034228924082008072 2018-08-27 19:59:25 -0400 <BobbyBoon3> @DanKEberhart @PoppyHarlowCNN @realDonaldTrump It doesn’t matter
1034228924035686402 2018-08-27 19:59:25 -0400 <mistclance> @Texasgalz @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse Yes. I have also noticed most of them aren’t living in the US! Trolls.
1034228921175179266 2018-08-27 19:59:24 -0400 <MLBG63> @realDonaldTrump Hi President Trump, I hope are doing okay. I hate that Senator McCain has passed. So much respect for him. Could you look at my FB page (Margie Lee Green). How many have I left out? How much more could I do if I could? A question I saw online.
1034228920835395584 2018-08-27 19:59:24 -0400 <matomany22> @kimguilfoyle @DonaldJTrumpJr @realDonaldTrump If my son grew up to be like Trump it would kill me. I want him to be a good human being, not someone who abuses his position and who only considers himself and what’s in it for him.
1034228919405137920 2018-08-27 19:59:24 -0400 <Omarmdeogall> @VicenteFoxQue @EPN @realDonaldTrump Ya deja de decir pendejadas eres un payaso Fox! Cuando estabas de presidente tenias vocero y ahora no te callas! Eres igual que toda la escoria politica! Solamente les importa el bien propio!
1034228919241781249 2018-08-27 19:59:24 -0400 <RickySteele1> @ColMorrisDavis @realDonaldTrump It’s Tiger Woods so ???
1034228918495133699 2018-08-27 19:59:23 -0400 <friedenreichart> Bueno y con el ciego hp de @JSantrich_FARC que va a pasar? que lo extraditen ya mismo ese criminal. @USEmbassyBogota @IvanDuque @realDonaldTrump @marcorubio @FiscaliaCol
1034228915743547393 2018-08-27 19:59:23 -0400 <bhughes06548766> @realDonaldTrump Does he love all vets including the ones that get captured, tortured for years , then serve their country in govt for decades , then die in office or does he only like the war heroes that don’t get captured like you?
1034228914896420864 2018-08-27 19:59:23 -0400 <gray2pratt> @kelliwardaz @kimshawn0209 @realDonaldTrump VOTERS..... REMEMBER IN NOVEMBER!!!!!
1034228910844731398 2018-08-27 19:59:22 -0400 <teetaorelsie> @buzzman888 @MADE__USA @realDonaldTrump God love our guys in blue. Protect dear St. Raphael !
1034228910056124418 2018-08-27 19:59:21 -0400 <avajanesnow> @FLOTUS @realDonaldTrump @FirstLadyKenya @WhiteHouse @BeyondZeroKenya Did they express their concerns to you about being complicit in children being locked in cages in America? And if so, how did you justify it to them?
1034228907866771456 2018-08-27 19:59:21 -0400 <JamesBo12323192> @B_Rad__S @realDonaldTrump I know I'm not 1/10 of The Man John McCain was. Because I Wasn't A Traitor To My Party And My Country. That Medal Of Honor Can Only Go To Songbird John McCain.
1034228906663063552 2018-08-27 19:59:21 -0400 <MickieT84> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse #RELEASEYOURDAMNTAXRETURNS
1034228906268581888 2018-08-27 19:59:20 -0400 <shortbusmax> @realDonaldTrump Do you have anything to say about senator McCain?
1034228903970328576 2018-08-27 19:59:20 -0400 <JdLayne1> @realDonaldTrump  https://t.co/3NgWGKBckc
1034228901952847873 2018-08-27 19:59:19 -0400 <FlippoMary> @Jenapher_B @realDonaldTrump I agree with every word
1034228897078886400 2018-08-27 19:59:18 -0400 <dclewis1230> @rcjones003 @PressSec @POTUS @realDonaldTrump Just took three days and pressure from the American Legion and veterans all over the country.
1034228895342518272 2018-08-27 19:59:18 -0400 <BjayukCat> @JaneGummyof3 @JkwalkerAuthor @realDonaldTrump No..that intruder, who told you to get a room.
1034228894990315521 2018-08-27 19:59:18 -0400 <PamPavlick> @TheRickWilson @realDonaldTrump You are so very wrong, you more appropriately described Obama.
1034228890930241541 2018-08-27 19:59:17 -0400 <LarsonTizzle> @FLOTUS @POTUS @UKenyatta @WhiteHouse I hope @realDonaldTrump didn't call their country a sh**hole.
1034228888438755329 2018-08-27 19:59:16 -0400 <DonnaLeeSaunde2> @DavidKyaloM @FLOTUS @FirstLadyKenya @WhiteHouse @BeyondZeroKenya @UKenyatta @realDonaldTrump You’re joking, right?
1034228886370844672 2018-08-27 19:59:16 -0400 <urbanmaxi> @ColMorrisDavis @SenJohnMcCain @realDonaldTrump Heartfelt Remarks. NOT!
1034228884491780097 2018-08-27 19:59:15 -0400 <ojitosb61878684> @realDonaldTrump I think  that at this point you can expect the worst of both presidents
1034228883019558912 2018-08-27 19:59:15 -0400 <Skatrgurrl> @BruceAHeyman @USTradeRep @realDonaldTrump 🤞
1034228880847069184 2018-08-27 19:59:14 -0400 <Jabbadaddy2016> @DearAuntCrabby @SenJohnMcCain @realDonaldTrump Perfection.
1034228879806877697 2018-08-27 19:59:14 -0400 <brendalynn_123> @realDonaldTrump and @GOP need to STOP this ignorant, self serving behavior that is dividing America
1034228877768450048 2018-08-27 19:59:14 -0400 <JanTamarka> @manny_ottawa @ezralevant @realDonaldTrump @POTUS @nspector4 @IanRGillespie That would imply that there is no room to negotiate with @realDonaldTrump .It's always take or leave it.
1034228876023451648 2018-08-27 19:59:13 -0400 <1cuauhtli> @realDonaldTrump  https://t.co/tw4ZxEah5h
1034228875105103874 2018-08-27 19:59:13 -0400 <bethk326> @realDonaldTrump Just another diversion...😴 how interesting tho, late this afternoon this embarrassment of a human being finally relented &amp; lowered the White House flag to half staff..where it belongs in honor of a REAL man, hero &amp; statesman..all of you will never be Donnie..you are a small man.
1034228875021180928 2018-08-27 19:59:13 -0400 <Mschade2020> @realDonaldTrump @FLOTUS @UKenyatta @WhiteHouse  https://t.co/x4D9J9tevc
1034228872265560064 2018-08-27 19:59:12 -0400 <JonesSeeker> @hairmich42 @vicedeb @TOCB10 @mmpadellan @realDonaldTrump Way to show how using the percentiles with raw #'s tell the whole story 12% white vs 12% African American with raw #'s being a difference of 25M the percentages don't tell the truth so ppl think drug use/selling is the same it isn't but African Americans go to prison 4x's more
1034228871082766337 2018-08-27 19:59:12 -0400 <pennington_jr> @JAlmerini @ForeverLogical @realDonaldTrump @CNN Now I think this video shows exactly what it means and exactly what it says Trump is a Christian who supports Christianity Obama is a Muslim and supports the Muslim faith
1034228869371293696 2018-08-27 19:59:12 -0400 <WDPandB> @realDonaldTrump  https://t.co/XTOOzCagQB
1034228866842337284 2018-08-27 19:59:11 -0400 <kimboc5> @KimDotcom @realDonaldTrump  https://t.co/26vIhtxVGH
1034228866770821120 2018-08-27 19:59:11 -0400 <patrickisadad> @CarlDietrich @jonkarl @realDonaldTrump national felony league has become a national disgrace
1034228865701429249 2018-08-27 19:59:11 -0400 <Allyry5> @realDonaldTrump All show, no substance or finality.
1034228865495953409 2018-08-27 19:59:11 -0400 <deploy315> @realDonaldTrump Yeah, well watch it plummet when you are found guilty.
1034228864875159553 2018-08-27 19:59:11 -0400 <GavLeBlanc86> @tarastrong @realDonaldTrump My guess, he made a deal with the devil and if he did, he's SO gonna get burned, big time. 🔥😈  https://t.co/jZ3rxJQACu
1034228864636145664 2018-08-27 19:59:11 -0400 <LaChicGeek1> @atinab46 @Strandjunker @realDonaldTrump 💩💩💩💩 BOT
1034228864191479808 2018-08-27 19:59:10 -0400 <KSB117> @DanRather Just say he shines as a beacon against @realDonaldTrump, which he was, without even speaking his name.
1034228863834963970 2018-08-27 19:59:10 -0400 <Lindaquackenbus> @Thomas1774Paine @Twitter saying this tweet has been deleted but here it is on your homepage! Sorry about your ordeal...Justice is coming with @realDonaldTrump
1034228862488600581 2018-08-27 19:59:10 -0400 <KyLRay1> @realDonaldTrump I just hope that John McCain if he did commit suicide to keep his reputation intact does not come to pass. He needs to be exposed Mister no name for the atrocities that he has committed not his family but him. I hope you bring that to pass mr. President
1034228861570097158 2018-08-27 19:59:10 -0400 <JMKolmansberger> @KateBennett_DC @jdawsey1 @realDonaldTrump I’d love to know who the evangelicals are and what they are trying to accomplish. @vp must be very excited, does he get to join in or will don play it like @seanspicer and the pope?
1034228861314244608 2018-08-27 19:59:10 -0400 <flyby2474> 🇺🇸🚨👉🏼 Sacha Baron Cohen’s ‘Who Is America’ Season Ends Without Airing Sarah Palin Segment  https://t.co/TiysnbzPLv via @BreitbartNews 💥@realDonaldTrump @WhiteHouse @4SwiftJustice @POTUS #MAGA #KAG #istandwithflynn μολὼν λαβέ 🇺🇸💥
1034228857971400705 2018-08-27 19:59:09 -0400 <JakeSmithies> @warrenbuffet99 Yet no one cares about this list when you mention @realDonaldTrump. The hypocrisy.
1034228857740685312 2018-08-27 19:59:09 -0400 <FreeFannNFred> @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews why isn't anyone talking about the taking os @fanniemae and @FreddieMac by the @USTreasury ? its definitely more of a taking than land in Africa, @stevenmnuchin1 @MariaBartiromo @DoNotLose @JoshRosner #fanniegate
1034228856356589568 2018-08-27 19:59:09 -0400 <dmwal1958> @realDonaldTrump @WashTimes Since President Trump took over, there has been more violence and hate in our country!  Please resign!
1034228856012636166 2018-08-27 19:59:08 -0400 <goodsonrn> @FLOTUS @realDonaldTrump @FirstLadyKenya @WhiteHouse @BeyondZeroKenya Well you “Be Best” to do something about the 500 children still being held in warehouses in this country.  Did the First Lady of Kenya offer you any insight into solving this problem?
1034228855660142592 2018-08-27 19:59:08 -0400 <VocalDissent> @FoxNews @cnn @realDonaldTrump @RealJamesWoods RT @PrisonPlanet: The Jacksonville shooter was previously hospitalized in psychiatric facilities on two occasions and was prescribed anti-psychotic and anti-depression medication.  https://t.co/lgIsu6Rw2T
1034228855459008512 2018-08-27 19:59:08 -0400 <OnEmAnGaNg704> @joncoopertweets @realDonaldTrump really G is that  true? Or fake news so you say lmao
1034228853147873280 2018-08-27 19:59:08 -0400 <drtsloan> @Turnip2020 @realDonaldTrump Haha.  I don’t follow tRump
1034228853055647744 2018-08-27 19:59:08 -0400 <Jscott1145> @realDonaldTrump @PressSec   Donny how real men act "like gentlemen" @CNNPolitics @bbcproms @foxnewspolitics ⚡️ “The clip of McCain defending Obama is being used to illustrate very different points”   https://t.co/7iQhc4qNPL
1034228852556525568 2018-08-27 19:59:08 -0400 <CL4up> @realDonaldTrump  https://t.co/HMORcdF4GL
1034228851298070528 2018-08-27 19:59:07 -0400 <Resister4life> @Jcolon3256 @TedLorenz @realDonaldTrump I like this
