1107793806374637569 2019-03-18 19:59:59 -0400 <wysiwyg_666> @realDonaldTrump Where have i seen that signature before. Hmmmm
1107793787882012672 2019-03-18 19:59:55 -0400 <Nickthe000777> @FoxNews Let's hope that you stand your ground for your team. #TuckerCarlson &amp; #JudgeJeanine We need #RealNews like #FoxNews to keep up-to-date with #UK &amp; #USA info. @realDonaldTrump @MarkDice  @benshapiro @scrowder #MAGA #brexit @ezralevant #DFLA #TRnews  https://t.co/FEPqK9jVwX
1107793787017781248 2019-03-18 19:59:55 -0400 <peircedave> @realDonaldTrump ?????????????
1107793785986183169 2019-03-18 19:59:55 -0400 <TheLeftIsLooney> @TheXenderman @NorrispPattie @realDonaldTrump @govkristinoem #PullYourHeadOut
1107793785835016202 2019-03-18 19:59:55 -0400 <weeser1> @in_pubs @realDonaldTrump @MSNBC Hide the horses!
1107793785667366912 2019-03-18 19:59:54 -0400 <SheReadsMore> @realDonaldTrump Make the next check to Planned Parenthood.
1107793785453535233 2019-03-18 19:59:54 -0400 <auntieblazr> @chelywright @PersuasivePR @realDonaldTrump But also exposes him to more scrutiny than he was expecting. His activities don’t bear close examination.
1107793784304099329 2019-03-18 19:59:54 -0400 <JosephBrass> @brasskerri5 @realDonaldTrump @panos941 @janninereid1 @Allen69D @sparkyandtaz @txmonimo @gordon1419 @kmeltonlnc  Believe it or 🥜.... I feel like....CRAP today..... Go figure 🤷‍♂️  https://t.co/cpdM7wYnMa
1107793783733682176 2019-03-18 19:59:54 -0400 <KMamaBear03> This is perfection!!  Enjoy the video, Tiny @realDonaldTrump!
1107793783570288640 2019-03-18 19:59:54 -0400 <LaurieLiebetrau> @realDonaldTrump
1107793782659928064 2019-03-18 19:59:54 -0400 <RitaChiricuzio> @realDonaldTrump Once again pffffft. It's all smoke and mirrors because your finagling corruption on the backside is through the roof... in addition I bet if we ever see your tax return you're writing it off some kind of way
1107793779870728192 2019-03-18 19:59:53 -0400 <SantaFeChar> @realDonaldTrump You scared, bro?  You sound scared.
1107793778683850752 2019-03-18 19:59:53 -0400 <chimmchamm> @Christo14075707 @Boog0311 @Kraken_ak @realDennisLynch @IlhanMN @realDonaldTrump Also, your post history and username are questionable and I am sceptical that you are an actual person.
1107793778549628929 2019-03-18 19:59:53 -0400 <Tripdawgg> @JohnDennisWEEI @realDonaldTrump A small step Dino.  We can do better...much better
1107793778163830788 2019-03-18 19:59:53 -0400 <exinkygal> @realDonaldTrump You're not worth it.
1107793778042118144 2019-03-18 19:59:53 -0400 <LeachGreg> @realDonaldTrump $100,000 to DHS but @StormyDaniels gets $130,000?
1107793778029387776 2019-03-18 19:59:53 -0400 <RogueAmerican_1> @realDonaldTrump Worst president, ever.  Tiny hands down!
1107793775022260224 2019-03-18 19:59:52 -0400 <aolaunt1> @realDonaldTrump Pumped up grandson. His daddy won an authentically autographed cap in a school auction!  https://t.co/4qOOvbEEsF
1107793774179205121 2019-03-18 19:59:52 -0400 <Riich_T0_KOOL> @String21 @Airvooocht @realDonaldTrump When trolling fails  https://t.co/g3FqG5ubW0
1107793772879011840 2019-03-18 19:59:51 -0400 <Kavrider> Let's stop with the polite language.  White nationalists,  my ass... they are the resurgence of the KKK, of which trump's father was a member.  And, certainly @realDonaldTrump is too. Labels matter. Ordinary folks wouldn't be so easily taken in, if we called a spade, a spade.
1107793772035928064 2019-03-18 19:59:51 -0400 <godzillateach> @realDonaldTrump They didn't ask me.
1107793771733925889 2019-03-18 19:59:51 -0400 <HenryKelleysMom> @realDonaldTrump Well that’s the only thing you got right, but you’re probably claiming it as a tax write off on the taxes you won’t let anyone see.
1107793769766768640 2019-03-18 19:59:51 -0400 <Ellenbrown123> @realDonaldTrump Can't wait until you and your family are prosecuted for taking money and bribes from foreign leaders during your time in office.  Emoluments are only a small part, how about the billions of $$ Kushner got from the Saudis and UAE to prevent foreclosure on his 666 building.
1107793768097435648 2019-03-18 19:59:50 -0400 <Sarahgo32682771> @realDonaldTrump That’s 100–where is the rest—and last year’s???
1107793767321489408 2019-03-18 19:59:50 -0400 <SCKTweets> @FelineAdvoCat @MiddleClazzMom @labsmanfromPA @steph93065 @realDonaldTrump @SenateGOP @MittRomney @RandPaul @SenThomTillis @lisamurkowski @SenMikeLee @marcorubio @SenatorCollins @SenToomey @AngelFamilies Just like the other guy you’re arguing your opinion against my logic, which is backed up with math. Prove to me I’m wrong, with evidence. You can’t because it doesn’t exist. Also, if you want the wall, you’re not a centrist.
1107793765492813830 2019-03-18 19:59:50 -0400 <UberZod> @realDonaldTrump It's only fitting since all you do all day is watch TV, tweet, and play golf.
1107793764851027969 2019-03-18 19:59:50 -0400 <MelissaakaMom> @realDonaldTrump Maybe since he specifically referenced you...
1107793763466776576 2019-03-18 19:59:49 -0400 <KEVEN05296553> @realDonaldTrump Yeah apparently you're really good at writing cheques, we all seen that already. Michael showed us remember!
1107793762464350208 2019-03-18 19:59:49 -0400 <illmatic808> @ChatByCC @realDonaldTrump Moscow is cold this time of year, right?
1107793761608888321 2019-03-18 19:59:49 -0400 <clint_larson1> I can’t wait for @realDonaldTrump to lose it on the FBI!!!
1107793760489037824 2019-03-18 19:59:48 -0400 <Dstella> @realDonaldTrump Would you like a ribbon? 🙄
1107793759205539840 2019-03-18 19:59:48 -0400 <Flynn63287592> @realDonaldTrump Liar
1107793758622543873 2019-03-18 19:59:48 -0400 <MelissaUSAIs1> @Chewman84820 @krassenstein @realDonaldTrump 🤣🤣🤣🤣😂😂😂😂😂😂😂
1107793758358245378 2019-03-18 19:59:48 -0400 <Dstella> @realDonaldTrump @MSNBC Whahahahha you really believe that? Can’t wait till they start throwing so many charges at you for all the crimes you’ve committed
1107793756512612352 2019-03-18 19:59:48 -0400 <danadoggirl> @ChatByCC @realDonaldTrump I think the millions of dollars going to his golf resorts make this a drop in the bucket.
1107793755036360704 2019-03-18 19:59:47 -0400 <Bandislife2004> @realDonaldTrump That's fake news
1107793754398679040 2019-03-18 19:59:47 -0400 <DianeToucan> @realDonaldTrump Pay back the $17 million insurance fraud in 2005 and the $ you took for 9/11 when you had no damage.  https://t.co/6BJaiFVPRA
1107793754373660673 2019-03-18 19:59:47 -0400 <Paperbagguy> @krassenstein @realDonaldTrump Proof of your allegations would the truthful and just the right thing to do...but your are a low life piece of crap that had a visit from Homreland Security....I guess my expectation are high for such a Petite, small minded individual.  Sorry Squeaky B!  #petiteponziscum  https://t.co/dtwBIX4uT8
1107793752595271680 2019-03-18 19:59:47 -0400 <MilGovnr_USSC> I Think;  https://t.co/r5c9wgLv1s ,therefore I Am. @FBI #SCOTUS @Terrilltf #NativeTwitter @CreativeZenergy #Equality @TalksOnLaw #TwitterWorld @realDonaldTrump
1107793751978708993 2019-03-18 19:59:46 -0400 <Cullman5000> @eugenegu @realDonaldTrump Explain this Trump Wumpy? Know any Russian agents? Or does your now ex lawyer who you will be next to washing his back in a prison.  https://t.co/Qo998ShIRP
1107793750003249153 2019-03-18 19:59:46 -0400 <DTWhitehouseDT> @realDonaldTrump LOL, donating to the @DHS so they can lock up more innocent kids. wtg dotard.
1107793749466406912 2019-03-18 19:59:46 -0400 <jbwillis021> Have you ever noticed to weird way @realDonaldTrump says #leagally? It's like he's saying LEE-GLEE fast or something... Perhaps it's because he's allergic to anything legal, including the word and saying it would cause him to burst into flames. Sounds about right. #Trump #Diction
1107793748744785920 2019-03-18 19:59:46 -0400 <Dr_C_Diggs> @CaptainProgres2 @SillyRabbitx4 @Allen24774142 @realDonaldTrump Carly Simon. Great tune. So, I bet you think this tweet, On My Status, was about you. #FailArmy
1107793748702969858 2019-03-18 19:59:46 -0400 <jammysb> @krassenstein @realDonaldTrump Are you smart enough to comment with regard to how you feel about the United Nations Agenda 21 Plan For Sustainable Development? How do you feel about it’s Agenda 2030 Plan?  Do you approve of the UN Agenda 21 Map is the USA? I’m interested in your thoughts about these.
1107793745917943809 2019-03-18 19:59:45 -0400 <CocoFrench1> @DeepStateExpose @realDonaldTrump WE know!!
1107793742126333964 2019-03-18 19:59:44 -0400 <55gpcox> @Chewman84820 @krassenstein @realDonaldTrump Well considering Trump has tweeted 30 times since 7:55 AM, mostly about himself, he doesn't need groveling worshipers to boost his ego.
1107793738762350592 2019-03-18 19:59:43 -0400 <ScottOwen79> @realDonaldTrump Ahh the shooter named you as his influence and inspiration Blame him for blaming you
1107793738645028867 2019-03-18 19:59:43 -0400 <Kathyweaver1010> @realDonaldTrump Wow, you have got to be joking about Joe Biden! Have you watched tapes of your speeches? Or have you read your tweets? Rarely does a day go by that you don’t embarrass yourself. Try to elevate your conversation and stop insulting a deceased U.S. Senator. How low can you go?
1107793736514179072 2019-03-18 19:59:43 -0400 <atgmeup> @realDonaldTrump Can I see the cancelled checks?  This one hasn't been cashed.  And given your record of lying I would not be surprised if there is no record of checks totaling even one year your presidential yearly salary.
1107793734907973632 2019-03-18 19:59:42 -0400 <jorgekb> @gtconway3d You are criticizing the president yet you have a cartoon as your profile picture?, you should have someone work on your mental condition and psychological state.@KellyannePolls @realDonaldTrump @POTUS #maga
1107793734106648577 2019-03-18 19:59:42 -0400 <chilepeppermama> #MAGA folks are OK with losing all this. They voted for @realDonaldTrump, they said, so he'd hurt other people. When you vote like that, you're too stupid to see you're hurting yourself. Ignorance is bliss. And besides, they get to spit at black people.
1107793732663947264 2019-03-18 19:59:42 -0400 <joeshelton> @eugenegu @realDonaldTrump You dipping into meds @eugenehu?
1107793730927579136 2019-03-18 19:59:41 -0400 <Gr8fulsupporter> @realDonaldTrump YES,,, MUELLER IS GOING TO MAKE AMERICA GREAT AGAIN!!!!  😀
1107793730281455617 2019-03-18 19:59:41 -0400 <bhughes06548766> @Kysuzc @realDonaldTrump Why would fox care?
1107793729350520832 2019-03-18 19:59:41 -0400 <PatMinelli2> @realDonaldTrump Yeah!! You criticize white supremacy all the time!! Oops! That was another world leader. You never have.
1107793729337778176 2019-03-18 19:59:41 -0400 <UROCKlive1> @PalmerReport @realDonaldTrump Yep.  https://t.co/XhW2P7p8as
1107793728989728768 2019-03-18 19:59:41 -0400 <WayneEricT> @realDonaldTrump Please save some for yourself, it’s enough for you to pay off 2.5 more affairs!
1107793728742129664 2019-03-18 19:59:41 -0400 <txnumb> @realDonaldTrump Thank You Sir
1107793728352206849 2019-03-18 19:59:41 -0400 <vgcrutchfield> @realDonaldTrump You are only doing that for the tax writeoff and to take people's attention from the billions you are gaining from emoluments. Stop acting like you are charitable. In the words of the New York DA, you are a criminal.
1107793728129753089 2019-03-18 19:59:41 -0400 <racecarsonstars> @realDonaldTrump @MSNBC That is hands down the weirdest way to use a question mark
1107793726708039680 2019-03-18 19:59:40 -0400 <WayneEl00667447> @merceemay @big_mooch_man @SecretsBedard @SebGorka @Scavino45 @realDonaldTrump And yet here u r tweeting....
1107793726393454592 2019-03-18 19:59:40 -0400 <manymoves> @realDonaldTrump Don’t hurt your arm, patting yourself on the back. But because we don’t see your tax returns, I’m sure you are making ten times that much in illegal earnings from foreign countries
1107793725877616640 2019-03-18 19:59:40 -0400 <MRDNJ> @realDonaldTrump McCain is dead u can start taking your medication now.The man is dead n Pres. Moron is still intimidated by him.Give up youll never be as good a public figure as McCain.This guy attacks people who got respect because thier actual people n not a bag of old bones.
1107793724237668353 2019-03-18 19:59:40 -0400 <ShayInLa> @commoncentsman @HouseCracka @parscale @realDonaldTrump  https://t.co/Pxpz4WktNS
1107793724137005056 2019-03-18 19:59:40 -0400 <ReviewResist> @hrfender @realDonaldTrump @DiamondandSilk  https://t.co/RDXS611nVk
1107793724040314880 2019-03-18 19:59:40 -0400 <MayBloke> @redwaverising @Lrihendry @realDonaldTrump Seeing as you’re so interred in my Resume: Jobs Provided: 0 Pornstars paid off: 0 Charities banned from: 0 Taxpayer-funded golf trips: 0 Allies allienated from: 0 Dictators sucked-up to: 0 Close associates indicted: 0 Draft deferments paid for: 0 Etc.
1107793723759292416 2019-03-18 19:59:40 -0400 <GautschiBarbara> @realDonaldTrump To President Obama: I have been battling with health issues the past couple of years with several surgeries,etc. thanks to Obamacare, I was able to afford those surgeries with a Dr of my choice. Thank you president Obama and Senator John McCain.
1107793721679060993 2019-03-18 19:59:39 -0400 <Bandislife2004> @realDonaldTrump It's not legal for you to give your money to different government agencies and we all know the truth
1107793720311635968 2019-03-18 19:59:39 -0400 <LadybugTrish1> @realDonaldTrump I'm sure the people of Pleasure, California would agree you wouldn't have any gaffes. SMDH
1107793719993028608 2019-03-18 19:59:39 -0400 <galeyann53> @DearAuntCrabby @realDonaldTrump It’s different each day. But b/c he keeps talking bad about John McCain I think dickhead works well today to describe him today. I have no respect for DT at all.
1107793719456092161 2019-03-18 19:59:39 -0400 <PhillyMaria1> @tedlieu @realDonaldTrump COLLUSION AT ITS BEST
1107793719196110848 2019-03-18 19:59:39 -0400 <urkreksir> @realDonaldTrump Why not give it to a charity, Braggadocio-in-Chief? You are worse than disgusting. You know the press will write about it. That’s why you tweeted it. Patently obvious. Look it up.
1107793719015534592 2019-03-18 19:59:39 -0400 <BruceMcgeachy> @MrSagacious @Brandon37643943 @realDonaldTrump Sorry to offend you,honestly.I have thick skin so l assume others do.What has Trump to really better the country or world?How do you justify   his constant lying?
1107793717581279233 2019-03-18 19:59:38 -0400 <Dodrew_Anwell> @pavolocoTD @DavidWohl @SouthernByGrac1 @realDonaldTrump @POTUS Presidents have to pay for their food, unless it's at a state meeting, and they also have to pay for all personal items.
1107793714867519488 2019-03-18 19:59:38 -0400 <brockgolfer> @realDonaldTrump Meanwhile, your presidential decisions have pampered your personal business ventures by how much?   Ok...back to ignoring political stupidity
1107793713055584256 2019-03-18 19:59:37 -0400 <gaymouthofsouth> @PressSec @POTUS @VP @GovRicketts @IAGovernor Why is @POTUS @realDonaldTrump not going? Isn’t that something that he should do?
1107793712585814017 2019-03-18 19:59:37 -0400 <timetraveler__1> @realDonaldTrump If I was handed hundreds of millions of dollars by my family, I'd work for free too.
1107793712170614784 2019-03-18 19:59:37 -0400 <Willie7789> @realDonaldTrump The math doesn't seem right the check is only for 100,000 and you make a salary of 400,000 a year and it's only been 2 years and I'm sure you have ways to make millions😉. Worst president
1107793711239446528 2019-03-18 19:59:37 -0400 <justmitchell99> @realDonaldTrump Very kind gesture Mr. President. Keep working hard for us!
1107793709565988865 2019-03-18 19:59:36 -0400 <CHEESEBURGLAR45> @realDonaldTrump  https://t.co/tcvrsf7v5R
1107793709540634624 2019-03-18 19:59:36 -0400 <dlonorse> @realDonaldTrump @MSNBC Many witches caught and many to catch.  During Watergate a Gallup Poll found that half of Americans had never heard of Watergate. Did that stop Nixon from resigning?  See latest @nytimes story about you and your lender of last resort, Deutsche Bank?  https://t.co/KtaVyEs8nx
1107793708404146176 2019-03-18 19:59:36 -0400 <WolfoJak> @realDonaldTrump (Reminder these are all the people destroying your lives ❤)
1107793707514978306 2019-03-18 19:59:36 -0400 <pudgewolfe> @TheJuanWilliams @realDonaldTrump Juan, Donna is moving in on your territory, better watch yourself.
1107793706915192832 2019-03-18 19:59:36 -0400 <AwareOfMind320> @Lrihendry @realDonaldTrump Far more respect for President Trump!
1107793706541858816 2019-03-18 19:59:36 -0400 <Kodak621> @TrumpsGAGirl @ReneeCarrollAZ @realDonaldTrump I hope he knows how many patriots are praying for him and his family daily.
1107793704943845376 2019-03-18 19:59:35 -0400 <duane964> @realDonaldTrump This doesnt even cover your golf expenses.
1107793704721489920 2019-03-18 19:59:35 -0400 <BigGreen72MUC> @realDonaldTrump Guess it takes one to know one.
1107793703165480961 2019-03-18 19:59:35 -0400 <markvance82> @realDonaldTrump @JohnstonDennise Good job Mr President Trump MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
1107793701848391680 2019-03-18 19:59:34 -0400 <DCNATIVE8> @realDonaldTrump Is that a check from the $2 billion you owe Deutsche Bank?  What did you use as collateral?  Who defaults on $2 billion?
1107793700703346689 2019-03-18 19:59:34 -0400 <kmac232323> @realDonaldTrump Hey. I’ve seen that signature before
1107793699977617408 2019-03-18 19:59:34 -0400 <KimberlyJPI> @realDonaldTrump Broidy! Broidy! Broidy!   https://t.co/CwT5H8o1IZ
1107793699642044418 2019-03-18 19:59:34 -0400 <Koaowner> @LindseyGrahamSC If you continue to be in bed with @realDonaldTrump , you will end up, like he will, on the ash heap of history.
1107793699432357888 2019-03-18 19:59:34 -0400 <fireholdingfire> @Chewman84820 @krassenstein @realDonaldTrump He’s a paid shill, bro.
1107793698975301634 2019-03-18 19:59:34 -0400 <JacklynnsBoo> @realDonaldTrump You perpetuate hate. That means YOU HAVE RESPONSIBILITY IN THIS!
1107793698543157248 2019-03-18 19:59:34 -0400 <thesquoosh> @stevefox247 @Darktionary @SecretsBedard @Scavino45 @realDonaldTrump Have a nice life.  This isn't worth anybody's time.
1107793698170068999 2019-03-18 19:59:34 -0400 <TaoistRedux> @realDonaldTrump Well ... you did steal all that money from your “charity,” so you can understand why the media might be a bit suspicious.
1107793698094383104 2019-03-18 19:59:34 -0400 <kevberm> @realDonaldTrump Why did #Loretta_Lynch downgrade #Clinton from investigation to matter? Do we have her direct answer?
1107793697264099329 2019-03-18 19:59:33 -0400 <SaintSluggo> @JackPosobiec @realDonaldTrump If only you understood basic banking as well and you understood how to use dating sites to cheat on your pregnant wif
1107793697188577281 2019-03-18 19:59:33 -0400 <jrreece1623> @realDonaldTrump  https://t.co/8AbxD9bs4W
1107793696572010497 2019-03-18 19:59:33 -0400 <AnnRing16> @SenatorRounds @realDonaldTrump @POTUS The weirdest part about this is it's Nebraska that's flooding, not SD. WTF?
1107793696035086338 2019-03-18 19:59:33 -0400 <Hackett2Billy> @Alyssa_Milano @realDonaldTrump hey alyssa where is a good place to go in sicily.  Don't read this article this is not about love.  https://t.co/LVCv0AYjO5
1107793695716323329 2019-03-18 19:59:33 -0400 <RonaldHereford> @JakeChamberz @ChatByCC @realDonaldTrump TDS!
1107793695162531840 2019-03-18 19:59:33 -0400 <L30Z_13> @KamVTV @realDonaldTrump Do your research. SAD!
1107793693950574592 2019-03-18 19:59:33 -0400 <PerlmanGerry> @realDonaldTrump That’s the only reason you donate your salary!
1107793693447258112 2019-03-18 19:59:32 -0400 <Adrian_Dupree> @ChatByCC @realDonaldTrump Bot bot bot bot bot bot bot!!
1107793692277030912 2019-03-18 19:59:32 -0400 <borisbern74> @ABC Hmmmm. Just keeps adding up @realDonaldTrump #hahaha
1107793691798892544 2019-03-18 19:59:32 -0400 <toadwhisperer01> @realDonaldTrump  https://t.co/MjaaAKZZrF
1107793691559817216 2019-03-18 19:59:32 -0400 <dtonjo72> @realDonaldTrump You’ve stolen that amount of money from all the contractors who have sued you over the years so...🤷🏿‍♂️
1107793690267774976 2019-03-18 19:59:32 -0400 <SusanElla64> @realDonaldTrump We're working on it.
1107793690049708032 2019-03-18 19:59:32 -0400 <Chaz_D_> @realDonaldTrump I wonder what the point of all this is.
1107793689970135040 2019-03-18 19:59:32 -0400 <DougPiranha18> @realDonaldTrump How much do you take in from directing foreign governments to use your hotel? 10 million?
1107793689504559105 2019-03-18 19:59:32 -0400 <DaveFilichia> @echump @JackPosobiec @realDonaldTrump @JoeBiden What was that? A few tater tots.
1107793686409216001 2019-03-18 19:59:31 -0400 <janchranch> @realDonaldTrump The VOID thing is interesting, Biff.
1107793685264125953 2019-03-18 19:59:31 -0400 <JeffWilson913> @sarahwoodwriter @realDonaldTrump Wait. You think he tells the truth on his taxes?! HAHAHAHAHAHA.
1107793684811186176 2019-03-18 19:59:30 -0400 <onetermcongress> @Chewman84820 @krassenstein @realDonaldTrump Trump claimed he raised $6,000,000.00 for the Veterans...that was Jan 2017, when questioned in July about he money that NO ONE had seen or gotten.  Tummmp claimed he raised $4,500,000.00...hummm. That's $1,500,000.00 difference...That is lots of $100,000.00 dollar checks.
1107793684492374019 2019-03-18 19:59:30 -0400 <BillyDenham1> @TheBeatWithAri @realDonaldTrump Breaks his Promise to Americans with his Veto!!!  https://t.co/bRAn2RCr0c
1107793681367662592 2019-03-18 19:59:30 -0400 <IndepedentForce> @realDonaldTrump Show us your transcripts from the schools that you threatened
1107793681203908608 2019-03-18 19:59:30 -0400 <catwoman0629> Hey @realDonaldTrump how about trying to do it with Class?
1107793680604295168 2019-03-18 19:59:29 -0400 <ABenitas> @BeckLuvsBunnies @realDonaldTrump  https://t.co/Xt0emXe2dz
1107793679723438081 2019-03-18 19:59:29 -0400 <needfreeprotoo1> @realDonaldTrump  https://t.co/MfWQfPganT  So can we see your taxes too?
1107793675315306496 2019-03-18 19:59:28 -0400 <arcticshark06> @realDonaldTrump That amount will not cover even ONE DAY ON YOUR GOLF COURSE!!!
1107793673993908224 2019-03-18 19:59:28 -0400 <Evo2911> @realDonaldTrump For third year in a row, Trump’s budget plan eliminates arts, public TV and library funding. OF COURSE NOT! HE HATES READING AND ONLY HAS PORTAITS OF HIMSELF IN HIS HOUSES AND OFFICES. HE'D RATHER BASH MEDIA PRAISE WHITE SUPREMISISTS AND TOUT B---S---
1107793672941326341 2019-03-18 19:59:28 -0400 <angryshortguy> @realDonaldTrump Our president has a mental disorder. His twitter rants are all the evidence we need. He needs psychiatric care and we need him to resign before the damage to our country is irreversible. #unstablepresident #UnfitForOffice
1107793672119218177 2019-03-18 19:59:27 -0400 <BasharMandalawi> في آخير تغريدة له قبل ساعة #ترامب يثير الأميركيين على #تويتر بعد إعلانه التبرع براتبه الى وكالات مختلفة  وكان ترامب تبرع بنحو 100 ألف دولار من راتبه إلى المعهد الوطنى لتعاطى وإدمان الكحول العام الماضي @realDonaldTrump  https://t.co/ayOOvMxUWJ
1107793671737372672 2019-03-18 19:59:27 -0400 <dlpsoccerpdx> @realDonaldTrump Wow. Another non-presidential comment. You really have no clue on how to be a normal human being, much less the leader of America. You are the most obvious loser we have in politics. Karma will get you!!!  #sfb. #worstpresidentever
1107793668021334016 2019-03-18 19:59:26 -0400 <GhostFace_2019> @_Michelangelo__ @realDonaldTrump @mehdirhasan Agreed
1107793667786506240 2019-03-18 19:59:26 -0400 <georgeshik> @JackPosobiec @realDonaldTrump @MSNBC Well then, that proves that the poll is total BS
1107793667295608832 2019-03-18 19:59:26 -0400 <rodlinafelter> @MariaBartiromo @realDonaldTrump We haven't gotten to the feature yet!  We're still viewing the previews but I'm betting it's about time to silence your cellphones.
1107793667144802304 2019-03-18 19:59:26 -0400 <RaheelPervaiz> @onearmmofo @IlhanMN @HgUsa1 @realDonaldTrump The only pity is you who has lived his life full of hatred and mental illness.
1107793667065032711 2019-03-18 19:59:26 -0400 <e_mcclee> @realDonaldTrump Sad you feel compelled to Tweet that. BTW you might as well donate your salary since you don't actually do anything. 😂
1107793665181839362 2019-03-18 19:59:26 -0400 <CocoFrench1> @realDonaldTrump Might get blamed for the cyclone too... Geez, they think you are a god!!!!
1107793664867131393 2019-03-18 19:59:26 -0400 <prugtiv> @realDonaldTrump Your pay should be sacred; it was well-earned.
1107793664573620226 2019-03-18 19:59:26 -0400 <CleveReconstru1> @realDonaldTrump Dear Sir. Banning the N word from the Radio would show your support for Blacks.Make it illegal.
1107793663961243648 2019-03-18 19:59:25 -0400 <LoisDucharme> @realDonaldTrump that may be but he def has a highter IQ than You
1107793662782537728 2019-03-18 19:59:25 -0400 <AnthonyReaHolm1> @ida_skibenes @realDonaldTrump  https://t.co/cGmthtLIAa
1107793661721538560 2019-03-18 19:59:25 -0400 <Alexgar19777> @PCatatumbo_FARC Lo que apoyan es la impunidad, hoy escuché a @AngelicaLozanoC  decír dizque pagarían en granjas y no en cárceles exigimo extradición @realDonaldTrump  @mike_pence para @petrogustavo @IvanCepedaCast @angelamrobledo @PartidoFARC, terroristas @CorpoRosaBlanca #NoMarchoPorDepravados
1107793660047998977 2019-03-18 19:59:25 -0400 <dannotdaniel> Wow.  Trump claimed the financial crisis an "Act of God" so he could get out of a loan and sued the lender $3B  You hear that you #MAGA folks?  This is what @realDonaldTrump  thinks of your God.  https://t.co/0W0LlV1EsL
1107793659464814593 2019-03-18 19:59:24 -0400 <RicoSuaveJD> @realDonaldTrump But you're profiting off the Presidency, so you owe us money.
1107793659251093506 2019-03-18 19:59:24 -0400 <DonnaHa28053232> @BenHMaarof @realDonaldTrump Thank you for correcting me.
1107793658504462341 2019-03-18 19:59:24 -0400 <GeorgePaschall> @Jeanjeannie20 @DwayneSuede @judy_moticka @realDonaldTrump No, likely because there was no inspector-general nominated for the entire time she was there. They didn't know she was using a private email server, because that is illegal, and they assumed she wasn't a criminal.
1107793657355214849 2019-03-18 19:59:24 -0400 <Maricocolita> @realDonaldTrump Where are your tax returns???
1107793656373788672 2019-03-18 19:59:24 -0400 <toblessed1> @realDonaldTrump had the nerve to make fun of @JoeBiden for being tongue tied!!😂😂😂😂😂😂😂😂😂
1107793655497056256 2019-03-18 19:59:23 -0400 <ValenRCN> @Wattawildworld @Ham_Den_Vilde @steph93065 @realDonaldTrump The hypocrites like EU who supported Paris Accord has failed.  https://t.co/7fszoEHZbB
1107793655459397632 2019-03-18 19:59:23 -0400 <pupspop13304> @realDonaldTrump we've already seen your checks...
1107793654519947265 2019-03-18 19:59:23 -0400 <maryreginaperr1> @realDonaldTrump That is very kind and generous of you and it’s something I thought you would do!💕
1107793651646631936 2019-03-18 19:59:23 -0400 <MeyerhoffKeith> @realDonaldTrump Best president ever, thanks 45
1107793651525144576 2019-03-18 19:59:22 -0400 <getawaygalsd> @TimFlannery2 @Lrihendry @realDonaldTrump How can they only love Trump and hate so many people who are better than he will ever be?
