979508501813739520 2018-03-29 19:59:59 -0400 <JohnSch89549267> @FrancisWegner @realDonaldTrump   https://t.co/v25JLVnEWg
979508412257062912 2018-03-29 19:59:38 -0400 <SolFlos66> @realDonaldTrump A Muslim ban and a Wall.  I see a theme here, and no. It's not called "safety" and it most certainly is not mAg.
979508411183214593 2018-03-29 19:59:38 -0400 <the2kgus> @realDonaldTrump @mattressking55 Sounds like something you would do #QuackQuack
979508405827244032 2018-03-29 19:59:36 -0400 <CleCheap> @jeffzeleny @realDonaldTrump Northeast Ohio has a number of community colleges. People attend them, support them with their -- pardon the expression -- taxes and know what they are.
979508404162121728 2018-03-29 19:59:36 -0400 <SoarForFreedom> #HillaryRU🥃Drunk?!😌😂  Must be poundin🍷em back,after the #ClintonDossier/#FisaAbuse🙌hashtags... Ha! #FYI:We're gonna🇺🇸#KeepAmericaGreat2020 w/@realDonaldTrump:☑️👍  https://t.co/oxHYtjZMNF
979508399124643840 2018-03-29 19:59:35 -0400 <ajiduaaLeonard> @realDonaldTrump ,@POTUS ,@IntlCrimCourt ,@usun,@netanyahu ,@un,@vp, @number10gov .@eu,@AmnestyNigeria ,@amnesty .why waste time, n, funds / supports @StateDept , fighting counter #terrorism coalition in NGR, instead of support #biafra's #Referendum, ASAP!.  https://t.co/bakGGAUgsE
979508395421159424 2018-03-29 19:59:34 -0400 <robynninthahous> @LuluP44 @FoxNews @realDonaldTrump @DonaldJTrumpJr @EricTrump @JebBush   https://t.co/TCbTOWtfwM
979508393592303616 2018-03-29 19:59:34 -0400 <jchristophemich> @realDonaldTrump Sorry mein fuhrer, you have done only damage.  https://t.co/O8JqRNdOsk
979508388219547648 2018-03-29 19:59:32 -0400 <Bella89113> No, she sold her soul to get what she wanted. She can simply leave the adulterer @realDonaldTrump  https://t.co/GXNfaBM0kG
979508382796312576 2018-03-29 19:59:31 -0400 <ODonnellKathlee> @delight_fish @realDonaldTrump Well, I think Manafort and Kushner go to prison before DJT does. You should not assume who I like and don't; but in the meantime I would like a pres with integrity  https://t.co/OiqMFjNTuZ
979508382636810241 2018-03-29 19:59:31 -0400 <LaurieNorton5> @realDonaldTrump Don't bother tweeting again until it's to say you're resigning, Looselips.
979508381747744768 2018-03-29 19:59:31 -0400 <AmericanIndigo1> @melpottsAlabama @realDonaldTrump Like what? We are paying for the wall. Federal deficit has risen. Tax breaks easily more beneficial to the rich. White House is under constant cloud of scandal for multiple issues. Repeatedly cheated on his wife who says dislikes bullies, but is married to one🤔Just disappointing
979508381533683713 2018-03-29 19:59:31 -0400 <richardc2000> @LouDobbs @EdRollins @realDonaldTrump he gets a bonus from obama and hillary for doing this....
979508379004551168 2018-03-29 19:59:30 -0400 <steffansears> @TeddMcc @leslieau7 @RepTedLieu @GerryConnolly @RepDonBeyer @RepJayapal @RepRubenGallego @PeterWelch @FBI Oh and isn't that cute.. ses badge and all.. traitors!! Won't go over well w @realDonaldTrump @POTUS #QAnon
979508376336936961 2018-03-29 19:59:29 -0400 <merelyawoman> @Mindpollution3 @JonesRj1964 @solusnan1 @sascat @cleotiger17 @SpectorFaustus @Marjori87941817 @jorgelgarcia33 @Betterw05759703 @kneadinghands @kaslina @TrishCooper14 @brooksidemb @AntiLiberal415 @FWResistance @YvetteJacqR @eaglesfanjoe_sr @OSGdirector @beauandsugar @zephyrwon2001 @WendyTruong3 @hwmnylx69 @stopguninsanity @omega3825 @Uhuruhsiempre @Hope_Sinks @Frank66Stanton @mchovden1785 @chicfire451 @NativeTexan74 @YerOpinion @VivHuskings @gerryblevins @stephens_ben @lyonsnyc @alapoet @moveover4me2 @Lala2pisces @mytracyann @Raul42685912 @DebbieGei @gzusscripes1 @DKeller69034983 @rizfan @BOTRAINER @Rasmin2011 @beebrus @Davinciboy1 @mainelynigel @realDonaldTrump Congratulations. You must be doing something right.
979508376249032704 2018-03-29 19:59:29 -0400 <JinStephan1> @TripAdvisor puts its customers at risk of violent crime. @realDonaldTrump   https://t.co/HvQ60bbOkL
979508373795360768 2018-03-29 19:59:29 -0400 <talaal31> @Bader_ita @ostorah123 @realDonaldTrump ⬆⬆⬆⬆⬆
979508372432187393 2018-03-29 19:59:29 -0400 <DJacksonNBRC> ❄️BREATHE🇺🇸AGAIN🇺🇸 TONI🎸BRAXTON-‘93🎺 @realDonaldTrump @VP @VoteGOP18 @Cabinet #MAGA #USA #Trump @GOP @NRCC @NRSC @FoxNews @Heritage @RichfieldPolice @OFRW @ohiogop @indgop @yaf @OhioSenateGOP @NRA @OHVotes4Life @CPAC @OhioBlackExpos @Ohio_Politics  https://t.co/VxHz9fZNNS
979508372251791362 2018-03-29 19:59:28 -0400 <MichaelGSimmon3> @TheSWPrincess @TEHam87 @realDonaldTrump @gbmnyc @Trumpet1984 @jacksnowknows @Kiwi_CGFX @Minervasbard @sammylou_08 @negasonic2018 @VA_Amilyn_Holdo @TrinityResists @DadoftheDecade You must only get your info from the msm
979508371635294209 2018-03-29 19:59:28 -0400 <turkish421_j> @CoreyLMJones @realDonaldTrump   https://t.co/8t6kY2NREV
979508371190579200 2018-03-29 19:59:28 -0400 <PatsFan876> @realDonaldTrump hey, dumbass. Bush was still in office in 2007. Hillary wasn't evedn close. Willfully ignorant moron.  https://t.co/IbnqoWS7q3
979508369835753472 2018-03-29 19:59:28 -0400 <NadineColbert> @realDonaldTrump Ok @realDonaldTrump prove that you want to build infrastructure. Build Bridges not Walls! #BorderWall #infrastructure #IMPEACHMENTNOW #TrumpCrimeFamily
979508369311567872 2018-03-29 19:59:28 -0400 <williammacker> @realDonaldTrump Damn Spanky why you lie so much?
979508366748868610 2018-03-29 19:59:27 -0400 <AndiGoward> @SRuhle @AlibabaGroup @realDonaldTrump Didnt liar in chief once say, he pays the least amount taxes possible?
979508365318590464 2018-03-29 19:59:27 -0400 <58eaglesfan> @DonaldTrumpMike @realDonaldTrump They can always find a job at Amazon if they can't compete, or find a better way to serve their customers.
979508363498201088 2018-03-29 19:59:26 -0400 <davejungle83> @realDonaldTrump Nice fence Donald is it high enough to stop you from fucking off to Mexico for good though?
979508359681355778 2018-03-29 19:59:25 -0400 <BazookaLoaded> @willchamberlain @Cernovich @realDonaldTrump the people that are in power follow BANKS, that use MONEY as a lie, to take resources a relocate them, they all read books and programs themselves form certain religions as knowledge or excuses to fuck everyone over, they have disease cus of incest, so they steal our genetics
979508357747769344 2018-03-29 19:59:25 -0400 <canyonslm> @realDonaldTrump @mKheywood Stop taking credit for what others started before your tiny inauguration.
979508356158115840 2018-03-29 19:59:25 -0400 <aimbball> @realDonaldTrump Should try firing @JeffBezos
979508355634024449 2018-03-29 19:59:25 -0400 <AGirlHadNoPOTUS> @realDonaldTrump #SpankyTheFakePOTUS  https://t.co/kVe08fOrca
979508350122565633 2018-03-29 19:59:23 -0400 <Siddhalee> @realDonaldTrump @POTUS And just penises, right?
979508348419756033 2018-03-29 19:59:23 -0400 <Geenabazinga> @realDonaldTrump And creating jobs, jobs, jobs.   Tech jobs are the future not ‘clean’ coal
979508346494562306 2018-03-29 19:59:22 -0400 <ArgentinaMama> @farlanewastaken @RevTrinaCCA @jlhtchr @DixieCaronAdam1 @Recook63Russell @realDonaldTrump She's just one of many.  One claimed her right to bear arms is in the Bible.  It must be the 11th commandment.   Right after the one that says 'thou shall not kill'.  #UnstableReligiousNuts
979508345924136960 2018-03-29 19:59:22 -0400 <teresabrown113> @solentgreenis @MorphPAGE @realDonaldTrump Oh Yes, how sweet it is..You completely Rocked it again Sol...Loved it 😉🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
979508342400806913 2018-03-29 19:59:21 -0400 <Gregwhite111> @realDonaldTrump Thank you president Trump. Finally, our country will become once again, what it was. That Shining Light On The Hill.
979508342094643200 2018-03-29 19:59:21 -0400 <Lib_Librarian> You know whose ratings suck? @realdonaldtrump's! Even Fox cut away from his Nuremberg rally.
979508337086627840 2018-03-29 19:59:20 -0400 <JayneCudzil> @CREWcrew @CamAnalytica @realDonaldTrump Holy moly.
979508336407162880 2018-03-29 19:59:20 -0400 <janet_pesenti> @jeffzeleny @realDonaldTrump Eff me. Ask Donald what a diploma mill is. As in, you "graduate" Wharton but still don't know how to capitalize or punctuate. Or you can't succeed in business w/o a fund of several million from dad before you declare bankruptcy 6 times, *after* "graduating" business school.
979508334633070592 2018-03-29 19:59:20 -0400 <jgsgerard> @GOP @realDonaldTrump GOP Traitors!! Trump the Russian stooge!!
979508330694496256 2018-03-29 19:59:19 -0400 <lindarchilders> @brezzo @pissedoffgrandp @realDonaldTrump Great minds. 👊😂😂
979508326219288576 2018-03-29 19:59:18 -0400 <henry_coggin> @ShafPatel @realDonaldTrump You should get on your camo and ride it back to India and stay there
979508324826828800 2018-03-29 19:59:17 -0400 <ASauer65> @solentgreenis @realDonaldTrump I would love to watch that movie again.  Haven’t seen it since i was young...
979508324738756608 2018-03-29 19:59:17 -0400 <robynninthahous> @LuluP44 @FoxNews @realDonaldTrump @DonaldJTrumpJr @EricTrump @JebBush   https://t.co/5eeaY4gcIa
979508323291713536 2018-03-29 19:59:17 -0400 <PeterDa11408918> @TEHam87 @TheSWPrincess @realDonaldTrump @gbmnyc @Trumpet1984 @jacksnowknows @Kiwi_CGFX @Minervasbard @sammylou_08 @negasonic2018 @VA_Amilyn_Holdo @TrinityResists @DadoftheDecade You could not take a gun to a tank Fight
979508322314412032 2018-03-29 19:59:17 -0400 <RevenantFox> @AmoraBunny @telikonol @Vae_00 @KalebPrime @RegressiveBard @FurredIntellect @Azu_Rayn @Popehat @Templar_Gamer1 @APaverDarkly @Nice_Weeb @TheQuQu @Anarchangel_ @Nielk1 @PolUnpurrect @MrShikaki @JimFear138 @jondelarroz @realDonaldTrump @Vetusan @SquidLewd @Pontifex @NotJonMollison @JulianAssange It's not hard to Telipost.  Can guarantee that would be his reaction though :P
979508322142363648 2018-03-29 19:59:17 -0400 <GingermakenaKf> @realDonaldTrump Maybe they don't pay many taxes because of your tax plan where huge businesses are getting a break. They give the USPS business just as other large retailers do, receiving a break on their shipping. You just get dumber and dumber don't you
979508320565264384 2018-03-29 19:59:16 -0400 <KarenABCDEFG> @realDonaldTrump Does this mean that you will hire only American workers at all your properties? Of course not; you are the Hypocrite-In-Chief.
979508319034445825 2018-03-29 19:59:16 -0400 <JohnFavere> @realDonaldTrump @RealMikePompeo @AmbJohnBolton  https://t.co/4VnKg96ETh
979508316811403264 2018-03-29 19:59:15 -0400 <eastslidah> @Muh_Politics @JulianAssange @realDonaldTrump This is a senatorial level tweet, Mr Iversson.  Former Green Senator⤵️  https://t.co/aveAIxNXAY
979508315603587075 2018-03-29 19:59:15 -0400 <MichaelTillots5> @realDonaldTrump @POTUS #ReleaseTheVideo #ReleaseTheVideo #ReleaseTheVideo #ReleaseTheVideo #ReleaseTheVideo #ReleaseTheVideo #QAnon  https://t.co/ihVtv2Ssvp
979508314705833984 2018-03-29 19:59:15 -0400 <Giteshpoudel> @realDonaldTrump It's simple, we kill the Batman.
979508310671069185 2018-03-29 19:59:14 -0400 <MsJayeBee> @RoseanneOnABC I couldn't care less she supports @realDonaldTrump, she stopped being funny years ago &amp; she needs the entire cast to be relevant at all. But THIS is beyond disgusting!! Dressed as Hitler, baking Jew shaped cookies in an oven, then eating them?!! DONE!!  https://t.co/7BK2Ujo9lW
979508302836092931 2018-03-29 19:59:12 -0400 <ClassicMP> @NellSco @realDonaldTrump 😂🤣still have that comic touch.
979508299874914304 2018-03-29 19:59:11 -0400 <tammy7231753> @elevenstars @realDonaldTrump Oh .. check again .. YES he has ..  and ALL of us who LOVE our POTUS are patting him on the back too! When u make comments like this .. it makes u sound like children!
979508297307889664 2018-03-29 19:59:11 -0400 <KatieAnnSays> @realDonaldTrump spews hate &amp; #prejudice, commits sexual assault &amp; adultry, and is committing financial crimes on a weekly basis.  But @Walmart is worried about @Cosmopolitan ... #shameful  https://t.co/OrlzlfrkXy
979508295374458880 2018-03-29 19:59:10 -0400 <upmkt5> @realDonaldTrump  #ditchMitch #PaulRyan Both need to go now. #fireSessions. Chris Farrel From Judical Watch should be AG
979508290387243008 2018-03-29 19:59:09 -0400 <InserinG> #OpeningDay @realDonaldTrump #ReleaseTheVideo #HRCVideo #DrainTheDeepStateSwamp #QAnon #GreatAwakening #ThursdayThoughts  #QAnon #WeThePeople #Yankees #BlueJays #RedRising #HappyEaster  https://t.co/gbCvAml450
979508282950930432 2018-03-29 19:59:07 -0400 <DanielWhiticar> @ComeTakeMyG19 @vageneman141 @Never4gtDresden @WhiticarD @R0CKS6I9 @workhardhustle @netanyahu @realDonaldTrump @RT_com @ChinaDailyUSA @TulsaPolice @RT_America Time i meet
979508282422329345 2018-03-29 19:59:07 -0400 <ayersbethany73> @jeffzeleny @realDonaldTrump Graduating in December with a B.S. in Environmental Biochemistry with a minor in Sustainable Community Development. Because I want to make our country better!
979508279989633025 2018-03-29 19:59:06 -0400 <aseasonednurse> @realDonaldTrump As usual you remember nothing about your civics class. The Supreme Court is not part of a political party.
979508277405822977 2018-03-29 19:59:06 -0400 <YukFTsang2> @LouDobbs @realDonaldTrump Why the US had a supper powerful military in the world and our military defending other countries borders but not our own US borders I don’t understand as an Legal immigrates from other country. I disbelieve how Liberals run this great country. Americans wake up look  at Europes
979508275698913282 2018-03-29 19:59:05 -0400 <caro> @jeffzeleny @ENBrown @realDonaldTrump Uh, I went to community college to learn digital photography and editing. I don’t think it’s what he thinks it means when he means “vocational and technical.”
979508271764656128 2018-03-29 19:59:05 -0400 <chark5678> @AGSchneiderman @realDonaldTrump 👍🏻👍🏻👍🏻
979508267809460226 2018-03-29 19:59:04 -0400 <Dad_Before_Dawn> @NancyKnittle @MagniFieri @realDonaldTrump It's either #republicunts or #trunts.
979508266949427202 2018-03-29 19:59:03 -0400 <normtatlow> @realDonaldTrump You are yesterday's news. FULL STOP.
979508266643415041 2018-03-29 19:59:03 -0400 <Qizi3> @realDonaldTrump Hey trump, you're going to veto this hard if it goes through, right?  This is in direct violation of the constitution.  https://t.co/3SYcfBA4Vq
979508264768503808 2018-03-29 19:59:03 -0400 <mrnando> @realDonaldTrump no one will or is looking to repeal the 2nd  https://t.co/lB0sGdipmE push that idea to panic the idiots. People want sensible limits and checks on gun ownership,same when they said Obama will take our guns and will come into homes and had FEMA coffins,didn’t happen,wasn’t true..
979508263908794368 2018-03-29 19:59:03 -0400 <khourymurphy5> @realDonaldTrump @seanhannity  https://t.co/dpK0Z2cyxS
979508262432329728 2018-03-29 19:59:02 -0400 <SamuelG93530619> @favabean7 @realDonaldTrump @realDonaldTrump is a #ShitHolePresident
979508261614333952 2018-03-29 19:59:02 -0400 <Lindapsw666> @globalnews @AM980News @realDonaldTrump @therealroseanne Rather watch paint dry...
979508259689304064 2018-03-29 19:59:02 -0400 <harryspalding67> @realDonaldTrump And here's the beginning of the collusion that Mueller is clearly exploring now ... obviously Trump campaign was compromised since day one  https://t.co/vfV8UfdG0U
979508255834759168 2018-03-29 19:59:01 -0400 <amazon6936> @realDonaldTrump Use the money on the wall to rebuild the roads. I will pay for that but not the wall.
979508253557182464 2018-03-29 19:59:00 -0400 <s__monty> @solentgreenis @realDonaldTrump Thank you!!!!!  🤣🤣🤣
979508253540352006 2018-03-29 19:59:00 -0400 <debishaw1956> @realDonaldTrump You're doing this because the NRA is full of your supporters. This so needs to be addressed and changed!!!! We also desperately need to abolish the electoral college!! It's antiquated and grossly unfair to American citizens!!! The popular vote should elect our President!!!
979508252558770176 2018-03-29 19:59:00 -0400 <NevadaJared> @MainstreamNews @realDonaldTrump Let's see your tax return
979508251464122369 2018-03-29 19:59:00 -0400 <DeNovo1968> @realDonaldTrump This times are a'changing.  More concerned with effects of Cambridge Analytica &amp; its thieft of FB Data and involvement of Mercer/Bannon/Mannifort/Bolton&amp;you in targeting w/Russians stolen data on 2016 election.  Conspiracy Indictment w/GRU coming soon
979508249006432256 2018-03-29 19:58:59 -0400 <MeriBeier> @realDonaldTrump Build more psychiatric hospitals and make insurance companies help pay for treatment of so many sick people! That would “Make America great again”.
979508246707822592 2018-03-29 19:58:59 -0400 <MisMahvash> @realDonaldTrump LAIR  https://t.co/essPDHfXUE
979508245961330688 2018-03-29 19:58:58 -0400 <LynSimpson9> @ODonnellKathlee @realDonaldTrump And,  BTW,  they were illegals!
979508243943903233 2018-03-29 19:58:58 -0400 <HappyInMichigan> @FoxNews @CLewandowski_ Because of @realDonaldTrump Andrew McCabe’s FBI career was long, distinguished, and unblemished.  He embraced the most daunting, difficult, and important challenges that the FBI and the country could assign to him over the past 21 years.  Help him, please  https://t.co/PzmflZ1V6k
979508241624281088 2018-03-29 19:58:57 -0400 <iambhutia> @CamAnalytica commercial claiming that they are responsible for making @realDonaldTrump the @POTUS 👇😬  https://t.co/5AwAOtwgg8
979508239887986688 2018-03-29 19:58:57 -0400 <TheAdvo46815945> @ArtfulLiving_CB @realDonaldTrump Has anyone found out who her sponsors are so they can be Boycotted???????
979508234041118720 2018-03-29 19:58:56 -0400 <tpotts69> @Abstract_88 @Ty556x45 @DawnM43091820 @ajcolon01 @realDonaldTrump I'm very informed and in no need of advisement.
979508227153960960 2018-03-29 19:58:54 -0400 <lindarchilders> @brezzo @realDonaldTrump Yea, don’t eat anything there! Probably easier to watch the game on TV.
979508224486408192 2018-03-29 19:58:53 -0400 <exdemtrumplover> @johnswiger28 @jackschofield @realDonaldTrump My dear please don't make assumptions. I love wit!!
979508224033546246 2018-03-29 19:58:53 -0400 <joyhasfaith> @ICUEverywhere69 @Jason2956 @IngrahamAngle @realDonaldTrump @davidhogg111 @Nestle @NestleUSA @Wayfair @TripAdvisor @Bayer @sleepnumber @ATT @Allstate @esurance @LibertyMutual @RocketMortgage @Arbys @hulu  https://t.co/xYgdJ1wwDv
979508223463034887 2018-03-29 19:58:53 -0400 <NDSeaver> Thank you California for complicating @realDonaldTrump and @EPAScottPruitt's efforts to gut our environmental and health protections.  https://t.co/NdaGoISI2d
979508220396998656 2018-03-29 19:58:52 -0400 <vijayprashad> Will Europe cave to pressure from @realDonaldTrump and put sanctions on Iran on a set of issues not related to the nuclear deal? My report at @newsclickin -  https://t.co/tsKyRN7Tew
979508212004143104 2018-03-29 19:58:50 -0400 <pissedoffgrandp> @lindachilders1 @brezzo @realDonaldTrump They were in his elbows at that time.   https://t.co/yaKd7sHNeK
979508209852567552 2018-03-29 19:58:50 -0400 <trump2trumpIRL> Yo Prez, @realDonaldTrump, The nearer the bone the sweeter the meat.
979508206094336000 2018-03-29 19:58:49 -0400 <richardc2000> @TomFitton @realDonaldTrump said from the start - sessions is part pf this....
979508197189853184 2018-03-29 19:58:47 -0400 <TrrumpCard> @realDonaldTrump Yeah, why keep people in government positions who know what they’re doing.  Push them all out and let the Trump idiots in,  loyalty over intelligence and knowledge!  What a cluster f**k from the President on down !
