1175197948293943297 2019-09-20 19:59:59 -0400 <stone_shoe> @LyndaBarrettMer @ScottPresler @realDonaldTrump  https://t.co/S2OFVp3jUP
1175197865016270848 2019-09-20 19:59:39 -0400 <notlob2> @WhiteHouse @realDonaldTrump Our history is also littered with cowards,who hid behind the sacrifices of better men and women.Who pushed others into fighting and dying for something that they themselves,would not fight for.We need peacemakers,not more dead and maimed,soldiers
1175197864856711168 2019-09-20 19:59:39 -0400 <ABK010> @realDonaldTrump #Trump2020
1175197853175570432 2019-09-20 19:59:36 -0400 <newheavensearth> @MD3399465957 @ChuckRossDC @MattWolking @realDonaldTrump NYT did one expose on it a while back (a few years?). Beyond that, yes, they have been sitting on it, as have all other MSM news outlets.
1175197847806861312 2019-09-20 19:59:35 -0400 <Covar2021> @NBCNews @realDonaldTrump needs to be impeached!! A disaster for our country and for the world.
1175197845613207552 2019-09-20 19:59:35 -0400 <Dossing15> @MatthewJshow @realDonaldTrump Speak for your own private parts - not mine.
1175197837824577536 2019-09-20 19:59:33 -0400 <07Brooks31> @ToscaAusten @almostjingo @RepAdamSchiff @RepCummings @RepEliotEngel @realDonaldTrump @RudyGiuliani @ReElectCummings Lol. Twisted neck syndrome. Love it
1175197836205416448 2019-09-20 19:59:32 -0400 <Nycrunner23> @AndyOstroy @realDonaldTrump An orange fox looks better than this fake orange buffoon
1175197834880212993 2019-09-20 19:59:32 -0400 <pleesmall> @real_defender @realDonaldTrump Holy shit your replies to him get more and more lame every day. Getting tougher huh???
1175197832946552832 2019-09-20 19:59:32 -0400 <hayleeberryy> @realDonaldTrump #ClimateStrike
1175197830430019584 2019-09-20 19:59:31 -0400 <FuchieT> @realDonaldTrump @BilldeBlasio Are you 8 or 9 years old?
1175197828504870914 2019-09-20 19:59:31 -0400 <langlotz1> @cary_urso @SurrettLinda @KassandraSeven @realDonaldTrump W/ China, and Korea’s Un, and Putin.  I tell ya, they’re looking to take over the world.  I truly believe that? Anyone else?
1175197824650305536 2019-09-20 19:59:30 -0400 <zetwitty> 👋 @realDonaldTrump
1175197824352477184 2019-09-20 19:59:30 -0400 <marti50720> @joncoopertweets @realDonaldTrump Could Trump have Jon Cooper band from social media.
1175197815598911488 2019-09-20 19:59:28 -0400 <chimara2627> @realDonaldTrump @IngrahamAngle What planet are you on 💩 ⭕️ President? You don’t have a clue. We can’t file for bankruptcy because we have some dignity ✊
1175197815305359360 2019-09-20 19:59:27 -0400 <FrustratedinGP> @realDonaldTrump  https://t.co/h6esEPNN4G
1175197810783768577 2019-09-20 19:59:26 -0400 <SirTomToYouSir> @MatthewJshow @RealJack @realDonaldTrump No need to yell, sir.
1175197810708402183 2019-09-20 19:59:26 -0400 <hiddenhandsz> @dave_tente @BoSnerdley @thedailybeast @realDonaldTrump Dave, even though Obama effed up, just being a pu**y doesn’t rise to the level of “high crimes”.   Extortion and using the power of the presidency and the United States for personal gain Is.   So is bribery.
1175197810460954624 2019-09-20 19:59:26 -0400 <TherealDanDavi1> @realDonaldTrump @IngrahamAngle And by that last tweet of course I mean that Donald J Trump has brought our country to Heights it is never reached.
1175197808652996608 2019-09-20 19:59:26 -0400 <davedbenefield> @UBCTexas @realDonaldTrump @JustinTrudeau If 45 would have gone black face  especially why P grabbing, he would have probably been beaten and thrown in jail in NYC, beaten or shot in LA, and lynched in TEXAS.
1175197806182748160 2019-09-20 19:59:25 -0400 <ImparcialCoahu1> #ArabiaSaudita @realDonaldTrump despliega fuerzas armadas en Arabia Saudita tras ataque a refinerías  https://t.co/9odj3ZhDoM
1175197804790071297 2019-09-20 19:59:25 -0400 <halkatkov> California Plans Aggressive Response To Trump Waiver Revocation  https://t.co/nkgJiJeNkh @senatemajldr @cher @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @VP @LindseyGrahamSC @KellyannePolls @AOC @redstate @taylorswift13 @JerryFalwellJr @KathyGriffin @elonmusk
1175197797647360000 2019-09-20 19:59:23 -0400 <mamoojs> @TulsiGabbard @realDonaldTrump I thank you for your service but your vulgar take on our President is sad. You as a woman using pimp prostitution as a idea is sad. You served your country well but to degrade our leader is sad. The B word etc. is sad. You still are a woman act like it. Sad.
1175197797500575744 2019-09-20 19:59:23 -0400 <Kistle2000> @realDonaldTrump On Fox 🦊 in the real world it’s 42 percent and dropping.
1175197797303369728 2019-09-20 19:59:23 -0400 <EHXCVI> @byorx @SenatorRomney @realDonaldTrump Please. Romney could never take a stand against him.
1175197795571195904 2019-09-20 19:59:23 -0400 <john_stPete_FL> @realDonaldTrump  https://t.co/bbm3Yj2b0p
1175197794757414918 2019-09-20 19:59:23 -0400 <FireBos75811702> @realDonaldTrump as a small business owner, I want to thank you Mr. President for all your hard work on creating a better business environment in America! We all have a chance when the odds are not stacked against us! 🇺🇸
1175197792983236610 2019-09-20 19:59:22 -0400 <JohnsonCamar> @realDonaldTrump @IngrahamAngle We love you mr.president long live usa
1175197790328123392 2019-09-20 19:59:21 -0400 <earthma23> @WhiteHouse @realDonaldTrump @ScottMorrisonMP We don’t want to be trump’s ally. #notmyPM
1175197788394508288 2019-09-20 19:59:21 -0400 <BetrCutlerLoose> @RepDougCollins @realDonaldTrump Andrew McCabe needs to be in protective custody NOW!  #ClintonBodyCount
1175197784456101888 2019-09-20 19:59:20 -0400 <lmsthistle> @Swishavenue @Tracking_m_Down @RWPUSA @SpeakerPelosi @realDonaldTrump So why is she so helpless?
1175197780920455168 2019-09-20 19:59:19 -0400 <mattdodier> @BGHeaven @RepSwalwell @realDonaldTrump Trump probably has some dirt on her.  That’s his MO.  Something is going on with her, impeachment hearings should have started a year ago
1175197779674697729 2019-09-20 19:59:19 -0400 <MarielisaGE> @MatthewJshow @realDonaldTrump  https://t.co/lpajcRzCb1
1175197779167047681 2019-09-20 19:59:19 -0400 <ThorEdson> @ScottPresler @realDonaldTrump How much for every time he asks a sovereign nation for help against one of his political adversaries?
1175197777774764033 2019-09-20 19:59:18 -0400 <RamonAr21484439> @realDonaldTrump ONLY A DICTATOR WOULD DEFEND VERY BAD AND EVIL DICTATORS LIKE KIM UNG JUN AND VLADIMIR PUTIN AND SAUDI ARABIAN CROWN PRINCE, ALL MURDERER HOW IN GOD'S NAME DO REPUBLICANS AND CONSERVATIVES AND EVANGELICOS SUPPORT A CRAZY DICTATOR LIKE DONALD J TRUMP PUTIN RUSSIA ???.
1175197774847139842 2019-09-20 19:59:18 -0400 <SemperFiComic> @ellensweeps @WorkingClassSJW @TWIT_ANTHONY @realDonaldTrump @MatthewJshow Duly noted!😉😅
1175197774259744768 2019-09-20 19:59:18 -0400 <DesertHostage> @POTUS @realDonaldTrump is killing our planet. #WTFU PEOPLE.  https://t.co/iRD1h8Mg9g
1175197773261443073 2019-09-20 19:59:17 -0400 <ladyulofine> @RepSwalwell @realDonaldTrump Of course he won't release the transcript  cuz he is guilty guilty as always. This guy needs to be impeached now. #ImpeachTrump #ImpeachTrump
1175197771881734144 2019-09-20 19:59:17 -0400 <Ndanjones> @RepDougCollins @realDonaldTrump Sources?
1175197769939738635 2019-09-20 19:59:17 -0400 <lisareiss> @August1405 @Vivgrace2017 @realDonaldTrump I'm here
1175197769298001922 2019-09-20 19:59:16 -0400 <TohsakaMine> @SagesEpiphany @Airvooocht @WhiteHouse @realDonaldTrump So constantly supporting and helping veterans is bashing. Oh what a world we live in. Just because you arent liked no matter what you do is wrong
1175197768735952896 2019-09-20 19:59:16 -0400 <GataLoca1020> @mtruzmanp @jguaido @realDonaldTrump @SecPompeo @WHAAsstSecty @USAenEspanol @SenRickScott @marcorubio Muy bien Miguel, estoy 100% acuerdo contigo  (Y con tu permiso me lo llevo, copio y pego cambiado tu nombre por el mio)
1175197767951536128 2019-09-20 19:59:16 -0400 <SkyNewsAust> US President @realDonaldTrump has approved the deployment of American air forces to Saudi Arabia to increase security in the region.    https://t.co/h64WXy4gxI
1175197767121002497 2019-09-20 19:59:16 -0400 <FIRE_THE_FOOL> DAY: @realDonaldTrump is confirmed to be guilty of multiple crimes against the United States of America.   NIGHT: @realDonaldTrump starts a war in the Middle East that he has been brewing in case he needed to play this card.   #MAGA?? 'Merica First, right, trump supporters?
1175197765665742848 2019-09-20 19:59:16 -0400 <jgmonte922> @thehill @realDonaldTrump @FLOTUS  https://t.co/UrFi4V33xp
1175197760686968834 2019-09-20 19:59:14 -0400 <sgoldscher> @thehill @realDonaldTrump @FLOTUS Don't they look happy.
1175197758808043525 2019-09-20 19:59:14 -0400 <LisaNewcomb7> @P0A_Triot23 @joshgroban @realDonaldTrump @WhiteHouse  https://t.co/Hacze6Rrlw
1175197756891238401 2019-09-20 19:59:14 -0400 <GABrecken> @SomersetBean @Utsava4 @BrettMasonNews @wikileaks @realDonaldTrump @SBSNews The guy who gave them the DNC emails got stabbed in DC and died in the hospital, so yeah I think hed get killed if we dont do this right.  We need his testimony on a few things though.  Having patience is where most of us fail, I think JA will be extradited sometime next spring
1175197755591069697 2019-09-20 19:59:13 -0400 <fjmarin97> Muy poca integridad, dónde queda el cese de usurpación y transición? Con qué CNE, criminal o colaboracionista? Maduro será candidato? @realDonaldTrump líbranos de estos socialistas.
1175197754802540545 2019-09-20 19:59:13 -0400 <HillFredericH> @realDonaldTrump Back at you!  Give it up
1175197751459700736 2019-09-20 19:59:12 -0400 <Randette_Brown> .@realdonaldtrump @potus @flotus @whitehouse  .@whlive @gop @housegop @senategop  .@donaldjtrumpjr @ivankatrump @erictrump  .@jaredkushner @senatemajldr @lindseygrahamsc  .@geraldorivera @tedcruz @marcorubio @rudygiuliani  .@secretarycarson @seanspicer @sarahhuckabee  #ETC  https://t.co/DYNfJwbpUR
1175197745763639296 2019-09-20 19:59:11 -0400 <PetrikLex> @realDonaldTrump Donald the KING
1175197742437502976 2019-09-20 19:59:10 -0400 <jason_wages> @BrianKarem @realDonaldTrump If only someone had caught that on camera. Oh the memes we could have unleashed!
1175197741363974150 2019-09-20 19:59:10 -0400 <LarsNewbould> @HelenMcCabe10 @07glen @realDonaldTrump "Racist, fascist propaganda against foreigners from the EU?" I condemn all racist, fascist propaganda. I am not at all surprised the EU is indulging in it, it is a crypto-fascist organisation. Horrible people. I'm glad we agree.
1175197740734697472 2019-09-20 19:59:10 -0400 <1Firewire> @realDonaldTrump To answer your question rather bluntly, I’m gonna have to go with a definite fuck no on this!
1175197737135964161 2019-09-20 19:59:09 -0400 <Rich3Dawg> @realDonaldTrump Trump is #LyingHard.  https://t.co/oFGb8BVYPR
1175197736775208960 2019-09-20 19:59:09 -0400 <SabraDarling> @realDonaldTrump @POTUS "Everything Nixon did during Watergate pales in comparison to Trump using the power of the Presidency to pressure a foreign leader who needs U.S. Aid to investigate a political opponent  https://t.co/kWCfKfxWfJ
1175197735693238272 2019-09-20 19:59:08 -0400 <57jackson> @leeF787 @realDonaldTrump ??????
1175197732040036352 2019-09-20 19:59:08 -0400 <Dan48396197> @Seipher31 @JustTheFacts_1 @jere7my @bama_flyer @RepSwalwell @realDonaldTrump Every time a scandal breaks😂😂😂😂  You mean every scandal they create.  Will Mueller be investigating this too?😂😂😂😂😂  Didn't get enough of tray embarrassment?
1175197728328081408 2019-09-20 19:59:07 -0400 <john_stPete_FL> @realDonaldTrump  https://t.co/tBuOQfogFk
1175197727069736962 2019-09-20 19:59:06 -0400 <SusanoftheLanes> @thehill @realDonaldTrump @FLOTUS What an awful dress.
1175197723898851328 2019-09-20 19:59:06 -0400 <JerryDiy99> @hollowornate @shellieb129 @pollsofpolitics @realDonaldTrump @HouseDemocrats So Leaders don't meet and talk. Wait Obama said wait till I reelected .
1175197718878281733 2019-09-20 19:59:04 -0400 <GidGidammit> @realDonaldTrump Hahahahaha
1175197715589787648 2019-09-20 19:59:04 -0400 <RookKate> @thehill @realDonaldTrump @FLOTUS With all his money you’d think he’d get a pair of pants that fit.
1175197715199864832 2019-09-20 19:59:04 -0400 <Turdman11> @SixMercer @JohnPBergin @realDonaldTrump Liberals like children who can't have it their way try to ruin everything and everyone's fun.
1175197713819979777 2019-09-20 19:59:03 -0400 <ChrisCota76> @lmcmasterl8 @rayd1475 @RichSementa @realDonaldTrump Of course. The 852 things that Trump has done up until mean nothing to you. Oh and:  https://t.co/3Pn5auNobh
1175197713337659399 2019-09-20 19:59:03 -0400 <trump_furry> @realDonaldTrump @POTUS are you a furry
1175197709998813185 2019-09-20 19:59:02 -0400 <saveourdemocra3> @realDonaldTrump
1175197709768241154 2019-09-20 19:59:02 -0400 <PackhamFineArts> @realDonaldTrump
1175197706463195136 2019-09-20 19:59:01 -0400 <TheUMillennial> @Alvamiga @MADE__USA @RealJack @realDonaldTrump Thank goodness you're in the UK and not America.  #BuildTheWall #LegalImmigration #AmericansHelpingAmericans #AmericansBeforeIllegals
1175197706404290560 2019-09-20 19:59:01 -0400 <Jackie7018> @SeanChampVA @thehill @realDonaldTrump @FLOTUS LOL
1175197702801330176 2019-09-20 19:59:01 -0400 <joemessana1> @DaddyFiles @realDonaldTrump More bullshit from a Democratic.
1175197702344167424 2019-09-20 19:59:01 -0400 <LynnBelvedere85> @MeowthsWorld @thehill @realDonaldTrump @FLOTUS @jjjjjjjjjjohn’s rendering of the whitehouse kitchen during trump’s reign
1175197700595363845 2019-09-20 19:59:00 -0400 <MizQue> @donald_j_putin @pinewoodsdojo @Catlady628 @hvsales @ohiomail @kimmybeaa @AsherAdventure @dreamcatcher5 @eclexia @haldonahue @KgKathryn @foggybottomgal @Jeanabella @LadyGloriousjax @NaphiSoc @ReporterPhoenix @sportsterchic @graceslick77 @abronxchick @criteria681 @Birdseye1 @ananavarro @RWPUSA @maddow @DrJillStein @realDonaldTrump @senatemajldr At Trump's age, it's not so early.......
1175197700133937152 2019-09-20 19:59:00 -0400 <NedraIkhumen> @realDonaldTrump why are we deploying!!!!! WTF!!!! I thought we weren't fighting other people's wars!!!!! Why, why, why, this is stupid!!!
1175197699747926016 2019-09-20 19:59:00 -0400 <RebeccaResistor> @realDonaldTrump What's "Great for kids" is the ability to attend school without being slaughtered by a gunman, having clean air to breathe and water to drink, not being torn away from parents and caged like an animal and living in a country where healthcare and a good education is a right! F.U.
1175197692416483340 2019-09-20 19:58:58 -0400 <juniavsantiago> Para que eu me divirta o Senhor deve plantar para além mde 5.000 árvores. Reflorestar Para que eu me divirta como sempre. @BorisJohnson  @realDonaldTrump  @Nasa 🌏🌏🐢🐯🤡🥕🌽🍆🥁🐢🐯🥕🍆🐢🥕🤡🤡🤡🤡🤡🤡👹👹👹👨‍🚒👩‍🚒👨‍🚒👩‍🚒🧙‍♀️🧙‍♂️🧙‍♂️💋🐯🐯🐯🐦🌎💐🌸🌳🌳🌳🌳🌳🌴🌴🌴🌴🌴🌵🌵🌵🌵🌲🌲🌲🌲🌲
1175197691275440128 2019-09-20 19:58:58 -0400 <LulaPuch> Dow fell for a second day. Yeah, your economy is down the rabbit hole @realDonaldTrump Not only will you be voted in again, everyone is is is laughing their ass off at your f**kup's. You are destroying us.  From Discover on Google  https://t.co/JJ4cwT86gQ
1175197688872067074 2019-09-20 19:58:57 -0400 <Dolores20088561> Ya...&amp; YOU lie every time you open your mouth @realDonaldTrump ...SO nice try on attempting to lay the “I’m innocent, no collusion here” tactic!!🙄🙄 ain’t gonna work on anyone but your blind base but their eyes will be opened when you’re in prison 🖕🏽🖕🏽🖕🏽
1175197687161004032 2019-09-20 19:58:57 -0400 <tifflovesoils> @realDonaldTrump You only picked the one over 50 but the rest of many polls show you not even hitting 50. America hates you
1175197685617516545 2019-09-20 19:58:57 -0400 <TherealDanDavi1> @realDonaldTrump @IngrahamAngle Common sense is not a flower that grows in everyone's Garden but most of us have enough sense to understand what a good economy is. You can lie to all the people some of the time and some of the people all of the time but you can't lie to everyone all the time.
1175197679690735617 2019-09-20 19:58:55 -0400 <glenn19401> @my_starling @intheMatrixxx @MimiGrams62 @realDonaldTrump @POTUS This sounds best reason
1175197674548670464 2019-09-20 19:58:54 -0400 <_Dave_Erickson_> @boonecutler @RepDougCollins @realDonaldTrump @HillaryClinton @SpeakerPelosi @JohnBrennan @StormIsUponUs @FBI @DOJPH @DefenseIntel @CIA @USArmy @USMC @USNavy @usairforce #InternetKarateChampion
1175197671805444096 2019-09-20 19:58:53 -0400 <SpecialDeeee> @realDonaldTrump How is conspiring with foreign govt's to delegitimize our elections making this country great again? Asking for a friend, and for all the American people. It's time for you to go you fucking traitor. Constantly siding with dictators instead of your own DOJ.. smh
1175197666113916930 2019-09-20 19:58:52 -0400 <PejorativeSaint> @justindye26 @Derfesorus @soonerjesse @SudoMaurice @jgkoomey @LafondBoys @GavinNewsom @realDonaldTrump @WhiteHouse What I saw was a phony who can’t even run a Docker container.  Show me how to deploy my app on Kubernetes; hell I’ll even accept Compose, you no talent hack.
1175197657196879872 2019-09-20 19:58:50 -0400 <john_stPete_FL> @realDonaldTrump  https://t.co/oLEmEYUX9m
1175197656383152129 2019-09-20 19:58:50 -0400 <bacchaus351> @MideleoMike @NJ_2_FL @vvonmerta @realDonaldTrump His decision to unilaterally pull out of the JCPOA which was working is one of the biggest reasons for the current tensions. If he had either expanded or altered the terms of the deal then fine. Unfortunately he has done zero in that regard.
1175197656353820673 2019-09-20 19:58:50 -0400 <mojangmine_4786> @WhiteHouse @realDonaldTrump @ScottMorrisonMP I thought Australia ever existed
1175197655422722049 2019-09-20 19:58:49 -0400 <gruffchick> @realDonaldTrump I wish this twat hadn't endorsed this book. It deserves a chance but, like it or not, most of us won't touch anything Trump endorses.  It looks to be a charming tale about a little girl becoming a citizen. The illustrations are delightful and portray the diversity of our nation.
1175197654684336128 2019-09-20 19:58:49 -0400 <calles_perii> @emcy12345 @realDonaldTrump  https://t.co/MgPmdhUBBa
1175197648241881089 2019-09-20 19:58:48 -0400 <JW_Branding> @realDonaldTrump @POTUS Fed. Announces: "Bank Bailouts Extended Thru Oct. 10th  Why is the Federal Reserve bailing out the banks , I thought the economy was booming  ?  https://t.co/25vJ5GXPeH
1175197646371401728 2019-09-20 19:58:47 -0400 <EnochZachary> @Polo_82fever @1crazy_toaster @realDonaldTrump @POTUS @RedPill78 @IPOT1776 @M2Madness There is nothing new under the sun. This evil has existed since the fall of Man in the garden. Read the requirements for those who worship Molech and Baal.
