1171574070363795456 2019-09-10 19:59:59 -0400 <mmk_inc74> @andylassner @nypackergirl @realDonaldTrump Big. If true.
1171574002260856832 2019-09-10 19:59:43 -0400 <fantasticlegs> @realDonaldTrump  https://t.co/SfvezVUcCt
1171574001677688832 2019-09-10 19:59:43 -0400 <LazarusLeBaron> @ChatByCC @realDonaldTrump Thanks Obama  https://t.co/dpZMizF9Mw
1171574001010974726 2019-09-10 19:59:43 -0400 <MarleneFlorkow> @LarryWoolfolk2 @maryhilliard45 @twhlvrldy @realDonaldTrump No didn't know abt.that aspect till recently read art.I remember my mother talking abt.KKKon her lawn in IN.I'll have to dig up info she wrote  https://t.co/P8HmRbhzZe,has since passed.Alot of ugliness in America's past&amp;present.We really have not come very far or learned lessons
1171574000490823680 2019-09-10 19:59:43 -0400 <Momafortune> @IvankaTrump @realDonaldTrump  https://t.co/CenahN3teW
1171573997416439808 2019-09-10 19:59:42 -0400 <TinaTbrennan> How much more evidence do we need. .@realDonaldTrump is a criminal. He always been a criminal and unless we put him behind bars he will continue to be a criminal STOP 🛑 THE MADNESS #TuesdayThoughts #ImpeachTrump #ImpeachAndIndict
1171573997265227776 2019-09-10 19:59:42 -0400 <Jeres_Rant> @realDonaldTrump to black college students: Don’t become astronauts and science is bad    https://t.co/lkgrpqK0Ra  https://t.co/HwIgkjLXy3
1171573994644017153 2019-09-10 19:59:41 -0400 <BusyBee32870998> @SpeakerPelosi @realDonaldTrump Please oh please oh please start impeachment proceedings now! Why are you waiting?
1171573994216181764 2019-09-10 19:59:41 -0400 <George66971291> @myvegans @real_defender @realDonaldTrump He’ll win. Watch the debate and you’ll see why.
1171573992257458176 2019-09-10 19:59:41 -0400 <SeanLouisiana> @realDonaldTrump @SarahHuckabee @foxandfriends @FoxNews Yea, she is honorable in truth of the spirit of preserving life even of the whole, making connections in the way that best serves America and those who partner with us, not unlike you. Too bad others Error of belief, in error, and can't rightly see the honorable spirit of the way
1171573991191924736 2019-09-10 19:59:40 -0400 <ChrisGomber> @ChatByCC @realDonaldTrump Mexico will pay for wall. Lies told, Lies continue.
1171573987891015682 2019-09-10 19:59:40 -0400 <Welchmom29> @piersmorgan Seems like you did not get the memo...your boy @realDonaldTrump fired John Bolton because John would not kiss @realDonaldTrump a$$. So how is that little Brexit thing going?
1171573984531320832 2019-09-10 19:59:39 -0400 <CmonMan187> @Anonymo34878373 @coconuttytinian @DanielStayton1 @ecollins81 @ThatTrumpGuy @realDonaldTrump You really enjoy all of this? His administration has turned over like 3x, senior memebers of the GOP party are retiring mid-term.. China deal is crippling farmers, Mexico isn't paying for the wall, gop Senate hasn't approved new nafta... really? You're really happy with this?
1171573983960952832 2019-09-10 19:59:39 -0400 <shawneej> @MichRogCook @wdunlap @realDonaldTrump 🤣
1171573983692484609 2019-09-10 19:59:39 -0400 <Lszl44730738> @realDonaldTrump The good thing about people like this trump(small letters on purpose) that they can only go DOWN.
1171573981587091456 2019-09-10 19:59:38 -0400 <Robin95333630> @realDonaldTrump  https://t.co/5T6ac6vSTk
1171573980844609537 2019-09-10 19:59:38 -0400 <MichaelTruGrit> @cavett86 @greggers4usa @realDonaldTrump And I'm white and don't have a Clinton Harem of women.
1171573980760805377 2019-09-10 19:59:38 -0400 <GPHaeffner> @realDonaldTrump @POTUS @WhiteHouse @BillSpadea @MattRooneyNJ @Brooks8314 @MeghanMcCain @HuntsmanAbby @GOP @seanhannity @TuckerCarlson @IngrahamAngle @JudgeJeanine @JudicialWatch @TomFitton @PressSec
1171573980618252288 2019-09-10 19:59:38 -0400 <wberetta1313> @RandPaul @realDonaldTrump Rand the suck up.  POTUS has NO instincts what so ever.
1171573977459961857 2019-09-10 19:59:37 -0400 <JillyBits> @realDonaldTrump you wee unfit for this office. You are WAY OUTTA YOUR LEAGUE. You have no skills for anything &amp; you are going to prison. Racist, rapist, grifter, traditor, you &amp; Putin will not overtake this US OF A and we will clean up your messes. You will not have a regime.  https://t.co/sqwI5uiisY
1171573973135646721 2019-09-10 19:59:36 -0400 <Michael53209555> @realDonaldTrump Incredible work done by an incredible president. You too can be incredible. Get the secret here:  https://t.co/qVLWqLuZfr
1171573968744177664 2019-09-10 19:59:35 -0400 <morowe61> @realDonaldTrump Bullshit #pussyassbitch
1171573966550503424 2019-09-10 19:59:35 -0400 <leesu44> @KimScott_1820 @StewardshipAmer @realDonaldTrump  https://t.co/kes7OCojOM
1171573963845251072 2019-09-10 19:59:34 -0400 <EconCircus> @RodrigueOssi @realDonaldTrump @KVP_Macro Which #socialist #dictator will out-shout him for the win?
1171573963559964672 2019-09-10 19:59:34 -0400 <daxravens06> @RepDustyJohnson @WhiteHouse @realDonaldTrump &amp; This 👇  https://t.co/R20lYFEvPw
1171573961341243392 2019-09-10 19:59:33 -0400 <enginerdmd> @realDonaldTrump  https://t.co/uD8zoQjDhB
1171573961097977856 2019-09-10 19:59:33 -0400 <mjsmith1712> @RealTCOT @realDonaldTrump Dude.  You're so transparent.  How's the borsht?  #reported  https://t.co/5OU9vIIjSo
1171573959697063937 2019-09-10 19:59:33 -0400 <MainesRuss> @realDonaldTrump I like the ones that make you look Sad!
1171573957750771713 2019-09-10 19:59:32 -0400 <MarkVose72> #LOSER @realDonaldTrump  @gop
1171573957704802304 2019-09-10 19:59:32 -0400 <DDuffy54> @EvaSalcido @RandPaul @realDonaldTrump DUMP TRUMP in 2020 Save America
1171573955309776896 2019-09-10 19:59:32 -0400 <Parnellart> @realDonaldTrump @VP I don't have anything to do with it as far as I'm his boss and I put pressure on him to do so.
1171573954978299904 2019-09-10 19:59:32 -0400 <michaelwolf16> @realDonaldTrump
1171573952818421760 2019-09-10 19:59:31 -0400 <JRomano312> @realDonaldTrump You’re getting better with the Sharpie.  A+
1171573952491282432 2019-09-10 19:59:31 -0400 <misshellca> @FistedByJack @ReSista_Barb @michelle_spenc @ShellyRKirchoff @realDonaldTrump @simplyjustbeing @PetraMcCarron2 @SadieTNResist @Maltomash @hwmnylx @SpacialK3 @RichieFed @RicArner @pesterplarson3 @TruthBlueIn @LSD122070 @RENEEWEATHERS2 @sergeivote @VictoriaLAlbers @vegix @VaGyver @sawmcdargh @blueheartedly @Cdubey_Texas @RosannaPhillip @usageb170 @EJ_LiveWithLove @naturelover3333 @Roseymelhill @Wipapa5 @Black2thBone @gr8fulchik @strom_annette @dindin6 @DarwunStJames @og_dbl_lo_g @nhojhpesoj @2Suspension @johnnynort1 @RebelsRhodes @DetroitLove88 @WatersOfMarch11 @WilliamFPeters2 @Aruthasexy1 @Leslieoo7 @LegionBobo @kingsrush @rusty_hodge @jfinn6511 Yes!
1171573949936930816 2019-09-10 19:59:31 -0400 <jupiterose123> @kyle30921840 @oldmarinemcd @JudicialWatch @TomFitton @realDonaldTrump Trump gave hush money, BRIBED, a porn star &amp; bunny to affect the election.  That's criminal.  He's in violation of the emoluments clause of the constitution.  Criminal.  He is in violation of the congress's right of oversight insisting his aides ignore congressional subpoenas.
1171573949320368130 2019-09-10 19:59:30 -0400 <memacavanagh> @realDonaldTrump @USCG Great job by our Coast Guard
1171573948536020993 2019-09-10 19:59:30 -0400 <Eddie_Hudd> @realDonaldTrump  https://t.co/jhrvjYEv5f
1171573946254340099 2019-09-10 19:59:30 -0400 <Diulaylomo1969> @yangganghub @AndrewYang @realDonaldTrump Go Yang! #YangBeatsTrump
1171573944715042819 2019-09-10 19:59:29 -0400 <JocitizenUSA> @GilWritesHere @SpeakerPelosi @realDonaldTrump Let first find out what is impeachable ? List please        Pretty sure crickets sound will follow !!
1171573943960047617 2019-09-10 19:59:29 -0400 <Nadine23956652> @JFNYC1 @SirHublife @realDonaldTrump @POTUS Among us with their wrong doings &amp; evil deeds! Trump said he would expose them &amp; by God he sure is &amp; did &amp; will continue to do so with their help!!
1171573943502852096 2019-09-10 19:59:29 -0400 <jcmichener> Love to infinity. Men plan, God laughs. Destiny takes a hand. @nra @realDonaldTrump
1171573943012134912 2019-09-10 19:59:29 -0400 <HerschelHatrack> @SpeakerPelosi @realDonaldTrump Show your proof lying Nancy .
1171573941187567621 2019-09-10 19:59:29 -0400 <FrankAr55210849> @TheMalcolmFinch @georgegalloway @realDonaldTrump That bum had a problem with you inviting the Taliban to the U.S days before 9/11. The nerve. So did he slap you when he quit?
1171573940092731393 2019-09-10 19:59:28 -0400 <eacasey59> @SuriusVsVodka @realDonaldTrump
1171573938889138176 2019-09-10 19:59:28 -0400 <blizthehusky>  https://t.co/ewSNbXz1fB @realDonaldTrump lives in an alternate reality
1171573938213871616 2019-09-10 19:59:28 -0400 <MarianneMarch11> @realDonaldTrump We know you made this chart yourself,And if the media finds out it’s wrong who are you going to blame for it.
1171573932404531201 2019-09-10 19:59:26 -0400 <Sharon32078496> @realDonaldTrump Sure
1171573930034774016 2019-09-10 19:59:26 -0400 <LazarusLeBaron> @MatthewJshow @realDonaldTrump Thanks Obama  https://t.co/rd7LJFUjYk
1171573926650175489 2019-09-10 19:59:25 -0400 <meganivers> Hey @realDonaldTrump, I know you're probably spooning right now. Can you roll over and ask your Taliban master if this was them?   https://t.co/vR8kVT8NuN
1171573923005292546 2019-09-10 19:59:24 -0400 <Beckybchicago> @realDonaldTrump Fake chart.
1171573920920555520 2019-09-10 19:59:24 -0400 <Marwan75> @ABC7 @realDonaldTrump may win CA in 2020 if he gives a $5000 credit to renters
1171573920257855490 2019-09-10 19:59:24 -0400 <kbakst> @SEAFORME1 @GregShugar @realDonaldTrump Read the poll.  That number is now below 50%.  Ouch.
1171573917313568779 2019-09-10 19:59:23 -0400 <AvrahamGoldberg> @realDonaldTrump Still trying to find the best people, huh?
1171573916961267713 2019-09-10 19:59:23 -0400 <VonMaximuz> @realDonaldTrump  https://t.co/icWHetZL5b
1171573914046271489 2019-09-10 19:59:22 -0400 <brookeabeyer> @russelln10 @realDonaldTrump Oh no, you’re misreading this, I was being sarcastic. There is almost nothing in this world that I would genuinely praise Donald Trump for doing. I’m glad he got rid of Bolton, but I in no way think he did it for any of the right reasons.
1171573910271381506 2019-09-10 19:59:21 -0400 <RockSolidDem> @realDonaldTrump Since 2010 .... Thanks Obama !!  Number of Undocumented Immigrants in US at a 25-Year Low   https://t.co/YbeNeEmT6e
1171573909705170945 2019-09-10 19:59:21 -0400 <annagahm100> @realDonaldTrump Another trump map doodle
1171573909470269440 2019-09-10 19:59:21 -0400 <Austin_J_Savage> @RosariaMarin0 @armylife20056 @TomiLahren @realDonaldTrump "Obama even stated you would need a magic wand to do what our president done." Obama did in fact state that you would need a magic wand. You know what? He was right. Trump has "done" nothing to change that, because he doesn't have a magic wand.  https://t.co/PJkrqbxFCs
1171573907494776832 2019-09-10 19:59:20 -0400 <JesusThe0nlyWay> @GOPLeader @realDonaldTrump I agree! But first, they really need psychological help. Seriously.
1171573907469602817 2019-09-10 19:59:20 -0400 <Laurieluvsmolly> @RealMarkKennedy @realDonaldTrump Report this fake account
1171573906970251264 2019-09-10 19:59:20 -0400 <TacoMini> @LeeHolly81 @realDonaldTrump This is January 2017 when he got the keys from 0bama
1171573902721654786 2019-09-10 19:59:19 -0400 <blginger1> @Stu6566 @AmericanMex067 @joe41clayton @MsMariaT @realDonaldTrump The meme says you just have to be ok with hate not that you hate. And since when is being anti-fascist a bad thing? I don't get believing the lies instead of believing your eyes.
1171573900246802432 2019-09-10 19:59:19 -0400 <DavidCa37360992> @realDonaldTrump Phony Bologna my little pony
1171573897935884288 2019-09-10 19:59:18 -0400 <CookieSplinters> @at_revenge @ida_skibenes @realDonaldTrump But is that truly what a pussy-ass would do? #PussyAssBitchPresident
1171573897612972032 2019-09-10 19:59:18 -0400 <GunderzT> @LewisForMN @JolynnMarie612 @realDonaldTrump Any idea how many Free Rides for College in MN were granted to Illegals? I bet the $ amount is staggering.
1171573897608814592 2019-09-10 19:59:18 -0400 <Momafortune> @Scavino45 @realDonaldTrump @POTUS @WhiteHouse  https://t.co/CenahN3teW
1171573894714744833 2019-09-10 19:59:17 -0400 <mommakins719> @sarismomm @poppe_antonio @Java702 @RawieDarren @AmericanMex067 @joe41clayton @MsMariaT @realDonaldTrump It's the beginning and it needs to be done.
1171573894085578762 2019-09-10 19:59:17 -0400 <GI_CowboyJoe> @TheRightMelissa @realDonaldTrump Melissa you are 100 percent right. I like your comment Obama record was food stamps 👍and you right on that one
1171573893469020161 2019-09-10 19:59:17 -0400 <RedDOGT2020> @charliekirk11 We had a political revolution! 2016! How can she not see that? #Trump2020 @realDonaldTrump
1171573892823076865 2019-09-10 19:59:17 -0400 <embrey_matthew> #TrumpFearsYang because when #YangBeatsTrump, Trump will die in obscurity. And that's what Trump fears the most.  @realDonaldTrump would rather America burn with all eyes on him than watch America prosper with no one around to watch him rant.  #YangGang #Yang2020 v. #MAGA
1171573890889453568 2019-09-10 19:59:17 -0400 <SandyAr94763583> @angelesforest @realDonaldTrump Did you read thatTrump you do lie
1171573890541219840 2019-09-10 19:59:16 -0400 <susiwinby> @realDonaldTrump Hey #FatBoy ..... #YangBeatsTrump
1171573889576493058 2019-09-10 19:59:16 -0400 <Jitzjess> @andylassner @realDonaldTrump You are probably right  https://t.co/LcR4C3gR0W
1171573888070889472 2019-09-10 19:59:16 -0400 <lambdin2012> @realDonaldTrump You can manipulate ANY data to prove a point. Sad
1171573883528310784 2019-09-10 19:59:15 -0400 <NanaB710> @andylassner @realDonaldTrump REALLY??? I just don’t understand why?? 🙄🙄🙄
1171573883515932672 2019-09-10 19:59:15 -0400 <Bstn14Trp> @TrumperSeaney @KatTheHammer1 @BreitbartNews @MittRomney @realDonaldTrump Hate @MittRomney such a jerk! He did nothing for us when he was in Massachusetts #obnoxious #elitist #smug
1171573882698043392 2019-09-10 19:59:15 -0400 <VPeaceb1> @realDonaldTrump At this point in time. I believe we (the United States) would be better having Mr. MAGOO or Spongebob Square Pants as President. Anyone would be better than the incompetent Trump and his corrupt administration.
1171573878801330176 2019-09-10 19:59:14 -0400 <Trump2020_KAG> @realDonaldTrump is the best ever! No one will ever be able to live up to him. Could you imagine what he could do if he had the support he deserves from those working so hard to bring him down? That’s exactly what they’re afraid of. #MAGA2020
1171573876620500992 2019-09-10 19:59:13 -0400 <405ogilvyave> @InRodWeTrustMTL @realDonaldTrump Their generous.
1171573869137813504 2019-09-10 19:59:11 -0400 <ryley44> @mammo74 @PackersFavreFan @realDonaldTrump The people who are capable of thinking for themselves.
1171573867824984071 2019-09-10 19:59:11 -0400 <C0ryw00d> @GenealogistErin @TweetsByCollin @realDonaldTrump  https://t.co/JVbiihf3wA
1171573866629648385 2019-09-10 19:59:11 -0400 <Patriot7231> @jones_digby @CarmenJ53282807 @SteveScalise @realDonaldTrump The Nazis are the one's that are dehumanizing half of our population because we don't think the same things you do. The Nazis are the one's wanting our guns. The Nazis are the one's that call us names, try to shut us up, and want us destroyed.  https://t.co/ua3oBoNoDv
1171573862460510208 2019-09-10 19:59:10 -0400 <debmacp1> @realDonaldTrump He is changing the narrative from the abject failure in Afghanistan. He will obliterate years of work by a lot of people to fulfill a campaign promise because Mexico Paying 4 The Wall is not working out #GOPTaxScam is BS and he is corrupt. It shows. He is #25thAmendmentNow crazy
1171573858152767488 2019-09-10 19:59:09 -0400 <grun777> @bigkerbear56 @realDonaldTrump I’m curious. Never heard about trump setting off IEDs in public places, did I miss something?
1171573856219189248 2019-09-10 19:59:08 -0400 <al_frey> @mike_pence @realDonaldTrump President Trump has made regulatory changes, creating jobs. God Bless him. #Trump2020
1171573852096233473 2019-09-10 19:59:07 -0400 <hyperbranch> @realDonaldTrump  https://t.co/R74y7pDJ5I
1171573851731505152 2019-09-10 19:59:07 -0400 <MyHomeTheUSA> @Stop_Trump20 Love it! @realDonaldTrump *is* such a candy-ass.
1171573849298653185 2019-09-10 19:59:07 -0400 <shawneej> @j_nvegas @realDonaldTrump Freedom of speech
1171573842575319041 2019-09-10 19:59:05 -0400 <NealeMorris> @MarcoPo62572685 @CCM_OperaMan @Lariolson1 @Crepes78 @ALT_uscis @realDonaldTrump And you say "A Brit" I am British do you mean English ?
1171573842491379712 2019-09-10 19:59:05 -0400 <TAdler19> At the current rate, illegal immigrants will cost us over $250 BILLION DOLLARS this year vs. @realDonaldTrump request for $5 Billion for the wall (~2%) of the cost. Do you think the Democrats are trying to bankrupt the USA or are they being funded by the cartel?
1171573841035968513 2019-09-10 19:59:05 -0400 <hdotard> @realDonaldTrump Bolton's decision-making is motivated by ideological principles rather than personal ambition.   Pompeo is motivated by personal ambition vs ideological principles.   The most dangerous team in DC = Dotard &amp; Pompeo
1171573837584109568 2019-09-10 19:59:04 -0400 <BrasherLee> @realDonaldTrump Finally made it down below Obama's levels without building a new wall so let's not waste our money hole in the wall let's save our planet in our wild Life  https://t.co/bQw6N4Ar7p
1171573834052509697 2019-09-10 19:59:03 -0400 <Chickenlegs61> @eugenegu @realDonaldTrump He “disagreed strongly” with Trump.  Somehow, I don’t see the honor in Trump’s decision.  I see spoiled brat wielding his power to dispose of those who “challenge” him.  Don’t give him too much credit.
1171573832328581120 2019-09-10 19:59:03 -0400 <HCotton9> @realDonaldTrump @CNN It's about time someone pull in the range to stop the Mad horses.
1171573831812542465 2019-09-10 19:59:02 -0400 <femdemmom> @SpeakerPelosi @Martha123z @realDonaldTrump Oh Nancy, Democrats calling.  https://t.co/iuznYIObo9
1171573828192997378 2019-09-10 19:59:02 -0400 <Pat50047589> @realDonaldTrump Yep thanks trump
1171573827798806534 2019-09-10 19:59:01 -0400 <Miguel_Conesa> FEMA official among those arrested in post-hurricane Puerto Rico fraud case. Mr.President should tweet on regard to this case of corruption done by US functionaries...  https://t.co/fyWeXrX9ww via @nbcnews @realDonaldTrump
1171573825319972864 2019-09-10 19:59:01 -0400 <vibroSteve> @19jackie65 @SpeakerPelosi @realDonaldTrump 🤣
1171573822434226177 2019-09-10 19:59:00 -0400 <heartofajedi> @realDonaldTrump  https://t.co/Gl3uFMlBGw
1171573821557493760 2019-09-10 19:59:00 -0400 <EnamoredAspects> @realDonaldTrump  Don't worry what ABC says about the polls!  I mean last time they were so off they all messed themselves when you won.   I would rather go through a recession with you than another Obummer wannabe like E. Warren.
1171573812963479552 2019-09-10 19:58:58 -0400 <monicagately> @JoeyKillerG @TheRightMelissa @realDonaldTrump Why do you think it’s real? Could be actors posing for this?
1171573811952705536 2019-09-10 19:58:58 -0400 <MAchomlishments> @realDonaldTrump What year was this?  Sometimes it’s helpful to properly label graphs with things, like the actual year.  Not insinuating you would misrepresent a document.
1171573808429522944 2019-09-10 19:58:57 -0400 <MBoulware87> @LeeHolly81 @realDonaldTrump They should probably get jobs then huh
1171573807632527360 2019-09-10 19:58:57 -0400 <428Panda> AOC wants Republicans 'on the record' against impeaching Trump  https://t.co/Y30byESJsA  BETTER YET, @AOC, i think the American People WANT @TheDemocrats “on record” FOR impeaching @realDonaldTrump.  #SecondTermLandslide #RetakeTheHouse #MAGA #TRUMP2020Landside
1171573807493963776 2019-09-10 19:58:57 -0400 <JeanneFentress> @realDonaldTrump We love winning!!!!!! TRUMP2020
1171573805388619776 2019-09-10 19:58:56 -0400 <bhatti8477> @KlasraRauf ابن سینا کلاسرا روف الخوارزمی صاحب ضروری نہیں کہ ہر اک بات میں آپ اور میں ہی سہی ہوں، کچھ باتیں ہماری عقل سے بالا تر بھی ہوتی ہیں. @realDonaldTrump بھی تو آپ کے بغیر امریکہ پر اچھی بھلی حکومت چلا رہا ہے @fawadchaudhry @SHABAZGIL @IrshadBhatti336 @AnwarLodhi
1171573804247613440 2019-09-10 19:58:56 -0400 <leavittdan> @PackersFavreFan @realDonaldTrump Wait for the election. If he’s voted out you’ll be proven right. If not I expect you’ll make up some bullshit excuse and refuse to accept reality.
1171573801085100032 2019-09-10 19:58:55 -0400 <lwqpas> @PressSec @realDonaldTrump Aliens are arriving? In UFOs?
1171573801034764288 2019-09-10 19:58:55 -0400 <DianaHakimTAAEB> @CloakedReality @realDonaldTrump Werk that and spread that like butter man. So true!
1171573799717879808 2019-09-10 19:58:55 -0400 <beer_n_politics> @puffdragon @realDonaldTrump We’ve got you covered, Gail!
1171573799185256450 2019-09-10 19:58:55 -0400 <ibnAdamHawwa> @EIowaGuy @mcfadzean_neil @W7VOA @netanyahu @realDonaldTrump @POTUS Not sure why, but that image is considered anti-Semitic.  I think because apparently Israel is the “Jewish home” which no one allowed to deny; and it’s their “God-given right”.  Even though many peaceful Orthodox Jews / Rabbis deny Israel...  https://t.co/PDHbjcXFza
1171573799063605249 2019-09-10 19:58:55 -0400 <DunnHingst> @thehill @realDonaldTrump We do not want a report. We want your taxes.
1171573797717237760 2019-09-10 19:58:54 -0400 <GordonLacoste> @PatrickAlanKel2 @Eff47489186 @ridenrocks1 @USAtruepatriot4 @RepDougCollins @realDonaldTrump And I could not agree with you more. A rhino is a beautiful and majestic animal but a rino is a Despicable creature.
