865718709679214593 2017-05-19 19:59:59 -0400 <justjessie226> @realDonaldTrump  https://t.co/auoi8bTG8j
865718625256316930 2017-05-19 19:59:39 -0400 <evers_oak> @THEFXR1 @mouse458 @billbong9059 @gdbaxter77 @ZiffyKat @ParraadamParra @realDonaldTrump @WhiteHouse And yet she still has not accepted her lose and putting the blame on otjers!
865718621640773632 2017-05-19 19:59:38 -0400 <FreedomTruthJoy> @ParaLaurie @WasserL @TanjaGibson @RepTedLieu @POTUS @realDonaldTrump Oh snap! I read this too fast. Just realized you mean DJT extending his hand/ring 4 Pope to kiss it! The Swiss Guard would go berserk! LOL!
865718617194852353 2017-05-19 19:59:37 -0400 <teritaylorking> @realDonaldTrump You mean #yourownfatass from prosecution!
865718615181590528 2017-05-19 19:59:36 -0400 <jpscollan> @Kennedy_School agrees with @theMRC: Media is biased against @realDonaldTrump  https://t.co/fPHOMmnclu
865718612010708992 2017-05-19 19:59:36 -0400 <MagentaMelee> @JamieLynnODell @Mike_P_Williams @Badchen @FriscoTx4Trump @realDonaldTrump Which proves my original quote. You guys can't debate w/o name calling and whining. Thank you.
865718610290921472 2017-05-19 19:59:35 -0400 <Vickie627> @AC6511 @drivin50 @VegasCactus @brianpurvis1 @BonniBK @davidjcanada @realDonaldTrump @DavidCayJ So? People should have DL to drive. Working isn't a bad thing
865718608839680000 2017-05-19 19:59:35 -0400 <AC6511> @Vickie627 @drivin50 @VegasCactus @brianpurvis1 @BonniBK @davidjcanada @realDonaldTrump @DavidCayJ Listen v your not bright you don't research anything u have Internet look it up or pay me to get your news
865718608147644416 2017-05-19 19:59:35 -0400 <hurbyluvbug> @realDonaldTrump Besides lying!
865718606197403648 2017-05-19 19:59:34 -0400 <LilithResists> @GovMikeHuckabee @realDonaldTrump He's pissed them off.  I doubt he's welcome.
865718605110849537 2017-05-19 19:59:34 -0400 <L0Ve_ITS> @realDonaldTrump ruined the word 'huge' for me. DT is a big/giant/enormous idiot.
865718604754563072 2017-05-19 19:59:34 -0400 <ell_chase> @GovMikeHuckabee @realDonaldTrump Governor stay home because you have become a laughing stock and your daughter who is a nice lady has become a pathological liar as Trump.
865718604012146689 2017-05-19 19:59:34 -0400 <thefreeknd> See what happens when you mess with shit @realDonaldTrump  https://t.co/Ngc3iIWsPd
865718602057474048 2017-05-19 19:59:33 -0400 <JillMyers1776> @AynRandPaulRyan @realDonaldTrump Leaves out Pence.  "First I've heard of this." Pull the string . "First I've heard of this." Pull the string...
865718601998905347 2017-05-19 19:59:33 -0400 <JordanPolinoJPD> @seanhannity @realDonaldTrump @POTUS  https://t.co/8hjotDo00y
865718589457932289 2017-05-19 19:59:30 -0400 <aulevi> @realDonaldTrump That is why electorate is giving Trump a chance, away from corrupt politicians
865718588954607616 2017-05-19 19:59:30 -0400 <Gamerisdead1> @abbiejayRSE @realDonaldTrump He has never sexually assaulted anyone.
865718586131841029 2017-05-19 19:59:29 -0400 <rafapachecop> Insisto,Sigo Esperando Que @POTUS Se Le Meta A @NicolasMaduro En Venezuela,Y Se Lo Lleven a EEUU y Lo Reciba @realDonaldTrump Con Un Abrazo
865718581912141824 2017-05-19 19:59:28 -0400 <Bavasser11> @realDonaldTrump Na an nana... Na na nana... Hey, hey, hey, goodbye!
865718571942387712 2017-05-19 19:59:26 -0400 <braun_kelly> @DonnaWR8 @Trump__Rocks @VFL2013 @gotspeed2burn @TheMeemStreams @Scavino45 @DonaldJTrumpJr @EricTrump @bfraser747 @CarmineZozzora @Scarlett210 @realDonaldTrump
865718570226929664 2017-05-19 19:59:26 -0400 <MLWoke> @realDonaldTrump Finally making America great again! By leaving.
865718565541957637 2017-05-19 19:59:24 -0400 <flulrich> @EricTrump Dear Mr. Trump, please let your father @realDonaldTrump know - Johnny DeStefano is blocking extension of ProTrump employees  https://t.co/CvajEhuP7N
865718565189636096 2017-05-19 19:59:24 -0400 <JAragman> @trish_regan @realDonaldTrump Your only redeeming quality is that you're easy to look at. Listening to you, not so much.
865718554045407232 2017-05-19 19:59:22 -0400 <Bigrobxander22> @ScottBaio @TedTrafficBAB @realDonaldTrump @FBI @seanhannity @KellyannePolls Uh oh r we triggered ladies and gentleman?
865718553827188736 2017-05-19 19:59:22 -0400 <angry_marketing> @realDonaldTrump Appoint one then. And quit whining.
865718553172901891 2017-05-19 19:59:22 -0400 <1956again> @realDonaldTrump @IvnankaTrump Face up to it like a man.  Even Nixon wasn't the coward you guys all are.  https://t.co/yWyW08DCi5
865718547187736577 2017-05-19 19:59:20 -0400 <ray60wilkes> @realDonaldTrump God Bless!  .....have a good trip .... maybe Dumbcraps will commit suicide before you return !
865718542783700992 2017-05-19 19:59:19 -0400 <locations131> @momgallizzy @mjlaburt @JD_2020 @Dirk_Geerts_NL @KEEMSTAR @realDonaldTrump Girl, your ignorance is showing. Rights and respect for all....Go to another country for that? 😂😂😂😂😂😂😂😂😂
865718538622820353 2017-05-19 19:59:18 -0400 <SSTUTTERFLY> @DianaBialkowski @BrianPSmyth @AnnCoulter @realDonaldTrump America is a continent and walls won't stop drugs and people. Help end the violent drug wars of Latin America funded by our drug demand.
865718533967278080 2017-05-19 19:59:17 -0400 <JeromeAzel> @Nocupcakeshere @joythought @ANGIE_nyc @brian_kautz @JordanUhl @realDonaldTrump Evet had to move for a real job? You do what you have to do snowflake.
865718533191196672 2017-05-19 19:59:17 -0400 <CIL81> Getting rid of @realDonaldTrump is the first step, @VP Pence UNFIT TOO. America deserves better. @SpeakerRyan no.Special election?
865718529944846340 2017-05-19 19:59:16 -0400 <Susanadeleonc> @monik_soto @tibere57 @realDonaldTrump @JuanManSantos Moni, creo que te equivocas, yo no trabajo en ninguna funeraria. Esos clientes mándalos para la vía a puerto. Jajajajaja
865718528837472256 2017-05-19 19:59:16 -0400 <Bohemianmoon> @RealDonaldTrump @VP @SpeakerRyan @SenateMajLdr  https://t.co/wRem0YWN2h
865718527969423360 2017-05-19 19:59:15 -0400 <gloriamoreno248> @rcnradio @JuanManSantos. Les fue mejor a los EX @AlvaroUribeVel  y a @AndresPastrana_ en reunión con mr @realDonaldTrump
865718527017267200 2017-05-19 19:59:15 -0400 <DeLaHay14534> @Trigger192018 @DC_Douglas @MarkMagnusson3r @AliSarsak @TrinityTM1 @realDonaldTrump Trump admitted he fires Comey over the Russia investigation. You don't believe Trump's own words?
865718526404956160 2017-05-19 19:59:15 -0400 <Damien57022248> @sherrihughesslp @TheGoodGodAbove @realDonaldTrump no. You all have to share a Big Mac jr
865718514811895810 2017-05-19 19:59:12 -0400 <Orly_licious> @sheeplemmings @desireed665 @RiversideWeekly @Cernovich @MrNashington @realDonaldTrump @wikileaks C'mon you can be more hateful than that, you're getting me hard don't stop honey.
865718508583133184 2017-05-19 19:59:11 -0400 <ChrisBraun1982> @realDonaldTrump Make sure Melania does not wear a head scarf,  we will not cater to the middle East, we are America!
865718507706757120 2017-05-19 19:59:11 -0400 <EYEONLIES> @lholi @EVE_1 @FiveSeven99 @fuckingyourgod6 @MaxineWaters @MSNBC @realDonaldTrump Awww... Bless Your Little Heart
865718507299893248 2017-05-19 19:59:11 -0400 <watinsky> @infinight888 @jules_su @realDonaldTrump @TulsiGabbard Update: Erdogan on tape telling his security detail to attack demonstrators at Sheridan Circle in DC.  IHW
865718506200997889 2017-05-19 19:59:10 -0400 <Helzbaby> I hope @realDonaldTrump live-tweets during his upcoming open senate testimony!  https://t.co/7tHBrXnR3c
865718506066767875 2017-05-19 19:59:10 -0400 <MelissaMRogers> @cornel_duma @familyunequal @realDonaldTrump I am going to block you because I have read all your tweets Cornel, and you are creepy as hell!
865718502170255361 2017-05-19 19:59:09 -0400 <marydoesnttweet> Dear @realDonaldTrump @GOP enjoy the waning days of spring because this summer IT IS GOING DOWN FOR REAL  https://t.co/PUC5OUbV1x
865718501482385409 2017-05-19 19:59:09 -0400 <ganny_roxx> @dumptrump33 @realDonaldTrump I see what you did there lol.
865718492988887040 2017-05-19 19:59:07 -0400 <LynneGee53> @BobbieHill @WandaJo43326514 @Reuters @realDonaldTrump That sound you hear is Trump-Humper heads exploding. Watch out! They're salty now. 😂😂😂
865718491814522881 2017-05-19 19:59:07 -0400 <thecitizeNY> A whopping 56% of Americans DISAPPROVE OF YOU @realDonaldTrump.  Bwahahaha.   https://t.co/qpozPktKep
865718488526147585 2017-05-19 19:59:06 -0400 <StoneColdChik> @NathanDWilsonFL @AshleyWarrior @realDonaldTrump and education!
865718486349119488 2017-05-19 19:59:06 -0400 <blondie54> @mthsr1 @realDonaldTrump It's def Jared and then the others to fall
865718480800161793 2017-05-19 19:59:04 -0400 <actorbrianwhite> .@realDonaldTrump U've turned ur son in-law in2 a Felon, + ur making worse by forcing Ivanka 2 sit around 'accomplicing'. Just quit already!
865718479118364677 2017-05-19 19:59:04 -0400 <cfdevereaux> @MyPlace4U @ReverendFelcher @politico @realDonaldTrump Spicer would be heartbroken if he knew a fellow deplorable thought he was "Anonymous"...
865718477654556673 2017-05-19 19:59:04 -0400 <BeBraveNStuff> Maybe @VanJones68 point is @realDonaldTrump was obstructing justice TO appease the russians. They are not exclusive @AlanDersh @CNN
865718476887007232 2017-05-19 19:59:03 -0400 <lori_oh> Putin is a great guy and Kim Jong-Un is a smart cookie, but Comey is a nut job? Ok @realDonaldTrump...
865718470855598081 2017-05-19 19:59:02 -0400 <TheCats2021> @zPopzz @NPR @nytimes @realDonaldTrump @POTUS ...and aliens really did land at Roswell, there is a secret world gov't called the Trilateral...i could go on....you're the reason I'm.....
865718469769048064 2017-05-19 19:59:02 -0400 <godemons27> #DunningKrugerEffect:the phenomenon in which the incompetent person is too incompetent to understand his own incompetence @realDonaldTrump 😂
865718465516236804 2017-05-19 19:59:01 -0400 <ThanomsriBarte2> @GovMikeHuckabee @realDonaldTrump Hope  They're  had a good time together for  The king of King 😆
865718463288967168 2017-05-19 19:59:00 -0400 <OCCAMz_Razor> @DearAuntCrabby @realDonaldTrump Trump: Tower, this is Ghost Rider requesting a flyby. HLSec: That's a negative Ghost Rider, the pattern is full.....Piss Off  https://t.co/c1BG2UzIUR
865718461175140352 2017-05-19 19:59:00 -0400 <RWestChicago> @realDonaldTrump What's @jaredkushner like to do? Work with Russians? Delete his twitter?  https://t.co/cCZIzXtXmF
865718459832946688 2017-05-19 19:58:59 -0400 <therudest_one> @williamlegate @realDonaldTrump Trump.   Yes, President You.  No.  Meaningless pandering to a losing philosophy  Trump. Yes cleans up BS in DC You   no.  Do nothing
865718453629485056 2017-05-19 19:58:58 -0400 <ChiDreaming> @Politics_Uncut @CNN @realDonaldTrump Truth is stranger, than fiction now a days.
865718452958490625 2017-05-19 19:58:58 -0400 <marleyandkyle> Psychological projection - If you haven't figured this out yet, you'll notice now.  @realDonaldTrump #nutjob   https://t.co/MUbI63aFkm
865718452358696960 2017-05-19 19:58:57 -0400 <anik1968> @realDonaldTrump lovely  https://t.co/bW4gSF3nxf
865718451700203523 2017-05-19 19:58:57 -0400 <AGirlHadNoPOTUS> @realDonaldTrump   https://t.co/0X9ji4xPPt
865718447539236864 2017-05-19 19:58:56 -0400 <Vickie627> @drivin50 @VegasCactus @AC6511 @brianpurvis1 @BonniBK @davidjcanada @realDonaldTrump @DavidCayJ If true you should easily be able to prove it. But you can't. What does that make you?
865718442594357249 2017-05-19 19:58:55 -0400 <Mrs_ChinChe> R u swinging this @realDonaldTrump #draintheswamp @PressSec @seanhannity @LouDobbs  https://t.co/i0NXgwWXAC
865718442489397248 2017-05-19 19:58:55 -0400 <NowIsNeverHere> @GOP @TheDemocrats @realDonaldTrump @SpeakerRyan @mike_pence @VP @OurRevolution @NancyPelosi   #SinglePayer #MedicareForAll  Make it happen.  https://t.co/C5BnsR85FZ
865718439717023745 2017-05-19 19:58:54 -0400 <AGirlHadNoPOTUS> @realDonaldTrump   https://t.co/UVDH6WcabV
865718439704395777 2017-05-19 19:58:54 -0400 <MadMom22> Alrighty! Spent the afternoon with my mom. What did #CrookedDonnie do while I was occupied? 🙄😳  cc @realDonaldTrump
865718437057888256 2017-05-19 19:58:54 -0400 <kivilcim4545> @realDonaldTrump BAŞKA GEZEGENLİLER DİYOKİ:BİZDE TANRILAR GİBİ İNSANLARLA KONUŞMAYACAĞIZ.MR.TRUP IN İSPAT ETMEYE ÇALIŞTIĞI KONU BU.HRİSTYN İ  https://t.co/2UHuQPL7Rm
865718433526296576 2017-05-19 19:58:53 -0400 <exceptions> @BY1959 @DearAuntCrabby @realDonaldTrump Fox one in the snot locker
865718428748976128 2017-05-19 19:58:52 -0400 <ButcherMarkss> @williamlegate @realDonaldTrump But your twitter is YUGE now, and you get to show it to everyone
865718413213270016 2017-05-19 19:58:48 -0400 <NObamaski> @Kamehamedoukenn @JeepgirlYJ @kristyraney @RealAlexJones @realDonaldTrump Naw dude people that believe baseless internet stories, or Russian bot stories are the downfall of America
865718410877038596 2017-05-19 19:58:48 -0400 <chuckghunter> @Bahamajoe0 @halsteadg048 @realDonaldTrump GOOD!  I HOPE THAT COREY AND PRES TRUMP CAN CLEAN THE UPPER SES RANKS OF GOVT OF ALL BAD MOUTHING BY NSA, CIA, AND DIA. SAME FOR IRS/VA/ETC.
865718407672602626 2017-05-19 19:58:47 -0400 <HollyFriendGA> @NathanDWilsonFL @POTUS @realDonaldTrump @FLOTUS @MELANIATRUMP @jeremygibson54 @GeorgiaDirtRoad @KamVTV @FoxNews @Scavino45 @AdelleNaz @IvankaTrump @EricTrump @ericbolling @DonaldJTrumpJr Love!!!
865718399711760385 2017-05-19 19:58:45 -0400 <stony225> @berkfran @McDude50 @sir_mitts_a_lot @bonsaibean @Kris_Sacrebleu @GetYerPopcorn @tedlieu @realDonaldTrump @POTUS This was always a Republican Dream issue.  They know it isn't true, but with Trump lying as much as he does, they don't care about truth.
865718396050165761 2017-05-19 19:58:44 -0400 <HerbGilbert13> @realDonaldTrump it's time to Purge executive branch. You need to be surrounded by American Patriots not Globalist. Don't BACK Down SIR.
865718392459845632 2017-05-19 19:58:43 -0400 <ShelleB114> @familyunequal @realDonaldTrump Don't we wish!
865718388194246657 2017-05-19 19:58:42 -0400 <CapitolComments> @AltStateDpt BREAKING: @realDonaldTrump &amp; #Kushner to seek asylum in Saudi Arabia! #wishfulthinking
865718386696826880 2017-05-19 19:58:42 -0400 <Dinky2112> @LouDobbs @realDonaldTrump What is a dimm?
865718384276774913 2017-05-19 19:58:41 -0400 <HODGE4L> @realDonaldTrump Trump voters in swing areas where he won by single digits dropped from 41% to 34% approval - Monmouth University poll. Minds are opening.
865718379570659328 2017-05-19 19:58:40 -0400 <doubobee55> Senate Intelligence Committee Comey is a nut job. @realDonaldTrump said it so to the trumpturd followers it must be true!  https://t.co/P1xM95G5RX
865718377234522114 2017-05-19 19:58:40 -0400 <RickyAgyekum2> @SuperCopyCat @mikepencemrbill @doebos4151 @Fusion @realDonaldTrump I wish I can make billions doing nothing? Maybe you like being broke. @SenSanders was a populist but lost.
865718376953466880 2017-05-19 19:58:39 -0400 <Harrytraylor4> @DineshDSouza @realDonaldTrump Bring down the liberal elitists
865718371660308480 2017-05-19 19:58:38 -0400 <JamesBarbarino> @RunHypocrites @JebSanford @realDonaldTrump They have been for 10 months. All they found was Flynn did something but long was he doing things maybe when he was with Obama
865718371412844548 2017-05-19 19:58:38 -0400 <NikkiClarkejb> @realDonaldTrump Who's the snowflake now Donny?!
865718369575727105 2017-05-19 19:58:38 -0400 <kelly2277> @realDonaldTrump Try putting #InBed after @realDonaldTrump tweets! Just like a fortune cookie! I'm dying! Didn't think they could sound any more perfect
865718368711487488 2017-05-19 19:58:38 -0400 <otiose94> #uspoli @realDonaldTrump #Russia #Putin The Toady by @KevinSiers   https://t.co/1d0spIbQsQ #auspol  https://t.co/IHFepVgOTi
865718367327596544 2017-05-19 19:58:37 -0400 <NCGardener1> @TeaPainUSA @realDonaldTrump And encourage him to seek asylum in Saudi Arabia...or Israel or ANYWHERE not close to the Americas, How bout the Philippines? Or Siberia?
865718365481873408 2017-05-19 19:58:37 -0400 <moinmt> @realDonaldTrump Now you know how Assange feels. Set him free. He's not a traitor, or a criminal. He got u elected. Send him home to his kids. Be the hero!
865718364836028416 2017-05-19 19:58:37 -0400 <OneUnnamed> @williamlegate @djsteveporter @stevenarce @realDonaldTrump remember the trash talking liberal swamp junkies asked for it, Mueller is  not going to let garbage like this go, he going to take you out.
865718363351396359 2017-05-19 19:58:36 -0400 <cntkirk2> @realDonaldTrump Hopefully you have learned what to say and not to say.
865718363112312833 2017-05-19 19:58:36 -0400 <JeremyCunnings1> @CNNPolitics They are coming for your job @realDonaldTrump
865718359735894016 2017-05-19 19:58:35 -0400 <cmm912> @colettey6 @steph93065 @realDonaldTrump @POTUS So name-calling is "human" and "truthful?" Don't get that, but ok.
865718337615126529 2017-05-19 19:58:30 -0400 <SlurryFire> @Team_Trump45 @DeLaHay14534 @realDonaldTrump We're? You and Mark Wahlberg? I can't help to wonder...what is your connection with him? And what makes you a patriot? The love of Wahlberg?
865718334834212867 2017-05-19 19:58:29 -0400 <JK_Columbus> @JonRiley7 Lookout, @realdonaldtrump, Pence is coming for your "job"!
865718334742032384 2017-05-19 19:58:29 -0400 <MichaelViscon12> @jithubber @TrinityTM1 @DC_Douglas @realDonaldTrump You keep watching fox and reading breitbart bud 😂😂😂😂
865718334532268033 2017-05-19 19:58:29 -0400 <vjonesphoto> @realDonaldTrump Enjoy your steak and ketchup. The whole world is laughing at you!
865718329641771009 2017-05-19 19:58:28 -0400 <wolfgirl1> @SenJeffMerkley @realDonaldTrump He is a moron
865718329339727876 2017-05-19 19:58:28 -0400 <veroesap> @Pontifex_es @ONU_derechos @realDonaldTrump NUTRO HNOPTE NICOLÁS TE DA RESPUESTA EN Q INVERTIMOS NUTRAS RIQUEZAS EN MISIONES A NUTRO PUEBLO  https://t.co/Qfh8AHCG4X
865718329096327169 2017-05-19 19:58:28 -0400 <IVote2018> @realDonaldTrump So your family is American. But you're supposed to protect ALL Americans. I know, that's a big job. Right?
865718327884173312 2017-05-19 19:58:28 -0400 <Republicants> @docrocktex26 @MelissaJPeltier @realDonaldTrump I think I'll buy a case of sweet wine (amontillado?)
865718325044801537 2017-05-19 19:58:27 -0400 <smackdab61> @realDonaldTrump Stop blaming everyone else for your short comings, America can never be great cause of it's treatment of African Americans for the last 200
865718322645565440 2017-05-19 19:58:27 -0400 <manykomyo> @JuanManSantos por favor deje de arrodillarse ante @realDonaldTrump y venga a solucionar sus problemas #ParoCivicoBUENAVENTURA #SalALaCalle
865718321601052672 2017-05-19 19:58:26 -0400 <braun_kelly> @realDonaldTrump FINALY! Please see this through! Please?  https://t.co/KcgRzJtoPK
865718318887571456 2017-05-19 19:58:26 -0400 <horizonrentals1> @pyattention2now @AZWS @SherryLCox9 @POTUS @RedNationRising @2ADefenders @AZWSTactical You mean she? Hillary right? @realDonaldTrump @FoxNews @DonaldJTrumpJr @seanhannity   #LockHerUp
865718314198106114 2017-05-19 19:58:25 -0400 <rainfirecat> @realDonaldTrump No, that's what you like to look like you're doing.  You're fooling less and less people daily.
865718311081959426 2017-05-19 19:58:24 -0400 <Shalmei> @realDonaldTrump Don't come back Donnie.
865718306363199488 2017-05-19 19:58:23 -0400 <Vickie627> @Giselleyearwood @Ahamay02 @AllegreeTheresa @terrysiddall @lolang1111 @MikeBoenVi2015 @RefuseFascismNY @FoxNews @realDonaldTrump I never made that claim. I claimed trump is being investigated for #TrumpRussiaCollusion
865718304270295042 2017-05-19 19:58:22 -0400 <JB_Parrothead> @GovMikeHuckabee @realDonaldTrump The MSM is writing headlines that Israelis r FURIOUS w/ Trump and bow not 2 share any intelligence w/ him. Is that true?
865718299690246147 2017-05-19 19:58:21 -0400 <ProceresVe2017> Maduro insult Donald trump in live @realDonaldTrump  @POTUS #USA #Venezuela  https://t.co/mETJ03aArC
865718299149172737 2017-05-19 19:58:21 -0400 <leehughman> I hope they impeach @POTUS  @realDonaldTrump  while he's overseas…  and make him fly @Delta  back to the States...
865718293482450944 2017-05-19 19:58:20 -0400 <AC6511> @Vickie627 @drivin50 @VegasCactus @brianpurvis1 @BonniBK @davidjcanada @realDonaldTrump @DavidCayJ Hey what cable you rely on your damn phone please girl
865718286910189568 2017-05-19 19:58:18 -0400 <EdwardBowman13> @_metafizik @realDonaldTrump @GOP Or Democrats it seems  https://t.co/fIM5cukttQ 🍀
865718277963632640 2017-05-19 19:58:16 -0400 <TheDonzoni> @GdeskAxis @ShamelessPapist @Kc8wzm @CatholicCrusad2 @MrRomanCatholic @realDonaldTrump I don't. Some Protestants are just as lost as you are. I really don't see the sinners prayer in scripture.
865718277229522944 2017-05-19 19:58:16 -0400 <OkumAmber> @WrigleyDoo @vincelauro @KZizic @DanScavino @donlemon @realDonaldTrump Yes, I listen to news on a daily basis.  Smart people do!
865718276201914368 2017-05-19 19:58:15 -0400 <Bohemianmoon> @realDonaldTrump @VP #ComeyMeme #Comey #Flynn #Session #Mueller #Rosenstein @SpeakerRyan @SenateMajLdr  https://t.co/mOXMn2ZQGk
865718267465412609 2017-05-19 19:58:13 -0400 <HulingRichard> @realDonaldTrump @elvisinoregon Hope when u get back u start firing traitors.
865718261786132480 2017-05-19 19:58:12 -0400 <gamewolf67> @sethmoulton More of a snipe hunt. @realDonaldTrump
865718259840151552 2017-05-19 19:58:12 -0400 <arielestrada> Retweeted Rep. Ted Lieu (@RepTedLieu):  To: @POTUS @realDonaldTrump  Here's a cheat sheet for your 1st overseas...  https://t.co/yxze2ABRPW
865718252453978113 2017-05-19 19:58:10 -0400 <JLC1993> @ManuelCota eres como este wei @realDonaldTrump pero con sombrero! #CastroThoughts #🐭
865718250004504576 2017-05-19 19:58:09 -0400 <monik_soto> @tibere57 @Susanadleon @realDonaldTrump @JuanManSantos Se los presentas a Susy, yo paso 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
865718247508848640 2017-05-19 19:58:09 -0400 <ButcherMarkss> @williamlegate @realDonaldTrump Are you mad Thiel made you quit school for money. That was kinda a dumb move
865718242916093952 2017-05-19 19:58:08 -0400 <DRAGUNSHELL666> @realDonaldTrump @PrezidentTrump LEFT BEHIND COMBAT ZONE NIS CAPTAIN PR SABANA SECA 2/17/1987-2/17/2017=30YEARS RECORD DEATH NEAR WORLD END$
865718242593062913 2017-05-19 19:58:07 -0400 <krONik> I don't think @realDonaldTrump can talk about "crazy, a real nut job" unless he looks in a mirror.    https://t.co/sHbiMg5lcD  #ImpeachTrump
865718242563678208 2017-05-19 19:58:07 -0400 <taintez> @FriscoTx4Trump @Mike_P_Williams @realDonaldTrump Name ONE THING he has accomplished for the average American!!
865718241016119296 2017-05-19 19:58:07 -0400 <bdartez67> @realDonaldTrump Tell the press that Clinton was in Cahoots with Russia and they failed to get her elected. She let,spy through her email
865718236091891713 2017-05-19 19:58:06 -0400 <GivemHellDonald> @realDonaldTrump Where's the Special Prosecutor for @HillaryClinton
865718233021730816 2017-05-19 19:58:05 -0400 <aulevi> @realDonaldTrump Selfish liberals, nothing is free... true Americans are still in search for the commander in chief of this great nation.
865718229049540608 2017-05-19 19:58:04 -0400 <Fred1982> @realDonaldTrump is STILL  better choice the Jeb!  https://t.co/YjOXRMixR1
