1051261296061161472 2018-10-13 19:59:59 -0400 <kelreedfll> @tm_roy @MissButter @realDonaldTrump Dream on dreamers.
1051261234597650438 2018-10-13 19:59:44 -0400 <Kegan545> @LouDobbs @realDonaldTrump Agree
1051261232731353088 2018-10-13 19:59:44 -0400 <SweetPeaFan> @RandPaul @realDonaldTrump Is that where the Ford layoffs will be? If so don’t forget to explain why Ford is loosing money!
1051261229455564800 2018-10-13 19:59:43 -0400 <Kobayashimaroon> @dannygdaniel @FoxNews @realDonaldTrump We are now on the receiving end of dirty money. It’s amazing how far we’ve fallen.  https://t.co/DNL59HEd3Z
1051261226481782784 2018-10-13 19:59:42 -0400 <BRUCEHAWES> @donny4508 @Turnip2020 @luapyelrab @POTUS @realDonaldTrump Register to enroll in a program that I heard of at @JeffersonUniversity Hospital in @PhiladlephiaPA. I have a video of them growing a finger back in a month. Really amazing medicine practice perfected, Donald.
1051261225835814912 2018-10-13 19:59:42 -0400 <Donovanerupp> @GOP @realDonaldTrump Moronic statement.
1051261221633048576 2018-10-13 19:59:41 -0400 <Pktrkt11> @realDonaldTrump Will watch Mr Best President EVER
1051261218856587267 2018-10-13 19:59:40 -0400 <1AlexSutcliffe> @JosephPSauer @ChubsTucks @FoxNews @realDonaldTrump Nooooo!  https://t.co/W8nyKuVtip
1051261214905565185 2018-10-13 19:59:39 -0400 <emkay2u> @realDonaldTrump i heard the guy sux his friends toes
1051261213454286848 2018-10-13 19:59:39 -0400 <stblaisetweet> @realDonaldTrump Americans rank Barack Obama as best president of their lifetimes 😁😁😂😂😂
1051261212749647874 2018-10-13 19:59:39 -0400 <heshpa> @GOP @VA_GOP @realDonaldTrump Daft
1051261211642421249 2018-10-13 19:59:39 -0400 <RawertCarol> @realDonaldTrump  https://t.co/hNItFOVPJc
1051261210576982016 2018-10-13 19:59:38 -0400 <KarenCanarybird> @GregShugar @realDonaldTrump Donald, “Who?”
1051261209725480960 2018-10-13 19:59:38 -0400 <avincent73> @JudgeJeanine @realDonaldTrump He dreserves the credit! Great job.
1051261208098156545 2018-10-13 19:59:38 -0400 <phil_huot> @OliverRott @realDonaldTrump @PodSaveAmerica "extended skin contact"
1051261205828882432 2018-10-13 19:59:37 -0400 <SustainablyAli> @GOP @realDonaldTrump This man was literally so consumed by power that he claimed he could shoot someone in the middle of 5th ave and still get elected
1051261205518737408 2018-10-13 19:59:37 -0400 <sqr7rb> @albarii_sa @RT_Erdogan @realDonaldTrump هلا والله بالبريء ✌🏻😎✌🏻 نورت الحته
1051261205342498816 2018-10-13 19:59:37 -0400 <TDEMomof3> @KellyO No one is proud of @realDonaldTrump or you, @senatemajldr.
1051261203610095616 2018-10-13 19:59:37 -0400 <TheRootOf_je> @GOP @realDonaldTrump  https://t.co/nrS8tYMAnd
1051261202033254400 2018-10-13 19:59:36 -0400 <WillBush> So why isn't the #DOJ &amp; #USAGSESSIONS doing anything about it;  @realDonaldTrump FIRE AG Sessions &amp; #Rosenstein now.....
1051261200472973313 2018-10-13 19:59:36 -0400 <DiscoPotential> @GOP @realDonaldTrump Says the @GOP  who are unabashedly engaging in voter suppression and collusion with Russia to retain their corrupt hold on the throats of the American people. F off.
1051261198434557953 2018-10-13 19:59:35 -0400 <JayBee79057343> @GOP @realDonaldTrump What is wrong with you people? For heaven's sake stop!
1051261195196489728 2018-10-13 19:59:35 -0400 <y_gyme29> @realDonaldTrump Thank you President Trump.
1051261190767144960 2018-10-13 19:59:34 -0400 <RebeccaLoftin> @realDonaldTrump I like presidents who don’t support the party, General or the flag that tried to overthrow America
1051261190440136704 2018-10-13 19:59:33 -0400 <Angel1269710789> @DavesData @realDonaldTrump Wrong, people respect America they don't respect Trump, they had enough of his vulgar, nasty rudeness, foul mouth, swearing,  behaviour.
1051261188355411968 2018-10-13 19:59:33 -0400 <dreamwithfaith> @GOP @realDonaldTrump No thanks I don't vote for greedy old men
1051261186531053570 2018-10-13 19:59:33 -0400 <Rob_Brazo> @realDonaldTrump Translation: We made a deal with Turkey.
1051261180436762624 2018-10-13 19:59:31 -0400 <TrashyWorker> @VGKDefender LOL, yes AND taking money from taxpayers, the post office hasn’t made a profit since the 70’s. Nice try though, @realDonaldTrump close down this huge waste of taxpayers dollars
1051261180147367936 2018-10-13 19:59:31 -0400 <Daveheckler1> @Jamierodr10 @sandra_greer @realDonaldTrump This tweet was a real day brightener!
1051261179887271936 2018-10-13 19:59:31 -0400 <owen_alt> @realDonaldTrump Kentucky sucks.
1051261179102822403 2018-10-13 19:59:31 -0400 <jnewton> @LindseyGrahamSC @realDonaldTrump Hasn’t the guy been through enough? Why torture him with Dim Donnie?
1051261175651024896 2018-10-13 19:59:30 -0400 <5M23129> @dreamerhnl @realDonaldTrump Flipping it. Blue!
1051261174128537600 2018-10-13 19:59:30 -0400 <EdwardNiam> #trumpSTUPIDonSTEROIDS #trumpLYINGSCUMBAGinCHIEF America is drowning in the cascading flood of #LIES #COLOSSALSTUPIDITY #INCOMPETENCE #RACISM #CORRUPTION of @realdonaldtrump
1051261169346994177 2018-10-13 19:59:28 -0400 <Rosanna_Red> @Jali_Cat @PatriotJenn @TheDemocrats @realDonaldTrump Another sicko🚫
1051261162547949568 2018-10-13 19:59:27 -0400 <Donovanerupp> @GOP @realDonaldTrump Idiotic statement.
1051261161549824002 2018-10-13 19:59:27 -0400 <BillCruse4> @realDonaldTrump look at this, very important  https://t.co/hqgvWUE3qH
1051261159293227008 2018-10-13 19:59:26 -0400 <kaluginFSB> @freedom_moates @realDonaldTrump "Saudis would be mistaken to think Donald Trump can help them with lawsuit alleging role in 9/11 attacks"   https://t.co/znQwuflqf5
1051261157531668480 2018-10-13 19:59:26 -0400 <MashiedNp> @rudolphshores @dberto @BarryCrouch4 @JudgeJeanine @realDonaldTrump @POTUS  https://t.co/AiZiXls1l3
1051261157028319232 2018-10-13 19:59:25 -0400 <DeepStateVoter> @GOP @realDonaldTrump  https://t.co/KMvFF6K0qm
1051261156734771200 2018-10-13 19:59:25 -0400 <AliffBrenda> @Farberyanki @realDonaldTrump Me toooooo
1051261153354092544 2018-10-13 19:59:25 -0400 <jeffqli77> @GOPChairwoman @realDonaldTrump #LEADRIGHT #MAGA #CHINESEAMERICANFORTRUMP #CAFTfortrump #trump2020 #takebackUSA #redwaverising2018
1051261153131687937 2018-10-13 19:59:25 -0400 <brumo29> @sam_vinograd @UnfilteredSE @CNN @secupp @RepKinzinger @jahimes @brianstelter @MariaTCardona @DougHeye @realDonaldTrump @RT_Erdogan He’s a liar, everyone knows that!
1051261150380228608 2018-10-13 19:59:24 -0400 <voweler> @GOP @realDonaldTrump Stop scaremongering about your fellow citizens. You can't pretend you love America if you talk shit about more than half of it!
1051261147041722368 2018-10-13 19:59:23 -0400 <TarHeelHitch> @RandPaul @realDonaldTrump You’re such an enormous disappointment
1051261146630684674 2018-10-13 19:59:23 -0400 <Deschedule420> @GOP @realDonaldTrump Say the Cons, who control EVERYTHING and play victim...  LMAO!
1051261145544318976 2018-10-13 19:59:23 -0400 <ladybaje> @realDonaldTrump No dear. The Rep-gerrymandering was fixed by the courts. #peskyfacts
1051261141895254016 2018-10-13 19:59:22 -0400 <jnagy197163> @realDonaldTrump give us a list of people to vote for in Ohio.
1051261140372779011 2018-10-13 19:59:22 -0400 <BaloneTone> @RoryScholl @mdx3232 @JeremiahSchul12 @Red_White__Blue @nonsumdignus @CNN @MSNBC @realDonaldTrump @GOP What is that costume?! It’s not a sheep, is it?
1051261134324555781 2018-10-13 19:59:20 -0400 <Jennybing53> @HillReporter @realDonaldTrump a man is dead.  That is all. Enough said
1051261132101615616 2018-10-13 19:59:20 -0400 <peevideo> @realDonaldTrump The PA stage Supreme Court changed the map because they deemed it illegal...    And Rothfus has said he thinks @realDonaldTrump “tweets too much”
1051261130658656256 2018-10-13 19:59:19 -0400 <FireTrumpToday> @GOPChairwoman @realDonaldTrump Sure you are...  https://t.co/Q1Z73DatiP
1051261130117734400 2018-10-13 19:59:19 -0400 <LZanakis> @W7VOA @RepAndyBarr @realDonaldTrump If blowing up the deficit over $1.1 trillion in 2018 alone &amp; we are still in that year being getting something done, he would be better off by doing nothing but the #GOPTaxScam bill is bringing us to the next recession and the #GOP @SpeakerRyan passed #GOPTaxScam 2 --&gt; Depression
1051261129559826434 2018-10-13 19:59:19 -0400 <BklynFirearms> @NYCMayor @realDonaldTrump So you’re saying you should be punished because you certainly spew a lot of hate for President Donald Trump. Hmmmm
1051261129283031040 2018-10-13 19:59:19 -0400 <jdwvln> @realDonaldTrump No,  Trump, that is a lie.
1051261127118782464 2018-10-13 19:59:18 -0400 <AmazonAnne9> @realDonaldTrump You asked him how he voted?  Really?  https://t.co/s74GK1ak1u
1051261126560894976 2018-10-13 19:59:18 -0400 <sheets_wendy> @aharter1 @RandPaul @realDonaldTrump Rome wasn't built in a day...
1051261125361377282 2018-10-13 19:59:18 -0400 <matt02922> @Razuman3 @WeAreOne_Q @realDonaldTrump Thanks Razumen! Appreciate the response from a blank avatar
1051261124967043075 2018-10-13 19:59:18 -0400 <MarioAndersonTV> .@realDonaldTrump describes Andy Barr's opponent by saying: "This is an extreme liberal named Amy McGrath, chosen by Nancy Pelosi, Maxine Waters and the radical Democrat mob."  ...again, the crowd erupts. #TrumpRally
1051261124887232513 2018-10-13 19:59:18 -0400 <paynej247> @realDonaldTrump America Rise Like A Phoenix! #TrumpTrain! #Pray4Trump! #Pray4America! #MAGA3X! #AmericaFirst!  https://t.co/TbBXki5pae #MadeInAmerica! #MidTerms2018! #TrumpPence2020! #DrainTheSwamp! #RedWave2018! #RedWaveRising2018! #RedWave!
1051261123708637185 2018-10-13 19:59:18 -0400 <Jacquel90966358> @Frankvdb711 @realDonaldTrump It’s all about rumps ego. Such a weak man. Trudeau said something a bit negative after they met and rump immediately started to go after Canada.  Such a lack of maturity. Rump is like a five year old.
1051261123490603009 2018-10-13 19:59:17 -0400 <DaveinDiego> @GOP @realDonaldTrump And out of control Deficit! When did the GOP stop caring about what they are supposed to stand for?
1051261121666134016 2018-10-13 19:59:17 -0400 <dss_doc> @ddale8 What disturbs you more @ddale8?  The bullshit fountain that is @realDonaldTrump or the mass ignorance of his tribe?  Thanks for your endless suffering.
1051261117299855360 2018-10-13 19:59:16 -0400 <lahunik62> @SkyNews @realDonaldTrump Should it EVER BE GOOD? If There is NO majority than there is a president WITHOUT majority and he couldn't do anything. If there is a president WITH a majority than he split the Nation, than America is "dividend"
1051261116284854278 2018-10-13 19:59:16 -0400 <LoveSoaps2026> @VP So are you "deeply troubled" about 10,000 Yemeni people that have been killed by Saudi Arabia or because millions of Yemeni children are starving to death?   Have a feeling you found out @realDonaldTrump is going to replace you with @nikkihaley in 2020. ..if he isn't imprisoned
1051261115399897090 2018-10-13 19:59:16 -0400 <Seester_Seester> @realDonaldTrump @SenateGOP @SenateDems
1051261106981953536 2018-10-13 19:59:14 -0400 <BooksOne4> @csd @TeaPainUSA @HillaryClinton @realDonaldTrump He's a wimp when confronted by anybody.
1051261106172383234 2018-10-13 19:59:13 -0400 <PattiKimble> @inatwittoday @JosephIrato @realDonaldTrump @seanhannity @CHHolte @PhilipdClarke @BetteMidler @webfashioner @retiredfirstsgt @carlreiner @BarbraStreisand @wonderfullone @cher At the rate we're going, with vote suppression, et al, it will soon  be.
1051261102611423233 2018-10-13 19:59:13 -0400 <A_Nightingale5> All glory to God!  Watch this, it’s so beautiful.  God bless America.  God bless @realDonaldTrump and all those that are doing something for these dear people!  https://t.co/cVxs1ixpBa
1051261101906612225 2018-10-13 19:59:12 -0400 <_gleng_> @realDonaldTrump So.... Are you going to lift their sanctions?
1051261100564525058 2018-10-13 19:59:12 -0400 <paulosophia> @merlin5by5 @realDonaldTrump And of course the white man has never done a thing to abuse the natives of this land. And the Mexicans. Read.
1051261098098192386 2018-10-13 19:59:11 -0400 <gsaylor48> @realDonaldTrump Kentucky Loves President Trump And We Stand With Him👍🏻🇺🇸🇺🇸🇺🇸
1051261095787319297 2018-10-13 19:59:11 -0400 <Jeff_DeSpain> @realDonaldTrump @FoxNews  https://t.co/Z3y6TXySKW
1051261095430709248 2018-10-13 19:59:11 -0400 <BlanchardDustin> @jimmykimmel @WhiteHouse @realDonaldTrump  https://t.co/opVv5m9ccL
1051261093828616192 2018-10-13 19:59:10 -0400 <wolverines_dad> @PaulDoody78 @zenfem @The_Trump_Train @realDonaldTrump You know what I see?  I see someone behind a keyboard who is very, very afraid...  What are you so afraid of?   Only [clowns] need to be afraid   Are you a [clown]  If you are...Barnum&amp;Bailey closed  JustSayin...
1051261091764948992 2018-10-13 19:59:10 -0400 <stilljlmb> @GOPChairwoman @realDonaldTrump Is he though? 🤔
1051261090242469888 2018-10-13 19:59:10 -0400 <CathyanneFerree> @mbmk7 @desert_Kim1 @PreetBharara @realDonaldTrump No. This is a free for all with T Rumpus doing as he pleases. It has to end at some point. But when is anybody's guess.
1051261090066251776 2018-10-13 19:59:10 -0400 <GOP> “We need more Republican votes.” -@realDonaldTrump  Get out and vote REPUBLICAN!  https://t.co/KGuzsEbRbt  https://t.co/diA1Wdyr82
1051261089432985603 2018-10-13 19:59:09 -0400 <WKYT> "The only immigration policy Democrats support is catch and release...we have the dumbest immigration laws." - @realDonaldTrump  https://t.co/OqHABewneu
1051261088258510848 2018-10-13 19:59:09 -0400 <KJTenoughforme> @realDonaldTrump Can you please keep quiet for a few hours! The Astros are playing!
1051261082239688705 2018-10-13 19:59:08 -0400 <russelupgrub> @realDonaldTrump I know Kav knows this. He should teach it to the rest of them.  Judges Unite Stop judging people based on your own beliefs Turn away from personal personification Invite LOVE into your heart Create LOVE with your decisions Everyone deserves your respect  JUSTICE.
1051261080037720064 2018-10-13 19:59:07 -0400 <cocoalsto> @FoxNews @realDonaldTrump Not a swipe, a FACT!
1051261079689617410 2018-10-13 19:59:07 -0400 <pjhaus> @realDonaldTrump that was awesome!loved the prayer the pastor had with you. You are a wonderful President! God is with you!
1051261075943911424 2018-10-13 19:59:06 -0400 <RachelR49834043> @FoxNews @realDonaldTrump  https://t.co/6PajhnQhQN
1051261074740260866 2018-10-13 19:59:06 -0400 <CareyFulton12> @realDonaldTrump @RT_Erdogan  https://t.co/UtFHrGFfd3
1051261072840241153 2018-10-13 19:59:05 -0400 <Timwillard11> @JosephMStrauss @NancyJacobsin @DanielleRaina @SenWarren @realDonaldTrump I have their phone numbers written down right here
1051261069908471809 2018-10-13 19:59:05 -0400 <emkay2u> @realDonaldTrump screw him..
1051261069061185536 2018-10-13 19:59:05 -0400 <peepsunitedwisc> @realDonaldTrump No Food, No FEMA: Hurricane Michael’s Survivors Are Furious  https://t.co/pOAbR3hESI via @thedailybeast
1051261068809519104 2018-10-13 19:59:04 -0400 <TeeKunOlam> @RandPaul @realDonaldTrump There was never a “war on coal,” it’s simply dirty, unhealthy, &amp; obsolete, like horse &amp; buggy was obsolete. And your tax cuts weren’t for ppl of KY, it was for Top 1%, Trump family, &amp; Corporations
1051261067513552897 2018-10-13 19:59:04 -0400 <babbsie23> @realDonaldTrump Idiot
1051261067341557760 2018-10-13 19:59:04 -0400 <dr_reasoner> @realDonaldTrump Oh thats why we should go to the polls to vote Republican in November. Could the President be a little more specific about what he means so that I can see how it affects me personally -so that I can be even more motivated to vote? Lets hear about all the goodies!
1051261065819017216 2018-10-13 19:59:04 -0400 <aillsley3> @Alienmushr00m @robyns323 @ClaraLKatzenmai @EricTrump @realDonaldTrump You’re not.
1051261065294749696 2018-10-13 19:59:04 -0400 <dreamwithfaith> @GOP @realDonaldTrump Now that's really funny Donald Trump is the one who thinks he's got to have absolute  power oh yeah I forgot the GOP does too
1051261064590098433 2018-10-13 19:59:03 -0400 <PoliticalAnt> @Ninalady @MSNBC @Alyssa_Milano .@realDonaldTrump is the leader of the anti-#MeToo movement, which is appropriate since he's credibly accused of sexual assault and admitted he moves on women like a bitch before getting their permission on Access Hollywood tape. "I do not even wait, I just start kissing them."
1051261062253817856 2018-10-13 19:59:03 -0400 <Daniellalli4> @RichardTBurnett @ggma5757 @realDonaldTrump I hope so!! I want to go!!!! 💪💪💪💪💪💪💪👏👏👏👏👏👏👏
1051261060374810625 2018-10-13 19:59:02 -0400 <copperwrite> Well @realDonaldTrump how long should we wait? Maybe you ought to resign instead.
1051261058512506881 2018-10-13 19:59:02 -0400 <PatrioticPlays> @Chefdad2000 @grannyE15 @LincolnsBible @realDonaldTrump @DaveWeasel True
1051261058327941120 2018-10-13 19:59:02 -0400 <Formidious> @crimsonfaith88 @realDonaldTrump #MAGA Maxine Waters: “Tell them they’re not welcome anymore, anywhere!”  Cory Booker: “Get up in the face of some congresspeople!”  Hillary Clinton: “You cannot be civil with” Republicans.  Eric Holder: “Kick 'em!”  DemocRATS are calling for violence against American Patriots.
1051261057115836418 2018-10-13 19:59:02 -0400 <skruthetwit356> @realDonaldTrump   You really are a pathological liar.
1051261056956424193 2018-10-13 19:59:02 -0400 <pblake60> I do not give a crap about @POTUS tax returns. @realDonaldTrump  Oh and @BetteMidler I do not give a crap about your opinion. STFU! #RedWave2018
1051261053961740288 2018-10-13 19:59:01 -0400 <knewton49> @RandPaul @realDonaldTrump Gross.
1051261051805855750 2018-10-13 19:59:00 -0400 <rmcneil77> @realDonaldTrump Liar, the courts changed the map to counter the republican gerrymandering.
1051261048064536576 2018-10-13 19:59:00 -0400 <Ali_Sahlool> @salsaeedi @AJArabic @realDonaldTrump  عطني تغريده لك عن القس الأمريكي لو من باب خبر عابر
1051261046839791616 2018-10-13 19:58:59 -0400 <verses72> @nahashon87 @TylerEvanDavis @KanyePodcast @JoeGravityy @Tip @realDonaldTrump That was a good laugh.
1051261046084829184 2018-10-13 19:58:59 -0400 <ledivagwendyl> @realDonaldTrump I can’t wait for the rally we will hold when you and your family are all locked away!!
1051261041265405952 2018-10-13 19:58:58 -0400 <EminenceF> @RSBNetwork @realDonaldTrump What a great crowd of people! HUGE.
1051261041143762944 2018-10-13 19:58:58 -0400 <Juginut> @M_COVFEFE @realDonaldTrump Yes, Praying has become common with our POTUS
1051261037985636352 2018-10-13 19:58:57 -0400 <LoriBianco2> @realDonaldTrump Trump you asking the pastor Who he voted for supports @JamesComeyFBI  statement that you demanded alliance to you when you had dinner together. You continue to expect that FBI CIA The Attorney General Public &amp; now freed captives from foreign countries pledge their alliance to you
1051261037138198528 2018-10-13 19:58:57 -0400 <Pktrkt11> @realDonaldTrump Thank You Mr President
1051261035750060032 2018-10-13 19:58:57 -0400 <MarvinRJeffcoat> Outstanding bottom line you can’t trust the Turks or Saudis they’d sell their mothers. Turkey screwed us when we invaded Iraq the second time the Saudis have screwed us on oil all along. We have a real American in the White House in @realDonaldTrump to deal with back stabbers.
1051261023708110848 2018-10-13 19:58:54 -0400 <LBisaillon> @WHurensohn @Gram247 @KingCujo @Samruss28922849 @AshTodd4 @mebeandreaaolco @clara_weim @TRL70nova1 @MarshallLaw2 @CarolCpmgasser @WendyTruong3 @LinnaeaLita @Carpophores @scottlawyer @IvanDeploravich @kneadinghands @vw_ginna @Mindpollution3 @KLinduff @Trumptilian45 @yankeeproud1 @Englalond1000 @SylvreWolfe @gus_posey @DianaDemarest @PissOffCult45 @SpongyPancake @Jimmy01824 @ColleenKenney11 @katstails @FrankTompkins1 @GaryDietz @lisalbarjas1 @LeonardHougham @BonJS0370 @Lovejoy999 @mickeyd1964 @mutenice @Betterw05759703 @Hi_IQ_Trump @chucklfinley @Sean_C_Driscoll @jamescando @UnheardThe @fromjudgesue @kaslina @last_buffoon @Marjori87941817 @Dawno8385 @realDonaldTrump Ohhh Snap!
1051261023129354241 2018-10-13 19:58:54 -0400 <OhMyLAHTHC> @realDonaldTrump It doesn’t matter what Trump says or tweets. There is not a decent molecule in his body. Ignore him. At most, only 6 years left of him and his criminal family.
1051261020449124352 2018-10-13 19:58:53 -0400 <DeniseSpielman1> @realDonaldTrump The fight for his life? Are you even capable of speaking in anyway other than hyperbole?
1051261019354423296 2018-10-13 19:58:53 -0400 <retiredonabeach> @WSJ Wait. “President Trump says unaccompanied children are "pouring in" through Mexico...” Pouring in? It doesn’t sound to me like this inhumane policy is deterring anyone if in fact @realDonaldTrump is telling us the truth this time. The smoke and mirror job is in full swing again.
1051261017995571205 2018-10-13 19:58:52 -0400 <z1pperintheback> @johnlundin @realDonaldTrump There: it was easy to #BlockDonaldTrump. Maybe all of you should #BlockDonaldTrump.
1051261014413578240 2018-10-13 19:58:51 -0400 <pleased0909> @MicheleAcitoM @realDonaldTrump @NetworksManager @WhiteHouse As do I. As an American, I am loyal to the country, not the president!
1051261010903003136 2018-10-13 19:58:51 -0400 <IrmaMatilla> @realDonaldTrump @realDonaldTrump I don’t know if you are going to care or not but, I just left my insulin at the pharmacy because I couldn’t afford it, how many other seniors are doing the same??
1051261008566767616 2018-10-13 19:58:50 -0400 <finnyirishboxer> @realDonaldTrump  https://t.co/fFwqPCzaip
1051261008566730753 2018-10-13 19:58:50 -0400 <JenTigerlily> @seanh1969 @Suzebo44 @PressSec @realDonaldTrump Omg....😂
1051261007178289152 2018-10-13 19:58:50 -0400 <maestomaes> @realDonaldTrump Always a publicity stunt! Always trying to act like you are doing something instead of rallying your klan!
1051261006754840576 2018-10-13 19:58:50 -0400 <KOoneandonly> @OrchidGirl54 @IsThisThingOn31 @Rhondaleeme @Tubes120 @BarbaraThayer1 @SheriffClarke @realDonaldTrump Really? Talk to Ford.
1051261006268239872 2018-10-13 19:58:50 -0400 <JackieG77394485> @tishmo76 @realDonaldTrump I do,  I think everyone is aware that Trump doesn't always fact check himself, he is stating his opinions like they are facts because he is catering to his audience!  want to understand the mind of a non-Trump supporter....
1051260994197082115 2018-10-13 19:58:47 -0400 <WYMT> "The only immigration policy democrats support is catch and release." - @realDonaldTrump
1051260992271896577 2018-10-13 19:58:46 -0400 <realist0809> @realDonaldTrump  https://t.co/eu3WgtxhjM
1051260988245258243 2018-10-13 19:58:45 -0400 <Kegan545> @JudgeJeanine @realDonaldTrump 👍👍👍
1051260987440009216 2018-10-13 19:58:45 -0400 <ranthony> I blocked and reported the Orange Hate Monkey @RealDonaldTrump months ago. I just reported him again for kicks since I've read recent tweets passed on by friends and I know he's still violating @Twitter rules pretty much daily if not hourly.
1051260985376468993 2018-10-13 19:58:45 -0400 <kel_sed> @GOPChairwoman @realDonaldTrump That is a huge load of horseshit Ronna
1051260984529231876 2018-10-13 19:58:44 -0400 <stilljlmb> @RealSrDollar_ @GOPChairwoman @realDonaldTrump @HillaryClinton Are you for real with this?
1051260981026930688 2018-10-13 19:58:44 -0400 <looperoo> @lgcsmith77 @PRNFamily @realDonaldTrump Also Ted Nugent, Kid Rock, Meatloaf. We have all the cool ones.
1051260980095840256 2018-10-13 19:58:43 -0400 <IndependentCit4> @realDonaldTrump @FLOTUS @ABC @ABC2020 Fake news?
1051260976488742918 2018-10-13 19:58:42 -0400 <aboaaa2> @RT_Erdogan @realDonaldTrump  https://t.co/FXiHKlATMg
1051260974458707968 2018-10-13 19:58:42 -0400 <PatriotJojo> @RandPaul @realDonaldTrump It was GREAT seeing you there with him.  🇺🇸 #MAGA
1051260970499272704 2018-10-13 19:58:41 -0400 <jackeroo60> @shewrick @FoxNews @realDonaldTrump Obama and Bill do it all the time
1051260968179646464 2018-10-13 19:58:40 -0400 <ziggystardad> @EricShawnTV @FoxNews @POTUS @realDonaldTrump @ArthelNeville Ugh ....magic spells
1051260966820827136 2018-10-13 19:58:40 -0400 <AmieMcWayne> @LindseyGrahamSC @realDonaldTrump I’m done with you. Get off me feed.
1051260966774681600 2018-10-13 19:58:40 -0400 <sheets_wendy> @Rocky_Soundtrk @RandPaul @realDonaldTrump Everyone should love Putin. He helped save Syria from ISIS, al Qaeda, and many other terrorist groups. Please don't tell me you're mad about that...
1051260963855437824 2018-10-13 19:58:39 -0400 <yleanna4> DROPPING @FoxNews SINCE THEY DROPPE @realDonaldTrump RALLY.  NOW, @OANN  IS @realDonaldTrump FRIENDLY  @mitchellvii @mikandynothem@DiamondandSilk @Veteran4Trump #MAGA #MAGA2018 @DonaldJTrumpJr @DominicanIrish @YoungDems4Trump @GOP @tedcruz @SenateGOP @DineshDSouza @SheriffClarke
1051260963779940352 2018-10-13 19:58:39 -0400 <HazelwoodJeff> @FancyNancy2018 @HHooversGhost @realDonaldTrump Sometimes?
1051260962018217984 2018-10-13 19:58:39 -0400 <moonstoneowl> @goodbadanduglee @realDonaldTrump Wow, you're so very clever.
