1188606300252323840 2019-10-27 19:59:59 -0400 <FLkVAVYrIdfqEAD> @StateDept @realDonaldTrump Good job
1188606290177789960 2019-10-27 19:59:57 -0400 <PKekbar> @22CB22CB @GeraldKeithAus2 @tw1926 @mcdongerson @Nametak91114174 @alllibertynews @rothschildmd @w_terrence @realDonaldTrump @GOP @MittRomney @justinamash @DNC @BernieSanders @SteveScalise @SenWarren @nytimes @davidicke @POTUS Correlation does not equal causation.  Anyway. If you don't have anything that actually backs up your claims, you're free to go.  I'll be here for when you want to present something that actually backs up your claims.
1188606289888337920 2019-10-27 19:59:57 -0400 <ohlaboday> Weird how @RepKatieHill is having to do something like this...but a man like @realDonaldTrump is still out here sitting high and mighty amongst all the allegations &amp; stories of women who he has raped and sexually abused.
1188606289573765120 2019-10-27 19:59:57 -0400 <Tcairns9> @tahntahn76 @mary122514 @realDonaldTrump A great start.  Now let's finish it.
1188606288818851842 2019-10-27 19:59:57 -0400 <Corybehm2> @realDonaldTrump @MarthaRaddatz @TerryMoran Bye bye sand ni@$3r
1188606288701329409 2019-10-27 19:59:57 -0400 <FARCRY1116> @realDonaldTrump @MarthaRaddatz @TerryMoran  https://t.co/CCgug2UExI
1188606288076398597 2019-10-27 19:59:56 -0400 <TaovicS> @realFFK @realDonaldTrump What about you that lives by lies?
1188606287673745409 2019-10-27 19:59:56 -0400 <SithLord_Wayne> @StateDept @IvankaTrump @realDonaldTrump But Trump said he blew himself up. So where’s the justice there?
1188606285886849025 2019-10-27 19:59:56 -0400 <gentlemanbibby> @realDonaldTrump Stop taking credit for al Bahgdadi getting killed, you never served in the military and you were golfing during the raid. #resign
1188606284594941953 2019-10-27 19:59:56 -0400 <Gittelrock> @slaghp @hughhewitt @realDonaldTrump @washingtonpost Apologists gotta excuse, and enablers gotta enable.
1188606283185885184 2019-10-27 19:59:55 -0400 <that_lefty_joe> @realDonaldTrump can't even get a decent IT team in the White House. That cable management is easily the most awful I've seen of any conference room ever. Sad!
1188606279109021701 2019-10-27 19:59:54 -0400 <rslarson_sandy> @steph93065 @realDonaldTrump They are always human, Trump is not!  He is a freaking lunatic
1188606272263856128 2019-10-27 19:59:53 -0400 <CindiAlamo> @realDonaldTrump @MarthaRaddatz @TerryMoran I really wish that President Trump would look into the Goodwill organization ... it's the biggest racket in the country, they're tax exempt, they make a ton of money, their employees are primarily people doing community service and they've been getting away with it for years.
1188606270040727552 2019-10-27 19:59:52 -0400 <manzoku> @Romainiac66 @RepAlexMooney @GOP @realDonaldTrump  https://t.co/DkrwIVlssr
1188606269793304581 2019-10-27 19:59:52 -0400 <nelly_caywood> @LindseyGrahamSC @realDonaldTrump is a coward too!
1188606269696835586 2019-10-27 19:59:52 -0400 <politstrip> @jamieleecurtis @realDonaldTrump Pres. Trump used the word ‘dog’ for a reason  The terrorist Jamie Lee Curtis is defending belongs to culture that sees dogs as filthy beings who have no place near humans  He’s sending a message to ISIS members that they will die in humiliation if they fight  the US  #Baghdadi
1188606268958789638 2019-10-27 19:59:52 -0400 <GreyCityUS> @RCConservative @KillatheKiller1 @JonasMa65503953 @NewCentorions @prageru @SebGorka @WhoopiGoldberg @realDonaldTrump @TheView Resorting to insults? Sad. When you feel the need to stoop to insults it means you really don't have faith in your position and you’ve already lost the argument. It’s a tell.  https://t.co/HVWxMdwYyL
1188606268065357824 2019-10-27 19:59:52 -0400 <FateWeaverChan> @Juliesc51073985 @w_terrence @realDonaldTrump Nearly wiped them into the history books. 2019 and genocide is still a real issue on this planet
1188606264097595392 2019-10-27 19:59:51 -0400 <thepacman321> @GovMikeHuckabee @realDonaldTrump Hey clown!  https://t.co/y1zahFf8YA
1188606263581724672 2019-10-27 19:59:51 -0400 <RobertWJones> @kissfan50 @ScottC20012 @davidaxelrod @realDonaldTrump That's PURE Trump, IS and always has been.
1188606262985936897 2019-10-27 19:59:50 -0400 <zaleskade> @LindseyGrahamSC @realDonaldTrump Hey Lindsey can you explain why Trump praised Russia??? #TraitorTrump
1188606259882348544 2019-10-27 19:59:50 -0400 <DFrost54> @RANDYMO42118322 @Mrtimrock @realDonaldTrump Oh, thanks for fixing your cap lock key that was stuck.
1188606259643240448 2019-10-27 19:59:50 -0400 <Cath519> @amanfre1967 @Hope012015 @realDonaldTrump For the love of God
1188606258443620352 2019-10-27 19:59:49 -0400 <JohnBro43660365> @w_terrence @RonnyH91x40 @realDonaldTrump I Do Not UnderStand Why They Wont To Say GOOD Is Bad  And Bad Is Good.
1188606258414346240 2019-10-27 19:59:49 -0400 <iamjasonjordan> @jamieleecurtis @realDonaldTrump #TDS IS REAL.
1188606258380791809 2019-10-27 19:59:49 -0400 <LuigiJBOMalleyH> @dorichats @realDonaldTrump 💋
1188606256879144961 2019-10-27 19:59:49 -0400 <treybritt42> @StateDept @IvankaTrump @realDonaldTrump  https://t.co/h5kfZieVyr
1188606256497299456 2019-10-27 19:59:49 -0400 <BreaultSally> @GovMikeHuckabee @realDonaldTrump Start packing!!
1188606254249402370 2019-10-27 19:59:48 -0400 <Kimberl47293806> @AndyOstroy @realDonaldTrump Exactly🤣🤣
1188606251585933316 2019-10-27 19:59:48 -0400 <DebiDkruse> @SteveScalise @realDonaldTrump Take the corrupt Dems to court
1188606250705182720 2019-10-27 19:59:48 -0400 <cindy_settin> @jamieleecurtis @realDonaldTrump He's one step ahead of you Jamie  https://t.co/LJmrCo0Dpm
1188606250633662465 2019-10-27 19:59:48 -0400 <god_grt> @SteveDaines @realDonaldTrump Beautiful speech... Long Live the King
1188606249996292096 2019-10-27 19:59:47 -0400 <greeneyes7320> @realDonaldTrump @LindseyGrahamSC
1188606249560170497 2019-10-27 19:59:47 -0400 <etfopresident6> @StateDept @realDonaldTrump POTUS: Clearly you have never enjoyed the loving companionship of a dog. If you had you would know that dogs are not terrorists. Neither are they assholes unless treated poorly by humans who are.
1188606248532377601 2019-10-27 19:59:47 -0400 <TerryVernonsmi3> @Ithebunny @rickcbowl814 @RichSementa @realDonaldTrump You again? //// I told you - I'm not the arguing type!🌊🌊🌊🌊🌊🌀
1188606247693639680 2019-10-27 19:59:47 -0400 <georgiabluesman> @jamieleecurtis @realDonaldTrump I love dogs too, a lot. But Islamists hate dogs because they believe them to be filthy, so using the term “dog” to describe one is a major insult. Context matters.
1188606246556966912 2019-10-27 19:59:47 -0400 <Whammy65810919> @realDonaldTrump @MarthaRaddatz @TerryMoran Lol on 60min!""  creepy freeky touchy smelly Joe Biden ! Is talking about DOUBLE standard again !   I think now the Dems did a Brazil wax and walking on their hand back wards!  Just talking shit! 45 n 2020!
1188606245663629313 2019-10-27 19:59:46 -0400 <drkate4justice> @SpeakerPelosi @realDonaldTrump ISIS is gone, dingbat, you missed it.  This is clean up operations and you don't get to know about those because you would leak the details and get Americans killed.
1188606244497612800 2019-10-27 19:59:46 -0400 <Gina02301885> @realDonaldTrump On a pedestal three feet higher than you in your sewer.
1188606244401176578 2019-10-27 19:59:46 -0400 <wheniawoke> @jamieleecurtis @realDonaldTrump  https://t.co/5ESX9XgLMO
1188606243004280832 2019-10-27 19:59:46 -0400 <IRaiseUFacts> @PGRSHELIA @imanoleagain @DontUnderSTM8me @drz5 @PeteSouza @realDonaldTrump Hahahahaha  https://t.co/bAt38yHwtH
1188606242584977409 2019-10-27 19:59:46 -0400 <kath77candyman> @w_terrence @realDonaldTrump They are a disgrace....not news worthy at all. #WaPoDeathNotices  #WaPoDeathNotices
1188606242580766725 2019-10-27 19:59:46 -0400 <pariaguancito> @vladimirpetit @realDonaldTrump @jairbolsonaro @IvanDuque Guarden este tweet, porque me temo que así será, pues me temo que no se tomará ninguna medida seria.
1188606241980833792 2019-10-27 19:59:45 -0400 <PTA3000> @sridhar_samu @IlhanMN @realDonaldTrump Golfing and staging a ridiculous photo op?
1188606237371486209 2019-10-27 19:59:44 -0400 <PoliticsInChief> @LindaHarden @kylegriffin1 @MSNBC @realDonaldTrump @RepAdamSchiff What’s your point Kyle?
1188606237086277632 2019-10-27 19:59:44 -0400 <PeaceLove1ab> @hermanntertsch Yo celebro ésto y ésto es lo que hay que apoyar @CJTFOIR  agaisnt ISIS. Congratulation @realDonaldTrump and Al-Assad  https://t.co/EVNT5QJv26
1188606236603932674 2019-10-27 19:59:44 -0400 <Henry19471358> @jamieleecurtis @realDonaldTrump Being chased by Michael Meyers doesn't make you an expert in warfare.
1188606231235170305 2019-10-27 19:59:43 -0400 <donnaisblunt> @TaraForTrump @realDonaldTrump Holy Crap 😨
1188606229796605952 2019-10-27 19:59:43 -0400 <BSekadde> @StateDept @realDonaldTrump God bless America
1188606228815138818 2019-10-27 19:59:42 -0400 <Lowhandicapper0> @60Minutes @NoraODo21179501 @JoeBiden @realDonaldTrump why is joe’s wife answering his questions
1188606224306200576 2019-10-27 19:59:41 -0400 <Anya20012007> @_veteran_444 @w_terrence @realDonaldTrump Yes!!!! Glad that they did 😍😍 Good riddance to the "religious scholor, or however you spell it
1188606223450542080 2019-10-27 19:59:41 -0400 <TexasFlatlander> @NightmareHolic @tl_dul @HotMessgop @colleen1216 @GOP @realDonaldTrump Better grab a puke bag!
1188606222645235713 2019-10-27 19:59:41 -0400 <7NewsAustralia> For decades now, @realDonaldTrump's reputation has been clouded by a number of sexual assault allegations. #7NEWS  https://t.co/hYqB4MFLEE
1188606220258512896 2019-10-27 19:59:40 -0400 <MasterRychr> @ActuaIIy_Batman @realDonaldTrump I’m not that desperate
1188606219113521152 2019-10-27 19:59:40 -0400 <Travelwithgumby> @jamieleecurtis @realDonaldTrump I am so sad for you Jamie. Once a long time ago I was a fan.
1188606216362024960 2019-10-27 19:59:39 -0400 <annmgillespie> @GovMikeHuckabee @realDonaldTrump You are disgusting.
1188606215749853184 2019-10-27 19:59:39 -0400 <ZimmermaIsabel> @StateDept @realDonaldTrump Congratulations !!!
1188606215280050176 2019-10-27 19:59:39 -0400 <specialkgagnon> @AzadDewani @LindseyGrahamSC @realDonaldTrump We owe the Kurds &amp; SDF along with US forces on the ground. We owe Trump who is an accomplice to murder through Erdogan, of these people, nothing. Not to mention now they'll select an Emir. Taking out Osama bin laden gave us 9/11, it didn't end al-Qaeda.
1188606215212847105 2019-10-27 19:59:39 -0400 <DprinceCFC> Steve Kerr is dissing you again , call him a trash coach @realDonaldTrump  https://t.co/1l9qLXYAbx
1188606212994224130 2019-10-27 19:59:39 -0400 <misshopenj> @StateDept @realDonaldTrump Thanking Russia first. Of course.
1188606212994224129 2019-10-27 19:59:39 -0400 <SteveMedellin> @charliekirk11 Well said! It's true,  and their underhanded Election Obstruction would have been easier, for the Democratic Constituents! @realDonaldTrump
1188606210599198720 2019-10-27 19:59:38 -0400 <nic287__> @realDonaldTrump What you're stepping down?
1188606209986830343 2019-10-27 19:59:38 -0400 <sasasandykind> @LindseyGrahamSC @realDonaldTrump He deserves credit for doing something for the world instead of himself? 1. He wouldn’t have done anything if it hadn’t served him too. 2. It’s his job. You are a kiss ass
1188606208053149697 2019-10-27 19:59:37 -0400 <SteLenaFoster> @realDonaldTrump @MarthaRaddatz @TerryMoran Trump did NOTHING!! Thank you to our service men and women.
1188606206736248832 2019-10-27 19:59:37 -0400 <GrnEydBlnd> @LyndaEide @SteveWh34254423 @EldiabloKid @Neo_Cortex_PhD @RepMattGaetz @realDonaldTrump Republicans changed the rules in 2015.
1188606206300037120 2019-10-27 19:59:37 -0400 <JaxFaux> @SolaceForsaken @BooksOne4 @My2cents17 @hillibill @S_Ellis1987 @abadnfluenz @SteveScalise @realDonaldTrump The media did not praise the first step act...they condemned everyone involved when they gave the award to Trump. I realize that you are partial to politics and maybe refuse to see the corruption, but it is there... why do think the msm doesn’t tell you the whole story...
1188606206203645952 2019-10-27 19:59:37 -0400 <RionNile> @JudgeJeanine @Charles28973069 @realDonaldTrump Al-Baghdadi is now a  BAG of Al-Baghdadi.
1188606205368963073 2019-10-27 19:59:37 -0400 <SteelerBrad2019> @RedNationRising @atensnut @realDonaldTrump @BarackObama Actually it was Bush who released him.
1188606204366524418 2019-10-27 19:59:37 -0400 <farley3470> @StateDept @IvankaTrump @realDonaldTrump Thank you to the brave men and women in our military who brought him down.
1188606203808624640 2019-10-27 19:59:36 -0400 <HarrisPhil7NYC> @KansasHusker45 @itsJeffTiedrich @realDonaldTrump @MarthaRaddatz @TerryMoran 2019 is calling with similar stories.
1188606202101424129 2019-10-27 19:59:36 -0400 <JohnPflughoft> @jamieleecurtis @realDonaldTrump  https://t.co/BKDOEm16Rg
1188606200985935872 2019-10-27 19:59:36 -0400 <seppala_e> Looks like Syria is left holding the bag because of u, Donny. It's Not Right. Now it is coming back to bit u in the ass. U Are TOAST @realDonaldTrump. During the cold war, they use to call them Communist bastards who sympathized w/communist party, this is what we have w/u now.
1188606200423694336 2019-10-27 19:59:36 -0400 <AMinus____> @galvan5725 @nashmetro60 @TrueQanuck11 @realDonaldTrump The term 'Al-Baghdadi' is a Jewish term meaning of Baghdad.  Strange the MSM have not reported that.  Well maybe not so strange....
1188606198716743681 2019-10-27 19:59:35 -0400 <pennington_jr> @JoeK3Fan @mr_oogy_boogy @rhondaprell @baconpox @barbara27779013 @splootman @laurielovesmoll @glamelegance @realDonaldTrump no the records right here..you're clearly told me I'm a threat to you because I don't support who yiu do
1188606197265510400 2019-10-27 19:59:35 -0400 <pbeau49> @realDonaldTrump @MarthaRaddatz @TerryMoran Say cheese!! (click). Got it!!  https://t.co/7dTrArnv1L
1188606195319345153 2019-10-27 19:59:34 -0400 <kristyfromblock> @custardpi314159 @SebGorka @BarackObama @realDonaldTrump They made up and fabricated the tie to Trump in order to give themselves cover and then systematically leaked the information to sway the election.
1188606194065301507 2019-10-27 19:59:34 -0400 <KaiserUDM> @VP @realDonaldTrump I thought it was over...
1188606193222197248 2019-10-27 19:59:34 -0400 <Alt_Niallity> @TheBookPix @Cedarflame @jamieleecurtis @realDonaldTrump Three seconds on AltaVista: “Dogs in Islam,… are conventionally thought of as ritually impure. This idea taps into a long tradition that considers even the mere sight of a dog during prayer to have the power to nullify a pious Muslim's supplications.”
1188606193142521864 2019-10-27 19:59:34 -0400 <pwagfly> @jamieleecurtis @realDonaldTrump You really are showcasing the Hollywood out of touch elitists who don’t really know anything about patriotic Trump loving Americans.
1188606193062875137 2019-10-27 19:59:34 -0400 <jdwvln> @WhiteHouse @IvankaTrump @realDonaldTrump Crook, son of a crook, grandson of a crook.
1188606192857374721 2019-10-27 19:59:34 -0400 <ceilidh_2855> @DavidJHarrisJr @realDonaldTrump @washingtonpost We dont get to shut down newspapers or news outlets because we dont like what they report or how they report it. It is time stopped talking like this. It is antithetical to our values and constitution
1188606191619854341 2019-10-27 19:59:33 -0400 <LisaM0007> @jamieleecurtis @realDonaldTrump DT used the word "dog" because it is insulting in the Muslim culture. Yhey see dogs as evil.  They burn dogs alive, throw them off roofs.
1188606190592385030 2019-10-27 19:59:33 -0400 <cintyvoo> @luuzenit @adeleatplay @realDonaldTrump 💋🤠  https://t.co/xUVjOlYJxh
1188606190458146817 2019-10-27 19:59:33 -0400 <qwertiop321> @ChrisJZullo @w_terrence @realDonaldTrump @charliekirk11 stop describing the many democrat mayors around the major cities in the us
1188606187316695046 2019-10-27 19:59:32 -0400 <eastcoasthacker> @jamieleecurtis @realDonaldTrump  https://t.co/Q1EGQoxqeC
1188606185357893638 2019-10-27 19:59:32 -0400 <sophiapierre16> @summerofgeorge5 @WhiteHouse @yashar @realDonaldTrump Sec. Clinton’s reaction validated this pic even more.
1188606185152352256 2019-10-27 19:59:32 -0400 <kim65498992> @jamieleecurtis @realDonaldTrump Jamie you are delusional
1188606184497958912 2019-10-27 19:59:32 -0400 <auntdidi2003> @wn_returns @Javier_Veguilla @sridhar_samu @garathome @IlhanMN @realDonaldTrump Actually, Bagdhadi was captured in 2004 and imprisoned at Camp Bucca. He was released 10 to 11 months later. Last I remember, Obama wasn't elected until 2008. You might want to remove your tweet. It makes you look silly.
1188606183990595584 2019-10-27 19:59:32 -0400 <ronguerriero> @gtconway3d @realDonaldTrump NFW
1188606183579508736 2019-10-27 19:59:32 -0400 <jojapro> @GovMikeHuckabee @realDonaldTrump Best get to packing.
1188606183323721729 2019-10-27 19:59:31 -0400 <IrishinArchbold> @real_defender @realDonaldTrump  https://t.co/7wwrGpYKoY
1188606182652628992 2019-10-27 19:59:31 -0400 <tbone9070> @dapplegraypony @PoliticalLinz @realDonaldTrump @RepCohen @KerriKupecDOJ @MayorMemphis Well, I hope they see that they need new leadership.
1188606182614847488 2019-10-27 19:59:31 -0400 <Trump4future> @DragonsDie1230 @JohnFugelsang @RNcat50 @IntemperateUnd The progressives who constantly try to lay a guilt trip on the Christians that voted for @realDonaldTrump all seem to have something in common. And it’s very disturbing. #WalkAwayFromSocialistDemocrats #KeepAmericaGreat
1188606181339750400 2019-10-27 19:59:31 -0400 <kldickinson1> @SteveScalise @realDonaldTrump # Obama did it better.
1188606179758481408 2019-10-27 19:59:31 -0400 <Meisnere> Is the bozo @realDonaldTrump really at the game? Or was this just an FU to the ppl going?
1188606177854267394 2019-10-27 19:59:30 -0400 <slpage63> @realDonaldTrump Quote this 💩
1188606176801542144 2019-10-27 19:59:30 -0400 <Chrissylee1975> @CubansFor45 @SpeakerPelosi @realDonaldTrump @POTUS She says that's not the last of Isis , there are more terrorists out there and so she still wants open borders??? She really hates America.
1188606173492195330 2019-10-27 19:59:29 -0400 <jackclymer> @BradleyWhitford @realDonaldTrump So the pig is gone. Big deal
1188606173265530882 2019-10-27 19:59:29 -0400 <hdotard> @realDonaldTrump @MarthaRaddatz @TerryMoran  https://t.co/VhiDdrKdEo
1188606172619665408 2019-10-27 19:59:29 -0400 <Eda17725761> @Mrtimrock @StateDept @realDonaldTrump 💩💩
1188606167238316032 2019-10-27 19:59:28 -0400 <squiddlecakes> @AdrianW03562003 @Dutchwouter777 @bfraser747 @realDonaldTrump @BarackObama Why do you think Trump is great? Answer based in facts only. Let's find out where your "sees things different" comes from. The big question, of course, is who do your views harm? Go.
1188606166210887681 2019-10-27 19:59:27 -0400 <RickyAppleseed> @StateDept @realDonaldTrump Didn't #trump say months ago that #ISIS was dead?
1188606164784730113 2019-10-27 19:59:27 -0400 <levanssm1> @Onoko8888 @DeanObeidallah @realDonaldTrump Too not to.  We listened to what Trump said, “he died like a dog”. That speech was recorded on National TV
1188606164457676800 2019-10-27 19:59:27 -0400 <Prudenc17781876> @ScottPresler @realDonaldTrump @MarthaRaddatz @TerryMoran Trump wasn't involved until it came down to it. Nobody trusts him with information.
1188606164390633472 2019-10-27 19:59:27 -0400 <connier09762952> @GovMikeHuckabee @realDonaldTrump Republicans are crooked, not all, but some... hiding behind a Bible that they themselves do NOT follow is hypocrisy and this president does NOT know the meaning of truth nor has he ever spoke the truth. Propping a treasonist president makes YOU complicit  https://t.co/epETwd17wt
1188606163581054976 2019-10-27 19:59:27 -0400 <Jessebolt6> @JeffreyGuterman @realDonaldTrump Good block me bitch
1188606162775748608 2019-10-27 19:59:27 -0400 <Becktracker> @realDonaldTrump @MarthaRaddatz @TerryMoran Biden is an elder we can say put us on the path to failure b4 our youth movement. Theres no way the rise of mass incarceration and a corrupted DOJ and its lawyer class apparatus doesnt fall on his lifetime. Mass immigration billionaire drug cartels, endless wars opioid addiction
1188606162242920448 2019-10-27 19:59:26 -0400 <alsorepublicans> @kelshel7781 @WhollyWah @rickwtyler @realDonaldTrump @nytimes Dear Leader will tell us the true time, down to the second. In trump’s name, amen.
1188606161987129345 2019-10-27 19:59:26 -0400 <MarianCantwellF> Not a word about our great President @realDonaldTrump???
1188606161966325762 2019-10-27 19:59:26 -0400 <postman06> @MatthewJshow @real_defender @realDonaldTrump @MarthaRaddatz @TerryMoran He missed though!
1188606156169715713 2019-10-27 19:59:25 -0400 <MrsBetsyJane> @jaginator @georgehorn17251 @real_defender @realDonaldTrump @MarthaRaddatz @TerryMoran 😂😂😂😂 👋🏻 #GONATS
1188606154663960576 2019-10-27 19:59:25 -0400 <KirbyBryant16> @bfraser747 @realDonaldTrump @AdamSchiff  https://t.co/4jzqvDtooS
1188606153237913601 2019-10-27 19:59:24 -0400 <markkayeshow> I’m not sure who arranged this interview with @JoeBiden for @60Minutes, but @realDonaldTrump should send them some steaks.  #SleepyJoe #60minutes #yikes
1188606151430156293 2019-10-27 19:59:24 -0400 <LuisSalchi> @realDonaldTrump FAKE NEWS!
1188606151186964481 2019-10-27 19:59:24 -0400 <SarahDeeHartman> @Too7Blessed777 @SebGorka @BarackObama @realDonaldTrump Amen 🙏 👍 NICE
1188606149643423744 2019-10-27 19:59:23 -0400 <ROMANTICPOET111> @DrNealHouston @H2H32004 @realDonaldTrump #Trump2020
1188606147655127040 2019-10-27 19:59:23 -0400 <texasretard1968> @ScottPresler @realDonaldTrump @MarthaRaddatz @TerryMoran Naw ...he just "learned about it" from a fucking golf course!🤣
1188606138234920960 2019-10-27 19:59:21 -0400 <CrustyOlSkeptic> @gatewaypundit @realDonaldTrump @DanScavino Fact check in my mind....TRUE.
1188606137006018567 2019-10-27 19:59:20 -0400 <davidmaltese> @GiuseppeConteIT @realDonaldTrump Se hai un briciolo di dignità domattina dimettiti ed espatria
1188606136456400896 2019-10-27 19:59:20 -0400 <todaystheday99> @realDonaldTrump @foxandfriends You lie so much, no one believes you anymore...
1188606135198273536 2019-10-27 19:59:20 -0400 <robb_cowell> @StateDept @realDonaldTrump Not the founder of ISIS at all, and definitely not a more important kill than Bin Laden. Previously up to 45 leaders of ISIS were killed and guess who ordered the missions. Well, you did one thing right, but your ego will screw you all up as usual.
1188606134925422592 2019-10-27 19:59:20 -0400 <Lizzywill007> @jamieleecurtis @realDonaldTrump 🙏 Please get a new hairstyle, my Lord it's enough already.
1188606134728511488 2019-10-27 19:59:20 -0400 <Jeancar70414458> @realTylerWorley @webpagelink1 @realDonaldTrump Started in 1999 Isis formed in 2004
1188606131687567360 2019-10-27 19:59:19 -0400 <MerryDrew1> @slsaucier82 @SexCounseling @realDonaldTrump Good question
1188606131020685313 2019-10-27 19:59:19 -0400 <vickygarrison1> @jamieleecurtis @realDonaldTrump Sounds like she’s had to much “Hollywood”
1188606128839524352 2019-10-27 19:59:19 -0400 <whauck9J> @realDonaldTrump @FLOTUS Make sure they're not murders and rapists!
1188606125190602754 2019-10-27 19:59:18 -0400 <tengligutan> @MZHemingway They cannot give @realDonaldTrump the credit he deserves not to mention of the Syria issue. They are worried of offending Islamic tradition. I guess those 5 American journalist they killed
1188606123835887617 2019-10-27 19:59:17 -0400 <david4potus2020> @GOP Remind me again how effective @realDonaldTrump has been?   https://t.co/5AQKcHZUjy    https://t.co/lgXe58227K    https://t.co/Rl02U0rNew   https://t.co/JnLzoELqVz   https://t.co/rufk1DsPcf   https://t.co/vdfwULcek1   https://t.co/kfppiAX2w1   https://t.co/cPvP3Atqjh  https://t.co/f1okEchCyc
1188606122636337154 2019-10-27 19:59:17 -0400 <Steve_Seay> @realDonaldTrump @MarthaRaddatz @TerryMoran You da man Prez!
1188606121499488256 2019-10-27 19:59:17 -0400 <WheresJoe1> @StateDept @realDonaldTrump Oorah!  Mr. President.  See you in your second term.
1188606117372407809 2019-10-27 19:59:16 -0400 <bsteeboiler> @gtconway3d @ReddogOHIO @realDonaldTrump Perhaps a press secretary with no words and no press conferences needs return her paychecks as no work government jobs are generally considered graft and you know the word....corruption.
1188606117322080257 2019-10-27 19:59:16 -0400 <Fred12780> @SteveDaines @realDonaldTrump WTF happened to the Republican party?  #GOPComplicitTraitors   https://t.co/gycoFj7I4J
1188606117082849280 2019-10-27 19:59:16 -0400 <Bluey360Mc> @realDonaldTrump You ate a vegetable?
1188606115887468544 2019-10-27 19:59:15 -0400 <TRUCKNUTTzzz> @realDonaldTrump @MarthaRaddatz @TerryMoran Good job hunting down that bad hombre trump
1188606113861771266 2019-10-27 19:59:15 -0400 <Peggy04559140> @WhiteHouse @realDonaldTrump Love President Trump keep up the Great  https://t.co/ChbleXzjgT President in a Very Very Very long time.
1188606112041299969 2019-10-27 19:59:15 -0400 <dvmin98> @jamieleecurtis @realDonaldTrump He blew himself and his three kids up. Are u that stupid?  He did it to himself. Stop having sympathy for a mass nurderer. Ask the foley family how they feel. Ask the family of the Jordanian pilot. You’re abhorrent
1188606109726076928 2019-10-27 19:59:14 -0400 <Shiloh30908969> @FaceTheNation @VP @margbrennan @realDonaldTrump He’s a liar like just like @realDonaldTrump
1188606108287590400 2019-10-27 19:59:14 -0400 <GregBerr> @tony_quinnto @CNNPolitics @DonaldJTrumpJr  @EricTrump  @IvankaTrump  He's talking about your father, @realDonaldTrump.   https://t.co/bVee8BpjYX
1188606103342473217 2019-10-27 19:59:12 -0400 <ReviewResist> @jdm_janet @WhiteHouse @aburgher @realDonaldTrump  https://t.co/pnQOkrPkGZ
1188606097965359110 2019-10-27 19:59:11 -0400 <Lee4629> @Gerankel @MCCNP @jamieleecurtis @realDonaldTrump  https://t.co/5lEnqfcKol
1188606097793388545 2019-10-27 19:59:11 -0400 <MetalGal> @jamieleecurtis @realDonaldTrump Share this crap..THIS is the "HOLLYWIERD ELITE"..completely out of touch...and why most Americans refuse to watch ANY OF YOUR GUYS' MOVIES!!💥👊😎
1188606097592082432 2019-10-27 19:59:11 -0400 <movingcarcas96> @ActuaIIy_Batman @realDonaldTrump Imagine if he actually gives me one lol
1188606096191250433 2019-10-27 19:59:11 -0400 <Maggie50931562> @TeamTrump @realDonaldTrump What happened to most of the special forces members who killed osma bin laden?  Need to keep last night heros in our prayers.
1188606094240669696 2019-10-27 19:59:10 -0400 <WyclefJeanss> @jamieleecurtis @realDonaldTrump What military branch have you served in asking for a friend ?
1188606089828405248 2019-10-27 19:59:09 -0400 <Ddking5556> @StateDept @realDonaldTrump 🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽
