1142220651471757313 2019-06-21 19:59:59 -0400 <donafella> @realDonaldTrump  https://t.co/3N8S0d6IB7
1142220547989889024 2019-06-21 19:59:34 -0400 <Winelover3384> @realDonaldTrump #IdiotInChief #TrumpMustResign  https://t.co/7FbCho16Sc
1142220547419496449 2019-06-21 19:59:34 -0400 <meroocv> @BellLopes12 @washingtonpost @ggreenwald @realDonaldTrump Chora mais kkkkk
1142220545783738368 2019-06-21 19:59:34 -0400 <NeilNevins> @realDonaldTrump Mr President as a longtime fan of In the Hall of the Mountain King it is incredible to have a president with great musical taste such as yours. Nobama never used In the Hall of the Mountain King once and as you can see he is no longer the president! God bless
1142220541060964352 2019-06-21 19:59:33 -0400 <LavonneAnn81> @Hutton8Eldon @realDonaldTrump @LouDobbs @TuckerCarlson @seanhannity @IngrahamAngle More like a broken record, that's scratched up and keeps skipping. He's useless
1142220541018816512 2019-06-21 19:59:33 -0400 <secularcitizen2> @realDonaldTrump Again, the men and women of ICE and Border Patrol are horrible people who are committing crimes against humanity. They are American's Nazis. The Democrats have morals, you Republicans do not.
1142220540947652608 2019-06-21 19:59:33 -0400 <MeryRobins> @realDonaldTrump  https://t.co/FlhPhSqIwz
1142220538653229056 2019-06-21 19:59:32 -0400 <sithaeg> @realDonaldTrump @TuckerCarlson @foxandfriends Oh Dirty Donny-you are really worried about Congress looking into your misdeeds. Orange your color?
1142220538045014016 2019-06-21 19:59:32 -0400 <swalker451> @realDonaldTrump Liar
1142220538015703041 2019-06-21 19:59:32 -0400 <FrankDoolin> @JewishConserve @DonaldJTrumpJr @realDonaldTrump Promises none. No infrastructure,no wall, no Mexico paying, no balanced budget. No hires best people. The last one is really funny. No golf? Lmao  https://t.co/pmNPvWjoqj
1142220535494922240 2019-06-21 19:59:31 -0400 <goddesslynnes> @realDonaldTrump Do you read your teeets before you hit send?
1142220535314747392 2019-06-21 19:59:31 -0400 <hereshowatsdone> @realDonaldTrump What an absolute narcissist. I can’t wait to watch you lose next year. #NotMyPresident 🖕🏼
1142220533662212101 2019-06-21 19:59:31 -0400 <GLestrr> @dcexaminer @DineshDSouza @realDonaldTrump @PPFA I am hoping so called planned parent hood lose all of their funding.
1142220532856655874 2019-06-21 19:59:31 -0400 <cav_nitro> @realDonaldTrump President Trump, thank you for doing an awesome job for we the people. May GOD continue to bless you and lead you through these difficult times.
1142220532391260162 2019-06-21 19:59:31 -0400 <emmykn> @realDonaldTrump Who are you, Xenu?
1142220531246100480 2019-06-21 19:59:30 -0400 <TheBollocks77> @realDonaldTrump New allegations of rape? Wow, you're just an all around criminal aren't you? Money laundering, misuse of campaign finances, emoluments, obstruction, collusion, sexual assault, child rape and more.
1142220530612916224 2019-06-21 19:59:30 -0400 <bearpawz2014> Prez. Trump, remember when inspectors were sent to inspect for nuclear development in Iran? They were not allowed in the tunnels in the mountains in Western Iran. Nuclear labs are there. They may purify uranium:they are storing in the mountains. @realDonaldTrump @realDonaldTrump
1142220530147299334 2019-06-21 19:59:30 -0400 <PamiPilbeam> @ExtremelyBlue12 @JessicaRepati @ComfortablySmug @realDonaldTrump  https://t.co/zND1zxnh8X
1142220522945699840 2019-06-21 19:59:28 -0400 <LoriBersani> @Baldy309 @realDonaldTrump Be wary. Fox wants the war.
1142220522467614720 2019-06-21 19:59:28 -0400 <Dolphin_Tj34698> @realDonaldTrump Monster. #ImpeachTrump
1142220522153029633 2019-06-21 19:59:28 -0400 <fijneman_ron> @bestlotionsdeal @FlintyMaguire @realDonaldTrump @MSNBC Is he?  https://t.co/JnxKLhf3gr
1142220519837773824 2019-06-21 19:59:28 -0400 <CapitalMIKU> @realDonaldTrump Boi u got 20 years max to live
1142220517308416000 2019-06-21 19:59:27 -0400 <Dimeshreds> @realDonaldTrump I think you will struggle to get elected next time if you go to War again... Get Israel out of our system please, they make the USA the bad guys.
1142220516486459398 2019-06-21 19:59:27 -0400 <BrianDHolmes1> @Care4His @realDonaldTrump Must be invigorating to be so eager to buy into any old bullshit that falls in your lap. Run with it little camper.
1142220515215589378 2019-06-21 19:59:26 -0400 <AadGroeneveld1> @realDonaldTrump Impeach now, prison soon after please... Can you do that America? Do you still know what's right from what's wrong? 😰  https://t.co/3SoOyvq2Uq
1142220514842124288 2019-06-21 19:59:26 -0400 <MrCatStubble> Oregon Governor Threatens to Send State Police to Round Up Republicans after Walk-Out over Cap-and-Trade Stalemate  https://t.co/X7qdn7ATXw #Trending via @pjmedia_com  @realDonaldTrump
1142220510530592769 2019-06-21 19:59:25 -0400 <Breaking144> ‘She is trying to sell a new book’: @realDonaldTrump ardently denies US columnist’s sexual assault accusations  https://t.co/egJqsW9DTC  https://t.co/gwxvsb1QdZ  https://t.co/VmJUnpKjxQ
1142220508915798017 2019-06-21 19:59:25 -0400 <BeYourPetsVoice> @NYGovCuomo If illegal immigrants get a driver license they can now register to vote.  THAT is foreign interference.  This is NOT to drive to work to contribute to society - it’s to get a vote. Forget #RussiaInvestigation  NOT FAIR-STOP This  @RealCandaceO @realDonaldTrump  @charliekirk11
1142220506936086528 2019-06-21 19:59:24 -0400 <Your_Tech_Guy_> @realDonaldTrump No. But what you’re doing is. You should probably just resign.
1142220506197708800 2019-06-21 19:59:24 -0400 <alonaProphet> @realDonaldTrump  https://t.co/deDASUYw1E Cause of the disaster, because crime of murderer (South korean and American of Satan and Devil) You must be Brutally Kill and destroy them and they family &lt;'Mang Won'&gt;, more than they crimes (Robbery, destruction, Extortion, etc) Massacre and Abuse with...
1142220506000756742 2019-06-21 19:59:24 -0400 <seekupTx> @NikkiHaley If @realDonaldTrump represents the @GOP then Roy Moore does as well.  https://t.co/I7WYUnLwQe
1142220504251559936 2019-06-21 19:59:24 -0400 <roswell32> @realDonaldTrump You know that this screams "I want to be a Dictator like Putin and Kim"  don't you ? #MobBoss #Narcissist #NotMyPresident  https://t.co/7dqTsEawe1
1142220501798051840 2019-06-21 19:59:23 -0400 <CapablancaDavid> @AndresForero29 @CubaMINREX @BrunoRguezP #Cuba jamás caería en semejante absurdo. Tenemos altos valores morales y éticos, donde prima el ser humano por sobre todas las cosas. Todo es parte del show político y mediático de #EEUU y @realDonaldTrump. La verdad, como siempre se impondrá. #SomosCuba #SomosContinuidad  https://t.co/mamcypgDyo
1142220501667868672 2019-06-21 19:59:23 -0400 <nbness2> @realDonaldTrump Thats how long youd need to stay in office to keep dodging your crimes.
1142220500984303621 2019-06-21 19:59:23 -0400 <kem451_> Haven't @POTUS @realDonaldTrump and Republicans @GOP been warning everybody about this for months, but the main stream news media @CNN @MSNBC and @HouseDemocrats @DNC been telling us it's a "manufactured crisis"?
1142220497775669249 2019-06-21 19:59:22 -0400 <donatoorlando> It may be obvious to some however it needs to be said, @realDonaldTrump is a serial rapist!........not one Republican will stand up and demand an inquiry or a congressional investigation. Yet they want to see Hilary's deleted email. #ImpeachTrumpNow
1142220497255460864 2019-06-21 19:59:22 -0400 <victorriker1> @Phishie_Philly @rosedixontx @POTUS @realDonaldTrump I am not voting for you
1142220497050116096 2019-06-21 19:59:22 -0400 <Debj541> @us_todd @DonaldJTrumpJr @realDonaldTrump Can you show us on the doll just where the bad man hurt you?? 😂
1142220490854957057 2019-06-21 19:59:21 -0400 <gigoro28> @realDonaldTrump こいつ根性なしだな 一度決めたら最後までやれ (-_-;)
1142220490045628417 2019-06-21 19:59:20 -0400 <mooselips> @RandPaul @realDonaldTrump I agree a war is what THEY want.  He's always 4 steps ahead, so I won't worry.  #Trump2020
1142220486115495936 2019-06-21 19:59:19 -0400 <TimiT777> @realDonaldTrump Prove to us that you are the one who is not a crook. Show Congress your taxes! You would sell your family before you do that. You are a criminal! Obstruction of justice.  #BillionDollarLoser  #TrumpCrimeSyndicate
1142220481644421121 2019-06-21 19:59:18 -0400 <Jilly379> @ErinBurnett @CNN Erin, any reason you couldn’t find the time to mention another Rape accusation of @realDonaldTrump but found 10 min to spend on horses dying? Media is complicit in this monster. “ but her emails”
1142220475558330368 2019-06-21 19:59:17 -0400 <pavluvsdog> @realDonaldTrump We don't like you.
1142220474669289473 2019-06-21 19:59:17 -0400 <NNorrisford> @rubyrearview @LindseyGrahamSC @realDonaldTrump Are you inferring the 9/11 attacks were sponsored by the Saudi Arabian government. The government of Iran is the world's leading sponsor of terrorism. That's a pathetic response and you know it.
1142220473536638976 2019-06-21 19:59:16 -0400 <KeyhrcCatherine> @GOPChairwoman @realDonaldTrump Agreed.  YOU CAN’T MAKE THIS STUFF UP.    . @GOPChairwoman lies for a living. Remember, Everything Trump Touches Dies ( #ETTD ) and there is a tomorrow after the orange moron is gone . . . and we will remember you sold your soul. Shame on you.
1142220471380955141 2019-06-21 19:59:16 -0400 <McgDianne> @realDonaldTrump  https://t.co/djYBDVQMbY
1142220469132845056 2019-06-21 19:59:15 -0400 <JJussely> @DonaldJTrumpJr @realDonaldTrump Trump that is, I don’t want anyone thinking I was talking about the last one.
1142220468105175040 2019-06-21 19:59:15 -0400 <LtotheL2> @votecumby @RangerDainko @skull_screaming @er509939 @yashar @realDonaldTrump I’ve worked in industries where sexual harassment/abuse is rampant. I’ve yet to hear of multiple rapes, assaults, attacks etc. experienced by the same person. She wasn’t in her job capacity at the time, btw. And I am not belittling this woman. That’s your assumption.
1142220467782279168 2019-06-21 19:59:15 -0400 <et757022> @DavidBrodyCBN @AOC @realDonaldTrump I wonder why they didn’t vote republican?
1142220467249524737 2019-06-21 19:59:15 -0400 <southiekitkat> @POTUS @realDonaldTrump
1142220465404030976 2019-06-21 19:59:15 -0400 <crazyrednovels> Hey @sendavidperdue @SenatorIsakson @RepDrewFerguson  Do you really believe ALL THE WOMEN ARE LYING or do you just not care?  How many times does @realDonaldTrump have to be credibly accused of sexual assault before you #BelieveWomen? #TrumpRapist
1142220465294827521 2019-06-21 19:59:15 -0400 <araykopo> @martinleecobb @realDonaldTrump You are now in our list for heroism....Will vote for you. Fight!!!!
1142220465144029185 2019-06-21 19:59:14 -0400 <mememagi1776> @TIME @realDonaldTrump His was better.
1142220465022349312 2019-06-21 19:59:14 -0400 <PKiniry> @GOPChairwoman @realDonaldTrump 🤮🤮🤮🤮🤮🤮🤮🤮
1142220464745414657 2019-06-21 19:59:14 -0400 <TellySaysStuff> @coolmofo @ErinBeenWavy @RealCandaceO @realDonaldTrump Really dumb people tend to group together. Also there's a bunch of POC who think that siding with their oppressors will make them more valuable, like they'll be accepted and end up better than their peers. They're honestly not smart enough to realize they're just pawns.
1142220463470342144 2019-06-21 19:59:14 -0400 <OnyxandBella> @thundermunkin @GOPChairwoman @NevadaJack2 @realDonaldTrump Glad to know u think trump should be impeached. Since the laws are suppose to be for everyone. No exceptions.
1142220462614708224 2019-06-21 19:59:14 -0400 <ray_sund> @progressiveABF @haneyohaney @waltshaub @realDonaldTrump But, you have a C-I-C who knows more than all the generals! So enjoy your blessed country and it idiocracy!
1142220460421107712 2019-06-21 19:59:13 -0400 <colley_dana> @realDonaldTrump It was money that we owed them
1142220458848346112 2019-06-21 19:59:13 -0400 <BillBadMule> @RyanHillMI @realDonaldTrump Maybe that keeps him from shiting his diapers
1142220458021937152 2019-06-21 19:59:13 -0400 <Alewis569> @ChrisJZullo @realDonaldTrump Your willfully naive if you think Iran is going to be a Country that is going to honor anything
1142220457883475968 2019-06-21 19:59:13 -0400 <BobInBoulder> @g_hanna14 @realDonaldTrump I don't think he changes his own diaper at this point.
1142220457422118912 2019-06-21 19:59:13 -0400 <JAS16AZ> @realDonaldTrump Isn’t it “locked &amp; loaded?” “What is cocked &amp; loaded?”
1142220456642142219 2019-06-21 19:59:12 -0400 <SadlowBerlin> @farmast2000 @SabrinaMarieHeb @sabuzwp @realDonaldTrump First of all: Repair your caps lock 😂
1142220456113651713 2019-06-21 19:59:12 -0400 <MsKenman2008> @geekman @polyglotme @brsquared @yesnicksearcy @realDonaldTrump @rushlimbaugh Go harass your wife or did the air leak out?
1142220453936685056 2019-06-21 19:59:12 -0400 <cliffordwiesner> @TomFitton @realDonaldTrump @JudicialWatch Please note the last 4 letters in Democrats.  Chilling isn’t it?
1142220453500608515 2019-06-21 19:59:12 -0400 <Travis1wolf> @DonaldJTrumpJr @VolsNattychasin @realDonaldTrump Powerful I love it
1142220453475471361 2019-06-21 19:59:12 -0400 <jmack0813> @SenSchumer @realDonaldTrump Chuckie the schmuckie!  https://t.co/vDibigqvZX
1142220452477263873 2019-06-21 19:59:11 -0400 <enespacio> @DonaldJTrumpJr @realDonaldTrump psst...  https://t.co/AniaCQIt4M
1142220449079844864 2019-06-21 19:59:11 -0400 <nebro> @GOPChairwoman @realDonaldTrump YOU can make anything up, though. It's your forte.
1142220447775363072 2019-06-21 19:59:10 -0400 <Robertyuiop_> @realDonaldTrump You did not pass this by your team bruh 😂 😂
1142220446986883074 2019-06-21 19:59:10 -0400 <kinch49> @LouDobbs @EdRollins @realDonaldTrump CUT THE HEAD OFF THE SNAKE!  Do Iranian people a favor &amp; drop in on Mullah leaders!  Set the nation free - rid Iran of the Satanic Death Cult of Radical Islamists !
1142220446185787392 2019-06-21 19:59:10 -0400 <pamcdaniel303> @realDonaldTrump Lord help us!
1142220443904020481 2019-06-21 19:59:09 -0400 <rhona54> @realDonaldTrump Maybe you deserve it.
1142220440775143425 2019-06-21 19:59:09 -0400 <NicholasNgs9008> @DonaldJTrumpJr @realDonaldTrump Word!!! Yes sir
1142220437776162816 2019-06-21 19:59:08 -0400 <LyndaBroadfoot> @realDonaldTrump And yet, you care NOTHING about people fleeing death in Mexico and other Central American areas.  Another example  of racism??  Looks that way to me!!
1142220437667098630 2019-06-21 19:59:08 -0400 <AnnBieb> @beth2nz @melissa_rose83 @realDonaldTrump Maybe he got a call from Putin
1142220434705809409 2019-06-21 19:59:07 -0400 <benitog> @Luana72481043 @TIME @realDonaldTrump I'm using it or is he using Times? And I do know how to read. Read what copyright infringement is. Anything that's similar to posted or trademark and copied is that. Depends on where it was posted. Did you know a tweet and FB post with time stamp are a form of it
1142220432625557504 2019-06-21 19:59:07 -0400 <lanieand> @leibofestsdad @DonaldJTrumpJr @realDonaldTrump Liberal Drama....
