1022995045694287872 2018-07-27 19:59:59 -0400 <RSchultEdit1995> @rngrjoe_94 @ChrisJZullo @realDonaldTrump Hello Bot McBot Face.
1022995034373849090 2018-07-27 19:59:57 -0400 <rshifflet> @realDonaldTrump competence   as in choice of a personal lawyer ?   as in choice of spouse over showgirls ?  competent You ? not.
1022995033849573376 2018-07-27 19:59:57 -0400 <crwalters51978> @realDonaldTrump @realDonaldTrump  you aren’t main stream you are ruffling feathers and making decisions best for my children and my grandchildren thank you
1022995032071122949 2018-07-27 19:59:56 -0400 <Demgirl50> @realDonaldTrump Again you lie!!! We don’t believe a word you say ever.
1022995030628360196 2018-07-27 19:59:56 -0400 <CastavaLeePhoto> @FearlsFlyNFrost @realDonaldTrump I did! 😁😁 I think it's just trumps page. Purposely not capitalized.
1022995027453255680 2018-07-27 19:59:55 -0400 <ThomNagle> Hillary nailed @realDonaldTrump with #PutinsPuppet , He's proven it every Day since.  @CNN 👉 #PutinsPuppet 🇷🇺Administration is looking into lifting #sanctions against a major Russian aluminum company founded by one of Vladimir Putin's closest allies   https://t.co/UDtS76ovRm  https://t.co/ek1MCKlNtQ
1022995026819862530 2018-07-27 19:59:55 -0400 <rebekahkfreitas> @realDonaldTrump Oh. So the man who pays mistresses through shell companies, launders money through phony real estate deals, and defrauds folks at a fake university is calling others weak on crime. That's hilarious.
1022995024936665088 2018-07-27 19:59:54 -0400 <roylstewart888> @realDonaldTrump They have you pegged for what you are Comrade Trump. A traitor !!
1022995024185896961 2018-07-27 19:59:54 -0400 <mayra_feeley> @realDonaldTrump Republicans who are trying to weaken the FBI and CIA are weak on crime, worse on terrorism and opposed to electoral cyber security (I wonder why?)
1022995022948573186 2018-07-27 19:59:54 -0400 <MitzyMitts7> @TrumpChic @VotedForYouBut @CheriJacobus @realDonaldTrump @AlanDersh But here's star for your efforts...  https://t.co/ZdOLAgiO31
1022995022894047232 2018-07-27 19:59:54 -0400 <jerrysantos52> @StefanGutenberg @realDonaldTrump Let that one stay closed please. We don't need anymore GM products.
1022995022570971136 2018-07-27 19:59:54 -0400 <ChrisBragdon> @CiaranWest @steph93065 @realDonaldTrump @drj602 Lol, I have 1 of u'r liberal bots admitting there paid 😂  https://t.co/IqT5riGhW7
1022995018615873537 2018-07-27 19:59:53 -0400 <ShannonDiaram> @4cats412 @DearAuntCrabby @realDonaldTrump Sure.
1022995016225050624 2018-07-27 19:59:52 -0400 <NoSacredCow60> @CSMotorpsycho1 @Caretaker_Cat @oneway_right @adriana7077 @Jrlvr88 @realDonaldTrump Aaaaaannnnd point proved.
1022995010365665285 2018-07-27 19:59:51 -0400 <larry5hands> ...and the #GOP continues to enable him. Majority of Republicans seeking re-election are a Bunch of spineless cowards but will jump @realDonaldTrump ‘Ship Of Fools’ like the rats 🐀 🐀 🐀 they are when they believe it’s sinking. @EAUKnews @ChristianCoali @Pontifex @KellyannePolls
1022995009388339206 2018-07-27 19:59:51 -0400 <LettyMata6> @realDonaldTrump You are such a hortible human being. I spend my day with migrant children who may or may not be "legal" and guess what?!! I don't care!!!! Their parents work all dam day in the fields to provide them a life. Maybe you should take over for them.
1022995008255918081 2018-07-27 19:59:50 -0400 <bandyboy911> @brettsk22371499 @cgauthier592 @ImmoralReport @rocaramirez @realDonaldTrump @RonDeSantisFL @BrianKempGA My point is that Trump said the focus is on "bad hombres". I fully support deporting the criminal element (duh!). But those immigrants who are doing the "right thing" (paying fines; working to support their families) should be shielded for the time being from deportation.
1022995006829809664 2018-07-27 19:59:50 -0400 <GaryGSP89> @FLOTUS @WhiteHouse You need a very large tree for all the presents for your husbands kidnapped children he seperated from their Parents. PS  he can't write them off on his Tax Return. @realDonaldTrump @RudyGiuliani @Lawrence @JoeNBC @Acosta @donlemon
1022995006473351173 2018-07-27 19:59:50 -0400 <RuggedExtreme> @centola48 @realDonaldTrump If anyone moved at Trump's pace 24/7, they would never get a job. It would take 24 hours just to get off the 24k throne after tweeting.
1022995004850098178 2018-07-27 19:59:50 -0400 <trishtra3> @CorbieCrow @timmy_rev @realDonaldTrump Real news to MAGA, yet Pecker takes money to actually block real news.
1022995004447502336 2018-07-27 19:59:50 -0400 <nmpalms> @bobforgovernor You’re also the only candidate that hasn’t voted in 16 years, left the @CTGOP because he hated @realDonaldTrump and worked at a company investigated for charging 3000% interest on loans. #paydaybob #bobthedem #fakebob
1022995003625242624 2018-07-27 19:59:49 -0400 <Pop3Pam> @BrandonHenrichs @tammyhawk68 @rue_roger @Alt_FedEmployee @realDonaldTrump Seriously if there were evidence that met the standard to hold up in court she would have been, and actually there weren’t plenty of classified emails the majority were mismarked and classified after the fact. Intent also factors in, there just wasn’t nafarious intent.
1022995003239477250 2018-07-27 19:59:49 -0400 <AdelabuSuccess> @LouDobbs @realDonaldTrump women unemployment at 65yrs low
1022995001934995456 2018-07-27 19:59:49 -0400 <UFOSIGHTINGNEW> @loveanmayyoube @realDonaldTrump The Internet is the FALSE PROPHET
1022995001415016448 2018-07-27 19:59:49 -0400 <JohnAdamsGA> @realDonaldTrump 1. Nope 2. Wrong 3. Hahaha! No. 4. Not really. Comparatively, you have much more biased "news" outlets stroking your ego &amp; attacking your enemies for you.
1022994997388496896 2018-07-27 19:59:48 -0400 <Amay80461574> @davidcicilline @realDonaldTrump That's just as bad as Waters telling people to go after other people in public places.
1022994995480076289 2018-07-27 19:59:47 -0400 <maymemonson> @realDonaldTrump Trump, you need to respect the oath of office, our Constitution, our democracy and our hard working men and women of the FBI and DOJ, before putting your mouth on the NFL and the players kneeling. They have the right to protect, and you know it has nothing to do with the flag.
1022994994922221569 2018-07-27 19:59:47 -0400 <BobWeir1980> @realDonaldTrump Mueller’s eyes They're watching you They see your every move Mueller’s eyes They're watching you Mueller’s eyes They're watching you watching You watching you watching you  https://t.co/f4v7wjez5c
1022994994838298624 2018-07-27 19:59:47 -0400 <Enigmaticatious> @Earl_Tracey @GregShugar @realDonaldTrump And again, the only purpose of a gun is to launch a metal projectile at 500 m/s to indescriminately tear into flesh and cause major tissue damage. And that is if the gun performs 100% exactly the way it is intended to work.  You just dont seem to be getting it do you?
1022994988748005376 2018-07-27 19:59:46 -0400 <Rose52413> @realDonaldTrump
1022994987913555968 2018-07-27 19:59:46 -0400 <gerrylaytin> What ARE you hiding @realDonaldTrump we know you’re hiding your shady financial dealings by not letting us see your tax returns. And the constant audit story is total bullshit!
1022994984214114304 2018-07-27 19:59:45 -0400 <campbellsl> Some of these children won't "get over" this. I use quotes because that's a misnomer. Childhood trauma is the gift that keeps on giving, @realDonaldTrump, so do, please tweet more about Crooked Hillary or the so-called "witch hunt." I cannot wait to see you in hell.
1022994984100720640 2018-07-27 19:59:45 -0400 <pedanticTroll> @realDonaldTrump Um yeah cause this tweet doesn't sound at all suspicious. Have you ever heard the term digging yourself deeper? Prolly not because you're a #DipshitDonny #DumbDonny through and through.  You flew to high icarus, and now you're wings have melted. Just like McCarthy
1022994982720954369 2018-07-27 19:59:44 -0400 <M1GrandRedneck> @DBombshells @realDonaldTrump Trump derangement syndrome is stong with this one @DBombshells
1022994981504643073 2018-07-27 19:59:44 -0400 <dan_yellow02> @DonaldJTrumpJr @realDonaldTrump  Funny, according to you all, you were sooo unfamiliar with Russia. #TrumpRussiaTreason #TrumpCrimeFamily #TrumpTreason #TrumpColluded #PutinsPuppet #PutinsApprentice #corruptGOP #ComplicitGOP #MuellerInvestigation #Impeach #TrumpLies
1022994979306663936 2018-07-27 19:59:44 -0400 <meekamooka1> @hen362 @mrdavehill @realDonaldTrump Oh yes he is. Including having malignant narcissistic personality disorder. He's a con artist and a coward.
1022994979235528704 2018-07-27 19:59:44 -0400 <LaDemNakita> @realDonaldTrump Trump, who wants to be Putin and cares little about Our Great Democracy and Is the antithesis of a patriot, attacks freedom of press daily.🤡
1022994978128056321 2018-07-27 19:59:43 -0400 <NoToAltFacts1> @realDonaldTrump @USNavy Maybe you should actually follow her lead and make positive change for EVERYONE instead of just the rich.
1022994977687851010 2018-07-27 19:59:43 -0400 <guydbennett> @NancyPelosi @realDonaldTrump Looks like the Clinton Foundation Donation's chart right up until President Trump's inauguration.
1022994976957968390 2018-07-27 19:59:43 -0400 <Michal53766969> @realDonaldTrump Amazing job sir 🇺🇸.  You’re the 🐐
1022994976618229760 2018-07-27 19:59:43 -0400 <TimeforTruth16> @the_kablammy @realDonaldTrump the only joke is your profile pic Sam
1022994975133335552 2018-07-27 19:59:43 -0400 <PhilTravelz> @realDonaldTrump Seams like Cohen may have something to say on the subject of caring about crimes.....too soon?
1022994973518651393 2018-07-27 19:59:42 -0400 <MyPlace4U> @realDonaldTrump 👍👍👍 Yep
1022994971887120384 2018-07-27 19:59:42 -0400 <rshep350> @USChamber . @realDonaldTrump doesn’t care about the true cost of tariffs. He only cares about Russia and their prostitutes.
1022994970897264640 2018-07-27 19:59:42 -0400 <SATIRE_of_SEVS> @realDonaldTrump To misquote Peter Pan... You can lie! You can lie! You can lie!
1022994965687939073 2018-07-27 19:59:40 -0400 <jacobfruergaard> @realDonaldTrump 👈🤣🤣🤣🤣🤣🤣🤣
1022994963506909186 2018-07-27 19:59:40 -0400 <BethEllison4> @TomFitton @JudicialWatch @realDonaldTrump Unbelievable
1022994962110136322 2018-07-27 19:59:39 -0400 <charmgritty> @realDonaldTrump   https://t.co/Nq6LZBBiEe
1022994961103572999 2018-07-27 19:59:39 -0400 <stockpicks> Finally catching up to the economics of #China vs #USA trade war it seems.  @RealDonaldTrump gets it.  Xi Jinping, Not so much.
1022994960612814848 2018-07-27 19:59:39 -0400 <KopsMiss> @Jabez1Chr49 @NumbersMean @stevenmnuchin1 @realDonaldTrump You're actually trying to compare GDP growth of a post-crash economy to GDP growth of a strong economy?   Obviously your degree is not in finance or economics
1022994958830247936 2018-07-27 19:59:39 -0400 <13thDrResists> @realDonaldTrump   https://t.co/ZlCcGs3hVQ
1022994957764681728 2018-07-27 19:59:38 -0400 <dem_happy> @realDonaldTrump PLEASE GIVE UP and resign! !!
1022994956590477312 2018-07-27 19:59:38 -0400 <MagsBitchs> @GaryDeal53 @ultimatetaxi @realDonaldTrump I have a gift for you.
1022994955697049601 2018-07-27 19:59:38 -0400 <fcmac57> @RealDrGina @JoanneTarpon07 @realDonaldTrump The detractors will never change. I can’t see how such positive news can be a source of pain. I say they should all eat shit.
1022994951389564934 2018-07-27 19:59:37 -0400 <triplel000> I just saw on television that Jared Kushner told @realDonaldTrump to keep the President's fixer from getting a White House job. Damn
1022994949241884672 2018-07-27 19:59:36 -0400 <patrona1> @realDonaldTrump @GOP  so much for Making America Great again. 🖕🏼🤬🖕🏼
1022994948608733185 2018-07-27 19:59:36 -0400 <_r_k_f_> @realDonaldTrump You're a delusional asshole.
1022994947098771456 2018-07-27 19:59:36 -0400 <aepriceny> @realDonaldTrump Maybe he TAPED IT!
1022994945551024138 2018-07-27 19:59:36 -0400 <cydk0704> @realDonaldTrump   https://t.co/JnpCqpKKJt
1022994945420943360 2018-07-27 19:59:35 -0400 <JLongGallegos> @realDonaldTrump Yeah, RIGHT 🙄
1022994944586334208 2018-07-27 19:59:35 -0400 <Moon2Ruby> @realDonaldTrump More Smoke and Mirrors- it’s only because the companies you threatened tariffs on bought up a lot of goods which makes the economy look good until the next quarter when it will DROP!!!
1022994943466512384 2018-07-27 19:59:35 -0400 <HerbiePopnecka> @realDonaldTrump Sooooooooo is @EricTrump having the best day ever?! Is @DonaldJTrumpJr the dumb one now?!
1022994941197205504 2018-07-27 19:59:34 -0400 <RayK_Jr> @realDonaldTrump Thank you Donald!
1022994939452551169 2018-07-27 19:59:34 -0400 <UreB31ngC0nn3d> @jlhatty @dale_e_ho @SenateMajLdr @HouseGOP @SecretaryRoss @realDonaldTrump #WeThePeople are now allowed to lie to Congress. Lie to each other. Whatever laws you want to break, you're allowed. When Congress let's their people break the law, let's the #FakePOTUS break constitutional laws, then really, nobody has to follow the laws.
1022994935304339458 2018-07-27 19:59:33 -0400 <JoyBelleShadow> Don't care...not even a little bit. I didn't hire @realDonaldTrump to be my moral compass, I hired him to fix my country.
1022994932087308288 2018-07-27 19:59:32 -0400 <hockeygirl634> @realDonaldTrump Except for @FoxNews who sided with open accessible media🤔
1022994931932119040 2018-07-27 19:59:32 -0400 <sheila19801987> @realDonaldTrump Frantic Friday - The walls are closing in.  https://t.co/HPJYckjet6
1022994931915345926 2018-07-27 19:59:32 -0400 <AlieBan81309659> @realDonaldTrump +Fake News media +Lies +Denials +Prostitution  +Plus illegal payments +Russia Collusion = #A lieing and Corrupt President Donald J. Trump#
1022994928677339136 2018-07-27 19:59:31 -0400 <RKJ65> @potunas @realDonaldTrump *You're
1022994925628080134 2018-07-27 19:59:31 -0400 <Felipe_X_G> @duzinfa @TonyStarkMeta @realDonaldTrump Publiquem o dia da porradaria para eu ir ver. Se for briga de dupla eu fico na equipe do @duzinfa
1022994925384818688 2018-07-27 19:59:31 -0400 <afr52> @realDonaldTrump Philadelphia will stop giving U.S. Immigration and Customs Enforcement access to a real-time arrest database. OK. Let's play it their way. Let's stop giving Philadelphia federal aid or at least cut it by half of what they are getting now.
1022994925229551616 2018-07-27 19:59:31 -0400 <mylastsoberduck> @HuntinDan2 @realDonaldTrump Been on Twitter since 2016. No tweets, 4 followers. Helllllllloooooooooo, Kommissar!  https://t.co/Sy5GQZrTlL
1022994922524352512 2018-07-27 19:59:30 -0400 <TaXmz4ELUERMJdn> @ste2112197037 @realDonaldTrump Enjoy your sandwich.  https://t.co/uaCtQ3ERxj
1022994918019612674 2018-07-27 19:59:29 -0400 <kruhft> @realDonaldTrump do i get the part?   buddy.  https://t.co/dzpsBAgvug
1022994917751025664 2018-07-27 19:59:29 -0400 <kylestenson1> @UteColorado @derikstevenson @realDonaldTrump All his extramarital affairs matter because they are a window into his character. He's unfaithful, untruthful, uncommitted, disloyal, self-egrandising, and literally has the most inflated, out-of-touch opinion of himself. You don't want this in a boss, colleague or subordinate.
1022994916899733509 2018-07-27 19:59:29 -0400 <oldguyca> @realDonaldTrump Your people hired Mueller and you said you did not screw playboy girl shortly after Baron was born. Not Fake News!
1022994914018291713 2018-07-27 19:59:28 -0400 <KYWildcat38> @TheGoodGodAbove @realDonaldTrump So I guess Hillary and Never was my President Obama are clean and innocent?
1022994909723222016 2018-07-27 19:59:27 -0400 <BotsVsTrump> @realDonaldTrump But you understand that Jr. Fredo is toast now, right?  Think he holds any grudges and may flip on you?  🤔🙄😏😃😆🤨
1022994908259512321 2018-07-27 19:59:27 -0400 <MarkBlazick> @realDonaldTrump   https://t.co/Pm0mv4iOIj
1022994906652991488 2018-07-27 19:59:26 -0400 <Arock35599972> @realDonaldTrump I agree I don’t know why their that way after all we have a fake president.
1022994905977823232 2018-07-27 19:59:26 -0400 <Tonyt2501> @realDonaldTrump We, the American ppl (65%) would believe a talking frog over you   Sir.
1022994904610418688 2018-07-27 19:59:26 -0400 <TC25008432> @realDonaldTrump @lucille2482 Thank you Mr. President.
1022994904484651010 2018-07-27 19:59:26 -0400 <snarky_op> @realDonaldTrump TRUMP BLATANTLY LIED ABOUT "NEW HEALTH PLAN" SALES🤥🤥🤥 #TrumpLiesMatter  FAKE NEWS! Trump is really excited about "record" sales of his new health plans. The problem? They don't exist.  https://t.co/HIjacrztSd via @HuffPostPol @DNC @SenatorCollins @PattyMurray @SenateDems
1022994900315324416 2018-07-27 19:59:25 -0400 <JeffHampl> @FreDDzalot @Project_Veritas @nytimes @realDonaldTrump @liamstack No, I respect others' rights.
1022994900185432064 2018-07-27 19:59:25 -0400 <ZainabAlabdull7> @realDonaldTrump  Mr. Prisedant Are you happy with the news of 1000 humanbeing killed in Assad prisons? Is this human rights which you are defending? Sham on you Tramp Sham on the whole world watching the masacers in Syria and do nothing... Sham on the world...
1022994900089024512 2018-07-27 19:59:25 -0400 <MIRVINE16> @tedlieu @realDonaldTrump Any corroboration for this claim and Trump jr is toast.  Remember bananas come in bunches,  not coincidences.  So Trump Sr.’s promise of dirt on Hillary the day before the meeting is proof he knew all about the meeting.
1022994896922259456 2018-07-27 19:59:24 -0400 <trumpty_humpty> @realDonaldTrump More bullshit #CrookedTrump
1022994896020488192 2018-07-27 19:59:24 -0400 <hickman_rick> @realDonaldTrump YOUTUBE  BANNED  ALEX JONES AND   INFOWARS  LIVE STREAM
1022994895743737856 2018-07-27 19:59:24 -0400 <peaceandlove163> @TimeforTruth16 @realDonaldTrump   https://t.co/u3sM5rxyEJ
1022994895584337921 2018-07-27 19:59:24 -0400 <jkslaven> @M7AMI @MorriseyWV @DonaldJTrumpJr @VP @realDonaldTrump @Sen_JoeManchin   https://t.co/shoPm9rqBa
1022994895055675392 2018-07-27 19:59:23 -0400 <Bethclarise> @realDonaldTrump   https://t.co/FbAIxv08ot
1022994894330179591 2018-07-27 19:59:23 -0400 <FrankieRae73> If we had a selfless @potus who put safety&amp;drama ahead of personal,vain,egotistical desires like @BarackObama , @realDonaldTrump would say"Pull up my #WalkOfFame star until my term is over." But we have #POTUS #Trump who enjoys inciting hatred&amp;division.   https://t.co/driwGrnZ8q
1022994892954451971 2018-07-27 19:59:23 -0400 <THEFXR1> @TheeNurseNut @realDonaldTrump So desperate to have a biased investigation, give them relief from their misery.  With all this time spent to find a crime? Nothing to report?  Failing to recognize, behind Trump is Pence and millions more behind him.  If all you do is disrespect, you will always be the losers.  https://t.co/ZU1cXO8Wra
1022994892056928257 2018-07-27 19:59:23 -0400 <JanetShirah> @vidiotfl @JohnstonWriter @KevinHu63682270 @NunbergFiles @misterdish69 @RealBiddle @GadflyMorse @CRKittle @vincent_sable @DykstraDame @jimbo_always @MarkGraben @PaulGrimm20 @LilBevvie88 @freedomCBN @SDNorthShore2 @weberj502 @NicolePavlovic2 @TeddiZaps2 @ronquille_paul @robcarlson20 @vachilly64 @ItsTalking @Politics_Rock @foxtrotmike1112 @Ellbob2016 @gingercheyenne1 @SanMateogirl11 @JackLamb1957 @ShlomoIndiana @MAGAforc @Carrolka @commonsense1117 @SaxonAction @Jail_obamas @metalfirez @PatrickHenry911 @KimieJ66 @bobbr177 @OnlyKnews @STSTWO @JanieSanchez20 @ladywolf6700 @Br_Dusseldorf @JohnJohngildea @AmericanInfid14 @JamesSchmittJr1 @POSTEDPROPERTY @POTUS @realDonaldTrump Ya! Shit happen! Relax :-) :-)
1022994888919605249 2018-07-27 19:59:22 -0400 <1LordJesusCrist> @LouDobbs @skoalbandit1776 @KimStrassel @realDonaldTrump  https://t.co/uKJJ5hdQYw
1022994886784561152 2018-07-27 19:59:21 -0400 <Not_Fade__Away> @realDonaldTrump   https://t.co/e2aOgYT5RE
1022994883965906945 2018-07-27 19:59:21 -0400 <llholcomb> @realDonaldTrump Desperation comes with guilt. Peace comes with innocence.
1022994882661699585 2018-07-27 19:59:21 -0400 <dmjut1945> @centola48 @realDonaldTrump God doesn’t bless lying adulterous criminals. Wake up
1022994882409857024 2018-07-27 19:59:20 -0400 <MaryEBryant2> @realDonaldTrump Do u hear voices in your head...well u need 2 tell them that they r getting ir ALL WRONG...2020 is coming and WE WILL VOTE U OUT AND UNDO EVERYTHING U HAVE DONE and worst pres ever historically worst pres ever...unless u get impreach 1st or in jail first
1022994881709518848 2018-07-27 19:59:20 -0400 <Ryan_Deitsch> @realDonaldTrump Although not entirely sure to whom you are referring, as a private entity @Twitter has a right to do as it pleases, it is a business after all, you of all people sir should understand the rights of businesses.
1022994879251542016 2018-07-27 19:59:20 -0400 <edie_lastella> @realDonaldTrump Just keep spitting out all those lies Trump.
1022994876885950464 2018-07-27 19:59:19 -0400 <RichardMaury18> @Chicago1Ray @realDonaldTrump @SandraTXAS @TrumpsDC @GartrellLinda @Ladies4Trump20 @ExDemLatina @AliciaTolbert45 @hidehunt1 @JoanneTirado09 @Megan4MAGA @REALtrumpbureau TRUMP IS THE MAN !                                       TRUMP 4.1      MAGA.                            2018                             KAG!
1022994876760301568 2018-07-27 19:59:19 -0400 <JohnGrund12> @realDonaldTrump We're with you sir. 100%.
1022994873631297536 2018-07-27 19:59:18 -0400 <pantaloon3000> @Joy_Villa @GmorganJr @SlightlyOffens @realDonaldTrump @RepMaxineWaters @FoxBusiness @foxandfriends @TomiLahren And people wonder why I would never set foot in that cesspool of a city
1022994873606184960 2018-07-27 19:59:18 -0400 <CesarMarty85> @realDonaldTrump MORE WINNING!!!!
1022994872490450945 2018-07-27 19:59:18 -0400 <iamofdaniel> @mider2009 @realDonaldTrump Except that’s not calling for open borders.  And news flash, sanctuary cities have lower crime on average.
1022994871924260864 2018-07-27 19:59:18 -0400 <RealityNews9> @realDonaldTrump is "still" lying. To lie again, he would have had to have stopped and then started again. I don't remember him stopping. 🙄  ↘️↘️↘️
1022994871684976640 2018-07-27 19:59:18 -0400 <sinclairmagic> @realDonaldTrump The Republican Party knows they must remove #CriminalPOTUS45 in order to protect their brand. He will continue to attack and blame the media and Dems, even attempting to incite Civil War.  He belongs in prison, along with many in his administration. Lock him up! #ImpeachTrump
1022994871471296512 2018-07-27 19:59:18 -0400 <erkeener> @realDonaldTrump You’ve lied about so much...
1022994866643513344 2018-07-27 19:59:17 -0400 <sassyteapot63> @TrumpDotDotDot @realDonaldTrump I know......
1022994863069913088 2018-07-27 19:59:16 -0400 <Brad_Rhoades> @realDonaldTrump Nice propaganda video. Don the Con.
1022994860930945024 2018-07-27 19:59:15 -0400 <SteveGarti> @realDonaldTrump LIES LIES LIES
1022994857705590784 2018-07-27 19:59:15 -0400 <norcalmachi> @realDonaldTrump Weird flex but ok
1022994857692880896 2018-07-27 19:59:15 -0400 <CheetahkitD1> @JoeyTM3 @realDonaldTrump The Trump Organization has a few different catagories under which they place the files of loyal supporters such as yourself.     A.   Easy Mark  B.   Trump University Graduate  C.   Looser  Find out now, for the very low processing fee of only $150. Make check payable to:
1022994855763615745 2018-07-27 19:59:14 -0400 <JohnConnerT1000> @CountryFirst50 @realDonaldTrump I don't watch fox #TheGreatAwakening #qanon #treason #fakenews #InternetBillOfRights #pizzagate #wwg1wga  https://t.co/nBYfL3a8Xa
1022994855402921986 2018-07-27 19:59:14 -0400 <jk12955> @SheriffClarke @realDonaldTrump Why are you even a thing? Who are you again? Trying out for the New Village People?
1022994851997003776 2018-07-27 19:59:13 -0400 <bolsaespanola> @LouDobbs @KimStrassel @realDonaldTrump Then Republicans should support for funding election security. Why do you oppose?
1022994851539894272 2018-07-27 19:59:13 -0400 <KarmaShakey> @realDonaldTrump Thank you Obama!
1022994849388212224 2018-07-27 19:59:13 -0400 <chamberhands> @Steve88Truth @MsTiaHopkins @JohnJamesMI @realDonaldTrump  https://t.co/3OENMeybPU
1022994849363046400 2018-07-27 19:59:13 -0400 <zionart1> @realDonaldTrump WHAT IS WRONG WITH YOU???  Why do u keep saying this stupid "open borders"crap?!? Care little about crime??? U are ridiculous and not smart enough to keep from looking so stupid. No one said they wanted that, but u just keep using that same line. Please resign now!!
1022994849161768965 2018-07-27 19:59:13 -0400 <catnip55> @realDonaldTrump You’re really not making sense. Stop it!
1022994847316103168 2018-07-27 19:59:12 -0400 <sfgal823> @realDonaldTrump *heat, not hear
1022994846229901313 2018-07-27 19:59:12 -0400 <PhilipScottHul2> @Jillian1008 @realDonaldTrump Trump does not wear tupes
1022994845613416453 2018-07-27 19:59:12 -0400 <HernanR59246200> @realDonaldTrump Dems care a lot about crime. That's why they are right behind you.
1022994844837392384 2018-07-27 19:59:11 -0400 <AnneArcher18> @LouDobbs @KimStrassel @realDonaldTrump And you are excelling at what you do best.., hypocrisy!
1022994843088244736 2018-07-27 19:59:11 -0400 <godspromiseland> @jwheels74 @realDonaldTrump Sweet
1022994839544246277 2018-07-27 19:59:10 -0400 <DownWith710> @Diane_Reid @rngrjoe_94 @ChrisJZullo @realDonaldTrump It took her 7 years to get 17 followers. That's hard work.
1022994839141576706 2018-07-27 19:59:10 -0400 <realmrdean> @zenblaster @JamesOKeefeIII @NascarChuck336 @realDonaldTrump LOL
1022994839108050945 2018-07-27 19:59:10 -0400 <Russell87961780> @realDonaldTrump mr president trump my name is Russell Miller I am a very big supporter of you thank you for what you have done for this country.sir I have a problem I was a truck driver for 13 years I gave up my cdl to work in construction now i am trying to get it back
1022994838751506432 2018-07-27 19:59:10 -0400 <myunclemilty> .@KamalaHarris I signed the petition calling on you to denounce James Comey's disgusting personal attacks against @realDonaldTrump.  https://t.co/W4K9KaOHP5
1022994834058039296 2018-07-27 19:59:09 -0400 <markrpratt> @realDonaldTrump Maybe because this post, like most of yours, is bullshit.  Thinking people are tired of responding to your transparent lies and straw man posts.  For example, no serious candidate of any major party is for open borders. Your post is just more noise and misdirection.
1022994834037067776 2018-07-27 19:59:09 -0400 <Hempy> @realDonaldTrump Trump, you are the embodiment of fake news—not the media!
1022994833420550145 2018-07-27 19:59:09 -0400 <jlog9197> @realDonaldTrump I Guess your super boy Jared Kushner was wrong you should have brought Michael Cohen to Washington and gave him a job in the closet in the basement and none of ‘‘this crap wouldn’t be happening “
1022994833378557952 2018-07-27 19:59:09 -0400 <louanna123> Waiting for @Twitter to follow its own rules and crack down on @RealDonaldTrump for making war threats  https://t.co/ogWlwI7twz via @CREDOMobile
