825493659445387264 2017-01-28 18:59:59 -0400 <decadofdominanc> @MurphysLaw74 @realDonaldTrump He's a draft dodger , he don't care.
825493588997967873 2017-01-28 18:59:43 -0400 <MissVikkiV> Dear @realDonaldTrump supporters: this isn't about protecting America. This is about furthering HIS interests under the guise of yours.  https://t.co/pKjbyzgT0Y
825493588087816192 2017-01-28 18:59:42 -0400 <n_mcccartney> Now THIS is a 'Sea of Love' @realDonaldTrump  https://t.co/6gsDyHoxz5
825493586888192001 2017-01-28 18:59:42 -0400 <distantfranta> @realDonaldTrump @POTUS you do understand that by doing this you're more than likely going to cause more problems for your country
825493585114054657 2017-01-28 18:59:42 -0400 <Lenny_Mendonca> Remind me who @realdonaldtrump is looking out for  https://t.co/i5v8h4DZ0r
825493583671222272 2017-01-28 18:59:41 -0400 <Sivan_Schondorf> "Then they came for the Jews, and I did not speak out—  Because I was not a Jew." @realDonaldTrump
825493583574622208 2017-01-28 18:59:41 -0400 <kjactivist> @realDonaldTrump what a deal maker bahaha I hope they all sue your ass #ResistTrump #ShadesofHitler  https://t.co/eCr2zJANZJ
825493583281143809 2017-01-28 18:59:41 -0400 <Lost_Sophist> @Thomas_Drake1 how long will it be before @realdonaldtrump signs and executive order to shut @twitter down?
825493583016947713 2017-01-28 18:59:41 -0400 <rivergirl003> @realDonaldTrump @nytimes They tell the truth. #FakePresident #unpresidented #stoptrump
825493582320697344 2017-01-28 18:59:41 -0400 <UrtekinYilmaz> @Kgthetweet @realDonaldTrump sen muslumanmisin ki Dert edindin
825493581599223811 2017-01-28 18:59:41 -0400 <bicycleman0402> @bicycleman0402 @realDonaldTrump @DonaldJTrumpJr @KellyannePolls or was it "fake"?  You must have just forgotten to ban SA, UAE?
825493580751966208 2017-01-28 18:59:41 -0400 <DeniseSchaffer5> @realDonaldTrump People need to stop downing Mr Trump. Our  (President) . Mr  Trump  is the best thing for our country. 🤗🌠👆😇🙇  🇺🇸🇺🇸🇺🇸
825493578679992320 2017-01-28 18:59:40 -0400 <EmoryCLewisJr2> @JoyAnnReid in WWll Germany, Hitler's exec order wouldn't let ppl out. Currently in USA, @realDonaldTrump's won't let approved ppl in.#AMJoy  https://t.co/eRXTqi91Mi
825493577685884930 2017-01-28 18:59:40 -0400 <ShellyAFinn> @realDonaldTrump @ResistanceParty Too bad tRumnp does NOT read-maybe then he'd realize the terrorists were from Saudia Arabia &amp; Pakistan!  https://t.co/01EIWqClfh
825493576880685056 2017-01-28 18:59:40 -0400 <SJP_ALREADY> He's going in hard @realDonaldTrump #Order #LegalResidents #Visas #GreenCard #Already  https://t.co/VyGVnTk1pG
825493576125603840 2017-01-28 18:59:40 -0400 <RebecaMansell> @realDonaldTrump 🤣🤣🤣I love y❤️u It's impossible not to when you speak what others dare not to. Great job😉👌🏼
825493576121536512 2017-01-28 18:59:40 -0400 <BostonJimmieMA> @realDonaldTrump great job wielding Presidential powers - so far we see we're paying for the wall &amp; we don't want "your tired your poor"
825493573567148033 2017-01-28 18:59:39 -0400 <gt_marullo> @HalfOnionInABag @realDonaldTrump those alternative facts. Wish we were living in an alternative reality.
825493572229222400 2017-01-28 18:59:39 -0400 <Kpengell> But you love veterans, right @realDonaldTrump @SpeakerRyan @marcorubio #MAGA #tcot? #NoBanNoWall  https://t.co/lIqyJSqD7Z
825493570916319232 2017-01-28 18:59:38 -0400 <Mechitascasmont> @NicolasMaduroOf Corre a denunciar @German_Vargas justicia internacional y así te apresan por Narco y violador DD.HH!   @realDonaldTrump
825493569540599808 2017-01-28 18:59:38 -0400 <jonshelton8> @VanessaReel @TRobinsonNewEra @realDonaldTrump no no no, it's pronounced yuuuggee!! Like a certain wall that's about to be built.
825493568861118465 2017-01-28 18:59:38 -0400 <DavidSandoval40> Totally AGREE --&gt; @realDonaldTrump shd nominate Judge Pryor--go for the best...  https://t.co/iaSJyuju2N by #IngrahamAngle via @c0nvey
825493567837581313 2017-01-28 18:59:38 -0400 <oliverwitha0> @KellyannePolls @POTUS @FoxNews @realDonaldTrump You disgust me. Condemning innocents in need like they're dollar signs on a spreadsheet.
825493566428418049 2017-01-28 18:59:37 -0400 <GallantStream> @JohnAronis1 @RepYvetteClarke @POTUS @realDonaldTrump @nytimes @HuffPostPol She came in on K-1 Visa, less rigorous than refugee screening.
825493566038360064 2017-01-28 18:59:37 -0400 <puntiee> Hey @realDonaldTrump @POTUS I hope your ego, your hatefulness, will only hurt your political supporters not people that deserve our support
825493563672817664 2017-01-28 18:59:37 -0400 <Layogi> @mskristinawong @VicenteFoxQue @realDonaldTrump Make China even greater?
825493561739075585 2017-01-28 18:59:36 -0400 <eartha_knee> @realDonaldTrump let terrorists change our values, who we are, and turn us into a bigger target #NoBanNoWall #MuslimBanprotest
825493559637848064 2017-01-28 18:59:36 -0400 <PresDollHands> @KellyannePolls @POTUS @FoxNews @realDonaldTrump You are all complicit with systematic murder. Live with it.
825493559386075137 2017-01-28 18:59:36 -0400 <hankrandreardon> @duckduckginger @realDonaldTrump Ban baby, Ban!
825493558593478656 2017-01-28 18:59:35 -0400 <RealCarlAllen> @shepawa @realDonaldTrump we need EXTREME VETTING for toddlers. Temporarily ban birth until we figure out what's going om
825493555191783425 2017-01-28 18:59:35 -0400 <donnahnah> How about this @POTUS @realDonaldTrump ? Conflicts of interest much? 😡  https://t.co/JxxD3STujR
825493554994741248 2017-01-28 18:59:35 -0400 <pattersonme2> @realDonaldTrump here you go...try educating yourself  https://t.co/idLrm8xZE0
825493550108463104 2017-01-28 18:59:33 -0400 <FrankFunaro> @njkjfamily @TuckerShapiro @wainwright_matt @WhiteHouse @POTUS @realDonaldTrump Because of this sweetheart. You're not paying attention!  https://t.co/eQ3QLigD4X
825493548892037120 2017-01-28 18:59:33 -0400 <Roberta59153762> @realDonaldTrump you better quit playing with @God cause you have money but you are flesh and you are on borro8 time like me you .are flesh
825493547914756098 2017-01-28 18:59:33 -0400 <TaylorrKai> @realDonaldTrump like what's the problem you have with Muslims ,
825493546362867714 2017-01-28 18:59:33 -0400 <HuishHugh> @realDonaldTrump &amp; Mr Toad never seen in same room at same time... Beep, Beep!  https://t.co/mEB3na5iLP
825493540461543424 2017-01-28 18:59:31 -0400 <LouisTweetz> Deport Melania to prove you aren't racist @realDonaldTrump
825493539639275520 2017-01-28 18:59:31 -0400 <GeorjaSewell> @realDonaldTrump you promised to take care of Americans, oh but only the white privileged ones of course #MuslimBan
825493538678915073 2017-01-28 18:59:31 -0400 <pmahebburn> @realDonaldTrump Have you actually read this thing that you allegedly 'wrote'?
825493536904720384 2017-01-28 18:59:30 -0400 <blackswansivan> @VMGBlake @melanieinaction @ChrisKlemens @realDonaldTrump didn't know you'd get offended by a tweet either lol
825493536351121408 2017-01-28 18:59:30 -0400 <puffinmh> But he is @realDonaldTrump @SpeakerRyan @KellyannePolls  https://t.co/nTzwXjiuEo
825493536237817856 2017-01-28 18:59:30 -0400 <MaxLittle92> Canada should be happy to take in all the immigrants @realDonaldTrump is banning - good people are welcome in civilization.  #MuslimBan
825493535675838464 2017-01-28 18:59:30 -0400 <crowk123> @realDonaldTrump @POTUS why is your cabinet a bunch of rich white dudes? Last I checked, that was NOT part of the 99% #resist #whyIMarch
825493534430081024 2017-01-28 18:59:30 -0400 <katt_bug> @VicBergerIV @realDonaldTrump I bet he can grow a really fucked up sparse mustache if he didn't shave for a year
825493533876436992 2017-01-28 18:59:30 -0400 <tannenbaumr> .@realDonaldTrump, you are the @ACLU 's greatest fundraising initiative, thank you!
825493533784162304 2017-01-28 18:59:30 -0400 <Corybn> @realDonaldTrump are not on your list? Oh, you have business interests there. I guess money is more important than the truth.
825493531506724865 2017-01-28 18:59:29 -0400 <tracidelore> @realDonaldTrump @nytimes - A prediction that doesn't come to pass is not fake news.Even my kids understand that one!
825493531213037568 2017-01-28 18:59:29 -0400 <jail_trump> @realDonaldTrump doesn't know the #american people he is a #fraud #illegitimatetrump
825493529359171584 2017-01-28 18:59:28 -0400 <cmdrgr> @realDonaldTrump It was sad, I was a neighbor of Dick Scobee growing up in Auburn and served with Mike Smith on the Kitty Hawk. Will always remember that day
825493528679624705 2017-01-28 18:59:28 -0400 <MissusSandoval> We will fight your fascist regime @realDonaldTrump !✊✊✊  https://t.co/1Cxu1AvG0m
825493525655650306 2017-01-28 18:59:28 -0400 <locations131> @realDonaldTrump @nytimes @washingtonpost "Thr"... "gas"? Meltdown happening in 10...9...8...7...6...😂😂😂
825493525592686593 2017-01-28 18:59:28 -0400 <TheRealBlancN> Je suis tellement révolté par @realDonaldTrump !!!! Putain arrrh !!! 😡😡😡😡 #ResistTrump
825493525470945280 2017-01-28 18:59:28 -0400 <VSCarnival> @VicBergerIV @realDonaldTrump And lots of Rosacea. That orange is a combination of red skin and too much yellow based foundation.
825493524896296961 2017-01-28 18:59:27 -0400 <LizbethMateo> @Aeromexico's Ad in response 2 @realDonaldTrump. I refuse 2 call him "President". He's a racist pos!  https://t.co/84F8iCJsjZ #NoBanNoWall
825493524669988865 2017-01-28 18:59:27 -0400 <kdemerly> Like @POTUS @realDonaldTrump said, it (the ban) is working beautifully! (Thank you, @NYTWA!)  https://t.co/ipGlmrerIg
825493523591995392 2017-01-28 18:59:27 -0400 <pinkgreen99> @realDonaldTrump's own parents were immigrants and look what he's doing to America Muslims are not the enemy  https://t.co/6e5M0Y61qT
825493523503910912 2017-01-28 18:59:27 -0400 <GideonHenry> US can't trust @georgesoros &amp; U can't trust @SenJohnMcCain PERIOD! @realDonaldTrump @RealJamesWoods @stephenkbannon @KellyannePolls @POTUS  https://t.co/Xqv3zmr0ys
825493521356382208 2017-01-28 18:59:27 -0400 <njkjfamily> @TheOfficialPORP @nytimes @WhiteHouse @POTUS @realDonaldTrump  He's smart enough to know they're not credible.
825493518248448000 2017-01-28 18:59:26 -0400 <RobinLauren> @realDonaldTrump Just BAN the @nytimes ! That'd show them! Better, ban ALL those FAKE news agencies! That's what any REAL despot would do!
825493517959045121 2017-01-28 18:59:26 -0400 <Navy_Ccabeyo> Se tem uma coisa que eu odeio mas que beringela é esse fascista que acha que é o cara vulgo @realDonaldTrump 🤗😏😏😏😏
825493517669588992 2017-01-28 18:59:26 -0400 <Fredsablan> @SenWarren @realDonaldTrump do something more than an urge to tweet. Impeach him. Fight this. Please.
825493516805664768 2017-01-28 18:59:25 -0400 <HollowDonald> @realDonaldTrump "Give me your tired, your poor, your huddled masses yearning to breathe free...send these...to me" #illegitimatepresident
825493512879800321 2017-01-28 18:59:25 -0400 <CourtneyMayBP> @realDonaldTrump @nytimes WHY DO YOU OWN 19.5% OF PUTINS OIL COMPANY. #LOCKHIMUP #russiagate #resist #showyourtaxreturns
825493512049328130 2017-01-28 18:59:24 -0400 <Ytejera2> @realDonaldTrump God bless you my president! Lord Jesus, thank you for our president!❤❤❤❤
825493511634034688 2017-01-28 18:59:24 -0400 <lizzienugent> Has a President or world leader ever been sectioned before? Because NOW is the time or we're all going to die. @realDonaldTrump
825493511378190336 2017-01-28 18:59:24 -0400 <jeffstern> @DanScavino @POTUS @realDonaldTrump @VP all hero's one and all!
825493511264952320 2017-01-28 18:59:24 -0400 <quicksilver8122> @realDonaldTrump you are the single worst president this country has ever had the displeasure of electing. You WILL be impeached.  https://t.co/0NRiDuKthB
825493508211539968 2017-01-28 18:59:23 -0400 <KarlZiegenmeyer> @HEAUXSAINTLOYAL @realDonaldTrump @HalfOnionInABag I better not see any benefits on the cutting board.
825493507737391104 2017-01-28 18:59:23 -0400 <josienorton9> @realDonaldTrump @nytimes Sometimes NEGA critics helps to rally voters to vote more for Trump,they know better
825493506886082562 2017-01-28 18:59:23 -0400 <ProFromWithin> @Ga_Bunnie @GrahamReports @Dulles_Airport @realDonaldTrump @DCW50 they are vetted. Vetting also takes 2 years. That's why they have a gcard
825493506646999042 2017-01-28 18:59:23 -0400 <jaded_pinkett> @JordanUhl @realDonaldTrump speaking of dishonest.
825493506579890177 2017-01-28 18:59:23 -0400 <RBonner_> . @POTUS @realDonaldTrump you will not win. You cannot stop real America.   https://t.co/yn19V3iEl7
825493506529456128 2017-01-28 18:59:23 -0400 <antrunhappyteen> Hate living in a country full of idiots. Spread the love not the hate @realDonaldTrump  https://t.co/19edmDuDTb
825493506252746752 2017-01-28 18:59:23 -0400 <klsmithphd> @realDonaldTrump @POTUS You should feel the shame. But you won't. You are not capable. But I am ashamed as an American .  https://t.co/UrjHeqj8HN
825493504654667777 2017-01-28 18:59:23 -0400 <SookeGill> @POTUS @realDonaldTrump  Another potential terrorist whose Muslim father immigrated from Syria!!!  https://t.co/8BZAu89iSi
825493502809296896 2017-01-28 18:59:22 -0400 <noveldoctor> Dear @realDonaldTrump, your small-minded ignorance is ruinous. Your legacy will not be Hero; it will be Fool. Get used to it.
825493501588733955 2017-01-28 18:59:22 -0400 <itswhitneymeyer> So @POTUS @realDonaldTrump how many Apple products do you own? Because Steve Jobs was the son of a Syrian refugee. He IS the American dream.  https://t.co/Ys2bigFAHV
825493501169143809 2017-01-28 18:59:22 -0400 <HoockTheSpook> @realDonaldTrump  Last time Mr President! Take over Australia, sack our woeful Muslim loving leader Turnbull! Won't ask again Sir (please)
825493499638378496 2017-01-28 18:59:21 -0400 <macauthority1> @realDonaldTrump #LLPOF -Liar Liar Pants on Fire -I will call you out every day 7 days but your ass must be burnt to a crisp by now
825493499005038593 2017-01-28 18:59:21 -0400 <66jcp> @consejuridica @realDonaldTrump loteria con pendejo!!!!!
825493497901903872 2017-01-28 18:59:21 -0400 <re3758> @WhiteHouse @POTUS @realDonaldTrump prove it was Australia, the P.M. Was Vladimir P. in Canberra?
825493496463294466 2017-01-28 18:59:21 -0400 <1210Jjohnson> @realDonaldTrump I hope so, the hate is terrible!
825493495305625600 2017-01-28 18:59:20 -0400 <ronyveliz692> La prensa es el principal enemigo que debemos combatir dice @realDonaldTrump / Entonces los periodistas somos sus enemigos. @marayirateleSUR
825493491094605824 2017-01-28 18:59:19 -0400 <katlivezey> My America #BanMuslimsTrumpWall Common Sense security so we are not the next country destroyed by Muslims crimes and hate. @realDonaldTrump  https://t.co/hk3NFHEzFG
825493491040055296 2017-01-28 18:59:19 -0400 <_TheGeoff> Please tell me he's the first person to call @realDonaldTrump this? 😂  https://t.co/4RI5UidpQH
825493490146631682 2017-01-28 18:59:19 -0400 <YoanaVega10> The C.E.O. of the U.S. CORPS. The Zionist's puppet @realDonaldTrump  https://t.co/5Uzp85GeZ0
825493490071109633 2017-01-28 18:59:19 -0400 <ExpandCourage> @realDonaldTrump @POTUS you are truly mad. This is not my America &amp; you will never be my president  https://t.co/ETlCmENKP5
825493489055961088 2017-01-28 18:59:19 -0400 <Zzeezzrom> @realDonaldTrump Sheriff David Clarke for Border Patrol Chief. Do it :)
825493488124977153 2017-01-28 18:59:19 -0400 <TRyan13> @realDonaldTrump u only sign what perpetuates hatred. And most Americans HATE YOU. Get over it, Mr. President. #totaldouchebagyouare
825493487051218944 2017-01-28 18:59:18 -0400 <dahle44> Donald Trump Elected President-Full Victory Speech 11/9/16 @realDonaldTrump @ladiesForTrump @sabine_durden WE DID IT  https://t.co/o12jz34JC2
825493486837301248 2017-01-28 18:59:18 -0400 <arod52> @realDonaldTrump Justin Trudeau Real man real leader!! Something you will never be!  Shame on you!  https://t.co/ICwWpSbH1m
825493485994127360 2017-01-28 18:59:18 -0400 <MAXAPPEDOLE> @TWP_GNMUN Repair damage @realDonaldTrump @EPN @revistaproceso @aristeguicnn @PedroFerriz @LVidegaray @CarlosLoret  https://t.co/gNdF3yU16h
825493485205590016 2017-01-28 18:59:18 -0400 <crazycankles> @KellyannePolls @POTUS @FoxNews Spiro Annew resigned as VP for not paying taxes for ONE year. @realDonaldTrump has evaded for ~20. #UNFIT
825493482567516161 2017-01-28 18:59:17 -0400 <RescueRealtor> @realDonaldTrump How can you not see the irony in this post?!
825493481019695104 2017-01-28 18:59:17 -0400 <dionedge> @realDonaldTrump is a threat to our country. History will judge us on how we react to this clear and present danger.  https://t.co/iRExzX3qI2
825493479388225537 2017-01-28 18:59:17 -0400 <anneTakoma> @realDonaldTrump  https://t.co/mKf7oDrQsn
825493476783579137 2017-01-28 18:59:16 -0400 <RorroMann> Ya los esta deportando @realDonaldTrump @PUTOS ??  https://t.co/WwibURUlGT
825493471804919809 2017-01-28 18:59:15 -0400 <naptown_gibby> To the cry baby liberals, you ran the country in the past 8 years, now it's our turn to run the country 🇺🇸  @realDonaldTrump
825493468734693378 2017-01-28 18:59:14 -0400 <devonholstad> .@ChrisFieldsMN What is your opinion on @realDonaldTrump's Muslim ban? Minnesotans deserve to know where you and the @mngop stand.
825493468550197248 2017-01-28 18:59:14 -0400 <Mugsfaru> @VicenteFoxQue @realDonaldTrump best.troll.eva
825493468223066116 2017-01-28 18:59:14 -0400 <laurabmonk> @rabiasquared @realDonaldTrump @JustinTrudeau or worse... Voldemort
825493467119788035 2017-01-28 18:59:14 -0400 <Darkknight_f_e> @MrRayCal @KTLA @realDonaldTrump I wish we would respond this way to our inadequate public education system, I transgress, kids don't matter
825493465219874816 2017-01-28 18:59:13 -0400 <TimTimEckard> @realDonaldTrump @nytimes DJT wrong again...
825493463554723840 2017-01-28 18:59:13 -0400 <brainyant> @CassandraRules haha, @realDonaldTrump is gonna need another wall! 😂
825493461403066369 2017-01-28 18:59:12 -0400 <fishlistener> @realDonaldTrump Taking advantage of a non educated junkie country, hungry of drugs, whose drug consumption is causing 1ks of deaths in LA?.
825493461323374594 2017-01-28 18:59:12 -0400 <UreB31ngC0nn3d> @realDonaldTrump couldn't fill the mall if he was giving away free $. Only billionaires going to make $ and they fit in 5 rows  https://t.co/iZxlGM0phz
825493460907995138 2017-01-28 18:59:12 -0400 <HashTag_dot_com> Don't worry about rejecting the immigrants @realDonaldTrump our neighbors to the north (@JustinTrudeau) will take them!
825493460744409089 2017-01-28 18:59:12 -0400 <joealbino> @realDonaldTrump to straighten this country we need fall the law simple as that
825493460044103681 2017-01-28 18:59:12 -0400 <karkar4545> @tparsi @realDonaldTrump Hey, Donald.... THIS IS RIDICULOUS!!! AND, UNAMERICAN!!! #YouShouldBeAshamed #ItsDisgusting
825493458886356992 2017-01-28 18:59:12 -0400 <Rapptture> @POTUS @Reince @SpeakerRyan @SenSchumer @SenSanders @BarackObama @realDonaldTrump @SenWarren @FoxNews #unity onward christian soldier!?  https://t.co/xaaRc1gIr0
825493456017580036 2017-01-28 18:59:11 -0400 <DiorIzzy> @naretevduorp @realDonaldTrump @smerconish And he's gonna get the nuclear code!!!!
825493455031906304 2017-01-28 18:59:11 -0400 <PeteLRodriguez> @sarahsside @Jabba217Rick @777sjr @mflynnJR @GenFlynn @realDonaldTrump using office for business, heh? Wait until the Republicans find out!
825493454742499329 2017-01-28 18:59:11 -0400 <TennOutlander> @realDonaldTrump I am really proud of you.
825493450401394688 2017-01-28 18:59:10 -0400 <AnimaLoverF> @realDonaldTrump  This is a true leader.  https://t.co/Ee7PjoHzqm
825493449210261504 2017-01-28 18:59:09 -0400 <JohannesPrakken> @democranarch @realDonaldTrump @POTUS  Alleen kalmte kan u redden  https://t.co/squ18Xl27v
825493447285080066 2017-01-28 18:59:09 -0400 <JoAnnCoach7> @realDonaldTrump ????? Be presidential.
825493445670088704 2017-01-28 18:59:09 -0400 <JamesN0189> @realDonaldTrump Dishonest because they factually report what you're doing?
825493444810334208 2017-01-28 18:59:08 -0400 <adriennegreg0> #Coward @realDonaldTrump won't deal with the real threat to US lives, #gunownership, but picks on vulnerable #refugees. #MuslimBan #bully
825493443208155136 2017-01-28 18:59:08 -0400 <christinejohn46> @realDonaldTrump @nytimes @washingtonpost you are clearly insane &amp; we're just waiting for that final psychotic break.
825493442545479680 2017-01-28 18:59:08 -0400 <cheshire2225> @CMILANOTICIA @EPN @realDonaldTrump  Que ? esta loco peña Nieto.
825493439882129408 2017-01-28 18:59:07 -0400 <LaryciaHawkins> The #PropagandaPresident &amp; his puppet, @KellyannePolls are always lying. ISIS is not our biggest threat, you are, @realDonaldTrump.  https://t.co/IYOwLB0Kxb
825493434718908416 2017-01-28 18:59:06 -0400 <CherundaFox> @realDonaldTrump The Democrats lost because Barack was too arrogant to meet me.They were wiped out.Will you continue in his footsteps?2018?
825493432529453056 2017-01-28 18:59:05 -0400 <KarlaLammers> .@realDonaldTrump we need order not chaos. #POTUS
