1068293528537706496 2018-11-29 18:59:59 -0400 <bratz2you> @Ty_Mauermann @realDonaldTrump Yes, Even got a condo in Trump Tower.😂
1068293528072146946 2018-11-29 18:59:59 -0400 <spot_on_view2> @realDonaldTrump Based on the fact that Mitch McConnell said he'd cut off your balls if you met with Putin,  you decided it wasn't worth the pain or effort.  Your world is falling apart, Mueller squeezed Manafort dry and confirmed what he already knew.  Be AFRAID 😱
1068293527623344128 2018-11-29 18:59:59 -0400 <ReneBar07184800> @realDonaldTrump Yes it' s possible. Everything time your wife takes a vacation with the pretext of doing something good.
1068293526910353409 2018-11-29 18:59:59 -0400 <ChefBlaser> @EDoggTheRed @johnrobertsFox @packerpoppa @realDonaldTrump @MichaelCohen212 You know
1068293525626912769 2018-11-29 18:59:59 -0400 <ckshermmmmm> @realDonaldTrump @GreggJarrett @JudgeJeanine Scared?
1068293525438115840 2018-11-29 18:59:59 -0400 <Skiridr> Too bad @realDonaldTrump is not a stable genius to realize that the 14 GOP who just voted against him is a message.
1068293522355339266 2018-11-29 18:59:58 -0400 <ryanfisher122> @buzzman888 @realDonaldTrump No. America should not be more like Canada.
1068293521281556481 2018-11-29 18:59:58 -0400 <FattestQuo> @GOPChairwoman @realDonaldTrump  https://t.co/jSREiGZZkf
1068293521067597824 2018-11-29 18:59:58 -0400 <Jay_Bay_Area> @bopinion Impeachment for @realDonaldTrump is not good enough.  He needs to wear a jumpsuit to match his hair.
1068293520115539969 2018-11-29 18:59:57 -0400 <HokeKeller> @winterhd_doug @mkassowitz @realDonaldTrump That was here before Trump.  It would be like him to take credit.
1068293517431226369 2018-11-29 18:59:57 -0400 <llyynnz> @realDonaldTrump You're not fooling anyone with this.
1068293516768485377 2018-11-29 18:59:56 -0400 <iamconcernedci1> @PoliIncorrect1 @realDonaldTrump So, since you're okay with the wealthy not paying their fair share of taxes how about you pay my taxes every year for me!  Does that seem fair?!
1068293516160364550 2018-11-29 18:59:56 -0400 <S2bpeaceh1> @realDonaldTrump Again I say Mr President.   Fire the puke Mueller
1068293515292086272 2018-11-29 18:59:56 -0400 <EPetrzelka> @LoriM_MAGA @realDonaldTrump @POTUS @Reuters  https://t.co/dOux2CqEmd
1068293510397231104 2018-11-29 18:59:55 -0400 <lidp23> @Ladanieladea @williamlegate @realDonaldTrump He’s not delivering   https://t.co/f29yuyZQ0Q
1068293508568662016 2018-11-29 18:59:55 -0400 <hansenweg1> @realDonaldTrump FREE MAGA hats !  Check the garbage cans at GM locations ...
1068293507578847233 2018-11-29 18:59:54 -0400 <_dralaterdzo> @punkinsangel @KarmaHatesKelly @realDonaldTrump @c_a_charbonneau @TimEBrutus @LegionBobo @Prince3eb @Dobieblue @Tami_Bry @RuthieKetchup @Verba_et_Vertus @DeadBunnyFrank @heretical_1 @extremecdn @britin17k @cindycrum @deepdvr1234 @EaterSouls @derkiletian @Curmudgeon75 @fenrir_71 @trollhuntress 🙏🙏🙏🙏🙏🙏🙏❤️❤️
1068293507146690560 2018-11-29 18:59:54 -0400 <mebeandreaaolco> What is @realDonaldTrump doing to our Country with his constant HATE speeches! #LockHIMUp
1068293505079017474 2018-11-29 18:59:54 -0400 <realfd1954> @tedlieu @realDonaldTrump @POTUS He may finally have to pay for his actions &amp; lies
1068293504764452865 2018-11-29 18:59:54 -0400 <4ree_Speech> @GOP @realDonaldTrump "Experts"?  Why would we rely on experts when we have the president's very sizable gut at our disposal.  Makes much more sense to rely on that.
1068293504697319424 2018-11-29 18:59:54 -0400 <Andrew__81__> @bryan_labrie @da_meems @realDonaldTrump @dbongino All of the books he has been promoting because they take his side or push his agenda. Or do you think he joined a book club and is just making recommendations because they are a good read?
1068293504546283520 2018-11-29 18:59:54 -0400 <akaLaurenK> @hughhewitt @DavidAFrench @realDonaldTrump Really Hugh, astonishing?! Come on! You are not that ignorant, well maybe.
1068293503795556354 2018-11-29 18:59:53 -0400 <kiwi1017> @GOP @realDonaldTrump You should stop tweeting
1068293498569482240 2018-11-29 18:59:52 -0400 <mistybozman> @MRyan1154 @robtdfischl @joelpollak @jerome_corsi @seanhannity @realDonaldTrump Tackle. 🏈  He used to coach the line at a local inner city school, and helped get several student athletes scholarships.    That experience led to @indfbscout  He LOVES the 🏈business... that is when he's not working pro bono.
1068293496681811968 2018-11-29 18:59:52 -0400 <feleese> @dkennycpd @wildwillow65 @realDonaldTrump No honor among thieves
1068293494928797699 2018-11-29 18:59:51 -0400 <Lori_B_777> What @realDonaldTrump should do is watch the weather. When we get in to single digits and an ice storm, #FireMueller It would be hilarious watching Resist bots protest in that 😂 😂  https://t.co/hQmvODWUZ7
1068293489270710274 2018-11-29 18:59:50 -0400 <Rvj10rj> @HuntBl46 @realDonaldTrump @StephenMoore OMG there must have been many STORMY nights.
1068293489136476160 2018-11-29 18:59:50 -0400 <rcdoc> @realDonaldTrump @dbongino @realDonaldTrump has recommended several books lately... and he doesn’t, can’t! Won’t read... so his recommendations are worthless
1068293486661779456 2018-11-29 18:59:49 -0400 <NotThatType_Dr> @KinseyAttacksBa @SteveSHereNYC @MichaelAvenatti @realDonaldTrump Did you not read his tweets? He may not have used “idiot” but he was throwing around names just as well. You too by asking if I needed tweets in crayon. But hay, what’s a little implied name calling vs outright, amirite?
1068293483729838080 2018-11-29 18:59:49 -0400 <qtjudyg> @realDonaldTrump Thank you POTUS TRUMP🇺🇸  https://t.co/iAuexw4969
1068293482584989697 2018-11-29 18:59:48 -0400 <MissBlackMe> @realDonaldTrump @Trump
1068293481481846786 2018-11-29 18:59:48 -0400 <nitenurse2> @bonitalea @carson_cwaspire @jewelofjkt @Dangchick1 @realDonaldTrump Thank you.
1068293481070641152 2018-11-29 18:59:48 -0400 <3PrcntPatriot> @DonaldJTrumpJr @realDonaldTrump Your dad is screwing up and there WILL be consequences if he turns out to be a liar...   https://t.co/I6V6DpjGZY
1068293480831627264 2018-11-29 18:59:48 -0400 <AnnRoseT> @realDonaldTrump Maybe you should say it again, but use more capital letters. I bet that’ll convince Mueller.
1068293480462585856 2018-11-29 18:59:48 -0400 <brownberry1717> @realDonaldTrump @GreggJarrett @JudgeJeanine I like Proof of Collusion by @SethAbramson. It’s amazing.  https://t.co/QXYPFienI2
1068293478382297088 2018-11-29 18:59:47 -0400 <AUMichaelBrown> @trg7913 @realDonaldTrump True.
1068293477623103489 2018-11-29 18:59:47 -0400 <ryandrnj> @csrryan @BillKristol @realDonaldTrump @Morning_Joe ...and a 🤡
1068293476637396992 2018-11-29 18:59:47 -0400 <williamereay> @realDonaldTrump Really?  Thought u just might because u have become an economic disaster.
1068293476477939712 2018-11-29 18:59:47 -0400 <carolyn_weil> @thehill Quit and go home @realDonaldTrump
1068293471558148096 2018-11-29 18:59:46 -0400 <SquashMAGAts> @crookedtootsies @JudicialWatch @realDonaldTrump @TomFitton #MillionareAssh0leGolfingAgain?
1068293468617752581 2018-11-29 18:59:45 -0400 <MsCrystal6> @RKJ65 @realDonaldTrump It would be a good venue for a resignation speech.
1068293467300876288 2018-11-29 18:59:45 -0400 <SavSingleton55> @LindseyGrahamSC @realDonaldTrump Do you seriously believe your own crap? What a disappointment you have become.
1068293466046763009 2018-11-29 18:59:44 -0400 <deedemari> @TheBeatWithAri @DonnyDeutsch Yes yes @DonnyDeutsch you got the nail on the head. @realDonaldTrump has been owned by Putin for a long long time
1068293464364744705 2018-11-29 18:59:44 -0400 <mikesexson4> @realDonaldTrump No way 40,000,000 u just lie and tell falsehoods. The American people know ur a crook. Just resign know ur a disgrace to our democracy and this country. Weak press u are.
1068293463664467969 2018-11-29 18:59:44 -0400 <EveliaLoyola> @realDonaldTrump Muy Bien Sr. Trump !!!
1068293462791868416 2018-11-29 18:59:44 -0400 <JaymayAllDay> @hughhewitt @DavidAFrench @realDonaldTrump Hugh is shocked, shocked I tell you.
1068293461923819521 2018-11-29 18:59:43 -0400 <casey_lewis88> @realDonaldTrump You don’t read
1068293461252743168 2018-11-29 18:59:43 -0400 <maclover2012> @dbongino @realDonaldTrump If you all did not have a problem with the statement @cindyhydesmith made then you definitely should not have a problem with this.
1068293460099092480 2018-11-29 18:59:43 -0400 <monster_in> I Can Hardly Wait To Hear And See #Cohen In Front Of Dems In the House  Poor Corrupt Incompetent Traitor -&gt; @realDonaldTrump
1068293458769653760 2018-11-29 18:59:43 -0400 <WizardofZ> @realDonaldTrump Give us a break on your book reviews! I have an idea!!! Read the constitution! It’s a terrific read and a really interesting subject!
1068293456311869440 2018-11-29 18:59:42 -0400 <HarrenGWarding> @AltNatSecAgency @realDonaldTrump But I thought his attorneys said that Trump’s recollection/answers matched Cohen’s:  https://t.co/vTL7g7QOaG
1068293455179366400 2018-11-29 18:59:42 -0400 <nancykathyz> @POTUS @realDonaldTrump What's Behind Michael Cohen’s Guilty Plea?, 2465  https://t.co/wh9EKHil4X via @YouTube
1068293454617165824 2018-11-29 18:59:42 -0400 <Toimatom> @MT_1974 @robster16a @heytuan_ @Alyssa_Milano @realDonaldTrump That's conjecture and conspiracy, and unironically comes from the big green... Of course the big green proooganda machine will attempt to portray those exposing them as fake. Additionally, theres no problem taking money from the coal lobby, as green money is from the green lobby
1068293448636252160 2018-11-29 18:59:40 -0400 <nightwingilovey> @realDonaldTrump I agree. It will be a study of your incompetence.
1068293445360513024 2018-11-29 18:59:39 -0400 <catlover0812> @Dangchick1 @realDonaldTrump It’s sad. However they like everyone else needs to take responsibility for their choices in life and the resulting outcomes
1068293440822304770 2018-11-29 18:59:38 -0400 <AlynnBoyle> @realDonaldTrump Is it just me or are there little to NO supportive replies to Trump here ?  Where are all the Trumpets? Baaha.  The times they are-a-changing.  https://t.co/RUIC8RqK76
1068293440369238016 2018-11-29 18:59:38 -0400 <BooBooYogi1> @realDonaldTrump COMPLETE JOKE-DJT!DJT&amp;GOP CUT MENTAL HEALTH BUDGETS&amp;SAYS HES WORKING ON THIS!SUCH FLIPPEN LIAR!ASK MITCH MCCONNELL W/HE SAID-2WEEKS AGO!CUTTING MENTAL HEALTH-MEDICARE-SS-MEDICADE!ANYTHING LOWER INCOME&amp;SENIORS&amp;OTHERS NEED-AS DJT&amp;GOP TAX SCAM STOLE BILLIONS F/SELVES&amp;SCAMS THEY DID!
1068293439073210370 2018-11-29 18:59:38 -0400 <proud_Dem2020> @ThatsBigC @realDonaldTrump @dbongino Unless Congress uses its check and balance powers, yes he has too much power , the Founding Fathers did not write the Constitution with politics making cowards of elected representatives..
1068293437928153088 2018-11-29 18:59:38 -0400 <IbelieveTrump> @jsparagna @realDonaldTrump I'm so happy I don't have to hear that horrible laugh that old bag
1068293437923971073 2018-11-29 18:59:38 -0400 <OsbertUSMCVET> @MSNBC That’s the most disgusting and outrageous abuse of our Veterans who have earned this , GI Bill is not a hand out it is earned and deserved @realDonaldTrump get off your ass &amp; show our Veterans respect instead of giving tax cuts to the wealthy ! @votevets @ConcernedVets
1068293437273849856 2018-11-29 18:59:38 -0400 <resist_will> @realDonaldTrump Keep an eye out for it Spanky:).  https://t.co/tUZpj4FJuU
1068293436883619841 2018-11-29 18:59:37 -0400 <L9P8c> @rxhj_realchina @realDonaldTrump @StephenMoore 發給那些動物推主
1068293435591983106 2018-11-29 18:59:37 -0400 <KopsMiss> @realDonaldTrump  https://t.co/vhn7gGdtMY
1068293434086178816 2018-11-29 18:59:37 -0400 <Kevin_Walery> @wingoz @realDonaldTrump Ha!
1068293433658404864 2018-11-29 18:59:37 -0400 <CTCullensArt> @realDonaldTrump @GreggJarrett @JudgeJeanine Here all this time I thought @FoxNews was your lackey. Turns out they're the ones in charge.
1068293433494659072 2018-11-29 18:59:37 -0400 <LonnieSchreiner> @realDonaldTrump @GreggJarrett @JudgeJeanine Twisted it to your liking.  I'm thinking they are close.  Testify in person so you can prove it's fake.
1068293430751588352 2018-11-29 18:59:36 -0400 <TCIMAGE_Marta> @realDonaldTrump My ass!
1068293428470001670 2018-11-29 18:59:35 -0400 <lavarunner69> @realDonaldTrump What a shame.  The corrupt Donald Trump is going down!
1068293425680850944 2018-11-29 18:59:35 -0400 <RahmaBeing> @NancyPelosi @realDonaldTrump Thank you Madame Speaker. So much evil people. Donald Trump is a real crook and evil.qq
1068293425122893824 2018-11-29 18:59:35 -0400 <AndreaNewth> @realDonaldTrump You’re the disgrace
1068293423386497027 2018-11-29 18:59:34 -0400 <HodeyHoe> @GOPChairwoman @realDonaldTrump Dear Ronna McDaniel, listen up! "No, if you claimed to be embarrassed by @BarackObama but you're somehow not embarrassed by @realDonaldTrump—I'm going to strongly suggest it was largely a pigmentation issue."   https://t.co/Z6258MXhCU…
1068293423063425024 2018-11-29 18:59:34 -0400 <jst4horses2> @realDonaldTrump GM must have off shore investors from other countries, and hidden Americans, who are going to lose money from their dividends, but they were the ones who thought up the moving 70,000 factories to slave labor countries so Americans could starve and become homeless without jobs.
1068293418777018368 2018-11-29 18:59:33 -0400 <thatsabigno> @realDonaldTrump the leader of the self proclaimed "party of law and order" just called people who have admitted guilt in a court of law "innocent"...
1068293416558059520 2018-11-29 18:59:33 -0400 <USCfanatik72> @promogirl07 @The_Trump_Train @realDonaldTrump Undocumented immigrants cannot receive any benefits. Period. You have to prove residency to receive benefits. They only receive anything for their citizen children.
1068293415975055362 2018-11-29 18:59:32 -0400 <GilesMillspaugh> @realDonaldTrump Will these studies be conducted by the scholars of trump university? Asking for a friend
1068293413622112256 2018-11-29 18:59:32 -0400 <RobertTripp12> @Ocasio2018 @SenSanders I wonder how you can explain this other than we will pay for this? How will you get the unions to buy into your idiotic notions! @senatemajldr @realDonaldTrump   @HerreraBeutler
1068293413055942656 2018-11-29 18:59:32 -0400 <Melissa03807728> @exdemnewRep @MeUncensured @realDonaldTrump We probably have more in common than anyone would realize. 😊
1068293412770721792 2018-11-29 18:59:32 -0400 <Fool_Hand_Luke> @pollsofpolitics @realDonaldTrump @POTUS Here is a secret. A misinformation campaign is not illegal. This was at best a misinformation campaign. All of the foreign indictments have been for incidents after the election. Also Rosenstien himself said on that day. “There is no evidence that any citizen colluded with RU
1068293411415998464 2018-11-29 18:59:31 -0400 <Mistysoulhotma1> @johnrobertsFox @_Luv_MAGA @realDonaldTrump @MichaelCohen212 Tracybeanz has an excellent article on a connection between Seter, cohen and Papadopolis
1068293410904170496 2018-11-29 18:59:31 -0400 <hooseonfirst> @realDonaldTrump @dbongino I bet you only read the cover.
1068293408173756416 2018-11-29 18:59:31 -0400 <texneffect> @realDonaldTrump wow- this prolly shoulda been kept a state secret in retrospect, huh?
1068293406705672192 2018-11-29 18:59:30 -0400 <Brimshack> @Woefully_Inept @charliekirk11 @realDonaldTrump The odds would be high that he actually meant it. Recognizing ironic intent is not hypocrisy; it's linguistic competence.
1068293406269587456 2018-11-29 18:59:30 -0400 <irishace11> @GOP @realDonaldTrump GTFOH!
1068293405141172224 2018-11-29 18:59:30 -0400 <ChristinaStock1> @realDonaldTrump The real reason you lied about not having any business deals with Russia...  https://t.co/xLSJNId5d6
1068293405053054976 2018-11-29 18:59:30 -0400 <Grandmaj3474> @realDonaldTrump @FLOTUS Merry Christmas Mr. President!
1068293404940005381 2018-11-29 18:59:30 -0400 <RosieCheeked> @realDonaldTrump Just paid $135.00 (with insurance) for my mothers Alzheimer’s medication. I don’t think “working hard” (whatever the hell that means) is working.
1068293404834979840 2018-11-29 18:59:30 -0400 <realident> @realDonaldTrump That and the fact that you, individual one, I mean donnie, are spinning out of control with your Russian ties right now! #ThursdayThoughts #ThursdayMotivation #TrumpRussiaCollusion  https://t.co/gjBhUONlKQ
1068293403614617600 2018-11-29 18:59:30 -0400 <BobMemdez> @realDonaldTrump You're done.....shut the hell up and take it like a man.
1068293402796662785 2018-11-29 18:59:29 -0400 <AJforKids> @realDonaldTrump @SteveScalise Hey President Trump..... Thanks for the low gas prices it’s $1.90 a gallon in Ozark, MO @realDonaldTrump
1068293402503127040 2018-11-29 18:59:29 -0400 <FacundoABJ12> Lo único bueno de hoy es que viene el mas pijudo @realDonaldTrump
1068293401504813056 2018-11-29 18:59:29 -0400 <ChrisHintz73> @realDonaldTrump That is an opinion piece.
1068293399382540288 2018-11-29 18:59:29 -0400 <betorn> @steph93065 @ChuckGrassley @realDonaldTrump @parscale Cheap foreign labor isn't just immigrants. Cheap foreign labor is China, India, Pakistan, Vietnam too. As to your question...Call whoever needs calling, be it the feds, state, county, local. Report their employers. It's all we have left.
1068293396085833729 2018-11-29 18:59:28 -0400 <notComey> "#WeakyLeaks" have you no shame...  This is a smoke bomb that rigs of desperation, @wikileaks who cares about the truth let's muddy the water, I'm sure at least @FoxNews will back us up the rest of the world is fake news according to @realDonaldTrump
1068293393539915776 2018-11-29 18:59:27 -0400 <web61> @realDonaldTrump Start blaming democrats for millions wasted by them on Mueller investigation.
1068293393145581568 2018-11-29 18:59:27 -0400 <Mslisalee1> @realDonaldTrump President trump please  stop the Trophy hunters, real hunters are not trophy hunters! It’s a waste we will not be able to replace , for your son and grand children to enjoy healthy and free! I am 💯 % For NRA. I stand for the 100.000.00 of true subsistence living people, HELP
1068293391618719744 2018-11-29 18:59:27 -0400 <lovetrumphate1> @DonSmith7777 @DrShayPhD @POTUS @realDonaldTrump You are an a-hole.. goodbye. You have no idea what you are talking about. Good luck
1068293389332946944 2018-11-29 18:59:26 -0400 <Mommabearma1> @realDonaldTrump @GreggJarrett @JudgeJeanine No thank you. I dont like to read fiction.
1068293387927908352 2018-11-29 18:59:26 -0400 <BoringGylfiSig> @realDonaldTrump @dbongino That may be. But is he strong on crime and borders? That’s the real question here
1068293387248254981 2018-11-29 18:59:26 -0400 <elizabethlaird4> @realDonaldTrump @FLOTUS Merry Christmas early and Happy Hanukkah to Jared, Ivanka and  https://t.co/WMrwBTuKd6 is a new season and we raise our prayers for Our Country.
1068293386262634496 2018-11-29 18:59:25 -0400 <tc70jr> @GOP @realDonaldTrump Donald's gut feeling or experts? Hmmm....
1068293385083998208 2018-11-29 18:59:25 -0400 <cumberickman> @RepGoodlatte loooooool!  Shouldn’t you be talking about what @realDonaldTrump  isn’t going to be able to hide any longer?
1068293384975147008 2018-11-29 18:59:25 -0400 <TAGood7> @NBCNews So funny to see my @realDonaldTrump supporting friends are oddly quiet today.
1068293384731799553 2018-11-29 18:59:25 -0400 <ltowern> @realDonaldTrump No. From the time Hillary hired Fusion, and Fusion sent a russian informer and a few acquaintances of Hillary to meet your son,( the only newbie in this scenario), to the lies that obtained the FISA, and the ensuing investigation, they have zero on you. But there's plenty on them
1068293384048123904 2018-11-29 18:59:25 -0400 <MrGoalie35> @littleredblog @Loonybean @realDonaldTrump ABSOLUTELY!!! And a DEAD FISH smell doesn't improve with age!!!!
1068293383544688641 2018-11-29 18:59:25 -0400 <LilCryptoGod> @dmuc93 @tedlieu @realDonaldTrump named*
1068293379853877248 2018-11-29 18:59:24 -0400 <shrekthepunk> @kneadinghands @IvanDeploravich @helper2 @ReasonAwareness @PatriciaMillin @KLinduff @BonJS0370 @Mindpollution3 @WHurensohn @A__Stout @rolaaus @MakeNEGrrAgain @AshTodd4 @leva_luney @mebeandreaaolco @corinne_locher @JosephRadmacher @S_A_Malcolm @LBisaillon @TeedIsMe @jrbloom57 @CynBlogger @ABrooksParker @WendyTruong3 @ColleenKenney11 @andy_txn @fedbooks @Sparblack1213 @MariaTammy @DMar11078950 @KodySpon @Gram247 @Try_Facts_Libs @KingCujo @gann_jerry @jmathishmc_jeff @jzks316 @Rest_4_Ur_Souls @Englalond1000 @candktoo @Robjenk07Robert @OrangeI92245038 @MarshallLaw2 @BigBrotherNut @TheWhiteSide14 @Victori40207969 @MAGAwithme @DirtyWhiteShirt @ChangeTheLAUSD @realDonaldTrump Nah, I like "dancing" with Ivan. 😉
1068293378549395457 2018-11-29 18:59:24 -0400 <mbowen71> @JacksonLeeTX18 @realDonaldTrump Did you after Benghazi?? Doubtful
1068293377194582016 2018-11-29 18:59:23 -0400 <MargaretLBrown2> @elianatrue @realDonaldTrump @GreggJarrett @JudgeJeanine He's going down!
1068293376150290432 2018-11-29 18:59:23 -0400 <BerthaBazooka> @realDonaldTrump Let this sink in. You may finish your term. You may avoid prosecution (though doubtful). You will go down in history as the biggest idiot president of all time. No great accomplishments. No profound admiration. No moving speeches or acts of leadership and character. A mistake.
1068293374778707968 2018-11-29 18:59:23 -0400 <BetNot> @elizabethforma @Toyj22 @realDonaldTrump @CFPB ...so debtors’ prison making a come back then... ;?
1068293372547338242 2018-11-29 18:59:22 -0400 <billschuermann> @SkepBy @hughhewitt @DavidAFrench @realDonaldTrump I think he’s doing fine. Cleaning up past messes. Improving economy. All while overcoming concerted orchestrated resistance to success.
1068293370680918016 2018-11-29 18:59:22 -0400 <DmShredder> Day 208  Not land of the free, the land of waiving background checks, ignoring trauma, putting you in desert tent city, no formal schooling, targeting your potential sponsors by ICE, but all is well. You’ll be ok, kid; it’s summer camp. No one is above the law. @realDonaldTrump
1068293370550710272 2018-11-29 18:59:22 -0400 <ilovemyggs> @realDonaldTrump  https://t.co/X42v58OOXy
1068293367568760832 2018-11-29 18:59:21 -0400 <LisaSil79073855> @LoLy_Cola @The_Trump_Train @realDonaldTrump You wish! lol
1068293367224647680 2018-11-29 18:59:21 -0400 <MysticSepia> @realDonaldTrump I'm sure fast tracking drug approvals will have no unintended consequences, right?  This is coming from the man who is fighting to remove your pre-existing conditions and rollback your protections.
1068293366461411329 2018-11-29 18:59:21 -0400 <rwaldroup1> @realDonaldTrump Make the Dems start funding it with their own money. That will end this non sense fast.
1068293365861539840 2018-11-29 18:59:21 -0400 <brendanskiing> @realDonaldTrump Hahahahaha. Oh, wait.....no, I was right. Hahahahaha
1068293364901122054 2018-11-29 18:59:20 -0400 <evornithology> @realDonaldTrump @dbongino You have not read this book.
1068293364448223232 2018-11-29 18:59:20 -0400 <The_Beast_Below> @realDonaldTrump @DonaldJTrumpJr bye bye!!
1068293363567333376 2018-11-29 18:59:20 -0400 <storangan> @realDonaldTrump @GreggJarrett @JudgeJeanine How can they understand exactly what the investigation is about when Mr Mueller has not released any information about the findings in the investigation? Seems like sales won't go well in the long run.
1068293361994469382 2018-11-29 18:59:20 -0400 <MichaelChoate> @realDonaldTrump Why no tweet expressing condolences for the three American soldiers killed in Afghanistan? Crying and whining is more your style though.
1068293361839341568 2018-11-29 18:59:20 -0400 <sublimejah> @realDonaldTrump Shave and a haircut, 10 cents!
1068293360471941121 2018-11-29 18:59:19 -0400 <Kathiosu> @realDonaldTrump @GreggJarrett @JudgeJeanine Just when did you read all of these books? We know your don’t have the patience and focus. Are they picture books?
1068293359721201664 2018-11-29 18:59:19 -0400 <savetheturtles2> @BillKristol @realDonaldTrump @Morning_Joe  https://t.co/MWZZQe89xq
1068293359448612864 2018-11-29 18:59:19 -0400 <jackwexford> @realDonaldTrump @Johnlee333333 @SteveScalise I prefer this book   https://t.co/bwUM0X630v
1068293359297576960 2018-11-29 18:59:19 -0400 <PrezJoeBiden46> @kenolin1 @realDonaldTrump Maybe the Ritalin is finally kicking in.
1068293358190297089 2018-11-29 18:59:19 -0400 <ClotworthyLaura> @realDonaldTrump Obama Care was written to benefit big Pharmaceutical companies and Insurance companies. It certainly has helped the hard working taxpayers! Thank you for working toward having it eliminated! If only Congress would as well! The American people are behind you!!
1068293356697108480 2018-11-29 18:59:18 -0400 <rvc330> @realDonaldTrump @The_Real_Fly  https://t.co/0awHlLVOQK
1068293356600602625 2018-11-29 18:59:18 -0400 <2MyQuietPlace> This reveals @realDonaldTrump's weakness and disloyalty to the American auto industry. He threatens them while he sucks-up to Vladimir Putin and dictators. Ask yourselves...have you ever heard Trump criticize real U.S. adversaries?  #MAGA ???    https://t.co/2gP7gTt8LL
1068293355031982080 2018-11-29 18:59:18 -0400 <Nenafromsweden> @realDonaldTrump @GreggJarrett @JudgeJeanine hahahahahaha.. Jeanine Pirro... hahahaha
1068293352909623296 2018-11-29 18:59:17 -0400 <a_jayniss> @realDonaldTrump DAMN!!   https://t.co/2yB2BWFynb
1068293352771252224 2018-11-29 18:59:17 -0400 <DanielAstacio> @realDonaldTrump @BarackObama  https://t.co/ibw1hO5DyB
1068293350648766464 2018-11-29 18:59:17 -0400 <QuickBitsNews> @GOP @realDonaldTrump Just don't ask American Farmers, auto workers, ect...
1068293349390630912 2018-11-29 18:59:17 -0400 <claebooski771> @realDonaldTrump @GreggJarrett @JudgeJeanine More Russian propaganda 🇷🇺😘
1068293349025751040 2018-11-29 18:59:16 -0400 <tocoma32> @realDonaldTrump @dbongino You are going to prison.
