876227956946980864 2017-06-17 19:59:59 -0400 <TeaRocckanova> @realDonaldTrump Keep tweeting.
876227746254532612 2017-06-17 19:59:08 -0400 <AbstonPaul> @karenkkorn @RebeccaBSNRN @SumayaClark @_____Daphne @AndyOstroy @seanhannity @realDonaldTrump @newtgingrich @maddow Lol. You're delusional about Trump golfing. He's been fixing obamas mess that was left. Where was ob when emb was attacked and lied about it
876227740537585664 2017-06-17 19:59:07 -0400 <TeaRocckanova> @seanhannity @realDonaldTrump @newtgingrich What a disgrace! Newt is a slimeball
876227735001022464 2017-06-17 19:59:06 -0400 <knewport_5> @realDonaldTrump is working daily to fulfill America's agenda. That's why Leftopians are "triggered". Beware of leftness! #RedNationRising  https://t.co/G6WFh4zGeI
876227731427479552 2017-06-17 19:59:05 -0400 <DLBruin> @Impeach_D_Trump @realDonaldTrump And stay tuned for "The Pee-Pee Tapes" to get leaked next week.  https://t.co/RYsHH1XXwr  https://t.co/QdOg1XGZBJ
876227729661845504 2017-06-17 19:59:04 -0400 <wiguso65> @TeaPainUSA @jimtwigg @realDonaldTrump #releasethetaxes
876227726465679360 2017-06-17 19:59:04 -0400 <conetable_60> @tipsy2two @Impeach_D_Trump @funnyhumortoday @realDonaldTrump "Poles"? You mean polls. Illiterate.
876227721432584193 2017-06-17 19:59:02 -0400 <TouricRoro> @SarrahHuckabee @DineshDSouza @CNN @realDonaldTrump This is a parody account, right?
876227721273253888 2017-06-17 19:59:02 -0400 <HippieTrek1> Ever seen the cover picture on @realDonaldTrump 's twitter page- I love it - AF1 so happy clean- it looks car wax shiney too
876227712813342721 2017-06-17 19:59:00 -0400 <itsgottaendsoon> Does Trump Embarrass You?  https://t.co/WyOmp7otxl @realDonaldTrump
876227708581289984 2017-06-17 19:58:59 -0400 <Denuncias_y_mas> @Almagro_OEA2015  @OEA_oficial @ONUHumanRights @ONU_es @Europarl_ES @willycochez @VicenteFoxQue @marcorubio @realDonaldTrump  https://t.co/ynwG3O17Ze
876227705754308608 2017-06-17 19:58:59 -0400 <Modernmuse39> @DefenseBaron @Rosie @realDonaldTrump Because he is a complete and utter ahole
876227693196460032 2017-06-17 19:58:56 -0400 <pa145k> @realDonaldTrump I had no idea how many delusional people live in America.
876227690600079360 2017-06-17 19:58:55 -0400 <Truth_Seeker59> @AuthorKimberley @realDonaldTrump @HillaryClinton 2 things must change when the Dumb man goes: all candidates must show their taxes and let's get rid of the electoral vote.
876227682870210562 2017-06-17 19:58:53 -0400 <trand3_2> @SheriffClarke @realDonaldTrump If I'm in a fight, I want you next to me, sir
876227681746079744 2017-06-17 19:58:53 -0400 <Purphexyon> @DreamersWolf @Poormanumbrella @JordanChariton @realDonaldTrump Not everyone is downstream from a dumping ground of toxic materials, so Idk what youre trying to say here.
876227666789249024 2017-06-17 19:58:49 -0400 <Remove_tRumps> @tedlieu @realDonaldTrump Then don't tell him. Shhh!! 😑
876227657305915393 2017-06-17 19:58:47 -0400 <JSpragens> @joshgremillion @POTUS @realDonaldTrump Yes,I do
876227651878375425 2017-06-17 19:58:46 -0400 <KristinaHoerler> @kenklippenstein @realDonaldTrump He's doing it for attention.Because he made stupid promises to an ignorant electorate and now he can claim success while actually doing harm
876227651312078848 2017-06-17 19:58:46 -0400 <jimiluvsjazz> @SheriffClarke @realDonaldTrump The left is full of cry babies that can't come to grips that over half the country HATED what Obama and the left did to this country!
876227644756553728 2017-06-17 19:58:44 -0400 <Marym40205256> @Witchieladymom @RPMMAS @realDonaldTrump Trump n trump jr are the worst excuse for male figure even macron leader of france is better than trump trump should give up hes a joke
876227637722701825 2017-06-17 19:58:43 -0400 <CamLMitchell> Great fun at the #DailyShowLibrary today! And #TrevorNoah dropped in! @TheDailyShow @Trevornoah  Keep resisting @realDonaldTrump  https://t.co/YOUmhKzDKq
876227637320003585 2017-06-17 19:58:42 -0400 <JDAvatar> @realDonaldTrump Socially, you lack something. Don't know what it is...oh yeah. Innocence.
876227637185851394 2017-06-17 19:58:42 -0400 <Manntaray63> @tedlieu @DebSunshn @realDonaldTrump @CNN @AnaCabrera #Trumpdementia has enabled him 2 become close w/Nixon's ghost. Each day he sounds more like him. Except no tapes, tweets will lead the trail
876227633146679297 2017-06-17 19:58:41 -0400 <hurst36> @realDonaldTrump another strong showing Donald. Oh wait it must be fake. Or people just hate u which is the truth.  https://t.co/82caP6MSC6
876227629208260608 2017-06-17 19:58:40 -0400 <rfragan> @realDonaldTrump Sent you a Happy Birthday card! Sorry it was overshadowed by a nat'l emergency. Happy Father's Day 2!!! &lt;3 from Louisiana!
876227628981600256 2017-06-17 19:58:40 -0400 <MeiraShayna> @realDonaldTrump If Cuba allowed you to build golf courses you'd be up their arse with NO sanctions! YOU are SAD. Bigly!  Shame on YOU!
876227625399840769 2017-06-17 19:58:40 -0400 <Sircyberlee2> @evelynyeager70 @kneelandsan @SheriffClarke @mollyday15 @realDonaldTrump Trump's biggest accomplishment showing America how to reject rejection
876227620152782848 2017-06-17 19:58:38 -0400 <theTempest_NJ> @Daisy49103 @4ever2runval96 @rose10052 @SLadreda @_22AnGiE_22 @Boyd_2650 @KNP2BP @RobertsRooms @subedew @mollyday15 Agreed @realDonaldTrump needs support praying  Handel wills Bigly
876227616575029249 2017-06-17 19:58:37 -0400 <lavoz_latino> @ManooshDesign @NBCNews @SpeakerRyan @KellyannePolls Fake President Fake Christian Fake Billionaire Fake Marriage @realDonaldTrump @KellyannePolls @Reince @VP @IvankaTrump @PressSec
876227615258013696 2017-06-17 19:58:37 -0400 <realDramaBot> @realDonaldTrump joins the club with @BillCosby and @Tobuscus
876227607058153472 2017-06-17 19:58:35 -0400 <EOBMaloney> @thehill @realDonaldTrump 🙊🙊🙊🙊🙊🙊
876227606076698629 2017-06-17 19:58:35 -0400 <wiguso65> @Radarr1 @jimtwigg @realDonaldTrump #releasethetaxes
876227599151837190 2017-06-17 19:58:33 -0400 <DavidCo70435026> @realDonaldTrump Hey Don. Heard AAG was going to order u 2 resign. Beat him 2 it.
876227568248250369 2017-06-17 19:58:26 -0400 <valerie2588> @realDonaldTrump See every country hates us now because of YOU!  RESIGN - GO AWAY! #crook #russian #mobster 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼  https://t.co/zMTs2eeRHn
876227564632764418 2017-06-17 19:58:25 -0400 <JoeGulick2> @DineshDSouza @CNN @realDonaldTrump So Correct Dinesh. That vile fake news network, @CNN , is packed with lies &amp; deceit. The true leaders in #fakeNews #fakeJournalism
876227559125536768 2017-06-17 19:58:24 -0400 <MattVanDeventer> @GOPPollAnalyst @realDonaldTrump What is an obstructionist?
876227558039334912 2017-06-17 19:58:24 -0400 <SteelersCrazy> @jules_su @realDonaldTrump He's getting them all loser
876227550443425792 2017-06-17 19:58:22 -0400 <4cats412> @CyberMommie @MrMokelly @realDonaldTrump @POTUS @POTUS44 Trump dodged the draft during a war, and bragged about it!! Now he wraps himself in a flag, but ran when he was called to serve.
876227548165943296 2017-06-17 19:58:21 -0400 <heather0415> @FWIF58 @joelelan27 @FoxNews @realDonaldTrump I have no dog in this fight. 45 is corrupt as hell and I'm not interested in defending anyone, let alone HRC. Break the law? Pay. Simple.
876227542260236289 2017-06-17 19:58:20 -0400 <NativePolicyLLC> @HenrydaPatriot @anirvanghosh @realDonaldTrump @SusanHa51371566 I have never mentioned her. You did. Who's under FBI investigation again? Special counsel? What's his name?
876227539005562885 2017-06-17 19:58:19 -0400 <DrQuinnTweets> @Impeach_D_Trump @realDonaldTrump Truly? Why did it take so long?
876227534094049280 2017-06-17 19:58:18 -0400 <irishkurs> @TrueFactsStated Do you mean something like this? @realDonaldTrump  Russia Russia Russia Russia Russia Russia Russia Russia Russia Russia 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺
876227522706452480 2017-06-17 19:58:15 -0400 <RPogachnik> @RogueSNRadvisor @realDonaldTrump #BirdsOfAFeather.
876227522526154754 2017-06-17 19:58:15 -0400 <sharkseatmore> @politico @realDonaldTrump Thought he said he was worth 8bn
876227512535101440 2017-06-17 19:58:13 -0400 <oatsyqt> @iwanderctcaoraz @harmon0531 @ChrisNeofryboy @JeffreyGuterman @realDonaldTrump funny that you were the first person to make the accusation then, hillary takes hundreds of millions for pay to play politics from Saudis
876227512094695424 2017-06-17 19:58:13 -0400 <its_outta_here> @KremlinTrolls @DCLascelle @CNN Hacking the DNC were American operatives aided by Russia directed by Trump...modern day plumbers. Watergate lives @realDonaldTrump $ Launder
876227511419588608 2017-06-17 19:58:12 -0400 <Al250167> @SheeriBaneesha @realDonaldTrump His making America grate by sending the armada
876227506772336640 2017-06-17 19:58:11 -0400 <giovannijaime11> @lanena959 @JuanManSantos @realDonaldTrump Gracias unidos somos mas
876227501785194496 2017-06-17 19:58:10 -0400 <Honeybrown999> @chrisuch @christophermmay @suekhi @ananavarro @BuddahZigzag @realDonaldTrump Perhaps it's easier to understand the difference between being concerned about the US progression not HRC loss cause the two are different!
876227499184840704 2017-06-17 19:58:09 -0400 <becky00005> @HJDiFunny @TheTylt @realDonaldTrump @hasanminhaj Anyone that agrees with trump that russia is the best place to be can move there with him! We won't miss you!
876227496315953157 2017-06-17 19:58:09 -0400 <CrowMeris> @peaceandjoy101 @OneTripleAAA @realDonaldTrump Why bother w/you. Effing trollbot.
876227491953823744 2017-06-17 19:58:08 -0400 <Powhida> It would be great to know the extent of @realDonaldTrump's debt. It's probably his most #american trait.
876227490548764672 2017-06-17 19:58:07 -0400 <JeffreyJLevy> @realDonaldTrump @POTUS your being investigated because you think your above the law
876227490460696576 2017-06-17 19:58:07 -0400 <Robvalley21> @jackschofield @Sarahs_eyebrows @realDonaldTrump @PRNtechnology @nytimes @ppppolls Oh well slid the dem and libs say it it must be fact
876227486140563457 2017-06-17 19:58:06 -0400 <sheryl_goolsbee> @rsunico1 @JoeyWills7 @rillawafers @realDonaldTrump Obama deserves no respect. He is weak and treasonous. America's first black president was an Obamination.
876227481015078913 2017-06-17 19:58:05 -0400 <finallyretired1> @realDonaldTrump Do you know, if you would drop your whiney comments and snide remarks, some of things you say or do might just be ok.
876227479781875712 2017-06-17 19:58:05 -0400 <mjpietro> @anirvanghosh @realDonaldTrump @SusanHa51371566 Oh that's right. The President wasn't on the bridge of the ship. Instead there was a USN Captain. Maybe Barack MaObama could have been there
876227475663138817 2017-06-17 19:58:04 -0400 <adrianallen147> @MI_6 @FBI @CIA @SecretService @FBIAlbuquerque @FBIWFO @dbongino @ReutersWorld @serjtankian @DeptofDefense @FBITexas @FBIDetroit @FBISacramento @FBIAtlanta @FBITampa @FBIIndianapolis @FBIOmaha @FBIOklahomaCity @FBIPortland @FBIRichmond @FBINorfolk @FBIPhiladelphia @FBIPhoenix @FBIPittsburgh @FBISanFrancisco @FBISanJuan @FBISeattle @USArmy @USNavy @USMC @FBIDallas @FBIDenver @FBIHouston @FBIJacksonville @FBIJackson @FBIKnoxville @FBIKansasCity @FBILosAngeles @Broadcastify @FBICharlotte @FBIChicago @FBIColumbia @FBIBoston @FBINewHaven @FBIMiamiFL @realDonaldTrump @POTUS @VP @mike_pence @NMStatePolice i just unhacked a system you guys can never touch check my mentions im unhacking the matrix
876227473339494405 2017-06-17 19:58:03 -0400 <Al_Solzhenitsyn> @DonaldJTrumpJr @realDonaldTrump Something just doesn't add up DT!  https://t.co/YvxbGblULF
876227462266486786 2017-06-17 19:58:01 -0400 <GregMetzler> @thehill @realDonaldTrump what do they have on you? Why such blatant disregard for what the Russians did to influence our elections? Please explain.
876227457430560769 2017-06-17 19:58:00 -0400 <LoudSilentOne> @chelseahandler @realDonaldTrump Why would he go there?   Did they install a golf course?
876227457002520576 2017-06-17 19:57:59 -0400 <burheadburo> @realDonaldTrump well did you want me to tell my twisted sisters are sick in the head...and the shoulders
876227452867137542 2017-06-17 19:57:58 -0400 <JonathanIDixon> @AnnCoulter @realDonaldTrump Let him do his job and stop with this petty bs.
876227449805262848 2017-06-17 19:57:58 -0400 <ANOMALY1> @realDonaldTrump @IvankaTrump @EricTrump @DonaldJTrumpJr @MELANIATRUMP @POTUS @FLOTUS @MrsVanessaTrump @LaraLeaTrump  https://t.co/RelLoFidxu
876227444025565184 2017-06-17 19:57:56 -0400 <DianeToucan> @jasoncfullwood @realDonaldTrump He's there with his son, wife, and wife's parents. Must be awful.
876227438975610882 2017-06-17 19:57:55 -0400 <NeilMS17> @IvankaTrump @TiffanyATrump @realDonaldTrump @LaraLeaTrump @EricTrump @DonaldJTrumpJr And you ALL FAILED MISERABLY....  https://t.co/CaWeGdLsgr
876227427424391168 2017-06-17 19:57:52 -0400 <Jackie_Ellen_> This is what bipartisanship means. And just common decency. The kind that shows how great America already is, @realdonaldtrump. See?  https://t.co/uMyOmbbAz5
876227417614024704 2017-06-17 19:57:50 -0400 <Matzi_Wagendorf> @GoeringEckardt @realDonaldTrump "Wir brauchen noch viel mehr Menschen, die sich bei uns im Sozialsystem wohlfühlen!"... oder vlt. einen guten Arzt.
876227414367580164 2017-06-17 19:57:49 -0400 <TheGiantHogweed> @Phillip3Wyatt @historBilia @politico @realDonaldTrump Even Nixon did it while he was being audited. Nixon.
876227410450145281 2017-06-17 19:57:48 -0400 <DonnaKappler> @politico @realDonaldTrump And he is organizing fund raisers to pay legal bills over the obstruction of justice investigation &amp; collusion.
876227406553423872 2017-06-17 19:57:47 -0400 <Sarahs_eyebrows> @AnnikaCorbert @jackschofield @CDegney @realDonaldTrump @PRNtechnology @nytimes @ppppolls I guess it didnt dawn on them.
876227398642970624 2017-06-17 19:57:46 -0400 <ptpower> Almost on par (see what I did there?) with @realDonaldTrump's disapproval ratings.  https://t.co/XeCQ6Tzbtb
876227395426164736 2017-06-17 19:57:45 -0400 <pinkhouse60> @politicnovice4U @SheriffClarke @ChiefB_OG @realDonaldTrump @POTUS Lots if swamp to go. About 8 years worth...and that's just a good start. Obama damage, appointments and anti American sentiment must go.
876227381270392833 2017-06-17 19:57:41 -0400 <ElaineWoodman2> @mamu14344 @Rob_Melrose @tedlieu @realDonaldTrump He always been
876227365457731584 2017-06-17 19:57:38 -0400 <haxxorz1> @SheriffClarke @realDonaldTrump As they should. He acts like a peice of shit. He lies constantly. Who wants this guy representing us? #failure #45fail #dumpsterfire
876227361561346048 2017-06-17 19:57:37 -0400 <monuaryan97> @joepchong @DaveWeasel @realDonaldTrump 😁😁😁😁
876227351918587904 2017-06-17 19:57:34 -0400 <RTulita> @GenPenaloza @realDonaldTrump El Castrsaurio si sobrevive su "soponcio"volvera con la cantaleta de "por culpa d ls yankees"x no poder seguir con ls mangos bajitos d Obama
876227350542811136 2017-06-17 19:57:34 -0400 <Sdudley6969> @JAMESCOUNTRY41 @realDonaldTrump @POTUS Mostly hillbillies from the south!
876227349951520768 2017-06-17 19:57:34 -0400 <YasseinZ> @realDonaldTrump Yea your even more faker than the so called fake news ......sad
876227349402071045 2017-06-17 19:57:34 -0400 <tellibear> @SheriffClarke @realDonaldTrump They have no idea what war really is there's a million rednecks with a billion bullets all protecting Trump Sharpshooters in every corner
876227347426426882 2017-06-17 19:57:33 -0400 <callingUout67> @Slate @realDonaldTrump @gop @housegop fucking hates #american #children too. Judge a person by their actions &amp; deeds. They just want #taxpayers $!
876227340086329344 2017-06-17 19:57:32 -0400 <HawaiiDem> @DonaldJTrumpJr @realDonaldTrump Oh, we are, we are. #Resist #NeverTrump
876227320301748225 2017-06-17 19:57:27 -0400 <softerway88> @realDonaldTrump &amp; everything U accuse others of, you are guilty. Others "have such hatred in their hearts"? It's U you're talking about...
876227317734940672 2017-06-17 19:57:26 -0400 <aliceakanicki> @jackschofield @realDonaldTrump Both of the Clintons are so corrupt
876227317210775555 2017-06-17 19:57:26 -0400 <LiberalShillCuk> @dougcegelis @NikLentz @realDonaldTrump Lol talk shit over the internet
876227301045927936 2017-06-17 19:57:22 -0400 <OldSpringsGirl> @realDonaldTrump IS a child who's never been told NO before. This is long overdue. Have Prez Bannon read him a bedtime story: he'll B OK  https://t.co/ZqQNAJLn6f
876227299724713984 2017-06-17 19:57:22 -0400 <CamLMitchell> #TrevorNoah in the house!  #DailyShowLibrary #DailyShow #DonaldTrump #presidential #twitter #library  @realDonaldTrump @TheDailyShow  https://t.co/gnrqRhv2PK
876227297610739713 2017-06-17 19:57:21 -0400 <FiatLuxGenesis> The Justice Department Is Killing Trump  https://t.co/XCyykQWIiz  @realDonaldTrump
876227295744319489 2017-06-17 19:57:21 -0400 <Da_Vince2> @NYDailyNews @realDonaldTrump  is an embarrassment to American people. The sooner Americans realise that, the better
876227293521166338 2017-06-17 19:57:20 -0400 <SydneeWt> @EveryTrumpDonor @realDonaldTrump Appropriate NAME!Are you sure the spelling is correct? It's probably more like Paul Lying!
