1167225416085594112 2019-08-29 19:59:59 -0400 <zekeiddon> @THETXEMBASSY @realDonaldTrump  https://t.co/NbvTuTDcsj
1167225404068900864 2019-08-29 19:59:56 -0400 <Mellody41144465> @BadAsVlad @realDonaldTrump When has been the last time you read the Bible? More to the point, are you able to comprehend it? Jesus was compassionate and disciplined, Trump is not.
1167225402756096001 2019-08-29 19:59:56 -0400 <muchkaman> @TomFitton @realDonaldTrump Where are arrests Mr President
1167225402554585088 2019-08-29 19:59:56 -0400 <Alisand3> @SenatorBaldwin @realDonaldTrump Sit down
1167225402403774466 2019-08-29 19:59:56 -0400 <HBattlebot> @GOPChairwoman @realDonaldTrump  https://t.co/23zWpbHhKX
1167225401632071680 2019-08-29 19:59:56 -0400 <CreativeFoodTrs> @realDonaldTrump No you are a bigger disgrace
1167225400176414721 2019-08-29 19:59:56 -0400 <qingfenghua> @IntyPython @catcarterpi @realDonaldTrump Mr President, what are they-HUAWEI and Hik Version doing
1167225399039987712 2019-08-29 19:59:55 -0400 <SandyJeanLeona1> @realDonaldTrump   Human Rights award for Obama, an award you could never ever be rewarded, because you are too corrupt!  https://t.co/NyezxsPVFv
1167225396271747072 2019-08-29 19:59:55 -0400 <Suzdee1> @majorgrunt @robbystarbuck @WaddyT @realDonaldTrump Let's make a deal one Trump for a Comey in jail.  Lock them both up and then let them both show EVERYTHING in evidence.  I guarantee you that Comey would be out in no time. Trump would never want to  be in a position that all cans of worms are open for all to see.
1167225395000860672 2019-08-29 19:59:54 -0400 <NervyBastard> @wendyrsherman @realDonaldTrump He’s got to stay local to direct emergency resources to Mar-a-Lago if needed.
1167225393952083969 2019-08-29 19:59:54 -0400 <st8_talk> @GOPChairwoman @realDonaldTrump Until we find out it’s true. Lol Let’s not forget Fox Bais, it’s so bad Trump wants to find a new network to push his lies. Lol
1167225392127590401 2019-08-29 19:59:54 -0400 <dl9013> @realDonaldTrump This is more important.  You have no soul, @potus   https://t.co/xFSvmo0yCS
1167225391800561664 2019-08-29 19:59:54 -0400 <If6was9Time> @realDonaldTrump Who had to tell you where you were standing?
1167225391708327936 2019-08-29 19:59:54 -0400 <Red_eyedjedi> @Dreyfuss1959 @Mabby24844317 @realDonaldTrump That just isn't true...   https://t.co/7AwyRQK9ni
1167225391314087937 2019-08-29 19:59:53 -0400 <mattholson> @realDonaldTrump What about you?
1167225390814957573 2019-08-29 19:59:53 -0400 <vcgmukalla> Mr. President @realDonaldTrump  Attached video for your kind and action Your sincerely, From Arab southern state
1167225389233532928 2019-08-29 19:59:53 -0400 <mendirnkg> @mike_pence @realDonaldTrump @AmericanLegion Geee. Of all the things to worry about with the VA!   You guys have your priorities all messed up!!!!!
1167225389028126725 2019-08-29 19:59:53 -0400 <Gunnerbb61B> @jerome_corsi @PhillipLaird @realDonaldTrump Stop it with the just wait something bigger is coming bullshit if anyone goes to jail out of this it will be some low level peon we've never heard of. If I or any other nobody had done 1/100% of what these people have done we would be under the jail now
1167225386691747840 2019-08-29 19:59:52 -0400 <collinsray400> @realDonaldTrump So embarrassing we gave a president like you. We gave laws that take care of corruption and a president that should support all Americans.
1167225386079522817 2019-08-29 19:59:52 -0400 <TeresaKopec> Could Dorian wipe out just Mar-o-lago? Asking for a friend.  RT @realDonaldTrump:  https://t.co/LjdIAPzsvC
1167225385337139200 2019-08-29 19:59:52 -0400 <LoveyTex> @Greatstockpix @realDonaldTrump He doesn't give a flying rat's but about anyone but himself. Seriously, what the hell is wrong with you?  https://t.co/N8LN7f1K6U
1167225385198718981 2019-08-29 19:59:52 -0400 <crookedoaks15> @NewsCorpse @realDonaldTrump Crazier than a sprayed roach.
1167225385077092352 2019-08-29 19:59:52 -0400 <Hskers62> @realDonaldTrump You are going to tagged as a dark stain on history
1167225385072750592 2019-08-29 19:59:52 -0400 <LeesyPeesy> @realDonaldTrump What an absolute farce! Could you be anymore idiotic?  https://t.co/sUFDS1T4lw
1167225383445569536 2019-08-29 19:59:52 -0400 <truthseek3r3> @gus5811 @TrumpStudents @realDonaldTrump ...and why are you qualified to make a prediction like that? You can barely string together a coherent sentence 😂
1167225382527000577 2019-08-29 19:59:51 -0400 <boo3258> @MAGAGwen @Can2geterdone @realDonaldTrump Welcome aboard
1167225382334017537 2019-08-29 19:59:51 -0400 <AllstarEmoney> @realDonaldTrump You are a terrible person and a worse President.
1167225381469876224 2019-08-29 19:59:51 -0400 <RoelligKaren> @realDonaldTrump Please pray to God asking Him to minimize the storm, protect all living things for minimal damage.  It's been done before
1167225381411123200 2019-08-29 19:59:51 -0400 <Tgco321> @chipfranklin @realDonaldTrump Love this guy!
1167225379276414976 2019-08-29 19:59:51 -0400 <mperdo> @isandoval21 @SomosMovilnet_ @ContactoCantv @mppct_ve @realDonaldTrump Más de lo mismo,pero con diferente rostros.
1167225379230273537 2019-08-29 19:59:51 -0400 <DonnaResist> @realDonaldTrump Turn about is fair play Donald. Remember your visit to Puerto Rico??  https://t.co/NwrIsIWKKe
1167225374540992512 2019-08-29 19:59:49 -0400 <ButterlordKing> @nopeifyaltalt @realDonaldTrump you're gonna get so much heat for this
1167225374243217408 2019-08-29 19:59:49 -0400 <JaKa215> @realDonaldTrump @FoxNews Tell the truth Donnie boy - You don't care about the people, you only care about your crime family.
1167225374121418752 2019-08-29 19:59:49 -0400 <Crowyote1> @recsec1 @realDonaldTrump Hey look. A whole bunch of quotes from that liberal George W Bush about democracy. What a liberal!  https://t.co/MBzZy7zIWM
1167225372590522369 2019-08-29 19:59:49 -0400 <CasperAllan2> @real_defender @realDonaldTrump Is he going to stand in its way?
1167225371982540800 2019-08-29 19:59:49 -0400 <jcuddy88> @RealOmarNavarro @realDonaldTrump No
1167225371114319873 2019-08-29 19:59:49 -0400 <sunshine216216> @PressSec @realDonaldTrump She's drinking same water as lyin' Huckabee.
1167225370782908419 2019-08-29 19:59:49 -0400 <Stargazer4509> @TomiLahren @realDonaldTrump HAHAHAHA. Dems = Losers.
1167225370405306368 2019-08-29 19:59:48 -0400 <LindaBr66944651> @realDonaldTrump Comey has too much hubris!
1167225368765485056 2019-08-29 19:59:48 -0400 <Gregori44280632> @JacoFanboy @TomiLahren @realDonaldTrump Nice profile pic with the 80's CVS glasses. The seat covers on your Geo Prism are classic.
1167225367213551625 2019-08-29 19:59:48 -0400 <Cygnus89350809> @realDonaldTrump @FoxNews Please, don't win on my account. I would never forgive myself
1167225366978748417 2019-08-29 19:59:48 -0400 <RuskieBusiness1> @realDonaldTrump So stupid.
1167225366202613760 2019-08-29 19:59:47 -0400 <CharismaMolotov> @GOP @realDonaldTrump @KellyannePolls  https://t.co/6v4EqPpqo3
1167225365015801856 2019-08-29 19:59:47 -0400 <CheapskateDealz> @annie_duriez @realDonaldTrump Isn’t it ironic, you tweet this Trump meme of a TV show based on the Clinton’s. Who do you think your fooling???  https://t.co/uqxC9iSqfT
1167225364730404864 2019-08-29 19:59:47 -0400 <BlueRobotDesign> @realDonaldTrump  https://t.co/sZmiDOle7a  https://t.co/LGwgHwyQWN
1167225363975458816 2019-08-29 19:59:47 -0400 <NoMoreFavreFan> @TomiLahren @realDonaldTrump Is that the same percent chance of Trump not lying for one day.
1167225362440425472 2019-08-29 19:59:47 -0400 <RummoTony> @realDonaldTrump We don’t care where the hell your standing what does that have  to do with a hurricane? Why didn’t you stand up for Puerto Rico you Racist.
1167225361655951360 2019-08-29 19:59:46 -0400 <mlthed> @realDonaldTrump @IRetweetTrump Excoriated????  Wow. That’s a big boy word.
1167225360691253248 2019-08-29 19:59:46 -0400 <RamonaCrumby> @WhiteHouse @realDonaldTrump tRump is putting in KKK regulations that are chipping away at our decency.  He is an a$$hole #Impeach45 #FlushTheTurdNovember3rd  #Distraction  https://t.co/qLdpJePy3G
1167225358036295681 2019-08-29 19:59:46 -0400 <Stellaartois16> @JeffreyGuterman @realDonaldTrump 👍🏽
1167225357738610689 2019-08-29 19:59:45 -0400 <dwade575> @Canuck13625367 @quinncy @realDonaldTrump A close up will tell..
1167225357721726978 2019-08-29 19:59:45 -0400 <wendydcoe> .@Comey = #DirtyCop NOTHING premier about this  cc: .@realDonaldTrump
1167225356056764416 2019-08-29 19:59:45 -0400 <FoundingYour> @MatthewJshow @realDonaldTrump Cult leader
1167225354995585025 2019-08-29 19:59:45 -0400 <Kn0ckIt0ff> @GOPChairwoman @realDonaldTrump Donald Trump is a serial sexual predator.   You know it and you don’t care.   #sickBitch.
1167225352994922501 2019-08-29 19:59:44 -0400 <PitflaggerBurns> @realDonaldTrump Donald Trump is "...working very very hard..."? Bwahahahahahahahahahahahaha!!!!!!! 😂😂😂😂😂😂😂😂😂😂😂😂 Sitting around watching TV and playing with your phone while you wait for your Taxpayer funded Chef prepared dinner &amp; snacks must be tough. Try not to break out in a sweat!
1167225352407715840 2019-08-29 19:59:44 -0400 <SusanStone110> @realDonaldTrump @FoxNews  https://t.co/LhOoGquAmB
1167225351908601856 2019-08-29 19:59:44 -0400 <pressecwonkyeye> @Goosie10372779 @realDonaldTrump He’s working my last nerve.
1167225349584736256 2019-08-29 19:59:43 -0400 <WILLDYE4U> @faircomment6 @Mojo70351087 @realDonaldTrump IDK why, with all the HORRIBLE things he's said &amp; accusations he's made against #PuertoRico and its Mayor that this wouldn't be a bigger story. #Trump is where the TRUE CORRUPTION really is! #HurricaneDorian
1167225349471703041 2019-08-29 19:59:43 -0400 <OhioIndy1> @realDonaldTrump 🤥🤥🤥🤥
1167225348473311232 2019-08-29 19:59:43 -0400 <le_mom4> @TomFitton @realDonaldTrump There’s more so this better not be over for him....
1167225346938171392 2019-08-29 19:59:43 -0400 <ORMarkRoberts> @realDonaldTrump Such #eloquence, #not good.
1167225345541627904 2019-08-29 19:59:43 -0400 <OneOfMa35917389> @jessied44 @markknoller @VP @EsperDoD @realDonaldTrump Don't you have spellcheck?
1167225343758884864 2019-08-29 19:59:42 -0400 <mperry1962> @MichaelCoudrey How about AG John Mitchell? @GOP @GOPChairwoman @realDonaldTrump
1167225343067004930 2019-08-29 19:59:42 -0400 <Sander59551657> @FlavioBolsonaro @realDonaldTrump Parece que nós descobrirmos quem é a fraquejada da família do presidente Bolsonaro.Vamos nos ver nas próximas eleições senador,aproveite bem os seus 8 anos do seu último mandato.#CPIdaLavaTogaJá
1167225336494460930 2019-08-29 19:59:40 -0400 <RampantKam> @TomFitton @realDonaldTrump @JudicialWatch @seanhannity @FoxNews Keep going!!
1167225335613665285 2019-08-29 19:59:40 -0400 <Opinion8dKellie> @TomFitton @realDonaldTrump And Socialist Lawrence O’Donnell.
1167225333667418112 2019-08-29 19:59:40 -0400 <ryan_lumby> @NWS @realDonaldTrump Have you tried nuking it?
1167225333239754752 2019-08-29 19:59:40 -0400 <DKo2kl> @realDonaldTrump Actually Donald, the way your campaign actively sought and welcomed illegal assistance from Russia is far, far worse than anything Comey ever did. He is no longer in government - you shouldn’t be either.
1167225332879056896 2019-08-29 19:59:40 -0400 <mikegephart1> @finnwoman @David_Leavitt @realDonaldTrump It's obvious that you haven't read the text of the policy before you attacked the president.
1167225332803559425 2019-08-29 19:59:39 -0400 <mergasoori> @HamaJafff @rodanfarhad @BarackObama @realDonaldTrump @Eminem نا حەمەی برام ''ئێم'' لێی تێناگا کوردیە
1167225332220301312 2019-08-29 19:59:39 -0400 <ContraryMeri> @realDonaldTrump Established originally under Reagan.  https://t.co/BQHq9djZzC
1167225332199387136 2019-08-29 19:59:39 -0400 <OldGrumpyMike> @realDonaldTrump Looks like this one may clean out some of your bed bugs.
1167225331805089792 2019-08-29 19:59:39 -0400 <yuanchen830> @realDonaldTrump I feel like you're so childish. America is lucky to have you. It sinks faster.
1167225330073034752 2019-08-29 19:59:39 -0400 <suekateziegler> @RealOmarNavarro @realDonaldTrump I hope you have a chance in California. Praying for you
1167225329938849792 2019-08-29 19:59:39 -0400 <MatthewStover7> @realDonaldTrump Thank You, Our Dear President ~ and, God Bless You, Too ❤  https://t.co/nY3D5wlf9y
1167225329364209665 2019-08-29 19:59:39 -0400 <scoundral_days> @rlgemini @Greatstockpix @realDonaldTrump Might want to get that checked out there Roxie. Could be a serious. condition.
1167225328873476096 2019-08-29 19:59:39 -0400 <Mike64276684> @realDonaldTrump If you had half a brain you’d be ashamed of yourself. Many, many Americans are ashamed of you.
1167225326016970753 2019-08-29 19:59:38 -0400 <lhviera> @BlueHumanity @realDonaldTrump It's all about winning with this guy, no matter what or who gets torn down on the process. He's wasting his time, as soon as he's out, regulations are coming. We also have to stop them from desecrating our National parks. Those are got our children and grand children to enjoy.
1167225325379641344 2019-08-29 19:59:38 -0400 <thndrbck> @realDonaldTrump You tried to interfere with an investigation that affected national security. Obviously obstruction of Justice Obviously treasonous  When sanity returns, I hope you pay
1167225324091916290 2019-08-29 19:59:37 -0400 <imx007> #RT @realDonaldTrump:  https://t.co/IncLDC7qO8
1167225322036764674 2019-08-29 19:59:37 -0400 <imx007> #RT @realDonaldTrump: RT @NWS: There's an increasing chance for #Dorian to bring a triple-threat of dangers to the Florida east coast...  🌊life-threatening storm surge 🌬️devastating hurricane-force winds 🌧️heavy rains  The onset of tropical storm for…  https://t.co/tEMkp7PkNM
1167225317884383232 2019-08-29 19:59:36 -0400 <JoJoFromJerz> @DoYouEvenLIf @realDonaldTrump “We’re shitbig food. We’re shitbig water...”  https://t.co/jnvK78idf3
1167225317771173889 2019-08-29 19:59:36 -0400 <Melvinator33> @tweetdis202 @farhip @STUinSD @realDonaldTrump @nbc @Lawrence No, I don't, because it means nothing. Of course they'd have tax returns, he borrowed money from them.
1167225315548155904 2019-08-29 19:59:35 -0400 <dmariewinter> @realDonaldTrump @POTUS When will you apologize for your part in the MURDER of 31 and injury of more than 50 INNOCENT people in Texas and Ohio? We're all waiting....  RESIGN RACIST MURDERER!
1167225315019677702 2019-08-29 19:59:35 -0400 <anderson6714> @JoeTalkShow @Comey @realDonaldTrump  https://t.co/0dJ2kDxYFP
1167225314704908288 2019-08-29 19:59:35 -0400 <teresa_stine> @realDonaldTrump What a coincidence, you look like an absolute monster, too.
1167225314583425028 2019-08-29 19:59:35 -0400 <lynch660> @realDonaldTrump WTF???! No information. Not reassurance. WHY did you make this video? What's the point?
1167225311160754176 2019-08-29 19:59:34 -0400 <TheRetweeeter> @realDonaldTrump  https://t.co/Pw11ol05Ri
1167225310976380928 2019-08-29 19:59:34 -0400 <talbertson13> @realDonaldTrump He's a good man that President of our, we are truly bless.
1167225310569476096 2019-08-29 19:59:34 -0400 <heathermfraser> @realPolitiDiva @realDonaldTrump Years? How many years should it take?
1167225309550305282 2019-08-29 19:59:34 -0400 <bblsanderson> @realDonaldTrump Weather channel has a direct hit on Mar A Largo.  Oh nooo mr Bill. Get ready for the insurance fraud to start. Probably loosening shingles as we speak.
1167225309332213762 2019-08-29 19:59:34 -0400 <MorrisDCosta> @Terry32033674 @realDonaldTrump Sleepy Joe is not the president. Just because he’s almost as bad doesn’t excuse how illiterate @realDonaldTrump is.
1167225305372790789 2019-08-29 19:59:33 -0400 <scottmcl10161> Hey @realDonaldTrump that guy is a total asshole, people are saying.
1167225305347559425 2019-08-29 19:59:33 -0400 <mBScnTV> @BrianKarem @realDonaldTrump I love how he never takes your bait.  Press pass or no, who is this guy?
1167225305259372545 2019-08-29 19:59:33 -0400 <iman512> @realDonaldTrump @POTUS You are hoping it hits you want the insurance payout for you bedbug motel
1167225305108496384 2019-08-29 19:59:33 -0400 <moirairish> @realDonaldTrump Obviously worried about Mar A Lago, but not Puerto Rico. Predictable.
1167225302902198272 2019-08-29 19:59:32 -0400 <shout4ztruth> @realDonaldTrump They have no shame ... people like  #Comey But there must be consequences .@realDonaldTrump
1167225302541578242 2019-08-29 19:59:32 -0400 <connier09762952> @RichieFed @realDonaldTrump BINGO! So, transparent and sickening🙄
1167225302436732933 2019-08-29 19:59:32 -0400 <blizthehusky>  https://t.co/MnorPZir3i just like @realDonaldTrump pulling 'facts' out of there asses.  Sorry #FoxNews, not a draw to real people
1167225299320356866 2019-08-29 19:59:32 -0400 <TheMapleLee_16> @realDonaldTrump Trump: Did the hurricane hit corrupted P.R?   Aide: No, Mr. President.  T: Damn! Uh I mean, okay. No further action needed.  A: It's now heading straight for Mar-a-lago.  Trump: (Shouts) GIVE ME THE NUKE CODES, THERES SOMETHING I'VE WANTED TO TRY FOR LIKE TWO WEEKS!
1167225299001495552 2019-08-29 19:59:31 -0400 <iTdatCANEdUDE> @realDonaldTrump You gonna nuke it, bruh?
1167225298829471744 2019-08-29 19:59:31 -0400 <BhumiharRajnis3> @realDonaldTrump Good morning Mr President @realDonaldTrump ji
1167225297306996737 2019-08-29 19:59:31 -0400 <lyndyp676> @ChatByCC @realDonaldTrump trump is the epitome of a narcissist, a habitual liar, a delusional hypocrite and the worst president ever.
1167225296036102144 2019-08-29 19:59:31 -0400 <nagano_yasuhiro> @realDonaldTrump You should first read my email to "Contact the White House". And you should give me a reply! Please see today's "SNS post".  https://t.co/PVlrZ0Yrmq  2019-08-30: Dear Sir, The reason for the decision is “comedy”.
1167225295151214592 2019-08-29 19:59:31 -0400 <loopiegal> @babylon_slim @JustD53 @trump_sterling @EdwardTHardy @realDonaldTrump Wow, you’re right though! Scary stuff
1167225290722070528 2019-08-29 19:59:29 -0400 <stevemenz117vh1> @DogBountyHunter and the Dog Family and @HillaryClinton will be added to the @FBI most wanted list for Conspiracy to committ kidnapping and cyberstalking thanks @realDonaldTrump @TheJusticeDept @us_navyseals my truelove @britneyspears  https://t.co/VwCE0U6T51
1167225289744601088 2019-08-29 19:59:29 -0400 <MyLatestHandle> @realDonaldTrump  https://t.co/Z1dG5B7Woo
1167225288746569733 2019-08-29 19:59:29 -0400 <TomHill31672547> @realDonaldTrump @VP Thanks POTUS, you're the best
1167225288087896070 2019-08-29 19:59:29 -0400 <Juris_Sequoia> @Eight12GaRounds @realDonaldTrump Talk about standing room only.
1167225287379173377 2019-08-29 19:59:29 -0400 <aaronslevine> @realDonaldTrump And what about your horrible, corrupt and fraudulent actions that the majority of Americans have had to put up with since your inauguration? So very bad for USA! #yourealoser
1167225287005937665 2019-08-29 19:59:29 -0400 <PattyDa37258419> @TomFitton @realDonaldTrump @JudicialWatch @seanhannity @FoxNews @TomFitton for Attorney General!!
1167225286179655680 2019-08-29 19:59:28 -0400 <Twupac_Amaru> @FedEndthe @JimInhofe @realDonaldTrump cause and effect.  you'll find your answer there. .
1167225285114236928 2019-08-29 19:59:28 -0400 <ULBSRY> @GmagaBad @TomFitton @realDonaldTrump @JudicialWatch @seanhannity @FoxNews What the hell are you talking about? If Republicans we’re doing crooked shit then judicial watch would dig. Real actual crimes were committed against the president of the United States. This is the Biggest scandal in American political history. Plus Obama had to be involved.
1167225285097349121 2019-08-29 19:59:28 -0400 <Rich3Dawg> @realDonaldTrump Space Froce, Space Command... Trump's spaced out.  https://t.co/qHlQUrA9ju
1167225284548091904 2019-08-29 19:59:28 -0400 <Georgiannemarie> @realDonaldTrump Omg you are a disgrace 44.5
1167225284539625475 2019-08-29 19:59:28 -0400 <OkiesweetieDeb> @AliAdair22 @realDonaldTrump Don’t forget convicted pedophile. #FatHitler only hangs with the “best” people! 🙄
1167225283864334336 2019-08-29 19:59:28 -0400 <PoppyVotes> @realDonaldTrump
1167225283491049472 2019-08-29 19:59:28 -0400 <RobPV21> @BrianKolfage @Trumplican_68 @realDonaldTrump @CNN Biden’s son probably got the contract to build that fence. Probably 10 billion or so?
1167225282232819712 2019-08-29 19:59:27 -0400 <Todzilla315> @TomFitton @realDonaldTrump @JudicialWatch @seanhannity @FoxNews @tomfitton - Run for President. We need justice!!! Barr let us down again. Tired of justice being DENIED! Im mad as hell!
1167225282199248898 2019-08-29 19:59:27 -0400 <JohnMit19191615> @realDonaldTrump Sounds desperate. Hasn't done an inch of new wall but, but... space!
1167225281985146880 2019-08-29 19:59:27 -0400 <AsaneTrump2018> @realDonaldTrump  https://t.co/1MyTMLgpbS
1167225281637244929 2019-08-29 19:59:27 -0400 <hippy_patriot_> @realDonaldTrump 1956! You have no business in this country! I want Trump to take the Citizenship test NOW!!!!!
1167225280768823297 2019-08-29 19:59:27 -0400 <VictorLicata1> @nowhachawant @realDonaldTrump No.  Intelligent and humane people are hoping the hurricane dissipates. How many lives would you utterly destroy, to mildly inconvenience trump?
1167225278730391552 2019-08-29 19:59:27 -0400 <SerenityTau> @Skippy1984 @nytimes @maddow @realDonaldTrump That's because they're "Christians" - they're a name-only brand. I feel sorry for those few, quiet people who are actually true Christians - their religion has been co-opted by people filled with hate, who use Christianity to market their hate. #christofascists #talibangelists
1167225276331450369 2019-08-29 19:59:26 -0400 <lau56> @realDonaldTrump Maybe it'll flush the bedbugs outta Doral?
1167225272258715649 2019-08-29 19:59:25 -0400 <Nuzzieee> @ElizabethDelGi5 @ThatTrumpGuy @YungHasselhoff @realDonaldTrump @HillaryClinton what’s a coward reaction?
1167225268844425217 2019-08-29 19:59:24 -0400 <guitarof1000pic> @realDonaldTrump It's really a good thing that the Fed is not intimidated or pressured by tweets. They use actual things like statistics and math to decide whats best for our economy...you use feelings(wrong) and  hunches(drugs talking) to try and understand the economy....Obama was much better.
1167225268446085126 2019-08-29 19:59:24 -0400 <bezant76> @realDonaldTrump  https://t.co/yNyYmmYM7g
1167225267816779776 2019-08-29 19:59:24 -0400 <BashirA_shah> @sabela13 @mansoortshams @Newsweek @realDonaldTrump @IlhanMN And remember sir. My biggest issue with @mansoortshams is that he won’t engage ex-Ahmadis. But he claims and does events like #meetamuslim    He’s full of it.
1167225267628077056 2019-08-29 19:59:24 -0400 <juandangas13> @BadAsVlad @realDonaldTrump Leading like a Jesus?  Hmmm.  Never heard that one before.  Do you think Trump will shake a fig tree this winter and make it bear fruit?
1167225267338665984 2019-08-29 19:59:24 -0400 <ventifactoid> @keithedwards @mike_pence @realDonaldTrump @AmericanLegion How about the alphabet? Is that too personal? Could you tell us a few of your favorite letters in the alphabet o exalted one. (Hint, it starts with an “A”. )
1167225267007344640 2019-08-29 19:59:24 -0400 <actually_yoisho> @realDonaldTrump mr president drop a fucking mixtape coward
1167225266567073792 2019-08-29 19:59:24 -0400 <PatriciaDoyle10> @tweetsonamug @realDonaldTrump  https://t.co/w0lzeUgTbN
1167225265988276224 2019-08-29 19:59:24 -0400 <billykilroy> @fuckthewall2019 @realDonaldTrump  https://t.co/tN8edRyWid
1167225265002598401 2019-08-29 19:59:23 -0400 <Spadaroonie> @KikiVassilakis @realDonaldTrump Dawg you got Kiki tweeting at you, please reconsider your actions
1167225264167890945 2019-08-29 19:59:23 -0400 <rizsrug216> @realDonaldTrump This is a very weird video and post . Who’s idea was this ? Shine is gone , right ?
1167225264050495488 2019-08-29 19:59:23 -0400 <EdnaRob08311354> @WhiteHouse @realDonaldTrump Lockheed Martin and the United States Air Force
1167225263786274816 2019-08-29 19:59:23 -0400 <ether_stars> @auctionman67 @SarahTimesom @ZazaChilvers @mike_pence @realDonaldTrump @AmericanLegion God shouldn’t be in public schools, I don’t support that. There’s a lot of different religions not just Christian. If you want your child in a Christian school send them to one. I went to a private Christian school till 8th grade, then public school.
1167225261668130818 2019-08-29 19:59:23 -0400 <Daniel93485223> @ChrisJZullo @realDonaldTrump All talk
1167225260565049345 2019-08-29 19:59:22 -0400 <Diane77969721> @realDonaldTrump Thank you President Trump ♥🇺🇸👍
1167225258744713216 2019-08-29 19:59:22 -0400 <_WaltSobchak_> hmmm... @realDonaldTrump  https://t.co/a1hqu9jxy4
1167225257238978561 2019-08-29 19:59:21 -0400 <Cejae17> @DavidCornDC @realDonaldTrump Same ole 💩poop throwing.  Are WE tired yet!?? #trumpFatigue
1167225255548596226 2019-08-29 19:59:21 -0400 <Beng76769578> @fras99 My President is in the white house and doing so much good for our country @realDonaldTrump
1167225254781050881 2019-08-29 19:59:21 -0400 <Sherwood1981> @conlovesmusic @realDonaldTrump Fake news says what?
1167225252998516742 2019-08-29 19:59:20 -0400 <Turnoffthemsm> @phlstem @realDonaldTrump Oh please.
1167225252176433152 2019-08-29 19:59:20 -0400 <BeardMothers> @realDonaldTrump @PressSec I’ve heard more coherent statements come out of my dog’s asshole than I’ve ever heard from you.
1167225251882778626 2019-08-29 19:59:20 -0400 <Jakk______> @realDonaldTrump Economy great, high job rate. So why are your trying to destroy it all with a trade war? Trump = Clueless
1167225250179764224 2019-08-29 19:59:20 -0400 <LarryWise18> @realDonaldTrump Worst president ever
1167225248804212736 2019-08-29 19:59:19 -0400 <Tom17Anon> @Qanon76 @realDonaldTrump  https://t.co/P9ii5JZl4r
1167225248678326273 2019-08-29 19:59:19 -0400 <BLCKD_COM_PILLD> @realDonaldTrump Damn dog off the dome with this one i respect it #noteleprompter
1167225247516381184 2019-08-29 19:59:19 -0400 <HThorne14> @realDonaldTrump WOW !!! GOLLY !!!! GEE WILLIKERS !!!I Thank you, Donald, for this important and earth-shaking news; that none of us were previously aware of. You have saved hundreds of millions of American lives with your very timely and essential warning. You are God's Appointed Stable Genius!
1167225247109541888 2019-08-29 19:59:19 -0400 <doug7837> @Headfullofnigh1 @realDonaldTrump You're not buying Lawrence o'donnell's fake news, debunked report are you?
1167225246669254656 2019-08-29 19:59:19 -0400 <GrantJames8> Liar, racist and bigot @realDonaldTrump
1167225244932878337 2019-08-29 19:59:19 -0400 <KristinWiggin20> @realDonaldTrump Unfortunately your too mentally sick to see all the horrible things you are too many to put here.  History will look back and be ashamed of your presidency which has been nothing but a joke.
1167225244551208961 2019-08-29 19:59:18 -0400 <RickJonesBR> @FlavioBolsonaro @realDonaldTrump  https://t.co/h7QLBq3TPB
1167225244433690625 2019-08-29 19:59:18 -0400 <goatdennis> @realDonaldTrump Go Comey! PS there is no way in hell that you spelled excoriated by yourself!
1167225242663686149 2019-08-29 19:59:18 -0400 <FoundingYour> @realDonaldTrump Oh goodness. I’ve experienced one of your pathetic believers, they will definitely buy this lie!
