1075903674277216257 2018-12-20 18:59:59 -0400 <angelkay808> @realDonaldTrump  https://t.co/TCKyxLPUhp
1075903655478407169 2018-12-20 18:59:55 -0400 <debdabum> @realDonaldTrump This is how a real@man behaves.  THIS is a real President.  Step aside. You’re making a fool of yourself.  https://t.co/WFKZyVgebH
1075903655080005632 2018-12-20 18:59:55 -0400 <Landesigner> @realDonaldTrump Everything you touch dies.
1075903654794809344 2018-12-20 18:59:55 -0400 <BrusterBrew> @LilaGraceRose @realDonaldTrump He never wanted to, just “white lies” so he could get elected.
1075903654303916032 2018-12-20 18:59:55 -0400 <VMiloscio> Nor am I saying that I agree.. I do absolutely believe that losing General Mattis is absolutely a loss for all of America and I’m interested to see who @realDonaldTrump selects to replace him
1075903653872050176 2018-12-20 18:59:55 -0400 <littlewing_77> @realDonaldTrump The country is on the verge of collapse due to your dividing to conquer, but enjoy your 16 day vacay at the now US funded Mar A Traito resort for Despots &amp; Other Semi Successful Yet Totally Obvious Grifters #YouDontCareDoYou
1075903653368815616 2018-12-20 18:59:54 -0400 <RiftRavingRogue> Don't worry @realDonaldTrump when you're long gone your legacy will remain.... as the butt of jokes and as a stark lesson.
1075903653137997824 2018-12-20 18:59:54 -0400 <DavidChristyMD> @realDonaldTrump Putin’s Pawn!  #TRE45ON
1075903652391542785 2018-12-20 18:59:54 -0400 <loriusaf> @realDonaldTrump You weren’t around for Graham/Rudman. They were the ones that introduced BRAC
1075903650042707969 2018-12-20 18:59:54 -0400 <JasonCa54285089> @DiamondandSilk @POTUS @realDonaldTrump Drain the Swamp!
1075903649904238592 2018-12-20 18:59:54 -0400 <PegIsRetired> @realDonaldTrump Your unstable decisions have pushed the good people away &amp; this country is falling apart rapidly. The resignation letter by Mattis is scary. #ResignNow #TrumpDerangementSyndrome  #MuellerTime
1075903649577078787 2018-12-20 18:59:54 -0400 <Jodi5ft15> @realDonaldTrump Resigning and retiring are 2 totally different things. You might want to Google it. I would say you should look it up in the dictionary, but I’m pretty sure you don’t have one. Your turnover rate is ridiculous.
1075903649534996480 2018-12-20 18:59:54 -0400 <scott_cb> Build The Wall @GOP @realDonaldTrump Rt Retweet RT  Build The Wall  Build The Wall  Build The Wall Build The Wall Build The Wall
1075903649476460544 2018-12-20 18:59:54 -0400 <Silvertangent25> @OfficialAnitaSt @PalmerReport @realDonaldTrump Feb 2019. I read his resignation letter. Nothing to do with Obama and everything to do with the fact that the US just became alot less safe. Spout your Trumpish gibberish your choice but if you do not see the termoil or the unpredictability Trump creates then no one can help you.
1075903648507387904 2018-12-20 18:59:53 -0400 <Gwpsrealamerica> @realDonaldTrump @IngrahamAngle So it's no surprise that @Bayer is not dropping sponsoring the RACIST #TuckerCarlsonTonight show. After all they manufactured ZIKLON B gas for the NAZIS that was used to murdered 6 million Jews @TuckerCarlson @BetteMidler
1075903648318844936 2018-12-20 18:59:53 -0400 <IvarTangen> @realDonaldTrump I wish that you for once would read something,  #Mattis resignation letter.   #Quisling @realDonaldTrump
1075903646741774338 2018-12-20 18:59:53 -0400 <Slowbrains321> It’s starting, what we all knew... soon even @realDonaldTrump ‘s #maga supporters will have to peel off and denounce him when his treason is fully uncovered. #TrumpIsATraitor , its starting to become more obvious.......
1075903645991010305 2018-12-20 18:59:53 -0400 <Melissa11932> @realDonaldTrump We r trying not 2provide the crescent that Iran seeks 2Israel, we r trying 2 support our assets &amp; allies, the Kurds &amp; Israel, we r  trying 2 defend minorities, Yazidies &amp; Christians. It is a premature withdrawal. ISIS will re-emerge.Erdogan speaks out of both sides of his mouth.
1075903644300648448 2018-12-20 18:59:52 -0400 <WinnaWinna2016> .@realdonaldtrump, Stand strong on the wall! Without money for border security, shut down the government! #FundTheWall #BuildTheWall #ShutItDown
1075903644212625408 2018-12-20 18:59:52 -0400 <AnthonyRizzuto9> @realDonaldTrump  @SenSchumer @NancyPelosi @brithume @DavidMuir   If the Government shuts down it may affect Government Workers temporarily.  A lack of Border Security will affect all Americans permanently!  I'll gladly take the former over the latter.  https://t.co/701cyDSxKH
1075903643319099393 2018-12-20 18:59:52 -0400 <hollysbirds> @realDonaldTrump You drove him out you bloody maniac!!
1075903642333573120 2018-12-20 18:59:52 -0400 <CowleySandra> @ninarodstrom @realDonaldTrump Oh Lord. Give me a break!
1075903642144776192 2018-12-20 18:59:52 -0400 <53viroqua> @realDonaldTrump He's quitting because he thinks you're nuts.
1075903641112977408 2018-12-20 18:59:52 -0400 <proud_Dem2020> @Nicoxw1 @realDonaldTrump Well said...
1075903641066897408 2018-12-20 18:59:52 -0400 <ftnwife> @realDonaldTrump Since you don't read well, your reading comprehension is probably not that great either. To summarize, he cannot with integrity and honor serve at your pleasure. You have no idea what you are doing and you do not listen to those who do. He cannot serve at the pleasure of Putin.
1075903637262606347 2018-12-20 18:59:51 -0400 <riverbo24805980> @JOOWELLG @SenSchumer @SenateDems @realDonaldTrump What about them you fool?
1075903633848459265 2018-12-20 18:59:50 -0400 <allison_ramone> @realDonaldTrump Nahh, we’re good, I mean, we’re not even people. @EricTrump  https://t.co/bQVIUmx0Mu
1075903633496039424 2018-12-20 18:59:50 -0400 <murrayb560sl> @realDonaldTrump UNFIT to lead....  #UnfitForOffice #TrumpShutdown #TrumpLies  https://t.co/PAmPjmyG94
1075903633206767617 2018-12-20 18:59:50 -0400 <AliciaAterrizzi> @realDonaldTrump Great, all the adults are leaving
1075903632762134528 2018-12-20 18:59:50 -0400 <MikeElmurranie> @realDonaldTrump Get the troops back home and spend the money here at home! Maybe you can #BuildTheWallnow ?
1075903630761451520 2018-12-20 18:59:49 -0400 <witchylou02> @ClintEastwoodLA @realDonaldTrump @SenSchumer I’m going to donate another 50 bucks.
1075903630560108545 2018-12-20 18:59:49 -0400 <Blanchene1469> @RobRgardner @realDonaldTrump @realDonaldTrump is Toxic.  No one wants to work for him. No one.
1075903630228770816 2018-12-20 18:59:49 -0400 <Chris48443297> Decoded you are bat shit looney @realDonaldTrump
1075903629155012613 2018-12-20 18:59:49 -0400 <Lbahan66> @realDonaldTrump Him saying "you have to put Country first"  is rich coming from #PutinsPuppet
1075903627741552640 2018-12-20 18:59:48 -0400 <Jei_Pez> @WazzuCoug94 @ASK_Esq29 @GeraldoRivera @realDonaldTrump @POTUS Girl, you was ‘out’ a long time ago. You just didn’t know it. ☝️
1075903627288633346 2018-12-20 18:59:48 -0400 <7blacklabs> @WhiteHouse @realDonaldTrump Hold strong for the border wall.   NO CR
1075903627074658305 2018-12-20 18:59:48 -0400 <SandraJeanLeon1> @realDonaldTrump  https://t.co/FLNNuawTrO
1075903626780893184 2018-12-20 18:59:48 -0400 <ItsSalJr> @HeidiNBC @SenBlumenthal @realDonaldTrump 🚨Individual-1 is a National Security threat!!!!!!🚨
1075903625279479812 2018-12-20 18:59:48 -0400 <delexplorer> @realDonaldTrump  https://t.co/8nDhe5ZGja
1075903624558059520 2018-12-20 18:59:48 -0400 <dianebpr> @HeidiNBC @SenBlumenthal @realDonaldTrump This was inevitable because trump has not been checked by Republicans he’s been allowed to be unrestrained no way to run a country
1075903624197365760 2018-12-20 18:59:47 -0400 <standup2p> @realDonaldTrump  https://t.co/tf42WAQBcn
1075903622532292609 2018-12-20 18:59:47 -0400 <eric_on_wheels> @icowrich @R_Franks @dezdezz @realDonaldTrump No, I think they should have waited based on what the stock market is doing but as you know they only raise rates when the economy is strong. Powell said so himself.
1075903621789818880 2018-12-20 18:59:47 -0400 <rnbytrade> @arkymom113 @themitchellfink @RealCandaceO @realDonaldTrump THANK YOU!
1075903620825182209 2018-12-20 18:59:47 -0400 <DPitar2> @JKelvarn @mundanematt @realDonaldTrump Cause Trump's planning on taking troops out of Syria.
1075903620590100480 2018-12-20 18:59:47 -0400 <jamesjayegan> @realReyCestero @crimsonfaith88 @realDonaldTrump Tell me more about you superior soul.
1075903619285708800 2018-12-20 18:59:46 -0400 <calimom209> @onlinesavant @ThatRealDani @AndrewGillum @realDonaldTrump I hope..
1075903619222900736 2018-12-20 18:59:46 -0400 <Muneerakhair> @realDonaldTrump Hi constituent here.  Your idea of justice is to stack the poker deck to give you a good hand to win. That's not justice.  You have committed obstruction of justice. You know it was wrong and the closer he gets to skewering you, the more you say "fake news" and "no collusion".
1075903618715394049 2018-12-20 18:59:46 -0400 <Mazinalali5> @realDonaldTrump #مدن_السودان_تنتفض🇸🇩 #Sudan_revolutiin🇸🇩 #Sudan_revolt🇸🇩 #Civil_disobedience_in_sudan🇸🇩
1075903617251520512 2018-12-20 18:59:46 -0400 <FalexanderFiona> @realDonaldTrump Here YOU go again- distracting- but you will put do many lives at risk - not to mention destroying the name for any honesty the USA may still have.
1075903616832045056 2018-12-20 18:59:46 -0400 <EchoWarrior101> @jerome_barry_tx @MonarchNursery @Scrller25 @LindseyGrahamSC @realDonaldTrump  https://t.co/wi6kxMtHoc
1075903615221596160 2018-12-20 18:59:45 -0400 <JayJeob4> @realDonaldTrump Corporal Bonespurs there is not one of our Own World Policy Experts who agrees with you . Your amateur decisions are causing This Country to weaken and your abandonment of key allies is appalling. It shows you can’t be trusted like the last famous Corporal to ruin a country
1075903614659518466 2018-12-20 18:59:45 -0400 <flygirlsuz> @MarkDBitton @jayjaylooksup @realDonaldTrump Done more damage in two years.
1075903614642806784 2018-12-20 18:59:45 -0400 <jaxcarys> @ChrisStigall @realDonaldTrump Trump backtracked on the shut down and his supporters called him weak so thin-skinned Trump declared shut down again. Now he's in a corner because he'll look doubly-weak to back off again.
1075903614151987200 2018-12-20 18:59:45 -0400 <Spacedog409> @realDonaldTrump You are a HOT MESS and you’re dragging this country down with you!
1075903612662906881 2018-12-20 18:59:45 -0400 <MsKarma68> @realDonaldTrump He resigned.
1075903612612763649 2018-12-20 18:59:45 -0400 <UpNorthOpinions> @BlueHenArt @BrianKarem @realDonaldTrump Count me in!
1075903611056607235 2018-12-20 18:59:44 -0400 <MariaLSerrato2> @loganrick1095 @realDonaldTrump U are intellectually impotent. Ur hate doesn’t allow u to comprehend. Also u are angry about what he does or does not do morally? We taxpayers have been footing the bill for the perverts in both branches.He pays for his own mistakes
1075903611002085376 2018-12-20 18:59:44 -0400 <Swa32063272> @AndrewGillum @realDonaldTrump Im seriously afraid
1075903609005498368 2018-12-20 18:59:44 -0400 <satchmoagain> @WhiteHouse @POTUS @realDonaldTrump People are tripping over themselves to quit your administration before the Mueller report drops.
1075903608837804037 2018-12-20 18:59:44 -0400 <Anthony60681641> @realDonaldTrump Instead of waiting for do nothing Congress to appropriate the money put it up for private bids. Texas segment, Arizona segment etc..  my old military unit the navy seabees could probably do it in half the time at a fraction of the cost.
1075903608066064384 2018-12-20 18:59:44 -0400 <HectorR93367091> @realDonaldTrump Sure Donald make sure you buy the steel from China like you did for all of your building's
1075903607424327680 2018-12-20 18:59:43 -0400 <SolFlos66> @realDonaldTrump So. Many. Commas.
1075903606652628992 2018-12-20 18:59:43 -0400 <ericabunin> @realDonaldTrump Events of past  weeks prove how stupid you are.  I only hope the stupid people who support you suffer from your actions. Unfortunately the rest of the country will also suffer.  Good going.
1075903606585466880 2018-12-20 18:59:43 -0400 <EsoOrc> @PoliticBabe @chwiliwr @CNNPolitics @realDonaldTrump @senatemajldr @SpeakerRyan Nice try cookie. You know, Putin is not paying the salary of bots anymore. Move on.
1075903606338002944 2018-12-20 18:59:43 -0400 <DavidHaaland444> @realDonaldTrump @POTUS  https://t.co/h3CSiGNn0c
1075903606321266688 2018-12-20 18:59:43 -0400 <laurie_lipson> @mcatty_alex @realDonaldTrump If it wasn't true it would be funny
1075903605947932673 2018-12-20 18:59:43 -0400 <linda_vera83> @realDonaldTrump What happened to Mexico paying for the wall?
1075903605851459584 2018-12-20 18:59:43 -0400 <JennyMcWilliam1> @BrianKarem @realDonaldTrump Illegitimate AG. Child prisons. Corrupt cabinet. Emoluments.  Impulsivity. Ignorance. Ego. General douchebaggery. I’m not sleeping well.
1075903605440479232 2018-12-20 18:59:43 -0400 <skofarrell> @Robertgsr44 @JacobAWohl @realDonaldTrump I don’t want any more American soldiers to die in the middle east.
1075903605402669057 2018-12-20 18:59:43 -0400 <shabbs69> .@realdonaldtrump, Stand strong on the wall! Without money for border security, shut down the government! #FundTheWall #BuildTheWall #ShutItDown
1075903605276884993 2018-12-20 18:59:43 -0400 <JackPaulMiller> @kimguilfoyle @DailyCaller @realDonaldTrump Thriving? We are soon heading into a major recession, which is due to the tariffs.
1075903604643508230 2018-12-20 18:59:43 -0400 <chwinner5> @MaRuiFu1 @realDonaldTrump So this GoFundMe fund is kind of replacing the now-defunct Trump Foundation.
1075903603603374085 2018-12-20 18:59:43 -0400 <jaxdad64> @jamsmcgowan @realDonaldTrump Hey come on...it wasn't written in crayon with pictures.
1075903602617655298 2018-12-20 18:59:42 -0400 <littlelisala> @MZHemingway This vital read supports @realDonaldTrump's decision to pull out our troops. It's composed by well-respected, genuine foreign policy and military experts, as opposed to the usual political hacks, and explains the differences w/Obama's Iraq pullout.  https://t.co/rQSF1qU7KV
1075903602449801216 2018-12-20 18:59:42 -0400 <dirm77> @realDonaldTrump I can no longer stand behind my vote for you. Two respected Generals are tired of your shit and that’s saying something. Hard to think that you believe you know more then them when they’ve been there and done that. You’re a fool, Trump!
1075903602353414144 2018-12-20 18:59:42 -0400 <SevenStarHand> @ChetPowell @realDonaldTrump If looks could kill, there'd be a dagger in the Donald's head in this picture.
1075903602080735233 2018-12-20 18:59:42 -0400 <RRKurz2> @realDonaldTrump How does our ally Israel feel about your decision??
1075903602038882310 2018-12-20 18:59:42 -0400 <leeber70> @realDonaldTrump Retired???  https://t.co/DRHPmcrHj5
1075903601065713667 2018-12-20 18:59:42 -0400 <ZuluOmega> @KatTimpf @realDonaldTrump Comical too
1075903600566681601 2018-12-20 18:59:42 -0400 <peggy_bukovac> .@realDonaldTrump Schumer and Pelosi, look tired and worried ,oh well. President  has the last word. Your supporters stand with you President  Trump on the wall.
1075903600331759616 2018-12-20 18:59:42 -0400 <pecriel> @realDonaldTrump Resign.  https://t.co/mIhdbNtAdt
1075903598364643329 2018-12-20 18:59:41 -0400 <LeeBodendorfer> @WayneDupreeShow @sara41198593 @realDonaldTrump @POTUS Ryan heated?  Alrighty.  But it’s a shame he wouldn’t get heated to help the President these past two years.  RINO.  His father-in-law will be proud of him.
1075903598326738945 2018-12-20 18:59:41 -0400 <dschurman1990> @realDonaldTrump Mattis lasted 3 weeks fewer. Everything Trump has ever said in his life has been incorrect.
1075903596712091648 2018-12-20 18:59:41 -0400 <vanmey2000> @EdanClay @realDonaldTrump #IndictTrumpNow   #TrumpIsTheEnemyOfThePeople
1075903594992267264 2018-12-20 18:59:41 -0400 <mistyferguson> @realDonaldTrump here’s the thing you just need to go you’ve taken everything so out of whack and balance just know that God is watching you and he’s very unhappy. Those will be your consequences.
1075903594161795072 2018-12-20 18:59:40 -0400 <Chachachewee> @realDonaldTrump Damn straight Let the HAWKS CRY
1075903594061332480 2018-12-20 18:59:40 -0400 <NaiZeni> Is it getting harder to sleep @realDonaldTrump ???
1075903592480034816 2018-12-20 18:59:40 -0400 <MoreWhit> @axios FACTS: 1. Majority of U.S. Americans DO NOT Agree/Support @POTUS @realDonaldTrump. 2. Our Election system is BROKEN due to excessive Partisan CONTROL! #NoPartiesNoSwamp 3. #ImpeachTrumpsAdmin #ImpeachTrump is Our Best Resolution: Article 2, Sec 4 Exec Branch  https://t.co/IoZuf9gRox
1075903590940725250 2018-12-20 18:59:40 -0400 <CrystalAl1> @WhiteHouse @realDonaldTrump Disaster
1075903589380435968 2018-12-20 18:59:39 -0400 <BAT0740> @realDonaldTrump Who are you going to replace Mattis with?  Could it be Sean Hannity, Tucker Carlson, one of your blonde bimbos or one of the undocumented immigrants that work for you.  By the way, I’m sure if the Trump Shutdown takes place, the Secret Service will love working without pay.
1075903589145604097 2018-12-20 18:59:39 -0400 <MaureenTracy2> @realDonaldTrump Bad news for sinking stock market &amp; uneasy allies. Are there any qualified people left to stabilize Trump's wobbly administration?!! Not that anyone w/real expertise &amp; intelligence would want to work for him - he doesn't listen to anybody but himself. A fool for an advisor!
1075903587761487872 2018-12-20 18:59:39 -0400 <pamelakivett> @WhiteHouse @realDonaldTrump BS!
1075903587224555522 2018-12-20 18:59:39 -0400 <kkbear> @realDonaldTrump not retirement,don't spin it...he quit because of policy differences and probably because of the way you treat our allies.@IvankaTrump @KellyannePolls @kimguilfoyle
1075903584104038401 2018-12-20 18:59:38 -0400 <luvntday> @realDonaldTrump Treason, not collusion, is your guilt.  One more indication is your removing troops from Syria give Putin free reign.  How brazen you are -or is it stupid?
1075903583835643904 2018-12-20 18:59:38 -0400 <tam8ta> @frydclt @jackjaypalmer @Troup1998 @watinsky @PeacefulOneVA @IndianImmigran1 @ghosh15728 @MarkSolon44319 @CodingBusiness @padhis1 @FirmLogix @ToriSpeaks007 @arthur_oslund @stoplootofusa @MarkDoldon @bseeker @AbidingCiti8 @Subtle_desi @el_hanji @artizzi @shivbhaktajoshi @SCINTLE @Write2speak1 @Johned2100 @MindRational @Dawnnewyorker @Success87473781 @Shan03933140 @HDTRInfo @AmericanJUSTIC9 @mukulSathe @amitra_123 @ElPasoTom @kendws1 @Agent99Firm @outintheboonie1 @Algorithmiq @ErnestMEdsel1 @katiecgoldsmith @MarkNaughton4 @AnnCoulter @CorintheansXIII @Craigersct53 @steward39 @FairClaire00 @irri_online @1KarenSchuster @realDonaldTrump That comment,  within itself,  just shows the type of highly skilled we are lookkng at right there.. ignorance at its best.. I am disgusted
1075903583688609792 2018-12-20 18:59:38 -0400 <Healthcoachtra1> @OliverMcGee @kraigr_IVU @POTUS @BrianKolfage @realDonaldTrump @WhiteHouse the border patrol can use more funding for what they think is needed for security  NOT what dumb ass trump thinks we need.  he is just trying to get votes and scare people, he doesnt know what is truely needed nor does he care...   our local BP agent told him what is needed...
1075903582795427840 2018-12-20 18:59:38 -0400 <berniediego> @realDonaldTrump Mr President I don’t like that General Mattis resigns and the withdraws of the troops from Syria and Afghanistan is a big mistake
1075903581197402113 2018-12-20 18:59:37 -0400 <Bigmark1977me> Pelosi/Schumer are transparent liars, bending and slanting the position of our @realDonaldTrump. They twist opions, and issues, trying  to brain wash the weak minded, or uninformed public. They are @ the ultimate level of CYA, trying to legitimize their pathetic position. Losers!
1075903580605964293 2018-12-20 18:59:37 -0400 <MarianneTruax> @realDonaldTrump Your failure given Republican controlled Congress.  Dems not to blame, all on you.
1075903580404539394 2018-12-20 18:59:37 -0400 <KCEEAICH> @TomiLahren @realDonaldTrump Taffy, you talk too much.
1075903580274548736 2018-12-20 18:59:37 -0400 <MacheteSquad7> @GinsbergKalem @realDonaldTrump Honor them by charging the people who sent them there without a clearly defined goal and mission. Then never let that happen again.
1075903579419000833 2018-12-20 18:59:37 -0400 <davidbrians> @realDonaldTrump Translation: “General Jim Mattis will be retiring, w/ distinction, at the end of Feb., after having served my Administration as Secretary of Defense for the past two years. Jim refused to accept a dotted line report to V. Putin on the new org chart, so unfortunately he has to go.
1075903578672381952 2018-12-20 18:59:37 -0400 <TheMelyssaK> @ranselmo180 @steph93065 @realDonaldTrump @parscale He's always been part of the swamp! He hired the swamp right into the White House. He never cared about you; he just wanted your vote.
1075903577174958080 2018-12-20 18:59:36 -0400 <Kate4Queen> @olly_mcguire @Jennif1974rC1 @realDonaldTrump well, thank God for that! I'll be coming over... :)
1075903576763961344 2018-12-20 18:59:36 -0400 <Al_Solzhenitsyn> @realDonaldTrump Great 'deal' Donald!
1075903575681683456 2018-12-20 18:59:36 -0400 <basil_d55> @realDonaldTrump Can you give the American people, who you profess to work tirelessly for, a Christmas gift and leave your cell phone behind and lay off the tweets for a couple of weeks?  My 401 k will thank you.
1075903574876569600 2018-12-20 18:59:36 -0400 <linelingo> @DocRock1007 @realDonaldTrump #BuildThatWallNOW
1075903574746546181 2018-12-20 18:59:36 -0400 <ASanteiu> @WhiteHouse @realDonaldTrump Are you serious. There are more important issues happening and none are good.
1075903574276796418 2018-12-20 18:59:36 -0400 <l_LilD_l> @realDonaldTrump Can you read?
1075903573165260803 2018-12-20 18:59:35 -0400 <lLadyBing> @jeneps @realDonaldTrump will cave. Nothing gets in the way of his golf.
1075903572787822592 2018-12-20 18:59:35 -0400 <truebot9> @realDonaldTrump Wow, you were still fat back then.
1075903572762480640 2018-12-20 18:59:35 -0400 <Sa1n7huck> @realDonaldTrump *their   You never made it past 3rd grade did you? And I'm giving you the benefit of the doubt by being so gracious. I'd be surprised if you've ever figured out which block shapes go into their corresponding holes. You're small, sad and pathetic just like your hands.
1075903572271947782 2018-12-20 18:59:35 -0400 <MJGarciaKCMO> @realDonaldTrump They're all fleeing the sinking ship!  https://t.co/6lmaKOEsSy
1075903569897943042 2018-12-20 18:59:35 -0400 <TheOtherRosie> @realDonaldTrump @TeaPartyNJ I doubt any of us are surprised.
1075903569344122881 2018-12-20 18:59:34 -0400 <howellscanman> @realDonaldTrump You said ISIS has been defeated.
1075903568270508037 2018-12-20 18:59:34 -0400 <AlesiaCato> @realDonaldTrump @POTUS @WhiteHouse @PressSec @senatemajldr @GOPLeader @GOP
1075903568245391360 2018-12-20 18:59:34 -0400 <re3758> @realDonaldTrump If there ever were adults in the room...they are now, or will shortly, be gone. Hurry Mueller; Hurry NY AG; and stick him, Madam Speaker &amp; friends.
1075903567180021760 2018-12-20 18:59:34 -0400 <mariaangel1128> @iamfz @debbieannsimon @booljng @kimvalenciaa @realDonaldTrump Lmfaooo😂😂👏🏼
1075903566282440704 2018-12-20 18:59:34 -0400 <mhall2654> @realDonaldTrump He’s at odds with your thinking clearly
1075903563593850881 2018-12-20 18:59:33 -0400 <DenaliMorrinson> @realDonaldTrump He is QUITTING, RESIGNING, SAYONARA you fool!!!
1075903563476414464 2018-12-20 18:59:33 -0400 <asanza2420> @realDonaldTrump Don't replace him with a neocon
1075903563400921089 2018-12-20 18:59:33 -0400 <hellob00radley> @Liberty99549420 @WhiteHouse @realDonaldTrump You’re not fooling anyone. Crawl back under your rock.
1075903561337323520 2018-12-20 18:59:33 -0400 <LondonSnowWatch> @realDonaldTrump Sorry I'm still recovering from "it's really cold, so global warming doesn't exist"  Could you give me some more time before you drop any more gems?
