1196578831395622912 2019-11-18 18:59:59 -0400 <PurpleHeartMac> @MarshaBlackburn @realDonaldTrump Here, meet this 🖕, you 🤡
1196578827058720769 2019-11-18 18:59:58 -0400 <NNorrisford> @Onleysdownriver @psychomurf @Sureibelieveyo1 @MatthewJshow @realDonaldTrump The aforementioned survey is reminiscent of the poles in the US prior to the 2016 presidential election. A liberal survey tailored to fit a murderous agenda.
1196578826999877633 2019-11-18 18:59:58 -0400 <ShushItNow> @realDonaldTrump This means nothing to the lower income families. Doesn’t effect us at all. How about finding something that will help these families with jobs and income and taxes.
1196578826748416005 2019-11-18 18:59:58 -0400 <angelluc> @Sandman619x @emv233 @realDonaldTrump So let's get rid of political parties in the U.S! Our Founding Fathers did not want them in our government. Read the Constitution, Federalist Papers, and letters from our Founding Fathers. Search "founding fathers and political parties".
1196578825317928960 2019-11-18 18:59:57 -0400 <YABBADA71769177> @realDonaldTrump Voter Fraud..... the Democrats have a million volunteers WILLING to serve jail time to defeat you!!!  Dont count on a second term!!! Do what u can now or regret it. 298551
1196578824919535617 2019-11-18 18:59:57 -0400 <hafataloguam56> @realDonaldTrump Is Levin bringing the mana for the corrupt trump? Find your way by looking at the truth and im not talking about evangelical who has led many souls down the dark path.
1196578823900409856 2019-11-18 18:59:57 -0400 <jarvis_caryn> @AZWS @realDonaldTrump @AZWSTactical @AZWS_ @2ADefenders @CertifiedGeek05 Absolutely...
1196578823250288641 2019-11-18 18:59:57 -0400 <rkauf88302> @realDonaldTrump Yeah right, maybe when the IRS is done with the audit?
1196578822922981376 2019-11-18 18:59:57 -0400 <Stephen21842018> @realDonaldTrump If only you knew how to direct your energy to benefit the country to pledged. You endless effort to tear our country apart has established your legacy as one of failure. The American people are not as stupid as you seem to think. Your time in the oval office is limited.
1196578820561788928 2019-11-18 18:59:56 -0400 <sergeant_1st> @realDonaldTrump Bunch of nutjobs
1196578817135063041 2019-11-18 18:59:56 -0400 <linadcock> @gtconway3d @NikkiHaley @realDonaldTrump Yeah, enjoy ending you career, Nik Nik.
1196578816883224576 2019-11-18 18:59:55 -0400 <ajanisantiago> @realDonaldTrump It's not a coup. Your use of this word is dangerous and frankly disrespectful to the Constitution.
1196578816275230730 2019-11-18 18:59:55 -0400 <BrandonTSnider> @TeamTrump @realDonaldTrump @CNN Not in your wildest dreams, anusface.
1196578815931289602 2019-11-18 18:59:55 -0400 <dresserx2> @realDonaldTrump You won't have this for long when the news lets everyone know North Korea stated NO  more meetings with YOU. And korea will NOT be holding up their side  of the deal to stop nuclear production. Thanks trump. Because of your arrogance and stupidity we got screwed.
1196578815738146816 2019-11-18 18:59:55 -0400 <oreo_tinker> @realDonaldTrump Trump administration knew in May Zelensky felt pressured to investigate Bidens. #ImpeachmentHearing #WorstPresidentEver
1196578815264337920 2019-11-18 18:59:55 -0400 <1232harmony> @realDonaldTrump Just can’t face the naked, unvarnished truth can you??
1196578814870147072 2019-11-18 18:59:55 -0400 <vickism61> @realDonaldTrump Impeachment is so good for America!
1196578814408704000 2019-11-18 18:59:55 -0400 <IanGonzales> @TeamTrump @realDonaldTrump @CNN Where are his genitalia? Where are his bone spurs?
1196578813498576896 2019-11-18 18:59:55 -0400 <busylizzie48> @Beg1Girl @realDonaldTrump @GenFlynn Adam and Nancy are evil. They will do anything to twist and turn innocent into guilty!
1196578812106084352 2019-11-18 18:59:54 -0400 <HielscherRich> @rhiles2760 @realDonaldTrump Yes
1196578811757899776 2019-11-18 18:59:54 -0400 <DLWJR24540> @realDonaldTrump Everybody that exposes your lies are not Never Trumpers, they just want the truth told...
1196578810105225216 2019-11-18 18:59:54 -0400 <cobredonkey> @Infantry0300 @KalineCountry @realDonaldTrump @FoxNews Holy shit
1196578809589485568 2019-11-18 18:59:54 -0400 <Mqesq> @MatthewJshow @real_defender @realDonaldTrump Bot
1196578808457039873 2019-11-18 18:59:53 -0400 <Dtraininny12> @parscale @realDonaldTrump Senator Johnson gets it!  Let's end Little Mike's BS &amp; corrupt PR scare campaigns.  #WeVapeWeVote #VapeBan
1196578808108855302 2019-11-18 18:59:53 -0400 <Rooette> @realDonaldTrump I see the “suffering” has already begun. 😂 Bring on more, please!
1196578807697854464 2019-11-18 18:59:53 -0400 <fval_1> @ZacMabry @realDonaldTrump Sounds like Santa Claus, Indiana
1196578807358074880 2019-11-18 18:59:53 -0400 <TheJasonMcClure> @realDonaldTrump do you wear diapers because of an amphetamine addiction?
1196578806628270081 2019-11-18 18:59:53 -0400 <JimmyAndrus1> @AndrewGillum @realDonaldTrump Next wave, Tsunami 2020!
1196578806439514112 2019-11-18 18:59:53 -0400 <mary_sturino> @DontBooo_Vote @realDonaldTrump Now Mississippi as well
1196578805932068866 2019-11-18 18:59:53 -0400 <monid55> @patton6966 Our teachers hated Bevin and sold us out for 30 pieces of silver!  Instead of putting God first they voted for a DemocRAT that stands for abortion, gambling, legalizing marijuana, and supports the impeachment of our @POTUS @realDonaldTrump
1196578805755760640 2019-11-18 18:59:53 -0400 <sctocampbell> @c0mpl3x1776 @outofcontroljb @realDonaldTrump  https://t.co/kK5SSmhlCs
1196578805067976704 2019-11-18 18:59:53 -0400 <jedgarnaut> @realDonaldTrump Quit doing crimes, you know?
1196578804656832512 2019-11-18 18:59:53 -0400 <PattySh92517323> @realDonaldTrump  https://t.co/IKpBtcW6sn
1196578802895335430 2019-11-18 18:59:52 -0400 <MatthewJshow> @RichValdes @realDonaldTrump @marklevinshow Thanks Mark for keeping it real!
1196578802106806273 2019-11-18 18:59:52 -0400 <Gh1Nyamekye> @realDonaldTrump  https://t.co/jUdmv9Mj0x
1196578801968390144 2019-11-18 18:59:52 -0400 <Charles17654496> @boscogaming7705 @wagefreedom @realDonaldTrump A lot of golf?
1196578801628508161 2019-11-18 18:59:52 -0400 <linellislee> @DrDaphnecharris @realDonaldTrump 🤮🤮🤮
1196578800424767489 2019-11-18 18:59:52 -0400 <DaHockey> @realDonaldTrump It’s in the Constitution...not a coup
1196578798960959488 2019-11-18 18:59:51 -0400 <jonjskin> @Porter_Anderson @Acosta @wolfblitzer @realDonaldTrump @TheDemocrats Sure he will...at the same time he will release his tax returns that he promised..
1196578798709485568 2019-11-18 18:59:51 -0400 <BonozuLee> @realDonaldTrump Dude! Your History! 👊🏾
1196578798461952000 2019-11-18 18:59:51 -0400 <scottooooo> @mitchemgracie @GOPkleptocrat @calijeff1 @ChucksWife1973 @donnnie @BrooklynPrivat1 @g17_francis @shinobi_tony @SofaKingBueno @philby44 @gorillastyle @zaharias19 @akvawe66 @tomag49 @Taylor96Taylor @allvolgbo @ShlomoIndiana @BrotherLiberty @robert_sicario @jones7955 @ThomasSchuback @PwrCane1 @FWLVIEWS @terryloohoo @firefighter_tom @TrumpSugar @finsukmiaz @Goathead19 @ThereseOSulliv2 @HotTakeTank1 @AbrahamAlyzah @Schanette55 @JimHaf @SeanTDel @SpaceForceBravo @LynnesCommunity @phil_mckraken @miss_simone247 @Alawnguy @OregonDarryl @HouseOfJames2 @JCStill1 @LSweetApps @Pittstock @CRKittle @misshellca @Youarenumbee6 @WeSeeYouWeKnow @realDonaldTrump @Israel No they just kill Palestinians so that’s ok by you?By the way you give Israel 6 billion a year so why would they attack you?
1196578797606330369 2019-11-18 18:59:51 -0400 <KVTac> @realDonaldTrump Ohh shit, you took a meeting... now they’re going to need a transcript again 😂
1196578796532461568 2019-11-18 18:59:51 -0400 <njapoet> @realDonaldTrump Next source: InfoWars with Alex “Sandy Hook Was Staged” Jones. 🙄 #ImpeachTheMFTraitorNow
1196578796046036992 2019-11-18 18:59:50 -0400 <audreynic129> @realDonaldTrump 🤮🍊🤮🍊🤮🍊🤮🍊
1196578792476725249 2019-11-18 18:59:50 -0400 <rickylin01> @realDonaldTrump Virginia kentucky Louisiana yeah right primaries show people are tired of your BS. You only are president for trumpets how about the other 51 of America don’t count
1196578789242920962 2019-11-18 18:59:49 -0400 <RealSaltySlim> @mrongey @realDonaldTrump Yes like in Louisiana. Before Trump  https://t.co/98q53beMTx
1196578788559249408 2019-11-18 18:59:49 -0400 <olderncolder> @realDonaldTrump Sure, let’s hope they suffer like Louisiana, oh wait you endorsed the loser there.
1196578787275804672 2019-11-18 18:59:48 -0400 <GinaRankin6> @TVSprague @realDonaldTrump Omg.......I have been so worried this would happened..God protect him
1196578787112210432 2019-11-18 18:59:48 -0400 <MDDunmire> @realDonaldTrump Nope, you lose again!
1196578787087077376 2019-11-18 18:59:48 -0400 <TakeAmerBack> will @foxandfriends still keep her as a  'whatever'? cc @realDonaldTrump @GovMikeHuckabee @FoxBusinessAM @seanhannity
1196578787032551425 2019-11-18 18:59:48 -0400 <SportsTwoCom> @realDonaldTrump How come when you do not get your way it is fake news and fraud. Yet you take credit for somethings you never did?   You know as well as I do that the Senate has yet to take up many bills passed by the House. Yet lie to your base is more important than the country.
1196578786206265345 2019-11-18 18:59:48 -0400 <trump2trumpIRL> Psst @realDonaldTrump, they jus added Robin Hood on neflix, lets binge!
1196578785610604544 2019-11-18 18:59:48 -0400 <SmokieMokie111> @realDonaldTrump How was your psych evaluation at Walter Reed?
1196578785602068485 2019-11-18 18:59:48 -0400 <pjmill4> @realDonaldTrump Uh huh.  Triggered?
1196578785564475392 2019-11-18 18:59:48 -0400 <bigheintz56> @realDonaldTrump Thanks Obama for setting this economy in motion- so good even Trump can’t screw it up
1196578784469815297 2019-11-18 18:59:48 -0400 <MateoSelah> @realDonaldTrump Please do not answer any of their questions and give this CHARADE any legitimacy !
1196578784356511745 2019-11-18 18:59:48 -0400 <miky076222> @IExaggerateI @silveraa @realDonaldTrump O i dont know like stealing money from our veterans???
1196578783970545664 2019-11-18 18:59:48 -0400 <Janice69224007> @realDonaldTrump Hahahahahahaha Con Man Trump Corruption King! Let's see those taxes_!
1196578783396007936 2019-11-18 18:59:47 -0400 <Nall17268025> @realDonaldTrump Poll was +/- 2.5% so still a chance you're at 47.5%.
1196578782380879872 2019-11-18 18:59:47 -0400 <ArgentinaPatito> @TeamTrump @realDonaldTrump @CNN #Cult45  https://t.co/yvCzEU8lzs
1196578782049685505 2019-11-18 18:59:47 -0400 <Sharonehh> @realDonaldTrump Actually the very good prediction of your failure was pretty much written in stone the day you where elected.   I also believe Karma may have paid you a quick visit this past weekend.
1196578780174835714 2019-11-18 18:59:47 -0400 <parkmagg> @TeamTrump @realDonaldTrump @CNN Panic attacks, as a rule, don't show up on x-rays. BTW I am loving the impeachment coverage. Thanks for suggesting it be public. #ResignNowTrump #ITMFA
1196578779432251393 2019-11-18 18:59:47 -0400 <Mqesq> @real_defender @realDonaldTrump Bot
1196578779147243521 2019-11-18 18:59:46 -0400 <FozzieBob> @realDonaldTrump Have you not seen the last election results? Democrats have turned previous red states to blue. Everyone you campained for defeated. You will be defeated in 2020 if your not in prison by then!
1196578778304188417 2019-11-18 18:59:46 -0400 <LauraBensonRN> @realDonaldTrump  https://t.co/KsHZpUMS20
1196578777473548288 2019-11-18 18:59:46 -0400 <sierra2sf> @real_defender @realDonaldTrump Me and all my bot friends are with you!
1196578776542375936 2019-11-18 18:59:46 -0400 <rjldenny> @realDonaldTrump  https://t.co/4eDtz4W2ww
1196578776433352704 2019-11-18 18:59:46 -0400 <mchristo123> @realDonaldTrump Resign. Make America happy.
1196578776190029824 2019-11-18 18:59:46 -0400 <DonXQuixote> .@SecPompeo - #ShameOnYou allowing .@realDonaldTrump , our #Divider_in_Chief , to control your State Dept - allowing its destruction w/o U even supporting your own people, like career diplomats! Rather, U support .@POTUS in #TAKING_America_DOWN . Yes, U need to go back to Kansas!
1196578776064245760 2019-11-18 18:59:46 -0400 <Lesliechengwt> @StateDept @SecPompeo Thank you for the kindness help by the American Government!  @realDonaldTrump @SolomonYue @SpeakerPelosi @RepMcGovern @SenRubioPress #StandwithHK #PoliceBrutality
1196578773342097408 2019-11-18 18:59:45 -0400 <RUnklesbay> @ChatByCC @realDonaldTrump Like Kentucky!  And Louisiana!  Yes Eric you go boy
1196578772914327552 2019-11-18 18:59:45 -0400 <SUPERCYN> @LouDobbs @POTUS @realDonaldTrump @RepMattGaetz @EdRollins @mgoodwin_nypost @morganwright_us @David_Bossie @CharlesHurt will tune in again ONLY if you stop interrupting so rudely and not allow guests speak. Whats the use to having guests on if they only receive &lt;1 min with all the interruptions while you verbally try to get out the words?
1196578771576467456 2019-11-18 18:59:45 -0400 <lindadurham9891> @BrianKarem @realDonaldTrump Won’t make the mistake of voting for him again. He does not represent me
1196578771391959041 2019-11-18 18:59:45 -0400 <CaudoniaPrince> @4556228Y @ChatByCC @realDonaldTrump The bot blocked me, how pathetic.  https://t.co/pCfuVZZDeQ
1196578770670510081 2019-11-18 18:59:44 -0400 <karlea112> @realDonaldTrump Where is a real president?
1196578769701609472 2019-11-18 18:59:44 -0400 <jsmiley125> @EliseStefanik @realDonaldTrump I don’t think you quite understand what “truth” means. It’s ok though. Everyone learns at a different pace.
1196578769663709185 2019-11-18 18:59:44 -0400 <nowyouseemenow5> @RealJack @realDonaldTrump but nothing ever happens
1196578764186103814 2019-11-18 18:59:43 -0400 <morlium> @realDonaldTrump it's not a coup if you really did the shit they're accusing you of
1196578762390982656 2019-11-18 18:59:42 -0400 <gaycathlicteach> @realDonaldTrump They haven’t suffered yet
1196578761401159681 2019-11-18 18:59:42 -0400 <DoctorEmmit> @realDonaldTrump Coo Coo!
1196578760503549952 2019-11-18 18:59:42 -0400 <NewKevinBacon> @TaoOfCats @otto_maddoxx @MideOFD @Fahrenthold @realDonaldTrump It doesn't count as irony if they're now in on it.
1196578760356761601 2019-11-18 18:59:42 -0400 <Agoraks> @badboiBreezy @Aaron_Patriot @Grammar91427465 @ScalesOfThemis6 @Tribal_Prophet @schardl8 @JLJenks07 @ChidiNwatu @realDonaldTrump @POTUS Let's hear the actual tape.. O right.. Its on secure server..
1196578759593189376 2019-11-18 18:59:42 -0400 <Overlooked_Inc> @realDonaldTrump Our mission at  https://t.co/3LE6JE0o8I is to build the social news network that ends fake news.  Follow us @Overlooked_Inc
1196578759194730496 2019-11-18 18:59:42 -0400 <urokiamok> @HeshmatAlavi @badov49 @realDonaldTrump Heads up people if Iran can shut down their net what do you suppose we also can have our net shut down.
1196578758796488705 2019-11-18 18:59:42 -0400 <Harpoonharri> @realDonaldTrump  https://t.co/USFgzTNruY
1196578758263742469 2019-11-18 18:59:41 -0400 <shavarmcfadden> @mavgrab302 @kanyewest Yes I was smart enough to know that @realDonaldTrump was representing me when campaigning in 2015, so I was trying to enlighten people but they though I was nuts four years later they mad and now I'm not silent at all as I was for the first two years. Will always push back on DEM
1196578755805736960 2019-11-18 18:59:41 -0400 <TrumpsBane> @CarmineSabia @realDonaldTrump Or it could simply be that Trump is corrupt.
1196578754165915659 2019-11-18 18:59:41 -0400 <opivali> @realDonaldTrump @POTUS he was always planing a COUP and the Americans will suffer!
1196578753507405824 2019-11-18 18:59:40 -0400 <LibertySpikes> @ChadResistance @IExaggerateI @silveraa @realDonaldTrump Where's your evidence? Just saying bribery doesn't make it a fact. Do you have any evidence? I'll wait...
1196578752240635905 2019-11-18 18:59:40 -0400 <youdamnskippyyy> @ShefferPatty @atensnut It’s not about being on @realDonaldTrump side,it’s about reporting the news and being a fair arbiter off the truth. They don’t need to be on Trumps side, fairly reporting his accomplishments and stance on policy is good enough. That’s what makes us as republicans better than @cnn
1196578751951360003 2019-11-18 18:59:40 -0400 <DavidsDonna> @realDonaldTrump  https://t.co/WJ1dfwurXm
1196578751800320000 2019-11-18 18:59:40 -0400 <Mqesq> @realDonaldTrump So!
1196578751397736449 2019-11-18 18:59:40 -0400 <RevolutionNurse> @imeanttotellu @realDonaldTrump @KatrinaPierson @SteveHiltonx But he is a never trumper. And a traitor to the CIC. And other desperate lies.
1196578750390890507 2019-11-18 18:59:40 -0400 <loquacious_KC> @TeamTrump @realDonaldTrump @CNN  https://t.co/j443oVTw6f
1196578750017744896 2019-11-18 18:59:40 -0400 <Long11104> @MatthewJshow @realDonaldTrump @FoxNews All 39% of you?
1196578749010997248 2019-11-18 18:59:39 -0400 <PattySh92517323> @realDonaldTrump  https://t.co/kANzxXWG3M
1196578748289748992 2019-11-18 18:59:39 -0400 <kimFlet> @stealthygeek @LindseyGrahamSC @realDonaldTrump @FLOTUS Is this true?
1196578744233840641 2019-11-18 18:59:38 -0400 <ChrisWhitlow11> @SaraCarterDC @realDonaldTrump Save it for the debates.
1196578743571165185 2019-11-18 18:59:38 -0400 <ccorriveau01> @realDonaldTrump You just destroyed honour among your troops!
1196578743503982592 2019-11-18 18:59:38 -0400 <panic_dc> @realDonaldTrump You're right Mr. President! And this must not go unpunished! Else, another President will have to face the same shameful illegal attacks as you have faced for 3 years!
1196578743365451776 2019-11-18 18:59:38 -0400 <gfallar> @realDonaldTrump The rules were designed by Republicans during the Benghazi hearings aimed at Hillary Clinton. She actually testified for 11 hours straight. You should, too. She also complained a LOT less than your hourly whines.  It's like a win for "girl power", right?
1196578743038496770 2019-11-18 18:59:38 -0400 <DRichardH1> @GMSarli @realDonaldTrump Good stuff
1196578742786777090 2019-11-18 18:59:38 -0400 <lkweb54> @Arkiegirl01 @juanitamoutlaw @SpeakerPelosi @realDonaldTrump This is one for the books if it is recorded somewhere it needs to be put on major networks broadcast around the world IMO! This high n mighty person seems to have forgotten who she works for and without #WeThePeople she has NO JOB, NO GAVEL boohoo out she goes!
1196578741423620099 2019-11-18 18:59:37 -0400 <Andrew1831> @Strandjunker @realDonaldTrump If you wany Cadet bone spurs to understand you, you need to say Womem...
1196578740970541057 2019-11-18 18:59:37 -0400 <silbecl> @realDonaldTrump  https://t.co/o8XsG1WCny
1196578740094025728 2019-11-18 18:59:37 -0400 <Bstewart2> @FPWellman @SecPompeo has sold his soul to @realDonaldTrump and will go down with him!   #ImpeachAndRemove
1196578739389452289 2019-11-18 18:59:37 -0400 <K_JakeWarren> @realDonaldTrump We shall call you #BreakdownDon.
1196578739137609728 2019-11-18 18:59:37 -0400 <dadetrading> @1KarinKeller @DrJaneRuby @Lester70x7 @realDonaldTrump @POTUS Obama reportedly had a food taster. It’s all very hush-hush though.
1196578738911227904 2019-11-18 18:59:37 -0400 <FlNC11> @RepMarkMeadows @FLOTUS @realDonaldTrump @DonaldJTrumpJr @TrumpWarRoom @mattgaetz @Jim_Jordan @RepRatcliffe @RepStefanik @GOP  stop calling the never Trumpers call them what they are deep staters,  that think they can read president mind. Reality is everything in presumed.
1196578738839920640 2019-11-18 18:59:37 -0400 <margie89120428> @11010ttsp @realDonaldTrump Google it, you might learn something.
1196578738248409089 2019-11-18 18:59:37 -0400 <Kurt98417141> @realDonaldTrump Marin Levin was a NEVER TRUMPER, UNTIL YOU WON THE REPUBLICAN NOMINATION!!! HE HATED YOU!!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1196578738152050689 2019-11-18 18:59:37 -0400 <realohiogirl> @AustinScottGA08 @realDonaldTrump @SpeakerPelosi She is brainless!  Whatever happened to Innocent until proven guilty???
1196578738047266821 2019-11-18 18:59:37 -0400 <Comnsense2> @Sarah_lyn3 @AndyOstroy @realDonaldTrump @HillaryClinton Settling of contents. Trump ain't a fresh box of Cheerios.
1196578737430650882 2019-11-18 18:59:37 -0400 <jungt_j> @realDonaldTrump Gotta be pretty sad to celebrate 50%
1196578736130400258 2019-11-18 18:59:36 -0400 <TrigStarr> @realDonaldTrump Uhuh. Just like the last election, where the Dems took back the House, and Kentucky, and Virginia, and Louisiana. Yup.
1196578735681654784 2019-11-18 18:59:36 -0400 <MarkJac46056325> @realDonaldTrump  https://t.co/ApjmiPkjUD
1196578734649827331 2019-11-18 18:59:36 -0400 <JonAnon6> @realDonaldTrump You're definitely coupcoup
1196578734482038786 2019-11-18 18:59:36 -0400 <ClaudiamorrisCm> @MarioKAG_MAGA @HQuenault @realDonaldTrump  https://t.co/BORAsmuvXI
1196578733869715456 2019-11-18 18:59:36 -0400 <pjl1015> I agree! He has nothing to worry about being innocent and this whole matter can get cleared up in a day! @realDonaldTrump
1196578733764816896 2019-11-18 18:59:36 -0400 <AaronRing79> @BookofJonah @realDonaldTrump  https://t.co/igxwoLhiGV
1196578733500649473 2019-11-18 18:59:36 -0400 <tcrbooks> @realDonaldTrump Maybe they just saw your lies, grifting, and treason coming from a mile away.   #GriftersGottaGrift
1196578733492031488 2019-11-18 18:59:36 -0400 <spayer> @BottyBotzinkski @Charles81228962 @TJM3ree @tighefighter247 @jolynn_gibson @shaneybuck @billadler @realDonaldTrump ...  In past impeachments, that was done by the DOJ, but AG Barr declined to do his duty, so it fell to the House Judiciary Committee.  There were Republican representatives present.  As this is the first time this gas happened in the almost 250 year history of the country, ...
1196578733395763200 2019-11-18 18:59:36 -0400 <carogonza> @bass460 @TeamTrump @realDonaldTrump @CNN Dude, calm down. You seem a little triggered.
1196578731957063682 2019-11-18 18:59:35 -0400 <mayrabella101> @MatthewJshow @realDonaldTrump  https://t.co/xGlyxwEZT4
1196578731743219712 2019-11-18 18:59:35 -0400 <treybritt42> @realDonaldTrump #oktrumper  https://t.co/KJlYTa2Vd5
1196578730522660864 2019-11-18 18:59:35 -0400 <maryamnorouzi11> The Iranian people have no connection with the world.  The Internet is now banned, please re-share this post and make it sound.  Let the people of the world know about this massacre.  Please show that they are not alone!     @realdonaldtrump    @emmanuelmacro  #IranProtests
1196578730380079104 2019-11-18 18:59:35 -0400 <cubgranny> @realDonaldTrump Just like we did in 2018 and 2019? I'll take it! #ImpeachmentIsComing
1196578728752689153 2019-11-18 18:59:34 -0400 <profkeithdevlin> Another of @realDonaldTrump's "only the very best" appointments. The clown in the White House has zero ability to spot talent because he hasn't a clue what to look for
1196578728169611265 2019-11-18 18:59:34 -0400 <jackgo2> @AngryPatriot42 @kayleighmcenany @realDonaldTrump @AbateMedia Extortion, bribery and it's been revealed recently that he lied to Mueller in his written answers, that’s a crime as well.
1196578726902931456 2019-11-18 18:59:34 -0400 <MiguelA29332254> @realDonaldTrump No hablo inglés
1196578726160539648 2019-11-18 18:59:34 -0400 <CarlosCruz2016> @SaraCarterDC @AmbPower44 @realDonaldTrump Samantha is a "truther" of #Putin4Ever kind.
1196578725644718080 2019-11-18 18:59:34 -0400 <JustgoawayDT> @NickAdamsinUSA @realDonaldTrump No matter what. Lol. No. I wouldn't if he killed someone, or if he tried to.  Oh wait, he's already tried to murder our constitution, so no support here!  😂😂😂😂
1196578725078409218 2019-11-18 18:59:34 -0400 <sergeant_1st> @realDonaldTrump And all along we thought that was Putin installing you. How much do you owe the Russians?
1196578724986195968 2019-11-18 18:59:34 -0400 <wJrKeg2TYUO8Lgk> @Chuong21502195 @realDonaldTrump 救你🐴呢救救救，回家看下自己亲🐴安在？
1196578724839186432 2019-11-18 18:59:34 -0400 <tonyr951> @realDonaldTrump Yup  https://t.co/xOKXlYKu3b
1196578722901581824 2019-11-18 18:59:33 -0400 <time_java> @petrinajc @doreenb8 @schuedl @ScottPresler @realDonaldTrump they're one sided quickies with no substance (many legislature passed without any reading) that wouldn't pass if not them being the majority...both sides do that to make it look like they're doing something. I'll go out on a limb and say I'm pretty sure you know this already.
1196578722767237120 2019-11-18 18:59:33 -0400 <seibertlinda44> @MatthewJshow @realDonaldTrump The only truth he has spoken is his admiration for dictators,
1196578721899143171 2019-11-18 18:59:33 -0400 <BazookaDhb> @realDonaldTrump Mueller report- FAILED Kavanaugh investigation- FAILED Ukraine- FAILED  What's next, Democraps?
1196578721773301760 2019-11-18 18:59:33 -0400 <MGoldpaint> @ABCPolitics Really, the greatest liar of our lifetime will testify under oath? @realDonaldTrump will testify after he shows us his taxes and the entire uncut transcript of his bribery and extortion phone call. #ImpeachTrumpNow
1196578721760776194 2019-11-18 18:59:33 -0400 <Pam80480979> @MartyJr6 @realDonaldTrump @SecAzar @FDATobacco If I had $530M (which is the estimated cost for 530 SKU's to go through PMTA's), my tail would be laying on the beach of a private island with people bringing me drinks with umbrellas in them instead of filing PMTA's. How about you?
1196578720942886912 2019-11-18 18:59:33 -0400 <tlsmjs> @manielse @ContraryMeri @LJMatthews3 @realDonaldTrump You are referring to Sack of Schiff
1196578719554560000 2019-11-18 18:59:32 -0400 <Jonalist> @LGillon2 @ChuckCallesto @realDonaldTrump Frightening, Kerry was not to meddle in Middle East Affairs &amp; I figure that Ukraine would also be off limits to him &amp; his aides plus everything that has to do with Iran, its pipelines for gas and oil plus Uranium or Nuclear Energy Deal which President Trump bowed out of.
1196578719533588482 2019-11-18 18:59:32 -0400 <marcklinmia> @realDonaldTrump At first it was rosie then Hillary now nancy why white woman of America dont like you sir what did you do by the way your white woman wife divorce you and your white daughter tiffany dont even want no part of your shenanigans
1196578719319699456 2019-11-18 18:59:32 -0400 <JPHoff1976> @Trump2020Yuge @deplorable513 @Cameron14054836 @terri0526 @MatthewJshow @realDonaldTrump Raising your hand is not the same as being a NAZI. Nicely photoshopped. Party platform and the changes therein. Just plain disgusting and sad.
1196578718866722816 2019-11-18 18:59:32 -0400 <Jose35753052> @realDonaldTrump I thought of Family Feud there always showing it
1196578717348376576 2019-11-18 18:59:32 -0400 <zfarvefan> @realDonaldTrump Break the law and I guess getting caught is bound to happen. KARMA
1196578717335769088 2019-11-18 18:59:32 -0400 <eJoelWatts> @realDonaldTrump Like they did in La and Ky?
1196578717155258368 2019-11-18 18:59:32 -0400 <SubieOut> @realDonaldTrump i don't understand how you don't see this fact: Your language as the POTUS is equivalent of a 15 year old... like didn't you learn not to call people names ?
1196578716056354816 2019-11-18 18:59:31 -0400 <fortrussell1> @realDonaldTrump don't trust shifty or pelosy . they speak with forked tongue. keep up the good work
1196578714768887814 2019-11-18 18:59:31 -0400 <notlegab> @realDonaldTrump West Palm Beach VAMC has completed brand new 60 bed Domiciliary 30,000sq/ft building that will be able to house dozens of homeless veterans who need help with substance abuse and mental health issues that remains UNOPENED. WHY?
