881663778152222720 2017-07-02 19:59:59 -0400 <SvenGerrets> @realDonaldTrump All your base are belong to us!
881663765703303169 2017-07-02 19:59:56 -0400 <ScotWester> @in_gloria @bridaws1 @realavelez @lesleegk @tteegar @realDonaldTrump @POTUS The news is not fraudulent. They report FACTS, not opinions, FACTS. What exactly was wrong with America before that isn't still? Seriously?
881663765657387010 2017-07-02 19:59:56 -0400 <SusanCDawson2> @realDonaldTrump Dishonest "resident!
881663765091016704 2017-07-02 19:59:56 -0400 <MacDonaldPhotog> @realDonaldTrump And our President is insane!
881663764860456961 2017-07-02 19:59:56 -0400 <IAmReallyKelly2> @realDonaldTrump But those things are not due to you.
881663764235464704 2017-07-02 19:59:56 -0400 <thenerd1992> @realDonaldTrump 🤔 --» 😯 --» 😔
881663763945988096 2017-07-02 19:59:56 -0400 <CharlesCNorton> @janekober11 @InesAbdelnour @jazzant85 @Mountaingoat957 @ColleenBoykin1 @ThatGirl773 @skwhiting57 @realDonaldTrump There are a few major differences between this and Nazi Germany.
881663763383894017 2017-07-02 19:59:56 -0400 <mskeely123> @realDonaldTrump You need to learn to use it responsibly and with maturity - NOT LIKE A MEAN GIRL IN HIGH SCHOOL!
881663763006488576 2017-07-02 19:59:56 -0400 <WOWMT> @ananavarro @realDonaldTrump .@ananavarro Your concept of bullying is self-serving; an attacker bullies for months. @POTUS defends with a tweet.   #FalseIndignance #Joke
881663762520059904 2017-07-02 19:59:56 -0400 <zXxWASPxXz> @realDonaldTrump Your situation's summary sounds like someone playing SimCity and proud of not being harassed yet by the aliens.... Sad!!!
881663762016731137 2017-07-02 19:59:56 -0400 <kfmeehan> @realDonaldTrump Thank you Barack ! Fake president claims credit but he's a well known liar !!!
881663760372576260 2017-07-02 19:59:55 -0400 <nymarty> @realDonaldTrump Yep, Obama built a pretty strong economy for us!  He was the best, right?!?
881663760292884480 2017-07-02 19:59:55 -0400 <dsquaretweet> @realDonaldTrump He attached the media since they are nipping at his butt with the truth ..and he's scare sh...less.
881663760003457024 2017-07-02 19:59:55 -0400 <grammameyer23> @lizzied000dle @FoxNews @realDonaldTrump oops  it  just  slid  out on  you
881663759890231296 2017-07-02 19:59:55 -0400 <phr33m0f0> @realDonaldTrump And if the stock market crashes tomorrow who will you blame? surely not yourself right? This kind of tweet only appeals to the stupid human
881663758740934656 2017-07-02 19:59:55 -0400 <michiganresist> @realDonaldTrump The devil is not coming for you because you are the devil.
881663757893685248 2017-07-02 19:59:55 -0400 <USTaxAttorney> @realDonaldTrump Trump is inciting violence against CNN truth tellers.   Flynn colluded with Russians on behalf of Trump, and Trump knewt @realDonaldTrump
881663757621112833 2017-07-02 19:59:54 -0400 <KarenBRubin> @neeratanden @joanwalsh @realDonaldTrump Exactly right: #Trump only holds rallies w supporters, never hears from "real Americans" - the vast majority who detest him &amp; wht stands for
881663757524639744 2017-07-02 19:59:54 -0400 <b_disnne> @jaketapper @realDonaldTrump 😂He talks 2🇺🇸abt those things through other venues. His tweets pointing out fake media does not mean he's not taking care of 🇺🇸 bc he is✔️✔️
881663757432217600 2017-07-02 19:59:54 -0400 <MuneefBokhari> “@realDonaldTrump:StockMarket at all time high, unemployment at lowest level in yrs our base has never been stronger  https://t.co/TkI6w1IjiQ
881663756715085824 2017-07-02 19:59:54 -0400 <chimdiya1> @realDonaldTrump #FreeBiafra #BiafraReferendum
881663756446687232 2017-07-02 19:59:54 -0400 <TommyBoyYT> @realDonaldTrump Merica Fuck Yeah!
881663756392116229 2017-07-02 19:59:54 -0400 <GerrenPeterson> @doebos4151 @realDonaldTrump Honey* 🍯
881663756199178240 2017-07-02 19:59:54 -0400 <GardeningGuru2> @realDonaldTrump Sir, you are our President, I did not vote for you but I respect the office. For God's sake be Presidential, please, the People need it.
881663756094263296 2017-07-02 19:59:54 -0400 <Mannyz6767> @realDonaldTrump WELL DONE MR TRUMP. THE AUSTRALIAN GOVERNMENTS LOST THE CAR INDUSTRY NOW THEY WANT TO PAY 50 MILLION FOR A TIMBER MILL THAT CREATES 50 JOBS
881663755892932609 2017-07-02 19:59:54 -0400 <tsankawi> @realDonaldTrump Thanks to President Obama.
881663755792285696 2017-07-02 19:59:54 -0400 <delmoi> @realDonaldTrump Same things were true with Obama before you took office.
881663755225976833 2017-07-02 19:59:54 -0400 <SustainablyAli> @OlienChris @AustinOnSocial @realDonaldTrump Educate yourself pal
881663754961866752 2017-07-02 19:59:54 -0400 <JosephH19165129> @realDonaldTrump 💯✔ that Mr PRESIDENT @realDonaldTrump if I had the $ funds i start a site called "extra extra read all about it" . We the ppl 👀 it  though
881663754890616832 2017-07-02 19:59:54 -0400 <Appavon> @realDonaldTrump America First.
881663753737183232 2017-07-02 19:59:54 -0400 <scrivener50> @realDonaldTrump Glad to see you turn positive in wake of your WrestleThugMania video! Now pick up phone &amp; do the deal with Schumer &amp; save your presidency!
881663752461967361 2017-07-02 19:59:53 -0400 <Gaia8000> @AltUSPressSec @GeraldoRivera @realDonaldTrump @NancyPelosi @SenSchumer #25thAmendmentNow
881663751841353728 2017-07-02 19:59:53 -0400 <clsacteach> @realDonaldTrump   https://t.co/NIkmrdfYlN
881663751132524545 2017-07-02 19:59:53 -0400 <justwordofGod> @DaysLeft4Trump @realDonaldTrump You mean when he is reelected?
881663750624989185 2017-07-02 19:59:53 -0400 <jlryce30> @realDonaldTrump This is what a strong America looks like Make America great again.
881663749169573893 2017-07-02 19:59:52 -0400 <DLarge30> @Trollin_Trump @realDonaldTrump It may not be nice but I could accept that for him
881663748850700288 2017-07-02 19:59:52 -0400 <MaryRHC> @realDonaldTrump My wage will never go up. Been over 15 years with same pay.
881663748154564609 2017-07-02 19:59:52 -0400 <andyjs22> @realDonaldTrump You suck!
881663747814809600 2017-07-02 19:59:52 -0400 <momluke1971> @realDonaldTrump You're so jealous about @BarackObama that got can't see straight!
881663747210850306 2017-07-02 19:59:52 -0400 <D00mPaul> @jules_su @realDonaldTrump Your biggest accomplishment is getting likes on a reply to one of his tweets.  https://t.co/m4snQJCy4P
881663746975965184 2017-07-02 19:59:52 -0400 <alphagirl6398> @realDonaldTrump But didn't i the read the dollar dropping
881663746573258752 2017-07-02 19:59:52 -0400 <TannerDave> @nathanTbernard @realDonaldTrump Buy low!
881663746229190656 2017-07-02 19:59:52 -0400 <MymoveW> @realDonaldTrump EXCELLENT  https://t.co/ivao7GGVfL
881663744035651585 2017-07-02 19:59:51 -0400 <brp737> @realDonaldTrump If you don't know why this is wrong you shouldn't be president of the PTA let alone the USA. BTW your skin color is fake.
881663743788290048 2017-07-02 19:59:51 -0400 <RimesAsder> @realDonaldTrump #FraudNewsCNN
881663743654076417 2017-07-02 19:59:51 -0400 <ListenToDino> @skohayes @GeraldoRivera @realDonaldTrump A laughing stock to whom? If Obama was "dignified" and made us "proud" - exactly where did any of that get us?
881663743314276352 2017-07-02 19:59:51 -0400 <USATrump45> @getongab @realDonaldTrump Notice how much it's gone up since Trump took office! #ProudOfOurPresident
881663743142264832 2017-07-02 19:59:51 -0400 <Cozy1950> @realDonaldTrump God! To have the days back when our president had class, dignity, knowledge &amp; respect for for the position he held.
881663742886510593 2017-07-02 19:59:51 -0400 <tactical_luck> @VSHLogan @elyse4design @Theresa144 @apoliticvoice @realDonaldTrump DJT is NOT perverting our constitution, he's trying to restore it to mean what the founders wrote &amp; meant it to mean.
881663742634807296 2017-07-02 19:59:51 -0400 <anniemonium> @realDonaldTrump Thanks, Obama!
881663741095329792 2017-07-02 19:59:51 -0400 <CaptainDurty> @tedlieu @realDonaldTrump more like he thinks it's funny because of the shit media in this country. theyre corporate ran, they will never expose their sponsors wrongs
881663740059537408 2017-07-02 19:59:50 -0400 <Tasch_tag> @realDonaldTrump Thanks Obama!!
881663739929538560 2017-07-02 19:59:50 -0400 <InfoPeace1> @realDonaldTrump @Morning_Joe Hey Pal, you just had a big fund raiser for your 2018 campaign. I think you might want to see if Putin is on TeamTrump this time.
881663739522625536 2017-07-02 19:59:50 -0400 <MitchHall04> @PRESlDENTBANNON @realDonaldTrump Fixing healthcare, wall, swamp, creating jobs in progress... watch not leftist media to see this, puppet.
881663737660178432 2017-07-02 19:59:50 -0400 <TJH2194> @realDonaldTrump Thanks to Obama
881663737639436288 2017-07-02 19:59:50 -0400 <JFent08> @Cali_Deplorable @NikLentz @realDonaldTrump Yet you're here lmao
881663737635254273 2017-07-02 19:59:50 -0400 <LSHMS1> @realDonaldTrump Really?!  As if any REAL president would stoop so low!  Keep digging that hole.  Go on. Have all the cray cray fun you want.
881663737471541248 2017-07-02 19:59:50 -0400 <chapeauxx> @realDonaldTrump And outright lying never been stronger
881663736993402880 2017-07-02 19:59:50 -0400 <BPBPSax> @realDonaldTrump You had nothing to do with any of it. You know nothing.
881663736225959941 2017-07-02 19:59:49 -0400 <Opp_DH> @realDonaldTrump I'll only respect you if I can put my dick on your forehead
881663735760289794 2017-07-02 19:59:49 -0400 <wendywamsley> @realDonaldTrump You actually are in favor of doing away with mandatory minimum wages.
881663735378694145 2017-07-02 19:59:49 -0400 <ProtoAtheist> @EKatenas8 @DineshDSouza @realDonaldTrump I rest my case  https://t.co/F4TTvtakoh
881663735290445824 2017-07-02 19:59:49 -0400 <uniqueprophet> @realDonaldTrump, @POTUS I HAVE BEEN DOING THE EXACT SAME THING. I DON'T KNOW IF HE READS ANY OF OUR TWEETS. THEY ARE IN HIS INTEREST &amp; OURS  https://t.co/lfdc29BdXo
881663734430801920 2017-07-02 19:59:49 -0400 <RealRobClark> @JoshuaChavers @Acosta @Acosta the journos that should be worried are the ones calling for violence against @realDonaldTrump. We #StandWithPotus #BetaMale #MAGA
881663733839220736 2017-07-02 19:59:49 -0400 <comfortstranger> @realDonaldTrump Thank you Obama!
881663733168300032 2017-07-02 19:59:49 -0400 <PostimusMaximus> @realDonaldTrump Your base is a bunch of people who were brainwashed by Russia. And they won't protect you from Mueller Donald. #TrumpRussia
881663732748754944 2017-07-02 19:59:49 -0400 <BoggyWoggy> @realDonaldTrump Modern day does not equal social media tweets.
881663732455059456 2017-07-02 19:59:48 -0400 <AugerSuzel> @realDonaldTrump Thanks to OBAMA!!! OBAMA made america Great not bb trump
881663732031655936 2017-07-02 19:59:48 -0400 <scoutkayaker> @realDonaldTrump You have a dreadful approval rating. With good reason! Get a grip on reality. Your behaviour is terrible.
881663731868078080 2017-07-02 19:59:48 -0400 <bruce_hauptman> @realDonaldTrump drop dead
881663731557650432 2017-07-02 19:59:48 -0400 <WilliamRyan2016> @Justbe_truthful @JulianneRoss13 @jules_su @realDonaldTrump @WSJ You are known by your tweets and your support for a TV clown woefully unfit for the office...we know you all too well.
881663731196981249 2017-07-02 19:59:48 -0400 <ResistTrump666> @realDonaldTrump Fake numbers.
881663729045254145 2017-07-02 19:59:48 -0400 <ben_foreman14> @ShafPatel @realDonaldTrump I support him now more than ever.The left has solidified his base with their resist movement.  Stupid move on their part forgotten about USA
881663728210419712 2017-07-02 19:59:47 -0400 <Chrissylee510> @realDonaldTrump #ThanksObama
881663727652810752 2017-07-02 19:59:47 -0400 <KKHack13> @realDonaldTrump   https://t.co/wqVUHvUd5o
881663726176415744 2017-07-02 19:59:47 -0400 <lalihon7> @realDonaldTrump   https://t.co/6C3domPj1p
881663725618573312 2017-07-02 19:59:47 -0400 <tm4ish> @SidhaantMehra @realDonaldTrump Holy shit. I have been laughing for 5 mins.
881663725408841728 2017-07-02 19:59:47 -0400 <cowboycraig8922> @realDonaldTrump What of your intended CRIMINAL ACTIVITIES do they try to prevent is the better question.
881663724423131140 2017-07-02 19:59:47 -0400 <Ronee_> @RJSzczerba @realDonaldTrump So what's that call the dem party? Crazy? Once they stood for the ppl now they don't even rise to it! Complete disgrace!
881663724242825220 2017-07-02 19:59:47 -0400 <gordy_shanks> @epiphany504 @TXCon_John @andIwillpersist @Rebecca01281 @QHancroft @JacksonLeeTX18 @realDonaldTrump Maybe but he beats them hands down at being totally insane.
881663723714342913 2017-07-02 19:59:46 -0400 <billylectro> @realDonaldTrump Ty @BarackObama we all now drumps old racist treasonous ass hasn't done one thing to contribute to these successes
881663723349389312 2017-07-02 19:59:46 -0400 <natedogg213> @realDonaldTrump And it's all due to you.  Is that what you want to hear Donnie!?
881663723248640000 2017-07-02 19:59:46 -0400 <rikygomez100> @realDonaldTrump   https://t.co/nZ0zKuTn08
881663722737074176 2017-07-02 19:59:46 -0400 <pambaron> @AustinOnSocial @realDonaldTrump Thank you PRES OBAMA
881663722577510400 2017-07-02 19:59:46 -0400 <Johnsell5859> @realDonaldTrump Donald, you rock!! Keep the tweets coming, the swamp can't control a real Leader.
881663720677617664 2017-07-02 19:59:46 -0400 <LUVM400SIGSAUER> @realDonaldTrump  https://t.co/mq1Tl7rQgx
881663720035827713 2017-07-02 19:59:46 -0400 <LaBlackFelicia> @LauraLoomer @realDonaldTrump @CNN This is just too funny!!! 😂😂😂
881663720014790656 2017-07-02 19:59:46 -0400 <AMC_AmanCon> @realDonaldTrump Thank you 44 for leaving a great economy. Looks like you are doing your best to screw that up as well! Losing!!
881663719805243392 2017-07-02 19:59:45 -0400 <Susan9587> @SulomeAnderson @TBrianMalone @realDonaldTrump You are a very smart lady. You give me hope. As does Thomas. Thank you both.
881663718291103747 2017-07-02 19:59:45 -0400 <camaroipc> @realDonaldTrump Their proper name is the CREATED NEWS NETWORK
881663718261764096 2017-07-02 19:59:45 -0400 <KneeCappa> @realDonaldTrump Also let's remember the real heroes. The ones who couldn't fight due to bone spurs
881663718127480832 2017-07-02 19:59:45 -0400 <DeidreTrama> @realDonaldTrump Dusgusting
881663717972357120 2017-07-02 19:59:45 -0400 <LemonyLittle> @robin2005sun @martha_aloha55 @SharpCanines @votevets @realDonaldTrump Not smarter, just unpatriotic and Wiley enough to successfully draft dodge
881663717942972418 2017-07-02 19:59:45 -0400 <SteveDJS1> @realDonaldTrump Use Twitter for legislation passed &amp; accomplishments. Best revenge is success. We don't care about MSM. Stop paying attention to them
881663717573763072 2017-07-02 19:59:45 -0400 <NotCanadianCruz> @realDonaldTrump What about the 8 years before ?? You called all those numbers FAKE !!  When did they stop being FAKE ?? #toddlerinchief
881663715761934336 2017-07-02 19:59:45 -0400 <jimmymack1959> @Mike_P_Williams @realDonaldTrump And  THE BIGGEST  P.OS EVER
881663714507841536 2017-07-02 19:59:44 -0400 <HauserBabe> @TonyLMorris @williamlegate @TheFalsinator @realDonaldTrump If that's your take on all he's tweeted,  you've just validated his points. 🙄 😣
881663714373492736 2017-07-02 19:59:44 -0400 <JPChastain> @realDonaldTrump Donald, people are growing concerned about you. After remembering you just 10 years ago, I am too. As a citizen, not a party member. You ok?
881663712947560448 2017-07-02 19:59:44 -0400 <davidwebb415> @DelShores @realDonaldTrump You are correct. MAD to #MAGA
881663712888750081 2017-07-02 19:59:44 -0400 <chumpmaster> @realDonaldTrump Thanks @POTUS44
881663712783982592 2017-07-02 19:59:44 -0400 <LittleMamaKin> @realDonaldTrump Real News #realnews    https://t.co/qsHyEPNodq
881663712402169856 2017-07-02 19:59:44 -0400 <jwbinc64> @realDonaldTrump Thank You Mr. Obama!
881663711437606912 2017-07-02 19:59:43 -0400 <Mayeyala> @mmpadellan @dremmelqueen @realDonaldTrump @msnbc @FBI @senschumer @OversightDems @abc @BBC
881663711349538819 2017-07-02 19:59:43 -0400 <allanlaidman> @realDonaldTrump  https://t.co/OTzsUcG4BU
881663710300971009 2017-07-02 19:59:43 -0400 <MaryMorehouse2> @realDonaldTrump You have many enemies in the old guard of the GOP.  Ryan, Mccain, Graham want you to fail!  They will hurt u if they can!
881663708799225856 2017-07-02 19:59:43 -0400 <mildly_annoyed> @realDonaldTrump I think FLOTUS should talk to POTUS. Because her Cyber Bullying Campaign is failing miserably.  That happens when she's married to an idiot.
881663708275060737 2017-07-02 19:59:43 -0400 <jrgrout> @realDonaldTrump Some say media gets under POTUS skin Looks like he gets under their skin Jobs Kates law Sanctuary cities They don't want him to succeed ????
881663707847286784 2017-07-02 19:59:43 -0400 <rorosaunt> @realDonaldTrump Your base is falling away. You have done nothing except embarrass the US to every country in the world. Unemployment has not changed.
881663706773557248 2017-07-02 19:59:42 -0400 <BkohatlO> @realDonaldTrump You and Carrier claim you saved 1000 Indiana jobs during election, Carrier announced that 642 of those jobs are going to MEXICO ASAP, a LIE?
881663706412797952 2017-07-02 19:59:42 -0400 <focaltraveller> @realDonaldTrump OK OK all good....now let's get back to the main issue...aliens, are they here.... ?
881663706219913216 2017-07-02 19:59:42 -0400 <Ralph7443> @blackjoshwhite @realDonaldTrump /WRISTS
881663705565548544 2017-07-02 19:59:42 -0400 <mystways> @realDonaldTrump America has always been GREAT ... but now countries watch and laugh. #shame
881663705460727809 2017-07-02 19:59:42 -0400 <jonesatlake> @realDonaldTrump Haha Mr.President!  Seeing some of these tweets you've upset the cry tit snowflakes! Haha keep it up Sir!!😂😂😂😂
881663705431322624 2017-07-02 19:59:42 -0400 <Talkin_Liberish> @therealrogden @realDonaldTrump I don't think either are wrong.  It's called the 1st Amendment.  You may face the consequences of that speech, but who are you to say "wrong
881663704357646336 2017-07-02 19:59:42 -0400 <hoppington_post> @LauraLoomer @CNN @realDonaldTrump CNN only cares about spreading leftist propaganda by any means necessary. CNN, the #CockroachNewsNetwork  https://t.co/nW8LohydSY
881663703355072512 2017-07-02 19:59:42 -0400 <iridius> @realavelez @in_gloria @DrCarolC @bridaws1 @tteegar @realDonaldTrump I think you don't know the meaning of that word.
881663702642171904 2017-07-02 19:59:41 -0400 <Jollymon72> @getongab @realDonaldTrump He's a narcissistic, small-minded, temperamental man-child, but I gotta give props to that graphic. It's pretty cool. But he's still an ass.
881663702449213441 2017-07-02 19:59:41 -0400 <erichmcelroy> @rikset1964 @realDonaldTrump Hey, sweetie. How's things in Rick land!!?
881663702004576256 2017-07-02 19:59:41 -0400 <GregoryPotter57> @realDonaldTrump That's EXACTLY RIGHT Mr President! MAKE AMERICA GREAT AGAIN MR PRESIDENT!
881663701756944386 2017-07-02 19:59:41 -0400 <asrah1> @CMDavis412 @Rosie @realDonaldTrump @POTUS I guess you showed them! 😂🤣😂🤣😂👍
881663700213657600 2017-07-02 19:59:41 -0400 <shelteringwind> @realDonaldTrump Stock market price is not equivalent to belief in you, your presidency, or decency..
881663700129722368 2017-07-02 19:59:41 -0400 <Carma_2012> @JGRuggiero @EdMahmoud @angelaisms @billclinton @realDonaldTrump He even admitted he doesn't even wait to kiss a woman, just forces himself. Not being reported for assault is not consent.
881663700008087552 2017-07-02 19:59:41 -0400 <stumper53> @larryrstreet @GeraldoRivera @realDonaldTrump Not sure I am familiar with the language you are trying to use. Are u saying he did a speech that focused solely on service members ?
881663699571945473 2017-07-02 19:59:41 -0400 <Ownedbyc> @realDonaldTrump corrupts all.
881663698661769217 2017-07-02 19:59:40 -0400 <EiliseRose> @realDonaldTrump Wonder which President is really to thank for this? 🤔
881663697701261312 2017-07-02 19:59:40 -0400 <Mslove777> @realDonaldTrump lol you little hands can't do nothing but rub Putin balls !
881663697122463744 2017-07-02 19:59:40 -0400 <GinMorgan> @4NIKKOLAS @realDonaldTrump She will never falter.   No matter what.
881663696736595970 2017-07-02 19:59:40 -0400 <jinsglasses> @peplamb @realDonaldTrump Our nation isn't supposed to be run under religion
881663696698695680 2017-07-02 19:59:40 -0400 <FernandoTimms> @realDonaldTrump More lies from Trump, he's unable to tell the truth,  crazy man living in a make believe world. Trump you're a FOOL!
881663696593879042 2017-07-02 19:59:40 -0400 <david_davidjay5> @darkdefender112 @mikeflacy @realDonaldTrump maybe you're an adultering lying , cheating coward who ran from serving the USA too? I think so! lol!!!!! Mute !
881663696182796288 2017-07-02 19:59:40 -0400 <QHancroft> @gordy_shanks @TXCon_John @epiphany504 @andIwillpersist @Rebecca01281 @JacksonLeeTX18 @realDonaldTrump Looks like that is what congress is starting to do, I guess Trump is purposely making himself look insane to get out of this job?
881663696090550272 2017-07-02 19:59:40 -0400 <MattBHale> @TomFitton @mlong42947 @CNN @brianstelter @Twitter @realDonaldTrump That would be as stupid as #CNN trying to pull off a merger during their freefall  #CNNFakeNews #att #cnn
881663694765260800 2017-07-02 19:59:40 -0400 <stevob3000> @realDonaldTrump Yes yes yes! Stock markets are up for EU! Thank you Trump! My account filled up enormously thanks to you!
881663691929899008 2017-07-02 19:59:39 -0400 <jeremy_davia> @Alexrostom1 @Saturnist @janda_keenan @PearceDarin @lukewaltham @realDonaldTrump Oops, you got your facts wrong. Red states and Trump supporters in general are the largest beneficiaries of welfare/entitlement programs
881663691787317252 2017-07-02 19:59:39 -0400 <DRHurlbutt> @realDonaldTrump The then the deluge... Bwaahahaha  https://t.co/Lp9cBANVvQ
881663691145588737 2017-07-02 19:59:39 -0400 <colombo_bill> @dsshep1959 @POTUS @realDonaldTrump Lots of SWAMPTHINGS to clean out. Drain it baby drain it!
881663690172280832 2017-07-02 19:59:38 -0400 <thehappydaze> @realDonaldTrump Statue of Liberty should be a black lady
881663689983533056 2017-07-02 19:59:38 -0400 <lockdoctorpro> @realDonaldTrump You go Mr Donald Trump we the people have spoke and we love you
881663689782329344 2017-07-02 19:59:38 -0400 <5thdankenpodave> @realDonaldTrump Take credit for what u have done. Killing free press killing health care.. flynns carear killing The US democracy by not dealing w Russia
881663689463648256 2017-07-02 19:59:38 -0400 <LdyDi69> @peplamb @realDonaldTrump How very Christian of you to post this.  All about God, yeah?
881663689107140608 2017-07-02 19:59:38 -0400 <josecarlosveg13> @TRafaelCimino @realDonaldTrump When the stock market, get bursted,he will blame Obama😂😂😂
881663688905605120 2017-07-02 19:59:38 -0400 <MommieEki> @realDonaldTrump #impeach #resist
881663688276627456 2017-07-02 19:59:38 -0400 <terrymack777> @realDonaldTrump Sorry but most of Americans do NOT want to be a part of your racist agenda
881663686393376769 2017-07-02 19:59:38 -0400 <elyse4design> @tactical_luck @VSHLogan @Theresa144 @apoliticvoice @realDonaldTrump The press is protected by our Constitution.
881663685747396609 2017-07-02 19:59:37 -0400 <ghanim_ahmed2> It is ironic that @realDonaldTrump is talking about #FakeNews 🤥 against him while #Saudi #UAE using the same against #Qatar in #GCCCrisis 🤔
881663685080612864 2017-07-02 19:59:37 -0400 <hermanator94> @realDonaldTrump Now U want 2 play news reporters. U so funny
881663684787019779 2017-07-02 19:59:37 -0400 <Priest_Holmes> @realDonaldTrump most of that is thanks to Obama
881663684413607937 2017-07-02 19:59:37 -0400 <BillCrabtree11> @realDonaldTrump You do realize we are still running on policies from the Obama administration??? You have done nothing LOL
881663682752786432 2017-07-02 19:59:37 -0400 <Rosa67261146> @PRESlDENTBANNON @realDonaldTrump Sorry to say,POTUS is draining the swamp even though he's being blocked one way and another by democrats who are wasting taxes on Russian 🌬
881663682538741760 2017-07-02 19:59:37 -0400 <HENDON4PRES2021> @realDonaldTrump #DONTBEACOWARD Not your win nothing you have said has been accomplished your record so far is 0-5 not very presidential sir enjoy your four
881663682379481088 2017-07-02 19:59:37 -0400 <MoSayed2> @realDonaldTrump Thank you, @BarackObama
881663682006192128 2017-07-02 19:59:36 -0400 <randyupton33> @tedlieu @realDonaldTrump That's exactly how we have felt about you and your ilk for the last 8 yrs. Go ride in the back of the bus Ted
881663681880354816 2017-07-02 19:59:36 -0400 <takinyera> @CNN @BenSasse Fuck this guy, he has done nothing but to advance @realDonaldTrump agendas at any given opportunity
881663681519652865 2017-07-02 19:59:36 -0400 <invisabot> @realDonaldTrump Haha, whatever you need to tell yourself to sleep at night Trumpie. #ResignDonald
881663680840179714 2017-07-02 19:59:36 -0400 <PrplMnkyCupcake> @realDonaldTrump Jesus was from the middle east, if he were alive today he wouldn't be allowed in the US because of your ban.
