1143307815399747584 2019-06-24 19:59:59 -0400 <justme1462> @realDonaldTrump ROFLMAO
1143307775323332608 2019-06-24 19:59:49 -0400 <irsik_j> @DIXIEDOODLE12 @JohnIQSimeon @JamesSa47203768 @wmsayre720 @jaimec729 @DM7013 @trumpet4dworld @tntpatriot24 @AMSurvivalists @genxstan @mrskatie11 @limitedartwork @Lbgal53 @CeliaGarth2 @tammiesawakenow @Delta5by5Dawn @realDonaldTrump @TinaIam111 @AngieAlsabrook @JamesBu74794060 @flissdesigns @chrzig70 @979_7740 @RaenyaSalisbury @Glar700 @Vdub_Lady @POTUS @bigredwavenow I had many ppl mad at me for what I had done. And ever since there has been a dark shadow that lurks in the corners of my house. I've faced off with the devil before but these dark spirits are very powerful.
1143307772869505025 2019-06-24 19:59:49 -0400 <Falconer084> @ZeroWarningShot @ChrisBr83143864 @crims0nl1z @realDonaldTrump Now I’m blocking you.
1143307772517220352 2019-06-24 19:59:49 -0400 <NumbersMean> @PatrioticUSAhub @Sobana_Blupaw @RyanHillMI @realDonaldTrump @LouDobbs @TuckerCarlson @seanhannity @IngrahamAngle Your definition matches my assertion. Thanks.
1143307769493241858 2019-06-24 19:59:48 -0400 <RowToShore1959> @craigunger @SpyTalker @washingtonpost I have not become normalized to the rapist @realDonaldTrump being President.
1143307766322421760 2019-06-24 19:59:47 -0400 <faagifts> 🔴 LIVE: We Build the Wall - Wall-A-Thon: Day 1  https://t.co/wzt7Zb2Gwb via @YouTube  @Realdonaldtrump **A MUST WATCH* RETWEET!!!
1143307762325164033 2019-06-24 19:59:46 -0400 <eastergard_jr> @DeborahWistrom @Post_Truth_Era @realDonaldTrump What, like CNN, whose credibility is shot and ratings have plummeted? Speaking of conspiracy theories, they and their buddies have pumped one about Trump for two years now, and you suckers fell for it. At least Fox was cautious.  Btw, I read news from a lot of outlets.
1143307760706162688 2019-06-24 19:59:46 -0400 <jkb357> @ericswalwell @realDonaldTrump Apparently you still dont understand the difference between illegal and legal
1143307753877884928 2019-06-24 19:59:44 -0400 <andyorent> @VP @realDonaldTrump Why didn’t the Republicans vote in favor of George Bush’s immigration plan? You were in congress then???
1143307752074338304 2019-06-24 19:59:44 -0400 <lydiafhall> @realDonaldTrump Remember that time you appointed the current Fed chairman?
1143307747825311749 2019-06-24 19:59:43 -0400 <N0TaReplicant> @realDonaldTrump has a “rape type”  https://t.co/YPbYG6sdUs
1143307743270526976 2019-06-24 19:59:42 -0400 <M_I_T_C_H_STER> @realDonaldTrump @TeamTrump No War! Give Peace a Chance. End the Industrial Military Complex, Deep State, and the Global Traitors wherever they are.
1143307741101821952 2019-06-24 19:59:41 -0400 <AlisonKateCartr> @esaagar @thehill @POTUS That’s because @realDonaldTrump is a hypocrite and like the @gop they’re put to grab power as much as possible.
1143307740795686912 2019-06-24 19:59:41 -0400 <Rodneyinthe626> @Reed13Warren @AOC @realDonaldTrump Of course she declined. Liberals never want to be exposed to reality.
1143307740594548738 2019-06-24 19:59:41 -0400 <DebbieSVA> @realDonaldTrump  https://t.co/iIDfh4pxcV
1143307736253370368 2019-06-24 19:59:40 -0400 <bishop24h> @GOP @realDonaldTrump Lying
1143307734743429120 2019-06-24 19:59:40 -0400 <deborahc613> You weren't her's either you fking pig @realDonaldTrump
1143307734684753920 2019-06-24 19:59:40 -0400 <rcolema75> 6/24/19 Keep allowing @realDonaldTrump evil to take over the USA.  Excessive heat doesn’t feel good. #USAneedsToRepent. Period! It may sound crazy; #ButGodISreal!!  https://t.co/UhIP5lEwDy
1143307732210061312 2019-06-24 19:59:39 -0400 <MJGarciaKCMO> @realDonaldTrump’s trade wars are pushing America’s rural economy toward a full-blown meltdown after years of financial hardship, and it's causing more farmers to default on loans while putting the squeeze on agricultural lenders  https://t.co/v4AUymMyJT
1143307731081814017 2019-06-24 19:59:39 -0400 <timemindfulness> @PeterYangYeovil @MrGrassroots @realDonaldTrump Lol
1143307724953985025 2019-06-24 19:59:37 -0400 <Tara55060312> @realDonaldTrump Her trump 🙏danke
1143307720856133632 2019-06-24 19:59:36 -0400 <TWG1911> @realDonaldTrump Sure do wish you’d stop assaulting our Second amendment.  Mr “the 8 year assault is over”
1143307719593660416 2019-06-24 19:59:36 -0400 <Halplac> @maziehirono @realDonaldTrump @GOP  https://t.co/kFudFitfA7
1143307717630668800 2019-06-24 19:59:36 -0400 <Barleymasher> @SenSchumer @USTreasury @realDonaldTrump At very minimum they’re wasting tax dollars, since by all accounts the bill was ready. At worst its a racist disgrace.
1143307715336261632 2019-06-24 19:59:35 -0400 <1Firewire> @realDonaldTrump The gaps in that fence outta keep the drugs out, right  Buck-a-roo? Truth be told it won’t keep people out either!
1143307714149441536 2019-06-24 19:59:35 -0400 <OdoyleCharlotte> Nice to know potus has a "type". Preferentially rapist.. #TrumpCamps @realDonaldTrump
1143307713054728193 2019-06-24 19:59:35 -0400 <jmobr1> @CaslerNoel @realDonaldTrump It was actually very sad even last year at the world summit,  he was sitting alone well other world leaders were milling around and having the art of conversation and laughing with each other, most likely at his expense
1143307710596833280 2019-06-24 19:59:34 -0400 <DrieuxKoeppel> @VestedHearts @alanfair12 @whiskey_gnome @HolcombForIN @realDonaldTrump @IvankaTrump @SecretaryRoss 5/ So, before you use the housing and space situation in New York CITY, and compare it to the ENTIRE STATE, recognize we are NOT just NYC. (&amp; my son lives in NYC, so I do know what you mean!)  https://t.co/Rr81RWr04v #NewYorkIsNotJustNewYorkCity
1143307707694424065 2019-06-24 19:59:33 -0400 <benlw2> @LindseyGrahamSC Please shut up and stop trying to broker a war. Neither you nor @realDonaldTrump has ever fought in one and I'm tired of innocent people dying! The president is an idiot, his advisor (Bolton) is a warmonger and you are just a cowardly yes man
1143307706905837568 2019-06-24 19:59:33 -0400 <JoshuaADunham1> @realDonaldTrump Anthony Joshua Dunham just sworn into the Navy. Take care of him President Trump. We support you and he is ready to defend us all.  https://t.co/4mSXoeLEA8
1143307702166347776 2019-06-24 19:59:32 -0400 <UCSalucci> @realDonaldTrump  https://t.co/vAV8miYhJW
1143307702048739330 2019-06-24 19:59:32 -0400 <save1stn2ndAmen> @GKeile @Jo_AnnMay Shep has to go! He fails to recognize the facts. Congress controls funding for laws it passes. Congress fails to fully fund the border crisis it created under its laws. @realDonaldTrump has the duty to enforce laws Congress pass. Shep thinks Congress is above its own the laws.
1143307700870270981 2019-06-24 19:59:32 -0400 <ballzandstrikes> @realDonaldTrump You really are a fool. You want the Fed to start printing money again? Lucky it didn't cause widespread inflation last time. A fluke it didn't. Stay out of the Fed. You know nothing about finance except the bankruptcy laws. Those are your specialty.
1143307698408173568 2019-06-24 19:59:31 -0400 <roger5513> @realDonaldTrump  https://t.co/4Sj9SFxSSh
1143307697879695361 2019-06-24 19:59:31 -0400 <CathySchermer> "EXACTLY @realDonaldTrump !!!!"
1143307695597989893 2019-06-24 19:59:30 -0400 <AnneMarieFlynn2> @SenSchumer @rustystubbs @USTreasury @realDonaldTrump The IG is in Mnuchin’s back pocket. It is purely racism, misogyny and anti-Obama anything that is blocking the changeover design we expected. (Goodbye Andrew Jackson. Oh, hmm, maybe tRump has a plan for his face to go on the $20 in 2028!!!! But it’ll be in prison garb!)
1143307694226513922 2019-06-24 19:59:30 -0400 <MyGlamlfe> @PGBRecords @oskharbefit @AntonioArellano @PeanutTheWicked @realDonaldTrump How much better is just to explain rather than name call.
1143307687788027904 2019-06-24 19:59:29 -0400 <glitterelf> @IvankaTrump @realDonaldTrump @WhiteHouse  #TrumpConcentrationCamps
1143307686013837312 2019-06-24 19:59:28 -0400 <wachinunow> @KevinPlantz @realDonaldTrump LOL playin video games is not "combat" fatty.
1143307684256477185 2019-06-24 19:59:28 -0400 <Falconer084> @ZeroWarningShot @ChrisBr83143864 @crims0nl1z @realDonaldTrump Your Projecting theory doesn’t work because I was responding to you telling a victim that her being raped as an 8 year old was “cool.” Given that the slang means awesome. You creepily told my friend that her violent abuse was this. I also didn’t accuse you. Learn the language.  https://t.co/M0CpP5wrgN
1143307683455520770 2019-06-24 19:59:28 -0400 <EllenMBall99> @realDonaldTrump Spelling is yet another of those things that are not your strong point.
1143307680746020864 2019-06-24 19:59:27 -0400 <Jeangreyhnd> @realDonaldTrump We are going to put a plaque on your fake wall with your names and the republicans in congress.  It will say American will never again abuse children like the people on this plaque did.
1143307678996938752 2019-06-24 19:59:26 -0400 <K_junMama> @realDonaldTrump  https://t.co/17SAOKSC9b
1143307677348401153 2019-06-24 19:59:26 -0400 <justme1462> @realDonaldTrump They already have on but its was a old Russian one and it s is in New York sitting on a 100 th floor getting ready to be fired up and make NY into a bad place to live for Decades !
1143307669547159552 2019-06-24 19:59:24 -0400 <Money435Z> @realDonaldTrump END THE FED
1143307664723607554 2019-06-24 19:59:23 -0400 <neel_of_fortune> So we’ve established that there there is a “type” @realDonaldTrump would rape? Got it. #TrumpsARapist
1143307663905820672 2019-06-24 19:59:23 -0400 <ptfig> This is so close to an actual @realDonaldTrump tweet it’s scary.
1143307659145359361 2019-06-24 19:59:22 -0400 <austincorona1> @washingtonpost Number 1 - you are a rapist Mr President.  Number 2 - see number one   @realDonaldTrump
1143307659015274497 2019-06-24 19:59:22 -0400 <LasseKaragiann3> @JZarif @realDonaldTrump All real American patriots love Iran and hate Israel intensly. They pray the lies were true that u would wipe Israel off the map. Please troll the Israeli firsters.  Follow my lead: -Remember the USS Liberty American patriots - never forgive never forget!  https://t.co/sMZWMSQrGe
1143307658193186816 2019-06-24 19:59:21 -0400 <Valstamp> @WayneDupreeShow What a sick an deranged woman. She can’t see morality at all!!! @ewarren She is a pawn for Satan along with @AOC, @IlhanMN !!! @seanhannity @usacsmret @FoxNews @realDonaldTrump @RealCandaceO @dbongino @RedNationRising @GOP
1143307657362792448 2019-06-24 19:59:21 -0400 <MashaMasala> @HajjiAndreas @realDonaldTrump LMAOOO 😂😂😂
1143307657027227649 2019-06-24 19:59:21 -0400 <DakotaInspired> @GOPChairwoman @realDonaldTrump Liar.
1143307656456790017 2019-06-24 19:59:21 -0400 <mistergee305> @maziehirono @realDonaldTrump You are so full of crap
1143307654380417027 2019-06-24 19:59:21 -0400 <cat_edition> @Yeshua_daughter @bigredwavenow @MrsMogul @realDonaldTrump @WhiteHouse  https://t.co/ae7Rdtqj6d
1143307651260047361 2019-06-24 19:59:20 -0400 <Vic_Vic_Who> @Meanie_Pie @TheMarkPantano @realDonaldTrump Dems talking about amnesty is creating the surge. And all the news about our effed up laws. And lawyers teaching them what to say. Lots of problems. So far, no real solutions.
1143307643345223681 2019-06-24 19:59:18 -0400 <airforcepam> @realDonaldTrump An idiot Who only hires the Best IDIOTS
1143307642732863488 2019-06-24 19:59:18 -0400 <Cindyheronhouse> @tedlieu @GOP @realDonaldTrump Obviously.
1143307641281753089 2019-06-24 19:59:17 -0400 <SubVetMAGA> @POTUS @realDonaldTrump  @RepMaxineWaters I see that your hatred of the President, and country, is so profound, Maxine, that you'll believe, and repeat, the lies of the number one sponsor of terrorism in the world. #Traitor   https://t.co/jH8wYOSii6
1143307639679406084 2019-06-24 19:59:17 -0400 <thinkingvoice_m> @realDonaldTrump Cheating Don, WORK your magic!  How can your approval rate be back down to 48%?  Maybe you need to behave your age and take your own advice:  No more sticking like a stubborn child, to your rhetorical hyperboles &amp; offensive messages against any one who believes you're just human.
1143307637062156289 2019-06-24 19:59:16 -0400 <AmberAmberwh> @RawStory She isn’t now @realDonaldTrump but she was when you did assault her.
1143307633685860352 2019-06-24 19:59:16 -0400 <scene2003> @realDonaldTrump This - to - me - is the bottom fen  cers agreement we have before we, as the best liberation HAZZHh to offer, get rid of those that want to s are you from boasting of yer none achievements in this mix world of athletes going back to where, again. Oh to naked old Ancient Athens.
1143307626878574593 2019-06-24 19:59:14 -0400 <Ssrichart11> @realDonaldTrump   Yes, Donny Boy, what is the type your would rape?  Somebody like your daughter?
1143307622822453248 2019-06-24 19:59:13 -0400 <EBree18> @johnwoolf @realDonaldTrump,@SpeakerPelosi,@SenSchumer  Wow, great job Mexico 👏💕💖 Our Congress can do the same to fix the loophole in our immigration system in a days work. But no, they'd rather focus on Pres Trump &amp; that bogus collusion or whatever lies they can think of to slander him!
1143307619395887105 2019-06-24 19:59:12 -0400 <jnails733> @ChatByCC @realDonaldTrump We tried that and that's how we got the European Union.
1143307619328757767 2019-06-24 19:59:12 -0400 <NPiketen> @PrisonPlanet Sounds like @Google  election interference @realDonaldTrump @DonaldJTrumpJr
1143307618938736642 2019-06-24 19:59:12 -0400 <1Tblair> @GOP @realDonaldTrump Another of @POTUS badly read speeches, that mean nothing more to him, than camera time.  Promising something, that is not guaranteed, by him scratching his name in a sharpie.    https://t.co/6NkCEsYqmP
1143307618514903040 2019-06-24 19:59:12 -0400 <now_resistance> @maziehirono @chris_maconlaw @realDonaldTrump Absolute cruelty
1143307615486664706 2019-06-24 19:59:11 -0400 <adjpodcast> @rrrkkkmmm1 @ChaelSonnen @Benaskren @realDonaldTrump I don't really care about anything other than the fact that you tagged Trump
1143307614505205760 2019-06-24 19:59:11 -0400 <dubmecrazypdx> Not his type? What type does he rape? What a liar @realDonaldTrump is. He has multiple credible allegations. And yet, the @gop doesn't care at all. We know he did it. It's not even  question. Hell, he told us....grab em! Do whatever. Criminal pig is all he is.
1143307613209354242 2019-06-24 19:59:11 -0400 <DavidFelter> @realDonaldTrump @FoxNews @seanhannity @TuckerCarlson @jonvoight
1143307612257054720 2019-06-24 19:59:11 -0400 <Insomniac0311> @ericswalwell @realDonaldTrump Weird. . . My family is doing just fine.
1143307611632230402 2019-06-24 19:59:10 -0400 <wcmarkwalls> @alexbruesewitz @realDonaldTrump @GOP This “crisis” is just like home mortgage “crisis”. Irresponsible lending + bad personal decisions.  No one was forced to buy a $500,000 home. No one was forced to pay $30,000/year for college when community college and online schools cost a fraction of that.
1143307609035984896 2019-06-24 19:59:10 -0400 <KimmieM70> “I’m not sure if @realDonaldTrump thrust his 🍆 all the way in or half way in, I couldn’t tell....” . . . . . . Someone has a small weenie   #trumpaccuser #trump #JeanCarroll
1143307606603157504 2019-06-24 19:59:09 -0400 <IfNE1canMcCann> @jeremynewberger @realDonaldTrump He’s a closet Hormuz guaranteed.
1143307602534813696 2019-06-24 19:59:08 -0400 <RachMiata> @HolcombForIN @realDonaldTrump @IvankaTrump @SecretaryRoss Wait. Huh? Whatttt the fuck does the small purse-maker who ran sweatshops to make herself rich have to do with the world stage???   Oh right. The Emoluments Clause, that no one takes seriously anymore. Fraudulent Potus's daughter. Got it. Smdh.
1143307596310437893 2019-06-24 19:59:07 -0400 <Werdevo1Shawn> @TommyHicksGOP @DonaldJTrumpJr @realDonaldTrump MEXICO will pay for the wall .   oops
1143307589771509760 2019-06-24 19:59:05 -0400 <citizenusac> @LissettheTobar Así se resume la presente política de @jimmymoralesgt @jimmyporguate con @realDonaldTrump  https://t.co/z9WeqrZ9bK
1143307585136844801 2019-06-24 19:59:04 -0400 <GatsMomm> Attn. Moron @realDonaldTrump
1143307576647417857 2019-06-24 19:59:02 -0400 <DonMacFarlane4> @realDonaldTrump Ed you should run for President you fit in with palowsee and the group.
1143307575947124736 2019-06-24 19:59:02 -0400 <1111Joey> @SenSchumer @USTreasury @realDonaldTrump Really Chuck? Really? This is what’s important to our do nothing Congress?
1143307574927929344 2019-06-24 19:59:02 -0400 <sandiescandy9> @realDonaldTrump .Like a stubborn child huh. RELEASE THE CHILDREN
1143307569538224131 2019-06-24 19:59:00 -0400 <transhuman> @sickgirl12345 @WooBennyNMU @PsychHeathen @whois_John_Galt @hhelibebcnof_ne @alvacadeo @TheCypressGang @heartofsludge @Hypnogogix @Sou1butter @gothic_artisan @trollolololol21 @rathunter16 @DumpsterTruffle @The_CatGod @BatmanApu @NotoriousA_I_M @Benjami08264822 @Prisaurus @RuConchobai @Trishp0147 @DoubleAughtZim @phreakery @BlackHatNanny @_poeia @MichaelBble1 @TinehAgent @kraxicus @t3hpalerider @Babybarracudess @delevrything @MyWhiteNinja_ @76Hedge @__CleaR_ @Teridax2032 @Expatriot32 @HurdurrBoss @HatchHarkness @Quints_Revenge @_Cykocurt_ @duckspeakeasy @H0tdish @brunchofjerks @jack @TwitterSafety @realDonaldTrump Oh yeah and 2 tablespoons of brown sugar
1143307569458548737 2019-06-24 19:59:00 -0400 <TheTrumpCard16> @realDonaldTrump's Art Of The Deal is working like magic! #FinishTheWall #PromisesMadePromisesKept #TrumpLandslide2020 #Trump2020LandslideVictory #ElectionResults2020 #MAGA2KAG #NoCollusionNoObstruction  https://t.co/7t2HXpqOfn
1143307566212157440 2019-06-24 19:59:00 -0400 <shenci2004> @JudicialWatch @TomFitton @Twitter 限制@rxin20 言論自由，並且不再回復信函，不發激活連結。我收不到這家公司的信函，也是中共對網絡的攻擊嗎？😄😂  @SpeakerPelosi @FoxNews @standamericanow @TIME @realDonaldTrump @WSJ @GOP @HongXiuzhu
1143307560830885888 2019-06-24 19:58:58 -0400 <PelagiusRobert> The easiest way for @IlhanMN to settle all of these “incestuous” allegations is to conduct a DNA 🧬 test with her “brother” in Britain 🇬🇧. Just put #Christopher_Steele on the case with @JohnBrennan &amp; the @FBI &amp; @CIA ! Right @realDonaldTrump ?
1143307553490776064 2019-06-24 19:58:57 -0400 <RowToShore1959> @SenSchumer @USTreasury @realDonaldTrump @realDonaldTrump is a rapist and a sexual predator and a racist.
1143307549514485760 2019-06-24 19:58:56 -0400 <G_in_Korea> @PhoebesBigMouth @realDonaldTrump @GOP  https://t.co/YoITsM3dxg
1143307549397139457 2019-06-24 19:58:56 -0400 <TheJessicaox> @cherrigregg @realDonaldTrump @KYWNewsradio @NSMPhilly @Vamos_Juntos_ @CAIR_PA #DeportIllegals come back legally like law abiding people 👋
1143307547039928321 2019-06-24 19:58:55 -0400 <papawdal> @realDonaldTrump
1143307545890582528 2019-06-24 19:58:55 -0400 <Beherman17> @realDonaldTrump MAGA: MAKING ADULTERY GREAT AGAIN  https://t.co/Ost4Ss34zI
1143307545773260800 2019-06-24 19:58:55 -0400 <RobertZook4> @realDonaldTrump But why are the gas prices going up if we are producing our own oil  concerned in Pennsylvania
1143307542837309440 2019-06-24 19:58:54 -0400 <rg809w> @debv219 @KevinPlantz @realDonaldTrump I sure that roll over is all about you!
1143307539641061376 2019-06-24 19:58:53 -0400 <papajimmyk> @RyanHillMI @realDonaldTrump You do know he can’t spell, right🤔😳😉😂  https://t.co/TxX2dUBXey
1143307537514504197 2019-06-24 19:58:53 -0400 <kpmaestas0989> @VP @realDonaldTrump LIARS!!
1143307530216435712 2019-06-24 19:58:51 -0400 <Tweeta1970> @realDonaldTrump I thought you were going to fight like hell...I never thought you'd cave every F time a Democrat calls you!! That's all it takes...they will never like you...no matter what you do for them!! But you go ahead and delay, change your mind, etc.
1143307529356603392 2019-06-24 19:58:51 -0400 <hc4peas> @realDonaldTrump the Straight what? Aside from the lie, you are an ignorant Don the Con.
1143307528366772224 2019-06-24 19:58:51 -0400 <VJShordee444> @4a_of @realDonaldTrump Trump the perfect healthy specimen of a man who is calling out @JoeBiden’s health. You can’t even get a medical report that tells the truth. He’s now wearing lifts so he appears to be 6’3”
1143307524445220865 2019-06-24 19:58:50 -0400 <JeffCSatterwhit> @realDonaldTrump This from someone whose corporation filed bankruptcy 6 times. Once again, you have NO idea what you're talking about.
1143307519240134659 2019-06-24 19:58:48 -0400 <moez99998> @realDonaldTrump الحل في البل مدنيه بس✋🏾
1143307517247672320 2019-06-24 19:58:48 -0400 <cambissett1> @QLoverUK1 @bigredwavenow @realDonaldTrump @WhiteHouse @SecretService 😂
1143307513791700992 2019-06-24 19:58:47 -0400 <WilLee38015982> @realDonaldTrump Finally something I can agree with
1143307512344719361 2019-06-24 19:58:47 -0400 <mdyblgal50> @realDonaldTrump  https://t.co/F7F6MROYO0
1143307511770099714 2019-06-24 19:58:47 -0400 <TW42590118> @KevinPlantz @bcrambo33 @realDonaldTrump Kevin, you are crazier than hell.
1143307510469877760 2019-06-24 19:58:46 -0400 <kimc473> @Yockle @PatrickSvitek @BetoORourke @JohnKasich @realDonaldTrump Well then, I guess I won't ask you to convince me your canidate is the best. But I won't tell you Kasich is an idiot either.
1143307510155239424 2019-06-24 19:58:46 -0400 <SpencerEden1> @realDonaldTrump Point is, we don't need to be there. I agree
1143307508045324288 2019-06-24 19:58:46 -0400 <415holgate> @essenviews Hey, reminder, @realDonaldTrump has told  10,760+ since taking office. I Belive @ejeancarroll E Jean Carroll. Who do you believe, Serial Liar trump or another woman claiming he sexually abused them?  https://t.co/WLdYkBDQPi
1143307507151933440 2019-06-24 19:58:45 -0400 <KeepWarden> @realDonaldTrump I read recently that 28% of Americans believe that Iran should be able to develop Nuclear weapons for self defense. They should be able to stand up to the US &amp; Israel! You Sir, are coming across like a crazed warmonger. I voted for you, but you are scaring me! @AnnCoulter
1143307505465987073 2019-06-24 19:58:45 -0400 <Muh8675309> Vote @realDonaldTrump 2020, vote for @JohnJamesMI #letsfly to replace gary peters.
1143307499979735040 2019-06-24 19:58:44 -0400 <luciaaalovess> I hope somebody gets this racist mfff @realDonaldTrump
1143307494720188416 2019-06-24 19:58:43 -0400 <roseann_cannon> @GOP @realDonaldTrump Trump's only focus is lining his own pockets &amp; those of his fellow grifters. Trump's grifting kakistocracy is crumbling. The Trumptanic is sinking.The Trump crime family will b indicted &amp; jailed. We're going 2 impeach u Donnie! #ImpeachDonaldTrump #ImpeachmentInquiryNow #voteblue
1143307490349780992 2019-06-24 19:58:41 -0400 <geegeeloch> @joniernst @realDonaldTrump How’s the #trumptariff working out for your constituents?
1143307486574731264 2019-06-24 19:58:41 -0400 <desertbaby99> @maziehirono @realDonaldTrump How much were the trips to HI for Odumbo?  Sadly they are documented so Maziehirono put a sock in it!
1143307485941510145 2019-06-24 19:58:40 -0400 <Jeangreyhnd> @realDonaldTrump  https://t.co/H0PS4Q8CFe
1143307485048115202 2019-06-24 19:58:40 -0400 <Anime_Now90> Nearly all his “types” are blonde women reminding him of his daughter that he lusts after.  @realDonaldTrump  You’re a rapist. Period.
1143307484351934465 2019-06-24 19:58:40 -0400 <Gerrytheb33> @itsJeffTiedrich @realDonaldTrump These were made for people like you that can’t handle the everyday task of being held accountable for your problems. This stems from the “no child left behind” and “trophies for all” mentality that ripped the very fibers away from the American dream!
1143307483529863169 2019-06-24 19:58:40 -0400 <armyheromom> @AllyBrodwey @maziehirono @realDonaldTrump @Lights4Liberty Thank you!!!!   We’ve exceeded 100 events and still counting!    It’s global now.   Let’s keep going!   🗽 https://t.co/Tw0FQIBGuB 🗽
1143307481843666944 2019-06-24 19:58:39 -0400 <dubpixel> @realDonaldTrump  https://t.co/qQqFSMKViA
1143307480379711488 2019-06-24 19:58:39 -0400 <Total_KAOS_Inc> Flu, Lice, and Open Toilets: What Attorneys Saw at Migrant Child Processing Centers  https://t.co/21kuS9LlXA via @vicenews     @realDonaldTrump @seanhannity #Treason #Trump #loser
1143307476940419073 2019-06-24 19:58:38 -0400 <mxf_fuquea> There is a rapist in the White House @realDonaldTrump
1143307469894160384 2019-06-24 19:58:37 -0400 <contrerasjp> @oppenheimera @elnuevoherald Lo que quieras apostar, gana @realDonaldTrump... @ContrerasMig
1143307462931619841 2019-06-24 19:58:35 -0400 <JHBoulware> @GOP @GOPChairwoman @realDonaldTrump Another executive order because you can’t even get the Senate to propose a healthcare plan. And if you care so much why are you suing to eliminate the law that guarantees health care coverage for Americans with pre-existing conditions?
1143307458301091847 2019-06-24 19:58:34 -0400 <Hytecher> @dodgr007 @valerieonmaui @realDonaldTrump Have you successfully run a multi-million dollar operation?
1143307457608978432 2019-06-24 19:58:34 -0400 <lance_pool> @LouDobbs @MrsT106 @realDonaldTrump BINGO!
1143307455381868546 2019-06-24 19:58:33 -0400 <therealUNMEDIA> @ericswalwell @realDonaldTrump Well this stupid tweet backfired quickly 🤷‍♂️
1143307453494439941 2019-06-24 19:58:33 -0400 <roger5513> @realDonaldTrump We are sooo Grateful for our President. Thank you sir KAG  https://t.co/ogK8CFxL71
1143307448771665921 2019-06-24 19:58:32 -0400 <DJGray35150003> @TrueEyeTheSpy @realDonaldTrump The "inhumanity" at the border was created by irresponsible politicians.  What did these "illegal" immigrants expect after arriving in droves at the border - many in poor health?  Seriously, were they expecting hotel-style accommodations?  They broke the law and aren't in prison!
1143307443566448640 2019-06-24 19:58:30 -0400 <BillyDenham1> @EpochTimes @realDonaldTrump What about Russia?
1143307442115239936 2019-06-24 19:58:30 -0400 <BestAmPo> @RepTomReed @HouseGOP @realDonaldTrump @SenSchumer @SpeakerPelosi Stop pointing fingers and remove all children from Customs and Border Patrol detention immediately. Pass legislation manding national uniform standards for the care of detained children.
1143307441666269184 2019-06-24 19:58:30 -0400 <bjobrit> @onus_J_tweed @GOPChairwoman @realDonaldTrump The minute they backed @realDonaldTrump
