1100546046554329088 2019-02-26 18:59:59 -0400 <peterThong3> @realDonaldTrump  https://t.co/wZP9DklEsd
1100545972856344577 2019-02-26 18:59:41 -0400 <Soc_man77> @lskrile @Dee_Easley @Graceman66 @RevChuckCurrie @realDonaldTrump My wife is a badass she killed a dear with a knife when she was 16, and she can out shoot me. I love to help people in any way I can, I stand up for people who aren't able to fight for themselves. That is why I am against abortion. We answer for what we do and don't do.  https://t.co/lYqqnNZ4iJ
1100545971728105477 2019-02-26 18:59:41 -0400 <Hank13749863> @repbenraylujan @realDonaldTrump well I hope you don't hold your breath cuz it's not going to happen. He will build that Wall and he will stop those illegals immigrants from coming into this country. GO TRUMP...2020
1100545969844670464 2019-02-26 18:59:41 -0400 <Huero_001> @realDonaldTrump I don't know who in the hell you're speaking for but I sure in the hell and my people sure in the hell are not with him and we are true Americans
1100545969429643264 2019-02-26 18:59:40 -0400 <mostlyjokes> Why is @mattgaetz a crooked @realDonaldTrump defender? He's 35 and his career may be over in 2020 or  sooner. He seems like a smart guy &amp; can't possibly think that Trump is moral or competent. When it all goes to hell, Matt'll probably claim he was trying to be a guardrail.
1100545968678723584 2019-02-26 18:59:40 -0400 <lunalf> @realDonaldTrump  https://t.co/moZhsDIVra
1100545965663019013 2019-02-26 18:59:40 -0400 <jerryjamesstone> @realDonaldTrump The path of weakness is your border wall. It is a waste of money just like you are a waste of space.
1100545964631154688 2019-02-26 18:59:39 -0400 <wilburinla> @BettyJaneJones2 @businessinsider @realDonaldTrump @POTUS First, what in my tweet made u erroneously conclude that I’m ignorant? My prior text was factually sound. Second, please identify the GREAT things that u  claim Trump has done for the US. Finally, I’m not a stupid liberal; I’m a highly educated progressive who ❤️ his country.
1100545962257182720 2019-02-26 18:59:39 -0400 <tira_tira_tira> @TomiLahren @realDonaldTrump  https://t.co/g0qna05WjK
1100545958847414277 2019-02-26 18:59:38 -0400 <sherylster> .@realdonaldtrump, thanks to your gag rule, millions of people who get care through Title X could now lose access to birth control, STD screenings, and so much more. #NoGagRule #DontGagMyCare
1100545956905345024 2019-02-26 18:59:37 -0400 <Anti_NRA_XX> @jacksnharrisn @realDonaldTrump Now, if your oblivious to the destruction Chump has down to the USA you are just as naive as he is.
1100545955017846785 2019-02-26 18:59:37 -0400 <grsnapp> @realDonaldTrump You lie.
1100545954216857600 2019-02-26 18:59:37 -0400 <Victori35619148> Look around the world; what's going on in our Country. Seems like people are just begging for the apocalypse.  #Vote2020 4 @realDonaldTrump 4⃣6⃣
1100545952102834181 2019-02-26 18:59:36 -0400 <BenyonMelissa> @AmandiOnAir @realDonaldTrump @gaslitnation @sarahkendzior There is #StandOnEveryCorner, which has the framework in place for exactly this - sustained peaceful protests all across the country. Midterms and winter slowed the momentum, but it should ramp up further in spring.  https://t.co/wcz6tAFPmI
1100545951637196800 2019-02-26 18:59:36 -0400 <DeganhartJohn> @SenatorFischer @realDonaldTrump If you’re going to let trump act as a dictator then we don’t need to be wasting money keeping a congress.  You’re now just a very expensive debating society.
1100545949586329600 2019-02-26 18:59:36 -0400 <shirley42842516> @AndrewPollackFL @realDonaldTrump GOD BLESS YOU ANDREW AND YOUR WIFE I PRAY FOR GODS PEACE THAT PASSES ALL UNDERSTANDING FOR HER AMERICA STANDS WITH HER WE CANT BE THERE PHYSICALLY BUT OUR HEARTS GO OUT I LOST MY HUSBAND AT 37 TERRIBLE LOSS NGO
1100545947216592896 2019-02-26 18:59:35 -0400 <allbaipage> @realDonaldTrump Good, you can stay there.
1100545946092556293 2019-02-26 18:59:35 -0400 <TimothyXeoc> A great example of how fast we would have a wall if @realDonaldTrump Was ANTI wall for 24 hours.  House passes resolution revoking Trump's national emergency declaration  https://t.co/RVc8ZMT6Z1
1100545945933099008 2019-02-26 18:59:35 -0400 <rusty_pharris> @jesseawayne1 @johnmerzetti @FoxNews @realDonaldTrump That wasn't on the same day or even the same month. Those dirtbags were there on May 13th. The president's comments were from August 12th,the day of the park dedication. To be fair,the media was  very clever about selling this to us
1100545945496969218 2019-02-26 18:59:35 -0400 <willytheboy> @TEOTWAWKI2 @Newsweek @realDonaldTrump Conspiracy theorist, I am amused by your logic &amp; vocabulary. Very scientific &amp; literate. I understand that a culture of settlers &amp; cowboys appreciate methane emitting cows &amp; coal burning industry for a profit at the expense of their own well being. Cool 👍🏼
1100545942447632384 2019-02-26 18:59:34 -0400 <WilliamCrosswe1> @realDonaldTrump Dear Mr President AdmTrstee/HETCB: AR-1,BH-1,BR-1,CL-1,CN-1,CR-1,CO-1,CI-1,DOM-1,F-6,D-7, GR-1,HT-1,IN-1,IL-1,I-8,J-1,EAK-1,MEX-1,PE-1,PL-2,P-2,PR-1,RCB-1,R F-1,SA-1,E-3,CH-3,US-8=29 Countries-60 Cities AdmFee=$600Mx.025= $15M/Yr./12Mo.=$1.25M/Mo.  https://t.co/PyIvo6oZ1P
1100545942313463808 2019-02-26 18:59:34 -0400 <TheRealMacajo> @realDonaldTrump Already there? Longest draft dodge ever...
1100545941579464704 2019-02-26 18:59:34 -0400 <SCWOFTX> @jfunds1 @KayColesJames @KatrinaPierson @realDonaldTrump Then you take them in feed them, send them to school and pay for everything for them.
1100545941352968193 2019-02-26 18:59:34 -0400 <CclopeT> @realDonaldTrump Good gay. Now do your cheet! #@kchéte. #&amp;&amp;&amp;
1100545940551651328 2019-02-26 18:59:34 -0400 <IvanCermak1776> @realDonaldTrump Great read.  Russia Russia Russia!  All bs.  The truth!  Joan https://www.armstrongeconomics.com/world-news/corruption/hillarys-connections-to-russia-gate-schumers-resolution-to-prevent-any-investigation-in-the-magnitsky-act/
1100545938462916608 2019-02-26 18:59:33 -0400 <RealMichaelTee> @OliverMcGee @TheAcademy @POTUS @realDonaldTrump @WhiteHouse Amen!
1100545938081275905 2019-02-26 18:59:33 -0400 <MsBcat> @PressSec @realDonaldTrump @IvankaTrump I call BULLSHIT!!!!
1100545936915353600 2019-02-26 18:59:33 -0400 <Corrine71351896> @eugenegu @raiankanpai @EdKrassen @realDonaldTrump They've been outted. Save the drama.
1100545936735068161 2019-02-26 18:59:33 -0400 <ArtH48422015> @eugenegu @raiankanpai @EdKrassen @realDonaldTrump Better than reading the same bullshit over and over again from people like you who just want to start a civil war in which you will lose.
1100545933698367489 2019-02-26 18:59:32 -0400 <alvesgiovanni> @ArabellaMaza @Mauroantiguo @carlosvecchio @realDonaldTrump ¡NO SE ILUDA, CORAZÓN! 😂😂😂😂
1100545933656219648 2019-02-26 18:59:32 -0400 <MrMagooIsAngry> @ccarol813 @realDonaldTrump You are awesome.  Thx!
1100545933090217985 2019-02-26 18:59:32 -0400 <Joesimm30063782> @ChatByCC @realDonaldTrump Twit
1100545929088765952 2019-02-26 18:59:31 -0400 <dannymilner1970> @mfrass @MLindfors3 @ElianaBenador @SebGorka @CPAC @AnnCoulter @POTUS @realDonaldTrump The normies don’t know about those yet I don’t think. They still think that’s made up.
1100545926697967616 2019-02-26 18:59:30 -0400 <JamieJaeTweets> @ABC One of @realDonaldTrump 's favourite lines, "I don't know if many people know that." Well, in this case, we wouldn't know it because it isn't true.
1100545922348404737 2019-02-26 18:59:29 -0400 <grantpwbridge> @stonejf @coleyworld @realDonaldTrump Ha, ha!! I better apologies to the next rock I see.
1100545922109460481 2019-02-26 18:59:29 -0400 <PutinAmerican> @realDonaldTrump Couldn't get a fake doctor's note this time?
1100545921908199430 2019-02-26 18:59:29 -0400 <NitaWeitzel> @GobAbiertoBOL @realDonaldTrump LOL LOL seek help to adress your delusions
1100545920683397121 2019-02-26 18:59:29 -0400 <bucketoftea> @sportslawyerlis @galacticfrank1 @LeeCamp @realDonaldTrump how droll. not.
1100545919785861120 2019-02-26 18:59:29 -0400 <CanelonDeMiel> @TSJ_Legitimo @IvanDuque @Almagro_OEA2015 @sebastianpinera @jguaido @AsambleaVE @marcorubio @realDonaldTrump COALICION        MILITAR             EN MISIÓN                    DE PAZ YA..!!
1100545917982261248 2019-02-26 18:59:28 -0400 <JLNCollection> @TrumpGirlStrong @don47 @SenatorCollins @realDonaldTrump @POTUS Same two women everytime  😡
1100545917759967240 2019-02-26 18:59:28 -0400 <muchkaman> @SheriffClarke @realDonaldTrump A socialist millionaire
1100545914689581056 2019-02-26 18:59:27 -0400 <kiiroineko> @soccernut43 @ChatByCC @realDonaldTrump Please go with him
1100545914295472128 2019-02-26 18:59:27 -0400 <SkinnyLowDown> @JoyceWhiteVance That would be assuming @realDonaldTrump has America's best interest at heart. A gross mischaracterization. Obviously.
1100545911246090241 2019-02-26 18:59:27 -0400 <BillBoydog> @TexasLindaD @tnmynatt @realDonaldTrump TAKES A LOT TO CLEAN OUT SWAMPS
1100545909769756672 2019-02-26 18:59:26 -0400 <orblueduck> @GOP @realDonaldTrump Two words: AUDIO / VIDEO
1100545896176144384 2019-02-26 18:59:23 -0400 <ToriHames> @realDonaldTrump Draft dodger.
1100545895433687040 2019-02-26 18:59:23 -0400 <DebbieSVA> @realDonaldTrump Please stop separating children from their parents! Shame on you! What a farce! You could care less!
1100545895412711425 2019-02-26 18:59:23 -0400 <sherr_windy> @GOP @realDonaldTrump You guys are so scared and screwed
1100545895400120320 2019-02-26 18:59:23 -0400 <gregory_dirks> @GOP @realDonaldTrump If that’s really what you believe (not likely), why does Trump surround himself with so many crooks?
1100545895320432641 2019-02-26 18:59:23 -0400 <vpMontrealer> @ShimonPro @PressSec Sanders Must be Jailed for CoConspiratoring With Trump’s @realDonaldTrump Obstruction Of Justice Treason Traitor To American USA Constitution and Interference By Bullying A Witness Michael Cohen! @SpeakerPelosi @RepAdamSchiff @washingtonpost @OMAROSA @Comey @SallyQYates  https://t.co/36kZQwtNCu
1100545891465916417 2019-02-26 18:59:22 -0400 <brigjk67> @realDonaldTrump This is the most horrific decision our Democratic leaders have made. Are you kidding me? Same ones who believe its cruel for capital punishment of convicted murderers?!! God must be grieving for our Country
1100545891361005568 2019-02-26 18:59:22 -0400 <ThinkUPositive1> @Rep_Watkins One Word #VETO After the stunt of evil that the Dems pulled on the bill that they refused to pass to save our future generations-VETO POTUS!! #PATHETICFOOLS #DEMS @realDonaldTrump
1100545891084177414 2019-02-26 18:59:22 -0400 <marcodigovinci> @RumboDeLibertad @RobertoCarlo14 @jguaido @realDonaldTrump Seguro que lo sabe hace mucho. Y también sabrá si esto es cierto o no.
1100545890559971331 2019-02-26 18:59:22 -0400 <RepSwalwell> Failing to get a wall from a bipartisan compromise is not a #NationalEmergency. But stealing from funds for military housing &amp; hospitals to pay for a wall is a Constitutional emergency. That’s why the House just voted to disapprove of @realDonaldTrump’s #FakeEmergency.
1100545887347109888 2019-02-26 18:59:21 -0400 <OG_Bumpy> @brianstelter Give me a break. Do you really think Cohen testimony is going to stop people  from voting for @realDonaldTrump. I don't think so. Keep wasting money on this gotcha Trump bull-shit. Democrats can impeach Trump tomorrow and we will reelect him in 2020. 🤣😂🍸
1100545882867544064 2019-02-26 18:59:20 -0400 <lm_freethinker> @BBCWorld @POTUS @realDonaldTrump who has the rapists now? #MAGA #USRapists #USA #InmigrationPolicy #OneSexualAssaultPerWeek
1100545881286365185 2019-02-26 18:59:19 -0400 <jjwiedem> @MarkDice He will love it when @realDonaldTrump wins reelection and we fix everything that’s wrong with our fine Country.
1100545880568909829 2019-02-26 18:59:19 -0400 <angryAtlas> This Arizona resident is adamant that @KrystenSinema and @senmcsallyaz vote to reign in @realDonaldTrump’s blatant abuse of power. #ForThePeople
1100545880204165120 2019-02-26 18:59:19 -0400 <AltNatSecAgency> @ThomasFines @cccp3o @terryatthebeach @TWITMO_INMATE @MeredthSalenger @Twitter @realDonaldTrump What does the law on asylum say?
1100545876769021953 2019-02-26 18:59:18 -0400 <MJADetBos> @GOP @realDonaldTrump Let the man testify.
1100545876659970048 2019-02-26 18:59:18 -0400 <writethea> @Lrihendry @realDonaldTrump If my eyes weren’t profusely bleeding from reading this asinine, utterly fact-free tweet, I’d respond.   I think I’ll muscle through anyway.  NO WHITE PERSON SPEAKS FOR PEOPLE OF COLOR.  It is their voice, not yours, that must be heard.  Who the hell do you think you are?
1100545876487942144 2019-02-26 18:59:18 -0400 <Squeak6> @realDonaldTrump Idiot in chief
1100545873979822080 2019-02-26 18:59:18 -0400 <StevieW4> @naretevduorp @mattgaetz @realDonaldTrump @GOP @MichaelCohen212 Yes, thank you for opening your mouth and telling the world how ignorant and scared you are. This is delicious
1100545872272621568 2019-02-26 18:59:17 -0400 <shinzifukasaka> @realDonaldTrump 仲西伊織や、山口組の若頭補佐の江口健治の健心会や、山口組の和歌山出身の会計責任者や、半グレ集団や、密接交際者や、ハニートラップなどの言い分ばかり通ります！加担者は、ブラックリストに載せて、口座凍結すべきです！
1100545870888685568 2019-02-26 18:59:17 -0400 <TwoLeftFeet4> Bajirao Trumpstani. @realDonaldTrump I like the original movie but now...  I. LOVE. IT. MORE.  Who made this?  Congratulations to @RanveerOfficial and @deepikapadukone
1100545870033047552 2019-02-26 18:59:17 -0400 <LB3366> @jahimes @realDonaldTrump Un-freaking real. I really thought there were more than 13 in the House with a sliver of common sense.  These folks are an embarrassment of the highest magnitude. Just like the squatter in the White House.
1100545867428306944 2019-02-26 18:59:16 -0400 <SonjaRo01154397> @GOP @realDonaldTrump Unbelievable our President is trying to avert Nuclear war and these foolish politicians are going to question a sleezy low life lawyer at this critical time in U. S. History. There really is no limits as to how low Democrats will go to discredit the great job our Potus is doing.
1100545867076067328 2019-02-26 18:59:16 -0400 <Macshivers> @Gospel_Truther @Big_crusher1000 @usvetram @drhoyer1 @StandwithQ @inhumANthropoid @GracieLovesUSA @BillWrh1970 @PPPTCE @WagonKnoggin @ZeeInTheMoment @BafaaBojangles @VinoRadio @KonaDreamssssss @tylerjey @DavidWohl @realDonaldTrump @Agortitz @Quin4Trump @DWCDroneGuy @Diaper777 @mamoobonnie @MAtron2020 @Jamie32377541 @Real_AzKyle @PinkAvis @DrWhoisin @danny_buder @meaculpau27 @RandallKraft @USATODAY @WhimsicalMeToo @ICanPlainlySee @kay89266490 @Larryputt @spinson7746 @Schanette55 @BernieSanders Adolf Hitler’s fledgling Nazi party murdered his political rivals &amp; his death squads, made up of criminals &amp; Nazi fanatics were ORDERED to kill Jews, Gypsies, Russians, the mentality retarded &amp; Germans who spoke out against Hitler. Don’t let FACTS get in your way, keep talking.
1100545865272283137 2019-02-26 18:59:16 -0400 <Jozsus1> @johnroachman @realDonaldTrump The law already existed  https://t.co/PB64B8QNda
1100545864278392832 2019-02-26 18:59:15 -0400 <BobBark11426503> @realDonaldTrump  https://t.co/ho5d7sGEeh
1100545863544393733 2019-02-26 18:59:15 -0400 <Linden_Lad> @realDonaldTrump Essential prep 4 your trip to #Vietnam....  https://t.co/7dDADGQK8Q
1100545858938888192 2019-02-26 18:59:14 -0400 <HollyHuntley3> @JennyCavanaugh @zazzybritches @dougarrell @TammieCroft @CarolArmen @Explodingpengui @JohnOSullivan36 @medwoman1 @Rosebud702 @Cha51brolll19 @BlueTsuni @McGeezer67 @Rodney4KBluRay @OklahomaPatrio1 @Tonia8675309 @BJSquirrel @chevette @BonJS0370 @GreatTammie @MelissaFunGurl @GDThor1 @Cruellaisdevine @GangstaMimi @MplsMe @PoliticalBee @SaraLies4Trump @Sand628Sandy @olson_hilary @alenesmiles @TCClark77 @thepoliticalcat @MarciaBunney @JanMPerry @politiolyc @kenvitiello @nelsoneagle @cherokeesher2 @rockdiva77 @ThomasAResists @RayHarwick @tammdawg @Abigail86010707 @jjsmokkieBOY57 @politialy @gopeaceful @BeccaMarshall12 @Topleveltroll @audreyameilia @Richardhurst19 @realDonaldTrump Good afternoon/evening to you Jen     😊
1100545855382306817 2019-02-26 18:59:13 -0400 <k_calaman> This is just STEP 1 - more to follow!! cc: @SpeakerPelosi  @realdonaldtrump
1100545855285796864 2019-02-26 18:59:13 -0400 <PApynys> @SpeakerPelosi @realDonaldTrump Thank You and keep up the great work!
1100545854824316928 2019-02-26 18:59:13 -0400 <reneemalay> @realDonaldTrump @DonaldJTrumpJr
1100545854585266176 2019-02-26 18:59:13 -0400 <unions_insanity> @GOPChairwoman @GOP @realDonaldTrump So.....does he have something on you?  I mean....your guy is telling lies all the time and now you have a problem with what you believe is lying?
1100545852261654529 2019-02-26 18:59:12 -0400 <tericru04618644> @realDonaldTrump @HouseGOP @SenateGOP   I strongly suggest you SUPPORT the President regarding the crisis at the Border. If not, you better start looking for a new job now.  If you don’t think there’s a crisis, get your lazy ass down there.  Or are you a DEM in REP clothing?
1100545851980738560 2019-02-26 18:59:12 -0400 <elvisfan05> @GOPChairwoman @KatrinaPierson @realDonaldTrump Agreed
1100545849581547521 2019-02-26 18:59:12 -0400 <realoldschool1> @POTUS @realDonaldTrump @WhiteHouse @NobelPrize
1100545845974519808 2019-02-26 18:59:11 -0400 <mustangmark510> @TheDailyEdge @GOP @realDonaldTrump Can't wait!
1100545844393070592 2019-02-26 18:59:11 -0400 <burgerboipanda> @realDonaldTrump Do u even knows what’s happening in D.c at the moment? Your buddy Micheal Cohen is abt to testify against u.
1100545843160059905 2019-02-26 18:59:10 -0400 <LuisMonterrub17> @DolarToday @jguaido @hcapriles @NicolasMaduro @realDonaldTrump Totalmente de acuerdo
1100545839989211136 2019-02-26 18:59:10 -0400 <brofurd> @realDonaldTrump Wow, thank you for doing the Job that nobody else seamed to care about. President Trump, thank you SIR!
1100545834524004352 2019-02-26 18:59:08 -0400 <Zanka2018> @PressSec @realDonaldTrump @IvankaTrump Anyone want to see Sarah Sander's Tax Return(s) ?
1100545830585544704 2019-02-26 18:59:07 -0400 <cdineenaco> @ursorrynotsorry @politico Americans are not opposed to @realDonaldTrump plan.
1100545829650100230 2019-02-26 18:59:07 -0400 <chezmoi54> @realDonaldTrump What’s really shocking is who You associate with  https://t.co/43eLCO3KBF
1100545824931659776 2019-02-26 18:59:06 -0400 <ShastaGecko> @GOPChairwoman @GOP @realDonaldTrump How can you POSSIBLY decry someone as a liar in the same line wherein you tout the so-called accomplishments of a serial liar?
1100545823086014464 2019-02-26 18:59:06 -0400 <Deborah271303> @Kaladin109 @StephenKing @realDonaldTrump ... in opposite world.
1100545822977130496 2019-02-26 18:59:06 -0400 <JuanCar16959903> @lopezobrador_ @realDonaldTrump @VladimirPutin24
1100545822918291456 2019-02-26 18:59:05 -0400 <63nhappy> @realDonaldTrump No fear God fights our battles and He always wins.
