1216872554020909057 2020-01-13 18:59:59 -0400 <41girls> @realDonaldTrump  https://t.co/tROgtAZq4X
1216872525612773376 2020-01-13 18:59:53 -0400 <markdouglas53> @D0wn_Under @realDonaldTrump Grow up Donald Do some presidential work we are paying you for Cut the tweets, games and tv watching for a change. ..you have used 1/3 of your time in office on golf vacation Wow... And America demands to know how much of our money you have wasted On vacations We will find out
1216872524157460480 2020-01-13 18:59:52 -0400 <hein3g22> And this is because of @realDonaldTrump  🇺🇸🇺🇸🇺🇸🇺🇸
1216872523905634310 2020-01-13 18:59:52 -0400 <SteveEmily2016> @realDonaldTrump You are completely insane and need treatment ASAP.
1216872523813531649 2020-01-13 18:59:52 -0400 <dharrington2682> @DeanObeidallah @D0wn_Under @realDonaldTrump They can sue all they want. Winning is another thing.
1216872523297710080 2020-01-13 18:59:52 -0400 <pecriel> @realDonaldTrump You BLOCKED THEM.  https://t.co/NcuqcywgKH
1216872522911830018 2020-01-13 18:59:52 -0400 <lmp15254035> @WhiteHouse @realDonaldTrump  https://t.co/SIXGLdcqWf
1216872522467201024 2020-01-13 18:59:52 -0400 <darryl0712griff> @realDonaldTrump  https://t.co/Oe54nrc5Gv
1216872521904975872 2020-01-13 18:59:52 -0400 <radical6216> @NancySinatra @realDonaldTrump He's the only anti-American President. He is the worst by definition.
1216872520680296448 2020-01-13 18:59:51 -0400 <guy_beckett> @_danksouls @alldaydanforth @Prince3eb @realDonaldTrump Agreed.
1216872520520957952 2020-01-13 18:59:51 -0400 <alexdschiller> @realDonaldTrump  https://t.co/E64hVSqoyY
1216872519774429185 2020-01-13 18:59:51 -0400 <tmalo627> @steph93065 @realDonaldTrump Trump ordered people not to testify, refused to comply with subpoenas, and never showed up himself. He is a habitual liar and you are a fool for believing him.
1216872519627673601 2020-01-13 18:59:51 -0400 <DonnaDeFazio> Is @foxandfriends reporting this? Otherwise, President Bone Spurs, Golf and Television won't see it! #MAGA!!! @realDonaldTrump #TrumpImpeachment  #ImpeachmentIsForever
1216872519120097281 2020-01-13 18:59:51 -0400 <ChrisJZullo> @realDonaldTrump Mitch McConnell used nuclear option to tamper with Supreme Court, budget trick to ram through 1% tax cut and has ignored 400 bills House Democrats passed. He’s up for re-election. If everyone who read this chipped in $5 we’d flip Kentucky ➡️  https://t.co/cW0t99ZRtV
1216872518663004162 2020-01-13 18:59:51 -0400 <IamRonnySmeink> @realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1216872517052305409 2020-01-13 18:59:51 -0400 <trump2trumpIRL> Uh @realDonaldTrump, The nearer the bone the sweeter the meat. and also be nice
1216872517018832896 2020-01-13 18:59:51 -0400 <Lonniew45733563> @warcyth @4cats412 @MM_Crowley @TrentCapelli @realDonaldTrump Yawn...
1216872516741947393 2020-01-13 18:59:51 -0400 <TimothySugrue> @WhiteHouse @realDonaldTrump When Donald Trump lies about Democrats supporting terrorists, it’s shows he is uteerly unequipped to be POTUS. He is simply the most divisive (and intentionally so) POTUS in the history of the USA.
1216872515412213760 2020-01-13 18:59:50 -0400 <sosacub> @realDonaldTrump Then why is the pre-existing conditions being challenged in court?
1216872515085250560 2020-01-13 18:59:50 -0400 <Carolkry> @KerriKupecDOJ @realDonaldTrump Wow. Trump's lapdog defends him. I'm so surprised.
1216872514737053696 2020-01-13 18:59:50 -0400 <Josemor11350147> @solivitaguy @realDonaldTrump Trump 2020
1216872514086789120 2020-01-13 18:59:50 -0400 <Miss_Pellin> @aracheb1144 @christianllamar @realDonaldTrump . Were you referring to this guy?  https://t.co/bhEXmrMVuj
1216872514019823618 2020-01-13 18:59:50 -0400 <ShamconIUOE> @maggiejuang1 @WhiteHouse @realDonaldTrump Trump could NOT win a Dog Show, even if he  bought it and was the only judge! Sadly he IS a laughing stock, he has been Impeached like NIXON, Trump is scarred forever as an IMPEACHED (bad) Pres. Cannot lie his way out, impeached means you suck at your job.@potus @RNC @VP @cnn
1216872513919242245 2020-01-13 18:59:50 -0400 <tracid77> @thebradfordfile @realDonaldTrump I beg to differ!
1216872512191111168 2020-01-13 18:59:49 -0400 <LoveflowersGail> @realDonaldTrump You have NEVER had an approval rating that ever hit 50%. LIAR
1216872511536844800 2020-01-13 18:59:49 -0400 <msperanza> @realDonaldTrump  https://t.co/PcFOryDKrs
1216872511490740224 2020-01-13 18:59:49 -0400 <Tessmac666> @BrandonBeckham_ @realDonaldTrump @Israel @Franklin_Graham @JerryFalwellJr @CBNNews @Daystar @700club @parscale @TeamTrump You ain't a Christian! You're a fake
1216872511041941510 2020-01-13 18:59:49 -0400 <jimdandy2008> @realDonaldTrump Another lie
1216872511037673473 2020-01-13 18:59:49 -0400 <kevinpmc> @realDonaldTrump What a liar!!!!!
1216872510974611457 2020-01-13 18:59:49 -0400 <annamook> @realDonaldTrump Your bs stories are all falling apart and you keep coming out with new bs stories as they do. What’s it gonna be tomorrow after the days news we are hearing now? Nowhere to run to baby, no where to hide
1216872510622502912 2020-01-13 18:59:49 -0400 <AbbeyNormal20> @McFaul @ShelbyKStewart @realDonaldTrump Close, sir.  He's "president".
1216872510274162689 2020-01-13 18:59:49 -0400 <thotyouknw> @realDonaldTrump Flat out lie!
1216872509837963264 2020-01-13 18:59:49 -0400 <nana_jana617> @KerriKupecDOJ @realDonaldTrump Why is it that none of them are capable of speaking??????  They all talk in a weird, never makes sense, way!
1216872509058048002 2020-01-13 18:59:49 -0400 <AndrewU123> @MinnPatriot @realDonaldTrump Trump is a liar and a fraud, has been his entire life
1216872508563038208 2020-01-13 18:59:49 -0400 <PaigeLyall> @BarneysNose @realDonaldTrump Or selling our troops to them and gave them weapons.
1216872507124408320 2020-01-13 18:59:48 -0400 <87rubber> @realDonaldTrump  https://t.co/9txYb4I173
1216872506772148225 2020-01-13 18:59:48 -0400 <SarahBurris> @realDonaldTrump Still lying. Your DOJ is. trying to get rid of them.    https://t.co/Y7fynbP4x9
1216872506658783233 2020-01-13 18:59:48 -0400 <ShutUpSherri> @realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣  https://t.co/3TGY9Cu7f1
1216872506528882688 2020-01-13 18:59:48 -0400 <sanpedro3> @realDonaldTrump @POTUS  https://t.co/9Jbyzh0qzn
1216872506243584000 2020-01-13 18:59:48 -0400 <Bird_Nerd92> @realDonaldTrump God, you really are the most immature adult I’ve ever seen. How embarrassing for this country!
1216872505102737408 2020-01-13 18:59:48 -0400 <tommyguns1986> @realDonaldTrump What about forced vaccinations
1216872504926646277 2020-01-13 18:59:48 -0400 <llorenz1> @realDonaldTrump You lie 😡
1216872504905687041 2020-01-13 18:59:48 -0400 <Pettoland> @realDonaldTrump Like hell, you eliminated the preexisting condition clause when you dumped Obamacare! You lie like a rug.
1216872504834306051 2020-01-13 18:59:48 -0400 <real_defender> @realDonaldTrump Trump is the best president of my lifetime. Simple fact.
1216872504658137095 2020-01-13 18:59:48 -0400 <Mickey_Elvis> @realDonaldTrump #Trump2020Landslide 🇺🇸
1216872504570142721 2020-01-13 18:59:48 -0400 <mjean2> @realDonaldTrump Puerto Rican throwing food to victims of earthquake. PR Dems told Pres Trump to throw paper towels &amp; then criticized him, when they actually told him to! People are mad at them  for bad mouthing Trump! @realDonaldTrump @FoxNews @OfficialWHPress @WhiteHouse
1216872504091979778 2020-01-13 18:59:48 -0400 <roxysbistro> @realDonaldTrump @GStephanopoulos Don't you make up stuff? You are the "poor, little, tantrum throwing rich (doubt it) kid", whose little feelers get hurt, when someone speaks sarcastically about you actions and words. If you can't play with the big boys, RESIGN!
1216872503680884738 2020-01-13 18:59:47 -0400 <MajorHope> @Vespuccio @locolockman @ToriDi @Mark_Wolf2199 @mi2guys @SouthwestAir @realDonaldTrump I want your opinion, I want to know if I'm wrong. I'm searching myself I appreciate your help.
1216872503127289856 2020-01-13 18:59:47 -0400 <savetheusa_2020> @realDonaldTrump Two different things, and you are currently sueing to terminate preexisting condition coverage requirements...
1216872502871384064 2020-01-13 18:59:47 -0400 <zeetonton> @realDonaldTrump My premium went up by $200/month for 2020
1216872502061883392 2020-01-13 18:59:47 -0400 <vampyr131> @thebradfordfile @realDonaldTrump You appear to have missed our the word rich.
1216872499432034305 2020-01-13 18:59:46 -0400 <AlanGodich> @KerriKupecDOJ @realDonaldTrump Yes he did and I’m thankful our president acted as swiftly as he did
1216872498878451712 2020-01-13 18:59:46 -0400 <SavasBkr1> @realDonaldTrump #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü #DünyaBekarlarGünü 😂😂😂😂😂😂
1216872498802851840 2020-01-13 18:59:46 -0400 <johnnymars> @realDonaldTrump  https://t.co/h6ccgYgmDz
1216872498542702592 2020-01-13 18:59:46 -0400 <KelleyT62> @Th3beave4 @MolendaMallory @KittyDowney @freedmspeaks @RicKramer @Jessferg2253 @Pappiness @realDonaldTrump If you’ve seen the world your defense of the dolt-in-office is surprising.
1216872498412904450 2020-01-13 18:59:46 -0400 <cynicrenburg> @realDonaldTrump Help us @CyrilRamaphosa
1216872498303840256 2020-01-13 18:59:46 -0400 <Therese38538165> @dcexaminer @realDonaldTrump @SpeakerPelosi @AdamSchiff This is all a public display of a man who is ludacris.
1216872497884340225 2020-01-13 18:59:46 -0400 <atticusmalia> @realDonaldTrump You have done absolutely nothing to improve our healthcare system.
1216872497431425024 2020-01-13 18:59:46 -0400 <jeanlooper1> @realDonaldTrump Good! Help is on its way!
1216872495921238016 2020-01-13 18:59:46 -0400 <Laurievolm1> @realDonaldTrump Ok Pinocchio   That is ridiculous
1216872495334207488 2020-01-13 18:59:45 -0400 <HiiiPowerRevo> @realDonaldTrump Liar
1216872493824249856 2020-01-13 18:59:45 -0400 <oguzhanlevento2> @realDonaldTrump oğuz türkleri geliyor
1216872493769805824 2020-01-13 18:59:45 -0400 <sheilayoung61> @TomFitton @realDonaldTrump @gatewaypundit Good!
1216872493450846208 2020-01-13 18:59:45 -0400 <hlwberdoo> @thebradfordfile @realDonaldTrump Do explain!
1216872492524101633 2020-01-13 18:59:45 -0400 <BangeWilliam> @sandyslove123 @KurtSchlichter @DocRock1007 @POTUS @realDonaldTrump  https://t.co/nW9FuHE01r
1216872492406583302 2020-01-13 18:59:45 -0400 <kimfieser> @realDonaldTrump this only proves that 95% of Republicans are putting party over everything.
1216872492402462721 2020-01-13 18:59:45 -0400 <papamike1234> @realDonaldTrump Liar
1216872491446099968 2020-01-13 18:59:45 -0400 <azureblue68> @realDonaldTrump Thank you Sir.    Enjoy the game 🏈🏈🏈🏈🏈🏈🏈
1216872489478832128 2020-01-13 18:59:44 -0400 <REDHUnter518> @realDonaldTrump cold war
1216872487528681472 2020-01-13 18:59:44 -0400 <SegzxyBankzs007> I wish i stay protected @realDonaldTrump  supporting ur vision view ... With U.
1216872487256043522 2020-01-13 18:59:44 -0400 <Richard99315331> @ajinfante @EdwardTHardy @realDonaldTrump 😥😥😥 I can hear the snowflake melt.
1216872487109029888 2020-01-13 18:59:43 -0400 <MrJlumanji> @realDonaldTrump  https://t.co/pSUciZBbf7
1216872486471700482 2020-01-13 18:59:43 -0400 <westerlydee> @realDonaldTrump Liar in Chief
1216872485867663360 2020-01-13 18:59:43 -0400 <DavidOverfield6> @realDonaldTrump I hope I can get a refund on the 50,000 Booker Inauguration 2021 T-shirts I had printed.
1216872485230202882 2020-01-13 18:59:43 -0400 <Out5p0ken> @realDonaldTrump  https://t.co/pFOAmFHxq9
1216872484751974400 2020-01-13 18:59:43 -0400 <toneuncensored> @realDonaldTrump 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/BZXHRFbwcH
1216872484563308545 2020-01-13 18:59:43 -0400 <SneiderHelen> @realDonaldTrump This is great they’ve been screwing us for so many years between pharmaceutical and hospitals I just can’t afford to go to the doctor and get helped anymore
1216872484357754881 2020-01-13 18:59:43 -0400 <BullCrapBobby> @DoctorS81156966 @realDonaldTrump Ummm... No
1216872482239647749 2020-01-13 18:59:42 -0400 <AmazonAnne9> @realDonaldTrump This is an outright lie. Your administration is backing a lawsuit to get rid of coverage for pre-existing conditions. #TrumpIsFakeNews #IMPOTUS #ImpeachedForLife  https://t.co/h6D2RmlXJS
1216872481451139072 2020-01-13 18:59:42 -0400 <gun_jack26> @realDonaldTrump We the people know this. We stand with you.
1216872481035890690 2020-01-13 18:59:42 -0400 <WallStPoker> @realDonaldTrump This is a stone lie.  You’re supporting the lawsuit to terminate pre-existing condition coverage and you have not announced any other plans to cover them.
1216872480633126912 2020-01-13 18:59:42 -0400 <MM2021RET> @Scaramucci @PamKeithFL @realDonaldTrump @GOP Very scary and disturbing.
1216872480377397249 2020-01-13 18:59:42 -0400 <crazypiglady5> Just announced @realDonaldTrump will be at convention in TX ! Can't wait!
1216872479794196481 2020-01-13 18:59:42 -0400 <michelleyallen1> @realDonaldTrump Wow, how pathetic. You have ZERO class. Nothing new. I've known this since the 80's. Ah well, there's always the fact your legacy will be impeachment. #IMPOTUS3
1216872479731388418 2020-01-13 18:59:42 -0400 <Thedude1414> @GOPLeader @realDonaldTrump Hey, McCarthy why don't you go to Iran and help the protesters. You resolution is only paper, put some action in those words. PS,  be careful of the flight in to Tehran.
1216872479299457024 2020-01-13 18:59:42 -0400 <EC10677> @realDonaldTrump  https://t.co/tPRtSkMr7g
1216872478729023490 2020-01-13 18:59:41 -0400 <rjamiolkowski> @realDonaldTrump This is a lie. You have no plan to treat pre-existing conditions.
1216872478456401923 2020-01-13 18:59:41 -0400 <TimCamp03> @realDonaldTrump I am Honored to have you as My President
1216872478431227904 2020-01-13 18:59:41 -0400 <AtApogee> @ScottPresler @realDonaldTrump Trump committed a war crime in our name. He did it without permission, without there being an imminent threat. It's a war crime. Our Allies will no longer come to our aid on assumption we are in the right. No one is apologizing for a terrorist. Trump is endangering all of us.
1216872478104047616 2020-01-13 18:59:41 -0400 <SnarkyCoffeeMom> @realDonaldTrump You’re tweeting, you must be lying
1216872478036779008 2020-01-13 18:59:41 -0400 <billydeepstate> @Bertha_S_V @TheMarkPantano @realDonaldTrump He hasn’t built any new wall.
1216872477651034112 2020-01-13 18:59:41 -0400 <Onthefritzie> Insert “only the best people” joke. Be, you know, best. @FLOTUS @realDonaldTrump
1216872477114224643 2020-01-13 18:59:41 -0400 <tattoo4trump> @RichRiff @DilleyShow Dilley Needs To Do Hussies Subway Sammie Burnouts Tomorrow👍😎😎 I've Been Messaging Him In The Chat For A Week Or Two, But I Don't Think He's Seen It😂😂 I Love The Hussie Subway Sammie Burnouts👍🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 PQTUS @realDonaldTrump 2Q2Q
1216872476980006912 2020-01-13 18:59:41 -0400 <CossieRob> @KerriKupecDOJ @realDonaldTrump What authority does Barr have to comment on military action?
1216872476766097409 2020-01-13 18:59:41 -0400 <roby_kathleen> @HappyChichester @senrobportman @realDonaldTrump He prefers hollow bragging to actually listening to the people he's supposed to represent!! He is amoral &amp; we need a leader who truly represents Ohio's morals!! #HotAirPortman #PhotoOpPortman
1216872476212330500 2020-01-13 18:59:41 -0400 <EdRoickle> @WhiteHouse @realDonaldTrump Putin/45 is a clear and present danger to America. He and his 💩 family and the rest of his 🤡 posse should be removed with prejudice. 🇺🇸😎
1216872476170498048 2020-01-13 18:59:41 -0400 <betsy_mess> @msenicaracing @realDonaldTrump Landslide 👍💡🇺🇸❤️
1216872471497969666 2020-01-13 18:59:40 -0400 <Sherri_KG> @realDonaldTrump Trump you must of been the most unloved Child by your parents in World History. Because no man could be so demeaning and such a Bully to others. It truly is Sad...
1216872471116369920 2020-01-13 18:59:40 -0400 <if_you_see_kaye> @realDonaldTrump  https://t.co/DdIscYEixG
1216872469782585344 2020-01-13 18:59:39 -0400 <TruthBe47083199> @thebradfordfile @realDonaldTrump 🤢🤢
1216872468394270726 2020-01-13 18:59:39 -0400 <markthisday2> @rhonda_harbison @GlennKesslerWP @753112jma @realDonaldTrump Another scandal  Another impeachment!
1216872468226412545 2020-01-13 18:59:39 -0400 <catanddogdoctor> @realDonaldTrump That did not help anyone. My premiums are higher and for far less coverage......
1216872467802836992 2020-01-13 18:59:39 -0400 <prenticegizmo> @realDonaldTrump You have to ask?
1216872466741710849 2020-01-13 18:59:39 -0400 <SocGrad2012> @realDonaldTrump #dangerous #std
1216872466053812227 2020-01-13 18:59:38 -0400 <LynchKathie> @JennyGuice @realDonaldTrump Please explain. Give one example of each of his "gifts."
1216872465386950656 2020-01-13 18:59:38 -0400 <jcoursen> @realDonaldTrump So why did you stop witnesses from testifying????  The only lie and hoax is the one u are in charge of
1216872464770379776 2020-01-13 18:59:38 -0400 <erinw0521> @realDonaldTrump Shouldn’t you be running the country?
1216872463671279616 2020-01-13 18:59:38 -0400 <MariaTevesGonz> @realDonaldTrump Thank You Mr. President 🇺🇸
1216872463273021441 2020-01-13 18:59:38 -0400 <trikytrump3> @SenJoniErnst  @ChuckGrassley  @realDonaldTrump  @PressSec
1216872462194892801 2020-01-13 18:59:38 -0400 <kmcleft> @realDonaldTrump And you have a 100% disapproval rating among voters with a functioning brain Litle Finger!
1216872461318414336 2020-01-13 18:59:37 -0400 <LegendaryAsshol> @VelvetPaaws @AndyOstroy @realDonaldTrump A president does not have the authority to act on native land. It's sovereign, separate from the USA. returned to native people, as was the agreement centuries ago, to slowly return land as technology progresses and we require less.  But people are obstinate.
1216872460588466176 2020-01-13 18:59:37 -0400 <JohnypPublic> @KerriKupecDOJ @realDonaldTrump Having the right or ability to do something doesn’t make it the right thing to do, we don’t assassinate other governments officials because it sets the standard for them assassinating our officials  @KerriKupecDOJ @realDonaldTrump
1216872460580270080 2020-01-13 18:59:37 -0400 <JuanERo70451092> @Fearless45_MAGA @PeaceDove305 @realDonaldTrump The man who love America and it’s people! Four more years a beyond!...
1216872459166781446 2020-01-13 18:59:37 -0400 <phillipgarmstro> @realDonaldTrump If that's true why is your party fighting tooth and nail to allow insurance companies to deny people with pre-existing conditions.
