1216510165664575488 2020-01-12 18:59:59 -0400 <abitedgy> @EzAsCoWa @marymar28207884 @realDonaldTrump #2A
1216510133469052929 2020-01-12 18:59:52 -0400 <gold4mac9> @realDonaldTrump You have the stigma of having been #ImpeachedForLife because U have done virtually everything wrong! We read the Transcripts! GOP=Gang Of Putin has been totally partisan making a Hoax of their Oaths, which has never happened before. The Senate Trial needs #WitnessesAndDocuments!
1216510132798005249 2020-01-12 18:59:51 -0400 <DHanna52> @SCPatriotSC @realDonaldTrump @POTUS @WhiteHouse @TheJusticeDept This man has no heart to be with anybody!  Evil, evil man!
1216510132701540352 2020-01-12 18:59:51 -0400 <Cobby_tinz> @realDonaldTrump at least your national security adviser no dey do video call like ma own
1216510131963400193 2020-01-12 18:59:51 -0400 <irispraytan> .@realDonaldTrump .@SecPompeo  .@DanScavino .@SpeakerPelosi  And a Traitor!!  https://t.co/uheCTNobBO
1216510131698991104 2020-01-12 18:59:51 -0400 <okiepokie11> @ChmuraLogan @williamlegate @Cardinale049 @realDonaldTrump Shiiiiiiiiiiiit
1216510130591817728 2020-01-12 18:59:51 -0400 <JimmyHendrix62> @M_A_G_A_45 @real_defender @realDonaldTrump 1.5 percent
1216510130159788032 2020-01-12 18:59:51 -0400 <Shrthomas> @realDonaldTrump Lord, We care about World Peace, We do not need wars! Bless the USA and teach Trump how to get along with people that do not look like him! Let all those that seek GOD and rejoice and be glad we are safe
1216510128171757569 2020-01-12 18:59:50 -0400 <BillGHuddlesto1> @BadAsVlad @realDonaldTrump America was always great!!!!
1216510128071020545 2020-01-12 18:59:50 -0400 <JistahGuy> @Ravagiing @realDonaldTrump Imagine a time when the US installed a puppet government in Iran, and then ask yourself why many don't like us.
1216510127731245059 2020-01-12 18:59:50 -0400 <True_North__> @radiojibi @Imamofpeace Very distressing to watch that. @JustinTrudeau @realDonaldTrump @cnn @PnPCBC @GlobalNational @nationalpost @ctvnews @CBCNews #IranProtests #ps752
1216510127148236801 2020-01-12 18:59:50 -0400 <Skittles_Is6> @MiriamIrvine @Headfullofnigh1 @realDonaldTrump  https://t.co/oOKqoAw4A3
1216510127030796288 2020-01-12 18:59:50 -0400 <ReynoldPratt> @Jeff66923777 @ScottImmordino @realDonaldTrump Obstructing justice, in my opinion encompasses all the others
1216510124753223680 2020-01-12 18:59:50 -0400 <andrew_searon> @MegaTroopLover @realDonaldTrump Middle Eastern is not a language. There is also a program called google translate. Trump’s also telling a country that has turned the internet off to turn it back on over the internet. Both you and Trump are idiots.
1216510122110877698 2020-01-12 18:59:49 -0400 <buynothingman> @dlynne1420 @repmarkpocan @realDonaldTrump It's the imperial presidency. Since Nixon the office has taken power from the other branches with very little pushback.
1216510121456611328 2020-01-12 18:59:49 -0400 <MrsSmith_IA> @realDonaldTrump  https://t.co/6qfZ4aBQSa
1216510121066618887 2020-01-12 18:59:49 -0400 <prlhrbrscks> @realDonaldTrump This is how an innocent person reacts to being accused of crimes.
1216510120873447424 2020-01-12 18:59:49 -0400 <pagemacdonald> @RocketUpdates3 @tonyposnanski @realDonaldTrump How about you take a breath, read the Constitution,  and watch your language?
1216510120563281923 2020-01-12 18:59:49 -0400 <ib_reb> @AhmedSo02563232 @realDonaldTrump Like this?!  https://t.co/Dnh3Ll8rXJ
1216510117388128256 2020-01-12 18:59:48 -0400 <TBestig> @realDonaldTrump The transcript that directly shows you asking for political favors
1216510117203644416 2020-01-12 18:59:48 -0400 <mrduffy3> @ChrisJZullo @realDonaldTrump You do know there were no UN inspections on key military sites. Iran was allowed to self police. Iran never stopped developing nukes. You’re either pro-Iran, anti-American, or a gullible moron. Only two choices.
1216510117102981123 2020-01-12 18:59:48 -0400 <SJNOWAlicePaul> @realDonaldTrump Name one of these "many." You're a pathological liar. If you were innocent of these crimes you would have no problem with witnesses testifying, or of testifying yourself. The fact that you're scared to death of what they would say speaks volumes.
1216510116549165057 2020-01-12 18:59:48 -0400 <MANNYbINmanny> @LisaGiles03 @realDonaldTrump I’m guessing zero because we know he didn’t type it!
1216510116490567681 2020-01-12 18:59:48 -0400 <raeIKimJongUn> @tiredofgop @real_defender @realDonaldTrump He was such a sweet guy
1216510116255715334 2020-01-12 18:59:48 -0400 <Bebomac5> @realDonaldTrump #TrumpFearsBernie
1216510115282468865 2020-01-12 18:59:47 -0400 <billadler> @realDonaldTrump If you don't want to be accused of crimes, stop committing them.  https://t.co/w6OPx5nbyh
1216510114393399297 2020-01-12 18:59:47 -0400 <TimothyFarnham2> @CCLcaribecrew @johnkir77402642 @realDonaldTrump His collars and ties are made of vagasil wipes. Mitch McConnell applies the Vag cream. Jeff sessions was doing it but Keebler needed him and he just didn’t want Rudy touching his no touchy zone. #Vagineck
1216510113504202752 2020-01-12 18:59:47 -0400 <CBakerShow> @realDonaldTrump Good. Now do something about the heroin, meth and fentanyl coming across the border and killing Americans.
1216510112837308416 2020-01-12 18:59:47 -0400 <philpiv> @realDonaldTrump @foxandfriends @PeteHegseth It was their money that was unfrozen
1216510111398744071 2020-01-12 18:59:46 -0400 <28jil9tCmtnleMv> @realDonaldTrump  https://t.co/fYQ0lqIroT
1216510111281287169 2020-01-12 18:59:46 -0400 <haironymus> @RaheemKassam @kimguilfoyle @realDonaldTrump Maybe the sane citizens of Iran will come to there senses and rebel and overthrow the regime.
1216510110685511681 2020-01-12 18:59:46 -0400 <jeoff6> @ARRSGhost @RepBrianMast @realDonaldTrump Explain to me how Soleimani was the "head of a foreign government" LOL! A Terrorist is a Terrorist unless of course you have Trump Derangement Syndrome - then we start splitting hairs! The US is "at war" with Terrorists!   https://t.co/jB70bLpXCq
1216510110668816385 2020-01-12 18:59:46 -0400 <BlueeyeNurses> @Frank38328140 @SCmusic82 @cheath81 @realDonaldTrump @RealCandaceO @SpeakerPelosi @RepAdamSchiff @IlhanMN @RashidaTlaib @JoeBiden @BarackObama @HillaryClinton @JerryNadler @Jim_Jordan @greggutfeld @JesseBWatters @charliekirk11 The Democrat mind enslavement is not just regulated to African-Americans. Buying votes via the promise of freebies has no limits on one's race.  I will say Democrats have developed a knack to make demographically people feel they are victims by their opponents.
1216510109741920257 2020-01-12 18:59:46 -0400 <Chris24time> @__Nobiggie__ @nanaimogirl2000 @cd_6 @moussaFTN @ForRealReal2 @dhakimogrady @MegaTroopLover @realDonaldTrump That's what happens when a President is able to speak "Middle Eastern"??????  https://t.co/XpWfSStBjg
1216510108412215296 2020-01-12 18:59:46 -0400 <monitoring_risk> Have already identified Stephanie Grisham @PressSec @WhiteHouse as criminal. US govt, executive branch, has legal obligation to give full access to press. No exceptions. No limits. Reason for criminality is Mossad now fully controls @realDonaldTrump and White House. Disgusting.  https://t.co/QCIW3cfD3G
1216510108345294850 2020-01-12 18:59:46 -0400 <ARockyW> @realDonaldTrump You end those forever wars yet?
1216510107216859136 2020-01-12 18:59:45 -0400 <angelamullins00> @realDonaldTrump You should wear that impeachment like a badge of honor because every time it comes up people want to know what kind of idiot would impeach such a good president and then they can look at all the evil deeds of the democrats and be reminded...
1216510106658979841 2020-01-12 18:59:45 -0400 <StephenChaldec1> @DavidJHarrisJr @realDonaldTrump @DevinNunes @MariaBartiromo @FoxNews The swamp drain must be clogged someone needs to get down there and clean up the crap
1216510105488908289 2020-01-12 18:59:45 -0400 <Astorionics> @realDonaldTrump What a #whinylittlebitch
1216510103672635392 2020-01-12 18:59:45 -0400 <MGeoch> @realDonaldTrump @WhiteHouse You give not one damn about people, protestors or peace.  Money is always your end game - go to hell
1216510103253409792 2020-01-12 18:59:44 -0400 <DC35982347> @realDonaldTrump @DevinNunes @MariaBartiromo @FoxNews Pales in comparison to you being chosen via the Electoral College, no?
1216510102863261696 2020-01-12 18:59:44 -0400 <GattonShelly> @realDonaldTrump But Antifa gets a pass...beating your supporters up! SMDH. What about UN plan to eliminate us?
1216510102649352192 2020-01-12 18:59:44 -0400 <again6950> @badboiBreezy @lzimmerman2019 @J67481904 @AngelaBelcamino @realDonaldTrump @JudgeJeanine Opinion. Let alone beating them up in the street for wearing a fucking red hat.
1216510102502617088 2020-01-12 18:59:44 -0400 <michaeljkellyus> @MrTommyCampbell @realDonaldTrump Your delusional!!! 🤦🏼‍♂️
1216510102209024005 2020-01-12 18:59:44 -0400 <STPFreak> @realDonaldTrump This is the biggest difference between you and my favorite President, Obama.  He couldn't have cared MORE.    #ResignNOW
1216510101177192448 2020-01-12 18:59:44 -0400 <SCargo63820130> @itsJeffTiedrich @realDonaldTrump  https://t.co/DcXFfHWlxD
1216510100409446401 2020-01-12 18:59:44 -0400 <LeuraWalker> @realDonaldTrump  https://t.co/xJrHOfchbk
1216510099973464064 2020-01-12 18:59:44 -0400 <waningrose> @Cernovich @realDonaldTrump Ridiculous— they’ve literally been airing Iranian propaganda for over a week, and ignore real news
1216510098765484033 2020-01-12 18:59:43 -0400 <HAMEDMEDIA2> @realDonaldTrump جناب رئیس جمهور لطفا مار را به صورت فیزیکی حمایت کنید
1216510098652192769 2020-01-12 18:59:43 -0400 <rneal> @realDonaldTrump There you go again. Lying. Blaming the messengers for bad news. Searching for excuses. Like a child.
1216510095271563265 2020-01-12 18:59:43 -0400 <TunkThakuri> @realDonaldTrump शुभ प्रभात, सबको संसार मैं, सबका, शान्ति प्रदान करें।यह,शुभकामनाएं हैं मेरी सबको।  https://t.co/ONGOxIAmB5
1216510094600327170 2020-01-12 18:59:42 -0400 <HardcoreMaga> @AMckarter @Cyberhalogen @DevinNunes Donald J. Trump ✔ @realDonaldTrump  Farmers are starting to do great again, after 15 years of a downward spiral. The 16 Billion Dollar China “replacement” money didn’t exactly hurt!
1216510094382379009 2020-01-12 18:59:42 -0400 <WriterJan> @realDonaldTrump @GreggJarrett @foxandfriends Plenty of proof to remove you from office. The Articles of Impeachment are strong. However, your “buddies” in the Senate just don’t have the guts to throw you out. Because REPUBLICAN SENATORS ARE COWARDS!!
1216510092440268800 2020-01-12 18:59:42 -0400 <CarolGWilliams2> @JennyGuice @realDonaldTrump  https://t.co/sIeXIJdaev
1216510091257511937 2020-01-12 18:59:42 -0400 <Lilpissant> @sparkle_darby @tntDVM @nancylevine @realDonaldTrump I would need to know which guy youre referring to before I can give my opinon on that. It would also be helpful if you explain who "they" is.
1216510090485698560 2020-01-12 18:59:41 -0400 <mike87570298> @AngelaBelcamino @realDonaldTrump He did. He gave them two ultimatums.
1216510090313895936 2020-01-12 18:59:41 -0400 <BillySh00765052> @realDonaldTrump Since when did you give a shit about protesters???
1216510090271870976 2020-01-12 18:59:41 -0400 <Calmdown_ber> @realDonaldTrump Delusional lier
1216510090070487041 2020-01-12 18:59:41 -0400 <VictoriaHaslam1> @realDonaldTrump You calling somebody else crazy it’s like the pot calling the kettle black
1216510090049703936 2020-01-12 18:59:41 -0400 <SarahisaRebel> @realDonaldTrump Oh please what a pile of BS!  https://t.co/UDkQG7yZ5Y
1216510089785462784 2020-01-12 18:59:41 -0400 <patDaily> @CbSimmons @TalbertSwan @realDonaldTrump How do you know who he raped? You dont.
1216510088975912960 2020-01-12 18:59:41 -0400 <RobSchultz14> @adasomg @realDonaldTrump Bot 🤖
1216510088183271426 2020-01-12 18:59:41 -0400 <TheAgeOfIrony> @realDonaldTrump just sanction them, because they don't care about any negotiations.
1216510087700930560 2020-01-12 18:59:41 -0400 <syedkomeil> @realDonaldTrump Just wait for your presidency to be over and than you will see your nightmare over your bed
1216510087000358913 2020-01-12 18:59:41 -0400 <Latricia_Rivers> @KayoTruth @SquareEcho @SueZieCue @returnofBuckeye @dianade34306691 @nancylevine @realDonaldTrump 😂😂 the only nerve you struck was me wondering who hurt you 😂😂
1216510086215917568 2020-01-12 18:59:40 -0400 <gdavis9755> @realDonaldTrump @CapeCodAngel3 @DevinNunes @MariaBartiromo @FoxNews What’s the process for appointment of FISA judges?  I really have no idea.
1216510086069260290 2020-01-12 18:59:40 -0400 <BeulahHazelhur1> @n1nj4skillz @SunilDhakad525 @realDonaldTrump Do you by any chance know that Mogabe is not and has never been a president in South Africa.  And you should try not to use such fowl language on social media.
1216510085322637313 2020-01-12 18:59:40 -0400 <cmt13cal> @cwebbonline @realDonaldTrump Trump doesn't give a shit about anyone's rights. His tweet is 100% propaganda.
1216510084857180160 2020-01-12 18:59:40 -0400 <energydonk> @kbaylor1 @realDonaldTrump Relax snowflake, certainly seems to bother you now doesn’t it. He’ll always have the * and it’ll never get erased.
1216510084131385344 2020-01-12 18:59:40 -0400 <dashdashdotdas1> @JeffreyGuterman @realDonaldTrump I care so little (for you), that you get a B L O C K ...
1216510083560960002 2020-01-12 18:59:40 -0400 <stacey4401> @JennyGuice @realDonaldTrump  https://t.co/2Me9ElvpN6
1216510083330400262 2020-01-12 18:59:40 -0400 <MoradiMonier> @JennyGuice @realDonaldTrump Iranians also trying desperately to free them self from 40 years of destruction ,brutality &amp; dictatorship of occupant terrorist regime of Iran! So we can make our country great again ! Thank you President Trump for standing with people of Iran much gratitude and appreciation!
1216510082495717377 2020-01-12 18:59:39 -0400 <TDGraves12> @kaehvogel @shahar_aviram @DTzvetkovsky @williamlegate @realDonaldTrump Yup yup yup.
1216510081660882945 2020-01-12 18:59:39 -0400 <FrannyMidway> @realDonaldTrump Thank you Mr President, much ❤️❤️❤️ for you! #MAGA2020
1216510080637636614 2020-01-12 18:59:39 -0400 <Kmh333333> @realDonaldTrump Get off of Twitter and help the people in Alabama
1216510080335564800 2020-01-12 18:59:39 -0400 <AnthonyPaquin9> @trumpsacrook @KevenPelaez @JoeySalads @realDonaldTrump Thanks! For making the left look even the less wiser!
1216510078997671943 2020-01-12 18:59:39 -0400 <dvillella> @realDonaldTrump Why aren't you talking about the fact that Esper said there was no imminent threat?   https://t.co/oUC5x6lbOj
1216510077592653824 2020-01-12 18:59:38 -0400 <Voladdict> @JennyGuice @realDonaldTrump Ok
1216510077433196545 2020-01-12 18:59:38 -0400 <Ssp57444257> @GOPChairwoman @DonaldJTrumpJr @realDonaldTrump The lengths..it is just gross. Really. #TrumpImpeachment
1216510077106118658 2020-01-12 18:59:38 -0400 <mdabild> @realDonaldTrump Sorry, Mr. President, but it’s still you and Joe.  Deal with it...
1216510076728594432 2020-01-12 18:59:38 -0400 <Dirandir> @tooooohonest @llldaisy @eugenegu @realDonaldTrump Actually, election is a farce, nothing more. In the 2016, 2012, and 2004 elections, the loser had the majority population vote, but lost due to the electoral college.   It doesn’t matter who the country supports, the electoral college makes its own decisions.
1216510076028104704 2020-01-12 18:59:38 -0400 <SandraManning16> @realDonaldTrump @DevinNunes @MariaBartiromo @FoxNews The swamp runs soooo deep!
1216510073666723840 2020-01-12 18:59:37 -0400 <SherilaSVS> @realDonaldTrump #ImpeachedForLife
1216510071594569728 2020-01-12 18:59:37 -0400 <PaulBurnett> @realDonaldTrump We all know that “many believe” means you - just you, not anybody in their right mind.
1216510071477112832 2020-01-12 18:59:37 -0400 <frank48d> @SteveScalise @SpeakerPelosi says @realDonaldTrump won't be president next year "one way or another". Seems like she's working on something unlawful.
1216510070894354432 2020-01-12 18:59:37 -0400 <mbell1962> @itsJeffTiedrich @realDonaldTrump Justin Trudeau...he's got the experience!! 🇨🇦
1216510070835548166 2020-01-12 18:59:37 -0400 <billobrien1968> @Timmay98883772 @realDonaldTrump  https://t.co/5l9Dd5juv7
1216510070567186448 2020-01-12 18:59:37 -0400 <IamTheCrow12> @realDonaldTrump #Democrats4KillingProtestors Will be trending shortly
1216510067849285632 2020-01-12 18:59:36 -0400 <PerryColace> @JudyChu06634420 @realDonaldTrump Which ones would those be?
1216510066066477056 2020-01-12 18:59:36 -0400 <Omar81061886> @MHabibAHI @realDonaldTrump Coming soon again 😉  https://t.co/7fxli4XcLt
1216510065143840769 2020-01-12 18:59:35 -0400 <Rafael60368458> @realDonaldTrump Venezuela killed their protesters and you didn't do jack shit!
1216510064858673152 2020-01-12 18:59:35 -0400 <NoItsjustme75> @realDonaldTrump Plz do something for us. Be our voice to all world. We don’t have a voice, we don’t have any ally, we are alone and Islamic republic is killing our youthes in streets... A sufferd Iranin...
1216510064057561093 2020-01-12 18:59:35 -0400 <timothysscott3> @NancyDyson15 @realDonaldTrump Yep
1216510061469671424 2020-01-12 18:59:34 -0400 <TwitZanne> @LindseyGrahamSC @realDonaldTrump So much spin you must be dizzy.
1216510061205319680 2020-01-12 18:59:34 -0400 <haydenbear2> @gottahavej @TheMatchRant @adasomg @realDonaldTrump Wow this comment is so ridiculous
1216510061079490560 2020-01-12 18:59:34 -0400 <rgtsde> @SexCounseling @realDonaldTrump Another phony PhD from Trump U
1216510059972308992 2020-01-12 18:59:34 -0400 <tmckeever3> @realDonaldTrump You have the stigma of impeachment because you are corrupt and you lie. That asterisk will never go away.
1216510059427045376 2020-01-12 18:59:34 -0400 <printxprt> @currie14_kelly @PATRIOTREBEL9 @realDonaldTrump Send out an announcement when you discover a day she HASN’T been imbibing. (NP disclaimer: “Peepel ascuse me uv bei-&lt;hic°&gt; beingg a funksunul alklaholik! Th’Az preprostumush! Iken funks &lt;erp°&gt; funkshin with the bessst ofn’em! godddamit!”)
1216510059158458368 2020-01-12 18:59:34 -0400 <ArleneAugust> @realDonaldTrump You made a mistake if you see it or not. Ignorance is no excuse for anyone. Suck it up. Learn from it. First step is admitting you were wrong. You withheld funds until you were caught. People died. Could have gotten worse. You asked a favor of another country for your benefit.
1216510057799614469 2020-01-12 18:59:34 -0400 <MPwesident> @realDonaldTrump Nationaw Secuwity Advisew suggested today that sanctions &amp;amp; pwotests have Iwan “choked off”, wiww fowce them to negotiate. Actuawwy, I couwdn’t cawe wess if they negotiate. Wiww be totawwy up to them but, no nucweaw weapons and “don’t kiww youw pwotestews. UwU
1216510057636147200 2020-01-12 18:59:34 -0400 <CABlueBlaze> @pietridish @jodikantor @realDonaldTrump @JennMcClellanVA @SenatorLocke @genratify @VAratifyERA @VAratifyERAShen @ERACvilleNow @Kate_Kelly_Esq @JCarrollFoy @JenniferBoysko @HalaAyala 8/During the school-conducted hearing @virginia_tech, one of the perpetrators *admitted* to having #sexual contact with Brizonkala despite her repeatedly telling him “no.” The college ultimately failed to punish the perpetrators despite this admission...
1216510056557993984 2020-01-12 18:59:33 -0400 <andiandi2011> @RKJ65 @realDonaldTrump Not a word.  What a turd.
1216510056541446150 2020-01-12 18:59:33 -0400 <jchateas> @DDub_68 @_Magoomus_ @BJR3_Boston @realDonaldTrump So he’ll be the first president to be impeached in both terms. That is if he wins re-election. Highly unlikely. that’s why he keeps controlling his base. With all these outlandish tweets. But you see. He doesn’t have the votes he had in 2016. And he’s riled up people to vote blue
1216510054989430786 2020-01-12 18:59:33 -0400 <jakebertrand23> @jrandomworld1 @williamlegate @realDonaldTrump What am I supposed to study? How unfair Obama was treated for 8 years, and how much better a job he did than Trump has? How blatantly corrupt the Trump administration has been since taking office? I see that every day. I think you should get off Infowars and Breitbart, snowflake.
1216510053823340544 2020-01-12 18:59:33 -0400 <Wolverfan> @NGdetroit @HeshmatAlavi @realDonaldTrump No, it's about an Iranian general attacking our embassy in Iraq. Get it?
