985306707030106112 2018-04-14 19:59:59 -0400 <Hamlm2025> @realDonaldTrump All is fake
985306594475986944 2018-04-14 19:59:32 -0400 <deirdreharwood1> @Lwp2d @TomMurphy12 @Bruins_Fatalist @realDonaldTrump 😱😱😱😱😱😱😱😱😱for real???? Oh shit...🎼🎼🎼🎼🎼🎼🎼🎼🎼🎼🎼🎼🎼💃💃💃💃💃💃💃💃💃💃💃🎼🎼🎼🎼🎼🎼🎼🎼🎼🎼💃💃💃💃💃💃💃💃💃💃💃💃💃💃
985306593649725441 2018-04-14 19:59:32 -0400 <5mileOriginal> @realDonaldTrump  they need to impeach yo dumb ass
985306592424808448 2018-04-14 19:59:32 -0400 <anonys> @TreesofForrest @jooney35 @ZBlime @williamlegate @scottb80 @Naelargent @realDonaldTrump You’re saying the making of money is more important than the making of sense. That’s what all this boils down too.
985306588780154880 2018-04-14 19:59:31 -0400 <JosephJ35478285> @realDonaldTrump   https://t.co/FKgFLHrA6A
985306587916128256 2018-04-14 19:59:31 -0400 <MontrayDavis> @crisp_aw @CodyJoh50498583 @AmyGore3 @Ange_Amene @EdMarra @mollylyons @kosteve2 @RogueCIAsurveil @realDonaldTrump Idk what's so hard to differentiate between majority overall population and population concentration. I'm all for facts-- but they need to be actually true.
985306587244974080 2018-04-14 19:59:31 -0400 <FrankMedina1972> @nikkihaley @realDonaldTrump The red line that when his wife gives birth to his child he won’t cheat on his wife with a porn star until st least 2 days after she gives birth  and not one day before
985306584996896768 2018-04-14 19:59:30 -0400 <carol_d_spark> @realDonaldTrump It seem that one site, maybe conservative tribune stated that overall not as successful as planned.  Maybe due to prior announcement?  It seems the bldgs hit at time when empty.  Maybe got other advanced warning &amp;  evacuated, people happy to get an assist but not sure if  ploy.
985306576155267077 2018-04-14 19:59:28 -0400 <fitzbeat> Nice job, @realDonaldTrump! 8th Summit of the Americas in #Lima  shows how quickly US moral leadership has collapsed on democracy and anti-corruption. Hapless @VP even lectured by #Cuba for "sacrificing" Parkland high school kids to gun lobby.  https://t.co/BdKUBp2Ka8
985306575366746112 2018-04-14 19:59:28 -0400 <mndem123> @realDonaldTrump He use to be smart enough to tweet something like this????? I mean he makes kinda a bit of sense. His currenttweets are ridiculously stupid.
985306572925620224 2018-04-14 19:59:27 -0400 <AngelaLovesNY> @nikkihaley @realDonaldTrump *jerk off motion*
985306562813050881 2018-04-14 19:59:25 -0400 <jaasongreg> @funder @NBCNews While this is indeed good news, this would still have to pass in the House and then on to Benedict @realDonaldTrump I've no faith in him signing the bill into law which means it has to then go back to Congress for a 2/3 majority in order to override the 🍊 Dotard's veto.
985306558719578118 2018-04-14 19:59:24 -0400 <elyvalipay> @realDonaldTrump 112 tomahawk missiles launched at Syria.  Each costs $1.87M to make.  That's $224M total.  Estimated cost to replace Flint's pipes? $55M.
985306556253265921 2018-04-14 19:59:23 -0400 <J_L0pEz> @JoelJuarense @mrcomunicologo Si te regresa @realDonaldTrump aquí en San Pedro ocupamos jardineros
985306554286133249 2018-04-14 19:59:23 -0400 <anuska299> @coyof @NikuvRiggington @realDonaldTrump Seriously, if God placed Trump in the WH it was to punish us.
985306548384686081 2018-04-14 19:59:21 -0400 <eegodess> @tedlieu @POTUS @realDonaldTrump ‘s attacks were illegal. Must get approval from Congress!
985306544542797825 2018-04-14 19:59:20 -0400 <NelaBarry> @realDonaldTrump  https://t.co/YcDFKqo8yY
985306539622850560 2018-04-14 19:59:19 -0400 <EadmundHodgson> @Jerome69698483 @49brian1 @realDonaldTrump Yes he will because he got it from daddy. While my grandfather was in WWI, my uncle in WWII, and my father in Korea. They were too busy protecting our country to amass millions of dollars. So people like you could have your opinions
985306536754008066 2018-04-14 19:59:19 -0400 <bassami22986883> @realDonaldTrump Donki .
985306535021522945 2018-04-14 19:59:18 -0400 <TimTsotsoti> Via mindmybitchness   . . . @realDonaldTrump  #QAnon #GreatAwakening #InternetBillOfRights…  https://t.co/uYxdGD2yqy
985306529883672576 2018-04-14 19:59:17 -0400 <jitshurts> @nikkihaley @realDonaldTrump You are doing an amazing job. One, I'm sure, most wouldn't want, trying to work with a security committee that cannot work, historically doesn't. Genocide MUST stop in Syria. We, as the human race, cannot allow a repeat of WW2 atrocities. We are already late in stopping.
985306527547326464 2018-04-14 19:59:16 -0400 <carolc_aus> @jaarreaza @realDonaldTrump Y uds son una plaga de ratas rojas lame botas de los castros, grandísimos HDP
985306524619890688 2018-04-14 19:59:16 -0400 <Savanna79028417> @realDonaldTrump What about Switzerland?
985306523202146304 2018-04-14 19:59:15 -0400 <tabor_turner> @XovekMty @realDonaldTrump Yes and those officials also said that England dropped the gas canisters on that Syrian town. Believe what you want but know that NO ONE destroyed inbound rockets to Syria!
985306521461379072 2018-04-14 19:59:15 -0400 <dipesharyal121> @realDonaldTrump Don’t look @ your mind ,also look towards the citizens of Syria:::
985306521180430336 2018-04-14 19:59:15 -0400 <megtasa> @realDonaldTrump You’re a disgrace.
985306519083331585 2018-04-14 19:59:14 -0400 <hlenarz> @RockinTrump @PressSec @realDonaldTrump In response to former FBI Director James Comey’s assertion that President Trump was telling “lies, plain and simple” about his firing last month, Press Secretary Sarah Huckabee Sanders told reporters one of the biggest lies of all, saying, “the President is not a liar.”
985306515434242049 2018-04-14 19:59:14 -0400 <Tayl94078417> @4YrsToday @realDonaldTrump I hate Donald Trump.  Love does not have anything to do with my feelings for the man.
985306511055433728 2018-04-14 19:59:13 -0400 <mrdog5768> @ppr2103 @realDonaldTrump You want to be a hater all your life? I guess that’s easier than pulling your weight as a true American.  https://t.co/mv9DLrWSWx
985306510120144897 2018-04-14 19:59:12 -0400 <benjaminvossler> Hopefully @realDonaldTrump enforces it better than he did his mistresses’ NDAs. #MAGA  https://t.co/WBZLIBSdVu
985306509583306753 2018-04-14 19:59:12 -0400 <JustgoawayDT> @susanhalstead1 @PurplePequin @JTM_YVA @realDonaldTrump I had more $$ in my 401k under Obama. With Trump I've lost thousands. Trump is a liar and a cheater. The day will come when you see the truth. And us liberals will be here to welcome you without the vial hatred Trump supporters spew.  Only understanding....come to the light.
985306507695869952 2018-04-14 19:59:12 -0400 <victory1261> @SpeakerRyan @GOP @SenateGOP @gop @realDonaldTrump @WhiteHouse  https://t.co/sQ4a1Nw3la
985306500821409794 2018-04-14 19:59:10 -0400 <Ddolle2246> @cervaisabella @realDonaldTrump You know Trumpites will all claim bone spurs, just like their God Trump. They're  all wusses when it comes to actually fighting.
985306500234067968 2018-04-14 19:59:10 -0400 <mjbeemer> @nikkihaley @realDonaldTrump Amen!!!
985306498334064645 2018-04-14 19:59:09 -0400 <CibilSesco> @kilmeade @realDonaldTrump @foxandfriends   https://t.co/WzZBZaN8uK
985306495742029824 2018-04-14 19:59:09 -0400 <DadymaaoManuel> @MomioSinFiltro @biobio @realDonaldTrump EL PC CHILENO ..ES AL QUE MENOS RESPETAN EN EL MUNDO .... CUANDO TENIAN QIE PARARSE ARRANCARON A LA XUXA POR QUE LOS COMPAÑERORS CUBANOS NO SALIERON SE LA EMBAJADA A APOYARLOS .. Y ESO QUE ESTABAN SEGUROS QUE CON ELLOS  SOSTENIAN LA REVOLUCION EN CHILE ..
985306491228905474 2018-04-14 19:59:08 -0400 <chavacanibal1> @realDonaldTrump ??????  https://t.co/Ejgh9v2JIh
985306490293583872 2018-04-14 19:59:08 -0400 <WalterCharlesTo> @realDonaldTrump Great,  my daughter  lives there.
985306482332852225 2018-04-14 19:59:06 -0400 <patontheverge> @realDonaldTrump Chemical weapons used on innocent people deeply bothers me. Needs to be stopped somehow.
985306481959501824 2018-04-14 19:59:06 -0400 <IvarTangen> @nikkihaley @realDonaldTrump Let me propose some red lines to our @POTUS Invading sovereign nations Silence journalists with assassin’s bullets. Jail political opponents etc. Why are @GOP @GOPChairwoman @SenateGOP @HouseGOP @WhiteHouse @VP @mike_pence #PaulRyan quiet?  https://t.co/oe0BMwagK5
985306481808560129 2018-04-14 19:59:06 -0400 <Alialahmad94> @realDonaldTrump Fu*k u America
985306471763271680 2018-04-14 19:59:03 -0400 <DutchWondering> @nikkihaley @realDonaldTrump By doing what? Informing the enemy one forehand and then spending 220 m without really achieving something?  And on which red line was he reacting? Seems to me this was more like a reaction on Mueller crossing a red line..🤔
985306471226363905 2018-04-14 19:59:03 -0400 <hherreid> Completely unprompted my 8 year old niece just told me that sometimes her dogs diarrhea is bright orange &amp; if you just put hair &amp; eyes on it, it looks like @realDonaldTrump. To say I’m proud is quite an understatement. #KidsSayTheDarndestThings #ProudAuntie #TheKidsWillSaveUsAll
985306470081232897 2018-04-14 19:59:03 -0400 <Bassmaster12> In Syria, @POTUS @realDonaldTrump’s Coalition Is The Cornerstone Of The West   https://t.co/q6PORc6iaY  #MAGA  https://t.co/34LrZZAXB9
985306469733191685 2018-04-14 19:59:03 -0400 <cosmicspice> @JosephMarionRa2 @Fergus_2 @deancat2005 @F16fly @activecitizenG @SFCA4Trump @GreggJarrett @realDonaldTrump @AGJeffSessions @jeffsessions @HillaryClinton @GStephanopoulos @JamesComeyFBI @POTUS How did she have anything to do with Flynn? 😆
985306467610845184 2018-04-14 19:59:02 -0400 <elljayyxo> @nikkihaley @realDonaldTrump How long have you been boinking Donnie? Asking for a friend.
985306467279540224 2018-04-14 19:59:02 -0400 <tazmandb> @tedlieu @realDonaldTrump @POTUS If you are going to be in Congress you should study up on the constitution &amp; the authority Congress has granted to Presidents.
985306463202521088 2018-04-14 19:59:01 -0400 <CaseyHinds> @nikkihaley @realDonaldTrump The longer Trump is in office the more we see his madness, racism, lies &amp; crimes.  https://t.co/CJHnYVnN5U
985306462934224896 2018-04-14 19:59:01 -0400 <ChokshiTara> @realDonaldTrump Poor Drumpf. Scared? Stormy times. 🤔
985306461671698432 2018-04-14 19:59:01 -0400 <ArmenteroDorian> @realDonaldTrump U r dangerous to the world. When stupid couples with power that’s a lethal combination. I don’t think i would ever say this but @GeorgeWBush__  is a genius compare to you @realDonaldTrump
985306460706914304 2018-04-14 19:59:00 -0400 <keakls> Important for you to see this @realDonaldTrump  https://t.co/8hH3yD4ygY
985306460400771072 2018-04-14 19:59:00 -0400 <LongLiveLibs> @wyatterp2005 @DeannaSader @BoomerKk @EKloczko @Trump45MAGA @SierraJohnson_1 @realDonaldTrump Without spending money? Didn’t he just throw a ton of money at military?
985306449902530560 2018-04-14 19:58:58 -0400 <Stpolishook> @AlTrumpTrain @gkanders @Jeffrey44059633 @scientist_rogue @realDonaldTrump Btw i would agree restricting guns doesnt stop killing. There are other issues to address certainly. But if we KNOW those issues are there and that unrestricted guns makes them deadly... why it both work of the lives issues AND tighten control of guns which kill so easily?
985306449701232640 2018-04-14 19:58:58 -0400 <GabrielaCamard2> @pagina12 @mauriciomacri @realDonaldTrump Es un miserable y patético títere de trump asesino terrorista
985306447029395456 2018-04-14 19:58:57 -0400 <NHTeaParties> @peabodypress @veteranstoday @nikkihaley @realDonaldTrump They left because we are using Isis to depose the leader that 90% of them support the only one who supports Christians! Wake up please!
985306439706017793 2018-04-14 19:58:55 -0400 <waltskelliepic> #trumpsupporters u don't want 2 support a criminal rapist/racist/traitor to America/hypocrite bully slimeball scumbag who screwed supporters at fake crooked trump u be4 as well in crooked @realDonaldTrump @POTUS the fraud and @FoxNews @PressSec @GOP r lying 2 u to
985306438057766913 2018-04-14 19:58:55 -0400 <USAbetrayed> @realDonaldTrump “Trump claims success in Syria” after airstrikes, but chemical weapons remain  https://t.co/f6Zy1DQZrA. Is this more “fake news?”
985306437747466240 2018-04-14 19:58:55 -0400 <GiTuM_Rae> @realDonaldTrump You're a dumbass
985306429761273856 2018-04-14 19:58:53 -0400 <HectorJAmezcua> 'They're taking it away little by little:' Californians rally for gun rights  https://t.co/BlmOtUDNnL @NRA @realDonaldTrump @XavierBecerra @JerryBrownGov @sacbee_news  https://t.co/IXfRBUHBh7
985306427605602305 2018-04-14 19:58:53 -0400 <BebeSusannah> @realDonaldTrump #idiotpresidency #whosaysthingslikethis
985306427240493056 2018-04-14 19:58:53 -0400 <Hyongbu> Remember when (part 3)... @votevets @amvetsupport @realDonaldTrump @WhiteHouse @tedlieu @HamillHimself  https://t.co/DGeW4aX21n
985306424119971841 2018-04-14 19:58:52 -0400 <BakiraChampion> @Comey no James is disgraced he had let down his country and his fellow law enforcement officers besmirched all their reputations thinking @realDonaldTrump he is a disgraced dirty cop you are the President use the bully pulpit put them in jail where they have sent so many #jail  https://t.co/TA4Zp2DCTi
985306423969177600 2018-04-14 19:58:52 -0400 <cladglas> @Hoosiers1986 @realDonaldTrump @POTUS @_SierraWhiskee @ClintonMSix14 @carrieksada @codeofvets @SandraTXAS @StacyLStiles @hrenee80 @GrizzleMeister @John_KissMyBot @GIJoeOPS even when protecting al-qaeda(&amp; all their various off-shoots, factions &amp; rebrands), the uncountable # of jihadi factions &amp; isis/affiliates?
985306418944159744 2018-04-14 19:58:51 -0400 <Chelleld16> @DemWrite @realDonaldTrump @EPAScottPruitt Trump swamp admin has no qualms w/ diminishing clean air standards as concession to Corp interests. Crooks
985306418067771392 2018-04-14 19:58:50 -0400 <StokleyCa> @nikkihaley @realDonaldTrump #LockHimUp  https://t.co/beaXA469vE
985306416578691072 2018-04-14 19:58:50 -0400 <jasonpage> @realDonaldTrump You wouldn't read this "Rubbish" cause it's Russian, right? Know from whence Intelligence Apparatus came and to what gain: Google "Operation Paperclip" and Get a F'ing clue. @RealAlexJones knows! The Intel knows how to spark your haste to wee and plea your heart.  https://t.co/z6kaqC7vsI
985306411176480769 2018-04-14 19:58:49 -0400 <MontrayDavis> @crisp_aw @CodyJoh50498583 @AmyGore3 @Ange_Amene @EdMarra @mollylyons @kosteve2 @RogueCIAsurveil @realDonaldTrump That is literally confirming what I said and ALREADY acknowledged now THREE separate times.   In terms of black pop and white pop -- yes, Black pop is affected more. But again, they can't and don't makeup majority overall pop;. It just isn't possible.
985306411134578688 2018-04-14 19:58:49 -0400 <TheJoshHarmon> @TheBadDadder @WSmith_1984_ @Between2lines @nocoinernormie @MyPOTUSisDJT @TKORachael @mynropmail @Jeffdow67806050 @Snap_Politics @Letterlout @njoanyork @Knowhatmatters @inittowinit007 @MatrixCure4You @PamB60 @POTUS @realDonaldTrump @_America_First @DonaldJTrumpJr @buzzman888 @AMccloggan01 @_SierraWhiskee @TrumpTrainMRA4 @RNRKentucky @AliciaTolbert @YouTube The other guys probably him 😂  Notice he quickly skipped right around this messy topic. 🤔
985306401688911872 2018-04-14 19:58:46 -0400 <michelleberonja> @tedlieu @realDonaldTrump @POTUS So do something about it !!
985306401416232960 2018-04-14 19:58:46 -0400 <TwinMomma07> @SchwiftyTruth @realDonaldTrump Hopefully sooner than later!
985306401240039430 2018-04-14 19:58:46 -0400 <TheFungiGuy420> @realDonaldTrump I feel very sorry and afraid for the military with you as their commander. I look forward to your impeachment.
985306397138137089 2018-04-14 19:58:45 -0400 <JohnGAcosta1> @TrisResists @GOP @StormResist @TurboResists @B52Malmet @TheSWPrincess @TrinityResists @EzraBridger2018 @DonnaNoble10th @EffieResists @LunaLuvgood2017 @ChocoHarveyMilk @realDonaldTrump #TrumpTaxScam designed to give more windfalls to the rich.
985306395372343296 2018-04-14 19:58:45 -0400 <alitapaz> @pagina12 @mauriciomacri @realDonaldTrump Nos pone en peligro. Es de una enorme irresponsabilidad #SyriaStrikes
985306389919748096 2018-04-14 19:58:44 -0400 <DennisMicciche> @SierraJohnson_1 @realDonaldTrump Hater
985306383166951424 2018-04-14 19:58:42 -0400 <SheilaGross8> @memzoo48 @Usefulbeforeuse @DennisPerkins5 @suprgrl08347556 @realDonaldTrump Shame on you!
985306382546161666 2018-04-14 19:58:42 -0400 <Mre_Styles> @realDonaldTrump What about the people ? That's all I wonder about .. You can take the fucking land but just GET THE PEOPLE OUT OF IT
985306376405704704 2018-04-14 19:58:40 -0400 <Mololoki> @DennisPerkins5 @krassenstein @FoxNews @TuckerCarlson @realDonaldTrump @RealJamesWoods @TheFive @PeteHegseth Blocked? Tweet deleted. Lol
985306374371409920 2018-04-14 19:58:40 -0400 <DavidPDuffy25> @PoliticalShort @davealvord164 Pretty, pretty sure the American people decided on you awhile ago. That’s why @realDonaldTrump is POTUS. 👍🏻
985306372442075137 2018-04-14 19:58:39 -0400 <becky00005> @JC20204 @realDonaldTrump Looks &amp; sounds like mob boss THE Don
985306369606733824 2018-04-14 19:58:39 -0400 <bj1012682> @SamanthaJPower @TheJusticeDept @realDonaldTrump @DHSgov @DevinNunes @ChuckGrassley @RepMarkMeadows @SpeakerRyan @SenateMajLdr @Jim_Jordan @TGowdySC How's that investigation going n2 Obama/Clinton Cartel's ILLEGAL UNMASKINGS? WTP have 👀 WIDE OPEN👁 Where are the DOCUMENTS relative to WHO &amp; WHEN  https://t.co/b2rcgVj3MJ
985306368205783041 2018-04-14 19:58:38 -0400 <78acores> @realDonaldTrump Michael Cohen due in FEDERAL COURT on Monday!  Yeah!  #MuellerIsComing #MuellerKnows @FLOTUS @IvankaTrump @DonaldJTrumpJr Mob Family!   https://t.co/jD0YCNJU6Q
985306367325102080 2018-04-14 19:58:38 -0400 <Adeline19297315> @HealingCombat @49brian1 @nena111971 @realDonaldTrump Move them in with you and that helps the problem
985306365324349441 2018-04-14 19:58:38 -0400 <realmarktaylor> @SebGorka @realDonaldTrump @seanhannity @FoxNews @FoxNewsInsider @foxnewsvideo The best indicator that we did the right thing is the total non-response from Russia militarily
985306364221280258 2018-04-14 19:58:37 -0400 <lanceswinford> @_ladydrea_ @GabbyIRosa @realDonaldTrump @RepSwalwell @POTUS @WhiteHouse @GOP @HouseGOP @SenateGOP Where was the uproar when Obama bombed Libya. That place is a disaster because of it. Almost every president since World War II has done the same thing. Now all of a sudden you can't do that because his name is Donald Trump.
985306364099440640 2018-04-14 19:58:37 -0400 <O_Luckyme27> @shoegoddesss @realDonaldTrump Nope.
985306363852189697 2018-04-14 19:58:37 -0400 <GuyFiles> @realDonaldTrump Even if the buildings were empty it was a test of military hardware and precision and a warning as to where precisely aimed technology might strike again...Mr. Assad...up yours! Thank you Mr. President. Pray we don't have to strike again. Now bk to M,A.G.A.
985306354683469825 2018-04-14 19:58:35 -0400 <TexanIndiana> @realDonaldTrump  @TexanIndiana  https://t.co/UpsSHJXEdn
985306351885692929 2018-04-14 19:58:35 -0400 <boredlatenight> Cannot wait to see this happen in real life. @realDonaldTrump the whole WORLD will cheer when we see this.  #Treason #LockThemUp #TrumpRussia #resist  https://t.co/uZyfrxwmB5
985306351365709825 2018-04-14 19:58:34 -0400 <IceColdNattyBoh> @realDonaldTrump right as Maddow started 🤔  Is he scared of Maddow too?  She probably is a little taller than Putin I guess.. 🤔
985306350329696263 2018-04-14 19:58:34 -0400 <bassami22986883> @realDonaldTrump donki.
