985306707030106112 2018-04-14 19:59:59 -0400 <Hamlm2025> @realDonaldTrump All is fake
985306705591386112 2018-04-14 19:59:59 -0400 <shsoab> @realDonaldTrump Thank you Mr president for your prompt and correct action let democrats share values with Terrorist like Iranian regime!! We have to vote again soon I know who I’m voting for!!
985306702831673345 2018-04-14 19:59:58 -0400 <PeeJayDee159> Dear @realDonaldTrump. You really must give serious thought to firing President Pruitt. He’s about at the point of getting more publicity than you. Why are you so scared of him?  #PresidentPruitt.  https://t.co/R6fcoJZYdW
985306701141168128 2018-04-14 19:59:58 -0400 <rhetrickery> Biggest investigation. Yuge. Everyone is saying it’s maybe the best investigation ever. Way bigger than Obama’s investigation. #TrumpTreason @realDonaldTrump
985306699199213568 2018-04-14 19:59:57 -0400 <buyrestaurants> @jkoolery @realDonaldTrump Were you ever not disappointed?
985306697987215360 2018-04-14 19:59:57 -0400 <LuckyBedford> @realDonaldTrump Sadly they still think you are a MORON. Your invite is not in the mail.
985306697710305281 2018-04-14 19:59:57 -0400 <Aasii> @nikkihaley @realDonaldTrump US, UK, and France acted prematurely under pressure! Destroying abandoned buildings is not mission accomplished! Time will tell who holds all the card and maintains upper hand! Solution to permanent peace maybe possible through diplomacy! @POTUS @UN @starsandstripes @NPR @XHNews
985306696548585472 2018-04-14 19:59:57 -0400 <CarlosAsolisO> @jaarreaza @realDonaldTrump Q canciller tan pajuo ! le rinde pleitesía al superchulo Raúl castro, mientras ustedes generan muerte y destrucción en Venezuela y hablas de @realDonaldTrump  como cortina de humo para ocultar sus tragedias internas: hambre, fraudes, inflación y corrupción cabrón
985306696108183553 2018-04-14 19:59:57 -0400 <ThePatriotJohn> @Cernovich I support @realDonaldTrump and I no longer support Mike Cernovich!!
985306692975054848 2018-04-14 19:59:56 -0400 <mashwacker> @sd21852 @thelightedbridg @patsphotos @DTrumpPoll @GartrellLinda @realDonaldTrump If you feel the need, go ahead. And God bless.
985306689229541376 2018-04-14 19:59:55 -0400 <Jepasozu24> @realDonaldTrump  «Mision Complete» #MetalSlug
985306688260485122 2018-04-14 19:59:55 -0400 <MamaDeLuca1> @nikkihaley @realDonaldTrump   https://t.co/iXYsybHhlJ
985306685227978752 2018-04-14 19:59:54 -0400 <Paulsmi85519750> @wyatterp2005 @DeannaSader @BoomerKk @EKloczko @Trump45MAGA @SierraJohnson_1 @realDonaldTrump I am a Life long conservstive. Destablizing the middle east started with Jimmy the Clown carter and has continued with every president since, with a Huge dose from gw bush. Trump was elected to stop this insanity. It's none of our business.
985306685131522048 2018-04-14 19:59:54 -0400 <EliMax54> @realDonaldTrump only got 45%  #HillaryClinton 48% was the winner  https://t.co/9DUBBzGhcf
985306684347375622 2018-04-14 19:59:54 -0400 <kamar19601> @realDonaldTrump sessions mueller and rosenstien need to go now
985306682900336640 2018-04-14 19:59:53 -0400 <cosmicspice> @JosephMarionRa2 @Fergus_2 @deancat2005 @F16fly @activecitizenG @SFCA4Trump @GreggJarrett @realDonaldTrump @AGJeffSessions @jeffsessions @HillaryClinton @GStephanopoulos @JamesComeyFBI @POTUS 😂 you’re really not too bright
985306681042243584 2018-04-14 19:59:53 -0400 <nunyabizwhacks> @HaleyItalee @Maxwellingt0n @caitytarpy @recoveryday1 @realDonaldTrump Prove it!!! Data as they say!!
985306679699963905 2018-04-14 19:59:53 -0400 <chichito0355> @jaarreaza @realDonaldTrump Despierta...zombie.
985306678504587265 2018-04-14 19:59:52 -0400 <_dam19> @realDonaldTrump Do tell....
985306675920896000 2018-04-14 19:59:52 -0400 <Mrusso19131> @realDonaldTrump Getting out before all the arrests come down
985306674868011008 2018-04-14 19:59:52 -0400 <JALowePlays> @realDonaldTrump Why don't you prove your ammosexuality by orally copulating a nuclear warhead and shoot its load into your big mouth.
985306673601568769 2018-04-14 19:59:51 -0400 <debbrra_debra> @RealMarquis7 @nikkihaley @realDonaldTrump Did you say that when President Obama took out bin laden
985306673555431424 2018-04-14 19:59:51 -0400 <SalGood69> @realDonaldTrump My mission tortillas for every accomplice...
985306670216761345 2018-04-14 19:59:50 -0400 <BobLennyplumb> @God_sgirl @ReneeCarrollAZ @realDonaldTrump @DeptofDefense @WarriorofGod97 @S_Cooper0404 @plr707 @VFL2013 @PaulthePoke @DanCovfefe1 prick!
985306668132159488 2018-04-14 19:59:50 -0400 <ThePssg> @GodcallsBS I highly recommend, worth the read and carries some HOPE in the wake of the psycho we have in the #WhiteHouse..@realDonaldTrump Resign #AmericaHadEnoughOfYOU #ResignNOW! #ResistanceUnited #TheResistance #BlueWave #NeverAgain #MeToo #TimesUp #WeThePeopleAreAwake ☮️🇺🇸🌊🇺🇸💙🌊
985306667310108672 2018-04-14 19:59:50 -0400 <WomansOpinion> @realDonaldTrump here are some numbers you should read!  https://t.co/jguM9HDfQM
985306665812660224 2018-04-14 19:59:49 -0400 <FowersJack> @realDonaldTrump @theresa_may @EmmanuelMacron You are monsters, killing millions of innocent people to eliminate the few who threatened society, I hope you can’t sleep at night because of the innocent blood on your hands...
985306665095516161 2018-04-14 19:59:49 -0400 <DDmoneymagnet> @nikkihaley @realDonaldTrump Thank you for all you do!
985306656962736128 2018-04-14 19:59:47 -0400 <BeverlyCarter56> @atrueblueaussie @DWeiss36 @sam_vinograd @realDonaldTrump For generations going forward US Foreign Policy is cake. Nothing else, just cake...okay maybe ice cream if we want to really to turn the heat up.
985306655373000705 2018-04-14 19:59:47 -0400 <blessed8756> @tedlieu @realDonaldTrump He won’t 100% you know he thinks he’s above the law
985306646191591424 2018-04-14 19:59:45 -0400 <dlnibarger> @realDonaldTrump The chemical attack was a false flag! It was wrong to attack!
985306640529477632 2018-04-14 19:59:43 -0400 <mathes_deloris> @realDonaldTrump The BS is really getting deep in the White House. Wonder how many more will resign in the next few weeks. Republicans seem to be bailing left and right.
985306637660573696 2018-04-14 19:59:43 -0400 <JenMars72> @realDonaldTrump @FLOTUS @IvankaTrump @Scavino45 This is what Pentagon is responsible for in Syria. Rebel groups beheaded a boy-your children's age thinking he was fighting for Assad. You NEED to watch this. This is what Assad, Putin, Rouhani are fighting.  https://t.co/YIMZBSWfDa
985306630743928832 2018-04-14 19:59:41 -0400 <doyle1020> @nikkihaley @realDonaldTrump How can you draw any line based on lack of information, lack of on-the-ground independent Investigation into what's truly happening? True leadership lies in getting all the facts before taking action...otherwise you're just being reckless and dangerous.
985306630198833152 2018-04-14 19:59:41 -0400 <oliveiragomes__> @_RitaViva @pedroccelestino @realDonaldTrump Digam andem lá , já tenho outra para mandar já 😂
985306625903767552 2018-04-14 19:59:40 -0400 <daniel03511104> @realDonaldTrump PLEASE TRUMP, I am covered with terror end the fight don’t attack Syria 🇸🇾 there are kids fighting for they’re life just too bomb some terrorist is not worth it America will suffer and will no longer be the land of the free. We all know you are a smart man
985306624855244801 2018-04-14 19:59:40 -0400 <penny_bernath> @realDonaldTrump Untruthful slimeball who, as time has proven, the worst president ever. Shhhhhh... Don't draw Attention to yourself with these self-destructive tweets. #projection #soonyoullbegoneandthewholeworldwillcheer
985306623324381184 2018-04-14 19:59:39 -0400 <dkb1355> @CongBoyle @jncbooks @realDonaldTrump Thank you!
985306621961261059 2018-04-14 19:59:39 -0400 <TexanIndiana> @realDonaldTrump  @realDonaldTrump  https://t.co/7saxoM22zu
985306615900463106 2018-04-14 19:59:37 -0400 <Laura_A_Diaz> @TSyenberg @HeckelJohn @RobertWOliver @luisyahdiel3 @realDonaldTrump Sorry, I don't drink.  You must, however.  Where's your profile pic?   Oh, right.  #sockpuppet  #block
985306615233511424 2018-04-14 19:59:37 -0400 <Patborao> @GervacioFlete @jaarreaza @realDonaldTrump Señor aprenda a escribir por Dios!!!
985306613870419969 2018-04-14 19:59:37 -0400 <jimmyjames_di> @Gerardo8aV @TheTriviaJockey @Biggerm555 @Si_Hammond @NotALoveS0ng @realDonaldTrump Now's insecure?
985306613249724416 2018-04-14 19:59:37 -0400 <AThou> As a kid, I knew a neighbor a few miles away from my home. He was an irascible old guy, WWI vet &amp; hard as nails. I would enjoy hearing him vent about our current despicable criminal @realDonaldTrump , but am glad he's not suffering through the destruction of a country he loved.
985306607859859456 2018-04-14 19:59:36 -0400 <mr_zachariae> @realDonaldTrump you gave more money to the dam military industrial complex then our troops where the hell is the wall?  when is the real ban going to take place i mean if we really look at it you have not fully done a single task you said you would?  Just remember  you wont win without  wall!
985306607855775745 2018-04-14 19:59:36 -0400 <Hacker_man23> @realDonaldTrump If you unleash a war, thousands of people will die and you do not care, since you became president of the United States everything went to hell because of you. Is it really worth it? Everything would be peace if you were not there.
985306598389309440 2018-04-14 19:59:33 -0400 <suzibikerbabe> @realDonaldTrump Stay away from my back, I do NOT want your knife shoved into it. You &amp; repubs are trying to squelch our spirit but we will PERSIST and RESIST.
985306597936119809 2018-04-14 19:59:33 -0400 <lxlixcel> @realDonaldTrump Nice one J. Trump Let's not act as Trumpsters, give him credit when it's due
985306595881029632 2018-04-14 19:59:33 -0400 <RandyUn51244511> @Trumpism_45 @realDonaldTrump Hang 'Em high
