1041114435614470144 2018-09-15 19:59:59 -0400 <getthekey> @realDonaldTrump Best ever??? More lies?
1041114416346025984 2018-09-15 19:59:54 -0400 <chuck_rick> @MikeBittar @chrisdelia @realDonaldTrump (HMMMMMMMMM)
1041114415632932864 2018-09-15 19:59:54 -0400 <HistoricTrades> @Lrihendry @realDonaldTrump @EdRollins @LouDobbs Please offer concrete examples of this corruption, just saying it does not make it true. Please reread Proverbs.
1041114414982717440 2018-09-15 19:59:54 -0400 <e92sam> @realDonaldTrump Lower than the 3,000 deaths you caused in Puerto Rico.
1041114413745532929 2018-09-15 19:59:53 -0400 <AndiSutton1> @Scavino45 @POTUS @realDonaldTrump @VP @WhiteHouse @PressSec @fema @DHSgov @SecNielsen @FEMA_Brock I am more interested in the painting, it shows how leaders actually lead and get things done....
1041114411497398272 2018-09-15 19:59:53 -0400 <missionmidnight> @realDonaldTrump Your schtick has become so so boring #yawn
1041114411392544769 2018-09-15 19:59:53 -0400 <DSBlount> @realDonaldTrump Its so phony that eight people have pled guilty??
1041114410176065536 2018-09-15 19:59:53 -0400 <md_painter> @EdwardAshton30 @realDonaldTrump Except for the 60% that oppose him and a growing number of "the best people." Paul Manafort—Guilty &amp; Cooperating Rick Gates—Guilty &amp; Cooperating  Mike Flynn—Guilty &amp; Cooperating Papadopoulos—Guilty &amp; Cooperating Michael Cohen—Guilty &amp; Cooperating
1041114409580605440 2018-09-15 19:59:52 -0400 <MBC914> @realDonaldTrump Can’t be rigged if everyone has plead guilty. #BlueLivesMatter #BlueTsunami2018
1041114408573980672 2018-09-15 19:59:52 -0400 <NLong72> @realDonaldTrump @IngrahamAngle Obama referred to the voting states, territories, and DC  50 states 6 territories and the District of Columbia Totals 57  Obama visited them all   Bet you can’t name one voting territory
1041114408230051841 2018-09-15 19:59:52 -0400 <doris23x> @realDonaldTrump @DannyTarkanian Danny Tarkanian is on the hook for 14.5 million dollars in a bad business deal. He made the deal without even investigating and pricing out what he was buying into. This is not a person you want the US Senate, someone who is  so careless with money.
1041114407038803969 2018-09-15 19:59:52 -0400 <bunchygrumpkin> @realDonaldTrump @GeraldoRivera Dude, just stop tweeting and your life will get infinitely easier
1041114405042302976 2018-09-15 19:59:51 -0400 <aalvarez_fl> @realDonaldTrump  https://t.co/GTYmxFBe3t
1041114402265522176 2018-09-15 19:59:51 -0400 <tomcoates> @MerleSmithJr @realDonaldTrump @EdRollins @LouDobbs I did read. I will say again and I’ll be as blunt as I can be. Trump denies they died. The governor of Puerto Rico and university studies said they died. Are you denying they died?
1041114401728868352 2018-09-15 19:59:50 -0400 <MarzB65vh> @realDonaldTrump Phony? Lmao. Fuuuuk yoouuuu. #DotardDonnie #maga #guilty #treason  https://t.co/ccYEnG9y7Q
1041114399614877699 2018-09-15 19:59:50 -0400 <holly_bite> Hey @realDonaldTrump , how many rolls do you have lined up for the people affected by #florence ?
1041114399040258049 2018-09-15 19:59:50 -0400 <FlamingoGirly> @realDonaldTrump #TrumpResign #FakePresident #whinylittlebitch
1041114396829929472 2018-09-15 19:59:49 -0400 <DebGrimsley1> @FoxNews @jonvoight @realDonaldTrump Hey Jon  https://t.co/LzOkwUkEbO
1041114396787859458 2018-09-15 19:59:49 -0400 <ElisMadison> @realDonaldTrump I have a hard time believing you're really this obtuse.  Apparently you're banking on your followers believing this rubbish.
1041114395802324992 2018-09-15 19:59:49 -0400 <eloiseat6> @AmandiOnAir @realDonaldTrump I’m going to take a road trip to a cottage on Lake Michigan with some friends and enjoy a Twitter-free long weekend and relax blissfully without Agent Orange’s toxicity hanging over the world.
1041114395114450944 2018-09-15 19:59:49 -0400 <JoniWri25065819> @realDonaldTrump Why so worried on something faked? Maybe because it's not fake?
1041114392874635269 2018-09-15 19:59:48 -0400 <VileVictory> @EdKrassen @realDonaldTrump So let’s remove the walls from your house... you think it would be ok?
1041114389087105024 2018-09-15 19:59:47 -0400 <mom4boca> @EdKrassen @BarackObama @realDonaldTrump @RudyGiuliani  https://t.co/9ENswH6B3r
1041114388122558464 2018-09-15 19:59:47 -0400 <scjr14312> @realDonaldTrump @fema @FEMA_Brock This exactly what Trump adores, people that grovel and genuflect to him. Brock is a Trump grovel minion and genuflector for sure.
1041114385454915584 2018-09-15 19:59:47 -0400 <Gabytankersley2> @realDonaldTrump @DannyTarkanian His dad would be rolling over in his grave right now.
1041114384871944192 2018-09-15 19:59:46 -0400 <TheBestWordz> @realDonaldTrump Paul Manafort says hi, dummy. 👋
1041114384045666304 2018-09-15 19:59:46 -0400 <jennvets4truth> @FerGucci2008 @realDonaldTrump So Russia China India are cool with Venezuela so why could this be? Anything to do with The big oil businesses in the US no longer forced to sell their oil in the US first AT cost. They now get to sell to the highest bidder who looses??
1041114384041431040 2018-09-15 19:59:46 -0400 <tomlorijohnston> @realDonaldTrump If the rumor is true, your administration is responsible for the organization of the incredibly fast response to help Hurricane Florence victims. Some power has already been restored in Carteret County. THANK YOU!
1041114382300852224 2018-09-15 19:59:46 -0400 <CrowMeris> @SnafuSeviceDog @realDonaldTrump I DO NOT WANT HIS NASTINESS ON MY PHONE cell or landline. I already get weather alerts from a source I can trust. I guess we can block that number the first time it appears.
1041114380761550848 2018-09-15 19:59:46 -0400 <CasperBlack12> @realDonaldTrump Mr. President!  You got obuma's face twisted in a pickle!  Good! 😂😂. He's scared of something! 😂😂  https://t.co/l7Ntg4jOLE
1041114380526649345 2018-09-15 19:59:45 -0400 <msymtucker> @JMeloveyou @realDonaldTrump 😂🤣😂
1041114380371472385 2018-09-15 19:59:45 -0400 <jilre64> @realDonaldTrump @fema @FEMA_Brock No it's your job.
1041114379431886848 2018-09-15 19:59:45 -0400 <MagdaPunty> @realDonaldTrump @IngrahamAngle You really do have a major Obama complex, don't ya?? 😂  https://t.co/M1gxYJGEhU
1041114378391744512 2018-09-15 19:59:45 -0400 <Fergusismydog> @realDonaldTrump
1041114377582198785 2018-09-15 19:59:45 -0400 <Bouchee2000> @ResistanceRules @realDonaldTrump Snatched this so quickly my fingers tripped.
1041114376537726977 2018-09-15 19:59:44 -0400 <iona_geo> @realDonaldTrump #TrumpColluded  https://t.co/Qzzi3Uhi9M
1041114373589225473 2018-09-15 19:59:44 -0400 <zori65> @realDonaldTrump So are you saying that on the last 242 years since the creation of USA there were no country up to now ????
1041114373278785537 2018-09-15 19:59:44 -0400 <derryberry_e> @pgammo @realDonaldTrump @GeraldoRivera 😡
1041114373035642880 2018-09-15 19:59:44 -0400 <Coinspinn3r> @realDonaldTrump Most people truly hate you.
1041114372976914432 2018-09-15 19:59:44 -0400 <Mom_Mommy_Momma> @MoveOn @realDonaldTrump You lie. And then, you keep lying even when the falsehood is proved. This is why so many have stopped listening and someday, you’re really going to need them to listen.
1041114370888138752 2018-09-15 19:59:43 -0400 <zootsutra> @TheOfficialPORP @realDonaldTrump He has no empathy, so he can only relate to things.  Ratings, polls, crowd sizes...the number of sprinkles on his two scoops of ice cream...
1041114369797578752 2018-09-15 19:59:43 -0400 <burke21153> @realDonaldTrump Liar
1041114369398988800 2018-09-15 19:59:43 -0400 <nancysuzyq> Regarding Hurricane María response, she told me, “It’s not that we weren’t treated like US citizens, it’s that we weren’t even treated like humans.”    @realDonaldTrump
1041114369088614402 2018-09-15 19:59:43 -0400 <lunabear1975> @realDonaldTrump You don't get guilty pleas from a witch hunt. Your not very bright are you?  https://t.co/hBIEXwXecN
1041114368581222401 2018-09-15 19:59:43 -0400 <lineworksdone> @realDonaldTrump  https://t.co/KYeZxYgULY
1041114368514117632 2018-09-15 19:59:43 -0400 <ZazaChilvers> @LoveTru78875392 @JeffreyGuterman @realDonaldTrump You should get out more.
1041114366727335936 2018-09-15 19:59:42 -0400 <joanneweis> @realDonaldTrump LIAR While poll numbers are plunging and Obama's economic strategies are taking hold, Manafort and Cohen are joining Republican Mueller’s "witchhunt".
1041114365720780801 2018-09-15 19:59:42 -0400 <IriseneP> @realDonaldTrump Prez rrump some do not take warnings who do not hear will feel
1041114364596637697 2018-09-15 19:59:42 -0400 <SharifMart> @realDonaldTrump Lock you up that will take care of a lot of the crime.
1041114364160495616 2018-09-15 19:59:42 -0400 <ckblack> @realDonaldTrump Things will only get worse for you. Your heart is black. Your deeds are about to get the best of your remaining mind.  https://t.co/yokEEdUcKz
1041114363162185728 2018-09-15 19:59:41 -0400 <Tickersoid> @realDonaldTrump @GeraldoRivera This really gets to you doesn't it? Perhaps next time you'll try helping victims like an empathetic human in stead of ignoring them like a  sociopath.
1041114362151358465 2018-09-15 19:59:41 -0400 <Chick43235> @realDonaldTrump Hmmm what Manafirt has to say about that.  And you’re delusional
1041114360763039746 2018-09-15 19:59:41 -0400 <SusanFr43352889> @realDonaldTrump Where you going to get the money..
1041114360280764416 2018-09-15 19:59:41 -0400 <SuchorSusan> @realDonaldTrump @fema @FEMA_Brock how much did you have to threaten them to say that?
1041114359311818752 2018-09-15 19:59:40 -0400 <curtism1975> @AmandiOnAir @realDonaldTrump By voting.
1041114359139852288 2018-09-15 19:59:40 -0400 <MrsPelosi> @The_Trump_Train @realDonaldTrump “Hate our country”? That would be trump!!!!!
1041114358007291904 2018-09-15 19:59:40 -0400 <tonyfrancis66> @realDonaldTrump He’s back
1041114354261712897 2018-09-15 19:59:39 -0400 <Bailey2Annie1> @realDonaldTrump “Strong on crime, the Border, and our Second Amendment”.  Have I heard this before, or is it just me?  😂😂.
1041114353498566656 2018-09-15 19:59:39 -0400 <kiwi1017> @realDonaldTrump You are the Republican leadership.  🙄
1041114353309822977 2018-09-15 19:59:39 -0400 <enjanted> @realDonaldTrump Democrats will lose in November!
1041114352009527297 2018-09-15 19:59:39 -0400 <Pfredp> @realDonaldTrump @realDonaldTrump Manafort:Guilty/flipped Cohen:Guilty/flipped Flynn:Guilty/flipped Papad:Guilty/flipped Van ...  https://t.co/wcslAfBCia
1041114349207613440 2018-09-15 19:59:38 -0400 <mysterfy> @DearAuntCrabby @jennmasonNFB418 @realDonaldTrump O...m...g...
1041114348784152576 2018-09-15 19:59:38 -0400 <GargoylesGirl> @StopMSMLies @WakingLifeDream @realDonaldTrump I said YOU were "confusing", not that I was confused.  And no, I'm not wrong about his IQ. Thanks for your effort but I'm not going to pursue this discussion any further. Have a good night.
1041114347274215433 2018-09-15 19:59:38 -0400 <Phornt4reelz> @realDonaldTrump Damn, are your excuses getting old and boring.
1041114346653458432 2018-09-15 19:59:37 -0400 <WalidPhares> Mr. VP, ask President @realDonaldTrump to deploy US troops already stationed in #Iraq, to Nineveh plain, heartland of the Mesopotamian Christians. Help the refugees come back, set up municipalities, police stations. Then electricity could be used after they reclaim their lives
1041114345130938369 2018-09-15 19:59:37 -0400 <dnajack> @realDonaldTrump Trump is only fooling those who cannot think for themselves and need to be told what to do, what to believe and how to act.  As long as the majority of Americans continue to use common sense and reason to make their decisions, Trump and his lies will be defeated.
1041114344472371200 2018-09-15 19:59:37 -0400 <tonecop45> @zojjauniquelyu @SallyDeal4 @realDonaldTrump Exactly we go back to their mafia government
1041114344308662273 2018-09-15 19:59:37 -0400 <goneskiingsv> @realDonaldTrump death toll up to 11 or by Trump math (- 2345).
1041114343738228736 2018-09-15 19:59:37 -0400 <mandy9195> @realDonaldTrump It’s not going to stop the crime . Give your head a shake. Do gun control not the wall building . IDIOT ....
1041114343625113601 2018-09-15 19:59:37 -0400 <thepoliticview> @Metalbaby2u @emrazz @funtrouble1 @realDonaldTrump One mayor of one small town cannot fix an entire island's electric grid. Yes, what he did was wrong and he was arrested. But the money he stole from HUD has nothing at all to do with this.
1041114343549624321 2018-09-15 19:59:37 -0400 <weedoveropiates> @MichaelRapaport @realDonaldTrump You had to ask. 🤦‍♂️
1041114343524511745 2018-09-15 19:59:37 -0400 <ThoughtsOfTony> @realDonaldTrump @fema @FEMA_Brock Presidential support  https://t.co/7E6WDsHsgw
1041114342928916481 2018-09-15 19:59:36 -0400 <CuhUmadsexy_5> @Frankvdb711 @realDonaldTrump Just because trump says something doesn’t represent all of America I love Canada!!
1041114342182322177 2018-09-15 19:59:36 -0400 <PatMc1970> @realDonaldTrump Do you actually type these or just copy and paste ? My guess is the latter
1041114340634619909 2018-09-15 19:59:36 -0400 <sjoechou> @realDonaldTrump #LEADRIGHT #MAGA #CHINESEAMERICANSFORTRUMP
1041114338973626370 2018-09-15 19:59:36 -0400 <Sammalone3000> @tlj7295 @STEVEPMP @tomyodell @julm59 @freddyatton @realDonaldTrump Socialism isnt a predetermined, cookie-cutter thing. We determine where to use it
1041114338717835265 2018-09-15 19:59:35 -0400 <MainesRuss> @realDonaldTrump No you’re wrong it’s 3,000
1041114338269044737 2018-09-15 19:59:35 -0400 <for_viv> @JerseyG53137519 @kfhall0852 @realDonaldTrump #KeepFamilesTogether #DeportThemAll #FinishTheWall #Americafirst
1041114337878859776 2018-09-15 19:59:35 -0400 <Jj216pp> @realDonaldTrump Most people know; a: it is impossible to know how many people have died while the storm is still ongoing, b: the exclamation makes it seem you are excited about the deaths, and c: you are a sociopathic moron who probably IS excited about the deaths. #Florence #impeach
1041114337799102464 2018-09-15 19:59:35 -0400 <Jeffery0001> @realDonaldTrump @IngrahamAngle You’ve said you were fit to be president... and look at you?
1041114335718846464 2018-09-15 19:59:35 -0400 <6687minni> @MiaFarrow @realDonaldTrump All had NOTHING to do with Trump!!!
1041114334682857473 2018-09-15 19:59:35 -0400 <NiceDaves> @realDonaldTrump When will Canada start paying to build their wall.
1041114331625054208 2018-09-15 19:59:34 -0400 <CHRISTI32335963> @realDonaldTrump You dont give a sh...... about anybody, except Donald why fake it. You have no idea about care for others. You dont even care about your own family. All you family is very close to be arrested. That!!!!! You should be concerned.  https://t.co/JfmAv1hij3
1041114329809072128 2018-09-15 19:59:33 -0400 <DavidHertz6> @realDonaldTrump All white lives, Donnie?
1041114329565679616 2018-09-15 19:59:33 -0400 <hudon_marcelle> @realDonaldTrump On you tube there is a video Chinese taking over Philippines island you probably won't like it!
1041114329305645056 2018-09-15 19:59:33 -0400 <sgmret2011> @realDonaldTrump You and OUR elected representatives Work For Us. You Are Not An American Monarch. LISTEN to We The People, not just your "base." OR LEAVE!
1041114328013914118 2018-09-15 19:59:33 -0400 <KathyKro722> @realDonaldTrump #TrumpCrimeFamily #TrumpSwamp #TrumpTreason
1041114327955243008 2018-09-15 19:59:33 -0400 <AriesMarquis> @SeanHns @coolcorelewis @katolck @iGotBandz_Boa @ashleighech @Vantraxel @GET2DACHOPPANOW @thecjpearson @BarackObama @realDonaldTrump Lol! They can't say ONE good thing about this man! That is how much hatred they have for him! Lol!
1041114326860365825 2018-09-15 19:59:33 -0400 <Yaniela> @realDonaldTrump @POTUS will NEVER stop lying even when people, his base included, stop believing him! He's a sociopath, a psychopath, he CAN'T stop lying,  https://t.co/kMAb9tpXdy
1041114320783003648 2018-09-15 19:59:31 -0400 <TheBestWordz> @realDonaldTrump Why are you treating this like it’s good news? JFC, you really are a stupid fucking sociopath.
1041114320355188736 2018-09-15 19:59:31 -0400 <monicasloves> @OGintheOP @hrcsupervol01 @parscale @EricTrump @realDonaldTrump 😂😂
1041114319767969792 2018-09-15 19:59:31 -0400 <kwl43302> @realDonaldTrump @fema @FEMA_Brock This is garbage. Trump is a failure as are his policies
1041114318446637056 2018-09-15 19:59:31 -0400 <DavidKennerly> @Securityconcern @SamuelZehdenick @KingOfHits @G_Padraic @33ang3lcuddles @ProstasiaInc @JamesCantorPhD @FreeRangeKids @realDonaldTrump It's becoming increasingly clear the range of bad actors who are using pedo-monstering to destroy their perceived enemies or to serve their hidden agendas. One common denominator jumps out: an ardor for fascist authoritarianism.
1041114317779808256 2018-09-15 19:59:30 -0400 <ClimbnPrana> @realDonaldTrump The reason we call something a “witch hunt” is to say that there is nothing to catch, because there’re no witches... capisce?  Manafort is another guilty plea with a deal. Guess who they are cooperating against? You! But you know that, being you’re so smart.
1041114315669958657 2018-09-15 19:59:30 -0400 <katelovescolor> @realDonaldTrump Where’s your tweets about Manafort now that he’s flipped? You’re not saying what a great guy he is anymore!
1041114315573551104 2018-09-15 19:59:30 -0400 <cubskathy54> @realDonaldTrump Get this man a dictionary and a thesaurus
1041114314361364480 2018-09-15 19:59:30 -0400 <toothfun> @realDonaldTrump Don’t want the wall.
1041114314348945409 2018-09-15 19:59:30 -0400 <ggary59> @dvorakoelling @realDonaldTrump Sick sick disrespectful libs! No heart no soul! Disgraceful!
1041114313891688449 2018-09-15 19:59:30 -0400 <Rickover2> @realDonaldTrump @DannyTarkanian When you say “He strong on crime”, do you mean, He strong on committing crimes??
1041114312239185920 2018-09-15 19:59:29 -0400 <AlexBurton21> @realDonaldTrump But f@$k those Puerto Ricans right? 🍕💩
1041114310465019907 2018-09-15 19:59:29 -0400 <vtaub> @hubbins_saint @Yanez1Angel @realDonaldTrump Thank you for my evening laugh.
1041114309747793921 2018-09-15 19:59:29 -0400 <LaterranceM> @realDonaldTrump Dude put down your putin doll and watch news other than fox. The count has gone up. This is what happens casualties will go up as emergency services are able to get to different areas.  This is what happened in Puerto Rico
1041114309319909379 2018-09-15 19:59:28 -0400 <wenaboo1214> @realDonaldTrump EVERYONE SEEMS TO HAVE IT WRONG, BUT YOU .... RIGHT
1041114309185683459 2018-09-15 19:59:28 -0400 <Vic_Vinegar88> @realDonaldTrump The new demonrats method of calculating hurricane deaths is to attribute any death that occurs over the next 6 months to the total which will end up in the thousands.  TDS find a cure.
1041114308778893313 2018-09-15 19:59:28 -0400 <aalvarez_fl> @realDonaldTrump  https://t.co/eIH1tpaSI9
1041114308749520897 2018-09-15 19:59:28 -0400 <TheDebateHitman> @realDonaldTrump So wait...it’s the Democrats’ fault that Mexico isn’t paying for your campaign promise?  I’m lost.
1041114306669109249 2018-09-15 19:59:28 -0400 <valkyrie_hanna> @KellyScaletta @realDonaldTrump Oh ok..  shhhh.  Lol.
1041114305708601344 2018-09-15 19:59:28 -0400 <Tcam2018> @chazlouaz @Artco77 @charliekirk11 @realDonaldTrump He does lie. Like when he said if you like your doctor you can keep him.....oh wait wrong president. Here goes, when he said I never had sex with that woman...oh wait wrong president. Well I tried.
1041114305477967872 2018-09-15 19:59:28 -0400 <Julievotesblue> @SenThomTillis @POTUS Why haven’t you held @realDonaldTrump accountable for his failure in Puerto Rico? Those US citizens are just as important as North Carolinians.
1041114304827650048 2018-09-15 19:59:27 -0400 <Pop3Pam> @realDonaldTrump Oh so now your supporters are supposed bear the burden of your tanking poll numbers! Lumping them into your death spiral, won’t help it’s going to drive more of them away!
1041114304685072384 2018-09-15 19:59:27 -0400 <masonjar62> @thumper4066 @realDonaldTrump @BarackObama Now your down right joking right. Thanks for the laugh. My day was the shits. You helped me. Thank you✌️
1041114304316104704 2018-09-15 19:59:27 -0400 <jmrivera34> @WhatsYo70344542 @EdKrassen @realDonaldTrump OMG too funny 😂
1041114302973763585 2018-09-15 19:59:27 -0400 <KevinEvens> @realDonaldTrump Manafort sings! I love witch hunts!  #ImpeachTrump #TrumpRussia #TrumpColluded #MuellerTime #ImpeachTrumpNow #Monster #Monstertrump #ImpeachTrump
1041114302835556352 2018-09-15 19:59:27 -0400 <richarde4fun> @SheldonBeatty @margotmartinez @realDonaldTrump How many names can you find? The number came from a computer program not an actual list of people. and computers and programs are made by people they can be made to put out any result you want! you cant disagree with that, not FACTS but #FakeNews
1041114302202241030 2018-09-15 19:59:27 -0400 <BenedictMParis> @TCM6230 @funtrouble1 @emrazz @realDonaldTrump Let's see. People were without power for months (nearly a year), so things like food spoilage, medical conditions relying on electrical devices for living, electronic communication, and etc... become significant problems. I think the official count of 64 would be very low.
1041114302059569153 2018-09-15 19:59:27 -0400 <1KingTopGun> @VoiceofMe2 @SheriffClarke @realDonaldTrump You’re perspective is funny and complaints of protests are more hilarious!Violence by D’s for 2 years lead by Maxine Waters is no longer protesting but all out attacks! D’s used to R’s just rolling over but no more. 2 tiers of justice &amp; Obama weaponizing FBI/DOJ can’t be ignored!
1041114300990083072 2018-09-15 19:59:26 -0400 <OfffBase> Divided We Fall - They want us divided!  Qanon Sep 15  https://t.co/LgbtFO22of @Rond_m @StormySkies9 @Binkybam @Qwolf17 @BlissTabitha @4Monkeybuis7 @Liberty__Q @realDonaldTrump
1041114300960657408 2018-09-15 19:59:26 -0400 <Mojocitarita> @AmandiOnAir @realDonaldTrump I'm saving a Ted Nugent album to burn.
1041114298221682688 2018-09-15 19:59:26 -0400 <5783MGordon> @realDonaldTrump Obama’s poll numbers were higher than yours even with 4 years of Benghazi investigations.
1041114297651343360 2018-09-15 19:59:26 -0400 <lawrahhhhhh> @hlesveaux @realDonaldTrump 😂😂😂😂
1041114297554726917 2018-09-15 19:59:26 -0400 <AlanGerwien1> @realDonaldTrump If you vote Democrat or stay home you are supporting an agenda of Raising Taxes, Impeaching POTUS, open borders, Elimination of ICE, collapsing our economy from the weight of Socialism, destruction of the Constitution &amp; a police state. DON'T LET THIS HAPPEN  VOTE RED IN NOVEMBER
1041114296376188928 2018-09-15 19:59:25 -0400 <Mommandem> @realDonaldTrump I betcha Manafort will say differently.
1041114295772344320 2018-09-15 19:59:25 -0400 <DolcaGonz07> @douglasgulbran1 @hidehunt1 @realDonaldTrump @HeatherNotABot @DanCovfefe1 @poconomtn @stacy_redvirgo Not only that, she is paying him a home with public fundings and gave him a job as an advisor at her office. She is protecting a murderer! Very sickening and embarrasing.
1041114294786637829 2018-09-15 19:59:25 -0400 <PastaBoomley> @StillJohnCA @realDonaldTrump Well worth the $$  https://t.co/lNyfUheeip
1041114294648221696 2018-09-15 19:59:25 -0400 <N_Kindig> @realDonaldTrump You’re going to jail
1041114294543368192 2018-09-15 19:59:25 -0400 <opositorisima> @gabrielamistr20 @DonCorneliano2 @realDonaldTrump le va a tapar la boca a @jcsosazpurua despues veremos que explicación dará a sus negativas
1041114293893300225 2018-09-15 19:59:25 -0400 <JoshuaMKirkpat2> @realDonaldTrump Yes sir!
1041114293708775425 2018-09-15 19:59:25 -0400 <jhbitner> @realDonaldTrump Hillary won
1041114293071110144 2018-09-15 19:59:25 -0400 <Olliemom427> @DonaldJTrumpJr @realDonaldTrump Obama is not the liar your dad is.  Your dad tells blatant lies daily but refuses to back down.  Why do you expect him to get treatment he doesn't deserve or earn.  He is a pathological liar or delsional, no one should falsely feed into this crap..other than his fluffers at Fox
1041114292710453248 2018-09-15 19:59:25 -0400 <09umt09> @realDonaldTrump @DannyTarkanian Trump just has a cut and paste endorsement tweet just insert name.
1041114291821273088 2018-09-15 19:59:24 -0400 <StephenBerry63> @realDonaldTrump I hope that the hurricane didn’t destroy you’re golf courses or hurt your golf game.
1041114290659516417 2018-09-15 19:59:24 -0400 <jenwazy> @realDonaldTrump M A N A F O R T  F L I P P E D  🤣🤣🤣🤣🤣🤣 👏👏👏👏👏👏
1041114290592182272 2018-09-15 19:59:24 -0400 <prezputz> @realDonaldTrump  https://t.co/CGcsHDmW8T
1041114289111748608 2018-09-15 19:59:24 -0400 <lillisa1126> @CoonisDonald @622OHkaren @krassenstein @realDonaldTrump THINK - Why is trump trying so hard to discredit the one person who can prove his innocence? It's a pretty big gamble to assume democrats on Mueller's team are going to fabricate evidence instead of assuming they won't find anything solid to pin on him. Actions of a guilty man!
1041114288893583360 2018-09-15 19:59:24 -0400 <ShellyBksf> @realDonaldTrump fk'g liar-in-chief #DonTheCon
1041114284930027520 2018-09-15 19:59:23 -0400 <sydneywooddell> @realDonaldTrump This wall you speak of, how big will it be? As big as your ego?
1041114284426715137 2018-09-15 19:59:23 -0400 <dani_duggan> @realDonaldTrump  https://t.co/kqJbtV18Ft
