875140794558029824 2017-06-14 19:59:59 -0400 <MattNash> @MattBearPig1 @NickLough @realDonaldTrump Can't afford him
875140672176746497 2017-06-14 19:59:30 -0400 <b1sell> @NotAPajamaBoy @politico @realDonaldTrump It was the @GOP and @DonaldJTrumpJr who made it political. Everyone else coming together. Deny it
875140668733235201 2017-06-14 19:59:29 -0400 <TrudeauMania79> @Microsingular @EcoSexuality @realDonaldTrump Banning guns is the only solution.
875140664496975873 2017-06-14 19:59:28 -0400 <IamTeeGriff> @realDonaldTrump Spoken like a true Con Man... Make Watergate Again!!!
875140662605234176 2017-06-14 19:59:27 -0400 <aboveparvip> @realDonaldTrump Happy Birthday Mr President !
875140661888118784 2017-06-14 19:59:27 -0400 <LisaAnnKy> @Team_Trump45 @realDonaldTrump I know it's meant as hyperbole... But I actually believe it's an accurate depiction.
875140651716837377 2017-06-14 19:59:25 -0400 <Stephen70337956> @johnrobertsFox @realDonaldTrump Way to go J D
875140649418444800 2017-06-14 19:59:24 -0400 <SpecialAgentCS> @tedlieu @realDonaldTrump @POTUS Weird, he doesn't seem to mind lying about other things.
875140646666993664 2017-06-14 19:59:24 -0400 <DebbyMartinez12> @Olympiagirl @Mike_P_Williams @realDonaldTrump Keep letting Politicians manipulate Americans this is result. PRES. TRUMP IS NOT A POLITICIAN! HE IS A BUSINESS MAN TRYING TO HELP US.
875140646335655936 2017-06-14 19:59:24 -0400 <LeeProctorUS> Best one yet. @realDonaldTrump  https://t.co/JsQYpHxYnE
875140646125707264 2017-06-14 19:59:24 -0400 <ThatsMorgan4U> @hmbr123 @realHoodWitch @Polite_Jerk @MadreDelPeru @l_hatten @diegogogogogo1 @noblebarnes87 @HillaryClinton @realDonaldTrump And what was the Giffords shooting? Just want to get clear om the hypocrisy
875140645551128577 2017-06-14 19:59:23 -0400 <ZdWfx> @pnehlen @realDonaldTrump A bass and ass-in-hole
875140644439719936 2017-06-14 19:59:23 -0400 <SuzeeSusie> @MikeHardin @RichardPMacLean @joedeloach1999 @heimy25 @edixon1213 @KellyO @BraddJaffy @realDonaldTrump 2/2 unpopular unfair agenda and unqualified appointees.
875140643789705217 2017-06-14 19:59:23 -0400 <fabskubi> @realDonaldTrump, u're a great comedian. We laughed a lot. We really did. Really - a lot. But now get back to the roots and sell houses..
875140643781091328 2017-06-14 19:59:23 -0400 <DisillusionedOk> @getoffmylawn80 @puppymnkey @realDonaldTrump Yes! More balloons for you, @realDonaldTrump!  https://t.co/zuyYeMZa4Z
875140637867114497 2017-06-14 19:59:22 -0400 <Hugh_Morose> No, no, no, no, NO!!! Nobody that @realDonaldTrump nominates can be good for us. Just #GTFO.  https://t.co/LdsfX3Mfvv
875140627079598082 2017-06-14 19:59:19 -0400 <Riffcoms> Happy birthday, @realDonaldTrump🎂 Enjoy an extra scoop of ice cream. It's you're special day  https://t.co/uk8gvYEUcK
875140625984782337 2017-06-14 19:59:19 -0400 <TiffanyInk> @JordanMXR @realDonaldTrump He's going to block your tweets Jordan!  Watch out!!!!
875140625863254017 2017-06-14 19:59:19 -0400 <MijobaGladys> @realDonaldTrump Happy Birthday Army. Brave soldiers who sacrifice their lives for the country they love and honor!Bravo muchachos!
875140625313800193 2017-06-14 19:59:19 -0400 <lilmiss_jordan> Happy Birthday  !!! @realDonaldTrump 🎉⚖️🎉  https://t.co/BUAbOHNQmG
875140621098520576 2017-06-14 19:59:18 -0400 <JD4GA1> @FoxNews @newtgingrich @realDonaldTrump the @GOP created a country full of hateful people suspicious of government, used fear to get elected
875140618275573760 2017-06-14 19:59:17 -0400 <PupTart> @SheWhoVotes @realDonaldTrump He defended the escalator on MY birthday! I want my birthday back, unsullied!
875140614983217152 2017-06-14 19:59:16 -0400 <paulinef136> @ddale8 Oh great that is all we need one of @realDonaldTrump wealthy donors
875140612219174912 2017-06-14 19:59:15 -0400 <rondadavis3030> How in the HELL does she still have her job?  @MSNBC @POTUS @realDonaldTrump @OANN @FoxNews  https://t.co/bfbYgOl0fM
875140612173049858 2017-06-14 19:59:15 -0400 <TomthunkitsMind> .@realDonaldTrump We Have One Question: WHERE ARE THE JOBS???  https://t.co/pdKtZtZYfX
875140611770392578 2017-06-14 19:59:15 -0400 <zokersghost> @Jimmy27159658 @cupcaking3 @kim @realDonaldTrump @votevets Too bad the potus took an oath to serve all American people, so him as potus blocking people is unconstitutional
875140611489189889 2017-06-14 19:59:15 -0400 <SwansonFineArts> @brunelldonald @realDonaldTrump Beautifully stated. Thank you!
875140609442422784 2017-06-14 19:59:15 -0400 <TheManuelBrown> @realDonaldTrump things to looks forward to; your impeachment hearings, your removal from office, and @FLOTUS deportation.
875140609220247553 2017-06-14 19:59:15 -0400 <coopermargaret7> @kurteichenwald @realDonaldTrump And the prortional response to hacking our democracy was...???!!!
875140608674942977 2017-06-14 19:59:15 -0400 <Coreybez1> HAPPY BIRTHDAY 2 U.. HAPPY BIRTHDAY 2 U.. HAPPY BIRTHDAY MR. PRESIDENT.....@realDonaldTrump  HAPPY BIRTHDAY 2 U YOUR🎼UNDER🎼 INVESTIGATION 2🎂  https://t.co/Ks6lzKuVFx
875140603499163648 2017-06-14 19:59:13 -0400 <texasangel5246> @TheRealCtrump @agreatercountry @realDonaldTrump @jeffsessions Get away with what?  You cannot be impeached because you told a 6'8" wimp that he "hoped" he would let Flynn go.  You're an idiot
875140600734957568 2017-06-14 19:59:13 -0400 <ShaniaEverson> @SheriffBarttt @YS @hardiman1313 @DannyTomen @TuckerCarlson @realDonaldTrump @RichardGrenell Don't you mean Caitlyn Jenner? Her name is Caitlyn not Bruce
875140599187419136 2017-06-14 19:59:12 -0400 <StuSquad> @steelworkers @realDonaldTrump Bad take on this gang. Not a great time for a "slap on the back". The man is an incompetent monster. Tsk tsk.
875140596314251264 2017-06-14 19:59:12 -0400 <NJFixer> @TeaPainUSA @realDonaldTrump Great lyrics! Boy wonder Jared and Pence were for firing Comey. Good call! How about leaking this story? Not a fan, Donnie? Get used to it!
875140594904858624 2017-06-14 19:59:11 -0400 <BKrivatsy> @realDonaldTrump happy birthday 45! Looking forward to the next 12 months! 🤡🤣😈💩⌛️⚖️👮🏽‍♀️🍾 #Karmasabitch #lockhimup
875140594309505025 2017-06-14 19:59:11 -0400 <JamieBelvin24> @realDonaldTrump Happy Birthday @POTUS
875140587745411073 2017-06-14 19:59:10 -0400 <merissahardee8> @realDonaldTrump happy birthday shitbag
875140587502141440 2017-06-14 19:59:10 -0400 <MyTop5Comics> @realDonaldTrump Happy Birthday #POTUS.  https://t.co/mPv8Tc5SOr
875140582812692480 2017-06-14 19:59:08 -0400 <swaim1023macco1> @realDonaldTrump Wasn't it you or one of ur surrogates that said no one should be President if they are under investigation? Time to resign!
875140582297014274 2017-06-14 19:59:08 -0400 <Mona21411> @SenateGOP @SenateMajLdr @realDonaldTrump According to the NYT, not ONE state is for TrumpCare. Who exactly do you work for?
875140580745125888 2017-06-14 19:59:08 -0400 <ElronMcScience> @realDonaldTrump happy birthday, you're being investigated for obstruction of justice
875140574529171460 2017-06-14 19:59:06 -0400 <Ms_LBD> @washingtonpost " 🎵🎵🎵 .... happy birthdaaaaaaay to youuuuuuuu, @realDonaldTrump...🎵🎵🎵" 😂🙌🏻✊🏻
875140574491398145 2017-06-14 19:59:06 -0400 <SH_Elliot> When I visited my grandma in Minneapolis she had just two words to describe #Mueller. 🇺🇸   "Untameable beast!"  EAT CAKE @realDonaldTrump!  https://t.co/Op3CghCKYU
875140574436880384 2017-06-14 19:59:06 -0400 <loricushingbrad> @GOPPollAnalyst @realDonaldTrump The right is pushing people too far. People see GOP as stealing lives and things loved to give to the rich and are alienated. Get real!
875140572922753024 2017-06-14 19:59:06 -0400 <sherian_holt> @angelsrescue @EastAtlVillage @NefertitiWSB @kimklaus80 @GoodDayAtlanta @wsbtv @11AliveNews @ATLPluggedIN @RikkiKlausWSB @realDonaldTrump I hope &amp; pray they find the POS who did this horrendous abuse Win wil we get laws &amp; justice 4 animals RtRtRt
875140572612354048 2017-06-14 19:59:06 -0400 <Jrevels1> @CheriJacobus @realDonaldTrump Omg I just did a spit take!
875140571467304961 2017-06-14 19:59:06 -0400 <victormlee> @Janetspell3 @PinkBelgium @realDonaldTrump Shall we try that again, this time in English? :)
875140570280275969 2017-06-14 19:59:05 -0400 <grantharper555> @thehill @realDonaldTrump @CNN R ppl mad n blind not to see the need 4 extra vetting for security sake. Its not ban don't be mentally lazy.
875140570116755456 2017-06-14 19:59:05 -0400 <giantguru> @realDonaldTrump  https://t.co/KFkkjpat2m
875140569961381888 2017-06-14 19:59:05 -0400 <dangermarin> @realDonaldTrump I know it's not technically your fault, but I wouldn't be surprised if you told Twitter you "hoped" they'd leave those balloons up today.  https://t.co/g8ni9yQKt4
875140568367509505 2017-06-14 19:59:05 -0400 <Spot_martha> @Jimmy27159658 @cupcaking3 @kim @realDonaldTrump @votevets ...But, it is a horrible move for someone that says he supports veterans.
875140568254468096 2017-06-14 19:59:05 -0400 <J_Edward65> @Gingrich_of_PA It's time for those of who respect the rule of law and the tenets of our Constitution to rally behind our President @realDonaldTrump
875140562579595264 2017-06-14 19:59:04 -0400 <ktdavis17> @realDonaldTrump If an obstructionist "gives up" are they still obstructing? #askingforafriend
875140561543585794 2017-06-14 19:59:03 -0400 <JaneHull>  https://t.co/CfvAwEvZBr @realDonaldTrump  BOOM. #Traitor #Puppet #RussianMole Sad!
875140560234971136 2017-06-14 19:59:03 -0400 <rbradbrown> @MikeHardin @RichardPMacLean @joedeloach1999 @heimy25 @edixon1213 @KellyO @BraddJaffy @realDonaldTrump I thought legal fees were the reason Hillary Clinton said they were "flat broke"when they left the White House.  For like 12 seconds.
875140558901137408 2017-06-14 19:59:03 -0400 <keonte37567596> @realDonaldTrump Mr.President just like how Obama created isis you need to make a covert rogue stealth group to eradicate the leaders of the gobalist agenda
875140556543844352 2017-06-14 19:59:02 -0400 <thatjamiethomas> It may be your birthday, @realDonaldTrump, but it was the American people who got a sweet, sweet present today. #ObstructionOfJustice  https://t.co/wiFXfNPjJu
875140556070023168 2017-06-14 19:59:02 -0400 <cindieament> @tedlieu @realDonaldTrump I think his money laundering Russian money in his real estate dealings is much more investigation worthy. Either way, he sucks.
875140554866208768 2017-06-14 19:59:02 -0400 <SofieGrace74> @realDonaldTrump Thank you for keeping your promises &amp; trying so hard to deliver despite so much opposition.We see your efforts.
875140554765594626 2017-06-14 19:59:02 -0400 <jlease717> @Alyssa_Milano @realDonaldTrump Happy birthday to you orange felon!
875140554765590532 2017-06-14 19:59:02 -0400 <obbibb> @KoolaidUSA @Hughsie09 @EGodwin819 @PRESlDENTBANNON @EllenMorris1222 @realDonaldTrump Afraid ur right. The'll try to sway convo that direction. Scalice will b in pain every minute, he won't b thinking about his NRA Xmas gifts
875140554568474624 2017-06-14 19:59:02 -0400 <sidburris> @realDonaldTrump Not much of a birthday present, but then not much of a President:  you're under investigation!  🎂🎂🎉🎉🎊🎊|  https://t.co/BkgiQ7Kucs
875140552252993536 2017-06-14 19:59:01 -0400 <southbay36> @USATODAY @realDonaldTrump And hope you don't get one ounce of Russian oil revenues
875140551582023681 2017-06-14 19:59:01 -0400 <_metafizik> If anything we should ramp up criticism of @realDonaldTrump &amp; @GOP. They're ones enabling wild west gun culture. To hell w all of them.  https://t.co/nJP8nlMSeB
875140546297303040 2017-06-14 19:59:00 -0400 <AmYiBing> @realDonaldTrump Happy birthday, Mr president!
875140545940779009 2017-06-14 19:59:00 -0400 <ladyarch51> Happiest of birthdays @realDonaldTrump! 😂🤣🤣😂  https://t.co/xPUVCkr5hP
875140545726865408 2017-06-14 19:59:00 -0400 <dktturn> @TeaPainUSA @realDonaldTrump Wondering how Melania's memories in her new home are going today?
875140544749379584 2017-06-14 19:58:59 -0400 <bobs350z> @realDonaldTrump Happy Birthday Mr. President.
875140544229494785 2017-06-14 19:58:59 -0400 <dheg68> Happy Birthday President @realDonaldTrump 😍
875140542073634817 2017-06-14 19:58:59 -0400 <GSMDMama> @realDonaldTrump ACA was intended to be improved all along.  GOP talking points lied to Americans l.  But hey...they'll never know right?
875140539330379777 2017-06-14 19:58:58 -0400 <theclodster1> @realDonaldTrump And Happy Birthday to you too! Ollie &amp; I wish that U have many more birthdays! We hope to have you in the White House for the next 8 years!
875140537308794880 2017-06-14 19:58:58 -0400 <whartonrigby> @realDonaldTrump lies so much his mouth should be washed out with soap.
875140533844271104 2017-06-14 19:58:57 -0400 <Ambiti0nStudi0s> Happy Birthday @realDonaldTrump  https://t.co/1FDqHN30k1
875140529893384192 2017-06-14 19:58:56 -0400 <GwenItalianlady> @realDonaldTrump This is an establishment coup to take the White House from the American people. #FireMueller
875140529536761856 2017-06-14 19:58:56 -0400 <easygoing48> If you want to know how Satan works then just look @realDonaldTrump you have your answer
875140527242395648 2017-06-14 19:58:55 -0400 <Trumpenis> @TeaPainUSA @jameswo97227864 @realDonaldTrump   https://t.co/blf7A1S6je
875140525707464704 2017-06-14 19:58:55 -0400 <Jamal76782762> @RahmatullahN @realDonaldTrump @POTUS @SenJohnMcCain Pakistan is a terrorist country let's f.... Pakistani
875140523383771137 2017-06-14 19:58:54 -0400 <ravengirlnc> Happy Birthday! @realDonaldTrump   Special counsel is investigating Trump for possible obstruction of justice.   https://t.co/bmfCMh0wzw
875140520464363520 2017-06-14 19:58:54 -0400 <pestleperson> @realDonaldTrump Uhhh With your Taxes ?? Proof Obama tapped the White House ??? Thousands of celebrating muslims on 9/11?? Your record inauguration crowd ??
875140519810154496 2017-06-14 19:58:53 -0400 <cali_aprilb> @IngrahamAngle @realDonaldTrump Don't forget to wish him well on his investigation!
875140515200630785 2017-06-14 19:58:52 -0400 <lynsquilts> @realDonaldTrump Happy Birthday President Trump  https://t.co/juQOJ3boGO
875140515137593344 2017-06-14 19:58:52 -0400 <ivan_goldman> @tedlieu @realDonaldTrump I'm sick of MSNBC &amp; others telling us to watch the tube for stories the Wash Post dug up thru smart hard work. READ THE ORIGINAL STORIES
875140514873561089 2017-06-14 19:58:52 -0400 <tvento> Será que los pueden meter presos? @ONU_derechos @Almagro_OEA2015 @JMVivancoHRW @ADMKurtWTidd @marianorajoy @realDonaldTrump #SOSVenezuela  https://t.co/6ZhFoVJwm2
875140514315743233 2017-06-14 19:58:52 -0400 <AlloccoA> @Scuba_guy @michaelcrowel15 @JustinTrudeau Sounds like @realDonaldTrump is going to need help packing.
875140513774665728 2017-06-14 19:58:52 -0400 <pastorabharris> @Franklin_Graham @POTUS @realDonaldTrump  https://t.co/DqWnInQQne
875140512298217472 2017-06-14 19:58:52 -0400 <almemilagros> @GOPPollAnalyst @realDonaldTrump speak by yourself...I don't support him!
875140508976394240 2017-06-14 19:58:51 -0400 <DMR09> Happy birthday @realDonaldTrump  https://t.co/LDZYCZzMSI
875140501942435841 2017-06-14 19:58:49 -0400 <RespectPotus17> @Bexmich @GraceJelsnik @IvankaTrump @realDonaldTrump You r just plain jealous !
875140497831940096 2017-06-14 19:58:48 -0400 <mayura08> @UniteAlbertans @JustWhatNowWhy @POTUS @WhiteHouse @realDonaldTrump This is very cool😎😎
875140494686208001 2017-06-14 19:58:47 -0400 <SrPatriot> @jerome_corsi @realDonaldTrump Hard to believe that Trump just didn't see this coming; he's smarter than that.
875140490970230784 2017-06-14 19:58:47 -0400 <bogardeth> @realDonaldTrump DM me for a special birthday surprise! #america
875140489493831680 2017-06-14 19:58:46 -0400 <EDL1215> @NicolleDWallace Happy Birthday @realDonaldTrump
875140488650792965 2017-06-14 19:58:46 -0400 <jdavis8677> @realDonaldTrump Hey humpty Dumpty, You are the only fake in the room!
875140488361254912 2017-06-14 19:58:46 -0400 <dam90042> @realDonaldTrump POS OF THE US, #FakeNews and witch hunt by sore loser Dems? @BarackObama's fault? #LiarInChief  https://t.co/A481XSoqNh
875140484233953280 2017-06-14 19:58:45 -0400 <CoolGreenPines> @Friel9thFriel @Btrswet @KellyO @realDonaldTrump omg
875140482854256641 2017-06-14 19:58:45 -0400 <lkjtexas> @tedlieu @realDonaldTrump Im so excited!  https://t.co/ihsy1P7n6a
875140480606011392 2017-06-14 19:58:44 -0400 <xzrexx> @realDonaldTrump  https://t.co/2cB4GESzhs
875140478756306944 2017-06-14 19:58:44 -0400 <geekie0724> @KellyO @realDonaldTrump Happy Birthday Mr. President. Hahahaha.
875140475853910016 2017-06-14 19:58:43 -0400 <Mercury4405> @realDonaldTrump So great to hear your under investigation for obstruction today well deserved
875140474868080640 2017-06-14 19:58:43 -0400 <web_rant> @tedlieu @chrislhayes @realDonaldTrump #NotThisCongress   https://t.co/U2ISSe45ue
875140474293694464 2017-06-14 19:58:43 -0400 <docdguy> @RogerJStoneJr @realDonaldTrump Jail time roggy. Bend over and spread'em. You'll enjoy celltime..popcorn, movies, blowjobs for your best honey.
875140472829870081 2017-06-14 19:58:42 -0400 <Tamilyn621> @USATODAY @realDonaldTrump Happy Birthday President Trump@ We love you
875140472444002305 2017-06-14 19:58:42 -0400 <rrkennison> Nor everyone on the field was a public servant, @realDonaldTrump. I wish him well, but Matt Mika was a lobbyist. It’s complicated, I know.
875140471974092801 2017-06-14 19:58:42 -0400 <wins_karma> Clear and Present Danger (Calm Before the Storm?) @daboo707 @realDonaldTrump   https://t.co/FJ6qLlr2jk
