875140794558029824 2017-06-14 19:59:59 -0400 <MattNash> @MattBearPig1 @NickLough @realDonaldTrump Can't afford him
875140791894724609 2017-06-14 19:59:58 -0400 <piyushrubi00> Good Morning to all my friends and brothers. @RealDonaldTrump @narendramodi  21st June #internationalYogaDay
875140791605362688 2017-06-14 19:59:58 -0400 <Tres83Patriot> @hapenstance @pnehlen @realDonaldTrump Shut up.  He's our fellow Patriot. He's been a supporter for long time.
875140790388891648 2017-06-14 19:59:58 -0400 <thetoy1123> @BrowderMelinda @AMikosAmongUs @kelligirl525 @chuckwoolery @realDonaldTrump Well said Melinda
875140788518359041 2017-06-14 19:59:57 -0400 <TheBowman> @Chelseashow @realDonaldTrump 🤣
875140785703747584 2017-06-14 19:59:57 -0400 <GuascoA> @KellyannePolls @realDonaldTrump Happy Flag Day
875140784806408192 2017-06-14 19:59:57 -0400 <MikeOTheTeacher> @realDonaldTrump That dang blasted "checks &amp; balances" thing again! Damn those founding fathers, why did they have to SO thoughtful?!
875140783745138688 2017-06-14 19:59:56 -0400 <GSMDMama> @realDonaldTrump Are you getting your news from Breitbart again?
875140782923153408 2017-06-14 19:59:56 -0400 <suhaj_kimberly> @realDonaldTrump And Happy Birthday to you too🇺🇸🇺🇸🎂🎁
875140779215380482 2017-06-14 19:59:55 -0400 <scardo091416> @realDonaldTrump  https://t.co/gpnwU89Ota
875140778334572544 2017-06-14 19:59:55 -0400 <geraldmoondog> @LouDobbs @realDonaldTrump @POTUS Happy Birthday Mr.President Donald Trump.😀😁
875140777839558656 2017-06-14 19:59:55 -0400 <JaneHull> Special counsel is investigating Trump for possible obstruction of justice, officials say  https://t.co/vbzB65KYPt @realDonaldTrump  Sad!
875140777831264256 2017-06-14 19:59:55 -0400 <Goobinator02> @MoveOn @JackieFilson @SenSanders @realDonaldTrump Dont know Bernie ur supporter caused quite a traffic tie up today,
875140776300335104 2017-06-14 19:59:55 -0400 <PanaretosJim> @realDonaldTrump Mr.President, is it true that Mueller has granted immunity to Comey? If so, are you able to fire Mueller if you so decide?
875140772680654850 2017-06-14 19:59:54 -0400 <GinMorgan> @JacquelinSusann @realDonaldTrump Wow.  Coincidence that he's being investigated for OOJ on Flag Day?   No coincidence.   Good Old Glory still rules the USA.  Not Trump!
875140772441534465 2017-06-14 19:59:54 -0400 <Arosman17> @realDonaldTrump Mr trump the farc Andrés Saints are running yo Colombia se need YouTube help yo allow that.
875140769857843201 2017-06-14 19:59:53 -0400 <WiseOwl1956> @realDonaldTrump  And the class of people that surrond you, we can only go up. Keep pushing for heath &amp; tax reform. Have a great night. Amen
875140769136377856 2017-06-14 19:59:53 -0400 <FreedomTVR> @tedlieu @realDonaldTrump @POTUS Then I guess it's official that Trump has to resign as 'anyone under investigation by the FBI is not qualified to be President' #trumprussia  https://t.co/nqlDAqXMlz
875140766523437057 2017-06-14 19:59:52 -0400 <brian_guerraa> Major mosquito fest today 😡 . If @realDonaldTrump can eliminate them entirely, I’ll love the guy forever.
875140766242414592 2017-06-14 19:59:52 -0400 <AyeGrizzTV> Happy Birthday TRUMP TRAIN  - Love Arkansas  @realDonaldTrump
875140765588094978 2017-06-14 19:59:52 -0400 <Brunhilde7> @TeaPainUSA @realDonaldTrump Bravo, @TeaPainUSA. First rap and now spot on revision of a familiar melody. The musician in me bows to the composer in you. Gassho
875140764287864832 2017-06-14 19:59:52 -0400 <GrimTimes92> 71 years ago today, the world became a darker, more dangerous place. @realDonaldTrump was unfortunately born to unloving parents
875140762308026368 2017-06-14 19:59:51 -0400 <Carmen50> @TeaPainUSA @realDonaldTrump Brilliant
875140759904800772 2017-06-14 19:59:51 -0400 <LindsayBinz27> Happy Birthday @realDonaldTrump wishing you a great day! Thank you for all that you do!! Love you and God Bless. 🇺🇸❤️🇺🇸❤️🎂🎉
875140758843654145 2017-06-14 19:59:50 -0400 <robyn13337255> @mmpadellan @realDonaldTrump Great!
875140758793314304 2017-06-14 19:59:50 -0400 <anoonpac> @realDonaldTrump Please shut this special counsel down
875140757757317121 2017-06-14 19:59:50 -0400 <Kalaax008> @MikeCar04424498 @tkdmike @10223335 @AllanMargolin @ohiomail @MarissaR1 @BooVay7 @77CaptainMarvel @seth_leitman @leoniehaimson @KassandraSeven @webelievebeliev @justfara @CloudContact @jeffsessions @realDonaldTrump Lol
875140756477968385 2017-06-14 19:59:50 -0400 <ClarkeAniol> Keep up the fight @realDonaldTrump dose not want them here he wants them dead he forgets the people he blocks want ☮️he wants war 🍊💩#resist  https://t.co/O7rBu9pcl2
875140755379171329 2017-06-14 19:59:50 -0400 <johnvice941> @realDonaldTrump X it's a crying shame the stupidity and ignorance of the ordinary person that watches NBC ABC MSNBC they ought to be called the Liars Club
875140754565472257 2017-06-14 19:59:49 -0400 <Debrashotsthomp> @FoxNews @realDonaldTrump @USArmy Happy birthday Mr President
875140754452119557 2017-06-14 19:59:49 -0400 <hughsansom> .@realDonaldTrump under investigation for potential obstruction of justice  https://t.co/tDqF88DizC
875140746394959872 2017-06-14 19:59:47 -0400 <TrudeauMania79> @Microsingular @EcoSexuality @realDonaldTrump The weapons are the problem.
875140742037086208 2017-06-14 19:59:46 -0400 <BowTieHvn> Liberals are fast becoming as big a threat to the US as ISIS &amp; other terrorists!  @realDonaldTrump @DPCconsultants Pure death. #MAGA !!!!  https://t.co/vDPOOUCNVF
875140734701142021 2017-06-14 19:59:45 -0400 <johncraggsactor> @USMC_DD @MeatballMom2 This is @realDonaldTrump's military experience.  https://t.co/xBhsLh8fq2
875140734495539200 2017-06-14 19:59:45 -0400 <AndyKindler> "No I didn't say that and I didn't say the other." #ThingsLiarsSay @realDonaldTrump
875140733702991872 2017-06-14 19:59:44 -0400 <BuddhstAmerican> @realDonaldTrump @attorneygeneral - yep another black man hero  https://t.co/ZoDJ5oZmlV
875140733593935873 2017-06-14 19:59:44 -0400 <GayleMi58181934> @realDonaldTrump HA! That's a joke, right ?
875140728548204544 2017-06-14 19:59:43 -0400 <sspeed0121> @IvankaTrump @realDonaldTrump Wishing you a Safe and Healthy Birthday! May all your Wishes Come True! We Stand with you! Happy Birthday!
875140726249730050 2017-06-14 19:59:43 -0400 <HeadSurgeon> @tedlieu @realDonaldTrump AND ANYONE IN CONGRESS. It is time to put these serious criminals and traitors where they belong.
875140725846884352 2017-06-14 19:59:43 -0400 <RepubliNUTJOBS> @TeaPainUSA @Karma_E8 @realDonaldTrump Haaa!
875140721828929540 2017-06-14 19:59:42 -0400 <PeoplesNHS> .@realDonaldTrump is this the beginning of the end to your sorry presidency? #ImpeachTrump #TrumpRussia   https://t.co/XGsqjFnzDZ
875140721430454275 2017-06-14 19:59:41 -0400 <AAbbottBC> @chelseaperetti @realDonaldTrump has the smallest dick in the game
875140721321410560 2017-06-14 19:59:41 -0400 <bitchenboutique> Bigly Birthday @realDonaldTrump! Our gift: our opinions on the decor at Mar-a-Lago! Enjoy! #CouldThereBeMorePleats  https://t.co/LgcZpYJhuY
875140715243855872 2017-06-14 19:59:40 -0400 <_WhatDidlDo_> This is how @realDonaldTrump treats our #Veterans. Despicable.  https://t.co/ahl1x6VPjN
875140710701420547 2017-06-14 19:59:39 -0400 <BillyDenham1> @realDonaldTrump @POTUS Lets see! If you try to fire Mueller? Your Guilty! If you let Mueller do his job? You might be found innocent.  https://t.co/6YhxV6FSMs
875140710340726784 2017-06-14 19:59:39 -0400 <daveh115> @realDonaldTrump Tump shouldn't testify unless DEMs show evidence of collusion! Trump needs to put a stop the DEMs witch hunt already!!
875140709422071808 2017-06-14 19:59:39 -0400 <BizarroMarx> @KTLA @realDonaldTrump No evidence. We shall see, of course.
875140708285415424 2017-06-14 19:59:38 -0400 <waveblog1> @jerome_corsi @realDonaldTrump Donald has the swamp scared from within and we have them scared to come out to us!
875140707752783872 2017-06-14 19:59:38 -0400 <pastorabharris> @Franklin_Graham @POTUS @realDonaldTrump  https://t.co/nGG03riI1d
875140706972708865 2017-06-14 19:59:38 -0400 <greatagain42> @realDonaldTrump President Trump -- Mueller is Dangerous. Shut the Spec Counsel Down or add Clinton/Lynch/Comey to it.
875140697707487232 2017-06-14 19:59:36 -0400 <Spade2136> @realDonaldTrump pay attention and realise how many job's you could create and how many taxes you could raise and how many you could help.  https://t.co/LTicw60ll2
875140695618711552 2017-06-14 19:59:35 -0400 <FrenchDanilla> @L_ia_m @realDonaldTrump @POTUS ty
875140695178326016 2017-06-14 19:59:35 -0400 <charpolitevent> @ProdigalReport @RealKyleMorris @LilesSr @realDonaldTrump Thanks to the Republicans I named and more.As usual they caved to the Progressives. They want the media to "like them" to hell with us.
875140694364573697 2017-06-14 19:59:35 -0400 <fredjhoffman51> @tedlieu @305Pirate @realDonaldTrump Rutro   #PutzPOTUS
875140694259748864 2017-06-14 19:59:35 -0400 <Alvin_IS_Equal> @politico @RepChrisCollins WTF? Blame if any is @realDonaldTrump 's Rhetoric has given voice and essentially permission 4 ppl to act like fools Remember 2nd amd statmt
875140693269901314 2017-06-14 19:59:35 -0400 <opp_mkultra> @IfunnyJuicyHumr @EcoSexuality @Microsingular @realDonaldTrump Exactly and it's one of the most violent cities in the United States. Funny you don't see that much going on in Texas because we're armed
875140691105644544 2017-06-14 19:59:34 -0400 <SharrDonald> @NH_Wayne @realDonaldTrump President Trump is for the working everyday American people!! 🇺🇸🇺🇸🇺🇸
875140690182680576 2017-06-14 19:59:34 -0400 <BobGookin> Happy Birthday to you, It looks like you're through, Cuz Mueller's gonna get ya, And the rest of your crew. @realDonaldTrump  #ImpeachTrump
875140689951997953 2017-06-14 19:59:34 -0400 <DiannaVranich> @realDonaldTrump yeah we heard waste of your time 5 minutes
875140686219104256 2017-06-14 19:59:33 -0400 <JoeyTwoMiles> @Nigel_Lake @realDonaldTrump @Breitbart @slpng_giants I'm more concerned that there could be a market for Trump presidential portraits. Think of the children!
875140683798986752 2017-06-14 19:59:33 -0400 <TimSnowborn> @realDonaldTrump  Happy Birthday, you gelatinous, auto-erotic, thin-lipped, weasel-crowned, treasonous shit whistle.  https://t.co/TgitPYg26O
875140683295838211 2017-06-14 19:59:32 -0400 <realkhpatrick> How does @washingtonpost have details that Mueller is in fact investigating @realDonaldTrump for obstruction. Thoughts? @Cernovich
875140675800584192 2017-06-14 19:59:31 -0400 <TimAeaag> @realDonaldTrump The sentiment is most certainly not mutual.
875140672193536000 2017-06-14 19:59:30 -0400 <Kimberley1usa> @YS @hardiman1313 @DannyTomen @TuckerCarlson @realDonaldTrump @RichardGrenell You need to be educated more ny real educators What .you attend berkley
