995453564049920001 2018-05-12 19:59:58 -0400 <abufarispro> @Alkhaldi990990 @realDonaldTrump فري سمول هههههه
995453533141983232 2018-05-12 19:59:51 -0400 <deb_colomb> @realDonaldTrump Who would have thought that a hooker could get a better lawyer than you!?!?  https://t.co/iniXHxSZUi
995453531409838080 2018-05-12 19:59:51 -0400 <77Dionysos> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael You’re honored to be a part of an epic failure.... isn’t that just loyalty, like daddy’s love err money? 🤣  https://t.co/v86RrFRQTf
995453529220300800 2018-05-12 19:59:50 -0400 <runningsub4> @kylegriffin1 Hey.  @realDonaldTrump is very tyty
995453528641503232 2018-05-12 19:59:50 -0400 <pastajoe5> @realDonaldTrump I agree, your nominations are the worst in history.
995453524862435328 2018-05-12 19:59:49 -0400 <EW_HR> @realDonaldTrump Agree, your 300 nominations are likely the worst in history.
995453522970927105 2018-05-12 19:59:49 -0400 <matrix12020> @Forbee217 @EdwardTopczews1 @Dillynn_Summers @JacobAWohl @realDonaldTrump Don't waste your time with the agent orange juice drinkers, with Republican holding both the Congress and Whitehouse; and Dennison is the great negotiator, there shouldn't be any problem. Their only answer: blame Democrats.
995453522593316864 2018-05-12 19:59:49 -0400 <Rie70> @JacobAWohl @realDonaldTrump Have you served ? This country is NOT safer! He caused more problems than he fixed.
995453519686615040 2018-05-12 19:59:48 -0400 <WootieWoot69> I #Love @realDonaldTrump @RealJamesWoods #Patriots @WootieWoot69  https://t.co/JfJFJ8tswx
995453515072876545 2018-05-12 19:59:47 -0400 <VelvetBarracuda> @snowknuckles .@realdonaldtrump thinks he lives in Mar-A-Merica and everybody exists to serve him. Looking forward to him getting served...more indictments and American justice for dessert
995453513663635456 2018-05-12 19:59:46 -0400 <BigErnie2024> @StrommeSteve @IvankaTrump @POTUS @realDonaldTrump Perfectly
995453513370079232 2018-05-12 19:59:46 -0400 <Dimitrios1939> @realDonaldTrump only @dimwitdonaldtrump could screw up gas prices when america is pumping out its highest output of crude ever; #pathetic #gobacktocrookedrealestate.
995453510429835265 2018-05-12 19:59:46 -0400 <victoriastudio2> @MmeDefargeKnits #DearJohnKelly  cc @realDonaldTrump  cc @SenateMajLdr  cc @SpeakerRyan   Here’s a brief story depicting what’s made 🇺🇸 America 🇺🇸 truly great. It’s about the indomitable spirit of all its people: the sum of the parts equals the whole. Don’t break it, please.
995453509326733313 2018-05-12 19:59:45 -0400 <Jolease2> @TomFitton @nytimes @DevinNunes @realDonaldTrump   https://t.co/ngO119OB6J
995453505782480896 2018-05-12 19:59:45 -0400 <SteelToeTruth> @realDonaldTrump Hey .....  You're going to  DIE IN PRISON .  OH ....  I FORGOT.......  FUCK YOU , YOU TRAITOR.  https://t.co/necPxhAfhO
995453501667921921 2018-05-12 19:59:44 -0400 <callistogaawine> @yarrajewel @7NewsSydney @JuliaGillard @HillaryClinton @realDonaldTrump BeBest
995453500149530625 2018-05-12 19:59:43 -0400 <gustavomc98> @iitsmariana @adrianhc99 @abalcazar_11 @realDonaldTrump
995453498610204672 2018-05-12 19:59:43 -0400 <nanashemefan> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Yo daddy’s golden boy is in deep trouble. #TheResistance  https://t.co/nKiAGLhv6r via @politico
995453495712022528 2018-05-12 19:59:42 -0400 <JimmyBear2> @seekingFar I am still shocked by how bad and insane the @realDonaldTrump presidency is. I knew it would be horrible. But WOW!  I never thought the GOP would just sit back after all Trump has said and done and still they do NOTHING. Mind boggling and Scary!  #GOPTraitors
995453495070339073 2018-05-12 19:59:42 -0400 <discosisco56> @realDonaldTrump How much did you get ? Trump under the table money.
995453494881480704 2018-05-12 19:59:42 -0400 <hearourvoice4> @johnrobertsFox @WhiteHouse @realDonaldTrump @SecNielsen What did he say, it happens to all of them?
995453493610606592 2018-05-12 19:59:42 -0400 <HombreRad> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael We see you #KremlinBarbie  https://t.co/AH6XQMRLVS
995453492524437504 2018-05-12 19:59:41 -0400 <RobertHempel1> @FoxNews Lol. Wow these Democrats/Establishment #Obamadeepstate, #corruptmainstreammedia are throwing the kitchen sink to sustain their fraudulent attack against @realDonaldTrump.  Shameful they are allowed to continue! # KAG!
995453491387731969 2018-05-12 19:59:41 -0400 <Forbee217> @EdwardTopczews1 @Dillynn_Summers @JacobAWohl @realDonaldTrump It's pretty easy to understand..  Your easy 'answer' is nothing but regurgitated ignorance.
995453483087212544 2018-05-12 19:59:39 -0400 <echostarsolves> @realDonaldTrump I think even the poorest of nations have also increased thier military budget cos YOU the rich nations are really taking the lead ... How hypocritical you sound from your throat...
995453479677317120 2018-05-12 19:59:38 -0400 <california6182> @FoxNews @realDonaldTrump Iran’s next......
995453478989332480 2018-05-12 19:59:38 -0400 <TKoeckhoven> @realDonaldTrump Hurry Hurry 💙😇🙏🙏🙏🙏🙏🙏🙏  https://t.co/uddUXtacnz
995453478808961025 2018-05-12 19:59:38 -0400 <senorRV> @IngloriousHRC @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael   https://t.co/2iLEbDYnAU
995453478293000193 2018-05-12 19:59:38 -0400 <c38372346> @ResistRemoveDT @mgobluegirl6 @pollsofpolitics @Patriot1361 @realDonaldTrump @POTUS Sexist &amp; misogynistic
995453476426665984 2018-05-12 19:59:38 -0400 <bobbypearce> @therealJHFitz23 @GregShugar @realDonaldTrump Right Jack - ABC,NBC,CBS,CNN,BBC,NYTimes,WAPO, and all the others are reporting lies. Only FOX and The NATIONAL ENQUIRER tell the truth.  HAHAHAH.  The current cover of the Enquirer has a story about a girl of 4 giving birth to her own grandson.  TRUTH!  HA! SAD!
995453470747643905 2018-05-12 19:59:36 -0400 <Marlene57107342> @therealJHFitz23 @GregShugar @realDonaldTrump Hard working? Start checking his daily schedule. Some days he does an hour of work.
995453470541889536 2018-05-12 19:59:36 -0400 <Tanks_Takes> @jodotcom @Amy_Siskind Given @realDonaldTrump's opinion of CNN, I can't  help but think his opposition to this merger isn't connected in some way
995453468939898881 2018-05-12 19:59:36 -0400 <CheeseCakeWiz35> @realDonaldTrump Hey, there's the petulent child king we all expect on a daily basis.
995453465689194497 2018-05-12 19:59:35 -0400 <ShainEThomas> Mueller needs to subpoenae (British English) @realDonaldTrump. Since not even a fake president such as Trump is above the law, he would not ignore it without facing serious consequences.  https://t.co/YsG2xOmHQT
995453465336975361 2018-05-12 19:59:35 -0400 <jathomas551> @MagsBitchs @realDonaldTrump @jamesalandarby I think he's too stupid to know the site was too damaged to be re-used.
995453465265672192 2018-05-12 19:59:35 -0400 <Angelica_Venus1> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael You are a fraudulent grifter and should be ashamed of yourself - we are
995453464636309504 2018-05-12 19:59:35 -0400 <JLYNN75531227> @realDonaldTrump Don't you have "people" to get that story out?  What's your communication's department saying/doing?  Oh..I've heard...#shameful
995453464590278656 2018-05-12 19:59:35 -0400 <ThnderSaysHello> @realDonaldTrump #TrumpIsAMoron  https://t.co/Ih9XcD905S
995453464447737856 2018-05-12 19:59:35 -0400 <peshack> @c_fauquier @AlecJeffery @hmh1497 @TeutaIllyri @_JasonOsborne @realDonaldTrump @seanhannity @TuckerCarlson @IkeBobby But doing business with Iran will result in sanctions against you EU.
995453464384823296 2018-05-12 19:59:35 -0400 <1idiamindada> @mayor_justice @nelsonchamisa @BBCHARDtalk @stephensackur @realDonaldTrump If it does ZANU PF is doomed. Oh and so are you. Chinja🖑 maitoro ako chinja 🖐
995453463751344129 2018-05-12 19:59:35 -0400 <RamJJM> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Dignity.  You make me proud, Ivanka.
995453457757818880 2018-05-12 19:59:33 -0400 <ptnungesser> @realDonaldTrump The BILLIONS of dollars  of our money obama gave them.
995453454079479808 2018-05-12 19:59:32 -0400 <savageblessing> @1776MAGA1 @KristyBell19 @TalbertSwan @thebradfordfile @realDonaldTrump I think it's fascinatingOne person uses vitriolic rhetoric abd is the leader off a country and he's a straight shooter, another uses vitriolic rhetoric and he's a racist #Weird
995453452971986946 2018-05-12 19:59:32 -0400 <billadler> @realDonaldTrump Trump's wall is a wall of racism.    https://t.co/1QaL3fSroo
995453452749758464 2018-05-12 19:59:32 -0400 <nidula_b> @realDonaldTrump Keep digging!
995453450552070144 2018-05-12 19:59:31 -0400 <5zdF6EGCyFT3wOq> @realDonaldTrump تعطيني.بينتك.إيفنانك
995453450149400576 2018-05-12 19:59:31 -0400 <ericzackb> @realDonaldTrump So maybe you should practice what you preach and stop going golfing and fix things.
995453449394315265 2018-05-12 19:59:31 -0400 <LawtonDaniel> @7NewsSydney @JuliaGillard @HillaryClinton @realDonaldTrump I think the Don was holding back on what we all wanted to hear him to say to her , starting with the phrase "Listen Toots"
995453447926439937 2018-05-12 19:59:31 -0400 <seepaluce70> @realDonaldTrump Sucks to be Trump
995453447553146881 2018-05-12 19:59:31 -0400 <Kallen130vt> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Please stop. Come home. You are constantly enriching yourself &amp; we’re sick of it.
995453444860399622 2018-05-12 19:59:30 -0400 <Wtfiswrngwthus> @realDonaldTrump Why do you and (((others))) get to say who may and may not have nukes🤔
995453442272452610 2018-05-12 19:59:29 -0400 <thedenyseshow> @SLSmith000 @philemon_owona @realDonaldTrump Fake? Sure it is. Please get Help for your TDS. You have a very bad case! #MAGA
995453438673604608 2018-05-12 19:59:29 -0400 <hskrbob> @realDonaldTrump Why don’t you just go home, orange clown mob boss
995453435137986560 2018-05-12 19:59:28 -0400 <laurie_bleier> @JacobAWohl @realDonaldTrump And WTF do you all day deadbeat dad now that you cant trade all day. Quite a CV ya got there Aswohl.  https://t.co/iqAMQRXQs4
995453430930931712 2018-05-12 19:59:27 -0400 <olofumichael1> @realDonaldTrump  https://t.co/uXHFm3d8Iv
995453430117404673 2018-05-12 19:59:27 -0400 <Dchurch16335149> @KarenKls1119 @Patrickm73 @JTMYVA @realDonaldTrump You should live and let live people have different opinions but I'll tell you one trump is a positive change and that's coming from a Canadian. I would gladly change leaders if it was possible
995453428464799744 2018-05-12 19:59:26 -0400 <suebeachbumm> @realDonaldTrump No Person should hold Power over a Nation for this long.  **VOTE the RINOs out of Office!**  https://t.co/WJ3ANKuM7q
995453427584000001 2018-05-12 19:59:26 -0400 <tloretdemola> @ItsMeCathi @SpeakerRyan @SenateMajLdr @realDonaldTrump Pious hypocrite Paulie the “policy wonk” screwing the country and helping to sell it to the Russians along with the Vichy republiklans.
995453419027681286 2018-05-12 19:59:24 -0400 <ttopcat3> @therealJHFitz23 @GregShugar @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
995453417387536386 2018-05-12 19:59:23 -0400 <callistogaawine> @JyMartinez13 @7NewsSydney @JuliaGillard @HillaryClinton @realDonaldTrump BeBest.
995453410693603330 2018-05-12 19:59:22 -0400 <Sinders23> @macaulaytrollki @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Nope
995453405761101825 2018-05-12 19:59:21 -0400 <Sandrae38972624> @realDonaldTrump Hang in there all patriots, POTUS You also...Jimminey crickets do theypush all limits or what!
995453404892880897 2018-05-12 19:59:21 -0400 <VoiceofAlbion> @LionelMedia @realDonaldTrump No shi'ite Shylock - they're sunni.
995453402745331714 2018-05-12 19:59:20 -0400 <MarkChavezTX> @NathanLerner But @realDonaldTrump's higher oil and gas prices benefit #Putin and the #RUSSIAN economy directly. Everything with this #corrupt @WhiteHouse leads to Making Russia Great Again...  #FleecingOfAmerica #ConningOfAmerica #TrumpRussia  https://t.co/ZcsFM5ajcr
995453398530084865 2018-05-12 19:59:19 -0400 <Arianirani> @Jonathon5760 @ScheyChris @Babak_1992 @realDonaldTrump @FaranakAzad1 @AzadehKhorasan @Raman_Ghavami @yJ9G7RaOJzGeL52 @LonelyStig @ShivaAronvi @NikeNima @noornymar @sirmalcomx @SecPompeo @AmbJohnBolton @hardlove104 @drSAlsadoun @alharbi44k Well, we are countless ...Do you want to join?!😜
995453396231622656 2018-05-12 19:59:18 -0400 <rustyweiss74> @kylegriffin1 Considering he accomplished more in this one week than Obama did in his entire 8 years, I'd say 'Well deserved break, Mr. President.' @realDonaldTrump
995453390791610369 2018-05-12 19:59:17 -0400 <frosty121b> @realDonaldTrump You are the disgrace here Donnie.  What happened to draining the swamp?  Fact is, you brought in a swamp of your own, huh?  Hey, I know of a terrific swamp drainer for you, Donnie.  His name is...lemmee see here it was on the tip of my tongue...Robert Mueller.  Heard of him?
995453389910806528 2018-05-12 19:59:17 -0400 <cjsipos63> @therealJHFitz23 @GregShugar @realDonaldTrump Hey Jack... What the hell's a Bots and bits are you feeding your dog or what LOL
995453387071283200 2018-05-12 19:59:16 -0400 <faithhoffman20> @IndivisibleNet No doubt, senior officers and senior NCO spouses and screened to make sure they voted @realDonaldTrump .  No self respecting women of color would be there.
995453385116565504 2018-05-12 19:59:16 -0400 <43a6f0ce5dac4ea> @MackenzieSteel @ricklevy67 @Robjoy70 @illchangethis @BloggerMe3 @LadyPoop2 @nobby15 @WgarNews @WhteRbbnAdvocat @stanleywaite1 @watt_shane @AusUnemployment @unionsaustralia @notowelfarecard @FordfgFalcon @welfare_rights @ACOSS @Adv4Inclusion @NACCHOAustralia @FrankstonHelp @FrankstonPANet @AusPovertyAct @OddemocracyA @colleenmenzies @RachelQuayle08 @AntiPovertyN_SA @APN_QLD @AustralianLabor @gcLaborista @GoldCoastNurse @NWMHgrads @joewilliams_tew @mrngunnawal @Unkle_Ken @OnTopicAus @billshortenmp @Shorten_Suite @TasmanianLabor @CFMEU @JohnWren1950 @Talaolp @bugwannostra @JennyPineapple2 @juliabanksmp @HumanServicesAU @AlexanderDowner @GeorginaDowner @realDonaldTrump @TurnbullMalcolm hear from u soon...😋
995453384974008321 2018-05-12 19:59:16 -0400 <sbbcggwm> @realDonaldTrump   https://t.co/Jd4Y1En8ia
995453380049948673 2018-05-12 19:59:15 -0400 <Marvel28768> Yep we need #VoterID @realDonaldTrump  https://t.co/7iirUfl0jZ
995453377868775425 2018-05-12 19:59:14 -0400 <politstrip> @GregShugar @realDonaldTrump This pathetic tweet is the perfect example of the garbage that liberals contribute to today’s society. So negative 👎🏼
995453377545998337 2018-05-12 19:59:14 -0400 <collectdollsale> @RealDonaldTrump Rep. Mike Kelly on heated exchange with Rep. Maxine Waters -MAXINE WATERS IS TOTALLY OUT OF ORDER &amp; BEING DISRESPECTFUL ! SHE'S BEEN USING THE RACE CARD FOR 40 YRS &amp; ITS ALL BS!! THE ONLY DISCRIMINATION IS AGAINST WHITES TODAY!  https://t.co/7sOXp5fvNU
995453377071996928 2018-05-12 19:59:14 -0400 <pmerritt_pat> @newtgingrich @realDonaldTrump Ugly
995453373821448192 2018-05-12 19:59:13 -0400 <Blankednamer> @dhazard @AltMtRainier @realDonaldTrump You provided to evidence that he was lying
995453372747603969 2018-05-12 19:59:13 -0400 <JulieRi96189455> @jujutsucop @RealJamesWoods @realDonaldTrump Every morning &amp; night
995453366598762497 2018-05-12 19:59:11 -0400 <LogicSnse> @TrumpaThug @dropbear008 @GypseBautista @DonnaRo86165010 @TalbertSwan @EdKrassen @PalmerReport @realDonaldTrump That it does. Thank you as well.
995453365814480896 2018-05-12 19:59:11 -0400 <Scott44373057> @realDonaldTrump whatever happened to that one annoying liberal with the sunglasses who talked smack on EVERY ONE of your tweets? Trump knows a guy, who knows a guy lol.
995453364111597574 2018-05-12 19:59:11 -0400 <G_davidz> @realDonaldTrump I thank God every single moment that you @POTUS  is the president. #MAGA  🇺🇸🇺🇸
995453363398553601 2018-05-12 19:59:11 -0400 <PoliticalAnt> .@realDonaldTrump's cuts to #H2B guest worker visas hurt small businesses but not his businesses since he has no trouble getting them  | Lexington @heraldleader  https://t.co/w6SFBlHRmC This is the most corrupt administration ever. #SwampPresident #USkleptocracy @ShepNewsTeam
995453360923926528 2018-05-12 19:59:10 -0400 <434oscar> @alFranceschi @realDonaldTrump @marcorubio @AndromedaOffic1 @DolarToday
995453360571531264 2018-05-12 19:59:10 -0400 <JacqueLarose> @realDonaldTrump #resign, you ignorant jackass.
995453358927503360 2018-05-12 19:59:10 -0400 <twirtz12473> @realDonaldTrump 🖕🏻
995453354955431936 2018-05-12 19:59:09 -0400 <cyclonemomof5> @realDonaldTrump Yes, your nominations are the worst in history!
995453354145820672 2018-05-12 19:59:08 -0400 <callistogaawine> @BrentT55077 @7NewsSydney @JuliaGillard @HillaryClinton @realDonaldTrump Oh My Brent. BeBest. A cruel sentiment that Melania urges us not to give into
995453353126658049 2018-05-12 19:59:08 -0400 <mjjordan2001> @TBpston @realDonaldTrump Reread what I said, if you possess the intelligence to comprehend simple English.
995453350555586560 2018-05-12 19:59:08 -0400 <jjrussell99jr> Because he wants them to meet with his, @realDonaldTrump ‘s, lawyer! Grifter “drain the swamp” Donnie the liar.  https://t.co/nqveQJMSAG
995453350505148416 2018-05-12 19:59:08 -0400 <bandsmackay> @realDonaldTrump You represent the perfect storm of ignorance, incompetence and arrogance. Like Puerto Rico, it will take us a generation to recover from your devastation! #BlueWave2018 #RecoveryBegins
995453345539284992 2018-05-12 19:59:06 -0400 <Spikearoonie> @realDonaldTrump Trump should come clean about Russia and shady money before Mother’s Day or NOT PLAY GOLF. All he does is lie, like any con man, like any foreign agent, like any traitor. Dems cannot obstruct because GOP has majority in both houses. Trump’s questionable nominations = delays.
995453344989655040 2018-05-12 19:59:06 -0400 <JSpartan8> @PastorMikeHill1 @realDonaldTrump That is completely offensive. What God do you represent?  You are repulsive!
995453341873463296 2018-05-12 19:59:05 -0400 <Luvmyart19> @SpeakerRyan we will not allow you to work up a bill in Congress that goes against everything we voted POTUS in for. Close the border, no more illegal aliens getting in without going through legal channels and waiting their turn @realDonaldTrump   https://t.co/3x808Q1HK4
995453340942262272 2018-05-12 19:59:05 -0400 <KvvKwiatkowski> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Today is the 10th anniversary of Irena Sendler's death ❤️  Heroic POLE  who alone saved 2500 JEWISH children during the war despite the death penalty and was nominated for the Nobel Peace Prize 2006  POLES suffered during the war, just like the JEWS but no one knows about it  https://t.co/MovL4LqpEO
995453338677215232 2018-05-12 19:59:05 -0400 <olofumichael1> @realDonaldTrump   Unbelievable  https://t.co/uXHFm3d8Iv
995453335703519237 2018-05-12 19:59:04 -0400 <761ae0504cf94fb> تصویرجان کری، وزیرخارجه پیشین امریکا پس از ملاقات ساعاتی قبل با ۳ ایرانی در رستوران "لاوِنو" در پاریس بر اساس گزارش‌ها، افراد ایرانی با یک خودرو دیپلماتیک، محل را ترک کردند. @Radisorg ⁦ #POTUSmeetPAHLAVI ⁩  ⁦ @realDonaldTrump ⁩ ⁦ @StateDept ⁩  ⁧ #رضاپهلوی ⁩  https://t.co/JRl6CrSX2E
995453330166984704 2018-05-12 19:59:03 -0400 <Bennythesnitch> @Coreybez1 @thebradfordfile @realDonaldTrump   https://t.co/bsmgllqRqt
995453328111828992 2018-05-12 19:59:02 -0400 <TBow907> @realDonaldTrump Haha and you still manage to take credit for it. What a loser you are.
995453327273025536 2018-05-12 19:59:02 -0400 <PuuderSpeers> @realDonaldTrump Yet Another disastrous decisions by an incompetent.  You are putting all of America in danger with your moronic decisions.  Why?  ...because you are a traitor and disgraceful con man who belongs in jail!
995453325624659968 2018-05-12 19:59:02 -0400 <Ray_Miller_007> @realDonaldTrump You realize they are promising to shut down their nuclear program so we lift our sanctions against them. After they get there economy back on track (that doesn't include the people they are starving), they will use that money to build bombs that can land on the Whitehouse.
995453324093771777 2018-05-12 19:59:01 -0400 <SteveKoch1> @GregShugar @realDonaldTrump once lefty media started openly propagandizing there was no reason for a non lefty to interview with them. Huge market exists for unbiased news but nobody is filling it.
995453321409384448 2018-05-12 19:59:01 -0400 <4439234d179d485> @realDonaldTrump Puerto Rico,  Flint Michigan,  decaying dangerous US infrastructure, ....You are a continuous blight!
995453315596111872 2018-05-12 19:58:59 -0400 <daniel_richeal> @IvankaTrump @POTUS @realDonaldTrump @netanyahu @StateDept @stevenmnuchin1 @USAmbIsrael Liar.
995453310399385600 2018-05-12 19:58:58 -0400 <Planet_Belfast> @realDonaldTrump Oh shut the fuck up you lying, criminal, traitorous, adulterous, women molesting, orange, bald, vain twat. Have a nice evening.  https://t.co/gqVwrx0C6B
995453310210625537 2018-05-12 19:58:58 -0400 <itsRamzSZN> @realDonaldTrump   https://t.co/YeLFrXx6Ks
995453309602488320 2018-05-12 19:58:58 -0400 <Tw4ter> @SPWenc1 @Trumpty_Dumptee @SLSmith000 @realDonaldTrump Hawaii is in the USA moron
995453308956487686 2018-05-12 19:58:58 -0400 <WoodyCNY> @realDonaldTrump They were going to do it anyway since the mountain was collapsing. #spanky
995453308838932480 2018-05-12 19:58:58 -0400 <11yahaue> @realDonaldTrump トラちゅあああん🐯
995453307278721024 2018-05-12 19:58:57 -0400 <NoelDavila> @realDonaldTrump The NOT GO HOME part is hilarious for a guy who flies to Florida every weekend.
995453305915572224 2018-05-12 19:58:57 -0400 <JardinAngels> @realDonaldTrump THIS‼️   https://t.co/EukYuT3WfB
995453305491939328 2018-05-12 19:58:57 -0400 <LuckyOZBloke> But if the supporters of draft-dodging Cadet Bonespurs aka @realDonaldTrump were ever going to react against any of the disgraceful bile he spews against anyone who opposes him they would have reacted in 2016 when he called John McCain, a genuine hero, a coward for being captured  https://t.co/s4O8zEitLD
995453305248772101 2018-05-12 19:58:57 -0400 <joykilljoy> @SPWenc1 @Trumpty_Dumptee @SLSmith000 @realDonaldTrump Hawaii is in the US. Oh, and so is Puerto Rico - jusr in case.
995453303726190592 2018-05-12 19:58:56 -0400 <Designdemocrat> @realDonaldTrump Says the asshole in chief from his golf cart!
995453302757314560 2018-05-12 19:58:56 -0400 <FinnJuliafinn12> @realDonaldTrump Burn in hell w/ family and all ur cronies
995453302648254465 2018-05-12 19:58:56 -0400 <cmberman> @realDonaldTrump You promised us you would repeal and replace ACA. Maybe Kim doesn't lie like you do.  https://t.co/Cjf7kEu6GG
995453302564446211 2018-05-12 19:58:56 -0400 <POP323> @realDonaldTrump Ain't nobody building no Fucking Wall .. You Racist POS
995453302350401536 2018-05-12 19:58:56 -0400 <AliciasHija42> @hollywoodhillsv @gussinmaz @realDonaldTrump Well someone wants negative attention. All lies just like orange idiot. I went to an event where Republicunts were desperate 2 push their agenda, no one was buying. The only place #DonnyDildo will B in 2020 is awaiting jail. Obama was #BestPresidentEver, tRump #WorstPresidentEver
995453301805072386 2018-05-12 19:58:56 -0400 <Loudcry7> @LucyLucy1111 @StevenHoagland @KA22_67 @Forever_N_Books @PalmerReport @realDonaldTrump We need BETTER gun laws. It should b legal in every state to open carry if u want 2. NOBODY's gonna mess with someone carrying a gun. People actually R responsible enough 2 carry. We've been doing it 4 years &amp; never hurt anyone who wasn't looking for trouble.  #MAGA #Trump2020
995453297698861057 2018-05-12 19:58:55 -0400 <Growsbeak> @waltshaub @realDonaldTrump Otto Warmbier...and many more.
995453296784490496 2018-05-12 19:58:55 -0400 <Arrowood_Gayle> @mike_pence @realDonaldTrump And when you wanted to strip rights from those Hoosiers that are different than you and don’t share your “Christian values “ you voted yes. #Penceisaloser
995453293538172929 2018-05-12 19:58:54 -0400 <southlenz1> #GreatAwakening #QAnon @realDonaldTrump #WWG1WGA  https://t.co/KMuSCBv0iv
995453292757970944 2018-05-12 19:58:54 -0400 <ahathaway66> @realDonaldTrump I thought Mexico was magically going to pay for the wall? Hmmm... Funny how your tune is changing.
995453291977785345 2018-05-12 19:58:54 -0400 <HughH123> @vallen1996 @realDonaldTrump It looks like you live in the basement of your parents house
995453291675963393 2018-05-12 19:58:54 -0400 <pointedcomments> @realDonaldTrump Nothing gracious about your “buddy” Kim. He’s laughing at you .
