968999251777871872 2018-02-28 18:59:59 -0400 <byrddawg1962> @DDevareaux @Darren_2502 @Acosta @PressSec @realDonaldTrump Why u so angry???????
968999248359493632 2018-02-28 18:59:58 -0400 <neilieooo> @realDonaldTrump @CNN @TuckerCarlson Still think it's fake? When the person admitted he omitted words that the question was submitted. #NRABoycott
968999245524029440 2018-02-28 18:59:57 -0400 <flyinmyownway> @realDonaldTrump #NoSecurityClearance #NoJob Jared and Ivanka must go --- #nepotism never works well
968999245490597889 2018-02-28 18:59:57 -0400 <mgobugsy> @realDonaldTrump  = Stalin  https://t.co/SfToQwN1UA
968999244978950144 2018-02-28 18:59:57 -0400 <Scot_Proud1> @DavidSagneri @TurdFerguson878 @itsphilipgraham @tombellino @steffan_nancy @trevorHartje @realDonaldTrump Agreed.
968999244043603973 2018-02-28 18:59:57 -0400 <tsteinbach4> @voxdotcom Cruz was Autistic &amp; in crisis, as he had been 4 a long time. It’s not just about access 2 automatic weapons. It’s about failures of our health care system, lack of supports 4 the disabled, esp. when crisis arises, &amp; Big Pharma $ corruption. #Autism not uttered by @realDonaldTrump
968999242353147904 2018-02-28 18:59:57 -0400 <Lammah77> @Rustyraylz @realDonaldTrump Love the trolls :D
968999242055475201 2018-02-28 18:59:57 -0400 <perrymason888> @mmpadellan @realDonaldTrump I  just nicknamed him Petrified Forest Gump 😊
968999241506082816 2018-02-28 18:59:56 -0400 <MisterdotK> @realDonaldTrump Until you say we need to elect more republicans.
968999239337566208 2018-02-28 18:59:56 -0400 <Laura_A_Diaz> @MsJonsie2you @Trenaway11 @realDonaldTrump I know, right?! I heard it with my own ears him saying, "I never said I was a conservative. I said I was Republican"  My jaw dropped!  And when I referred to it, #Cult45 would just say, 'He didn't mean it that way. You're ignorant.'  https://t.co/TmVmzvS7xo
968999239060619264 2018-02-28 18:59:56 -0400 <GiinaRomantica> LOCK THEM UP! LOCK THEM UP! LOCK THEM UP! LOCK THEM UP! LOCK THEM UP! LOCK THEM UP!  @realDonaldTrump @vp @wh @PressSec @Gop @senateGOP @SenateMajLdr @SpeakerRyan @HouseGOP @EricTrump @DonaldJTrumpJr @IvankaTrump @FLOTUS @GOPChairwoman @CPAC    https://t.co/zjB0qNhn7N
968999236523184131 2018-02-28 18:59:55 -0400 <rgwiese> @parscale @realDonaldTrump Am looking forward to it..
968999236317655040 2018-02-28 18:59:55 -0400 <DeklifTheFirst> @realDonaldTrump I need u in my butthole
968999235323551744 2018-02-28 18:59:55 -0400 <LadyJane_Grey> @realDonaldTrump Take guns, then worry about due process?  I'm not a gun-humper, but WTF are you thinking, man?
968999235130503168 2018-02-28 18:59:55 -0400 <slovely31> @JoanneLinDC @realDonaldTrump @POLITICOMag Maybe if the US wasn’t funding and supplying all the conflict in the Middle East, refugees wouldn’t need to leave their home countries 🙄
968999234967101441 2018-02-28 18:59:55 -0400 <MiltonPizarro3> @michaelhsweet @realDonaldTrump @BillyGraham @CNN Amen
968999233444597765 2018-02-28 18:59:55 -0400 <deepeethree> @realDonaldTrump Looks like they are all gonna lose now- #thankstrump #nothanks
968999233109061634 2018-02-28 18:59:54 -0400 <12Fathers> @SenWarren @realDonaldTrump Senator, Trump is an incompetent, boob who has, sadly, proven too many times that he would rather be on the golf course or throwing red meat to his double IQ supporters at a rally, than caring about the Country.  https://t.co/r20ENIJvzm
968999229455712256 2018-02-28 18:59:54 -0400 <aquart> @khlorider @AnAussieVsTrump @tribelaw @realDonaldTrump Nobody gets to stay home. Ask local thrifts if they've been tossed walkers, wheelchairs, canes. From 18 to a second before death, we vote.
968999228310802433 2018-02-28 18:59:53 -0400 <BlackGayLoser> @realDonaldTrump Gracie said you you're beatiful
968999225097846784 2018-02-28 18:59:53 -0400 <jamesalandarby> @snarky_op @MagsBitchs @realDonaldTrump I love the Lake Placid series. Gators worry me way more than sharks. I have a phobia of shit that can eat me. I would not live anywhere where there's gators, bears or mountain lions. Not afraid, just smart.
968999223411773442 2018-02-28 18:59:52 -0400 <Samiam1321> @realDonaldTrump How about an assault rifle ban?
968999221847207936 2018-02-28 18:59:52 -0400 <TaushaLH> @realDonaldTrump @RebelSavvy Why
968999219834097665 2018-02-28 18:59:51 -0400 <Alanwhi51464301> @jjalex206 @realDonaldTrump You know the term dangerous is an opinion first of all so you'll have to elaborate on that
968999219695702021 2018-02-28 18:59:51 -0400 <BarbaraAMckenn2> @realDonaldTrump  LOVE TO SEE YOU APPEARING AS THE SCARECROW IN WIZARD OF OZ- SINGING - IF I ONLY HAD A BRAIN!!!!😵😜
968999217401401344 2018-02-28 18:59:51 -0400 <jericho3635> @NRATV @DLoesch what are the @NRA thoughts on Trump’s meeting with Feinstein and others today and the false info she fees to @realDonaldTrump ??
968999216692518912 2018-02-28 18:59:51 -0400 <theMikeDavis81> @littledebskis @heslov_lysa @realDonaldTrump A bullet from a hand gun can kill you just as fast as one from an AR15. Your statement tells me you have no clue what you're talking about. A hand gun is 100x better than no gun. If a teacher was armed, there could have been far less deaths, or none at all.
968999214947733505 2018-02-28 18:59:50 -0400 <MarthinsDonald> @original_motto @krassenstein @williamhboney1 @realDonaldTrump The Bible is the first ordinance out of which the first president relied on heavily and later the founding fathers wrote the constitution in accordance with the Bible principles!!
968999213362241537 2018-02-28 18:59:50 -0400 <Hewdaman> @mutsashi1 @Bubba_Krause @EdgarOfTheMoors @DLoesch @realDonaldTrump hilarious what else you got?
968999211323854849 2018-02-28 18:59:49 -0400 <Wintery1atHome> @JessicaPhares2 @realDonaldTrump Own your gun, please. Do it legally and responsibly. It’s not about taking away your rights.
968999207980814338 2018-02-28 18:59:48 -0400 <thundermccrackn> @mmpadellan @realDonaldTrump And stairs.
968999207297343488 2018-02-28 18:59:48 -0400 <sillysherry62> @schoonercove1 @JTMann05 @realDonaldTrump That's heartless, mean &amp; shows you have NO class
968999203941871616 2018-02-28 18:59:48 -0400 <LoriBabich1> @Rigo28091847 @proudfeminist47 @realDonaldTrump Oh there is no Russia your news and Mueller lied. ..He got 13 Russians buying ads on Facebook. ..Yeah it Mueller time....
968999202725552129 2018-02-28 18:59:47 -0400 <Bubba_Krause> @michaeljknowles @realDonaldTrump Hopefully this goes the way of his "clean daca bill"
968999202616377345 2018-02-28 18:59:47 -0400 <jsayre66> @realDonaldTrump And I thank you!
968999202574528512 2018-02-28 18:59:47 -0400 <psbono21> @realDonaldTrump Ban ARs , get NRA Money out of Politics
968999200313761793 2018-02-28 18:59:47 -0400 <AnthonyNealCla1> @ForeverLogical @realDonaldTrump @POTUS Kind of like his predecessor did
968999198749163520 2018-02-28 18:59:46 -0400 <WoodlandNative> @realDonaldTrump This entire #SHITHOLE admin is owned by  https://t.co/AOnhQbqTkh
968999198262792192 2018-02-28 18:59:46 -0400 <jmon61> @TheRealTD1 @JRubinBlogger @realDonaldTrump How about 19 indicted and five guilty pleas SNOWFLAKE. People don't plead guilty for nothing. I guess for those like you there's only one truth... whatever Trump tells you it is. Sounds like brainwashing to me or a cult. Take your pick.
968999197889499137 2018-02-28 18:59:46 -0400 <Jiwood95> @R_L48Saxon @HillarysReich @2Chron169 @rentonMagaUK @POTUS @realDonaldTrump Because the Second Amendment doesn’t require it. There's no good reason to make fully automatic weapons or their equivalents generally available to the public. Can you name one?
968999197776142336 2018-02-28 18:59:46 -0400 <CoachesHotSeat> Agree with @realDonaldTrump on this...someone clearly NUTS take their Damn guns away! #JustCommonSense  https://t.co/SDGc7JDcDb
968999196761112577 2018-02-28 18:59:46 -0400 <jaytay777> @realDonaldTrump Good idea - keep your ass clear of California.
968999196144689153 2018-02-28 18:59:46 -0400 <45boosplace0816> @realDonaldTrump Excuseme excuseme i need your time fellows i dont feel safe in my community because i need a main area that maks since now you shitting me this is shadys fiance and im getting married because i dont like dumbasses
968999192835260416 2018-02-28 18:59:45 -0400 <julia_traff> @realDonaldTrump Even at that my support never would’ve gone to Hilary.
968999187110137856 2018-02-28 18:59:43 -0400 <DeklifTheFirst> @realDonaldTrump Fuck me daddy
968999186522877953 2018-02-28 18:59:43 -0400 <TheLordFearMe> @realDonaldTrump What's that got to do with you being a traitor?
968999186199924742 2018-02-28 18:59:43 -0400 <BlackBeauty0730> @RJDavisunicorns @wokeluisa @realDonaldTrump All while teaching them about their ABC’s? $500? Boy Bye
968999185293959176 2018-02-28 18:59:43 -0400 <marydalygervais> @arnfam3 @realDonaldTrump Google, twitter are purging fake accounts that may have fooled you. Many accounts were created by Russians to create discord among Americans. They did a very good job. Try to just accept real followers to ensure you are communicating with real people. Conversation is so important
968999183758831617 2018-02-28 18:59:43 -0400 <fritzinmo> @IvankaTrump Hope Hicks was sleeping with Porter. Not admirable. I hope there comes a day real soon we can say goodbye to you and your worthless husband. Jared is now a blackmail risk. Please monitor his activity. @realDonaldTrump @PressSec @DonaldJTrumpJr #Resist
968999180738932736 2018-02-28 18:59:42 -0400 <raymondr52> @realDonaldTrump Domestic violence  (background check)
968999178448728064 2018-02-28 18:59:41 -0400 <bethabies> @tizzywoman @gbmnyc @realDonaldTrump @BarackObama It’s fair to assume he has tbh
968999176452292608 2018-02-28 18:59:41 -0400 <dphaw> Why do you think the Dems don't talk to @realDonaldTrump about DACA anymore? Because he offered them a solution to end illegal immigration! They DO NOT want a solution! They want more illegal immigrants.
968999172451061761 2018-02-28 18:59:40 -0400 <EdanClay> I'm starting to think @realDonaldTrump might be Andy Kaufman in a fat suit and an orangutan mask.  https://t.co/2pW2j6tugM
968999170047541248 2018-02-28 18:59:39 -0400 <zypisfy> @Perdnoot @curvemudgen @LoylPatriot @TheLexZane @silkyboy78 @DeanoMartino1 @KittenKoder @homen2 @ScientiaPercept @Loriniowa @Cern_lXXl @mr_chrisriordan @tklforgiven @commonsensejan @WTPatty @feyeleanor @NoScienceDenial @MikeCox166 @LilithLiberated @Van_Vagabond @AmyAmy0572 @DubuissonPaul @Caitanyadas1 @eldrave20 @BibleFunmention @GodsPrivates @DaBauz @ArjanKerren @Jesus_is_G_d @ellen5e @ConnectApx @TedTheAtheist @evisceratheist @TedPerkins10 @oOParkerOo @highkarate @atheistic_1 @SueMeBro42 @Schmoop0521 @Conserberal @zibeeb @AmadeusAlmighty @sonjamotzkus @therealcreasey @chriswvtr @TakeThatDarwin @SteveMcRae_ @Inlibertyscause @GRIMACHU @realDonaldTrump Catholics are 60 % of all Christians. They are not considered Christians by evangelicals.  Ignatius in 107 called them Catholic.
968999167782719496 2018-02-28 18:59:39 -0400 <FearThisAndThat> @BaberSis @realDonaldTrump @POTUS @SteveScalise @WhiteHouse @NRA Shall be well-regulated!
968999166503473152 2018-02-28 18:59:39 -0400 <bms5562> I rarely praise @realDonaldTrump but he is right. It is time to stop the nonsense. Congress needs to get a bill on the floor ASAP. Frankly if you just take @DICKS talking points , America will be supportive. #GunContolNow  https://t.co/XZAryyTHjh
968999166293790725 2018-02-28 18:59:39 -0400 <cswarren70> ... @OrrinHatch @SenBobCorker @JeffFlake @LindseyGrahamSC @ChuckGrassley -your man chuckie just does not measure up-@SpeakerRyan @realDonaldTrump @PressSec @IvankaTrump @RajShah45 @hogangidley45 -govt officials can not use their office for revenge over political issues. R u CRAZY  https://t.co/eblWT4Fxaa
968999165815529472 2018-02-28 18:59:38 -0400 <prodsmama> @realDonaldTrump No more guns in schools ding dong 🥜🥜🥜🥜  https://t.co/5jJkZZv14q
968999165593378816 2018-02-28 18:59:38 -0400 <teasandsweets> @KNX1070 Welp! There goes that idea @realDonaldTrump!
968999165421240321 2018-02-28 18:59:38 -0400 <zachmillerdawg> @JacobAWohl @realDonaldTrump Word is you are criminal homie😂😂😂😂😂
968999162758025217 2018-02-28 18:59:38 -0400 <mariecountryman> @kjkfisher @shyscarlet @elainesgems @Poeia @tribelaw @JoyAnnReid @realDonaldTrump I'm down for it
968999160987963398 2018-02-28 18:59:37 -0400 <PatSoteropoulos> .@realDonaldTrump  https://t.co/ctMTR7P0qH
968999159914115072 2018-02-28 18:59:37 -0400 <ChillBill_CO> @KurtSchlichter @realDonaldTrump @instapundit What if they run HRC or Bernie again?
968999159893082112 2018-02-28 18:59:37 -0400 <dillonsmom13> @realDonaldTrump So, a teacher in Ohio just shot up a classroom. A teacher a week ago in SLC, Utah shot herself in the leg while going to the bathroom. And you want to ARM TEACHERS??? How's that working out for you?
968999159419359232 2018-02-28 18:59:37 -0400 <Kailee631> @GeraldoRivera @trumps_feed @realDonaldTrump Your brother??? Hahahahaha.
968999156135153667 2018-02-28 18:59:36 -0400 <CathyanneFerree> @DearAuntCrabby @BarackObama @realDonaldTrump My heart goes out to that little boy.
968999153710792705 2018-02-28 18:59:36 -0400 <DeklifTheFirst> @realDonaldTrump Hey daddy I luv u
968999153404702720 2018-02-28 18:59:35 -0400 <BrianBogan5> @realJoshuaHall @realDonaldTrump No, “We” don’t.
968999152553050112 2018-02-28 18:59:35 -0400 <CryForHelp> @halseytaylor92 @realDonaldTrump ROFLMAO...    Get back to your bubble..    Add these five words at the end of your twitter handle:  "I am a Russian Bot"..    #Allthehashtags
968999152528121856 2018-02-28 18:59:35 -0400 <kkbear> @realDonaldTrump @PressSec @KellyannePolls    https://t.co/EDDEWEbjYj
968999151194157056 2018-02-28 18:59:35 -0400 <TiddCindy> @CDNJustice @MonteAJP23 @lacptng @realDonaldTrump @VP @CNN @FoxNews You obviously haven't read the comments Trumpsters have tweeted directed to the Parkland shooting victims. I have never read such vile and hateful tweets. Regardless of your opinion on gun control these comments are disgusting. So I'm proud to be a so called Leftie.
968999150921674754 2018-02-28 18:59:35 -0400 <MARZHOTEL> @AP .@realdonaldtrump @potus @vp @speakerryan @presssec  SPIN THIS It's very very very terrifically true.
968999150900531201 2018-02-28 18:59:35 -0400 <sherpeace> @Huneydelicious @BryanThomp68 @mmpadellan @realDonaldTrump No, they are the ones who may want to carry one! The sane ones have more sense! Seriously, do you really want your kids in classrooms where you know the teacher has a weapon?! Especially after today's news?!
968999149835300865 2018-02-28 18:59:35 -0400 <_bsteeler> @jshawzy9 @realDonaldTrump It was indeed a teacher. Great idea Mr. President
968999148694396929 2018-02-28 18:59:34 -0400 <redstarburst444> @realDonaldTrump Actions speak louder than words. Support the bipartisan bill introduced by Flake and Feinstein. #GunControlNow
968999148006531073 2018-02-28 18:59:34 -0400 <DebraWeir1> @KellyO @realDonaldTrump @BarackObama It’s funny if it and he weren’t so pathetic. Will trump ever get tired of blaming Obama for everything ?
968999147843055616 2018-02-28 18:59:34 -0400 <A2AMOI> @Alanwhi51464301 @DcoxPhD66 @Trumpism_45 @realDonaldTrump робот
968999147046129665 2018-02-28 18:59:34 -0400 <Keds1250878727> @SemperFi_2017 @realDonaldTrump Problem with that is the GOP and their mega donors are the real Deep State.
968999142130438147 2018-02-28 18:59:33 -0400 <kbv214> @realDonaldTrump @POTUS Not believing one word.  https://t.co/FquPaPMqxv
968999140951842819 2018-02-28 18:59:32 -0400 <lightonterra> @realDonaldTrump STOP supporting RICH Israel with taxpayers money, &amp; put that  38 BILLION into OUR WALL.  Israel has bulldozed 100,000 Palestinian homes on the West Bank &amp; GENOCIDE the Arabs STEALING THEIR LAND. Israel BELONGS TO BOTH PEOPLES. I'm ashamed Jews are using US money
968999138749796353 2018-02-28 18:59:32 -0400 <khedenberg> @JamesDoss50 @Chestnutt1975 @realDonaldTrump Oh, it's long dead my friend.  These crimes have only intensified;  Reagan, W Sr., Clinton, W Jr., Obama, &amp; certainly the current one
968999137218842625 2018-02-28 18:59:32 -0400 <Georgiatalker> @realDonaldTrump I am deeply concerned that our President has not rejected thw ban of certain rifles such as Ar-15.  Do mot betray your base Mr. President
968999135352377346 2018-02-28 18:59:31 -0400 <agate333> @twelvebooks @realDonaldTrump Fake news.
968999135117393920 2018-02-28 18:59:31 -0400 <WooPeiPei> @JackAlrighty @thehill @realDonaldTrump Add me too
968999134018658304 2018-02-28 18:59:31 -0400 <GregWilliams12> @realDonaldTrump you have the right to bare arms and importantly a company has the right to recind discounts or to remove their products!
968999132756086784 2018-02-28 18:59:31 -0400 <KatDevlon> Hey @realDonaldTrump!  Hick’s “was often required to lie as a part of her job position”.   Fake news?  Bwahahaha!  https://t.co/1TipP3j5z6
968999131908800518 2018-02-28 18:59:30 -0400 <SlavicPurpose77> @realDonaldTrump   https://t.co/AifH6uTpXu
968999129157459968 2018-02-28 18:59:30 -0400 <Heeler123Phil> @GeraldoRivera @realDonaldTrump 1966 Texas tower shooter killed 17 wounded 31 with bolt action rifle. Stupid  argument
968999127718735873 2018-02-28 18:59:29 -0400 <jasneed21> @realDonaldTrump Because you know you can’t get it done.
968999124799336448 2018-02-28 18:59:29 -0400 <ItsJoeRoche> @realDonaldTrump Look everyone! Look how Don wanted us to hate Ted Cruz, said he was horrible, but now lies and says he’s okay. REAL NEWS.  https://t.co/HsaPx41aag
968999122694000641 2018-02-28 18:59:28 -0400 <ski_lind> @CarlDouglasKee1 @Mickey_Elvis @ShafPatel @realDonaldTrump And that's not him talking:  https://t.co/TdofsTeSJF
968999122014560257 2018-02-28 18:59:28 -0400 <Mikiblue14> @ScotMcNaul @PNutz_Games @MrFarmahini @realDonaldTrump Your position was established when you said “our turn now”. Ok I’m sorry I “assumed” you were racist like the rest of your party. If you think all politicians are corrupt then stop defending a corrupt system. I didn’t say all were corrupt, what I said was that all presidents
968999119569260545 2018-02-28 18:59:27 -0400 <JamieBabsLife> @PalmerReport @realDonaldTrump 😂😁😂
968999118650728454 2018-02-28 18:59:27 -0400 <Efekto10> #Internacional Plantea @realDonaldTrump mejora a control de armas   https://t.co/9awHDFDdCI
968999117027495936 2018-02-28 18:59:27 -0400 <DisabledResist> @tlfordsc @Paisley_Flower @USAFOREVER2016 @JacobAWohl @realDonaldTrump Neither does Trump.
968999116817747969 2018-02-28 18:59:27 -0400 <beardedcrank> @KurtSchlichter @instapundit @realDonaldTrump Ask his debt holders if trump is a man of his word
968999116624687104 2018-02-28 18:59:27 -0400 <svizzerams> @steffan_nancy @trevorHartje @realDonaldTrump He still lost the popular vote - so what's your point? He has no mandate for his policies as the majority of Americans didn't vote for him (over 11,000,000 voters more voted against him than with him). EC failed the nation.
968999115710484480 2018-02-28 18:59:26 -0400 <jasonemry> @realDonaldTrump Damn this potus is bitchy
968999115681083392 2018-02-28 18:59:26 -0400 <ReaperKat> @DagoLion @realDonaldTrump He cries every day about ratings and failing. Yea...  he wants so much to be popular 😂
968999113948876801 2018-02-28 18:59:26 -0400 <MLedetL> @EdKrassen @IRdotnet @realDonaldTrump Cause Slick Willy liked doing it in the Oval Office with a subordinate and lied about it. Big No No.. Why couldn't Hillary testify under oath....couldn't put that hand on a bible I bet.
968999113017712640 2018-02-28 18:59:26 -0400 <srrabon_> @GaetaSusan @realDonaldTrump @tedcruz @seanhannity @PrisonPlanet @FLOTUS @marklevinshow Civil war is coming..... Better be prepared. just sayin
968999112019410944 2018-02-28 18:59:26 -0400 <BeVigilantToday> Absolutely horrific @TheJusticeDept @realDonaldTrump this needs to be investigated #PizzaGate #DNC   https://t.co/xhH5RZXtYk
968999111906267137 2018-02-28 18:59:26 -0400 <realdramaimp> @mckinley0930 @realDonaldTrump It maybe 72 hours. He has to double down twice before he buckles under.
968999108907118592 2018-02-28 18:59:25 -0400 <JourniesHome> @realDonaldTrump Your hatred for US Justice and top law enforcement and US intelligence is as despicable as your life role as a man of lawlessness.
968999108206891008 2018-02-28 18:59:25 -0400 <decellr1988> @realDonaldTrump no gun control especially from people saying that you aren’t their president. Our rights before them
968999105652551680 2018-02-28 18:59:24 -0400 <sandra_waraksa> @realDonaldTrump Better watch how far you go it's not just the NRA tons of legal gun owners are not in the NRA and s dem will never vote for you
968999105052717057 2018-02-28 18:59:24 -0400 <Lundit> @realDonaldTrump I like Jeff sessions , but come on when is he going to act , I just don’t understand . It’s like we’re still in the Obama era where you don’t do anything about anything even if you know it’s being done !
968999100627804161 2018-02-28 18:59:23 -0400 <krobinson_3232> @RealSaavedra @realDonaldTrump Yea he never said that
968999100367634433 2018-02-28 18:59:23 -0400 <trexz675> Thanks for being more left than @BernieSanders  on #guncontrol   @realDonaldTrump
968999099931529216 2018-02-28 18:59:23 -0400 <kathydiaz7206> @realDonaldTrump  https://t.co/2cu6cMA1sQ
968999099814080512 2018-02-28 18:59:23 -0400 <Suzyqmimmj> @realDonaldTrump  @chucktodd  This is why we don't need more guns in school!  https://t.co/xoq75jCs4I
968999095976181760 2018-02-28 18:59:22 -0400 <NoDotardAllowed> @mmpadellan @realDonaldTrump You forgot sharks. He's afraid of sharks.  At least that's what Stormy Daniels says...
968999091173703680 2018-02-28 18:59:21 -0400 <CandlestickWill> @WestGaylor @realDonaldTrump He told her a little white lie about being there for her if things got tough.
968999088283901952 2018-02-28 18:59:20 -0400 <mathewjmari> Hey @StephenCurry30  Hatred and rhetoric is what YOU stand for as  evidenced by your IGNORANT hatred of @realDonaldTrump . America voted for him and no one cares what you think. RESPECT is something money can’t buy! @CBSEveningNews
968999087046561792 2018-02-28 18:59:20 -0400 <DavidCorn_> @Just_en_tiempo @steffan_nancy @mistyinthecity @d_good160 @samsara24 @tombellino @trevorHartje @realDonaldTrump I like how you forget how Obama did try to to act on shootings but wasn’t able to because of the Rep. majority that didn’t want guns banned
968999083770810368 2018-02-28 18:59:19 -0400 <RMBJustice> @Matt2j @MagsBitchs @EllenLawson57 @realDonaldTrump @jamesalandarby OMG, you're really from Webster? I thought MA people were supposed to be more educated?
968999079777853442 2018-02-28 18:59:18 -0400 <ayersjustin125> @realDonaldTrump What’s this wall you’ll been talking about, all about? Mexico is building a wall to keep AR-15 carrying children out of Mexico?
968999074950205441 2018-02-28 18:59:17 -0400 <casforachange> I will scream about gun control until @marcorubio listens and agrees to “not accept a single donation from the NRA” and gun control and it’s importance is held a priority  @realDonaldTrump
968999074945904640 2018-02-28 18:59:17 -0400 <m96756> @realDonaldTrump #stopmarionhammer    https://t.co/zasoFYfPFZ
968999073591316480 2018-02-28 18:59:16 -0400 <dba1227> @realDonaldTrump You appointed him stop pointing at others and lead. SMH
968999072907620352 2018-02-28 18:59:16 -0400 <Frank_Marcomb> @realDonaldTrump At least we know who's the true Christian mr. president notice that Barack and everyone else didn't show up this is the definition of a false prophet you stood up to the plate and did a fine job
968999072349605888 2018-02-28 18:59:16 -0400 <christi05152911> @GeraldoRivera @trumps_feed @realDonaldTrump Bullshit! That was optics only. Since when has @realdonaldtrump ever done the ethical, moral or right thing for anyone?
968999071875727360 2018-02-28 18:59:16 -0400 <SuzetteHenry> @realDonaldTrump @JKSuicideWatch I VOTED EARLY FOR ALL OF THEM.
968999071040991232 2018-02-28 18:59:16 -0400 <DavidOak619> @steffan_nancy @trevorHartje @realDonaldTrump Thanks for the reminder about the effects of unconstitutional gerrymandering.   Supreme court does too.  They just said hold my beer...watch this
968999069174595585 2018-02-28 18:59:15 -0400 <niki_dyer> @EdKrassen @IRdotnet @realDonaldTrump LMAO
968999064539934720 2018-02-28 18:59:14 -0400 <SarahHSleftbrow> @realDonaldTrump is #HopeHicks less......  https://t.co/GTuO7JRWEx
968999063189409793 2018-02-28 18:59:14 -0400 <elvisdino> @realDonaldTrump @FoxNews Regardless of what Fox News says, you still are going to be impeached... #fucktrump #ImpeachTrump
968999062941978625 2018-02-28 18:59:14 -0400 <GregJoh31496601> @EdKrassen @IRdotnet @realDonaldTrump Yea he woke up and changed that !
968999061843070976 2018-02-28 18:59:14 -0400 <_realSasquatch> @realDonaldTrump @cuckooforcocoa
968999061557833728 2018-02-28 18:59:14 -0400 <SoulWomen> @Nunyabiz1111 @DesertFriedJeep @NBCNews @realDonaldTrump @VP   https://t.co/mJGhjSiDGq
968999058613456896 2018-02-28 18:59:13 -0400 <Alanwhi51464301> @LilBlazev2 @DcoxPhD66 @Trumpism_45 @realDonaldTrump Exactly, I would say she's more hateful then most, she's also very right wing. But there are plenty of people in both sides that are that way for their own reasons and ideas
968999056633561089 2018-02-28 18:59:12 -0400 <Shannon70315868> @schoonercove1 @JTMann05 @realDonaldTrump Not nice
968999056197419008 2018-02-28 18:59:12 -0400 <loudakay> @katstails @lovinlife311 @bames_jrolin @brycetache @realDonaldTrump Keep Tiffany and the minors out of it.
968999055727702016 2018-02-28 18:59:12 -0400 <Steve88Truth> @OurOwnGarden @Machinethings @MediaKingSC @Black_365com @jccotn @politico @realDonaldTrump @IngrahamAngle Why is not supporting leftist politics considered losing credibility and reputation?This is the problem I already mentioned before,blacks have every right to be conservative and republican if they choose to be.Why shaming and name calling people who disagree politically?
968999053240520709 2018-02-28 18:59:12 -0400 <cheech966> @__DragonWings__ @nancylee2016 @POTUS @realDonaldTrump He's only talking about mentally ill like this Cruise kid
968999052766478336 2018-02-28 18:59:11 -0400 <ijoverspoken> @StarSpangled9 @Ritchie_1966 @proudliberalmom @realDonaldTrump Name 1 bill, 1 Executive order, 1 amendment, 1 anything he introduced that directly effected the all time high numbers to bring them down to a 45 year low. EO 13767 doesn't count since it's an order in place for an idea for the future.
968999049763475457 2018-02-28 18:59:11 -0400 <stefanaugsburg> @JamesDoss50 @realDonaldTrump You tell us the truth? About what ? About conspiracy theories ? Your country´s reputation suffers from DT since he started to behave like a real bad educated red neck in 2016-and you talk about 'crimes' of the Obama era? Why do you regret to speak the word: DT is a complete mess
968999049587253252 2018-02-28 18:59:11 -0400 <cajunhossman1> @KurtSchlichter @realDonaldTrump @instapundit But, his overtures don’t look good.
968999049339785216 2018-02-28 18:59:11 -0400 <hazeleyesana> @saberwatch @realDonaldTrump Armed teacher fired a gun in school in Georgia TODAY. How is that "arm the teachers" idiocy working out for you?  https://t.co/FoW7UUDXVt
968999048924549120 2018-02-28 18:59:11 -0400 <tkutka1265> @TomFitton @realDonaldTrump @JudicialWatch Was trained #SeeSomethingSaySomething found info on internet Memorial weekend reported to @DHSgov no response but #COVFEFE need truth of coverup death of Jorge Coyuga Marine Barracks 8th&amp;I Bco2ndplt 1986 no funeral or burial just disappeared @VP god bless  brother dead or alive
968999047645351936 2018-02-28 18:59:10 -0400 <TMac7878> @realDonaldTrump Take Away Guns First, Go Through Due Process Second. HAVE YOU LOST YOUR DAMN MIND?!
968999042792345600 2018-02-28 18:59:09 -0400 <Hyongbu> @votevets @amvetsupport @HamillHimself @perlmutations @tedlieu @realDonaldTrump  https://t.co/csqwvs9KjC
968999042008207360 2018-02-28 18:59:09 -0400 <TomJunker3> @JerryFalwellJr @USAGSessions @realDonaldTrump For a person that claims to be educated your ignorance in following the  child in the whitehouse is astounding! How do you justify your actions?
968999041622265856 2018-02-28 18:59:09 -0400 <ZalmanGelbman> Its almost like @realDonaldTrump calling the NYT fake news non stop and then giving then in-depth interviews  https://t.co/lhSHgwQ2rx
968999041244782592 2018-02-28 18:59:09 -0400 <LLeyva2001> @realDonaldTrump   https://t.co/yptpzzBDuc
