883838105442058240 2017-07-08 19:59:59 -0400 <1konagirl2> #trumpG20Fail @realDonaldTrump  https://t.co/Cc99CBqxx9
883838020083908608 2017-07-08 19:59:39 -0400 <PuestoLoco> @politico @realDonaldTrump I am sick and tired of media saying Trump/Russia is "under Congressional investigation." As long as Ryan &amp; McConnell are there that's a lie!  https://t.co/5DpsziviGQ
883838018053959680 2017-07-08 19:59:39 -0400 <jakedtyler> Easier to say that @realDonaldTrump breaks with everybody.  https://t.co/rZ9AeBMwhq
883838012626305024 2017-07-08 19:59:37 -0400 <SallyDeal4> @kim @realDonaldTrump #Putin is consummate politician. Did I get this right? #Trump will be working WITH him on #cybersecurity? Isn't that def of #collusion?  https://t.co/IXCB6UHFX1
883838008197169153 2017-07-08 19:59:36 -0400 <CrochetJanet> @realDolaldTrump @EricShawnTV @FoxNews @POTUS @realDonaldTrump Yes...so he can further destroy democracy in America.
883838005823377408 2017-07-08 19:59:36 -0400 <scottwichmann> @AD_WHITMAN @CNN @POTUS @realDonaldTrump   https://t.co/x0vFFaD8wN
883838000228159495 2017-07-08 19:59:34 -0400 <LStephens2016> @BreitbartNews @realDonaldTrump @EricHolder Eric wondering when hammer will fall on his head. Knows it's coming. Also knows Mueller not out to "get" DJT!
883837999779168256 2017-07-08 19:59:34 -0400 <AndyCudney> @realDonaldTrump Now please fix the VA
883837998835662849 2017-07-08 19:59:34 -0400 <gumbright> @realDonaldTrump If you are having fun you can stay another week if you want. Please. #idiot
883837994951684097 2017-07-08 19:59:33 -0400 <mommastacx2> @realDonaldTrump #fakepotus
883837993726996481 2017-07-08 19:59:33 -0400 <DoakBone> @realDonaldTrump   https://t.co/8gKMJavm74
883837993420701696 2017-07-08 19:59:33 -0400 <_MycroftXXX> @realDonaldTrump @WaPo Next #FakeNews Target?  https://t.co/OZhdNt5Z80
883837992573353984 2017-07-08 19:59:33 -0400 <jt_tuck> @realDonaldTrump’s @EPA won't ban pesticide that damages children's brains. Tell @JerryBrownGov to ban in CA  https://t.co/ySlCSqOtmK
883837985355157504 2017-07-08 19:59:31 -0400 <PatriotofUSA48> @ChrChristensen @realDonaldTrump @potus Taking a back seat to his little girl at the G20! Nice one! #FakePresident
883837983513653248 2017-07-08 19:59:30 -0400 <GregCowboys> @JeffreyGuterman @CUhlmann @realDonaldTrump Beautiful. Thanks for this
883837982444212224 2017-07-08 19:59:30 -0400 <derush_patricia> @realDonaldTrump Sir, as our President you should not want memes like this circulated, son or not.  https://t.co/ckBOd5iqV2
883837979025752064 2017-07-08 19:59:29 -0400 <asmith702> @Amoney666 Odd I have same thought constantly about how much easier it would be for our country if you weren't president @realDonaldTrump @POTUS
883837977440403456 2017-07-08 19:59:29 -0400 <flashrjb> @JacobAWohl @realDonaldTrump The FBI said Clinton’s tech team used BleachBit, which is a free software program. It does not use chemicals.  U believe anything Trump says
883837975917998081 2017-07-08 19:59:29 -0400 <djruden> @THEDEREKisHERE @danibostick @realDonaldTrump @PolizeiHamburg Trump care hasn't passed so there's no telling what it will be yet.
883837974844063744 2017-07-08 19:59:28 -0400 <FeasibleReason> @realDonaldTrump  America's Most Unwanted @POTUS @foxnews @SenateGOP @WhiteHouse @HouseGOP  https://t.co/cHL9B0X2qa
883837969987239936 2017-07-08 19:59:27 -0400 <Adam4004> @Tennesseine @frankhowell7911 @realDonaldTrump You seem to think using some of his dumb terms impacts me? Lol I don't like the guy. Lol Tinfoil hat lol
883837962273816576 2017-07-08 19:59:25 -0400 <VitoScot> @realdonaldtrump  https://t.co/lqt5cbAAkx
883837960684175361 2017-07-08 19:59:25 -0400 <Queznose> @JacobAWohl @realDonaldTrump Never seen a bigger attempt to distract than this bullshit.
883837955093168129 2017-07-08 19:59:24 -0400 <maxinesocial> @PamVA65 @triciramirez @johnpodesta @realDonaldTrump Its ppl in middle america who put trump in power for the most part and they arent the ones who even need to be afraid yet they r so scared🤣
883837952186621958 2017-07-08 19:59:23 -0400 <MaChruitier> @realDonaldTrump @ICEGS1811 @PolizeiHamburg They were not anarchist but liberals who the media will not call them what they are. Organized liberal terror groups.
883837949951049728 2017-07-08 19:59:22 -0400 <welllookythere> @AnthonyBlunden @washingtonpost @IvankaTrump @DonaldJTrumpJr @realDonaldTrump @POTUS @FLOTUS @CNN   https://t.co/sqiKv4wbQj
883837947807649792 2017-07-08 19:59:22 -0400 <krux0722> @benfergusonshow @CNN @realDonaldTrump @AnaCabrera You know your audience is the 30-35% deplorables?  Not close to average Americans.  You dont speak for the other 65-70% normal Americans
883837942329782273 2017-07-08 19:59:21 -0400 <jetmech1957> @adamcbest @realDonaldTrump There is no proof he colluded with the Russians, several prominent democrats have even stated so.
883837930955051008 2017-07-08 19:59:18 -0400 <kathleenroeberg> @tedlieu @realDonaldTrump Kompromat!!!!
883837929256214530 2017-07-08 19:59:17 -0400 <dryden2911> @realDonaldTrump He loves only himself.............and his daughter
883837928790687744 2017-07-08 19:59:17 -0400 <DizzyScruples> @KeithOlbermann @LizWill99 @realDonaldTrump Yeah, first of all, you'd have to think Donald was smart enuff to fly a jet.
883837927972667392 2017-07-08 19:59:17 -0400 <julzkaii> @tedlieu @realDonaldTrump Stop with the why. We all know why. The GOP know why. Even the knuckle dragger cult followers know why. Just say it. Putin OWNS him.
883837925527629825 2017-07-08 19:59:17 -0400 <LadyDeath1981> @realDonaldTrump Only the best wishes to u &amp; ur family. Your all exceptionally strong. Keep fighting the good fight. 🇺🇸🏛
883837925393354752 2017-07-08 19:59:16 -0400 <jaybennett1234> @politico @realDonaldTrump Trump is cutting 32% from @StateDept &amp; @USAID. Where is this money coming from?
883837919655600129 2017-07-08 19:59:15 -0400 <Chuck_Numenor> @tonyposnanski @zannerina @realDonaldTrump is the bizarro obama, living in a delusional alternate reality
883837918476947457 2017-07-08 19:59:15 -0400 <Sams1stDaughter> @bbroo10 @realDonaldTrump They are STILL under investigation. If dt tries to stop that by getting rid of Mueller, the STUFF is going to hit the fan.
883837915683475456 2017-07-08 19:59:14 -0400 <AngelGoulet> @realDonaldTrump  You are not wearing the emperor's clothing. It's called Cling-Wrap.  And we can totally see your/you're nuts.
883837904606437376 2017-07-08 19:59:12 -0400 <TheGrandabby> @kim @McSushiSosumi @Toddvena @BrownleeMathew @DJ_BobbyVapes @realDonaldTrump Kim you have 183 thousand followers and you get 85 likes on a tweet from 2 hours ago.
883837904421826560 2017-07-08 19:59:11 -0400 <Catlady628> @AjalaTanya @218Lov @BlkWomenStandUp @blacqer 😩I miss him SO MUCH! I always knew I would, but @realDonaldTrump has exceeded my worst nightmares.
883837898876788737 2017-07-08 19:59:10 -0400 <Diane_Reid> @TrumpSource @realDonaldTrump @PolizeiHamburg You fool, 45 IS the anarchist. Ask his bannon boy.
883837898449195009 2017-07-08 19:59:10 -0400 <PoliticalPrada> @washingtonpost @realDonaldTrump reportedly left conference in silence.  https://t.co/uLJmmNptQ0
883837893671657472 2017-07-08 19:59:09 -0400 <carmanucci30> @realDonaldTrump ...it is a legitimate criticism of a President who mainly taunts and polarizes without having a full understanding of our complex issues.
883837892455542785 2017-07-08 19:59:09 -0400 <juniavsantiago> A árvore que Ronnie Wood enviou.   @G20HH2017 @realDonaldTrump  @ronniewood  @SallyWood  https://t.co/Bzjbx4EJGd
883837887883739137 2017-07-08 19:59:08 -0400 <thorinsky> @johnpodesta @realDonaldTrump Creepy goofball!
883837886361153537 2017-07-08 19:59:07 -0400 <Shaynekelley3> @realDonaldTrump keep up the good work.to be neither lib or con is your mission .I see it it'sAmerica first .That's why we the people voted
883837882787430400 2017-07-08 19:59:06 -0400 <changemustcome7> @TrueFactsStated @PatonAL1 @realDonaldTrump @TeaPainUSA @funder @tedlieu Spot on 😀😀🤗
883837878479970304 2017-07-08 19:59:05 -0400 <ruffleddove> @MyBrothers111 @JohnOrJane @thecarnage07 @Prospectiveusa1 @kelkelsc @jimtwigg @NoLongerALib @DonnaShelley2 @ComeyMaybe @ellauck @VStewartNYC @Trumpified_King @Jtmwhat @MoniWilson3 @freementality78 @RobinRenda @WhoaMommabear @malekm59 @MyInfo57386307 @larue5222 @JConabicycle @MrsSmh1 @recon4wrd @BikerChic333 @P_Feeley @bbroo10 @rick128262 @janders9414 @superyayadize @PsychCandyVamp @momfarts @Search_deeply @tkewalt69 @Meltonwax @leftnotracks @realmikedoughty @_therealBecky @Awake2406 @qubrat1s @AmericanaHart @Bobbiehodges17 @leeroyjenkins61 @Awesomesauce_Me @StarCreativeI @JenniferFreely @scottisbell_ @realDonaldTrump @JackPosobiec @wsredneck Ex-communicated Muslim Majiid talks about this. They chose to co-opt w/ libs so they could use them to infiltrate and over throw.
883837878295564289 2017-07-08 19:59:05 -0400 <somethingbrite> @LFiberals @TrumpTimer @realDonaldTrump @IvankaTrump Hundreds of positions in administration still empty and hardly any nominations.... Shit administrators.
883837878274588672 2017-07-08 19:59:05 -0400 <NateRussel> @AshSchalow @JulieInce3 @sharondigi @totalfootball87 @calvinstowell @realDonaldTrump @PolizeiHamburg Money spent is representative of effort.  She spent 4 times him per vote.   If he spent more he would have readily won pop vote
883837878006145025 2017-07-08 19:59:05 -0400 <dgraz007> @realDonaldTrump god we hoped you would just stay there!
883837877842579456 2017-07-08 19:59:05 -0400 <nowickirebel> @Daniellemalaur1 @sartoris1960 @lana_preston @eugenegu @thegaf @Mrtimrock @realDonaldTrump The sad thing is the #trumpflakes have disdain for our allies, the Geneva convention, history, and knowledge.
883837877825753088 2017-07-08 19:59:05 -0400 <Titah_glenda> @wtfugisgoingon @USNJack @realDonaldTrump What does ohm mean?
883837877645455360 2017-07-08 19:59:05 -0400 <LibbyPoutine48> @Amoney666 @realDonaldTrump BYEBYE Miss American pie!
883837876986892289 2017-07-08 19:59:05 -0400 <_pascuzzo> @jamesbuckley @RayBateman2 @kingaugustus @DanaDwetzel @Laaskos @StevenBoz @lamarshall @joeharris @DonaldJTrumpJr @realDonaldTrump That scenario has never worked since the 1st day of human race these people will take HEALTH care away from babies and see them starve &amp;it's
883837873014878209 2017-07-08 19:59:04 -0400 <CBruceJohnson4> @BanditRandom @NaphiSoc @realDonaldTrump TRUE.
883837870473068545 2017-07-08 19:59:03 -0400 <rjoseph7777> @realDonaldTrump  https://t.co/2DbtAsknk1
883837870385094659 2017-07-08 19:59:03 -0400 <1onetony> @politico @realDonaldTrump Puppet and the puppet master
883837869646807040 2017-07-08 19:59:03 -0400 <Pancake_Pie> @Belgarion_III @kim @realDonaldTumpr @realDonaldTrump @PolizeiHamburg Hello@
883837868266983424 2017-07-08 19:59:03 -0400 <mscaptain2u> @politico @realDonaldTrump Sure let's throw millions to his daughter's pet project..better yet let's cut food stamps &amp; after school care to fund it. GOP is DONE!
883837866345934848 2017-07-08 19:59:02 -0400 <doco_doc> @realDonaldTrump The event was a success but you failed like most everything you touch.  Putin and Lavrov confirmed that you lied about your meetings SAD!
883837866014629889 2017-07-08 19:59:02 -0400 <bbart512> @realDonaldTrump You did a great job representing America!
883837865372864514 2017-07-08 19:59:02 -0400 <ladydi1980> @fauads @edatpost @maggieNYT @SenMajLdr @GOP @realDonaldTrump That's all they had for 8 years. Anti Obama. Never thought about anything else. Should be ashamed of themselves on the govt dole doing 0.
883837861824532480 2017-07-08 19:59:01 -0400 <LuckyLuna07> @tedlieu @realDonaldTrump Agreed. I thought Trump was going to crawl into Trump's lap.
883837861249921024 2017-07-08 19:59:01 -0400 <FarquemaC> @realDonaldTrump Your efforts worth commendations Mr. President;  appreciations also to your entourage.
883837848260104192 2017-07-08 19:58:58 -0400 <CordaroAngel> @Mustachio441 @potbellycat @MoonHutch @AttackBunBun @KTTampa @Team_Trump45 @realDonaldTrump I don't have a problem,my choice is in the White House ,U have a problem with Pres elected by the people Try prayer not insult
883837847135965184 2017-07-08 19:58:58 -0400 <flashrjb> @JacobAWohl @realDonaldTrump The FBI said Clinton’s tech team used BleachBit, which is a free software program. It does not use chemicals. U people believe anything
883837833924009985 2017-07-08 19:58:55 -0400 <HenriettaHumpl1> @BranconnierS @badgerb1972 @mykul3 @ColumbiaBugle @realDonaldTrump   https://t.co/Pcyl6jXVcQ
883837832267255809 2017-07-08 19:58:54 -0400 <Nikluk> @JeffTutorials @realDonaldTrump   https://t.co/oKTxWtw0et
883837828420911104 2017-07-08 19:58:53 -0400 <laxsmart> @realDonaldTrump @KimJongUnh  will be punished by Xi or simply eyewash talk
883837826164502528 2017-07-08 19:58:53 -0400 <WheelTod> @realDonaldTrump  https://t.co/yk34O2Lo0q
883837821815066624 2017-07-08 19:58:52 -0400 <LauraLeaWatson1> @maggimay63 @tedlieu @realDonaldTrump Putin would have his killed. Probably the guy's whole family, too.
883837819462070272 2017-07-08 19:58:51 -0400 <dead_inside2k17> "Like none of it is good, but it all just works."-My brother describing me #ThanksTrump @realDonaldTrump
883837818291732480 2017-07-08 19:58:51 -0400 <Markette88> @tribelaw @realDonaldTrump So he can get all of his cohorts off but not himself...Like that is gonna' happen.  🤣
883837814864990208 2017-07-08 19:58:50 -0400 <RebeccaGInAZ> @realDonaldTrump @PolizeiHamburg Except Melania, she cancelled an event &amp; busted into your meeting with Putin. Remember? Think of your wife.
883837814697324552 2017-07-08 19:58:50 -0400 <VMiloscio> Still waiting for @realDonaldTrump fake news press conference or tweet regarding his stance on interference in meeting with Putin..
883837809278111744 2017-07-08 19:58:49 -0400 <megancraig254> @realDonaldTrump Way to see out. But we seen the video
883837796837871617 2017-07-08 19:58:46 -0400 <WendyTinker1> @realDonaldTrump Are you kidding me? You embarrassed us all. Sad!
883837796099739648 2017-07-08 19:58:46 -0400 <carter_goetz> @lana_preston @sartoris1960 @eugenegu @thegaf @Mrtimrock @realDonaldTrump I can't stand the twitt!
883837794271076353 2017-07-08 19:58:45 -0400 <Sgt20001> @realDonaldTrump He knows your a coward who needs Twitter to sound tough.  He laughed all the way back to China telling his people to increase trade with NK!
883837791569813504 2017-07-08 19:58:45 -0400 <znowflakey> @FoxNews Should they? @realDonaldTrump Wants to work on jointly on cyber security with Putin. Doesn't strike me as a good idea. #NEANDERTHALPOTUS
883837788516487170 2017-07-08 19:58:44 -0400 <SharonShotts> @JeffTutorials @realDonaldTrump @CNN   https://t.co/08NugfljnP
883837787065032704 2017-07-08 19:58:44 -0400 <gr94840049> @SenBookerOffice @CoryBooker @realDonaldTrump All states should just say NO!
883837786431815680 2017-07-08 19:58:43 -0400 <JoanieReb> @peplamb @realDonaldTrump Trump is Evil.
883837785936871425 2017-07-08 19:58:43 -0400 <IreneMoser69> @realDonaldTrump Please don't come back!!! You're a joke to the entire world! #FakePresident
883837778143973377 2017-07-08 19:58:41 -0400 <ArchibleJ> @politico @realDonaldTrump Show me the money
883837774574563328 2017-07-08 19:58:41 -0400 <greeneyes12354> @Jeffrius @JDiddyGalt @rebeccaloebe @realDonaldTrump The source you are using is a "climate denier" with misleading info  https://t.co/0SDLpv90Hf
883837768673132545 2017-07-08 19:58:39 -0400 <Muster_Mean> @realDonaldTrump @PolizeiHamburg Bannon is still in the US, so beware.
883837767574093825 2017-07-08 19:58:39 -0400 <AndyCudney> @realDonaldTrump Thank you Mr. President
883837765137317888 2017-07-08 19:58:38 -0400 <JesseJamesX3> @watchmennews911 @Joy_Villa @realDonaldTrump @BasedStickMan_ @JulianAssange @JamesOKeefeIII @TXretNavyChief @MattUhrinFans @TuckerCarlson I love my people. By far alpha males and stunning smart woman . When we have this we know we are on the right side of history .
883837762482225152 2017-07-08 19:58:38 -0400 <landomarro> @Cali_Deplorable @RobertMaguire_ @realDonaldTrump CNN needs to get unplug.  What a bunch of Dutch.
883837762012577792 2017-07-08 19:58:38 -0400 <Brazil_Phill> @michaelianblack @realDonaldTrump He means me. Thanks Trump.
883837756975321088 2017-07-08 19:58:36 -0400 <ImpeachVote> @realDonaldTrump @IvankaTrump @FLOTUS  https://t.co/iSkI2v3IUj
883837756958531585 2017-07-08 19:58:36 -0400 <jeri_QQ> @realDonaldTrump  https://t.co/GxPmghM7WP
883837755339423744 2017-07-08 19:58:36 -0400 <sanifoo> Thank you Mr .@realDonaldTrump  ...from a Singapore 🇸🇬 citizen 😊 #g20 #G20Summit  https://t.co/4ne3AfIQep
883837755263823872 2017-07-08 19:58:36 -0400 <PabloNazareno1> @TonyGsteve @VedEnvy @TrueFactsStated @realDonaldTrump Good idea Steve but don't mention the #25thAmendment. Doh too late.
883837752189517824 2017-07-08 19:58:35 -0400 <Nikluk> @JeffTutorials @realDonaldTrump   https://t.co/0CDstB6Zlq
883837749962436609 2017-07-08 19:58:35 -0400 <RandiLand31> @realDonaldTrump  https://t.co/2Jx46wjLcn
883837747718270976 2017-07-08 19:58:34 -0400 <punkgoku84> @gaynycjew @realDonaldTrump @nikkihaley One man shows up at Republican rally for Trump that happens to be KKK member while the Entire party supports HRC  https://t.co/10SFnTwYhP
883837747148054529 2017-07-08 19:58:34 -0400 <RaeMargaret61> @realDonaldTrump You should've just stayed there
883837744094498816 2017-07-08 19:58:33 -0400 <LORMB1> @TheJustLogos @BrettArends @TomOrtenberg @esquire @realDonaldTrump It only seems that way because this is an intellectually dishonest administration.
883837744069443584 2017-07-08 19:58:33 -0400 <BradMossEsq> .@realDonaldTrump Mr. President, I have criticized you and will still do so. That said, I appreciate you allegedly were direct here.  https://t.co/G8nBIVOqN1
883837742450450433 2017-07-08 19:58:33 -0400 <FrantizekPaul> @Cernovich @realDonaldTrump Not to worry, #Canada's #JustinTrudeau is only taking care of his habibs...  https://t.co/ycHjDjO6r6
883837741061951488 2017-07-08 19:58:33 -0400 <pkshirali> @maclover232 @ThinkingRahul @RobinTweets247 @PrisonPlanet @realDonaldTrump Even I had similar experience for telling Trump is not that bad at all compared to Hillary! Ppl still mock me but who cares😝😝
883837739812220928 2017-07-08 19:58:32 -0400 <MBershod> @Rschooley @EarlyFaye Poor little @realDonaldTrump, a fat, old, sad, man who is hated by the world. He will end up in prison
883837738193178624 2017-07-08 19:58:32 -0400 <marshallzen> @Rick70296748 @Trump_Regrets @realDonaldTrump God bless you for staying awake. You are forgiven for your vote. Go forth and sin no more!
883837735093493760 2017-07-08 19:58:31 -0400 <poseyjt> @RegBarclay2017 @AStirewalt @DSSdeltona @natalie905 @getongab @realDonaldTrump Ouch. You called my dog my mrs. Wow. 😭😭😭😳😐. Wearing your pussy hat when you wrote that? No need to answer.
883837734930059264 2017-07-08 19:58:31 -0400 <Sue8951> @realDonaldTrump @POTUS @jeffsessions @SpeakerRyan @SenateMajLdr  https://t.co/1913cEAlYr
883837733692743680 2017-07-08 19:58:31 -0400 <HughesSpeak> @realDonaldTrump Let me guess, he's going to help us.
883837725123784704 2017-07-08 19:58:29 -0400 <Obbstar19> @realDonaldTrump @PolizeiHamburg Get on this
883837724758654976 2017-07-08 19:58:29 -0400 <MonteMcCuiston> @MalcolmNance @th3j35t3r @realDonaldTrump Everything Trump does harms America.
883837724200804353 2017-07-08 19:58:29 -0400 <RegisMom> @Protrump45 @realDonaldTrump @PolizeiHamburg Not what I prayed for.
883837719062773760 2017-07-08 19:58:27 -0400 <DontKnowMeSucka> @Toddvena @McSushiSosumi @BrownleeMathew @DJ_BobbyVapes @kim @realDonaldTrump Is the term "lol" not a bit cliche or sheepish? Pot and kettle scenario here.
883837718773592064 2017-07-08 19:58:27 -0400 <polljunkiee> @politico @realDonaldTrump The Don always pledges money. Good luck trying to collect it
883837718249086976 2017-07-08 19:58:27 -0400 <nursegal74> @washingtonpost Because NO ONE wanted to hear from him. NO ONE trust him! @realDonaldTrump
883837716277989376 2017-07-08 19:58:27 -0400 <Kristopher_eric> @ColumbiaBugle @realDonaldTrump   https://t.co/Eq66ZpUiag
883837714050633728 2017-07-08 19:58:26 -0400 <B1492> @realDonaldTrump Is it over or are you just leaving @IvankaTrump there to finish it off?
883837713341874176 2017-07-08 19:58:26 -0400 <Adam4004> @Tennesseine @frankhowell7911 @realDonaldTrump What you doubt isn't really concerning me. You also didn't recognize a basic phrase and no I don't read tinfoil nuts TL lol
883837712502935552 2017-07-08 19:58:26 -0400 <cris_jarrell> @DonaldJTrumpJr Inciting violence. Just like @realDonaldTrump #youfucker
883837708623159297 2017-07-08 19:58:25 -0400 <KlassenL> @kim @realDonaldTrump @PolizeiHamburg I think by everyone, he meant himself, Ivanka, and Jared! That's who matters to him!
883837705221701633 2017-07-08 19:58:24 -0400 <Matt_How> @realDonaldTrump You hilarious nutcase 😀
883837705192452097 2017-07-08 19:58:24 -0400 <DanielR485> @realDonaldTrump @marcorubio @nikkihaley @Secy_State_US @RosLehtinen @MarioDB @FBI Investiguen y deportanlo a venezuela  https://t.co/wsO93MbmAo
883837701518237696 2017-07-08 19:58:23 -0400 <sandy45_2020> @schestowitz @Pip_Xanadu_ @realDonaldTrump Criticize is one thing but out right lies is BS
883837699936985089 2017-07-08 19:58:23 -0400 <Christinechatty> @RichardFronduto @realDonaldTrump Funny
883837694815686658 2017-07-08 19:58:22 -0400 <astariaxv> @TrueFactsStated @PatonAL1 @realDonaldTrump @TeaPainUSA @funder @tedlieu Can you blame us?
883837692697604096 2017-07-08 19:58:21 -0400 <madatcorruption> @Westxgal Obama &amp; Hillary....must be brought to justice!! @realDonaldTrump @jeffsessions @TGowdySC  Enough is Enough! Why is Obama shadowing Trump??
883837691996942336 2017-07-08 19:58:21 -0400 <carmanucci30> @realDonaldTrump What makes people have the least confidence in you is your lack of true understanding on the vast majority of issues-not 'hating' ...
883837690868903937 2017-07-08 19:58:21 -0400 <matthew_ubele> @Mrtimrock @realDonaldTrump Show me the picture  wear  mis monkeys
883837689270751232 2017-07-08 19:58:20 -0400 <KateEmerson88> @realDonaldTrump @PolizeiHamburg Pity one of those anarchists hadn't landed a blow.
