1032054740887199744 2018-08-21 19:59:59 -0400 <RefDemo> @RealCandaceO @Trumponly @realDonaldTrump All of them...
1032054740266504204 2018-08-21 19:59:59 -0400 <OutofCntxtClues> @realDonaldTrump @PARISDENNARD @seanhannity Please don't have an aneurysm, I don't wanna pay for that shit.
1032054737598914560 2018-08-21 19:59:58 -0400 <Markcava> @tedlieu @realDonaldTrump @RepKathleenRice @FBI ”&amp; me”.
1032054737577934856 2018-08-21 19:59:58 -0400 <robluft> @TheGoodGodAbove @realDonaldTrump From your lips to Your ears!
1032054737397592066 2018-08-21 19:59:58 -0400 <HillGord> @BxScientist @realDonaldTrump Thats funny. Cheers
1032054737338867715 2018-08-21 19:59:58 -0400 <JJHALPHAOMEGA> America would be so fortunate! Unfortunately, @realDonaldTrump is such a narcissistic worm, I wouldn't hold my breath.  #VoteThemOut
1032054735573078016 2018-08-21 19:59:58 -0400 <petrone_steve> @realDonaldTrump SIDEBAR: the MEDIA was NOT FOUND GUILTY today. Manafort and Cohen were. trump next? i'm sure the media will report it fairly. 😝
1032054735044399104 2018-08-21 19:59:58 -0400 <oothoon13> @JooooDoooo @johnrobertsFox @BretBaier @MichaelCohen212 @LannyDavis @FoxNews @realDonaldTrump You have the most insane tendency to think everybody is up everyone else’s @ss all the time! Do you live your life like that? Conspiring around the water cooler to take the boss down? Drumpf’s always been a bad guy. Got his construction materials faster than others bc of the Mob.
1032054734264430594 2018-08-21 19:59:57 -0400 <WVUDoug> In honor of my birthday please listen to .@macklemore ‘s song about .@realDonaldTrump
1032054733530230785 2018-08-21 19:59:57 -0400 <Dingodog> @PressSec @GOP @realDonaldTrump A good act, now, correct your Nazi like tactics of separating families and keeping kids in dangerous conditions, abused and in cages and #ReuniteFamiliesNow. #GOPHatesPeople #VoteBlue
1032054733308141569 2018-08-21 19:59:57 -0400 <rbrashier> @JesseRodriguez @_juliannemoore @realDonaldTrump Now I have to google who the third sitting congressman to endorse trump was.
1032054733027069952 2018-08-21 19:59:57 -0400 <buddycoleman568> @joelpollak @TerryLynnWhite2 @realDonaldTrump @POTUS Absolutely
1032054732133736449 2018-08-21 19:59:57 -0400 <TracyLeinbaugh> @thelittleidiot @realDonaldTrump @GOP @HouseGOP @SenateGOP So true. And many people are too stupid to understand what criminals the GOP members are.
1032054731953369089 2018-08-21 19:59:57 -0400 <morriliam> @cooper_m @realDonaldTrump Don't go
1032054731508613121 2018-08-21 19:59:57 -0400 <HardiePaulla> @icolleen @TomiLahren @POTUS @realDonaldTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @jaredkushner @FoxNews @foxandfriends @SarahHuckabee @SenDeanHeller @PressSec @MELANIATRUMP @JudgeJeanine @GOP @SarahPalinUSA Suck it!!
1032054730158030848 2018-08-21 19:59:56 -0400 <sportskitty> @JeffreyToobin @realDonaldTrump Reveal taxes time?
1032054730082725888 2018-08-21 19:59:56 -0400 <kimd65> @Tina5407 @BaileysComet_xo @realDonaldTrump blinded by the TDS yourself eh?  That means Slavery made America great, right?
1032054727838785537 2018-08-21 19:59:56 -0400 <Handleys> @RepSwalwell @realDonaldTrump @HouseGOP The Republicans are following his lead and cheating too. #TurningABlindEye #ChangingRules #CorruptAppointees #ForeignCampaignContributions #NOTDoingTheirJobs #PartyOverCountry
1032054727545110529 2018-08-21 19:59:56 -0400 <keithgoldsby> @MichaelAvenatti if you take down @realDonaldTrump I will vote for you in #2020
1032054726697742336 2018-08-21 19:59:56 -0400 <ledfuard> Vote if u think @realDonaldTrump is a dumb person.
1032054725267484672 2018-08-21 19:59:55 -0400 <FairMindedGil> @JaceLGalloway @realDonaldTrump Dear Traitor Jace. If the Feds looked at everyone around YOU they'd find a crime somewhere. Would that make YOU guilty of anything? Get your head out of your backside and #WalkAway from the corrupt Dems. They are LYING to you.. You are driven by hate.
1032054723568971777 2018-08-21 19:59:55 -0400 <YancyFaith> Keep in mind, @POTUS @realDonaldTrump has NEVER talked about respecting the U.S. Constitution, just the anthem &amp; the flag. And him.
1032054723531218945 2018-08-21 19:59:55 -0400 <v7elli> @realDonaldTrump @POTUS
1032054723099148289 2018-08-21 19:59:55 -0400 <LindleyBarbara> @realDonaldTrump don’t make excuses for Paul Manafort he has been convicted by a jury of his peers. Show respect for the judicial system
1032054723090604032 2018-08-21 19:59:55 -0400 <alfwulv> @realDonaldTrump Read Anne Rynd, you are literally picking winners &amp; losers right now.
1032054722788642816 2018-08-21 19:59:55 -0400 <SMC3141> @realDonaldTrump cannot call Mueller's investigation a witch-hunt anymore. So far there are 5 convictions of people close to him or who worked on his campaign. He will likely be charged in committing a felony for his criminal activity. #MAGA #MakeAmericaGreatAgain #TheResistance
1032054721605980164 2018-08-21 19:59:54 -0400 <AdrianBalazs1> @DeepStateExpose @realDonaldTrump If he wears that outfit in prison he's definitely going to get the cheers of the "crowd"! There's going to be a lot of disappointment with the body metrics of this asinine gif, though. But, rest easy, your wet-dream, "buff wrestler" Trump will be SOMEONE'S bitch!
1032054720741945344 2018-08-21 19:59:54 -0400 <hey_butter> @44mmvvpp @realDonaldTrump  https://t.co/IEkVZc0XRY
1032054719617875975 2018-08-21 19:59:54 -0400 <maurader81> @realDonaldTrump  https://t.co/xU5rPfJR8r
1032054719529803776 2018-08-21 19:59:54 -0400 <kfergi2017> @ddale8 I live along the border. There is not f*ing wall; there will not be an f*ing wall. I don't see how people believe the blatant lies @realdonaldtrump preaches to these people
1032054718837739521 2018-08-21 19:59:54 -0400 <ballgame692> @realDonaldTrump  https://t.co/JxDyWwYC6G
1032054717558317057 2018-08-21 19:59:53 -0400 <SheriHerman10> @realDonaldTrump @1JohnEBravo Never have these words been more true. #MollieTibbetts
1032054717038448640 2018-08-21 19:59:53 -0400 <2baby> @DaniloBlandon79 @realDonaldTrump Hilarious
1032054715549470721 2018-08-21 19:59:53 -0400 <SteveScully> Tonight on C-SPAN 3 AHTV / American History TV @CSPAN - take a step back from today's headlines and learn about President Andrew Jackson, a hero @realDonaldTrump with Professor Jonathan Barth of @ASU - 9pm ET/ 6pm PT LIVE on C-SPAN 3
1032054714869927938 2018-08-21 19:59:53 -0400 <mombear4> @GOP @realDonaldTrump Excuse me, have you heard about Cohen and Manaford? I believe that’s five witches guilty. GOP is going down, unless they speak up and get rid of the lunatic in the White House. Do what’s right for your country.
1032054714383388672 2018-08-21 19:59:53 -0400 <lyn_musk> @realDonaldTrump @ChrisMurphyCT @SenBlumenthal  NOW THIS IS THE TRUTH! AND FAKE NEWS WON’T TALK ABOUT IT OR PRINT IT! BUT GUESS WHAT THE AMERICAN PEOPLE R A LOT SMARTER THAN U THINK! The MAJORITY KNOW THE TRUTH AND CORRUPTION!
1032054713418702848 2018-08-21 19:59:52 -0400 <butterflytxgirl> @PaulMayATL I #Resist, @realDonaldTrump and I’m a grandmother, a senior and a true blue American. You, on the other hand are a conspirator against The United States, we know it, and we will not stop until you vacate our house!  #BeBest   And #Resign. Even Putie can’t get you out of this one.
1032054711841521664 2018-08-21 19:59:52 -0400 <bevfergus> @JesseRodriguez @SanDiegoCFO @realDonaldTrump You can't make this stuff up!
1032054711233339392 2018-08-21 19:59:52 -0400 <jeffpearlman> @goingtopshelf @realDonaldTrump 9.11
1032054711111708673 2018-08-21 19:59:52 -0400 <Eric57317665> @ValKay910 @hluzanations @FoxNews @realDonaldTrump Or fry witch ether you like😂
1032054710528827398 2018-08-21 19:59:52 -0400 <malave_justin> @realDonaldTrump #MAGA  https://t.co/3thPZMpdSt
1032054709610270721 2018-08-21 19:59:52 -0400 <Kellyk1969> @GOP @realDonaldTrump Ever see a man with Black Lung?  I have... It’s an awful death!!  Shame on you, you should be training those men for better Jobs.
1032054708297457668 2018-08-21 19:59:51 -0400 <SteveJo2222> @realDonaldTrump Just beginning keep going red wave turn into hurricane young, white, black, it don't matter they see right through the crazy liberals and Democrats. They all care about a good life for their families more than a bunch of out of touch globalis agenda.
1032054707567702016 2018-08-21 19:59:51 -0400 <endinwell> @bobmelchionda @realDonaldTrump Trump does not understand that security clearances are to protect our National Security.  Trump says that  they help you with  "prestige and profit?"  A clearance will give you info to sell to Russians, he thinks.
1032054707513184257 2018-08-21 19:59:51 -0400 <s99_ron> @realDonaldTrump  https://t.co/VpwPpu7BB2
1032054707382972416 2018-08-21 19:59:51 -0400 <laytonian> @MSNBC and @CNN Thank you for NOT broadcasting @realdonaldtrump's West Virginia rally!
1032054707236360193 2018-08-21 19:59:51 -0400 <oucutiepie> @tarastrong @realDonaldTrump That’s real lady like NOT! TRUMP MAGA!
1032054706477125633 2018-08-21 19:59:51 -0400 <christhebarker> @realDonaldTrump  https://t.co/MtRtz4brZ8
1032054705567027200 2018-08-21 19:59:51 -0400 <martelvonc> @realDonaldTrump I'll be you are as it may be the last you'll see of them before you're impeached. Your own lawyer ratted you out. #impeach45 #trumpelectionfraud #TrumpIsTheSwamp
1032054701683032065 2018-08-21 19:59:50 -0400 <PaulCrawley11> @realDonaldTrump 5 guilty witches the hunt continues, your day is coming, your family too and its all your fault. Enjoy the adulation from your morons tonight, when you close your eyes to sleep, hear the bars of justice tighten in your dreams
1032054701552857088 2018-08-21 19:59:50 -0400 <_my_pov> @realDonaldTrump MAGMA THIS Mr  Co Conspirator PINWHEEL!!  https://t.co/rOcAkzAZnU
1032054698805788672 2018-08-21 19:59:49 -0400 <EasyNetworks> @realDonaldTrump -- can you do anything but throw out impotent platitudes -- why don't you ever go on the record with a member of the media who holds you accountable for your statements?  Because you can't back up your statements with verifiable facts.
1032054697786363905 2018-08-21 19:59:49 -0400 <BlondK8> @realDonaldTrump And we look forward to you resigning @realDonaldTrump It will be the biggest crowd you have ever seen...bigly
1032054692170420229 2018-08-21 19:59:47 -0400 <werfb> @ScottPresler @realDonaldTrump It's the gun industry, your president and the GOP. Now go ahead and troll me, you sheep.
1032054691998314496 2018-08-21 19:59:47 -0400 <chavezglen1755> @indieray2 @keriRN @MarkRav78751590 @NemesisUK @WilmaJazz @tmcsjgw18 @hampgal7 @realDonaldTrump Nor orange hair dye...just orange jumpsuits
1032054690966589445 2018-08-21 19:59:47 -0400 <SusannaFreeman> @realDonaldTrump President Trump. Please build that wall. We need it. Children don’t always understand what’s good for them. You have to be their parent. Not their friend. Protect us with that wall
1032054690643673092 2018-08-21 19:59:47 -0400 <adisasterreally> @FRIED_ALIVE @DC_Resister_Bee @LannyDavis @realDonaldTrump that’s you #DonTheCon committing a crime
1032054690639310848 2018-08-21 19:59:47 -0400 <ForRealRahil> @realDonaldTrump they’ll find it soon enough.
1032054690308083712 2018-08-21 19:59:47 -0400 <alvinant> @TheRealHublife @drawandstrike @realDonaldTrump Snnnnort!
1032054689297260544 2018-08-21 19:59:47 -0400 <golfnuts2> @Robillard @LovesMaine @realDonaldTrump  CROOKS OF A FEATHER FLOCK TOGETHER💩🤬🤡  https://t.co/77O2SyWulu
1032054687002849280 2018-08-21 19:59:46 -0400 <wesjanssen> @GOP @realDonaldTrump Correction: "President @realDonaldTrump resolutely supports Russia's FSB, SVR, and GRU. That and all manner of white collar crime."  https://t.co/Uqx81RxnOT
1032054684691783680 2018-08-21 19:59:46 -0400 <katknapzzzzz> @MahmoudHF_1 @johnrobertsFox @MichaelCohen212 @LannyDavis @FoxNews @realDonaldTrump At a rally chanting "lock her up", just like Donnie will be when he's issued his straight jacket. Hope it's made in the USA!
1032054683077029890 2018-08-21 19:59:45 -0400 <EverythingZebra> @GOP @realDonaldTrump Our #FelonPOTUS will do everything he can now to campaign for @GOP #GOPComplicit  invertebrate @HouseGOP and @SenateGOP congressional candidates to help keep himself in office and avoid impeachment and prosecution on multiple FELONIES.
1032054681604968448 2018-08-21 19:59:45 -0400 <elizabethecarte> @phdroxo @tbrandy100 @beachybondgirl @johnrobertsFox @MichaelCohen212 @LannyDavis @FoxNews @realDonaldTrump Ahh....good job!
1032054680984203264 2018-08-21 19:59:45 -0400 <lancegregmason> @realDonaldTrump  Well let's see. Number of high level members of the Trump campaign team that have been indicted and pled or have been found guilty? 5. Number of Hillary's campaign team? 0. Well that's weird. Now, who needs to be "Locked Up" again?
1032054680883478528 2018-08-21 19:59:45 -0400 <burdge_nick> @BetzPete @BowHunter3312 @realJoeBl4ck @realDonaldTrump The Fourteenth Amendment was made after the Civil War for slaves they are not citizens illegal aliens don't you think there's a reason we underfund the customs? And ice?businesses take advantage of cheap labor by using illegals
1032054680526958592 2018-08-21 19:59:45 -0400 <goldentowers2> @realDonaldTrump  https://t.co/QSFsxh2eVK
1032054679432310785 2018-08-21 19:59:44 -0400 <CireKetsip> @neeco_tripp @BlueWaveTwuzzy @realDonaldTrump @PARISDENNARD @seanhannity Hey Neeco back again, see you are the uninvited one, now why don’t you hop up on your imaginary horse and ride into the sunset!
1032054677603540993 2018-08-21 19:59:44 -0400 <kc1hotboy> @realDonaldTrump  https://t.co/QvmYMyitUa
1032054677544681472 2018-08-21 19:59:44 -0400 <Micahcleansober> @realDonaldTrump #MAGA MORE. ARE. GETTING. ARRESTED.
1032054677339172864 2018-08-21 19:59:44 -0400 <ImWhatsRight> @TheGreatKazooki @realDonaldTrump That's incorrect.  The president is the head of the executive branch.  He's in charge of executing the law.  Congress is the legislative branch.  They are in charge of making the law.   https://t.co/B4uyL9IFMB
1032054676747956227 2018-08-21 19:59:44 -0400 <OutrageFaux> @WiseWarrior69 @realDonaldTrump #TrumpDerangementSyndrome
1032054675334488065 2018-08-21 19:59:43 -0400 <tifinblm> @TomFitton @JudicialWatch @realDonaldTrump Outrageous
1032054673933565953 2018-08-21 19:59:43 -0400 <smu_mskin12> @JayChpJones @RudyGiuliani @realDonaldTrump @chucktodd @MeetThePress Bot
1032054672742338560 2018-08-21 19:59:43 -0400 <jeffbradley> @sharcat12 @JohnPaul_USA @realDonaldTrump I don’t count the one for Ivanka after he knocked her up. (Yeah, I went there.)  And nice to meet you!
1032054672440389633 2018-08-21 19:59:43 -0400 <susankatz> @realDonaldTrump @WhiteHouse @IvankaTrump @EricTrump @DonaldJTrumpJr
1032054671035256832 2018-08-21 19:59:42 -0400 <susanlovechrist> @joegooding @POTUS @realDonaldTrump @IamMonicaRae @PatriotJenn @ChristieC733 @DonnaWR8 @heyitsmeCarolyn @conservmia @SandraTXAS @CarrieFrances3 @vaxchoiceeast @w_terrence It’s kind of like the liberals r on a magic carpet ride.
1032054669382758400 2018-08-21 19:59:42 -0400 <chadlanedj> @johnrobertsFox @AndthenIsleep @realDonaldTrump Seal it, then give it to him on his way out of the White House.
1032054668963110912 2018-08-21 19:59:42 -0400 <DoesReallyTeach> @AtheistBigfoot @____Roar____ @4HimAloneWeLive @Milvio_Diaz @realDonaldTrump Exactly you did NOT hence why I answered as I did, because it is my PERSONAL view that if I “acknowledge” that someone could own another human being then I would be in a way accepting something that isn’t in harmony with what my Bible trained conscience views as acceptable.
1032054668636160001 2018-08-21 19:59:42 -0400 <StanDeCwikielJr> #Mueller to #Trump: you’re not under investigation. FYI - @realDonaldTrump doesn’t have to be.
1032054667923152896 2018-08-21 19:59:42 -0400 <bahamapple> @davidaxelrod Just remember @realDonaldTrump says Manafort’s a “good guy”.
1032054666492878849 2018-08-21 19:59:41 -0400 <katemccloudsays> @dreamingluzy @idlover54 @Belle_Vivant @EllenHopkinsLit @gabrielleld @jeneps @realDonaldTrump @POTUS Patience.... Always remember, Ken Starr's investigation of Whitewater began two years before Monica Lewinsky stepped foot in the White House. Mueller has just begun.
1032054665662410752 2018-08-21 19:59:41 -0400 <KAZurcher> @DTrumpPoll @realDonaldTrump @POTUS Could you add a choice below poor: Criminal
1032054663846055936 2018-08-21 19:59:41 -0400 <woodstockwasme> Hey .@whitehouse ; someone (MAYBE .@FLOTUS ?)PLEASE tell .@realDonaldTrump his schtick is past BORING !! BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING BORING
1032054663716249600 2018-08-21 19:59:41 -0400 <DetectiveGittes> @GOP @realDonaldTrump He literally doesn't even know what CBP stands for. Don't take my word for it. Watch.   https://t.co/f6mB5EDWWO
1032054663284121601 2018-08-21 19:59:41 -0400 <chriskellerfiat> @stainonamerica @BlueVotr @tedlieu @realDonaldTrump Laughing too hard to respond!
1032054663082921990 2018-08-21 19:59:40 -0400 <pwheelerlvt> @tedlieu @realDonaldTrump But neither @realDonaldTrump nor his base care about truth or law. They sound like idiots chanting about Hillary.  @GOP is truly pathetic.  No character, no integrity, no courage.
1032054662969651200 2018-08-21 19:59:40 -0400 <daddy0kcmo> @realDonaldTrump Listen to your witches instincts.  https://t.co/iUNWSfckwP
1032054662147403781 2018-08-21 19:59:40 -0400 <bendynaa> @johnrobertsFox @benshapiro @realDonaldTrump That's untested, but probably true - hence "impeachment" for "crimes." Separation of powers.
1032054660008435712 2018-08-21 19:59:40 -0400 <susanthereif> @lheal @Artist_Angie @realDonaldTrump won the election. He surrounded himself around some criminals who thought they were above the law, financial crimes.
1032054659140268032 2018-08-21 19:59:40 -0400 <TpalmsDyer> @RepFilemonVela @PaulManafort @MichaelCohen212 @realDonaldTrump @POTUS Stfu you sack of shit
1032054659001634816 2018-08-21 19:59:40 -0400 <Flantastic4> @TomArnold @Helloutofdodge @realDonaldTrump Ouch
1032054658703867906 2018-08-21 19:59:39 -0400 <Rose52413>  https://t.co/Xhir4XJRL5 @realDonaldTrump @IvankaTrump @EricTrump @LaraLeaTrump @DonaldJTrumpJr YOU'RE NEXT. COHEN HAS TAPES THAT YOUR DONOR KNEW ABOUT THE MEETING BEFORE. COHEN IS TESTIFYING ON THE HILL WHERE YOU COMMITTED PREJURY. #LOCKTHEMUP #LOCKTHEMUP #LOCKTHEMUP #LOCKTHEMUP
1032054657110011904 2018-08-21 19:59:39 -0400 <sonicdjc> Want #fakenews ? Watch this asshole @realDonaldTrump on @FoxNews now omg PUKE!!! #IMPEACHTRUMPNOW #TrumpIsALiar
1032054656707383296 2018-08-21 19:59:39 -0400 <sunvalleyid> @SauerElaine @Foodmancing @calebmshelton @johnrobertsFox @realDonaldTrump I remember the days saying "boy, does time fly," but time is dragging now. I'm not sure I can handle 2 years &amp; 5 months of tweets &amp; constant news about Trump. The constant lies &amp; his supporters dumb enough to believe every word he says is crazy.
1032054653725364224 2018-08-21 19:59:38 -0400 <majawash> @NBCNews @TODAYshow When is Don Trum going to #tweet about his? He's so quiet now. Wow!   @realDonaldTrump @HouseGOP #frauds #criminals #PresidentTrump
1032054653519912960 2018-08-21 19:59:38 -0400 <camelking6969> @tedlieu @realDonaldTrump How about you say the truth about all these.     Quit spreading the lies.     I stand with trump
1032054653322702851 2018-08-21 19:59:38 -0400 <bigbeergeek> Hey @realDonaldTrump to are going to prison, just like all your buddies!!
1032054652999749632 2018-08-21 19:59:38 -0400 <jackcoyne814> @coco_konski @realDonaldTrump Mmmmm...Big Mac
1032054652240572416 2018-08-21 19:59:38 -0400 <UNCMoose07110> @realDonaldTrump No, companies  ARE NOT coming back to the US because of your ignorant dumb isht tariffs you moron, and once the numbers come out next quarter where we'll finally see the impact of the damage you've done, I'd love to see how you spin that Mr. Master of Lies
1032054652152565766 2018-08-21 19:59:38 -0400 <cydk0704> @johnrobertsFox @realDonaldTrump But he can be impeached!
1032054650579677185 2018-08-21 19:59:38 -0400 <KVillaKilla> @tedlieu @realDonaldTrump And the GOP is corrupt to the core.
1032054650063802375 2018-08-21 19:59:37 -0400 <realScottWargin> @CheriJacobus @realDonaldTrump Sure is! So, @realDonaldTrump , all I can say is embrace the suck!
1032054646989352960 2018-08-21 19:59:37 -0400 <bradfordmalone> @realDonaldTrump He says as two of his aides are guilty of crimes.
1032054646297243648 2018-08-21 19:59:36 -0400 <dragonEnergy2o> @mychopper_1999 @realDonaldTrump Yea yea how long has it been lol
1032054642836942849 2018-08-21 19:59:36 -0400 <lilaphase> @JesseRodriguez @_juliannemoore @realDonaldTrump The best people!
1032054642694217729 2018-08-21 19:59:36 -0400 <Charleyc20> @realDonaldTrump Jail bird tweet tweet soon noooooo mooorrreeeeeee tweet twweettt tweet tweet hahaha sucker crookrd trump not Hillary haha loser sore loser tweet tweet!!!! Plug your butt now because you're really going to get fucked loser
1032054641331261440 2018-08-21 19:59:35 -0400 <ea_neil> Comrade @realDonaldTrump NEVER met a TAX EVADER he didn't like.... Especially one tied to the Russians....   Trump calls Manafort conviction a ‘disgrace’:  https://t.co/64t0UVhFiE
1032054640987320320 2018-08-21 19:59:35 -0400 <LadyKatrinainfo> @FoxNews @POTUS .@realDonaldTrump &amp; .@foxandfriends .@FoxNews trump stole this!  https://t.co/3IwUK6rkMd
1032054640110698496 2018-08-21 19:59:35 -0400 <CCLcaribecrew> @VicenteFoxQue @realDonaldTrump ...you, sir, are a Master Troller.  And I love it.
1032054636708954112 2018-08-21 19:59:34 -0400 <BertoniAaron> @realDonaldTrump    President trump the democrats whole campaign for the mid term election is focused on re calling you if you resign and you call on your supporters to back vice president pence 100% I feel the republicans can retain control of the house and senate
1032054635664732160 2018-08-21 19:59:34 -0400 <NLevendofsky> The screwing @realDonaldTrump got is nothing compared to the one he’s about to get. #lockhimup
1032054635023003655 2018-08-21 19:59:34 -0400 <peachisyummy> @PruettRosa @realDonaldTrump Neither do generals and John Kelly is worth more. Also, Mueller was a lawyer in a law firm. Read more, watch Fox News less.
1032054634934923264 2018-08-21 19:59:34 -0400 <MNecomb> @realDonaldTrump Somebody please take a picture of his huge crowd.. You wont need to zoom out !
1032054634754572291 2018-08-21 19:59:34 -0400 <kbpierso> @realDonaldTrump @foxandfriends I thought your slogan was lock her up
1032054633936683010 2018-08-21 19:59:34 -0400 <CBrabstonovich> @realDonaldTrump  https://t.co/Ru3ux7DDrk
1032054633856815104 2018-08-21 19:59:34 -0400 <drgaither> @Cowgirls4Trump @realDonaldTrump @POTUS ⭐️⭐️⭐️🌟🌟💯Stock &amp; Retirement portfolios WILL continue to increase id you vote Republican.  You know it's going happen.  Don't fight it. Join CowgirlsForTrump. Com  MAKE IT HAPPEN🌟🌟🌟⭐️
1032054633504628738 2018-08-21 19:59:33 -0400 <PoodleMommy> @realDonaldTrump John Brennan has more dignity and honor in his pinky finger than you have in your entire rigged presidency. I hope the afternoon's news gives you pause. You cannot bluff your way through the rest of your term much longer.
1032054633353494533 2018-08-21 19:59:33 -0400 <avaCharles14> @Johnjb3 @marshonvashon @realDonaldTrump @The_Trump_Train Quick, fast and in a hurry
1032054632569176064 2018-08-21 19:59:33 -0400 <Bobsbaby4061> @realDonaldTrump  https://t.co/sz9bNcL1uy
1032054630631522304 2018-08-21 19:59:33 -0400 <Madame_ADAM> So... Treason is illegal, right @realDonaldTrump ? So... what jail will you spend the rest of your sorry life in?!?
1032054630497181697 2018-08-21 19:59:33 -0400 <crazytimes65> @AssangeMrs @wikileaks For crying in the night. Julian Assange is not a fascist. @realDonaldTrump please give this man immunity. He saved the USA. He deserves your attention.
1032054628194635777 2018-08-21 19:59:32 -0400 <leentjetx> @realDonaldTrump Same old same old insert name here .... so original NOT!
