1104169927878025216 2019-03-08 18:59:59 -0400 <Apt104> @realDonaldTrump  https://t.co/0uXQoFKP5E
1104169923427926021 2019-03-08 18:59:58 -0400 <stephy001> @realDonaldTrump For the 1st time in my life I can honestly say I would not want a visit from the POTUS. My 1st and foremost golden rule in life is honesty matters. Trustworthiness is everything to me, and I DO NOT associate with or trust liars. His supporters that say "yea I know he lies, but.."
1104169918717669376 2019-03-08 18:59:57 -0400 <ALaPreteMurphy> @realDonaldTrump @RepMikeTurner Please. Shut. Up.
1104169917580861440 2019-03-08 18:59:57 -0400 <pamgraf> @realDonaldTrump Where? Exactly where is the wall being built? 6,5,4,3,2.....
1104169916448628736 2019-03-08 18:59:57 -0400 <dlpmas> @MSNBC @realDonaldTrump Melania's face lift looks amazing maybe you should try one
1104169913852313600 2019-03-08 18:59:56 -0400 <JRazi017> @JapuntichKim @realDonaldTrump Legal terminology, as in rules of evidence, defines Fake News Media as Inadmissible Hearsay, it doesn't even qualify as direct evidence, no evidence = No Chance of proof.
1104169913621479424 2019-03-08 18:59:56 -0400 <macamaw61> @KTHopkins @PamB60 @realDonaldTrump That’s my President ‼️❤️
1104169912967278592 2019-03-08 18:59:56 -0400 <EJG_AmericanGal> @eugenegu @realDonaldTrump @RepMikeTurner  He also wanted Maria Maples to abort Tiffany. Google it.
1104169909838376964 2019-03-08 18:59:55 -0400 <TruthJustis4USA> @realDonaldTrump Throwing paper towels in Puerto Rico was a level of stupidity that we’ve rarely seen. Signing Bibles as if you were an author at a book signing was a level of arrogance and stupidity that makes throwing paper towels seem less offensive in comparison.
1104169907183325185 2019-03-08 18:59:55 -0400 <cheapshotracing> @mjwhiting89 @JeffreyGuterman @DeanObeidallah @realDonaldTrump @foxandfriends Isnt that the Damn truth 👍
1104169906474409984 2019-03-08 18:59:54 -0400 <tonypaoletti> @Luisort02739966 @realDonaldTrump Yep, but I’m fully awake.
1104169903140077568 2019-03-08 18:59:54 -0400 <BeverlyGolec> @realDonaldTrump I didn't see him do this in Porta Rico.
1104169901852422144 2019-03-08 18:59:53 -0400 <RobbieF71> @realDonaldTrump So,  you hug grieving voters iin Alabama, but throw paper towels at the Puerto Rican hurricane survivors.  Got it.
1104169900812181507 2019-03-08 18:59:53 -0400 <meanbobbymcgee> @Airvooocht @realDonaldTrump The fact that not one of those things is true. You forgot that, I guess.
1104169894990544897 2019-03-08 18:59:52 -0400 <XAVIERJOEYJOE> @TomFitton @JudicialWatch @realDonaldTrump @LouDobbs @FoxBusiness Fittons arms are bigger then sir shift a lots whole torso
1104169894956851200 2019-03-08 18:59:52 -0400 <KGalliah> @Rod_Rosenstein @realDonaldTrump They need a shrink in the oval office!  They really do!  PTSD for the employees cause  Trump is beyond any help!  Really though!  Maybe the Evangelist can pray for him or exorcise his ass!  I don't think it would do any good cause the Devil will probably send him back!
1104169894910873600 2019-03-08 18:59:52 -0400 <roe_con> @realDonaldTrump Sorry Donald your wrong. What the judge meant was this particular trial and sentencing DID NOT address the Russian collusion charges not that there are NO collusion charges that are yet to come. Trumpkins are pretty thickheaded when it comes to their God.
1104169894474444800 2019-03-08 18:59:51 -0400 <armedgourmet> @IAMQUEENLATIFAH You owe @realDonaldTrump and over 63 million Americans an apology for your blatant racism 😂👌  https://t.co/R2NZ91ssC1
1104169893635780615 2019-03-08 18:59:51 -0400 <TakenByTheWinds> @LouDobbs @realDonaldTrump There’s no divide pumpkin, there’s just more Trump minion propaganda.
1104169893463818241 2019-03-08 18:59:51 -0400 <Marie72879862> @realDonaldTrump it's good news for the sanity of patriotic Americans,  that there's a 1/2 of the country believe Cohen over the biggest LIAR Trump.  Trump's  lies are as last week at thousand plus.
1104169892473962496 2019-03-08 18:59:51 -0400 <Haxan1> @BorisEP @realDonaldTrump It should be noted that the "difficult" times are the ones he himself created.
1104169885071011840 2019-03-08 18:59:49 -0400 <pollardgen> @realDonaldTrump Remember...she beat your sorry carcass in the popular vote.
1104169883267297280 2019-03-08 18:59:49 -0400 <ElizabethRBess> @HeliaTropist @RealJamesWoods @realDonaldTrump Interesting. It explains a lot about the delicately balanced “dance” Trump does, right?
1104169879278702593 2019-03-08 18:59:48 -0400 <ptasiuk> @realDonaldTrump @RepMikeTurner Liar
1104169873213612032 2019-03-08 18:59:46 -0400 <karemiah> @realDonaldTrump @RepMikeTurner But don’t you see, dear Spanky, when Cohen pled guilty (which, in your own words, is him telling the truth) he was pleading to COVERING UP YOUR CRIMES!   You really should get your stupid gene checked out by a doctor. It seems to be flaring up a lot lately.
1104169871967956992 2019-03-08 18:59:46 -0400 <LcbrownLora> @LouDobbs @realDonaldTrump Why don't u report on releasing tax returns? If @BarackObama wouldn't have released his returns u would have crucified him National debt, &amp; what 45 has added to it already. Fact check what 45 says @FoxNews doesn't want to report the truth Money is what drives @FoxNews @LouDobbs
1104169871791788034 2019-03-08 18:59:46 -0400 <yvohu1> @realDonaldTrump Yang’s Facebook profile features a slew of photos taken with the president and his family. Others show her posing with several big-name Republicans, including Rep. Matt Gaetz, RNC chair Ronna McDaniel, Florida Gov. Ron DeSantis, and Sarah Palin.  https://t.co/ypv6jKTLYu
1104169870260871168 2019-03-08 18:59:46 -0400 <jrodentop1> @realDonaldTrump @RepMikeTurner Don’t think you can pick and choose here as it suits you
1104169869614841861 2019-03-08 18:59:46 -0400 <nabiirl> @Emmieejacq @realDonaldTrump Also my brother in law and father in law just as a fun fact
1104169867845005318 2019-03-08 18:59:45 -0400 <alan_wombat> @paulsperry_ @realDonaldTrump Trump saw a lot of himself in Cohen, why else would he hire such a crook.
1104169866058190848 2019-03-08 18:59:45 -0400 <JohnEHoldsworth> @paulsperry_ @realDonaldTrump Speaking of criminal family members... how Jared Kushner's father doing these days.
1104169865278038017 2019-03-08 18:59:45 -0400 <tseena1> @realDonaldTrump @RepMikeTurner Stop worrying about Michael Cohen, you need to check out George Conway.
1104169862925037574 2019-03-08 18:59:44 -0400 <harrynaustin> @realDonaldTrump @RepMikeTurner How about Trump testifying under oath like COHN??? Now way as his lawyers said he lies so much he would purge him self within minutes.He is the last person calling someone a lier.Trump is so disgusting and pathetic!!
1104169862421794818 2019-03-08 18:59:44 -0400 <MorvantCheryl> @NationalistCody @RobertRokdawg @SteveHiltonx @SaraCarterDC @RepAndyBiggsAZ @RepLeeZeldin @realDonaldTrump @foxnation @replouiegohmert @EricTrump @FoxNews @SteveScalise (Enough Of Fake Republicians. Resign Now if you are Kissing Pelosi ‘s #.
1104169862044168193 2019-03-08 18:59:44 -0400 <Coach_42> @realDonaldTrump @RepMikeTurner  https://t.co/EnjUOy2McY
1104169858449793025 2019-03-08 18:59:43 -0400 <RazorRamone00> @IvankaTrump @realDonaldTrump @USAID @WhiteHouse #complicit
1104169858407825408 2019-03-08 18:59:43 -0400 <AmericaFirst125> @GoogeliArt @realDonaldTrump Who are you to talk
1104169855538905089 2019-03-08 18:59:42 -0400 <EnochRoot6> @realDonaldTrump @RepMikeTurner You are still telling the same lies that Cohen is going to jail for. Why don't you stand up and repeat them in front of a committee hearing?
1104169853345320960 2019-03-08 18:59:42 -0400 <Purpleswordpur3> @Richhutz @gregolear Google MARY CARTER PAINTS/RESORTS ITNL.. fun read.. It'll tell you who the @realDonaldTrump really is.. A money laundering sleaze bag..
1104169851600494592 2019-03-08 18:59:41 -0400 <mgullia065> @realDonaldTrump
1104169851537539074 2019-03-08 18:59:41 -0400 <BobHosfbd> @LindaSuhler @realDonaldTrump PhD ??    Ph ony D ipshit ?
1104169848714772481 2019-03-08 18:59:41 -0400 <josee939> @CNNEE @realDonaldTrump Esto es fresco, @NicolasMaduro @vladimirpadrino UNA AUTOFOTO DE UN ESTUPIDO QUE SE CREYO TODAS SUS MENTIRAS COMO PAYASO GENOCIDA NO SE LE QUITA LA CARA DE LAGARTIJA A ALIKATE YA EL PUEBLO NO COME CUENTO MADURO SEGUIS PENSANDO CON EL CULO.
1104169845648748545 2019-03-08 18:59:40 -0400 <CraigW00417255> @realDonaldTrump @RepMikeTurner  https://t.co/Zals9SYOzw
1104169843228639233 2019-03-08 18:59:39 -0400 <DennisWalls15> @realDonaldTrump @foxandfriends Unless you want to have kids, buy a house etc
1104169842649767937 2019-03-08 18:59:39 -0400 <RyanmEft> @p_a_kirwan @GregShugar @realDonaldTrump @RepMikeTurner @AOC She's also not the President.
1104169842482008064 2019-03-08 18:59:39 -0400 <SchrempfMarge> @realDonaldTrump Another STAFF TWEET
1104169837864071169 2019-03-08 18:59:38 -0400 <HWHInBama> Kellyanne Conway interviewing for her next job after she leaves @realDonaldTrump @WhiteHouse  https://t.co/Et6kFmr6Nj
1104169837100761088 2019-03-08 18:59:38 -0400 <Barbara00248301> @Wizardwayne @lancewallnau @realDonaldTrump Are you referring to the lawyer or Trump...
1104169833711763457 2019-03-08 18:59:37 -0400 <lucky_danny1> @realDonaldTrump This aged well....
1104169833225220097 2019-03-08 18:59:37 -0400 <DrewVanosdale> @realDonaldTrump @RepMikeTurner Bull
1104169830419218432 2019-03-08 18:59:36 -0400 <Artistlike> @realDonaldTrump @RepMikeTurner  https://t.co/VlTCXE7NEi
1104169828707979264 2019-03-08 18:59:36 -0400 <katrina7277> @realDonaldTrump  https://t.co/tfG4QARNUh
1104169827416051712 2019-03-08 18:59:35 -0400 <RosaRing> @SenSchumer @realDonaldTrump “Build the Wall”.  If Obama can give $150 BILLION to Iran then we can easily pay $5 Billion for the Wall
1104169827365724166 2019-03-08 18:59:35 -0400 <nmpforever> ...with a fireproof pen no doubt...  @realDonaldTrump  #EpistemologicalTerrorist
1104169827227320321 2019-03-08 18:59:35 -0400 <SethBen1> @realDonaldTrump Signing bibles?
1104169821799735297 2019-03-08 18:59:34 -0400 <DougMcPherson5> @realDonaldTrump @RepMikeTurner Right Donnie. I believe you. You ALWAYS tell the truth. Typical Trump. You attack people who turn on you. Try to discredit them. Sorry Donnie, I’m not buying it. You lie all the time.
1104169819421605890 2019-03-08 18:59:34 -0400 <CherylP__> @IvankaTrump @realDonaldTrump @USAID @WhiteHouse No honorable woman wants to be associated with you.
1104169818129866752 2019-03-08 18:59:33 -0400 <matuzalem> @realDonaldTrump @RepMikeTurner Stop lying, the truth can’t hear you.
1104169817861509121 2019-03-08 18:59:33 -0400 <Homeofgolftour1> @paulsperry_ @realDonaldTrump If he is so bad why did Trump employ him for years ? Probably to cover up his criminal behavior??? I want that fat draft dodger to go away
1104169816745635840 2019-03-08 18:59:33 -0400 <JeffManas> @realDonaldTrump Why was @michaelcohen212 your lawyer for so long? You needed him, you used him, and you are throwing him under the bus. Your only loyalty is to yourself.
1104169815592353792 2019-03-08 18:59:33 -0400 <Raymond999USA> @UnrealAssAcount @PoppenReport @realDonaldTrump You've expressed it. If you think you have evidence, you continue to ask the government to investigate. But we all know that. Two years into the investigation, it has concluded that Trump is innocent. There's no point in talking to each other.
1104169813818163200 2019-03-08 18:59:32 -0400 <rick_huggins10> @realDonaldTrump Actually it’s a result from some of the Russian sanctions
1104169812069048320 2019-03-08 18:59:32 -0400 <welshalan> @dcexaminer @steph93065 @realDonaldTrump Anti-Israel is fine. I’m anti-Israel. Deplorable apartheid record. Anti-Jewish is ridiculous. Hating Israel has nothing to do with religion. It’s just a deplorable country that steals land, and does its best to make the lives of millions as horrible as possible.
1104169810395566080 2019-03-08 18:59:31 -0400 <GComptroller> @realDonaldTrump Now you have to testify before the house committee, dummy!
1104169810177544192 2019-03-08 18:59:31 -0400 <6951smg> @realDonaldTrump @RepMikeTurner Trump is chicken to go under oath Mr Cohen did.
1104169809388994561 2019-03-08 18:59:31 -0400 <CamSullivan> @chuckhatfield @waltshaub @realDonaldTrump The period after the S is actually a fascinating historical debate. The Truman museum supports the period, but even Truman himself was inconsistent in using it during his lifetime:  https://t.co/7ShhETi5L6
1104169809376395264 2019-03-08 18:59:31 -0400 <micktbarnard> @JC_Mechanical @krassenstein @realDonaldTrump Except you. You fix air conditioning. How's Carrier getting on?
