1104169927878025216 2019-03-08 18:59:59 -0400 <Apt104> @realDonaldTrump  https://t.co/0uXQoFKP5E
1104169808851918848 2019-03-08 18:59:31 -0400 <jeffrey_feff> @BorisEP @realDonaldTrump Lol Jesus dude what’s it taste like?
1104169806016794624 2019-03-08 18:59:30 -0400 <mrdvsn8> @realDonaldTrump @RepMikeTurner How about you start.   You can’t tell the truth bc you’re sick.
1104169805622448130 2019-03-08 18:59:30 -0400 <MrDazo82> @jaarreaza @realDonaldTrump Con calma??? CDTM irresponsable! la gente que murió? La comida que se dañó?? Los electrodomésticos que ya no sirven?? Pero ustedes para escurrir el bulto están mandados a hacer!
1104169804708134912 2019-03-08 18:59:30 -0400 <darwoodhurst> Let’s not forget the government had the chance decades ago to do this and passed. Mueller in his quest to take down the president for the hateful, mean, bitter, unhappy, democrats, pulled this out of his hat. Threatening him so he would make something up about @realDonaldTrump 😡
1104169803839873027 2019-03-08 18:59:30 -0400 <NotTodayLuv> @GregShugar @realDonaldTrump @RepMikeTurner Executive time is sooo flexible.  Everything after Faux and Friends is up for grabs - unless he has a tee time.
1104169803806375936 2019-03-08 18:59:30 -0400 <RHuege> @realDonaldTrump @RepMikeTurner That is one more truth, than our president has told.
1104169803647016962 2019-03-08 18:59:30 -0400 <WendyTeller1> @realDonaldTrump Don't forget the paper towels!!  https://t.co/heJdHSUM9M
1104169796306907136 2019-03-08 18:59:28 -0400 <Scottyjscizzle> @EntonceY @realDonaldTrump Their brown though! Their president can take care of them!
1104169795572899843 2019-03-08 18:59:28 -0400 <HubbJoanne> @JC_Mechanical @krassenstein @realDonaldTrump Good for you. Other farmers that grow soybeans to fish &amp; lobsters (fish farmed in gulf of Maine) are struggling. Google it. Don't count on Trump or FOX
1104169794486525953 2019-03-08 18:59:28 -0400 <sgs_sassy> @realDonaldTrump Both your daughter and son-in-law share your  ‘Art of the Liar’ talent!  They do not deserve any form of security clearance! They want/usethe Intel as collateral in their ‘fraudulent, underhand’ dealings with foreign nations!!  You lot are Transparent!  SICK LIARS! CRIMINALS
1104169792666304512 2019-03-08 18:59:27 -0400 <markcubsfan> @AeroFluff @dutch89panthers @krassenstein @realDonaldTrump Ok, you SHOULD be a bot, you could have artificial intelligence instead of natural whininess.   Also, in your case,  memes are best. You are less likely to embarrass yourself.
1104169791265234946 2019-03-08 18:59:27 -0400 <jamescando> @realDonaldTrump PRESIDENTIAL SNOWFLAKE!
1104169791126822913 2019-03-08 18:59:27 -0400 <66Alpine> @realDonaldTrump @RepMikeTurner Says one who always tells the truth 🤔🤦🏻‍♂️
1104169787565969408 2019-03-08 18:59:26 -0400 <januaryjp1> @realDonaldTrump Why don't you go have a little chit chat with Mueller.
1104169787553390592 2019-03-08 18:59:26 -0400 <TryAgain78911> @JeffreyGuterman @marklevinshow @realDonaldTrump And she'll be suing you for libel. The woman hasn't owned the place for over a year.  https://t.co/pudjaQ3LwZ
1104169783308763136 2019-03-08 18:59:25 -0400 <Frances63919915> @4chloebear @thegoodgodabove @realDonaldTrump Maybe we will say something good about this walking pile of shit when he actually does something good!!! A pretend photo op is not good!!!!
1104169782490943488 2019-03-08 18:59:25 -0400 <kaur_jeeto> @realDonaldTrump Here is a President who inspires women all over the world ... OBAMA 👇👇👇  https://t.co/gzyP1Dqvfa
1104169781509406720 2019-03-08 18:59:25 -0400 <daisy4091> @realDonaldTrump Did you sign the Bibles because you think you wrote it?
1104169780922089473 2019-03-08 18:59:24 -0400 <BruceBoyman> @realDonaldTrump  The Dems keep running amok. No fears, Kevin McCarthy-R is ready for battle.  https://t.co/PtNJ60jmpZ
1104169777638109184 2019-03-08 18:59:24 -0400 <AmyVribot> @TeodroseFikre @IlhanMN @BarackObama @realDonaldTrump This lady is Rockin #IlhanOmar
1104169775939420160 2019-03-08 18:59:23 -0400 <joemcginnissjr> @BorisEP @realDonaldTrump  https://t.co/pJLOwfxkPa
1104169773133430785 2019-03-08 18:59:23 -0400 <ballgame692> @SenateGOP @GOP @realDonaldTrump @IvankaTrump
1104169769249529856 2019-03-08 18:59:22 -0400 <mitsry2> @GOwen47 @KTHopkins @realDonaldTrump Me too. What we have in the UK I would happily round up, still on a wood pile and set fire to the lot, with few exceptions.
1104169766904684544 2019-03-08 18:59:21 -0400 <JohnHummasti> @POTUS @realDonaldTrump  Equating criticism of the Ideology of Islam and Sharia to Anti-Semitism is like equating a murderer with his victim. Nonie Darwish
1104169764929368064 2019-03-08 18:59:21 -0400 <Wherring65> @JeffreyGuterman @Freedom71774809 @realDonaldTrump @KellyannePolls @DonaldJTrumpJr @EricTrump @SenRickScott @RepMattGaetz @GovRonDeSantis @SarahPalinUSA @GOPChairwoman She’s out there spreading lots of happy endings.😳
1104169764912541696 2019-03-08 18:59:21 -0400 <CRS_0N3> @BorisEP @realDonaldTrump Except for Puerto Rico.....
1104169762324590592 2019-03-08 18:59:20 -0400 <BotAurelius> @realDonaldTrump Now, it is repugnant to reverence for reason and for God to grieve at the #loss by death of these other despicable things. - Meditations by M.Aurelius
1104169761800302592 2019-03-08 18:59:20 -0400 <ONDB0> @realDonaldTrump A+ treatment  ... just curious a Californian
1104169758981832704 2019-03-08 18:59:19 -0400 <mpopkin> @LouDobbs @realDonaldTrump If only you have a damn about the things republicans say. What the hell happened to you?
1104169758402830336 2019-03-08 18:59:19 -0400 <Mikeipoh1> @IvankaTrump @realDonaldTrump Keep up the good work, Ms Ivanka!
1104169758188953600 2019-03-08 18:59:19 -0400 <Didikatz> @FabiolaAlbaCh1 @davidmweissman @realDonaldTrump @AmericaDialogue All Trump has is Fake Account trash supporting his fake presidency. You should aspire higher, like for perhaps a life.
1104169756565880832 2019-03-08 18:59:19 -0400 <miqueridofabi> @alexvzlalibre @jguaido Siiiii Dios qué estarán esperando!!! Yo sé que no es soplar y hacer botellas, pero urge una intervención militar ya!!  Vzla toca fondo, es hora de tomar decisiones... @jguaido @SecPompeo @marcorubio @realDonaldTrump @AndresPastrana_ @tutoquiroga @jairbolsonaro @IvanDuque @Lenin
1104169753843765248 2019-03-08 18:59:18 -0400 <thomasdoylefla> Lock @realDonaldTrump up!!
1104169752488865792 2019-03-08 18:59:18 -0400 <ThoughtasWeak> @realDonaldTrump @RepMikeTurner Said Pinocchio in chief  🤥
1104169752447062018 2019-03-08 18:59:18 -0400 <Jaronamo1Jerry> @MSNBC @realDonaldTrump Obviously President Trump loves the great people of America
1104169752199540736 2019-03-08 18:59:18 -0400 <AAcuswater> @realDonaldTrump  Mr President please save Subic naval port from Chinese purchase. Save the pacific region.  Philippines.  https://t.co/YffINmpBLw
1104169751616671744 2019-03-08 18:59:17 -0400 <yvohu1> @realDonaldTrump @RepMikeTurner Yang’s Facebook profile features a slew of photos taken with the president and his family. Others show her posing with several big-name Republicans, including Rep. Matt Gaetz, RNC chair Ronna McDaniel, Florida Gov. Ron DeSantis, and Sarah Palin.  https://t.co/ypv6jKTLYu
1104169749947342853 2019-03-08 18:59:17 -0400 <Meggiewin> @realDonaldTrump  https://t.co/N0tl0txEix
1104169741533499392 2019-03-08 18:59:15 -0400 <RowToShore1959> @realDonaldTrump won election only because of 1) RUSSIAN meddling 2) @FoxNews killing stories 3) paying people off 4) Enquire news rag working his side at store check-outs.  #MoronTrump
1104169741093085184 2019-03-08 18:59:15 -0400 <shp4x4> @thecjpearson @cbtally @realDonaldTrump He's not. He's a great American.
1104169740828844032 2019-03-08 18:59:15 -0400 <NVCc6fN5txYMlLB> @realDonaldTrump @RepMikeTurner Всё ещё проблема не решена? Тогда придётся ещё на один срок президентом оставаться.
1104169740228947968 2019-03-08 18:59:15 -0400 <SuperStarGroper> @DeliliaOMalley @FLOTUS @realDonaldTrump Surprised that @FLOTUS didnt sign these as a way to keep @realDonaldTrump away from her!
1104169739537080320 2019-03-08 18:59:15 -0400 <FeloniousBunk> @realDonaldTrump @RepMikeTurner Honestly, this is your funniest tweet today.
1104169738186485761 2019-03-08 18:59:14 -0400 <wareagle3450> @ateecher @GrahamAllen_1 @realDonaldTrump I don't get it.
1104169736957554688 2019-03-08 18:59:14 -0400 <lies_r_evil> @realDonaldTrump Mexico’s war and romance with the Cartels will continue forever. The fence, the wall, the cops, the military, will not change anything. Demand for drugs is a symptom of a dying society, populated by desperate people ruled by the elites that you serve.
1104169736370188288 2019-03-08 18:59:14 -0400 <chrys3kids> @JeffreyGuterman @realDonaldTrump Proving once again, Twitter needs a barf emoji.
1104169736064000001 2019-03-08 18:59:14 -0400 <seagullsquirrel> @politvidchannel Ok @GOP  where’s the condemnation for this comment? @realDonaldTrump is blatantly lying. This isn’t how a potus should act. This I beyond ignorant and he needs to be put in his place! #enough #GOPHypocrisy
1104169734323535872 2019-03-08 18:59:13 -0400 <420__eyes> @realDonaldTrump @RepMikeTurner  https://t.co/qKcN5cx5Qv
1104169733379772416 2019-03-08 18:59:13 -0400 <SidMichael5> @realDonaldTrump what in Gods name is going on with the out of control freshman Dumba**Dem's ?? They must be STOPPED!!!
1104169731622404096 2019-03-08 18:59:13 -0400 <SethBen1> @realDonaldTrump @RepMikeTurner Lying right now!
1104169731307814913 2019-03-08 18:59:13 -0400 <zipper1204> @KerseyTony @BridgetKF30 @Debbie_Vesino @AndersonLondoe @TrumpsAlways @Gimpmaker @DonnaWR8 @informedvoter21 @gonv_survival @rockynickydog @loves_nra @realDonaldTrump @US_of_A_1st @AmericanVoterUS @nancylee2016 @alexiaameriica @AngeleStar11 @TomWick15 @KimberlyMrsRR1 @knowladgeispwr @MyBrianLeyh @IWasHrren @lloyd4man @RealTT2020 @TrmpPnceMkeSens @Chris_A10_USA @GatesRobin @Corp125Vet How is your community? What have you done to help bring people together in it? No one person is an island. Turn off the programme and disconnect. Walk around in the real world and find peace and serenity. Social media feedback loop full of hectic chaos and crisis.
1104169730951299072 2019-03-08 18:59:12 -0400 <Pmoorenaples> @realDonaldTrump @RepMikeTurner Hahahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha  #TrumpCrimeSyndicate  Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha Hahahaha
1104169730812723200 2019-03-08 18:59:12 -0400 <smirkingfool> @realDonaldTrump @RepMikeTurner He lied when he said anything that so much as associated you with anything unethical or illegal, but spoke the truth about that which does not negatively impact you, is that correct? I think I see what you mean.
1104169730708066304 2019-03-08 18:59:12 -0400 <PuestoLoco> @girlsreallyrule JUST IN: Found on Cindy Yang's Facebook pages: Autographed silhouette of @realDonaldTrump. "Make America's human trafficking great again! - DJT"  https://t.co/czrJBCzXiY
1104169730309570562 2019-03-08 18:59:12 -0400 <storacle> @BorisEP @realDonaldTrump  https://t.co/e4pBAjfPAj
1104169729973981186 2019-03-08 18:59:12 -0400 <CapnBlinkyEsq> @eBiblicalTruth @GregShugar @realDonaldTrump Please don't breed
1104169725565648896 2019-03-08 18:59:11 -0400 <jnizzle44> @realDonaldTrump Even in such tragedy, you have to make it about you.  Worst POTUS ever!!!
1104169725427216384 2019-03-08 18:59:11 -0400 <nrsvlda> @CindyPatriot @GOP @realDonaldTrump @POTUS @FLOTUS @DonaldJTrumpJr @EricTrump @IvankaTrump @WhiteHouse As you should be...they are both such great representatives of all that is good - with porn stars, with stealing our tax $$, with taking $$ and gifts for access to them. Ya...they’re real stand up folks those tRumps!!
1104169724303286273 2019-03-08 18:59:11 -0400 <modov> @realDonaldTrump @foxandfriends I’m shocked Fox &amp; Friends would have something good to say about your travesty of a term in office.
1104169724177461248 2019-03-08 18:59:11 -0400 <IanMajorpup> @KTHopkins @realDonaldTrump Lol katie
1104169721983787008 2019-03-08 18:59:10 -0400 <RaymondOAnders2> @Trumptweets2020 @realDonaldTrump thought it was all a "broken commandment tour!" Of course next he'll be signing Constitutions as a part of the "broken amendments tour!"
1104169721002381312 2019-03-08 18:59:10 -0400 <davidweiman> @MichaelCohen212 @POTUS @realDonaldTrump Hang in there, Michael.
1104169720918478848 2019-03-08 18:59:10 -0400 <TritiumBurst> @realDonaldTrump @onahunttoday @RepMikeTurner SleazyD...
1104169720100651009 2019-03-08 18:59:10 -0400 <TheScottyB5> @realDonaldTrump @RepMikeTurner Ok. Good night everyone. Sleep tight. 👌🏻
1104169720071122945 2019-03-08 18:59:10 -0400 <speculawyer> @realDonaldTrump  https://t.co/TxQjjMAsY4
1104169718485663744 2019-03-08 18:59:10 -0400 <MarleneCarney53> Thank you Mr. Conway @gtconway3d for telling it like it is.  We have a President that has conned America.  He lacks integrity, honesty, leadership and should resign.  We are all being held hostage by this poor excuse for a man and a President. @realDonaldTrump should resign.
1104169717445611521 2019-03-08 18:59:09 -0400 <hamboky> @realDonaldTrump #SummaCumLiar
1104169716854214663 2019-03-08 18:59:09 -0400 <RobertB52216885> @Lmchristi1 @SealeyGerald @POTUS @realDonaldTrump 👍👊💥🇺🇸
1104169714497015810 2019-03-08 18:59:09 -0400 <RodBadeen> @Lrihendry @realDonaldTrump Unfortunately, not ALL of us, little 🐒. And, due to no WALL, more who don't are flooding in more by the day!
1104169713259724803 2019-03-08 18:59:08 -0400 <swon26> @realDonaldTrump You know what harassment is, after all you harassing women and bragging about it. There are MORE indictments on the way, including con woman @IvankaTrump @DonaldJTrumpJr conman Jared Kushner and of course YOU!
1104169712722706432 2019-03-08 18:59:08 -0400 <hmmm889> @realDonaldTrump @RepMikeTurner Sounding really, really desperate today.
1104169711208710149 2019-03-08 18:59:08 -0400 <YoungVmyoung61> @realDonaldTrump You are the most hated man I the country, by Americans who have more than 10 brain cells. Resign.
1104169707559518208 2019-03-08 18:59:07 -0400 <johnbarbirolli> @JeffreyGuterman @realDonaldTrump What a classy assemblage!  Hardly a braincell between them, but shaky rich, so we adore and worship them.
1104169706829873152 2019-03-08 18:59:07 -0400 <RockVermont> @realDonaldTrump WaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!!!!!!!!!!!!!!!!
1104169705001037825 2019-03-08 18:59:06 -0400 <LesQ14> @hach_g @JeffreyGuterman @realDonaldTrump Hoo, boy!
1104169703944134658 2019-03-08 18:59:06 -0400 <tlynne_tracie> @realDonaldTrump @RepMikeTurner I love my President!!!! MAGA
1104169703570780160 2019-03-08 18:59:06 -0400 <davidjosephcrai> @realDonaldTrump signing copies of The Art of the Deal.  https://t.co/v1amFf716i
1104169702836719616 2019-03-08 18:59:06 -0400 <Angesdiaz> #SOSVENEZUELA 27 HORAS SIN LUZ EN TODA VENEZUELA NECESITAMOS AYUDA @jguaido @marcorubio @realDonaldTrump @VP @SecPompeo niños y adultos muriéndose, comida bañándose por favor hasta cuando @ibepacheco @HermesRamirezH @Leonardo_Padron
1104169702539051008 2019-03-08 18:59:06 -0400 <josenicolasma11> Always was the plan by cuba G2. Shut down enterily country and reedit internet control system from cable cuba connecting to Venezuela finally the cuba army in the streets to people subyugation all is a big lie @realDonaldTrump @marcorubio
1104169699993153536 2019-03-08 18:59:05 -0400 <thewritejoyce> @57loosebruce @MSNBC @realDonaldTrump Gladly!
1104169698889916417 2019-03-08 18:59:05 -0400 <OSILVA69208918> @eugenegu @realDonaldTrump Dr. Eugene Gooo, you're a disgrace to the medical profession and your Hippocratic Oath of "Do No Harm." You are obviously pro 'infanticide' to promote your Ganogen' company of fetal tissue implants in organ transplantation. (chop shop)
