1194404506290851840 2019-11-12 18:59:59 -0400 <realjamestoller> @realDonaldTrump  https://t.co/QVuWGO3MXm
1194404429144809472 2019-11-12 18:59:41 -0400 <arijameiers> @minhtngo @realDonaldTrump is NOT now nor ever been an American president.  He works totally for Vladimir Putin NOT Americans. For Mohammad Bin Salman (MBS) against our free press. For Recep Erdoğan to massacre the Kurds giving Syria to Putin.  https://t.co/tdBA8COPP7
1194404426867466240 2019-11-12 18:59:40 -0400 <beebeebuzz25> @tedlieu @realDonaldTrump I have honestly never wanted to leave the USA so bad before. There’s no such thing as checks and balances.
1194404422908088321 2019-11-12 18:59:40 -0400 <Tina_Marie_CE> @TeamTrump @realDonaldTrump @IvankaTrump Why do you constantly lie about things that are easily fact checkable? And why do your followers continue to blindly believe you without looking into the real facts for themselves?
1194404419800096768 2019-11-12 18:59:39 -0400 <kjdtrader> @WhiteHouse @realDonaldTrump You’re just plain terrible people!
1194404417153441792 2019-11-12 18:59:38 -0400 <kenblackwell> I've read the transcript. Shifty Schiff has nothing! @realDonaldTrump #Trump2020  https://t.co/4kFGDdr1YR
1194404415928766465 2019-11-12 18:59:38 -0400 <chrisdonato04> Talking about @realDonaldTrump, @TomSteyer says “he’s the biggest swamp rat to ever live in DC”  https://t.co/QQnfbU1rQD
1194404415928750081 2019-11-12 18:59:38 -0400 <KatieOGrady4> @Bkcharlie @SoulBlossom_Wen @realDonaldTrump Epstein him😊
1194404415916167168 2019-11-12 18:59:38 -0400 <realfd1954> @tedlieu @realDonaldTrump Enough damage to our democracy  #ImpeachTrump
1194404415203098624 2019-11-12 18:59:38 -0400 <ConLaw60654> @JudiciaryGOP @HouseGOP “If you can’t find facts, baffle with bullshit”.  @realDonaldTrump The Art of the Deal.
1194404413860929537 2019-11-12 18:59:37 -0400 <PamPierotti> @realDonaldTrump SHUT THE HELL UP!
1194404413227573254 2019-11-12 18:59:37 -0400 <Butterc10237133> @realDonaldTrump Here are some facts you stable, lying, criminal genius you!
1194404412774658049 2019-11-12 18:59:37 -0400 <flooreedaaa> @realDonaldTrump So... you only believe people that live up your butt?
1194404412506169344 2019-11-12 18:59:37 -0400 <SW_DOL> @realDonaldTrump It's the beginning of the end Donnie boy. #ImpeachTrump
1194404409586769920 2019-11-12 18:59:36 -0400 <SOCALORIGINAL> @realDonaldTrump Trumpf's economy  https://t.co/GtoZKyHiOe
1194404407879835648 2019-11-12 18:59:36 -0400 <FASorrentino16> @realDonaldTrump You’re a liar and a disgrace. DACA applicants must do biometrics and if any criminal record is found then the applicant is denied DACA. If they commit a crime after approval, they lose DACA. You have no conscience.
1194404407577698304 2019-11-12 18:59:36 -0400 <YochananArndt> @realDonaldTrump Dont worry  Mr President pray for them and heap coals upon their heads.
1194404407229796353 2019-11-12 18:59:36 -0400 <brewtoyoutoo> @marselise @ward305 @RyanGirdusky @realDonaldTrump I’ll give you the benefit of the doubt that you haven’t actually looked at the entire clip and just play dumb and listen to the carefully edited one.
1194404405623296000 2019-11-12 18:59:35 -0400 <Lovedby41> @tomiahonen @realDonaldTrump They are all complete idiots!  https://t.co/pKEMY45cPV
1194404404536823809 2019-11-12 18:59:35 -0400 <looeee> @KazmierskiR @TeamTrump @realDonaldTrump @IvankaTrump Dept of Labor says 6million.
1194404403836375042 2019-11-12 18:59:35 -0400 <TomLemish> @real_defender @realDonaldTrump We will win.  Vote Blue 2020 and kick this criminal to prison.
1194404400653053952 2019-11-12 18:59:34 -0400 <sidjones24> @WhiteHouse @realDonaldTrump And most of the world is laughing at the USA. Thanks a lot moron!  https://t.co/oVDdLbW3VL
1194404400317566977 2019-11-12 18:59:34 -0400 <TheTeslaAfrican> @w_terrence @realDonaldTrump THEY SAY EVERY CIRCUS NEEDS A CLOWN 🤡  https://t.co/SW3FAvEjRL
1194404399717724190 2019-11-12 18:59:34 -0400 <CharlesLuster10> ROBERT MUELLER IS SOME PURE SHIT... I KNEW PUTIN PAID YOUR ASS OFF... YOU KNEW trump LIED TO YOU ABOUT THE WIKILEAKS SCANDAL, BUT YOU LEAVE IT OUT OF YOUR REPORT PURPOSELY... YOU REDACTED EVERYTHING ELSE, WHY NOT THAT? @wikileaks #RobertMueller  @realDonaldTrump #donaldtrump
1194404397478023169 2019-11-12 18:59:33 -0400 <JesusIsLoveQ17> GO FUND ME OR GO FUCK YOURSELF #PatriotsUnited #TrumpKennedy2020 #JesusSaves #DarkToLight #PainIsComing #Trump2020LandslideVictory #TrumpKennedy2020 #BonnieNClyde @realDonaldTrump  https://t.co/vHEKNmU5H0
1194404395330555910 2019-11-12 18:59:33 -0400 <garner_melinda> @MorganNarrates @realDonaldTrump Nope fake lol
1194404392666980352 2019-11-12 18:59:32 -0400 <PurvianceFarris> @realDonaldTrump As soon as you can figure out a way to make it look real.
1194404392319037441 2019-11-12 18:59:32 -0400 <CommonS10827401> @brianstelter @realDonaldTrump @seanspicer Just imagine what would be said about you, Brian.
1194404391463206913 2019-11-12 18:59:32 -0400 <Caliconservati7> @soloyochapin @ltnldy805 @realDonaldTrump You first! #LiberalHack
1194404389609336833 2019-11-12 18:59:32 -0400 <RoseBeltz> @thehill @realDonaldTrump Ummm  7 million?  Did he not just state today that his daughter created 14 million jobs?
1194404382227320832 2019-11-12 18:59:30 -0400 <rossow_mark> @ColMorrisDavis @realDonaldTrump 1876 1893 1907 1929 2007 2020  crashes follow after @GOP gets too much control  https://t.co/x7o01M5Ubn
1194404380453359616 2019-11-12 18:59:29 -0400 <CaraDalton13> @dalidaisy @JTJohnson1982 @MarshaBlackburn @realDonaldTrump Thanks!
1194404378771415040 2019-11-12 18:59:29 -0400 <jberg59> @LouDobbs @POTUS @realDonaldTrump @GOPChairwoman @USCISCuccinelli @EdRollins @ByronYork @ChristianWhiton Booming economy was created during the Obama Administration.
1194404377651531777 2019-11-12 18:59:29 -0400 <Bogey182299079> @RepArrington @HouseGOP @HouseDemocrats @realDonaldTrump Do nothing democrats
1194404376535851013 2019-11-12 18:59:28 -0400 <FriendOfThurlow> @_LukeTheGook @iHazee3 @realDonaldTrump OK #SiegObama #HeilHillary #Democrats  #NatlSocAmerWorkersParty #DissentVerboten   #Trump2020
1194404375776464896 2019-11-12 18:59:28 -0400 <olde_democrat> @WhiteHouse @realDonaldTrump You lied in writing to Mueller. That came out in Stone's trial today. Get ready for the orange jumpsuit.
1194404374359007232 2019-11-12 18:59:28 -0400 <_dianerr> @JorgeMe88215185 @realDonaldTrump Y’all got all these white suprematists walking the streets and don’t even get a slap on the wrist. BYE. I’m done with you. Unfollow me PLEASE.
1194404373364760577 2019-11-12 18:59:28 -0400 <CseeseeS> @thetimeusedtobe Heartbroken. Please save our children! They are our future. @realDonaldTrump @SolomonYue @lukedepulford
1194404373251739649 2019-11-12 18:59:28 -0400 <davidthomas38> @SenSanders @realDonaldTrump This all could have been avoided and the situation solved, but the democrats hatred for Trump stopped them from crossing the isle and getting it down for these dreamers
1194404371687231493 2019-11-12 18:59:27 -0400 <NicholasRank> @dregne21 @David_D_68 @CMargaronis @RabbiJill @brianstelter @realDonaldTrump @seanspicer unqualified? It is a reality dancing contest for amateurs. You guys are so uptight and supper cereal you have heartattacks over tv game shows.
1194404371095674881 2019-11-12 18:59:27 -0400 <mllocy> @lisareid11 @RepDLamborn @realDonaldTrump This has to be the least germane speculation ever. I mean, what might one expect from a bot.  https://t.co/7s8AJGNltW
1194404368109494278 2019-11-12 18:59:26 -0400 <dltnsdd> @irritatedwoman @realDonaldTrump No dealls with Dems.  Period. Never trust a snake.
1194404367610200064 2019-11-12 18:59:26 -0400 <buddyolepal> @DavidBrodyCBN @NikkiHaley @realDonaldTrump Nope Ukrainians tried to give DOJ the files but the fired Ambassador blocked their visas and Southern District of NY DOJ buried the files and never 'investigated' missing $BILLIONS of USA aid
1194404364133289990 2019-11-12 18:59:26 -0400 <davisstephen402> @realDonaldTrump Harden criminal like u?...cause r a criminal!🤔
1194404362140995590 2019-11-12 18:59:25 -0400 <bexb1984> @ChatByCC @realDonaldTrump You’re a bot
1194404356642103297 2019-11-12 18:59:24 -0400 <CheryllovesGIFS> @PressSec @WhiteHouse @realDonaldTrump @EconClubNY  https://t.co/QtmEIwRTG2
1194404355283263488 2019-11-12 18:59:23 -0400 <blauwborst> @realDonaldTrump Please do. Tell us the story of Trump &amp; Giuliani aka #Bribery &amp; #Extortion
1194404352431144963 2019-11-12 18:59:23 -0400 <lalden73093> @realDonaldTrump Getting all happy and excited to watch the live programming of your impeachment. I have popcorn and skittles. But you have a good time lying to your magats tonight. JUST REMEMBER:WE KNOW EXACTLY WHAT YOU ARE.
1194404349683752962 2019-11-12 18:59:22 -0400 <wowwowza> @hhhuson @22_Dutch_22 @GOP_WH_News @RepDougCollins @realDonaldTrump @RepAdamSchiff No, we have a CIA, FBI, and DOJ which have heads appointed by the president, but should operate at an arms length away. The president should appoint people to make decisions about investigations, not serve as chief gumshoe, deciding which political rivals we should investigate.
1194404346911432705 2019-11-12 18:59:21 -0400 <Ejm3984Edward> @sailnsing @StewardshipAmer @realDonaldTrump socialism is communism
1194404345367924736 2019-11-12 18:59:21 -0400 <MikeMGoldberg> @wuerker All pipes from @realDonaldTrump lead to #Putin.
1194404344902438913 2019-11-12 18:59:21 -0400 <PatrioticGirl71> @jessikaeryn @UnbreakableHate @Surgeon_General @CDCgov @KellyannePolls @FLOTUS @POTUS @realDonaldTrump @JeromeAdamsMD  https://t.co/hptQlj61oZ
1194404343258243072 2019-11-12 18:59:21 -0400 <catherireland> @realDonaldTrump Perfect to get you fired🤣🤣🤣..I. mean impeached
1194404342574518273 2019-11-12 18:59:20 -0400 <MARIATRACHADELL> @SpeakerPelosi @realDonaldTrump LOS COBARDES MUEREN ANTES DE SU VERDADERA MUERTE.  SON ALMAS EN PENA, TAN ESTÚPIDAS QUE NO SABEN SI HUIR HACIA ADELANTE O HACIA ATRAS
1194404342398431232 2019-11-12 18:59:20 -0400 <candlecrazee40> @TeamTrump @realDonaldTrump @IvankaTrump You show your ignorance time and time again!!! The Government can't provide job training? What do you think the Offices of Workforce Development are?????? I worked for a Michigan Works! branch office for 13 years! Lordy you need to school yourself on what the government does! 🙄
1194404338266976256 2019-11-12 18:59:19 -0400 <gahwillie> @tracie_belling @Ricky_Untch @dj_ferdinand45 @AndyOstroy @realDonaldTrump OK, he will not show the taxes because it is a very large company. It takes months to audit a complex tax return. In +3B Corporations can take hundreds of amendments. Very complex. Let me ask you something. If you are not sure about a Tax Deduction say $10,000, would you take it?
1194404338032099328 2019-11-12 18:59:19 -0400 <TJG21> @realDonaldTrump @IvankaTrump So if we're up 5.5 million jobs, and Ivanka created 14 million...can someone help me with the math on this?
1194404337193234433 2019-11-12 18:59:19 -0400 <Van_D1969> @realDonaldTrump #Booootrump #ImpeachAndRemove  #EndGOP2020
1194404337138774016 2019-11-12 18:59:19 -0400 <Lairdriver> @WhiteHouse @realDonaldTrump Just wanted to point out that Newt Gingrich - while his wife was dying - made arrangements so that he could have sex with other women. That's public and on record. So when he shows up on Fox News trying to talk about unfairness, just remember what he did to his wife.
1194404337079992320 2019-11-12 18:59:19 -0400 <47WZLO> @realDonaldTrump @JudgeJeanine It's baffling to most Americans how the Republicans seem so defenseless. Republicans better start swinging or they'll be  lying on the canvas when the fight ends.
1194404334815109120 2019-11-12 18:59:19 -0400 <chickenman2017> @w_terrence @realDonaldTrump Congratulations Terrance 👍
1194404334529892352 2019-11-12 18:59:18 -0400 <ahelmsmusic> @TeamTrump @Mike_Pence @realDonaldTrump He said Ivanka created 14 million jobs. Which is the more accurate lie?
1194404329312182273 2019-11-12 18:59:17 -0400 <BESmarter75> @StarCreativeI @mmpadellan @realDonaldTrump You do realize the democrats are calling themselves socialists now right? Your argument is highly invalid.
1194404325973356544 2019-11-12 18:59:16 -0400 <Truthonestruth> I want to remind everyone that the United States government under the direction of .@realDonaldTrump is operating concentration camps  Right now, thousands of children are being held in cages  They have been ripped from their families not knowing if they will ever see them again
1194404324971089925 2019-11-12 18:59:16 -0400 <Ramzl119> @realDonaldTrump This, of course, is an outright lie. Every last word of it.
1194404324723634177 2019-11-12 18:59:16 -0400 <joeycadre> @WhiteHouse @POTUS @realDonaldTrump  https://t.co/054WMv0XGg
1194404324375330817 2019-11-12 18:59:16 -0400 <rainycitygal> @TeamTrump @realDonaldTrump @IvankaTrump She employs Chinese children, not Americans.
1194404323674992648 2019-11-12 18:59:16 -0400 <jlibby60> @AndyOstroy @realDonaldTrump Hope your gal doesn't get raped robbed or cut with machete
1194404321665961984 2019-11-12 18:59:15 -0400 <midwestsweetie> @JeffreyOld8 @dvillella @WhiteHouse @realDonaldTrump Oh brother.  https://t.co/yUnvt31QMP
1194404320592224256 2019-11-12 18:59:15 -0400 <JohnBel21115791> @realDonaldTrump What is shocking is that your Hispanic and African American supporters Don't realize is that you include their families in your comments about everyone of them is a criminal and murderer.
1194404315789746177 2019-11-12 18:59:14 -0400 <WereKat> @TeamTrump @realDonaldTrump @EconClubNY Regardless of Trumps “perfect call” to Zelinsky, he had Guiliani pressuring Proshenko before Z was elected. Trail of bribery and extortion to interfere in our democratic elections.
1194404314632073218 2019-11-12 18:59:14 -0400 <tbrusletten> @smdemora @tedlieu @realDonaldTrump Sondland testified that he heard Trump ask for dirt on Biden?  I didn't see that in his testimony.
1194404311528329216 2019-11-12 18:59:13 -0400 <Z_Everson> Yesterday marked the first time a GOP-appointed judge decided against @realDonaldTrump in the emoluments, unfair competition, and House committee investigations lawsuits, per a @1100penn analysis    https://t.co/YkIdgpVkUu
1194404310483910661 2019-11-12 18:59:13 -0400 <BroLindsay> @Fahrenthold So @realDonaldTrump, this @TIME cover, is that “fake news” or “real news?” I’m assuming her resume was “perfect.”
1194404310450393088 2019-11-12 18:59:13 -0400 <CharleneCronin2> @100_memphis @Cell_kl @DarkHorseImages @mmpadellan @realDonaldTrump @BillOReilly Who's the hater, I think that would be you.
1194404310320402432 2019-11-12 18:59:13 -0400 <Wayward888> @tedlieu @realDonaldTrump Yep.    https://t.co/jP2STVOfVN
1194404307736649731 2019-11-12 18:59:12 -0400 <TPeachie862> @cweber33433 @mimiinftworth @realDonaldTrump @CNN Trump Is well loved  all over the world . Fix the school system so REAL History is studied  for the generation to come . #makeAmericaGreatAgain2020
1194404306704896000 2019-11-12 18:59:12 -0400 <bobsilvabigyel1> @realDonaldTrump Totally DISGUSTING!!
1194404304616132608 2019-11-12 18:59:11 -0400 <prairiemick> @realDonaldTrump Release the entire transcript word for word, not the edited version you called perfect! Then an enlightened and educated electorate can make an intelligent decision!
1194404299440308229 2019-11-12 18:59:10 -0400 <elaine_marieg> @realDonaldTrump  https://t.co/F6pNhCV4vX
1194404298819551234 2019-11-12 18:59:10 -0400 <mentack> @realDonaldTrump It makes zero difference to respond. But you’re an extremely unkind person. Today it’s being argued if Dreamers can be thrown out of this country by your hand, and what you are thinking abt is money. I’ve never-not once-personally witnessed such deep lack of empathy in my life.
1194404297523392513 2019-11-12 18:59:10 -0400 <SandyM91711> @realDonaldTrump Release the entire transcript from both calls.  Then we can judge ourselves.
1194404297078906882 2019-11-12 18:59:10 -0400 <marthaonfire> @realDonaldTrump Maybe we should just ignore them and stop talking about the spies
1194404295120175105 2019-11-12 18:59:09 -0400 <rafaelsalas12> @WhiteHouse @realDonaldTrump I guess Gingfrich should know he did what he described to President Clinton.
1194404294923030529 2019-11-12 18:59:09 -0400 <juliet464> @realDonaldTrump Why don't you investigate them?  Why do you keep waiting?  It is because you are soooooooo lying AGAIN!!  They have nothing to do with this.  Are you investigating yourself?????? Worst Person in the White House ever!!
1194404294570717191 2019-11-12 18:59:09 -0400 <garym426> @realDonaldTrump @seanspicer @seanspicer is like the rest of those who worked for you... Trump cancer, which leads to perpetual unemployment due to them selling their souls for your corrupt regime!
1194404293467627520 2019-11-12 18:59:09 -0400 <Rcrooks1969> @GOP @realDonaldTrump The GOP’s radical agenda of giving all the money to rich people will turn the majority of people in the US into peasants
1194404293450690560 2019-11-12 18:59:09 -0400 <Tranfor2019> @ElFinancieroTv @m_ebrard @SRE_mx Los empresario norteamericanos están dispuestos a invertir en un país que asila dictadores reeleccionistas, también van a recibir a Maduro, señor Ebrad? @SpeakerPelosi @realDonaldTrump @nytimes @washingtonpost @AP @FinancialTimes @TheEconomist
