1041476826542030848 2018-09-16 19:59:59 -0400 <nogg_the> @TraceyWitt64 @realDonaldTrump  https://t.co/VGq5MEoWVY
1041476764181123075 2018-09-16 19:59:44 -0400 <ardwen2> @Turnip2020 @realDonaldTrump Of course, but to be fair I'd also vote for a cow patty over him too.  Or a week old bowl of Jell-o.  But you are smarter then he is and have much better hair!
1041476763505840129 2018-09-16 19:59:44 -0400 <AnySmallTownUSA> @realDonaldTrump Too bad my economic numbers are Not up!!! Seriously dude. Just stop.
1041476762268561408 2018-09-16 19:59:44 -0400 <KellyJokelly927> @realDonaldTrump Like you made it any better for the middle class. All you did was help the rich. In the next month they say we will pay the highest price for gas then ever before. Anything to say about that. I know your answer FAKE NEWS right. We shall see
1041476762205487104 2018-09-16 19:59:44 -0400 <CathyFo58142999> @tedlieu @realDonaldTrump I am sick and tired of the same thing daily.  He thinks if he repeats it enough people will believe him.  NOT!
1041476755981139968 2018-09-16 19:59:42 -0400 <Golfergirl2018> @DanaElizabeth69 @A_BetterPlan @SpoxHHS @SecAzar @POTUS @realDonaldTrump @WhiteHouse These ones?   https://t.co/DYuAJhFvCm
1041476754681024513 2018-09-16 19:59:42 -0400 <jeanrthibodeau> @realDonaldTrump  https://t.co/fbQv3SUWYO
1041476751220793344 2018-09-16 19:59:41 -0400 <Mark738eis> @realDonaldTrump The Obama recovery roars on.  Thanks Obama!
1041476750067343360 2018-09-16 19:59:41 -0400 <BigMikeatMckell> @realDonaldTrump The only thing we will kiss goodbye is YOU! The most corrupt, delusional liar in the history of the Whitehouse.  How a sleezy conman was able to win the presidency is an historical blunder that hopefully never be repeated.
1041476748259385344 2018-09-16 19:59:41 -0400 <SamGodwell> @Turnip2020 @realDonaldTrump You or any other vegetable!
1041476748049899520 2018-09-16 19:59:41 -0400 <jcjenccollins> @sir_blacula @speakupsal @overrunbydogs @theColor13 @FnicholasR @unclenick55 @WinnersQTrump1 @desdelane @kelly_ramona @BlockTwitSlvts @Naughtydogmetal @USAFIRST123 @phillyeaglesfa1 @TeddiZaps2 @patriotdomingos @cableguy1521 @mick_parisi @fedxjetmech @retireleo @JaxRGreat @TXbonniejean @JacobJMP2 @dannysm36837374 @GarBear4Trump @mysterypatriot7 @abizzygirl @Glen010982 @currie14_kelly @BestPOTUS_TRUMP @JC_Not_J_Christ @BukuJuju @POTUS @cajunchick25 @MoooPapa @LolaWillFollow @conservmia @Catmandu50 @Mamma_Kel @MNROSRNR4191 @Shar_n_Shar @CuteScarley @realDonaldTrump @Southernfor45 @johnflipside @RobHighfill82 @lacerci65 @raypjrone @RonMyers98 @jpyoung27 @trumpmagakag Following all 😊🦅🇺🇸🚂
1041476745759780864 2018-09-16 19:59:40 -0400 <KennedyWheels37> @TommyIgoe @realDonaldTrump Tommy, I TOTALLY agree with your statement. If he could care about any-one else like he does about himself..he could have a decent presidency, but he just doesn't seem to care about any-other living or non-living thing.
1041476745130663936 2018-09-16 19:59:40 -0400 <Pegglepuss> @whodey3334 @AshleySWeitz @realDonaldTrump You lost the Civil War. Get over it.
1041476745071878144 2018-09-16 19:59:40 -0400 <AdamGobin> @realDonaldTrump Then let it play out...nothing to hide right?!
1041476742093959169 2018-09-16 19:59:39 -0400 <ElleInTheUK> @leekartspace @Joannespanner @BillBaggins96 @Henriettaspoon @NeepsnTatties @justdavidXY @Bananaluloop @Koyote042 @TheTenthEstate @sdeitch @VeronicaTash @Khaos004 @tan_1th @charley_lotte @RedTory2016 @YeseniaSparkles @DaveDavidDave_ @Flummoxxed @PHOENIX_RIS1NG @mrkhtake2 @HeadBerry @rita_rake @POTUS @realDonaldTrump @jk_rowling @MaDTruthSeekeR @britneyspears @50cent @Eminem @ArianaGrande Wtf 😱
1041476741649162245 2018-09-16 19:59:39 -0400 <overrunbydogs> @Murielgomez @WinnersQTrump1 @desdelane @theColor13 @kelly_ramona @FnicholasR @sir_blacula @unclenick55 @BlockTwitSlvts @Naughtydogmetal @USAFIRST123 @phillyeaglesfa1 @TeddiZaps2 @patriotdomingos @cableguy1521 @mick_parisi @speakupsal @fedxjetmech @retireleo @JaxRGreat @TXbonniejean @JacobJMP2 @dannysm36837374 @GarBear4Trump @mysterypatriot7 @abizzygirl @Glen010982 @currie14_kelly @BestPOTUS_TRUMP @JC_Not_J_Christ @BukuJuju @POTUS @cajunchick25 @MoooPapa @LolaWillFollow @conservmia @Catmandu50 @Mamma_Kel @MNROSRNR4191 @Shar_n_Shar @CuteScarley @realDonaldTrump @Southernfor45 @johnflipside @RobHighfill82 @lacerci65 @raypjrone @RonMyers98 @jpyoung27 @trumpmagakag  https://t.co/Bm499M78FA
1041476740370063360 2018-09-16 19:59:39 -0400 <CobyBethea> @realDonaldTrump Where is the new found wealth?  #f**kingmoron.
1041476739183112197 2018-09-16 19:59:38 -0400 <bobbseygirl> @krassenstein @realDonaldTrump @FLOTUS What? She doesn’t follow Michelle too? She so likes to emulate her.
1041476737836752898 2018-09-16 19:59:38 -0400 <marialabarre2> @realDonaldTrump If you legalized marijuana across the Country you could tax it and that would pay for the entire wall! It makes sense and it is what the people want!
1041476737119465472 2018-09-16 19:59:38 -0400 <cscheid2> @realDonaldTrump @MariaBartiromo @FoxBusiness Prosecutor + Trump= jail. New math....
1041476736045723653 2018-09-16 19:59:38 -0400 <YahooBeaelisdad> @realDonaldTrump Where is my new found wealth?
1041476734409830400 2018-09-16 19:59:37 -0400 <GoonPatrol1> @TommyIgoe @realDonaldTrump  https://t.co/x7Ht0PAk5k
1041476731889217536 2018-09-16 19:59:37 -0400 <Tituss2067> @parscale @realDonaldTrump New help from Vlad
1041476731796893696 2018-09-16 19:59:37 -0400 <ChouChouKeel> @realDonaldTrump Dude, Mexicans hate you.
1041476730693857281 2018-09-16 19:59:36 -0400 <brucefritz1> @realDonaldTrump @MariaBartiromo @FoxBusiness You’re going to get busted
1041476728282075136 2018-09-16 19:59:36 -0400 <SarahWFin> @YogiYogerson @realDonaldTrump  https://t.co/ngBaK0QX4A
1041476727950766080 2018-09-16 19:59:36 -0400 <AngryLibSnowfl1> @Turnip2020 @realDonaldTrump Turnip 2020
1041476725979398150 2018-09-16 19:59:35 -0400 <Martaan66> @OliverMcGee @CodeOfPatriots @WhiteHouse @PressSec @Top_Stories_US @RedHenLex @realDonaldTrump Why do they use that damned robot voice in so many of these videos?  Very annoying.
1041476725601968128 2018-09-16 19:59:35 -0400 <DougHill1956> @surveyfan @Floor_model @GOP @realDonaldTrump Funny we had surpluses under Clinton, had deficits under Reagan, Bush Sr, Bush JR and now Trump, all do due tax cuts that gave money to rich and didnt help the economy at all, oh it will pay for itself, how did that work, borrow and spend republicans are traitors
1041476725157158912 2018-09-16 19:59:35 -0400 <TheTracyThorpe> @SenateGOP  @SenateDems @SenateMajLdr @WhiteHouse @realDonaldTrump Quick question: If Kavanaugh can't recall trying to rape someone, doesn't that make him too senile to be SCOTUS!?
1041476723974520832 2018-09-16 19:59:35 -0400 <flightHEMS> @KeyserSwayze @realDonaldTrump Thats all you got is shenanigans. He will win again in 2020. Childish.
1041476723576131584 2018-09-16 19:59:35 -0400 <Ncyim> @Saintsfan5348 @parscale @realDonaldTrump @FBI Wake up and Walk Away. The Dems have gone psycho corrupt that's why so many leave the Left for the party of Trump. Dems &amp; Repubs attack Trump because he is a 3rd party. Dems are on the evil side of history.
1041476723169210371 2018-09-16 19:59:35 -0400 <whymustyoujudge> @GOP time to go after the sexual assault allegations against @realDonaldTrump ! America wants the truth @TheDemocrats
1041476720187125761 2018-09-16 19:59:34 -0400 <prep619> @krassenstein @realDonaldTrump @BreitbartNews Ha ha ha good one!
1041476720048500738 2018-09-16 19:59:34 -0400 <JohnSgobbo> @realDonaldTrump @MariaBartiromo @FoxBusiness  https://t.co/WmvTg18Buc
1041476718278705152 2018-09-16 19:59:33 -0400 <dannyatkinson18> @realDonaldTrump Kiss this country goodbye
1041476717683134464 2018-09-16 19:59:33 -0400 <greenchained> @realDonaldTrump Sick fuck
1041476715455737856 2018-09-16 19:59:33 -0400 <DCcros> @realDonaldTrump Obamas claws are deep and Mr. President, you know what you have to do. It's going to hurt a lot of people but the truth will set us all free and you will go down in history as the man who gave everything up to save his country and the world. We took the oath-WWG1WGA
1041476714000515072 2018-09-16 19:59:32 -0400 <Patrick00417233> @realDonaldTrump @MariaBartiromo @FoxBusiness #DonaldTrump keeps calling the #Russia investigation a #hoax. A hoax does not generate confessions and convictions. Never have-never will. The facts are clear #MrPresident and you are at the core of it all. Deny all you want...the truth trumps your #lies. You lose!
1041476713614589952 2018-09-16 19:59:32 -0400 <Sokkrateees> @PamCallan @thedeadlydonald @MisteRational @Hengamehhh @SecPompeo @JohnKerry No one dies when .@realDonaldTrump is POTUS Period!
1041476712456966145 2018-09-16 19:59:32 -0400 <says_wiley> @realDonaldTrump That isn’t even an argument...”without borders we don’t have a country” that makes no sense!! Because of u, trump, I am motivated to get involved in politics at a local level. YOU MUST BE STOPPED.
1041476709948772352 2018-09-16 19:59:32 -0400 <phillyfine10> @Joy_2020 @GeraldoRivera @realDonaldTrump  https://t.co/mK9cJyH6Ik
1041476709462114304 2018-09-16 19:59:31 -0400 <juansinfear> @The_Trump_Train @realDonaldTrump  https://t.co/R8sAw2sezj
1041476708111540224 2018-09-16 19:59:31 -0400 <MAGA_chic> @DonaldJTrumpJr @realDonaldTrump Joke and fake news CNN
1041476705263599616 2018-09-16 19:59:30 -0400 <FlyTrent> @PauPaulbuccello @WtfAmerica4 @Hideawaymary @Justwinbaby66 @SeeSpotRan @PhxDave @FoxNews @realDonaldTrump @DevinNunes @MariaBartiromo Normally yes. I looked at your feed no thanks.
1041476703166455813 2018-09-16 19:59:30 -0400 <soonerdreams> @ColMorrisDavis @NanaDavis_46 @JeffFlake @realDonaldTrump Perfect analogy! Hah!#PostponeTheVote
1041476700696182785 2018-09-16 19:59:29 -0400 <Merewyn1972> @thejtlewis @realDonaldTrump @BreitbartNews  https://t.co/S0FNiKvyUU
1041476700553601025 2018-09-16 19:59:29 -0400 <Chronamut> @iamphilkirk @Richm222 @FrankFlorio1960 @WeRAllDivine @realDonaldTrump yeah exactly - everything about that building was designed to withstand such attacks.
1041476698594832384 2018-09-16 19:59:29 -0400 <MzAne4u> @Balenciaga90 @andyoaklee @KStewartGallery @jstines3 @ShotsRangOut @BarackObama @realDonaldTrump @NahBabyNah @RealDryHeat115 @grizzlemeister @THETXEMBASSY @LVNancy @No_Liberal_Tex @SouthwellLeigh @DrSueDVM Heres another perk Children born in this Country and parents are not Legal They don't speak English but have a tutor coming out to their house 3 days a week to Teach the Infants, Toddlers and Nonschool age kids to speak English!! At our Expense.
1041476696686448640 2018-09-16 19:59:28 -0400 <tomfervoy> @HuffPost @ChuckGrassley as was the case with @realDonaldTrump, you picked the wrong guy in #Kavanaugh. Adults, professionals, moral people admit when they make mistakes and learn from it in order to improve. The window for you &amp; your @GOP colleagues to escape #Trump’s fate is evaporating.
1041476696082460673 2018-09-16 19:59:28 -0400 <ShawnpKnox> I don’t have an issue with @BarackObama statements! It’s the truth and I agree with it! He isn’t referring to @realDonaldTrump but let’s be honest his recent comments are not very presidential
1041476696036311040 2018-09-16 19:59:28 -0400 <LizKarma7> @austinchase @riley_momma @SenFeinstein @realDonaldTrump President Trump 2020 🇺🇸👍🏻🇺🇸👍🏻🇺🇸
1041476695763681280 2018-09-16 19:59:28 -0400 <squeezeaway> @realDonaldTrump And kiss your job goodbye...
1041476689908326400 2018-09-16 19:59:27 -0400 <Everybody_Got_1> @realDonaldTrump  https://t.co/NNZkqI0xMq
1041476689732104193 2018-09-16 19:59:27 -0400 <mic857> @realDonaldTrump @MariaBartiromo @FoxBusiness Fake news
1041476688985710592 2018-09-16 19:59:27 -0400 <donalynette> @WinnersQTrump1 @desdelane @overrunbydogs @theColor13 @kelly_ramona @FnicholasR @sir_blacula @unclenick55 @BlockTwitSlvts @Naughtydogmetal @USAFIRST123 @phillyeaglesfa1 @TeddiZaps2 @patriotdomingos @cableguy1521 @mick_parisi @speakupsal @fedxjetmech @retireleo @JaxRGreat @TXbonniejean @JacobJMP2 @dannysm36837374 @GarBear4Trump @mysterypatriot7 @abizzygirl @Glen010982 @currie14_kelly @BestPOTUS_TRUMP @JC_Not_J_Christ @BukuJuju @POTUS @cajunchick25 @MoooPapa @LolaWillFollow @conservmia @Catmandu50 @Mamma_Kel @MNROSRNR4191 @Shar_n_Shar @CuteScarley @realDonaldTrump @Southernfor45 @johnflipside @RobHighfill82 @lacerci65 @raypjrone @RonMyers98 @jpyoung27 @trumpmagakag I am not sure, maybe people.  I recall this, thought the crash was questionable at the time.  So, lots of high level govt. people, not big money, but clout.  Could crash be planned?  Was one person targeted?  What was the motivation?
1041476688775991296 2018-09-16 19:59:26 -0400 <AlleyKat2> hey Trump Train, we must come to the realization that many in @gop do not want @realDonaldTrump to succeed and are covertly working with democrats to obstruct and resist. Trump is right its rigged
1041476681968562177 2018-09-16 19:59:25 -0400 <4realVPutin> @RickBru03990853 @misterbumface @realDonaldTrump Just like Manafort, they’re the people who will be kissing their wealth goodbye. Taxation by court decree.  https://t.co/MPBPRJT8VF
1041476681330941953 2018-09-16 19:59:25 -0400 <EdwardElliotte> @realDonaldTrump @BreitbartNews  https://t.co/3ZEtguknCT
1041476681259671552 2018-09-16 19:59:25 -0400 <GailLuck9> @NREI_US @trumpbegone @SenFeinstein @maddow @realDonaldTrump @JusticeThomas67 @BrettKavanaugh From Chump and the p grabbing tape. From Anita Hill. and Now from Kavanaugh's accuser. and oh yeah the pedophile Chump campaigned for who mercifully lost.
1041476680764796928 2018-09-16 19:59:25 -0400 <EOB22> @realDonaldTrump Pretty sure my 401k was doing well@under Obama. #IdiotInChief
1041476680508891136 2018-09-16 19:59:24 -0400 <CheyenneDancer> @Turnip2020 @realDonaldTrump In a heart beet.
1041476680076808192 2018-09-16 19:59:24 -0400 <Buythisrecord> @realDonaldTrump Blame for shark attacks falls squarely on liberals and their loosely goosey policies. If they didn’t try to restrict the environment so much sharks wouldn’t have to go near the beach! Where is FEMA? #MAGA #MAGARallyRules
1041476678805929984 2018-09-16 19:59:24 -0400 <terri____> @realDonaldTrump Like building walls? 🙄
1041476678772551681 2018-09-16 19:59:24 -0400 <sploe> @realDonaldTrump You really need some new material! I think I have seen this tweet before a time or 3.
1041476678428504065 2018-09-16 19:59:24 -0400 <Jmccart23> @realDonaldTrump You, sir, are the worst of the worst.  How do you think your own ratings reflect your progress,  I am betting on the NFL!
1041476678143365121 2018-09-16 19:59:24 -0400 <brimaf1026> @realDonaldTrump Are you addressing the ultra rich or the rest of the country.  Because, you know, I’m still waiting for that new found wealth you promised us
1041476677329666053 2018-09-16 19:59:24 -0400 <Michael57692914> @realDonaldTrump If you ruled supreme than I'm sure it would be illegal but fortunate for the people there are real laws
1041476677220544512 2018-09-16 19:59:24 -0400 <Aztec0712> @TommyIgoe @realDonaldTrump More than half the country? I think you in some kind of strange drug, this Mexican didn’t despide him. Trump 2020
1041476677153353728 2018-09-16 19:59:24 -0400 <Surf_Poker> @BlueRobotDesign @barbmic @realDonaldTrump way notbwork and build the countrybinstead of dividing it.
1041476673370185728 2018-09-16 19:59:23 -0400 <TheMindWave> @danabram @WiredSources And Sessions allowed all this to happen . I cannot understand how @realDonaldTrump could have chosen Sessions and Wray to head HIS FBI and DOJ!
1041476672300539904 2018-09-16 19:59:23 -0400 <SBfut3> @parscale @realDonaldTrump Neither have you. Tick tock
1041476672199942146 2018-09-16 19:59:23 -0400 <deborahkemp3> Trump president of debt &amp; gop complicity  #puertoricodeathtoll #gopcomplicity #cultureofcorruption @POTUS @realDonaldTrump @SpeakerRyan @SenateMajLdr @ChuckGrassley @senorrinhatch @JohnCornyn @LindseyGrahamSC   https://t.co/V0OswEayOE #axiossneakpeek
1041476670069325827 2018-09-16 19:59:22 -0400 <HeatherWhaley> @realDonaldTrump Who has “newfound wealth”?   Oh! That’s right - @realDonaldTrump is making a fortune off his “presidency.”
1041476664620969984 2018-09-16 19:59:21 -0400 <ccarson004> #Resist  🌊 These #FBRparty's are a great way to connect us all, so I'm joining the #FollowBackResistance club.  1. Like 2. Retweet 3. Follow 4. Reply 5. Join the Party  #BlueWave2018 🌊 #BlueTsunami  #Resist ✊ #FBR 👀 #VOTE ✔  @realDonaldTrump &amp; @GOP... we're coming for you.
1041476661076742147 2018-09-16 19:59:20 -0400 <tomtgr561> @realDonaldTrump Believe in American History : YOU'll go to JAIL . PERIOD .
1041476659105259520 2018-09-16 19:59:19 -0400 <BigBlackGED> @realjusticedad @realDonaldTrump I can't believe that a smart guy like you is STILL stumbling over the differences between a predictive poll and a satisfaction poll.
1041476659075899392 2018-09-16 19:59:19 -0400 <Emrrn91565> @TommyIgoe @realDonaldTrump Exactly!
1041476658765750272 2018-09-16 19:59:19 -0400 <MajorEberbach> @realDonaldTrump Recession is coming in 2019 and it's YOUR FAULT.   https://t.co/5CQ0lbsuih
1041476658518261760 2018-09-16 19:59:19 -0400 <corey82283764> @MBroemmel @Jenapher_B @realDonaldTrump That was just totally uncalled for. That attitude is why your party is losing. You can't show others respect because you don't respect yourself. I will pray for you.
1041476658388258818 2018-09-16 19:59:19 -0400 <WoodsonTJames> @krassenstein . . . Fake news about Kavanaugh’s accuser! . . . She is a paid democrat operative! . . We see through democrat lies! . . . #maga @realDonaldTrump @robreiner
1041476657176104961 2018-09-16 19:59:19 -0400 <ramonfi1783> @Heryrevi @neljulger @NicolasMaduro @CarnetDLaPatria @Patria_ve @PresidencialVen @trafficPUERTO @trafficMcbo @traffiCARACAS @trafficVALENCIA @trafficLARA @trafficTACHIRA @la_patilla @ElNacionalWeb @globovision @realDonaldTrump @lanacionweb @prodavinci @trafficBARINAS  @trafficGUAYANA @fm_center @trafficMGTA
1041476656555323393 2018-09-16 19:59:19 -0400 <raylh2625> @realDonaldTrump  https://t.co/CMmTFhuI8j
1041476653946298369 2018-09-16 19:59:18 -0400 <RedCharlie65> @Jenapher_B @realDonaldTrump Trump hasn't given up anything.  He is profiting from his office and basking in the power and attention.
1041476652486864898 2018-09-16 19:59:18 -0400 <JustmeElc> @realDonaldTrump F E A R M O N G E R I N G  L I E S  https://t.co/orh8jMjYBr
1041476651496947712 2018-09-16 19:59:18 -0400 <SUPREMEGEMINI1> @renodorrall @Heybabalou @charliekirk11 @realDonaldTrump Nope you couldnt I never said anything racist I love everone black, White, Asian, or otherwise thats why I could never condone what this man has said
1041476651018805248 2018-09-16 19:59:17 -0400 <mimilu> @parscale @realDonaldTrump More better Russian interference. Goodie. More dirty tricks. Goodie.
1041476650628669441 2018-09-16 19:59:17 -0400 <RoyStep36053617> @realDonaldTrump How many millions are waisted on witch hunt. I want to see evidence NOW
1041476650368610305 2018-09-16 19:59:17 -0400 <bach_chas> @ColMorrisDavis @JeffFlake @realDonaldTrump Flake's just not ready to stab Trump quite yet.
