867168263888752640 2017-05-23 19:59:59 -0400 <emilyslongdash> @oshma @realDonaldTrump @GOP Fake
867168211753631744 2017-05-23 19:59:47 -0400 <WeNeedHillary> @RuskiiiDoge @marvin91195 @Glorivime @SueSchunkQuirk @donmoyn @realDonaldTrump 11. She wants to improve the education system, including cheaper college, and assistance for minorities.
867168211036291073 2017-05-23 19:59:47 -0400 <NamasteCathy> @realDonaldTrump   putting WHOM first?  exactly, whom?  seriously, whom?  https://t.co/UicoiMnAYP
867168208939253761 2017-05-23 19:59:46 -0400 <OrangeImpeacher> @DustinGiebel @puppymnkey @seanhannity Hey #assholeHannity still with the #FoxFakeNews train? People like you end up in psych wards. @realDonaldTrump will join you there!  https://t.co/PGOFiMOYYq
867168200223600644 2017-05-23 19:59:44 -0400 <Shopper1313> @MaribellWoj @immigrant4trump @realDonaldTrump ME TOO FELLOW PATRIOT! #MAGA #AmericaFirst
867168196905881602 2017-05-23 19:59:44 -0400 <tjnosweat> @realDonaldTrump @KellyannePolls   https://t.co/IAkokHS4Cs
867168193399463936 2017-05-23 19:59:43 -0400 <henryrodgersdc> @karenannek @DailyCaller @realDonaldTrump Speaking of #Witchhunt  https://t.co/kM6x3aoggh
867168191780458497 2017-05-23 19:59:42 -0400 <KathyPicard1> @realDonaldTrump Who can I talk with at The White House on sexual abuse prevention? Roger Moore was a survivor too!! Thank you!!  https://t.co/Y4KoGyNpgO
867168187263197188 2017-05-23 19:59:41 -0400 <kar_bear77> @CAoutcast @SoCalValleyGal @realDonaldTrump @SenatorSession Why haven't you left yet?
867168186893967360 2017-05-23 19:59:41 -0400 <Good2bqueen67> @USNJack @realDonaldTrump Done! Good work 👊
867168184209690625 2017-05-23 19:59:40 -0400 <vanjaGilbran2> @realDonaldTrump så det er åpenbart mannlige kjønnshormoner og hvordan "tilstanden" har endret "seg".
867168183588761601 2017-05-23 19:59:40 -0400 <emilyslongdash> @TheComedian_13 @realDonaldTrump U can't speak 4 all.
867168172281081856 2017-05-23 19:59:38 -0400 <OfficialRedSide> It wasn't under @realDonaldTrump that ISIS, Iraq, Libya, Russia, radical Islamic terrorism flourished. It was under @BarackObama. #truth  https://t.co/zD3DcWKMEH
867168170255106048 2017-05-23 19:59:37 -0400 <dottigee> @realDonaldTrump I hope the Pope rips you a new one!
867168166480297985 2017-05-23 19:59:36 -0400 <Tyler_Tortoise> @annabella313 @yodaquoter @realDonaldTrump Even they have a better vocabulary.
867168161631805441 2017-05-23 19:59:35 -0400 <yaashin14> @GOBLUE37 @JoeCoolSpivey1 @Digihumanoid @SpecialKMB1969 @sthack99 @AliAbunimah @realDonaldTrump Lmao legend
867168161417900033 2017-05-23 19:59:35 -0400 <SissyBoyd2011> #StandWithHannity  @FoxNews  @realDonaldTrump  Best show on fox. Bill Oreily was done wrong.  https://t.co/ypqrQ9CKA8
867168159593369600 2017-05-23 19:59:35 -0400 <Tawny13> WaaWaaWaa you @realDonaldTrump minion fool!!!  https://t.co/kJpxJQXqTl
867168159555493888 2017-05-23 19:59:35 -0400 <kdg1000> @EdwardSalisbu12 @BillyBeat1 @Cali_Deplorable @Blueeyedangel84 @AynRandPaulRyan @realDonaldTrump @netanyahu @PresidentRuvi @FLOTUS Hillary never did.Hillary isn't the President who breaks all conflict of interest and emoluments rules, swims with Russian money laundering
867168159446552577 2017-05-23 19:59:35 -0400 <dahle44> How to Silence a Feminist Icon:the intellectual&amp;moral corruption of academe  https://t.co/uRADzaSue4 @LadiesForTrump @FLOTUS @realDonaldTrump
867168150445473793 2017-05-23 19:59:32 -0400 <Windwalker1950> @realDonaldTrump Too many Trolls don't understand anything
867168147073372160 2017-05-23 19:59:32 -0400 <Yeldeo> @mattmfm @realDonaldTrump Could write no more b/c he is a dullard and semi-illiterate...the fact is w/o @IvankaTrump he hardly can spell his name
867168145731092480 2017-05-23 19:59:31 -0400 <JohnLariscy> @BikersForTrump @realDonaldTrump Seems to me, we should be DEALING with TODAY first. SUPPORT is more important used NOW! CAMPAIGN after 2018 elections!
867168142060945408 2017-05-23 19:59:30 -0400 <charrion> @williamlegate First, you have to wrap your lips around @realDonaldTrump's tiny dick.
867168139880132612 2017-05-23 19:59:30 -0400 <JohnstonWriter> @us_poll @Lazulu_OFFICIAL @mikd33 @realDonaldTrump And if you're referring to Obama's veto, he was wrong, and I don't agree with it. What's your point? Trump happy to take KSA's money.
867168139460718592 2017-05-23 19:59:30 -0400 <610_731> @suzost @DonaldJTrumpJr @realDonaldTrump That is a great idea! We know there are to many rich people in our government. Who are paving their way to hell!
867168135312326657 2017-05-23 19:59:29 -0400 <theRealRatPack> @minnman47 @DunnoAbout Maybe. The real story is whether any foreign collusion is actually illegal? No one charged &amp; he said @realDonaldTrump not involved. Waste $$
867168131088867328 2017-05-23 19:59:28 -0400 <MissChelie> @realDonaldTrump I WORK 50 HOURS A WEEK SERVING THE PUBLIC AND THANKS TO YOUR SHITTY BUDGET I'LL PROBABLY DIE AT MY DESK AT AGE 95. 🖕
867168123903918080 2017-05-23 19:59:26 -0400 <ChangeTheLAUSD> @JaeCreitch Apparently, neither does @GenFlynn. I wonder if he'll bring @realDonaldTrump down with him.
867168093172314112 2017-05-23 19:59:19 -0400 <RickBasini> @willapercy @realDonaldTrump He's a fish out of water. He's suffocating on his own BS.
867168090437582848 2017-05-23 19:59:18 -0400 <pamelakarnbach> @KimDotcom @seanhannity @realDonaldTrump Why hasn't @HillaryClinton @TheDemocrats offered a reward for info leading to arrest of #SethRich killer? I don't think they want the truth.
867168088692850688 2017-05-23 19:59:18 -0400 <NeyNeyByers> @KimDotcom @seanhannity @realDonaldTrump Man.Sean put his career on the line for your "statement," something happens I hope you do the right thing and release any and all documents
867168083932200960 2017-05-23 19:59:17 -0400 <valerielloyd16> @netanyahu @POTUS @realDonaldTrump A true friend. Unless you're a woman or middle a class family needing health care.
867168081453490176 2017-05-23 19:59:16 -0400 <4football2> @BrahILift @williamlegate @realDonaldTrump Justin , not to get off topic but your writing skills suck !
867168079620562944 2017-05-23 19:59:16 -0400 <MikeOTheTeacher> @realDonaldTrump Mr. President: Finally a tweet by you I can actually like. 😊
867168075229081600 2017-05-23 19:59:14 -0400 <LovesTrump2020> @joannegiovenco1 @jeanne4210 @tlcave1 @Andy_Dont_Tweet @reghaas924 @JeanMoo83477501 @Mike_P_Williams @realDonaldTrump Obama supporters were the dumbest mind numb zombies ever he fooled you twice
867168073773588480 2017-05-23 19:59:14 -0400 <Kat_Don> @MikeCrapo @SenatorRisch Joe Lieberman has a serious conflict of interest! VOTE NO As FBI Director if @realDonaldTrump appoints  https://t.co/su3nfnroce
867168067989667840 2017-05-23 19:59:13 -0400 <JeremyDDickey> As many electoral maps as @realDonaldTrump has looked at he's gotta know how long the southern border is...right?  https://t.co/ZFgOEVWWCC
867168064223182853 2017-05-23 19:59:12 -0400 <Coop07171954> @netanyahu @realDonaldTrump Our Countries must work together to defeat the evil that exists from Muslim and Islamic Extremists! No more Manchester's! God Bless You!
867168063191429126 2017-05-23 19:59:12 -0400 <Auntiechega> @SenWarren @realDonaldTrump @POTUS @realDonaldTrump America's senior citizens,  now and upcoming, cannot afford to have cuts to SS, YOU PROMISED AMERICANS NO CUTS
867168057554333702 2017-05-23 19:59:10 -0400 <kar_bear77> @SoCalValleyGal @CAoutcast @realDonaldTrump @SenatorSession Donations to those organizations help as well. I donated to them. I also donated to the ACLU.
867168057218670592 2017-05-23 19:59:10 -0400 <digitaljami> The note President @BarackObama left at the #Israel #HolocaustMemorial compared to one @realDonaldTrump left.  https://t.co/0Le94i6Szj
867168056090480641 2017-05-23 19:59:10 -0400 <Hamidalichught1> @realDonaldTrump ple help me.quickly
867168055926951939 2017-05-23 19:59:10 -0400 <HarleyRider017> @foxnation @realDonaldTrump Way to take the Fight to ISIS @REALDonaldTrump. BARBARIC IDEOLOGY, Hijacking Islam and Distorting it to Radical Views/Ways.  #Manchester🇺🇸🌹
867168043666984960 2017-05-23 19:59:07 -0400 <Randette_Brown> Evil Losers? THAT'S what you have, @realdonaldtrump? Takes one to know one. Could you have sounded less interested in your fake speech? FAKE
867168042052079616 2017-05-23 19:59:07 -0400 <MrMraltered> @earthriseset @JeffreyGuterman @c0rey_1ceberg @realDonaldTrump He won USA's election, with 90% of media against him. Trump brand, He's raised intelligent children. You don't want him 2 succeed. Admit it.
867168040248635393 2017-05-23 19:59:06 -0400 <American_Inca> @KimDotcom @seanhannity @realDonaldTrump Kim you said PANDA and BOOOOOOOOOOOOMMM!  #savehannity #Hannity #WeSupportHannity  This is all happening because of #SethRichCoverUp   #MAGA
867168040223428609 2017-05-23 19:59:06 -0400 <orgainkorgain> @WarMachine_2017 @1IronMan2017 @blackwidows2017 @lfkraus @AgentCarter_SSR @2HawkEye2017 @ItHasBegun2016 @Hellcat_2017 @CapRogers2017 @CaptainsLog2017 @Wolv_2017 This is @realDonaldTrump 's America. He values NO ONE! Karma. #BloodOnHisHands
867168032384331777 2017-05-23 19:59:04 -0400 <BoyajianDiann> @Franklin_Graham @realDonaldTrump Unfortunately Mr Franklin the hosts of MSNBC found it offensive.
867168032036016128 2017-05-23 19:59:04 -0400 <emilyslongdash> @rdheadmami @realDonaldTrump Harassment
867168030991634432 2017-05-23 19:59:04 -0400 <ReneeGalvan4> @realDonaldTrump Contacts between Moscow &amp; Trump camp began last summer, ex-CIA chief says    https://t.co/qY7xHXCKpe  https://t.co/tEkQ7KSGn5
867168023244832769 2017-05-23 19:59:02 -0400 <KebSher> @Varex_Sythe @GOBLUE37 @CivilDefenseGOV @Digihumanoid @JoeCoolSpivey1 @SpecialKMB1969 @sthack99 @AliAbunimah @realDonaldTrump And we vote
867168018371137539 2017-05-23 19:59:01 -0400 <pattybeer813> @Charlen92128804 @SenWarren @windmillcharger @realDonaldTrump Every day since he was born-oh maybe since he started talking.
867168017989459969 2017-05-23 19:59:01 -0400 <towers1591> @realDonaldTrump @Cernovich @FoxNews @CNN @IamRickJoyner Don't listen to cynics it's time to dream again.  https://t.co/7RDjAJ4pLr
867168004819353601 2017-05-23 19:58:58 -0400 <BettyBettwix> @lupis_dei @AdelleNaz @realDonaldTrump Good ones for sure. But can you even Imagine Abraham, George or even Ronny handling the stage today?
867168000243355648 2017-05-23 19:58:57 -0400 <RoyBacon8> @realDonaldTrump Think the problem ppl have is with the person saying it and not what's said. And how does one get to healthcare from this tweet. Butthurt?
867167999568093186 2017-05-23 19:58:56 -0400 <bengali489> @ELTIEMPO @MELANIATRUMP @realDonaldTrump Mrs @ELTIEMPO don't be ridiculous
867167998746013696 2017-05-23 19:58:56 -0400 <Hamidalichught1> @realDonaldTrump ple help me 50 million my a/c.quockly
867167998481649664 2017-05-23 19:58:56 -0400 <DondeGroovily> #RecommendATweepAndWhy Anyone who says no one recommends @realDonaldTrump is telling FAKE NEWS
867167992831979522 2017-05-23 19:58:55 -0400 <cindymdemambro> @realDonaldTrump SHOW US YOUR TAXES
867167987920515072 2017-05-23 19:58:54 -0400 <hannahziporah> .@realDonaldTrump has always exaggerated truth to benefit himself: Donald and Ivana Trump's Divorce: The Full Story  https://t.co/BmQtODAeNd
867167987119378432 2017-05-23 19:58:53 -0400 <JohnstonWriter> @us_poll @Lazulu_OFFICIAL @mikd33 @realDonaldTrump Saudi Arabia...also not on the travel ban list, and the country Trump just signed a multi-billion dollar deal with to sell arms to them.
867167983533031424 2017-05-23 19:58:53 -0400 <DianeRhodes5> @realnlclos @MozartTarzan @Gina40purple @realDonaldTrump 😉
867167982455279616 2017-05-23 19:58:52 -0400 <dukeduluth> WTF is wrong with you @realDonaldTrump @POTUS ? That's what you thought? Can you get more embarrassing?   https://t.co/rPmCebPjUP
867167980836311045 2017-05-23 19:58:52 -0400 <chakram2924> @realDonaldTrump  Even your yarmulke is tiny you liar.  https://t.co/MflUXtgbuq
867167975559659521 2017-05-23 19:58:51 -0400 <RevChuckCurrie> Budgets are moral documents. @realDonaldTrump's budget is the most immoral blueprint for America in modern times. It must be rejected.
867167969381666819 2017-05-23 19:58:49 -0400 <geetsolboy> @FLOTUS @realDonaldTrump Your husband should have stopped by for a geography lesson.
867167964348416002 2017-05-23 19:58:48 -0400 <thatstevecena> @realDonaldTrump @HillaryClinton #MICHAELFLYNN #ImpeachTrump #ReleaseYourTaxes @potus @SpeakerRyan @SenateMajLdr #CheetoInChief  https://t.co/SrUUaNnA4Y
867167959730581506 2017-05-23 19:58:47 -0400 <LouisGolia> @realDonaldTrump u haven't self inflicted any wounds.U r winning with the left &amp; ur party which is the enemy. Keep tweeting.@MariaBartiromo
867167958862249984 2017-05-23 19:58:47 -0400 <just42day1194> @realDonaldTrump Thats right keep doing what your doing
867167958795202560 2017-05-23 19:58:47 -0400 <Buskerbuchtel> @FoxNews @SpeakerRyan You are our problems! @realDonaldTrump
867167957759123456 2017-05-23 19:58:46 -0400 <LenoraJ16> zero collusion by @realDonaldTrump  WASTE OF TAXPAYER $$ AND TIME.  if you would spend as much effort on Budget, Medical &amp; Taxes just think&gt;  https://t.co/hiUCNbMRn8
867167956551073792 2017-05-23 19:58:46 -0400 <Gryphondor> There will always be people that support @realDonaldTrump and I will never ever understand.
867167940701028357 2017-05-23 19:58:42 -0400 <acarey52> @realDonaldTrump ..then why do you sell weapons to Saudi Arabia!!  SA is among the worst for human rights and human life.  You said nothing on your trip!!!!
867167940155715584 2017-05-23 19:58:42 -0400 <WeNeedHillary> @RuskiiiDoge @marvin91195 @Glorivime @SueSchunkQuirk @donmoyn @realDonaldTrump 10. She fights for a path to citizenship for illegal immigrants (in contrast to building a ridiculously expensive and impractical wall.)
867167934908702720 2017-05-23 19:58:41 -0400 <jessmarylora> what an evil loser @realDonaldTrump
867167934463983616 2017-05-23 19:58:41 -0400 <ChangeTheLAUSD> @mcjpizzle @notmyprez12 @OdinMo @WealDonoodTwump @nomessmama @susanconsidine1 @boomersgirl_1 @DTrumpExposed @realDonaldTrump @POTUS You should read up on the Constitution and the length of presidential terms.
867167928768053248 2017-05-23 19:58:40 -0400 <GOPHypocrisy> About the only promise @realdonaldtrump is keeping...  https://t.co/uXJtXhVHPI
867167922065735681 2017-05-23 19:58:38 -0400 <Ralphandalice> @therealmaggoo @adamcbest @realDonaldTrump Begone troll
867167918865494016 2017-05-23 19:58:37 -0400 <RoosterWrangler> @MELANIATRUMP @seanspicer @IvankaTrump @realDonaldTrump   If Trump physically can't handle the job, he needs to RESIGN! Isn't that the plan?  https://t.co/eqMgkLPolQ
867167917615525888 2017-05-23 19:58:37 -0400 <mbstringer> Want to create #jobs in #America ?@realDonaldTrump get on board with the rest of the world 🌎 Go Metric! The imperial system is outdated #usa
867167908019015681 2017-05-23 19:58:35 -0400 <ManonBevillard> @yfblanchet @realDonaldTrump @francoislegault @JFLisee Je suis interdit/bloqué par F. Legault sans jamais avoir communiqué avec lui.
867167907998031873 2017-05-23 19:58:35 -0400 <RLEVOW> . @realDonaldTrump 's budget will turn the "rust belt" to dust.  So much for helping those without a voice.
867167905502425088 2017-05-23 19:58:34 -0400 <Shopper1313> @immigrant4trump @realDonaldTrump THANK YOU FELLOW PATRIOT! #MAGA #AmericaFirst
867167903795339264 2017-05-23 19:58:34 -0400 <09umt09> @not_lamb @holman @realDonaldTrump Are you talking about his golf game? Otherwise he hasn't accomplished anything.
867167898367918081 2017-05-23 19:58:32 -0400 <Thseldo4me> @realDonaldTrump has lawyered up. I guess #Trump is now officially concerned. I know, he is doing the right thing all u Trumpies. #Guilty
867167895910010881 2017-05-23 19:58:32 -0400 <Hamidalichught1> @realDonaldTrump ple trump help me 50 million transfer my a/c.I believe you.ple ple ple quickly
867167895146582016 2017-05-23 19:58:32 -0400 <haiku_troll> @realDonaldTrump Where does selling $110 billion worth of weapons to the Saudis so they can commit war crimes in Yemen more efficiently fit in to that?
867167883767533568 2017-05-23 19:58:29 -0400 <doctormom333> #MathSoHard- @realDonaldTrump can't do math-that's why his budget is dead  https://t.co/ekbHsKfeIY
867167882979012610 2017-05-23 19:58:29 -0400 <TheMisterMarcus> @brian_proxmire @realDonaldTrump @netanyahu @PresidentRuvi I haven't been there with the world watching as my woman is dismissing me. 😂
867167877207609344 2017-05-23 19:58:27 -0400 <Acute_Tweetment> @keanothedog @realDonaldTrump @netanyahu @PresidentRuvi Truth &amp; we're living thru it. Crazy!  Our present now will be a bad time in history.
867167868055470080 2017-05-23 19:58:25 -0400 <emilyslongdash> @SexyRebel2017 @realDonaldTrump We don't care about such trash polls.
867167866927403009 2017-05-23 19:58:25 -0400 <Schwangstar> @Linz775 @TheStarryCrown @AttilioArmeni @LouietheHound @Bird5Ca @JustinTrudeau @IMPL0RABLE @realDonaldTrump Don't get it wrong we have to loosen our dependence on oil, it's finite and he's not wrong about the damage CO2 has done to the o-zone layer
867167866671509504 2017-05-23 19:58:25 -0400 <andross> @Scereyaha @gbubjacobb @ThunderRemix8 @GIMP_Official @ChristyLStewart @realDonaldTrump Is it harmful for people in the BDSM community to use the term?
867167863328587777 2017-05-23 19:58:24 -0400 <cruxCuriosity> @realDonaldTrump HI I have n̤̚̕ë͖̳ͪ͟ver met a P̜͎̹͍ͯ̓ͪ̓U̥̫̭̩̔ͥ͑͗́̇M̳̹̿ͦͭP̺̟̖K̼̟͓̬̝̺̩I͏N̙̳͍͎̭̿͌ͭ how are yoo͇̹͔̥ͦ̓ͫȕ̸̲̦͚͖̬̪?̧̮̠͔͓̝̽ͤ͑̌ͥ?͚͍?
867167861202178049 2017-05-23 19:58:23 -0400 <Buskerbuchtel> @KaraCalavera @detroitrueblue Is that one of newtons unpublished laws? @realDonaldTrump
867167846350163969 2017-05-23 19:58:20 -0400 <Babyruuthh> @loladeantonia26 @williamlegate @realDonaldTrump From your own president
867167844777304065 2017-05-23 19:58:20 -0400 <RavenFoundation> .@AdamEricksen succinctly compares @realDonaldTrump to King Solomon. Sorry. What!? https://t.co/0NG9OTSLsS
867167844357857280 2017-05-23 19:58:19 -0400 <MeAndTruthVsYou> @KimDotcom @seanhannity @realDonaldTrump You just screwed him over with your stunt today. Now he looks like an idiot.
867167843040854019 2017-05-23 19:58:19 -0400 <chris_allman> @Mad_Anne_Flint @DarthLolita @JacobMacaree @BenBerkon @realDonaldTrump You're wrong. Proud to have a man with guts in the White House. Obama did nothing but spend money and take up space.
867167841945927680 2017-05-23 19:58:19 -0400 <kdg1000> @EdwardSalisbu12 @BillyBeat1 @Cali_Deplorable @Blueeyedangel84 @AynRandPaulRyan @realDonaldTrump @netanyahu @PresidentRuvi @FLOTUS No it isn't. Like a said, your mind is gone.
867167835658883074 2017-05-23 19:58:17 -0400 <P_dPowell> @realDonaldTrump  https://t.co/IHJF5cD6LF
867167833368784896 2017-05-23 19:58:17 -0400 <DevolutionMan> @Broadsword_Six @realDonaldTrump Adults vs morons.
867167829413552128 2017-05-23 19:58:16 -0400 <bobb1182> @mrntweet2 @realDonaldTrump Time to get rid of the 🐁🐁🐁🐁🐁🐁🐁🐁🐁 exterminator Trump
867167806978220032 2017-05-23 19:58:11 -0400 <nunyaGator> @POTUS @realDonaldTrump Have the DOJ look into the Seth Rich murder/DNC leaks &amp; @CNN collusion with HRC. @seanhannity @IngrahamAngle @Harlan
867167792239390724 2017-05-23 19:58:07 -0400 <Bergg69> Does Oil industry pay for OIL?  https://t.co/NKppZ1Buk6 #cdnpoli @Twitter @AnnCoulter @realDonaldTrump #abpoli #skpoli UK  https://t.co/LIubDHiESB
867167792155557888 2017-05-23 19:58:07 -0400 <hercogar> @JuanManSantos @realDonaldTrump Sr presidente, esa platica se perdió.
867167791295680512 2017-05-23 19:58:07 -0400 <Sam29888878> @KaraCalavera @bejaha @realDonaldTrump is talking shizit but it's like "everything he says bounces off them &amp; sticks on him" 😂😂that's how juvenile he is
867167784605671424 2017-05-23 19:58:05 -0400 <MistaSEEforce> @realDonaldTrump why U a lil chump lately don, u said all the swamp drain shyt, then you were all interntl policy tough, u getting punked yo
867167782093312000 2017-05-23 19:58:05 -0400 <ChangeTheLAUSD> @mrntweet2 @realDonaldTrump Espionage? What foreign government was this released to?
867167778137980928 2017-05-23 19:58:04 -0400 <plummie9> I am absolutely loving how Melania @FLOTUS can't bear the Vile Donald @realDonaldTrump holding her hand. Tee hee
867167776993140736 2017-05-23 19:58:03 -0400 <us_poll> @JohnstonWriter @Lazulu_OFFICIAL @mikd33 @realDonaldTrump Whether they were born here or born in MEast and came here or just got here .You can be born in Ideology or recruited either way
867167775185358848 2017-05-23 19:58:03 -0400 <vprieto1> Pls a sos word to the venezuelan people. @Pontifex_es  @rogerfederer  @camanpour @realDonaldTrump @SenSanders @BarackObama @danielvallverdu
867167775021613056 2017-05-23 19:58:03 -0400 <DianeRhodes5> @Gina40purple @MozartTarzan @realnlclos @realDonaldTrump Talking about trump again?
867167772303908866 2017-05-23 19:58:02 -0400 <KebSher> @GOBLUE37 @JoeCoolSpivey1 @Digihumanoid @SpecialKMB1969 @sthack99 @AliAbunimah @realDonaldTrump Thank God for the Electoral College,  where we are not dictated too by one mind set
867167767690084354 2017-05-23 19:58:01 -0400 <Ephany> @realDonaldTrump Insight into the mind of President Bannon  https://t.co/rJu5xv7cE3
867167762753376256 2017-05-23 19:58:00 -0400 <WealDonoodTwump> @ChangeTheLAUSD @OdinMo @notmyprez12 @mcjpizzle @nomessmama @susanconsidine1 @boomersgirl_1 @DTrumpExposed @realDonaldTrump @POTUS Hopefully the fake presidency soon will be too.
867167757011439616 2017-05-23 19:57:59 -0400 <arielorion430> @realDonaldTrump  https://t.co/MYCBS5M56i
867167749591662594 2017-05-23 19:57:57 -0400 <Lestatbp> @realDonaldTrump I agree, you and @Pontifex are alike - corrupt liars who will do anything and hurt anyone for money or power
867167748262121474 2017-05-23 19:57:57 -0400 <geetsolboy> @realDonaldTrump Oh wait...Israel is in Europe, right? Or are they considered their own continent along with Saudi Arabia?
867167746240401409 2017-05-23 19:57:56 -0400 <1Vossy> @realDonaldTrump narcissistic moron, disgusting asshole pig, needs to get the hell out of the White House and STOP disgracing America !
867167744176816128 2017-05-23 19:57:56 -0400 <jettyasl317> @TheMisterMarcus @itsDonaIdJTrump @faith0263 @realDonaldTrump @netanyahu @PresidentRuvi No..from you calling me a racist...
867167739093319680 2017-05-23 19:57:54 -0400 <sherlock2004> @SenWarren @realDonaldTrump Keep fighting for us all @SenWarren!
867167736677498880 2017-05-23 19:57:54 -0400 <CherylCushaway> @realDonaldTrump He has NO emotions when he speaks.  He is in trouble.
867167734790062080 2017-05-23 19:57:53 -0400 <THEToughCookie> .@Pontifex you're an example to us all, taking time to talk to the most simple-minded among us. Good luck w/ @realDonaldTrump.
867167734223826945 2017-05-23 19:57:53 -0400 <TerraMarQue> @Ancestry 's "We're Related" App ties me to @realDonaldTrump as a 9th cousin. Damn Holiday weekend means I might not get the vaccine til Mon
867167730851495936 2017-05-23 19:57:52 -0400 <TammyTinkerbell> @Ajcabassa @Squirrel_Turds @seanhannity I will join you JRC USA 💯.   #MAGA ❤️OUR PRESIDENT @realDonaldTrump @JackPosobiec
867167712669192192 2017-05-23 19:57:48 -0400 <MaggieB51> @JeanMoo83477501 @Mike_P_Williams @realDonaldTrump He has been given a course in how to respect 45. From 45 himself. The mans wife does not respect him.
867167711541047296 2017-05-23 19:57:48 -0400 <MikeRose2d> @thehill @realDonaldTrump's crisis isn't his legitimacy, it's his illegitimacy.  Lost popluar vote by ~3 million votes. Can't beat Obama in anything,
867167701244026881 2017-05-23 19:57:45 -0400 <kar_bear77> @SoCalValleyGal @CAoutcast @realDonaldTrump @SenatorSession It's not all federal grants.
867167699599630336 2017-05-23 19:57:45 -0400 <WandS_Headlines> @realDonaldTrump Best wishes!
867167695325802496 2017-05-23 19:57:44 -0400 <brandon_skwira> @Sams1stDaughter @realDonaldTrump Want more I have a playlist of 6 videos pinned on my feed.
867167693404876800 2017-05-23 19:57:43 -0400 <bethhall256> @badchoices17 @EchoVoxx @agsteiner @NellSco @realDonaldTrump That is the leftist propaganda we have to listened to here all from left.  They want the New World Order, but won't SAY WHY??? No freedom!!
867167692620349441 2017-05-23 19:57:43 -0400 <deancv1958>  https://t.co/S7cfrTaO8d #LibCrib #TheResistance @realDonaldTrump Truth and facts mean little to a Trumpanzee
867167691962019840 2017-05-23 19:57:43 -0400 <jzywick> @NancyPelosi @realDonaldTrump's America is NOT what the Founding Fathers had in mind.
867167689340571649 2017-05-23 19:57:42 -0400 <LwCureton2> @VP Mike Pence, sorry but you are in the wrong administration! @realDonaldTrump is a CROOK No President No Leader!!!  https://t.co/WN2NZyC3uX
867167675033759744 2017-05-23 19:57:39 -0400 <BasedOffMyName> @teamforza44 @realDonaldTrump Sorry you were lied to. This budget is horrible.
867167668717203456 2017-05-23 19:57:38 -0400 <voxgenius> .@hardball .@realDonaldTrump .@POTUS 'Donald Trump is a deal maker. He is a deal maker the way lions are carnivores and water is wet.'  https://t.co/gUFQQxpTo9
867167653835804672 2017-05-23 19:57:34 -0400 <Tweetsfromyow> @realDonaldTrump please use your art of the deal skills &amp; ask @Pontifex to excommunicate @crimmins
867167647556874240 2017-05-23 19:57:33 -0400 <cally_dc147> @CNNPolitics more frauds related to the @realDonaldTrump administration!
867167642280271872 2017-05-23 19:57:31 -0400 <Anime_is_great> @KimDotcom @seanhannity @realDonaldTrump We let it to Big Pappa O because he was a cuckservative. but #Hannity... just doesn't sit right. Sup with Assange anyway? Is he a skinjob?
867167641739304960 2017-05-23 19:57:31 -0400 <OxnardSmoots> @realDonaldTrump   https://t.co/Ma5LhE0Qht
