861370051055812610 2017-05-07 19:59:58 -0400 <kchivzzz> @realDonaldTrump nice try
861370039349497856 2017-05-07 19:59:55 -0400 <DanaDzr> How do you sleep at night @realDonaldTrump? So many lies by you &amp; your administration! #Next100Days #TrumpRussia  https://t.co/gaEbh7HNi3
861370039164964864 2017-05-07 19:59:55 -0400 <TexBrussow> @Dihaggis @jules_su @realDonaldTrump momma told him to cry!
861370037604581377 2017-05-07 19:59:55 -0400 <dmfoerster> @realDonaldTrump He doesn't look forward to working with u, he is much smarter and much better looking, richer, bigger hands than u!!  LOSER!!!!!
861370035436179456 2017-05-07 19:59:54 -0400 <Sarkddine> @DebCupples @realDonaldTrump ici en France on été très très choqué par la défaite de MME Clinton, on pensait qu'elle allait gagner
861370029958455297 2017-05-07 19:59:53 -0400 <kiki_cliff> @realDonaldTrump When are you going to start "taxing big" all your crap clothes that are made in Mexico and China? And those of your daughter?
861370024019152897 2017-05-07 19:59:51 -0400 <Leonninc> @barb888 @realDonaldTrump Well he has to speak at the level of his supporters. #Ilovethepoorlyeducated
861370023469871104 2017-05-07 19:59:51 -0400 <richreinhard66> @GaetaSusan @ItsKey_70sbaby @erichmcelroy @brunelldonald @realDonaldTrump @drscott_atlanta seriously? you're referencing alex jones?
861370019954937856 2017-05-07 19:59:50 -0400 <CPutnam12290536> @artisteboy @THEFXR1 @pixielation @Cali_Deplorable @Saintsfan5348 @Green_Footballs @Cernovich @realDonaldTrump Bullshit. Sawing people's heads off, burning people alive, throwing gays off roofs. That's your Hero Islamist.
861370014502457344 2017-05-07 19:59:49 -0400 <dundeetaxguy1> @realDonaldTrump Bad Indiana administration.
861370013327835136 2017-05-07 19:59:49 -0400 <GuruAllan> Selling @realDonaldTrump as a family connection is standard #oligarchy practice !!! #sad #shame  https://t.co/1l4QvYgrOF
861370013198012417 2017-05-07 19:59:49 -0400 <QuiInterrogat> @realDonaldTrump Oh and then there's Ivanka's exploitation of Chinese workers for her clothing line - I get it rules apply to other companies not the Trumps'
861370005455327232 2017-05-07 19:59:47 -0400 <Texasproud1962> @realDonaldTrump It's amazing tomhow many of the people against Trump have a check by there name. Seems like it's a media plot
861370003697930240 2017-05-07 19:59:47 -0400 <redhardino> @POTUS @realDonaldTrump President Steve @IvankaTrump lap squirmed poser for quite awhile. It seemed to like it then. She too old now?  https://t.co/w2Ju4Vdw0e
861370002376712193 2017-05-07 19:59:46 -0400 <JennaLl32425958> @realDonaldTrump What ever he does he better not trust you
861369999168032769 2017-05-07 19:59:45 -0400 <RosedaleTom> @realDonaldTrump So why didn't you stop it big shot?
861369985926672384 2017-05-07 19:59:42 -0400 <c_lotter> @realDonaldTrump Keep drinking your kool-aid
861369985507241988 2017-05-07 19:59:42 -0400 <ramdestroyer> @realDonaldTrump Trump there's only one person those billionaires would trust that you to bring together a big plan to save America get them
861369979702214657 2017-05-07 19:59:41 -0400 <nelzen3> @realDonaldTrump Love you President Trump- stay strong and on your path!!!!!!
861369975256227840 2017-05-07 19:59:40 -0400 <dazeone81> @b_pecoraro @adriana7077 @tedlieu @realDonaldTrump Maybe because the cost of insurance is high and pays for limited things and high deductibles. 250+ a month plus taxes and other deductibles
861369973993869312 2017-05-07 19:59:39 -0400 <queenofthebarbs> @realDonaldTrump @POTUS I'm sure the feeling's not mutual
861369973821685760 2017-05-07 19:59:39 -0400 <CindyRinaldi5> @rolandscahill @wutever26 @IamTeeGriff @realDonaldTrump  exactly. This should never be allowed again. The law needs to change.
861369971569381376 2017-05-07 19:59:39 -0400 <GladysKrav> Obama: awarded Nobel Peace Prize,Time Person of Year (twice) &amp; tonite JFK Profile in Courage. Jealous @realDonaldTrump?
861369971166806016 2017-05-07 19:59:39 -0400 <fujiwan2015> @brunelldonald @realDonaldTrump Look and see where that hat was made.
861369967622729728 2017-05-07 19:59:38 -0400 <MomentOfZehn> @SharonManning16 @MADE__USA @POTUS @realDonaldTrump I see you don't understand population density. Do you realize how many people live in the counties around LA, NYC, Chicago, etc?
861369964736991239 2017-05-07 19:59:37 -0400 <Digitaltribe> @realDonaldTrump What a toad
861369963239669762 2017-05-07 19:59:37 -0400 <PiaNelson4> @realDonaldTrump You are more focused on Obama than Michelle. You conned your way into the WH not getter done and stop whining about Obama. #liarnchief
861369961922535424 2017-05-07 19:59:37 -0400 <onecatandahorse> @realDonaldTrump How do you know?  You don't read anything!  You just parrot whatever you think sounds good, regardless of accuracy. Sad. And delusional.
861369956893470720 2017-05-07 19:59:35 -0400 <thoughtpedia> @realDonaldTrump This is way beyond what a president should be doing… You're a bad person.
861369954540695552 2017-05-07 19:59:35 -0400 <beavis617> Yeah... I feel a bit better about things.Thank you to the people of France who had the good sense to make the right choice.@realDonaldTrump  https://t.co/17h7dEk5Uw
861369952883920897 2017-05-07 19:59:34 -0400 <vader2184> @realDonaldTrump We seriously needed Marine Le Pen
861369951805997056 2017-05-07 19:59:34 -0400 <DwayneVentresc1> @sheryljeanneH @CSalish @datrumpnation1 @realDonaldTrump @POTUS man I agree with you cheryl. They have nothing good to say only complaints
861369950673543169 2017-05-07 19:59:34 -0400 <spnishmuse> @realDonaldTrump @realDonaldTrump  when will you come clean with your tax returns or learn to stop creating your own lies?  When?
861369948832006144 2017-05-07 19:59:33 -0400 <7bluebelle> @realDonaldTrump About. ALMOST. 58.9million more followers than yours, to be EXACT.
861369947645251586 2017-05-07 19:59:33 -0400 <GuilfordGirl1> @realDonaldTrump But is he looking forward to working with you?
861369945233383424 2017-05-07 19:59:33 -0400 <NurseMarley> @realDonaldTrump Remember when you sponsor people to work at your golf courses because they will work for less than minimum wage? Doubled membership fees 😏
861369944524681216 2017-05-07 19:59:32 -0400 <KathrynMarieMcC> @realDonaldTrump What Are  You  Trying To  Say?
861369940896567296 2017-05-07 19:59:32 -0400 <dahle44> CNN LIES AGAIN!It is pathetic how they try 2 put theTrumps down @LadiesForTrump @realDonaldTrump @LindaSuhler @sabine_durden #AmericaFirst  https://t.co/1W05skXXHG
861369940833685505 2017-05-07 19:59:32 -0400 <MrsWFlower> @realDonaldTrump Donny, don't give excuses. You're kids, Melania &amp; few GOP friends don't need'em &amp; the rest of USA 🇺🇸 don't believe'em 🤡@maddow @AC360 @laxpr  https://t.co/2NkSAt6oSj
861369938988208129 2017-05-07 19:59:31 -0400 <fitztwins> @Cali_Deplorable @WealDonoodTwump @rednaturalgurl @AynRandPaulRyan @tonyposnanski @realDonaldTrump That's BS
861369938812035072 2017-05-07 19:59:31 -0400 <WalterKParker2> @nickfl954 @RoguePOTUSStaff @realDonaldTrump I have watched everything since the election Time will prove his words will line up with his actions.
861369934668070912 2017-05-07 19:59:30 -0400 <AmorCheetah> @zwash300 @ncohen1995 @williamlegate @realDonaldTrump "Very much" forward. LOL
861369933409779712 2017-05-07 19:59:30 -0400 <Raizakolia> @realDonaldTrump u must watch a REAL President-PBO on TV tonight. Sadly, the only award u will win is the Dunce Award  https://t.co/Yo1C211h44
861369933376212995 2017-05-07 19:59:30 -0400 <Fantasy25> @realDonaldTrump Enough with Obama. The elections are over. Do your job!
861369930943430656 2017-05-07 19:59:29 -0400 <mitchellafinke> @realDonaldTrump   https://t.co/YctdQjhlfi
861369929856987136 2017-05-07 19:59:29 -0400 <captdivo> @realDonaldTrump Yet the crap you and ivanka sell is made in china .. hypocrite much?
861369928833581056 2017-05-07 19:59:29 -0400 <Golfisme> @realDonaldTrump Stop lying! Republican senators have let us down for years!
861369924496883712 2017-05-07 19:59:28 -0400 <MIJayhawk> @NigelFloyedWill @NickAPappas @realDonaldTrump A threat from the federal government (which Donald represents) would be illegal
861369923460882433 2017-05-07 19:59:27 -0400 <Metatro46077255> @americanmclass Thank you @realDonaldTrump for #MAGA Flint thanks you #MAGA
861369921267052544 2017-05-07 19:59:27 -0400 <filmtvbooks> @realDonaldTrump It's all talk u have zero credibility con man. I didn't think u want to start a trade war over 100 jobs
861369918264037377 2017-05-07 19:59:26 -0400 <419business> @OfficialCBC @AprilDRyan @realDonaldTrump Devil
861369917194424321 2017-05-07 19:59:26 -0400 <Dbrian1118> @realDonaldTrump Where are ur products made?
861369914585743361 2017-05-07 19:59:25 -0400 <_StrokeMyCactus> @Miamialt21 @realDonaldTrump He always does this shit right before an event in the investigations. Shows he's sweating
861369913679597568 2017-05-07 19:59:25 -0400 <PoppaPatch> @UnfollowTrump Vindictive Sunday is it @realDonaldTrump @HalfOnionInABag @MoreVotesMatter
861369912610234368 2017-05-07 19:59:25 -0400 <aldemjani> @politico @realDonaldTrump He was mistaken,Saudi Arabia is the ❤️ of Muslim 🌎,70 years of relations with 🇺🇸 ,wise kingdom honest people,
861369909481275392 2017-05-07 19:59:24 -0400 <IanMCohen> @danielcox011 @nytpolitics @realDonaldTrump If they're lying, why don't you provide information that counters it. Surly you have that to make such a libelous claim.
861369906004197377 2017-05-07 19:59:23 -0400 <VFlowingFineArt> @realDonaldTrump  You wouldn't want to miss this Donny boy you might learn something about being a real POTUS  https://t.co/TrHdH5bNN4
861369905400213506 2017-05-07 19:59:23 -0400 <Highclmbr6Bryan> @GodinezMona @Jason_Macrander @acehanna54 @AynRandPaulRyan @realDonaldTrump @BarackObama Another unearned award. A book he profits from, but didn't write. Positions filled he was unqualified for. Obama is a complete fake.
861369904435523584 2017-05-07 19:59:23 -0400 <Buckeyefan58> @realDonaldTrump Where are your ties made? CHINA
861369903550541824 2017-05-07 19:59:23 -0400 <videogirlprod> @realDonaldTrump And you were hoping for a three some with Putin.
861369901122015234 2017-05-07 19:59:22 -0400 <CarlIversen1> @NickAPappas @NigelFloyedWill @realDonaldTrump We have underwater habitats, mini city.Self sustaining,electricity from underwater currents, space:NASA's space time warp, no funding for it
861369898177515520 2017-05-07 19:59:21 -0400 <JerrySm10229162> @realDonaldTrump Hahahahahahahahahahahahahahahahahahahahahahahaha! What a deucebag!
861369890015506434 2017-05-07 19:59:19 -0400 <onward___> @GaetaSusan @ItsKey_70sbaby @erichmcelroy @brunelldonald @realDonaldTrump @drscott_atlanta Anything that proves you wrong is fake news? You dodge questions like Kelly Conjob
861369889365389315 2017-05-07 19:59:19 -0400 <DeeNYC> .@realDonaldTrump  Can't believe you would screw over the whole planet to keep the big oil happy. Keep the USA in Paris Accord #Survival  https://t.co/60ektdQW9K
861369887142424577 2017-05-07 19:59:19 -0400 <Ingrid_Ordonez> @ppkamigo @realDonaldTrump Gracias por prensar en Venezuela Dios lo bendiga y la virgen lo proteja!
861369885888307200 2017-05-07 19:59:18 -0400 <trump_loves> @Qwarktastic2 @ezlusztig @subzerov690 @realDonaldTrump Didn't they teach you in school to use critical thinking? I can say anything too. Do you have actual EVIDENCE? Or are you bluffing?
861369882125979649 2017-05-07 19:59:18 -0400 <mistyashenSL> @realDonaldTrump Blah blah blah. When can we expect your tweet attacking Sally Yates the night before she fucks you over WITH TRUTH?
861369881844895744 2017-05-07 19:59:17 -0400 <SealeyMichael> @FoxNews @realDonaldTrump @POTUS Your not the judge the people are (sad)
861369880716738560 2017-05-07 19:59:17 -0400 <mitchellafinke> @realDonaldTrump @realDonaldTrump #goaway #ImpeachTrump #impeach45 #notmypresident #nobodylikesyou  https://t.co/5qiRxsSZMR
861369880427339777 2017-05-07 19:59:17 -0400 <KarenPuckettLeo> @realDonaldTrump Because they know a lie when they see it.
861369879416283137 2017-05-07 19:59:17 -0400 <07041776_free> @POTUS @realDonaldTrump  https://t.co/alQoGDs1Tz
861369879160643584 2017-05-07 19:59:17 -0400 <ApiWenuwen> ඉවත් කල @PresRajapaksa ගේ ආරක්ෂකයින් 50 නැවත අනුයුක්ත කෙරේ @officialunp @sbdissanayake16 @Neetwit @Suji_Gun @realDonaldTrump #lka #srilanka  https://t.co/8izA9m63Kl
861369877562568706 2017-05-07 19:59:16 -0400 <PaulinRochNY> @jenkins1261 @foglandia @Monkey64184351 @Deplorable_45 @nolagirl80 @Impeach_D_Trump @realDonaldTrump In your mind, but to objective people they certainly  are. You are so filled with hatred for anyone on the left, you'll grasp anything.
861369874198736900 2017-05-07 19:59:16 -0400 <sharon216019> @elybri @dumptrump33 @realDonaldTrump Exactly!
861369868804800513 2017-05-07 19:59:14 -0400 <RandomlyBrowsin> @realDonaldTrump When will u turn over taxes and divulge how much $$ you've taken from Russia mob and oligarchs. Nevermind deal with corrupt Azerbaijan govt
861369864124063744 2017-05-07 19:59:13 -0400 <ass5022> @realDonaldTrump Peace be upon you How are you President of the United States Donald Trump President of the United States of America I am a
861369858109218817 2017-05-07 19:59:12 -0400 <S0NICSTARCORE> @realDonaldTrump Ya, they go straight for the money.
861369856691773441 2017-05-07 19:59:11 -0400 <PBarnat> @zentgamin @KaivanShroff @realDonaldTrump PLUS HE'S SO HOT!!!🔥🔥🔥🔥🔥🔥
861369853122424832 2017-05-07 19:59:11 -0400 <marywri2672> @realDonaldTrump why can't we have the same ins that the house &amp; senate has or put them on the ins u r trying to get thru for us
861369848282177536 2017-05-07 19:59:09 -0400 <toddvernon> Thankful that France didn't get @realDonaldTrump'd ,  I wish we didn't
861369843748003840 2017-05-07 19:59:08 -0400 <AlohaBudd> All Major TV Networks Block @realDonaldTrump’s ‘Fake News’ Ad  https://t.co/8Y2MnViGJg via @variety
861369843261612033 2017-05-07 19:59:08 -0400 <RiderNeon> @pogue1980 @fannyfae @realDonaldTrump Just to make sure your not talking out you ass,full Canadian here to!.or is that too.Canadians are a minority, what can we do?
861369837527945216 2017-05-07 19:59:07 -0400 <Gawpeter33> @BarackObama @realDonaldTrump after that you allowed massive Muslim immigrants,China global power,North Korea Nuke program,MNC GLOBALIZATION
861369836646965248 2017-05-07 19:59:07 -0400 <sam_ssssssss> This is how you #MakeAmericaGreatAgain  Hate speech won't bring any greatness, it will only set us apart as a nation. @realDonaldTrump #MAGA  https://t.co/G3FEQoUE7i
861369835124666369 2017-05-07 19:59:06 -0400 <kmcf000734> @realDonaldTrump Your people had dealings w/ Russians &amp; repeatedly LIED about it. Do you not understand this?
861369832498839552 2017-05-07 19:59:06 -0400 <CMBMummy> @KaivanShroff @tonyposnanski @realDonaldTrump Hurry please.
861369831735656449 2017-05-07 19:59:06 -0400 <Robbie36599123> @realDonaldTrump  Cinsudering secret service and security are in place in NYC, you're full of it.  You don't want to be arrested, period.
861369831622414336 2017-05-07 19:59:05 -0400 <TexBrussow> @AnitaOHara4 @jules_su @realDonaldTrump They really LOVE it here!😏
861369831282663428 2017-05-07 19:59:05 -0400 <forensesocial> frente a crimenes de #LesaHumanidad tengo el DERECHO y DEBER de PEDIR APOYO MILITAR a @NU y @realDonaldTrump  https://t.co/wgdXstZ2mn
861369827050520577 2017-05-07 19:59:04 -0400 <FLSquareGrouper> @drhelldigger @realDonaldTrump 😂😂😂  https://t.co/kBrmxhh5Pv
861369823493795840 2017-05-07 19:59:04 -0400 <ljudnic> @realDonaldTrump Sure. You are aweful. I suppose you are taking credit for unemployment rate. You are not America's president. #liar
861369823007301634 2017-05-07 19:59:03 -0400 <madagaingirl> @realDonaldTrump So, they have been using the Trump Organization Business Model. Maybe their owner will run for office next to give themselves tax breaks.
861369821681799168 2017-05-07 19:59:03 -0400 <fancy_hills> @realDonaldTrump Did you speck with Putin today? I'm sure you did
861369821396598784 2017-05-07 19:59:03 -0400 <jowills8> @realDonaldTrump President Nixon who was a Republican is my hero. He did not have Russians working for him.
861369820184420352 2017-05-07 19:59:03 -0400 <DonnaCh18358576> @realDonaldTrump  https://t.co/VJGfZF5U6d
861369818544578560 2017-05-07 19:59:02 -0400 <JamesIsaak2> @realDonaldTrump,    How did your meeting with Dmitry Rybolovlev go this weekend? Did you guys get your stories straight?
861369817592410113 2017-05-07 19:59:02 -0400 <thesecondellen> @politico @realDonaldTrump What's unconstitutional is the way the Trumps are using the Oval Office to enrich themselves, their businesses &amp; the corporations.
861369817080770564 2017-05-07 19:59:02 -0400 <sorcor451> And the way to handle bullies like @realDonaldTrump is to laugh HARD and take nothing seriously
861369816132833280 2017-05-07 19:59:02 -0400 <BillMorrisJr1> @Mission22 @realDonaldTrump @TMFoundation @CoryBooker @ChrisChristie @RepLoBiondo  https://t.co/m6615TwM4E
861369810113904641 2017-05-07 19:59:00 -0400 <JeffHarperArt> @DonJTrump00 @xkr99 @KspetersenKen @judy_kimble5 @dtfp2016 @yourworlddaily @richardhenrypa1 @ClearScanOrg @dannyboy5368 @BishopInAfrica @pianostruck @beadlover55 @carlobnms20511 @TeamTrumpAZ @15183_roxyneuro @eissolomon11 @JrcheneyJohn @ROCKONDUDE2 @GeorgiaDirtRoad @Mags661 @LeahR77 @ChristieC733 @LVNancy @FiveRights @POTUS @realDonaldTrump @BetsyDeVosED @VP @Scavino45 If your head is cut off while you have heart disease.
861369802186567684 2017-05-07 19:58:58 -0400 <bobsaddress> @realDonaldTrump Work? Or golf, vacation and eat?  At our expense! Pig!
861369802031550465 2017-05-07 19:58:58 -0400 <MoonDawgzTwit> @TheEllenShow  @realDonaldTrump needs to remember his own origins and the fact his father got deported TO the USA from his homeland
861369800781479937 2017-05-07 19:58:58 -0400 <DFling69> @ALT_uscis @EmmanuelMacron @realDonaldTrump Well as a "president he should be speaking with 🌎leaders but to be honest that would quite hilarious.
861369793030619136 2017-05-07 19:58:56 -0400 <slytheringrad> @realDonaldTrump DGP. Daily Grammar Practice used in schools. I taught it to my kids. Let's start you on the 5th grade level. We've got some bigly work to do
861369791415816192 2017-05-07 19:58:56 -0400 <loyal_american> @RonRt2t @AynRandPaulRyan @realDonaldTrump First off there we do not live in a democracy second where were you when Obama spend 306 days golfing and got nothing accomplished during?
861369787414433793 2017-05-07 19:58:55 -0400 <mbergs12> @realDonaldTrump @POTUS English isn't your first language, is it?
861369786281992192 2017-05-07 19:58:55 -0400 <bullyromeo> @RJSzczerba @realDonaldTrump And CAKE.  Really beautiful cake.
861369785719726080 2017-05-07 19:58:55 -0400 <WhenSquidsParty> @realDonaldTrump Let's talk about Trump making a deal to move to China.  At least he picked a friendly neighbor.
861369784100806656 2017-05-07 19:58:54 -0400 <Donmariani1> @adamcbest @realDonaldTrump And you believe the polls the same ones that voted in Hillary......ooops...your niev
861369780007317504 2017-05-07 19:58:53 -0400 <EileenmdhRita> @realDonaldTrump $1 million tax dollars on a new #helipad at #Maralago #EmolumentsClause #conflictsofinterest #releaseyourtaxes
861369779248136197 2017-05-07 19:58:53 -0400 <wyntrwytchnc> @realDonaldTrump is a #Whinylittlebitch.  https://t.co/kM0am36rXe
861369771564060672 2017-05-07 19:58:51 -0400 <ReneeGalvan4> @realDonaldTrump @GOP @seanspicer Should be interesting since Trump fired her.
861369767483015170 2017-05-07 19:58:50 -0400 <marywalczak22> @realDonaldTrump When you become and act like a real President you will be taken seriously #worstpresidentever
861369762252816386 2017-05-07 19:58:49 -0400 <kinescopeman> Definition of @realDonaldTrump @SpeakerRyan #trumpcare2 SOYLENT GREEN @AARP @USARedOrchestra @MTPDaily @maddow @KatyTurNBC @chrislhayes
861369762114396160 2017-05-07 19:58:49 -0400 <charliekemp23> @adamcbest @realDonaldTrump nutwit
861369761967493121 2017-05-07 19:58:49 -0400 <fancy_hills> @realDonaldTrump When are you releasing your tax returns? It's been a 100 days since you took office and you said you would release them.
861369760856100864 2017-05-07 19:58:49 -0400 <TammyLynne89> @Walakk @elle2_0 @realDonaldTrump And KFC, Taco Bell... 😃
861369758054141952 2017-05-07 19:58:48 -0400 <SineFonem> @KaivanShroff @realDonaldTrump I humbly request to replace Merkel in this delicious sandwich thankyouveddymuch.
861369755755843584 2017-05-07 19:58:47 -0400 <77CaptainMarvel> @Schnitzel_Dog @MaraJade_2017 @TheSWPrincess @RegBarclay2017 @realDonaldTrump @SenateMajLdr @SpeakerRyan @SenateGOP @mayflowergal1 @IronFist_2017 @Darth_VaderNo1 @1DareDevil2017 @CatWomanResists @LauraRoslin2017 @MattAsherS @1IronMan2017 @CaptainsLog2017 @blackwidows2017 @judycampbell192 @AgentCarter_SSR @AgentScully2017 Yuck yuck
861369755512459265 2017-05-07 19:58:47 -0400 <CelticLion1977> @realDonaldTrump Hope someone sends you pics of every person that dies unnecessarily because of your healthcare plan because there will be a lot.
861369750831505408 2017-05-07 19:58:46 -0400 <Joseph2482F> @TheAtlantic @mcottle @SenateMajLdr Is An Old Rich  White Supremist Male And @realDonaldtRump Respects That! #BlackLivesMatter
861369750663856130 2017-05-07 19:58:46 -0400 <Sarkddine> @DebCupples @realDonaldTrump mais les choses ne sont pas perdues, il faut que les américains combattent fortement @realDonaldTrump Trump
861369745962041344 2017-05-07 19:58:45 -0400 <trump_loves> @Qwarktastic2 @ezlusztig @subzerov690 @realDonaldTrump Do you have any evidence? Because i can say the same thing too.  The left hates black people they hate white people etc.
861369744292589568 2017-05-07 19:58:45 -0400 <Mary55Lee> @williamlegate @realDonaldTrump So you say.  Truth is many of us loves him.  More than all you libs put together.
861369742547931136 2017-05-07 19:58:44 -0400 <gstvklr> @realDonaldTrump Donald Trump's Many, Many, Many, Many Ties to Russia  https://t.co/fnqTduOnHG by #JohnLeguizamo via @c0nvey
861369742392786945 2017-05-07 19:58:44 -0400 <cmf6519> @realDonaldTrump Could you repeat that last sentence in a language a grown up can understand?
861369739800477696 2017-05-07 19:58:44 -0400 <mdd0027> MT @Karee_news: I have no problem with @realDonaldTrump talking directly to us on twitter. Bypass #MSM  https://t.co/nAK68DyKx0 #PJNET
861369737871335424 2017-05-07 19:58:43 -0400 <SwearengenMaude> @realDonaldTrump How many employees lost their jobs &amp; pensions when you went bankrupt? You walked away with 30 million and tax breaks.
861369736805965825 2017-05-07 19:58:43 -0400 <_NG523_> @realDonaldTrump we need to MAGA NOW!  https://t.co/5l8DgxK2xv
861369736784957440 2017-05-07 19:58:43 -0400 <ElianaBenador> @Avron_p @realDonaldTrump @rabbimizrachi Dayenu. Laila tov.
861369735799332866 2017-05-07 19:58:43 -0400 <drbeno> @realDonaldTrump Trump you see what real peoples can do?the French peoples show to the American's elect the right person with out Russia !
861369735295909888 2017-05-07 19:58:43 -0400 <jessicalemoine> @richierich1968 @P3t3rTw33t3r @2wallyworld @HernandezJavier @realDonaldTrump Most are just ❄️
861369733274374144 2017-05-07 19:58:42 -0400 <Beaugrand> @realDonaldTrump  https://t.co/KGurNP3q5a
861369731776999424 2017-05-07 19:58:42 -0400 <SuperCdn> @Leafer1 @MaraJade_2017 @TheSWPrincess @RegBarclay2017 @realDonaldTrump @SenateMajLdr @SpeakerRyan @SenateGOP @mayflowergal1 @IronFist_2017 @Darth_VaderNo1 @1DareDevil2017 @CatWomanResists @LauraRoslin2017 @MattAsherS @1IronMan2017 @77CaptainMarvel @CaptainsLog2017 @blackwidows2017 @judycampbell192 @AgentCarter_SSR @AgentScully2017 Bah, ha, ha, ha!!
861369728115322880 2017-05-07 19:58:41 -0400 <kiki_cliff> @b_random1021 @ToxicExplodley @adamcbest @realDonaldTrump But he did drain the swamp! Straight into the White House!
861369723048427520 2017-05-07 19:58:40 -0400 <sandrabaum3> @realDonaldTrump You just can't handle the truth, can you?  You lie in our faces every day. SAD!
861369721802940416 2017-05-07 19:58:39 -0400 <nelzen3> @RJSzczerba @realDonaldTrump Please Move there- you have no idea of what you speak
861369721379311616 2017-05-07 19:58:39 -0400 <myprettymia> @realDonaldTrump @POTUS Don't believe you... Your girl didn't win...Lol... #RESIST!
861369720187912193 2017-05-07 19:58:39 -0400 <rocknsj> @realDonaldTrump OMG! So phony!  #SAD
861369718409646080 2017-05-07 19:58:39 -0400 <holdthemayo18> @KeithOlbermann @realDonaldTrump  when you are going to tax your imports from China?  You are an effin hypocrite
861369718011301888 2017-05-07 19:58:38 -0400 <KaranKaluzynski> @adamcbest @realDonaldTrump He's a phony.
861369711866654720 2017-05-07 19:58:37 -0400 <Trollin_Trevor> @birdiealways @realDonaldTrump Birdie. I see you're an Obama fan. Your tears fill me with joy.
861369711287775232 2017-05-07 19:58:37 -0400 <bexinnh> @realDonaldTrump your Trump(doesn't)Care will kill thousands of Americans.  First 100 days shows you are on the path to destroy America!
861369710931300354 2017-05-07 19:58:37 -0400 <derekaubut> @realDonaldTrump Lies,lies,lies
861369710612492288 2017-05-07 19:58:37 -0400 <lawsonhm> @realDonaldTrump @POTUS  https://t.co/VQLJoHjpBP
861369709421309952 2017-05-07 19:58:36 -0400 <HarveyLawson1> @realDonaldTrump "God chose him"...God chose Hitler to be Leader and God chose 5 million Jews to be murdered.#ImpeachTrump!!! added,  https://t.co/Uig1882Qe9
861369708037238784 2017-05-07 19:58:36 -0400 <Raydt999> @Cali_Deplorable @Green_Footballs @Cernovich @realDonaldTrump looks like someone hasn't read the Bible...
861369707705905153 2017-05-07 19:58:36 -0400 <CynthiaMateo10> @realDonaldTrump Trump doesn't give a shit about anyone he just wants to be boss of everyone. He just creates mess after mess.
861369705050775552 2017-05-07 19:58:35 -0400 <cdwilso1953> @DearAuntCrabby @realDonaldTrump @mike_pence @SecPriceMD Yep they will blame @SpeakerRyan
861369703662596096 2017-05-07 19:58:35 -0400 <BuffytVSSummers> @Leafer1 @MaraJade_2017 @SuperCdn @TheSWPrincess @RegBarclay2017 @realDonaldTrump @SenateMajLdr @SpeakerRyan @SenateGOP @mayflowergal1 @IronFist_2017 @Darth_VaderNo1 @1DareDevil2017 @CatWomanResists @LauraRoslin2017 @MattAsherS @1IronMan2017 @77CaptainMarvel @CaptainsLog2017 @blackwidows2017 @AgentCarter_SSR @AgentScully2017 Nice one! Wish I thought of it!
