938196282245398528 2017-12-05 18:59:59 -0400 <fenlohuwhite> @JMcfeels @realDonaldTrump Deeply concerning
938196239962791937 2017-12-05 18:59:49 -0400 <arunningriot> @CBSNews @wesley_jordan @sethdoane It would ruin @realDonaldTrump hopes for violence if both Israelis and Arabs just stayed calm
938196239505440768 2017-12-05 18:59:48 -0400 <dhbrown808> @woke_citizen @realDonaldTrump Oh wait. I’m sure The Buffoon in Chief @realDonaldTrump will find a way to blame @POTUS44
938196237995651072 2017-12-05 18:59:48 -0400 <italkpolitics> @digijustin @politico @realDonaldTrump when were we taught when we were young that being a person that believes in the truth was going to be so exhausting?! 😥
938196236221501440 2017-12-05 18:59:48 -0400 <LLuchkovitz> @LouDobbs @realDonaldTrump @GreggJarrett FIRE Robert Mueller and his Team..! The American People had effort this senseless investigation!
938196235063889925 2017-12-05 18:59:47 -0400 <TrulyJulieRokks> @mercurialmissm @NBCNightlyNews @realDonaldTrump Again not his call
938196234275381248 2017-12-05 18:59:47 -0400 <lang_hopper> @realDonaldTrump I’d rather not.
938196233948205056 2017-12-05 18:59:47 -0400 <evebarnett19> You stole our lands. #MonumentalMistake  @SecretaryZinke @SenOrrinHatch @realDonaldTrump  https://t.co/QOCGxfCsoX
938196233616846848 2017-12-05 18:59:47 -0400 <perrycolemanhog> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/5C3RgqcS8t
938196228763820033 2017-12-05 18:59:46 -0400 <noteabaggers> @DonaldJTrumpJr @realDonaldTrump The economy has done great because of Obama, under don the con it is going to crash
938196225895075846 2017-12-05 18:59:45 -0400 <peepspolitical> @realDonaldTrump @PeepsPolitical News Podesta Had Dem Party @Podesta House During 2016 Presidential Election Where Dem Party Leader Obama Criminal Org Under RicoAct Congress Indicted 4Creating Slush Fund2 Coverup Congress Aides Raped Molested&gt; Indicted Loose Pension&amp; Prison 2017?  https://t.co/Mv9YZ7Odvw
938196225744035840 2017-12-05 18:59:45 -0400 <davidfrostnz> @realDonaldTrump @foxandfriends That awkward moment when you realize that while letting your massive ego and narcissism push you into running for @POTUS, you totally forgot that you've been a criminal for 30+ years, and becoming POTUS would bring decades of sordid deeds into the spotlight.
938196223852457984 2017-12-05 18:59:45 -0400 <SenTrofe> @DannyTarkanian @realDonaldTrump If Roy Moore had molested your children, would you want him to be in the Senate
938196223554719744 2017-12-05 18:59:45 -0400 <evebarnett19> You stole our lands. #MonumentalMistake  @SecretaryZinke @SenOrrinHatch @realDonaldTrump  https://t.co/uFoOHtlSSY
938196220908130309 2017-12-05 18:59:44 -0400 <alfmolly> @realDonaldTrump Will you fill the hall with more perverts?
938196217913335808 2017-12-05 18:59:43 -0400 <Soxwriter> @donporter3825 @realDonaldTrump Anything to distract from the Russian investigation. What I do love is Mueller issuing subpoenas in NY &amp; Maryland. If Trump escapes his WH misdeeds &amp; is pardoned, the U.S. District attorneys will stilll be able to prosecute him for his business misdeeds &amp; money laundering.
938196215329587207 2017-12-05 18:59:43 -0400 <thecharminglib> @glaad @PressSec @realDonaldTrump They'd actually have to see being LGBTQ+ as something that is not chosen. That's the crux of their ability to see the situations being compared differently. They don't and so will never understand.
938196214524280832 2017-12-05 18:59:43 -0400 <toma1926> @S_a_r_a_h_____ @patagonia @seanhannity @TuckerCarlson @realDonaldTrump @Thomas1774Paine @Cernovich @RealMattCouch @OANN @stevenmnuchin1 @SteveBannen @RealAlexJones Off the Christmas gift list!
938196213106700288 2017-12-05 18:59:42 -0400 <evebarnett19> The largest land heist in our history. @realDonaldTrump @SecretaryZinke #MonumentalMistake  https://t.co/cSZfaAdwaT
938196212750135296 2017-12-05 18:59:42 -0400 <SleepyBubba> @EdKrassen @IRdotnet @realDonaldTrump You got it all wrong. it was Clinton foundation funding British spy for questionable dossier on Trump
938196211772817408 2017-12-05 18:59:42 -0400 <death_trap_auto> @Team_Trump45 @JJDJ1187 @realDonaldTrump She is such a fraud
938196211760234497 2017-12-05 18:59:42 -0400 <DebraBengtson2> @realDonaldTrump I think I'll pass thanks....
938196210732630017 2017-12-05 18:59:42 -0400 <62thrule> @VP Pence is nothing but a power hungry man who is no better than @realDonaldTrump .  Pence is merely more polished  https://t.co/Ty7DmmjNrt
938196207519793154 2017-12-05 18:59:41 -0400 <kimba0328> @realDonaldTrump I knew the time was coming. You needed another ego boost.
938196203132653569 2017-12-05 18:59:40 -0400 <timothycook6543> @realDonaldTrump  your endorsement of a pedophile doesn't diminish the fact that you are just as bad.
938196199844274177 2017-12-05 18:59:39 -0400 <LorrieHope1955> @realDonaldTrump @DonaldJTrumpJr @SecretaryZinke @senorrinhatch  money grubbing assholes all of you  https://t.co/krUYLqe1y7
938196197466038272 2017-12-05 18:59:38 -0400 <snowbird3955> @mike4354 @realDonaldTrump Pure bullshit.
938196196820209666 2017-12-05 18:59:38 -0400 <vintage_matters> @SheriffClarke @realDonaldTrump You’re the best u kick it out HARDCORE 👏👏👏👏
938196195125682181 2017-12-05 18:59:38 -0400 <n_beiner> @realDonaldTrump SO SORRY I CAN'T MAKE IT! GOLFING IN IOWA!
938196194886430720 2017-12-05 18:59:38 -0400 <JoetteKruger> @mitchellreports @glammaa1959 @realDonaldTrump @NBCNightlyNews Three Days of Rage has already been proclaimed throughout the Arab world.  Trump's anticipated announcement tomorrow is going to blow up the mid-east. I wonder if Jared is hiding yet? #Jerusalem
938196193972310016 2017-12-05 18:59:38 -0400 <brassard__j> @realDonaldTrump Deplorable! You are a disgrace to the office you hold! #StandWithBearsEars
938196193007386624 2017-12-05 18:59:37 -0400 <makeupuface> @realDonaldTrump  https://t.co/uOYShe8V5H
938196192734928896 2017-12-05 18:59:37 -0400 <MichaelMwfreeze> @realDonaldTrump Had to know this was coming...Trump’s narcissistic adulation reserve was bottoming out, Mueller noose tightening... so let’s hold a rally with people who love him even as he screws them....sad, tiny man.
938196192357441539 2017-12-05 18:59:37 -0400 <shazibabe71> @realDonaldTrump Tickets to a rally? Wtf next!
938196191178719232 2017-12-05 18:59:37 -0400 <EJamshed> @JudicialWatch @realDonaldTrump His job was to protect the President from investigation not to land the President into investigation................!
938196187311509504 2017-12-05 18:59:36 -0400 <Shaka4Kahn> @realDonaldTrump  https://t.co/VVH44yz6jN?
938196187261358080 2017-12-05 18:59:36 -0400 <StarmichaudStar> @realDonaldTrump Dirtbag
938196183817781248 2017-12-05 18:59:35 -0400 <HuguesWallitte> @realDonaldTrump Floribama eh? What a coincidence!
938196178822483968 2017-12-05 18:59:34 -0400 <karenmullenax11> @JudicialWatch @realDonaldTrump Your group seems to sue a lot - and get those suits thrown out usually. But you have had some major successes! Tell me- have you sued for the release of Trump's tax return yet? If not- why not?
938196178780524544 2017-12-05 18:59:34 -0400 <FredFriendly7> @jrt67 @JudgeJeanine @TGowdySC @tedcruz @realDonaldTrump Sessions is the only honest one in the trump administration!!
938196175127302144 2017-12-05 18:59:33 -0400 <EdlemonSandra> @DonnaWR8 @realDonaldTrump @POTUS 👏👏👏👏👏👏 😁🇺🇸❤
938196174783336448 2017-12-05 18:59:33 -0400 <BrooksChloe732> @GaleScheelar @markfromhalsey @idol1236 @realDonaldTrump Long past time
938196174590287872 2017-12-05 18:59:33 -0400 <charrion> @GOPChairwoman @realDonaldTrump Why not send them a big bullseye to wear on their backs?  On  the plus side, might be useful when they need to wipe and nothing is close at hand.
938196174443556864 2017-12-05 18:59:33 -0400 <karenlmw> Proud of you Dan. You are a true Patriot. You bleed Red, White and Blue. Just like @realDonaldTrump you love America and American citizens. Enjoyed watching you on @OutnumberedFNC today.  https://t.co/yaXiCVZqun
938196173709602816 2017-12-05 18:59:33 -0400 <Dave_1307> hey @realDonaldTrump  https://t.co/VIOFfwwtLp
938196173046927361 2017-12-05 18:59:33 -0400 <WarrenPlatts> That's right! When is @realDonaldTrump going to follow through on his trade promises! It is ridiculous. Instead of using N Korea as an excuse to not screw China over, he should use N Korea as political cover to achieve his trade agenda....  https://t.co/vJzAZ5bttf
938196172639944705 2017-12-05 18:59:33 -0400 <TheLooch> @Bakonbitz1 @gtlang74 @C_Gregory_Films @wonderfullone @Coxyolada @Twyztyd @DonaldJTrumpJr @realDonaldTrump @JamesComeyFBI @HillaryClinton cute :D
938196169481633792 2017-12-05 18:59:32 -0400 <wherescomonsens> @NickVikingChild @ideasurge @TuckerCarlson @realDonaldTrump a fair point on foreign US policy, I disagree w/ respect to domestic
938196168550600704 2017-12-05 18:59:32 -0400 <dougom> @realDonaldTrump   https://t.co/qez4aiA07q
938196166747086854 2017-12-05 18:59:31 -0400 <sdrn52> @realDonaldTrump thinks he's Santa Claus. He says he brought back Christmas &amp; is also giving the middle class a huge tax break. God help us all. Maybe someone can haul his ass off to the North Pole... Permanently!! Rudolph..where are you???  @MSNBC @cnn @PressSec  https://t.co/9JhIkx0Bhg
938196166394728451 2017-12-05 18:59:31 -0400 <ohjpea> @CallumTomz @SkyNews @DominicWaghorn @realDonaldTrump Wow
938196166377918464 2017-12-05 18:59:31 -0400 <Conquillion> @realDonaldTrump What's it for?
938196162661765121 2017-12-05 18:59:30 -0400 <dadouch_CH> @realDonaldTrump Idiot
938196162435338240 2017-12-05 18:59:30 -0400 <JanetCJones2> @realDonaldTrump Give the Clinton thing a rest!!!
938196161373933568 2017-12-05 18:59:30 -0400 <politicalmablog> @The_UnSilent_ @JeffFlake @realDonaldTrump Baby steps, bro
938196160027811840 2017-12-05 18:59:30 -0400 <yatyaz_89> @LAppiah @TuckerCarlson @realDonaldTrump @FoxNews @fbi is an enemy of the people.
938196157922193408 2017-12-05 18:59:29 -0400 <DonGroup16> @What_If_Only @The_Trump_Train @realDonaldTrump @foxandfriends Ya so what. He was removed from counterintelligence to Human Resources. That’s where they put people they can’t fire until they quite. Even FBI agents have opinions. They should just keep it to themselves
938196155258810368 2017-12-05 18:59:28 -0400 <TomasGo53021549> @realDonaldTrump Let's do this President Donald J Trump. May God bless you and your family and may He give you  strength, endurance and perseverance in all your path. In Jesus name. AMENNNN !☺☺☺
938196154315100160 2017-12-05 18:59:28 -0400 <Fuzzy_Fuzzbutt> @realdonaldtrump  https://t.co/MpbcRY4PkQ
938196153765470208 2017-12-05 18:59:28 -0400 <bicyclegoddess> @NatResources @realDonaldTrump @westerncaucus What a load of bear shit
938196153061003264 2017-12-05 18:59:28 -0400 <cptndavecaptain> @Protect_Birds @realDonaldTrump @GenFlynn You mean theeeeese hot dogs.....  https://t.co/QgIi87f6Bp
938196152486383618 2017-12-05 18:59:28 -0400 <CAConrad88> @realDonaldTrump President Trump, have you read president Carter's letter to the future?  Please look for a copy in your desk or please find it online. "We are attempting to survive our time so we may live into yours."  President Trump, the bleak future you offer taxes the soul.
938196151529979904 2017-12-05 18:59:28 -0400 <WiselyJo> @realDonaldTrump Just curious, Who gets the money from this?
938196151488069633 2017-12-05 18:59:28 -0400 <heterochromance> @jeremydubya @realDonaldTrump If I had a TARDIS I'd go back in time and make sure his mother hugged him
938196150716309504 2017-12-05 18:59:27 -0400 <HopeDiedIn1969> @JacobAWohl @realDonaldTrump Jacob, you are a  https://t.co/ECcpfQKSBy
938196150275977216 2017-12-05 18:59:27 -0400 <mooseygirl59> @DonnaWR8 @realDonaldTrump America needs him to resign
938196150137643011 2017-12-05 18:59:27 -0400 <JeremyK93253148> @realDonaldTrump @stacytklein
938196149906886657 2017-12-05 18:59:27 -0400 <Kayekae> @JeffFlake we dont have a country if the liberals get a hold of the senate again. Your point doesn't make any sense except your hatred for @realDonaldTrump
938196149378469888 2017-12-05 18:59:27 -0400 <MisterXtfr> @BK_Trump @realDonaldTrump   https://t.co/POPUZgq06v
938196148879204352 2017-12-05 18:59:27 -0400 <terry_chatto> @zefirotorna @realDonaldTrump @foxandfriends Cuz the dems and never trumpers won't let it go
938196147407020032 2017-12-05 18:59:27 -0400 <TruBluMarin> @realDonaldTrump Nothing more than a sorry carnival barker. Get out of our White House you deplorable fraud!
938196145385431042 2017-12-05 18:59:26 -0400 <come_on_man1234> @TrumpsareNazis @EdKrassen @IRdotnet @realDonaldTrump   https://t.co/DnMtGQ8FEr
938196144303337472 2017-12-05 18:59:26 -0400 <jeddprice> @JoeNBC I don't understand how lame you can be.  You are more than matching that effort against @realDonaldTrump #Hypocrisy #hypocrite
938196143237824512 2017-12-05 18:59:26 -0400 <AmericaFirst10> @CaliConsrvative @realDonaldTrump Disgracing our flag in any manner should be illegal .
938196143166631937 2017-12-05 18:59:26 -0400 <K_JakeWarren> @realDonaldTrump Calling this your #LastHoorahTour?!? #Resign2MAGA
938196142051024901 2017-12-05 18:59:25 -0400 <ReeReeC2> @evegpt @Voices4Humanity @SherryLCox9 @realDonaldTrump Her own words!
938196141736448000 2017-12-05 18:59:25 -0400 <rob11563> @Joe48430 @realDonaldTrump LOL. That's pretty funny. 🤣👍
938196141509894146 2017-12-05 18:59:25 -0400 <MarcelMoon> @realDonaldTrump He said I'm the state attorney and you're just a little girl. No one will believe you. Then he locked the car door
938196139374936069 2017-12-05 18:59:25 -0400 <dlaspca> @realDonaldTrump @JudgeJeanine @seanhannity @TuckerCarlson @foxheadlines @fox  https://t.co/d10AjiIxHR
938196138636775425 2017-12-05 18:59:24 -0400 <donnaarwood> We’ll defend the land we have left. #MonumentalMistake @realDonaldTrump@SenOrrrinHatch@SecretaryZinke  https://t.co/Mm6tG78EBl
938196135499493376 2017-12-05 18:59:24 -0400 <gunpowder501> @JudicialWatch @realDonaldTrump He should be fired , yesterday !
938196134421499904 2017-12-05 18:59:23 -0400 <patriot_jaynews> @Tonkatsu4me @realDonaldTrump You are mad another communist order is reverse by Obama so sad I will pray for your mental health tonight okay!
938196132987097089 2017-12-05 18:59:23 -0400 <iluvspringtime> @indraleelen @SassyT_Joy @LaurieDumilieu @jimlibertarian @realDonaldTrump @houselm @sylvesterbrenda @justjessie226 @Pixinamerica1 @NotsoCrazyy @raynman123 @Donlar6499 😊
938196129736478720 2017-12-05 18:59:22 -0400 <Writing_Destiny> Women Line Up to Run for Office, Harnessing Their Outrage at Trump  https://t.co/JVfn5FbUzx | @NYTimes #Elections #WomenEmpowerment #SexualAssault | #WhiteHouse @RealDonaldTrump
938196129379966977 2017-12-05 18:59:22 -0400 <do3aamahmoud> #Jerusalem_is_redline ✋ @realDonaldTrump
938196129161842688 2017-12-05 18:59:22 -0400 <FistFullofRick> @realDonaldTrump    https://t.co/iyQ0lPkOjB
938196128176201728 2017-12-05 18:59:22 -0400 <BeannieJeannie_> @UnrealJacklein @realDonaldTrump 😂
938196125160497153 2017-12-05 18:59:21 -0400 <wallington_jp> @realDonaldTrump Will tiki torches be on sale, or should I stop at Dollar General on the way?
938196123063164928 2017-12-05 18:59:21 -0400 <bulldozier34> @realDonaldTrump Involuntary manslaughter minimum. The higher account hard to prove. With that said, he shouldn't have been here to begin with. BUILD THE WALL!!!!
938196121675059200 2017-12-05 18:59:20 -0400 <JohnOgnosky> @peeytah @realDonaldTrump Mr cockwomble is an awesome name for him.
938196121041514496 2017-12-05 18:59:20 -0400 <bobpenn> @realDonaldTrump Giving away Federal lands to oil drillers, screwing Native Americans of their burial lands ... if you appreciate beauty so much, why do you permit natural beauty to be demolished? Of course, natural beauty doesn't vote, does it? #ImpeachTrump
938196117056995329 2017-12-05 18:59:19 -0400 <trustkey44> @GlennMacMcM @LouDobbs @realDonaldTrump @WSJopinion @POTUS What aspect of Mueller’s record do you find objectionable?
938196116830605312 2017-12-05 18:59:19 -0400 <DJSmittyP> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/uIWsnIjeSV
938196116130205697 2017-12-05 18:59:19 -0400 <jiml50> @kayleighmcenany @realDonaldTrump Donald Trump Jr. asked a Russian lawyer at the June 2016 Trump Tower meeting whether she had evidence of illegal donations to the Clinton Foundation, the answer was zero. What a snake.
938196114762813441 2017-12-05 18:59:19 -0400 <TuMueco5> @AtTimesMX Go live to the moon @realDonaldTrump !!!!
938196113781346304 2017-12-05 18:59:19 -0400 <RaeMargaret61> And @realDonaldTrump claimed he did such a good job on this  https://t.co/udWyufPhZz
938196113483599872 2017-12-05 18:59:18 -0400 <greatnile73> @realDonaldTrump  We hope that this decision will not be taken in the interest of global security and peace. It is difficult to ignore the feelings of more than1.5 billion Muslims because of this decision, which will turn them all into enemies of America all over the world.2/2
938196111466037249 2017-12-05 18:59:18 -0400 <bhodu143> @realDonaldTrump  https://t.co/d9qknZXybq
938196108295196673 2017-12-05 18:59:17 -0400 <agalinnh> @xinemd @MaraLiasson @BretBaier @realDonaldTrump It’s disgusting.  They just said no subpoena and then they lie!
938196107049529344 2017-12-05 18:59:17 -0400 <Wdewdrop1> @realDonaldTrump U have no honor sir.
938196103253708800 2017-12-05 18:59:16 -0400 <LiveMike46> @DonnaWR8 @realDonaldTrump Think you mean: Trump Through 2018  https://t.co/MWKmgZTE4P
938196100560965632 2017-12-05 18:59:15 -0400 <smeints1> Don’t take away any more of our lands. #MonumentalMistake @realDonaldTrump  https://t.co/lqopeeQw9g
938196094252736514 2017-12-05 18:59:14 -0400 <JohnGuyeski> @realDonaldTrump Why does a sitting president need to have pep rallies? Is this to feed your ego? Or is it trying to defect away from all of the problems your creating with your lack of knowledge? Stop wasting tax dollars on pep rallies!!!😡
938196092423983105 2017-12-05 18:59:13 -0400 <Chicago1Ray> @mikandynothem @realDonaldTrump @RealJamesWoods @LeahR77 @Stonewall_77 @LindaSuhler @TrumpsBlonde @StacyLStiles @surfermom77 @RightWingAngel @Corrynmb @joegretchen94 @bfraser747 100% Egyptians can stick it
938196090054209536 2017-12-05 18:59:13 -0400 <EWCiolko> @realDonaldTrump Why?
938196088229523456 2017-12-05 18:59:12 -0400 <Mextxag6470> @SenFeinstein @realDonaldTrump @TuckerCarlson Ok-bozos listen 2 reality-these folks R not immigrants; they R ILLEGAL FOREIGN NATIONALS. Ok R you'll smart enough to grasp the difference? Hope so, otherwise the stupidity of folks thing these R "legal" immigrants continues. DUH!!  https://t.co/wxPeAzuDuJ
938196087600328704 2017-12-05 18:59:12 -0400 <Frosty_mug321> @EdKrassen @IRdotnet @realDonaldTrump Do u that doesn't matter? He's THE president. 🤦‍♂️
938196086799208448 2017-12-05 18:59:12 -0400 <KimDeMott> @SenFeinstein @KamalaHarris @tommcclintock @JohnGaramendi @DougLaMalfa @FLOTUS @realDonaldTrump @KellyannePolls #IAmKratom #KeepKratomLegal #KratomSavesLives #KratomChangesLives #Savekratom #PlantsForMedicine #PlantsNotPills #KratomGaveMeMyLifeBack  https://t.co/iPpGy6use7
938196085775798272 2017-12-05 18:59:12 -0400 <AFifth_Grader> @GOP @realDonaldTrump What the hell did you send them: a Loyalty Pledge requiring their signature before opening?  https://t.co/lL2adyVEf1
938196083490131970 2017-12-05 18:59:11 -0400 <madmandreamer> @GOPChairwoman @GOP @realDonaldTrump @mooresenate says Don't forget the child porn!
938196081934061570 2017-12-05 18:59:11 -0400 <marylicasale> @marcorubio @realDonaldTrump @POTUS @VP @washingtonpost @nytimes @Univision23 @EP_EEUU @USEmbassyBogota @RalbertoRendon  https://t.co/G2se3fYWeF
938196080612790272 2017-12-05 18:59:11 -0400 <TrumpATeam> @realDonaldTrump  Howard Stern says he 'never imagined' friend Donald Trump would run for president  https://t.co/vD167z96Di
938196078654054400 2017-12-05 18:59:10 -0400 <VictorShakapop> @LouDobbs @realDonaldTrump @GreggJarrett Keep it up bud, keep pushing the agenda, even if it makes no sense to you. You push yourself to the margins even faster
938196077731287041 2017-12-05 18:59:10 -0400 <farrardesign> @GOP @realDonaldTrump   https://t.co/MURJe7OyFC
938196077445918720 2017-12-05 18:59:10 -0400 <brokenbong> @EarthjusticeDC @Earthjustice @realDonaldTrump "We are prone to speak of the resources of this country as inexhaustible; this is not so." -Theodore Roosevelt
938196076875706368 2017-12-05 18:59:10 -0400 <SparseHackle> @realDonaldTrump if Mueller goes off the rails, fire him. Enough is enough. And why does Hillary get a free pass?
938196075843932162 2017-12-05 18:59:09 -0400 <RavenHawk4> NBC's @TODAYshow 15X more interested in ex-host attacking @realDonaldTrump than GOP tax bill   #TTT  https://t.co/g9JmroWgoZ
938196074765758464 2017-12-05 18:59:09 -0400 <blcadyreal> @Thomas1774Paine I dont care about presidential, i care about #MAGA  I voted for @realDonaldTrump  I knew what we were getting.  Apparently this guy has too much time in his hands.
938196073847369729 2017-12-05 18:59:09 -0400 <eshamrock88> @ChristiChat @realDonaldTrump 🇺🇸🎄😃
938196070290599938 2017-12-05 18:59:08 -0400 <lbradley71> @realDonaldTrump @ xi
938196069929947136 2017-12-05 18:59:08 -0400 <jizzle3030> @realDonaldTrump This comes off as straight dictator like propaganda
938196069715988481 2017-12-05 18:59:08 -0400 <UberNaffa> @GOP @realDonaldTrump "Lucky"... Right. Let's just hope whoever finds it doesn't get infected with Trumpism.
938196068663250944 2017-12-05 18:59:08 -0400 <MisterXtfr> @BK_Trump @realDonaldTrump 😂  https://t.co/oVGd96UfMy
938196066796744705 2017-12-05 18:59:07 -0400 <NetworkJunkyz> @GOP @realDonaldTrump Going to send some care packages to child molesters in Alabama too?
938196066549293057 2017-12-05 18:59:07 -0400 <MelindaBolinger> @realDonaldTrump Gtfa
938196065337139200 2017-12-05 18:59:07 -0400 <AtApogee> @realDonaldTrump Anyone with any intelligence at all knows how economics works. The only thing this will bring is a recession. Nice touch having the sundown tax cuts not show up till after elections.
938196064309469186 2017-12-05 18:59:07 -0400 <MAGA4LIFE1956> @realDonaldTrump Bring your teenage daughters.
938196063411941376 2017-12-05 18:59:07 -0400 <Chick43235> @realDonaldTrump who needs rallies to have their egos stroked?  Oh yeah, that’s right. Wasting tax payer money
938196063332077569 2017-12-05 18:59:06 -0400 <trees99> @AriMelber @ChrislHayes @Lawrence @JoyAnnReid @MSNBC @AliVelshi @SRuhle I think Twitter Inc.'s hypocrisy allowing @realDonaldTrump to send out fake and hateful videos would be a good topic for your shows. Maybe Sam Biddle would want to be a guest?    https://t.co/LEXz0sK6sn  https://t.co/EtTQa092ix
938196059288989696 2017-12-05 18:59:06 -0400 <BatlinerIst> @lizagraham240 @Wanderluster505 @realDonaIdTrimp @williamlegate @MooreSenate @MittRomney @realDonaldTrump GUESS U HAVENT HEARD THE LATEST Liza!!! TRY HARD TO KEEP UP🐳🐬🦋
938196057858572288 2017-12-05 18:59:05 -0400 <Hnp3wrxiigT3V3f> @Eye4Eye @AmericanVoterUS @realDonaldTrump @GenFlynn @Wisdom4USA @TrumpforAmeric1 @USAHindus4Trump @DonJTrump4Pres @IBeGoodNow @ERocK_A_Tweet   https://t.co/veqgqUJH5W
938196055199383552 2017-12-05 18:59:05 -0400 <oxkaufman> @LAppiah @Alisand3 @TuckerCarlson @realDonaldTrump @FoxNews “Call the investigation a matter.” That’s all I’ve got to know!
938196054712963077 2017-12-05 18:59:04 -0400 <SteveRaleigh> @The_UnSilent_ @JeffFlake @realDonaldTrump Ok so he wrote a check out for $100 hours after sitting beside trump days after voting trumps tax scam this flake guy is full of mixed signals
938196053693628416 2017-12-05 18:59:04 -0400 <Vikingschick80> @Alaskan_Gypsy @Ritchie_1966 @Swamigirl @realDonaldTrump Wow, so you're proud that your number two's only defense is ignorance?  Guess you're already comfortable with that trait.
