1096559782557667329 2019-02-15 18:59:59 -0400 <hipster1954> @realDonaldTrump @DonaldJTrumpJr  https://t.co/oZVyITcnV4
1096559781983076353 2019-02-15 18:59:59 -0400 <JettaGarcia> @rinkguy123 @realDonaldTrump No you would have to be a millionaire, then you don’t have to pay taxes, that’s what trump said!
1096559781643337729 2019-02-15 18:59:59 -0400 <kbrasmodeler> @ermac90210 @steven_zawicki @ColMack14 @Mothertruckerg1 @MrMatthewManboy @qiaminer @navarrooooo13 @Boss_VenomSnake @dragonage2ftw @LastJediAwful @jere7my @seasickcookie @ChowChowMet @ct0998 @NbreckEdit @EnnieArdi @EthanVanSciver @IvanFilmFix @thatstarwarsgrl @ArcherTyrell @rianjohnson @AdmirableAndrea @HelloGreedo @scoutthetrooper @realDonaldTrump I won't adapt to accept poor quality.
1096559777675530240 2019-02-15 18:59:58 -0400 <WaltOtto55> @rhbrand @Steven_Scibetta @realDonaldTrump Your a *****
1096559777008762880 2019-02-15 18:59:58 -0400 <SK563_Snowflake> Fact-checking Trump's speech declaring a national emergency   https://t.co/njmqFXBq1l  .@realDonaldTrump .@POTUS  #TrumpFakeEmergency #TrumpLiesEverytimeHeSpeaks #FactsMatter
1096559776710815744 2019-02-15 18:59:58 -0400 <CSanchez_Arch> @Alyssa_Milano @realDonaldTrump EXACTLY!
1096559776434130947 2019-02-15 18:59:58 -0400 <ljgoetz> @shannonrwatts And @realDonaldTrump went to play golf on Mar a Largo.    #WorstPresidentinHistory
1096559773967966209 2019-02-15 18:59:57 -0400 <tropicaldame> @DFBHarvard Wow!  @realDonaldTrump President Trump has the Demo-Rats all ballistic. He has officially driven them crazy because he dares to defy the fools.  The Congress is a co-equal branch of Government.  They think they are his boss.  How wonderful. Welcome to America!
1096559770633494528 2019-02-15 18:59:57 -0400 <thenickferrara> @DaltonMariellen @SpeakerPelosi @realDonaldTrump Right and she’s also insinuating that she would support it.
1096559770272784384 2019-02-15 18:59:56 -0400 <MacBetty> @realDonaldTrump spent his 1st two years refurbishing our military after the preceding administration depleted it...  #MakeAmericaStrongAgain  🇺🇸
1096559769639440390 2019-02-15 18:59:56 -0400 <jtylergreene> @realDonaldTrump Didn’t you preach unity?
1096559769190465536 2019-02-15 18:59:56 -0400 <msmocoles> @realDonaldTrump Thank God he’s stopped sending his prayers, however, he will never put gun violence as a priority!  So sad
1096559768729055232 2019-02-15 18:59:56 -0400 <BobCHaskins2> @realDonaldTrump Please do not sign this bad legislation. Go for the continuation of the resolution
1096559765679935488 2019-02-15 18:59:55 -0400 <LindaBNYC> @DearAuntCrabby @realDonaldTrump The truth rears it’s ugly blonde head!
1096559765105315840 2019-02-15 18:59:55 -0400 <RyanHillMI> @SantmyerBrian @realDonaldTrump Not sure what that question has to do with supporting UBCs.. but ok.  Some examples:  1. Safe storage laws— Incentivizes Parents to Keep Guns out of reach of kids/unauthorized ppl.  2. Mandatory Reporting of Lost or Stolen Firearms.  3. Penalties for straw man sales/purchases.
1096559765080010752 2019-02-15 18:59:55 -0400 <GrahamSkipper> Doesn’t @realDonaldTrump saying “I didn’t need to do this, I just wanted to do it faster” automatically make it not an emergency?
1096559764467867648 2019-02-15 18:59:55 -0400 <thirdseason1008> @Tonibalonie85 @lisastark351 @realDonaldTrump  https://t.co/gg4aR3vFRg
1096559764174196737 2019-02-15 18:59:55 -0400 <dacarny> @JohnFle44582549 @RyanHillMI @realDonaldTrump  https://t.co/iKM0lARQSv
1096559763926798336 2019-02-15 18:59:55 -0400 <StevenVellou> Participating in violation of copyright, @realDonaldTrump??? So it's not just the Chinese who are guilty of it then, #Hypocrite #Trump!  The assholes @CarpeDonktum created the meme. #PresidentAsshole retweeted it. Measures have been taken to stop it. @jack you need to get on this  https://t.co/E6ibeSkHLB
1096559762831925249 2019-02-15 18:59:55 -0400 <MarkWest1957> @realDonaldTrump  https://t.co/Sa2WEATjx1
1096559762752311297 2019-02-15 18:59:55 -0400 <Kade01> @realDonaldTrump Guns are a national emergency not your dumb wall. Put sensible gun laws in place instead of wasting money
1096559762186002432 2019-02-15 18:59:55 -0400 <jesseleefulton> @jimsciutto Bad guy here. Bad guy. Do bad things @GOP @realDonaldTrump  https://t.co/YMlY2fqYPO
1096559761837846529 2019-02-15 18:59:54 -0400 <RoseResilient58> @robertjeffress @realDonaldTrump Who are you people?  You must not know God at all!
1096559759057186822 2019-02-15 18:59:54 -0400 <MilybieYahooca1> @realDonaldTrump @TrumpFranceInfo Guns control is the only solution !
1096559758520320002 2019-02-15 18:59:54 -0400 <Kjaerringa> @realDonaldTrump @TuckerCarlson Claiming a National Emergency when, in actuality, you simply haven't been able to negotiate what you want in the preceding year is an abuse of power in the extreme.
1096559758516121600 2019-02-15 18:59:54 -0400 <DanceDadTim> @LisaMarieBoothe @realDonaldTrump Trolling them to perfection. #socialismsucks
1096559758360887301 2019-02-15 18:59:54 -0400 <Buck_Rooney> George Washington would not approve of @realDonaldTrump what ever that's worth
1096559755823378432 2019-02-15 18:59:53 -0400 <Saeidtehrani82> @melody_olivarez @realDonaldTrump ian politician and responsible men! Priests and devotees! You were ahead of each other in promising! Should you say that if you do not have religion and morals, you must at least be honest with your friends!
1096559755575918592 2019-02-15 18:59:53 -0400 <VOTEMAGA2020> @VA_Mob_Member @SenSchumer @realDonaldTrump Section 234 provides support for your statement
1096559755152113667 2019-02-15 18:59:53 -0400 <coogansbluff> @williamlegate @realDonaldTrump Speaking of Dumb...before you make yourself look like a fool read the constitution and legal precedent established in previous case law.  There are also a number congressional decrees supporting what is happening next.  Hope you can see that huge wall from your house
1096559752937652224 2019-02-15 18:59:52 -0400 <Michele881> @jjjauque @eb61629 @PhilJennerjahn @Kamprov @SpeakerPelosi @realDonaldTrump Me too!
1096559750441881600 2019-02-15 18:59:52 -0400 <RadicalMirth> @HarrySlaughte12 @SpeakerPelosi @realDonaldTrump Current conditions of California? You don't know what you're talking about. It will also be no surprise that you are not qualified to evaluate nuttiness.
1096559750106501126 2019-02-15 18:59:52 -0400 <GoldsoundsG> @WhiteHouse @realDonaldTrump Resign.
1096559748890222593 2019-02-15 18:59:51 -0400 <Steven_Scibetta> @Leafs4Life8989 @realDonaldTrump Sorry trump does things bigger &amp; better.
1096559747350781952 2019-02-15 18:59:51 -0400 <MACHTink> @VetAgainstTrump @TronTonic @occupycorruptDC @realDonaldTrump @JonahNRO They haven't forgot about anything! Maybe you should calm down and take a deep breath!
1096559747287920641 2019-02-15 18:59:51 -0400 <hitagut> @CarpeDonktum @JackPosobiec @robbystarbuck @realDonaldTrump He IS
1096559743391412224 2019-02-15 18:59:50 -0400 <LiuGang8964> @098James @MathMath2018001 @buchuibuhei_ @huanghebian @Jkylebass @RepStevenSmith @IRSnews @realDonaldTrump @FBI @IRStaxpros @nytimes @PekingMike 伯恩斯坦几次提心吊胆地告诉郭盈华，他这样做，一旦被查出来，就会坐牢。  举报郭文贵的募捐，主要就是让SEC、FBI、IRS去调查郭文贵的法制基金会。我们已经提供了郭文贵的几笔50万美金转账，只有有关机构去调查这几笔转账，就能查出许多违法犯罪问题。至于违背那一条法规，那是由监察部门去决定的。
1096559743076876288 2019-02-15 18:59:50 -0400 <GerardYNWA> Hey @realDonaldTrump, it’s a joke Stalin won it by killing other nominees.
1096559742397370368 2019-02-15 18:59:50 -0400 <tinytnt29> @WhiteHouse @realDonaldTrump BULLSHIT
1096559741067640838 2019-02-15 18:59:50 -0400 <TheUndad> @realDonaldTrump @TuckerCarlson It's a medical condition...  https://t.co/CxRMihEESK  https://t.co/DfA9TqXaOR
1096559740665114624 2019-02-15 18:59:49 -0400 <CarlosR56306928> @realDonaldTrump  https://t.co/HnD7ZOp3zL
1096559740283441153 2019-02-15 18:59:49 -0400 <ChrisGN> @DigbyReturns @realDonaldTrump Yeah, but that's been ongoing for like 200 years...
1096559740023377920 2019-02-15 18:59:49 -0400 <KimiHags> @vinyl_junky63 @KaibaSean @joshiewowa @krassenstein @realDonaldTrump Twitter won't show your reply cause it's "offensive" @vinyl_junky63 go figure.
1096559738328965121 2019-02-15 18:59:49 -0400 <catager> @Steven_Scibetta @realDonaldTrump  https://t.co/hZnKmANJxe
1096559737309749248 2019-02-15 18:59:49 -0400 <raunchdog> @TeamPelosi @AOC @realDonaldTrump wasn’t Mexico supposed to pay for this wall??
1096559737011949568 2019-02-15 18:59:49 -0400 <Vivianvanessa52> @ProudResister @realDonaldTrump #FakeNationalEmergency  #FakeNationalEmergency  #FakeNationalEmergency  #FakeNationalEmergency  #FakeNationalEmergency  https://t.co/IWU7VGIBAg
1096559733169885184 2019-02-15 18:59:48 -0400 <BTaylorCFC> @realDonaldTrump No your not, you should declare govt shutdown over gun reform and health care not a fucking wall too keep ppl w accents out.
1096559732049887232 2019-02-15 18:59:47 -0400 <MrsH___> @Steven_Scibetta @realDonaldTrump Only a troll farm employee would consider unhinged rants on Twitter “working”
1096559727864094720 2019-02-15 18:59:46 -0400 <TruthHu24715873> @TomiLahren @realDonaldTrump Garden shed tool  https://t.co/DkWJdvZqMn
1096559727549579265 2019-02-15 18:59:46 -0400 <EFBjr234> @MsAvaArmstrong @realDonaldTrump Sounds familiar.  Did Barry do that? 🤔
1096559727029309441 2019-02-15 18:59:46 -0400 <kebinbali> @WhiteHouse @realDonaldTrump Thank you Mr. President for Gun Contril, Climate Change, Medicare For All and a Guaranteed Basic Salary. Thank you Thank You Thank You.
1096559724823228416 2019-02-15 18:59:46 -0400 <MJBJD> @SenJeffMerkley @realDonaldTrump The armed forces are at the border
1096559724806524928 2019-02-15 18:59:46 -0400 <drewginsburg> @realDonaldTrump We know you don't give a shit
