1096559782557667329 2019-02-15 18:59:59 -0400 <hipster1954> @realDonaldTrump @DonaldJTrumpJr  https://t.co/oZVyITcnV4
1096559724148023301 2019-02-15 18:59:45 -0400 <PhilipG36340726> @realDonaldTrump If you were with them, you would call a national emergency on gun control.  https://t.co/8zZ9PeUKZ8
1096559720796585984 2019-02-15 18:59:45 -0400 <nursevictoria11> Yes I'm so scared and ashamed that @realDonaldTrump is the fucking president! #ClimateChangeIsReal No fucking WALL! #FightFor15 should be #FightFor22 #HonorDACA
1096559719810883584 2019-02-15 18:59:44 -0400 <HoldOn2Truth> @jdilswz64_greg @SpeakerPelosi @MeliekaL @realDonaldTrump  https://t.co/OVwyxtZsHt
1096559719798525955 2019-02-15 18:59:44 -0400 <barbarahou8hton> @WhiteHouse @realDonaldTrump He sounded like he was on speed or some other drugs. That kind of crazy had my international friends contacting me in horror. Thanks!  https://t.co/6HntcOyxNP
1096559719798460417 2019-02-15 18:59:44 -0400 <dgarbe> @caulk_steven @williamlegate @realDonaldTrump Study more. Talk less. Look in a mirror. You’ll see your ignorance showing.
1096559718355611650 2019-02-15 18:59:44 -0400 <Jan_20_2021> @realDonaldTrump Now that's a #NationalEmergency!  #Guns #GunViolence #GunReformNow #FAKENationalEmergency #AngelMoms
1096559717491585024 2019-02-15 18:59:44 -0400 <americastruth1> @seanhannity @realDonaldTrump s speech today was a perfect example of his ineptitude.  He's an embarrassment to America. @AnnCoulter was right.
1096559717479002113 2019-02-15 18:59:44 -0400 <MMe1962> @krassenstein @realDonaldTrump #2PatheticBrothers
1096559717416001537 2019-02-15 18:59:44 -0400 <whthfk1> @FederalistNo78 @basedinfidel8 @TheAmericanLef1 @ShowtimeGA @hogansgoat2423 @bella_pmk @BradFitzpatriot @ExtraSatan @TWITMO_INMATE @aleeyun_nvaazun @thelionlogos @_twiceborn_ @joshua_nimmons @NewHope72086872 @terryatthebeach @Me2189251618 @CRKittle @SmackYeti @mommydean74 @RickeyB11595096 @grabaroot @connectedtomyc1 @Matthew22655 @sapiofox @_IAmJackBurton_ @doitqbaby @realDonaldTrump @GenFlynn @DougieFreshii @FredMer39027021 @paulacblades001 @GreenMike16 @Patriot7231 @MemeSyndicate @TimMerr1tt @meadlynn1 @fcfootsteps @JustMeLiberty @daisyboca @Qtastic3 @AltHutch @craigsolve @DreamwalkerWC @DaleDholc @donnie_maga @AmericaHasBalls @JohnJRa87277002 @Sandfarmer007 @laztar11  https://t.co/6agry1VjPb
1096559717386805248 2019-02-15 18:59:44 -0400 <ManAutomation> @Steven_Scibetta @realDonaldTrump You're kidding right?
1096559715771924485 2019-02-15 18:59:43 -0400 <mlowe48> @realDonaldTrump please VETO this bill!!
1096559715092434949 2019-02-15 18:59:43 -0400 <rnadna2> @realDonaldTrump is a "Clear and Present Danger to The United States of America" and needs to be #Impeached! #FakeTrumpEmergency #ImpeachTrump
1096559714190704642 2019-02-15 18:59:43 -0400 <kmkelly55> @pcollesano307 @WhiteHouse @realDonaldTrump Mexico will pay for the wall. Obama was going to get in a war with North Korea. Japan president nominated him for Nobel Prize. National emergency at border. He's built the wall just needs to finish it. Fake news is anything he doesn't like. Its a witch hunt. Those are lies.
1096559711686721536 2019-02-15 18:59:43 -0400 <cet586> @rand0m @renato_mariotti @realDonaldTrump Precedent was set by Odumdum
1096559711569301504 2019-02-15 18:59:42 -0400 <Dexternosis> @Cdp1Jy @therealjgallas @krassenstein @realDonaldTrump This was worth it😂🤣 How do I pin it?
1096559709157507072 2019-02-15 18:59:42 -0400 <MariaSCleopatra> Now this is a total disgrace .. #fakeTrumpEmergency   &amp; why is r #FakePresident @realDonaldTrump in Florida on r dime! He says it’s the southern WH, if so, WE ALL SHOULD BE ABLE TO GO, instead of doubling his fees to his for membership , actually, that money should go to USA!!!
1096559709140598784 2019-02-15 18:59:42 -0400 <the_other_gabe> @realDonaldTrump What happened? What are they victims of? Why won't you name it?   Oh, that's right, it's about GUNS, and you're a paid shill for the NRA
1096559705005019136 2019-02-15 18:59:41 -0400 <amyDpedsOncRN> @realDonaldTrump America is with them, you, however, are not.
1096559701460832256 2019-02-15 18:59:40 -0400 <Matho887> @PingyiXu1 @realDonaldTrump I guess Trump might think if 60 more days worth real trillion dollars, why not? 25% or 50% is still there, which can be posted anytime. That’s what Trump call “we can be very bad”(◐‿◑)
1096559701226065920 2019-02-15 18:59:40 -0400 <truther_dare> @USvsObama @ABC @realDonaldTrump I never understand you nuts. So by false flag you mean they killed a person for no reason? They killed an actor and hired people to say they were his family? How do these insane things happen in your world?!?
1096559700986998785 2019-02-15 18:59:40 -0400 <HudsonWatkins1> @SportsTalkBarry @realDonaldTrump Nice b8
1096559700798246921 2019-02-15 18:59:40 -0400 <Fuame4Linda> As often as he has crazy meltdowns you would think he would shed some fat   Dam not working @realDonaldTrump
1096559700794052613 2019-02-15 18:59:40 -0400 <DriverPost> @DonaldJTrumpJr @realDonaldTrump @realdonaldtrump  Mr. President, I am very proud of the job you are doing. I call upon you now to look into the false accusations that have unjustly landed decorated Navy Seal Chief Petty Officer Eddie Gallagher in a brig cell since 9/11/18.  #JusticeForEddie #FreeEddie #MAGA
1096559699217006593 2019-02-15 18:59:40 -0400 <Lvl7King> @williamlegate @realDonaldTrump Naw.
1096559698558570498 2019-02-15 18:59:39 -0400 <JasonWoodley33> @realDonaldTrump Wtf?..you're losing it dude
1096559697123958785 2019-02-15 18:59:39 -0400 <AnthonyLee59> @realDonaldTrump Yes...its all about YOU! Pat yourself on the back all the time. Your self adoration is actually sickening. I bet you kiss your mirror every chance you get.
1096559696574599169 2019-02-15 18:59:39 -0400 <Jamesco81097456> @realDonaldTrump Trump who are you more jealous of Hillary Clinton or Barack Obama
1096559696213880832 2019-02-15 18:59:39 -0400 <kcampbell4019> @SpeakerPelosi @realDonaldTrump  https://t.co/9QspQnxUqS
1096559696196956160 2019-02-15 18:59:39 -0400 <JackMajors5> @realDonaldTrump B
1096559696029323265 2019-02-15 18:59:39 -0400 <YoBohndo> @realDonaldTrump @POTUS Can we build a wall around Illinois for being spelled weird? @NeionDeion21
1096559695798718465 2019-02-15 18:59:39 -0400 <VerumPolitics> @EdKrassen @realDonaldTrump Looks like the Krassenstein brothers are back at it again...fighting President Trump one tweet at a time.  https://t.co/bT3cXs1NhY
1096559694271909888 2019-02-15 18:59:38 -0400 <Phulminator> @AshBtherapy @DennisHinkamp @realDonaldTrump 2nd amendment rights are more than 200 years old, they are from wild west times. Constitution needs serious overhaul, it's pretty dusty.
1096559693701566466 2019-02-15 18:59:38 -0400 <Chicagofan76> @b_e_small @FindCutsNotTaxs @RyanHillMI @realDonaldTrump Getting $$ for a wall doesn’t go against the constitution. No democrat will declare a national emergency for gun reform. They might for climate change but they won’t for guns.
1096559693403734016 2019-02-15 18:59:38 -0400 <dinamsherman> @WhiteHouse @realDonaldTrump Thank you!! Please Do Not Sign That Bill!!
1096559693185589249 2019-02-15 18:59:38 -0400 <LynneChenault> @realDonaldTrump Yeah..yeah..yeah. More useless thoughts and prayers.
1096559692266917888 2019-02-15 18:59:38 -0400 <TheHornyPony> @realDonaldTrump Not a time for exclamation points.
1096559691654709248 2019-02-15 18:59:38 -0400 <vacationleg> @EJWenstrom @realDonaldTrump must be happy to see the future fruits of his work.
1096559691331788800 2019-02-15 18:59:38 -0400 <smanjela> THIS is a national emergency you imbecile @realDonaldTrump  Shooting at Illinois business  https://t.co/kkxqAx6nRO
1096559691004489728 2019-02-15 18:59:38 -0400 <alienjazzcat> @jckirsch @unfgop @XStrategiesDC @RyanAFournier @realDonaldTrump more wall is just part of the answer  they won't stop the visa overstays, or the smuggling that occurs over air, or underground, or alongside the hundreds of millions of legal border crossings per year  Its the busiest border on the planet
1096559690312495106 2019-02-15 18:59:37 -0400 <ToTheCrusades> @my3monkees @ImabitcSumtimes @realDonaldTrump This are paid stooges of George Soros and a slush fund from the DNC.  Investigate, you’ll see it will lead to leftist Rat 🐀.
1096559689259728896 2019-02-15 18:59:37 -0400 <GoldsoundsG> @realDonaldTrump Resign.  Gun violence is our #RealNationalEmergency
1096559689251389445 2019-02-15 18:59:37 -0400 <BillCarl305> @Rcclark83 @realDonaldTrump !
1096559688982790144 2019-02-15 18:59:37 -0400 <HarellCarol> @TrueScotsman5 @jelle_simons @tedlieu @realDonaldTrump  https://t.co/5oibufAduD
1096559688789954560 2019-02-15 18:59:37 -0400 <CristinaShea> @JRubinBlogger @SpeakerPelosi @realDonaldTrump He’s the dumbest everything I’ve ever seen.
1096559688647409664 2019-02-15 18:59:37 -0400 <oozkZ2y1d2t0DJe> @realDonaldTrump Hi
1096559688290877440 2019-02-15 18:59:37 -0400 <gamerdave69> #TYTLive We should have stopped @realDonaldTrump when George W. Bush manufactured a war in Iraq.  We've pretended that the Republicans weren't the problem that they are for too long.
1096559687602864129 2019-02-15 18:59:37 -0400 <FabulousPygmy> @HodaRdr @status_culture @RealCandaceO @realDonaldTrump @AOC ...but I bet she is flattered that people think she has that much power 🤣
1096559686302789632 2019-02-15 18:59:36 -0400 <Mrele11> Yes, this is ABSOLUTELY the time to talk about USA's gun epidemic. On the day @senatemajldr and @realDonaldTrump yet again broke precedent, a #FakeTrumpEmergency for the ridiculous border wall Mexico was supposed to pay for, it's time for the adults in the room to step up. #guns
1096559684792786944 2019-02-15 18:59:36 -0400 <smich61> @GOP @USAWomenR4Trump @realDonaldTrump Get it done. Great job @realDonaldTrump
1096559684071407618 2019-02-15 18:59:36 -0400 <dgill5581> .@realDonaldTrump how about a national emergency for mass shootings? Maybe we can just offer thoughts and prayers for the border while we’re ahead.
1096559683546968064 2019-02-15 18:59:36 -0400 <yamyeroc> @RepAdamSchiff @realDonaldTrump I think you f*cked up 😁😂😀
1096559682733424640 2019-02-15 18:59:36 -0400 <Decembergirl06> @realDonaldTrump DO SOMETHING ABOUT GUN REFORM! Your condolences don’t mean shit!!!! #GunReformNow
1096559679486873600 2019-02-15 18:59:35 -0400 <UltimateWines> "Dear Dumb Dumpie (aka @realDonaldTrump ), You are sooo dead on this. If you “don’t need” to do something, it is NOT an emergency. You really do want to be impeached, don’t you? #Impeach45 Quote Of The Day" - News &amp; Guts Media  https://t.co/JUkEYBmQJH
1096559679252119552 2019-02-15 18:59:35 -0400 <sa4819> @realDonaldTrump  https://t.co/oLNsVvq0Jo
1096559676995584001 2019-02-15 18:59:34 -0400 <AmarUjalaNews> पुलवामा हमले पर अमेरिका ने पाक को लताड़ा, ‘बंद करें आतंकी पनाहगाहें’ @realDonaldTrump @POTUS #WantRevengeOnBloodyPakistan  @DefenceMinIndia @rajnathsingh #Pulwama #CRPF #KashmirTerrorAttack #Pakistan #PulawamaTerrorAttack #MasoodAzhar #JaishEMohammad  https://t.co/CLdMZ3nRyz
1096559676957822976 2019-02-15 18:59:34 -0400 <WatergirlOne> @Lrihendry @realDonaldTrump Everything they do against this Country, Our @POTUS, will come back to bite them hard; They will stumble fall, bruise and bite one-another, exposing and shaming themselves. Its what happens when you fight against God and his plans.
1096559674244120576 2019-02-15 18:59:34 -0400 <bizknuckle> @dbrasco3180 @BeerustheD @XStrategiesDC @realDonaldTrump Some real deep thinkers around here, I see.  😂
1096559674151833601 2019-02-15 18:59:34 -0400 <EasternIowan> @SpeakerPelosi @realDonaldTrump @SpeakerPelosi’s moxie is inspirational as is her #leadership, #courage, #responsibility and #character.  #Iowans our @SenJoniErnst is good for two things, #ShitandNothing
1096559673350615040 2019-02-15 18:59:33 -0400 <NuvoDiogenes> @thehill . So did I - cut away. Guess what I found out about the 25th Amendment?  #Liars #Grifters #Obstruction #TREASON #Commander_In_Thief @realDonaldTrump #FKKKingMORON #KGBBOT #maga #gop  #Work4Trump #Go2Jail #GITMO #TrumpTwerps @mike_pence  @KellyannePolls @stephenmillerdc @PressSec  https://t.co/ZfMuc4kmxC
1096559672524451840 2019-02-15 18:59:33 -0400 <keniubetya> @TheGarrettGuy @eugenegu @realDonaldTrump Weak
1096559671987585024 2019-02-15 18:59:33 -0400 <homieteresa47> @MatthewJSOliver @Lrihendry @realDonaldTrump Awe you poor baby.   Are you sinking down in your seat and holding your breath too lol? Than you ungrateful  person of the USA, really need to move or get OVER  your HATE
1096559669617790977 2019-02-15 18:59:32 -0400 <prophylactic135> @SenSchumer @realDonaldTrump What number would constitute an emergency? How many illegal crossings? Just curious.
1096559669236154368 2019-02-15 18:59:32 -0400 <ladyblueky> @realDonaldTrump @AllllAbboaaardd hahahahahaha
1096559668888068102 2019-02-15 18:59:32 -0400 <tz19> @WhiteHouse @Steven_Scibetta @realDonaldTrump Crisis?  https://t.co/ftrFz42v4W
1096559667726016515 2019-02-15 18:59:32 -0400 <jonesyboy68> @reid6peter @jamajestical @realDonaldTrump I sincerely hope so!
1096559666505674753 2019-02-15 18:59:32 -0400 <_Froggyluv> @realDonaldTrump No, you are not with them. Your heart belongs to a dream wall against an imaginary invasion, that you declared a national emergency, which you admitted you didn't really need to do. Meanwhile, we have scenes like this all over the country, but that isn't even in your radar.
1096559665922609152 2019-02-15 18:59:32 -0400 <Zeta1951> @60slib1 @aabramson @JoyAnnReid @realDonaldTrump He increased their budget a lot in the last budget. Money launderers know how to inflate funds, park them and then siphon off the cream.
1096559665482219520 2019-02-15 18:59:32 -0400 <SpiritYah> @TbumpyTina @brotherzee @ChatByCC @realDonaldTrump Believe what you want, the article has no real e evidence.  A lot of "likely's". Yeah, whatever.
1096559664756600838 2019-02-15 18:59:31 -0400 <heff_in_va_usa> @realDonaldTrump It can't be "heartfelt" because you have no heart, no empathy for anyone.
1096559664492244992 2019-02-15 18:59:31 -0400 <4sylviabee> @realDonaldTrump Why didn’t this happen your first 2 years in office when Republicans were in control of Congress?
1096559664291110913 2019-02-15 18:59:31 -0400 <JessHornsby> @PhilippeReines @RadioFreeTom Do you mean @AlanDersh or @realDonaldTrump ?
1096559663628328962 2019-02-15 18:59:31 -0400 <hellofelicia14> @realDonaldTrump Condolences = Thoughts and Prayers = BULLSHIT HR 8 and other common sense gun laws NOW!!!!
1096559662873292800 2019-02-15 18:59:31 -0400 <mmefleure> @PatriciaFleck3 @TalbertSwan @EdKrassen @realDonaldTrump There's a genius clause that former POTUS and family get secret service for life. Jimmy Carter is the only one I can think of that declined, which they can once they are out.
1096559659870232577 2019-02-15 18:59:30 -0400 <athenadecarlo1> @realDonaldTrump Mental illness needs to be addressed on guns  criminals have guns   gun restrictions only hurts law abiding citizens
1096559659685560320 2019-02-15 18:59:30 -0400 <Carolyn11695463> @Bijou0921 @TheRightMelissa @JenniferBurt @Anubis1412 @realDonaldTrump Lol..ur problem is u can't stand the truth..seriously! That's all u have?! OWN UR MURDERING AMERICAN HOLOCAUST HISTORY &amp; stop pointing fingers at others for ur hate/fear/delusion/paranoia/insecurity! Stop shucking &amp; jiving to avoid the race conversation. My money is green! Urs?
1096559659228545024 2019-02-15 18:59:30 -0400 <danfox_mi> @Robshop3 @realDonaldTrump The basic problem is the so-called President tells so many lies that he has ZERO credibility.  So if government statistics say one thing and he says something different, I don’t believe him. HE IS A LIAR.
1096559658586828801 2019-02-15 18:59:30 -0400 <TheRealZheroman> @krassenstein @realDonaldTrump Brian, the old Care Bear....
1096559655470346240 2019-02-15 18:59:29 -0400 <TheGeniousTrump> @Lrihendry @realDonaldTrump Now Coulter is acting strange.  https://t.co/eTRcGzLtOb
1096559655239659520 2019-02-15 18:59:29 -0400 <normiesRus> @Bigdude0444 @LauraGoldschmi1 @rinull @EdKrassen @realDonaldTrump But those millions of americans could do something wrong, as long as guns can be given out with almost no law stopping it the country is in danger.
1096559652282793984 2019-02-15 18:59:28 -0400 <JenniferBeavis> @realDonaldTrump RIP to the victims but you know why there may (which I don’t believe) more illegals in prison? Bc the loser middle aged white men who OVERWHELMINGLY IF NOT ALWAYS the perpetrators of mass shootings take the cowards way out either by suicide by cop or themselves. MAGAs shut it.
1096559651930468353 2019-02-15 18:59:28 -0400 <aispho> @realDonaldTrump lol ur an idiot
1096559651208843264 2019-02-15 18:59:28 -0400 <tootsie1953> @realDonaldTrump Too bad you don't have a soul.
1096559650588291073 2019-02-15 18:59:28 -0400 <Fordfanatic1988> @krassenstein @realDonaldTrump Aurora is a Chicago Suburb and falls within the Gun Control laws that Encompass Greater Chicago. ENOUGH with this "Never let a Good Crisis go to waste" CRAP. Let The Investigation Play out. Prayers to the Victims Families. CRIMINALS DON'T OBEY LAWS, LAWS ONLY DISARM LAW ABIDING!!
1096559650101702662 2019-02-15 18:59:28 -0400 <carol_NC66> @realDonaldTrump DO SOMETHING ABOUT IT
1096559647928905728 2019-02-15 18:59:27 -0400 <LifeWithoutLack> @hughhewitt @khamenei @realDonaldTrump @SecPompeo @AmbJohnBolton @jaketapper There was Ben Shapiro week, then Maduro week, then Green New Deal week and now Iran week.
1096559641243217922 2019-02-15 18:59:26 -0400 <rjoseph7777> @davenlr @SpeakerPelosi @realDonaldTrump It also puts Republicans in a position where they must side with Trump or overwhelming majority of voters.  A Blue Senate may be the result either way. #TrumpFakeEmergency #TrumpFakeNationalEmergency
1096559640593104896 2019-02-15 18:59:26 -0400 <KarlStoll3> @realDonaldTrump D-FENCE.  Thank you for building the wall.
1096559638483529729 2019-02-15 18:59:25 -0400 <thecjpearson> I'm seeing many psuedointellecual types on the Right attack @realDonaldTrump for creating "bad precedent" by declaring a national emergency.   Democrats don't care about precedent. Was there "precedent" for post-birth abortions? If they want to do something, they just do it.
1096559636268941318 2019-02-15 18:59:25 -0400 <nmgreenchile> 25th Amendment is how we get rid of you @realDonaldTrump.
1096559635786391552 2019-02-15 18:59:24 -0400 <mmitrovich> @Acosta @seanhannity @realDonaldTrump @TuckerCarlson @senatemajldr @SenateGOP @LindseyGrahamSC here’s your freakin national emergency Stop supporting the @NRA and do something about this.
1096559635748843520 2019-02-15 18:59:24 -0400 <WhiteTwix1> @Bandmom1977 @TomiLahren @realDonaldTrump Been an emergency for years. Thousands of people have lost their lives or family/friends. Dems had a chance to help fix this emergency for years. Wait a minute, the light is coming on, they don’t want it fixed as it will cost votes. No country can take in all the world’s people.
