990380137681219584 2018-04-28 19:59:59 -0400 <AndyKimy> @realDonaldTrump @FoxNews Nope.
990380088201023488 2018-04-28 19:59:48 -0400 <TexLady2> @LOVEtrumpsideas @realDonaldTrump @FoxNews Uh, you are screaming profanity in all CAPS......You might want to hide your own crazy.
990380085722206208 2018-04-28 19:59:47 -0400 <MichaelViscon12> @FoxNews @realDonaldTrump @Comey Lying bagOshite
990380085315342336 2018-04-28 19:59:47 -0400 <BJJ_EVERYDAY> @SuperBrianLee @ForeverLogical @realDonaldTrump 😂🤣
990380083759071232 2018-04-28 19:59:46 -0400 <DaltonReport> Trump @realDonaldTrump : "After years of rebuilding other countries, finally, we are going to rebuild our country."  "We have spent 7 trillion in the Middle East and we have nothing" at the Washington Township, MI rally.  Grown man talking.
990380079887933440 2018-04-28 19:59:46 -0400 <bigguns691> @realDonaldTrump Maybe you should vet your nominees better so that you know this going into the process of nomination.  Any good manager knows to do this.  This is the usual process for hiring most salaried level positions in organizations.  You are an amateur.
990380075857068032 2018-04-28 19:59:45 -0400 <bellicosedwarf> @JohnBerman If @realDonaldTrump is awarded the #NobelPeacePrize for his exhaustive diplomatic efforts on #NorthKorea , it's only fair that I get the #PulitzerPrize for tweeting. #CorrespondentsDinner
990380072615006208 2018-04-28 19:59:44 -0400 <SapereAude1947> I think it is refreshing watching @realDonaldTrump talk TO the American people instead of AT them.
990380071805505536 2018-04-28 19:59:44 -0400 <jacksonpbn> @Boldebony86 @realDonaldTrump Buhari is looking for international endorsement. He is not aware that reports by Transparency International, Amnesty International and the U.S State Department have all done the damage. Watch as his handlers would be looking for one sentence of praise from Trump and they wld sing
990380071117578241 2018-04-28 19:59:43 -0400 <bullyromeo> @JacobAWohl @realDonaldTrump @FoxNews Jacib, do you yave a friend? I doubt it. What a sad little boy.
990380069129539584 2018-04-28 19:59:43 -0400 <peteralanwaller> There’s @realDonaldTrump base at a “DonnieDementia Rally”....... his “very people!” Look closely, that’s Trump in the white robe.  https://t.co/dPvw94yWkK
990380066885554177 2018-04-28 19:59:42 -0400 <TallTallDaddy> @realDonaldTrump While your base believes your rantings, know that all your tweets will live in posterity. #theywillhauntyou
990380066596155392 2018-04-28 19:59:42 -0400 <tcbama1> @realDonaldTrump President Trump, I agree with you.  When are these, 'Evil' people going to leave you alone, and let you do what is good for our country.
990380063362310144 2018-04-28 19:59:42 -0400 <BhaHoudi> @FoxNews @realDonaldTrump ils est 100/100 président patriote
990380062406053888 2018-04-28 19:59:41 -0400 <MichelleBoswor7> @VABVOX @realDonaldTrump @HillaryClinton @POTUS44 No...love my TRUMP...you need educated.
990380061810360320 2018-04-28 19:59:41 -0400 <fbruno318> @FoxNews @realDonaldTrump   https://t.co/ivYTcQ6SgW
990380061386780673 2018-04-28 19:59:41 -0400 <scaspersr> @CC_inNY @FoxNews @realDonaldTrump CC in New York,  you're just the kind of liberal I'm talking about, Trump is playing you and you're falling for it, hope you enjoy the wave of red States in 2020.
990380060648632321 2018-04-28 19:59:41 -0400 <jennahannee> @FoxNews @realDonaldTrump Collusion collusion   https://t.co/U8QQGlQbzL
990380058652086273 2018-04-28 19:59:41 -0400 <shroommuse> @TrumpCaboose @FoxNews @realDonaldTrump Bot!
990380058547294209 2018-04-28 19:59:40 -0400 <eckelmann1> @realDonaldTrump Show the proof, secret service... very dishonest and sick...
990380058488594432 2018-04-28 19:59:40 -0400 <Denmill53> @Liberaln45sux @realDonaldTrump @FoxNews Wanna here a big pop when you pull your head out of your ass.
990380055200137221 2018-04-28 19:59:40 -0400 <Jeannie5554> @FoxNews @realDonaldTrump MAGA. MY ATTORNEY GOT ATTORNEYS  #IMPEACHTRUMP
990380054776512512 2018-04-28 19:59:40 -0400 <veragrimsley> @FoxNews @realDonaldTrump ReBuild Our Country.......STARTING WITH A WALL in ARIZONA
990380053337919489 2018-04-28 19:59:39 -0400 <stephenverme1> @realDonaldTrump Fuck you.
990380053191118850 2018-04-28 19:59:39 -0400 <YuH8TM3> @realDonaldTrump @StifleMSM CNN would run a smear campaign on Mother Teresa if she said she was Republican.
990380050527727616 2018-04-28 19:59:39 -0400 <txsweettar225> @Mkwood1952 @NolamadwomanG @xode0000 @davematt88 @Frostednuggs @realDonaldTrump My point is I don't know who is lying or who is telling the truth they are all giving conflicting stories; therefore, I will withhold judgment until the entire truth comes out. I don't go with rumor or innuendo
990380048929775616 2018-04-28 19:59:38 -0400 <CMB515> @realDonaldTrump You just described yourself.
990380048514453505 2018-04-28 19:59:38 -0400 <Janet071944> @realDonaldTrump Well Tester is a Democrat so we know he lies. That's all they do.
990380044668276736 2018-04-28 19:59:37 -0400 <rey_lowe> #TrumpRally #DNC PLATFORM 2018 ☹️ #Washington Township #CNN #MSNBC #FoxNews @realDonaldTrump platform is a future for all 🤗 but should we go back to DNC ways #BlueWave #resistance please think of what you're asking for #MAGA #MTP #FNS #LiberalismIsAMentalDisorder #KanyeWest  https://t.co/LeUqAREnmV
990380044596924416 2018-04-28 19:59:37 -0400 <_TheWife> @realDonaldTrump @FoxNews Nah, there’s a toilet that needs scrubbing.
990380043024109571 2018-04-28 19:59:37 -0400 <rhett_orackle> @FoxNews @realDonaldTrump if there wasn't a scandal every week, maybe "infrastructure week" would finally happen.
990380042353041409 2018-04-28 19:59:37 -0400 <danwals45582077> @realDonaldTrump Do you really think anyone believes you?
990380039320596481 2018-04-28 19:59:36 -0400 <csnetprogrammer> @CNN @realDonaldTrump last time I checked, nothing is stopping you from resigning and spending the rest of your days in Michigan. You sure as hell aren't doing anything that benefits this country.
990380027878363137 2018-04-28 19:59:33 -0400 <tkosburn> @realDonaldTrump you are a gutless coward, you WORK for ALL of us, not just your base.  So quit your whining, if you can't stand the heat or take what you dish out QUIT!!!
990380026452463616 2018-04-28 19:59:33 -0400 <Luc1d_C0ma> @xode0000 @debilu2 @davematt88 @Frostednuggs @realDonaldTrump My pants say your existence is a privilege from them and not a right
990380023533236229 2018-04-28 19:59:32 -0400 <LouisHorvath7> @realDonaldTrump @FoxNews A fictional president on a fictional television show. Perfect.
990380020521689088 2018-04-28 19:59:31 -0400 <paul95848820> @cledajane @ForeverLogical @realDonaldTrump You are incorrect.   She took the 5 th plenty. Especially in front of the congress.  She is all bad
990380020055982080 2018-04-28 19:59:31 -0400 <Michael_of_Mesa> @FoxNews @realDonaldTrump @Comey Trump fired Comey because of the Russian investigation. He said it himself.
990380017619259398 2018-04-28 19:59:31 -0400 <dailytrumptoon> @realDonaldTrump said paralympians  we're inspiring but hard to watch.  @picture_says @procartoonists @cartoonistgroup @AAEC_Cartoonist @cartoonmovement @TracevaToons @cartoonandcomic  https://t.co/DPX5qipfTM
990380017132634112 2018-04-28 19:59:31 -0400 <ldkimler> @realDonaldTrump the world is laughing at you monkey boy. #BlueWaveIsComing2018 #FlipItBlue2018  https://t.co/JkPQtM7Vwc
990380016453275653 2018-04-28 19:59:30 -0400 <ThelmaN14> @JTMYVA @realDonaldTrump Bah, Bah, Bah who really cares? We don’t,  go get a life.
990380013865365504 2018-04-28 19:59:30 -0400 <Cafovargas> Watching @realDonaldTrump @FoxNews live. #MAGA
990380013617909760 2018-04-28 19:59:30 -0400 <Khateconmem> @Sue36Gypsy36 @realDonaldTrump @FoxNews   https://t.co/OtFbcWPNR5
990380009872347141 2018-04-28 19:59:29 -0400 <AbbottPressWash> @MADE__USA @FLOTUS @realDonaldTrump Melania a classy first lady
990380008467120129 2018-04-28 19:59:29 -0400 <KarenMinahan> @JTMYVA @realDonaldTrump Don-the-Con, the Lying Greedy Corrupt GOP-EERS need to go, they know who they are We-the-people know also
990380008400130048 2018-04-28 19:59:29 -0400 <ffalcon52> @KATHYGILMORE4 @realDonaldTrump @FoxNews   https://t.co/xaegZHJDHG
990380005484982272 2018-04-28 19:59:28 -0400 <MarkT> @FoxNews @realDonaldTrump #FoxDotardNews. #FoxFanastyNews
990380003207598080 2018-04-28 19:59:27 -0400 <goodbye56789> @harding_lady @realDonaldTrump @FoxNews Czar Light, Czar bright, In Trump Towers meet tonight, I wish I may, I wish I might, Have a deal by morning light.
990380001429282817 2018-04-28 19:59:27 -0400 <PoxNewsCEO> @realDonaldTrump Not exactly, but you already know that.   https://t.co/zBWFYxTkXY
990380001093652488 2018-04-28 19:59:27 -0400 <tigerladytexas> @RichardOzMedia @realDonaldTrump You're tainted.   Hillary bot!
990380000690909184 2018-04-28 19:59:27 -0400 <Ellenapa> @realDonaldTrump @FoxNews   https://t.co/08FsrXS1at
990379996903563265 2018-04-28 19:59:26 -0400 <CoachSully1949> @realDonaldTrump #45 is the most lying person I know. Bar none!!! I don’t know anyone who lies as much as #45. Nobody!!!! Bar None....
990379990423191552 2018-04-28 19:59:24 -0400 <treehugger90802> @realDonaldTrump @FoxNews I'd rather watch my own teeth fall out
990379988556963842 2018-04-28 19:59:24 -0400 <BasketOfAwesome> @realDonaldTrump Nah. They aren't airing it
990379987751636993 2018-04-28 19:59:24 -0400 <CivicCentaur> @realDonaldTrump @foxandfriends 🎶Come on, spalpeen, *you're* the lying machine, Going "Yup, Fake News! Yup, Fake News!": "Balanced and Fair" isn't quite what it seems, 'Cause it's just Fake News! Just Fake News!
990379985784393728 2018-04-28 19:59:23 -0400 <vetten76> @realDonaldTrump @FoxNews Who cares.
990379985192955904 2018-04-28 19:59:23 -0400 <spayer> @TheTheophobe @NeoConAtheist @HooDusay @EmilySwift78 @teridene @stablegenius4u @realDonaldTrump Ancient Greek Democracy was NOT government by the people, etc.  It was government by the elite.
990379983586578432 2018-04-28 19:59:23 -0400 <codeharry> @FoxNews @realDonaldTrump A Nobel Prize for chaotic twitter rants.. That's rich.
990379981187448832 2018-04-28 19:59:22 -0400 <jennahannee> @FoxNews @realDonaldTrump   https://t.co/uJLahGZ04Z
990379981019729920 2018-04-28 19:59:22 -0400 <enigma1931> @FoxNews @realDonaldTrump Could you come to France and we switch with Macron pls ? Lucky Americans
990379979354460160 2018-04-28 19:59:22 -0400 <LeslieNezumi> @realDonaldTrump Always a good chuckle watching  all the Lib-trolls run to your every tweet.... 😂 😁 👍🏻 👍🏻 🤣 😆 🍻 👏
990379978196963331 2018-04-28 19:59:21 -0400 <acitrep> @FoxNews @realDonaldTrump @Comey Lol trump. You did YOU a big favor. Just like you told your Russian pals in the Oval office
990379977307754496 2018-04-28 19:59:21 -0400 <jackschofield> @CharlesPritt233 @realDonaldTrump @DevinNunes You're a fucking moron. Please go troll someone who is as stupid as you are. We'll both be happier.  https://t.co/NCLrm6mwCR
990379977005850624 2018-04-28 19:59:21 -0400 <ThatsJustBogus> @FoxNews @realDonaldTrump Trump is such a thin skinned sissy. He can only be in a setting where he's praised and adored.
990379975751577600 2018-04-28 19:59:21 -0400 <therealDutch3> @FoxNews @realDonaldTrump All your friends Donny?  https://t.co/UN7T6Ixfwg
990379972895412225 2018-04-28 19:59:20 -0400 <Kaz229Kaz> @realDonaldTrump @FoxNews I'd rather scrub my balls with sandpaper.
990379967975391232 2018-04-28 19:59:19 -0400 <WashSquareGirl> @RepSwalwell @realDonaldTrump @Paralympics @SpeakerRyan "Hell" is definitely the operative word there.
990379967316938752 2018-04-28 19:59:19 -0400 <WoelNick> @CityAlanLondon @realDonaldTrump Wow, it is not solved nothing has been done.
990379966356340736 2018-04-28 19:59:19 -0400 <likesMixedNuts> @EricTrump @realDonaldTrump   https://t.co/bk4BWEw2lR
990379964360003584 2018-04-28 19:59:18 -0400 <mrdetroit926> @realDonaldTrump   https://t.co/TLHQ724umD
990379963944652801 2018-04-28 19:59:18 -0400 <Thereapper69> @FoxNews @realDonaldTrump Sure why not  https://t.co/YNi2pmWjus
990379963584012288 2018-04-28 19:59:18 -0400 <ZuzzBuzzman> @AngelLight2U @Aanna1123 @realDonaldTrump @FoxNews Liberals are the most vile, hateful, misogynistic humans in the world.  How on earth could someone so evil know shame?  They can’t!  All they have is a life full of constant misery, self victimization, sadness and hate that they constantly try their best to project upon others!
990379963353305090 2018-04-28 19:59:18 -0400 <SharonS33356941> @realDonaldTrump @FoxNews Get lost your a joke .nobody in there right mind would listen too you and your lies .... HA HAHAHA
990379963042807808 2018-04-28 19:59:18 -0400 <outstandingnick> @realDonaldTrump you need to have congress bring up single item immigration bills like mandatory e-verify, making crime for crossing into U.S. a crime of the same level Mexico makes it, clarifying that birthright citizenship doesn't apply to illegals...prior to 18 midterms.
990379962459811840 2018-04-28 19:59:18 -0400 <FishingDB1965> @FoxNews @realDonaldTrump Did the soccer mom's anoint him king?
990379957485539329 2018-04-28 19:59:16 -0400 <RealJL33> @RealDonaldTrump, (the 🍊🐸) is bitter. Stay the course @SenatorTester. Don’t let #DontheCon push you. #TrumpRussiaCollusion  https://t.co/bVoCG82MPB
990379953152815104 2018-04-28 19:59:15 -0400 <DachsyMom2> @GR8_2B_alive @PradRachael @realDonaldTrump @realDonaldTrump look at this, this is disgusting. Why dont you do a few surprise VA hospital visits. Bring back #RonnyJackson. The left has screwed themselves with his nomination  We MUST take care of those who put their lives on the line for American and her Citizens
990379952901148677 2018-04-28 19:59:15 -0400 <brilam1229> @realDonaldTrump Who in chumps WH leaked tge IG report to Testor?
990379949512151040 2018-04-28 19:59:14 -0400 <CrticalThnkng> How you think @Kaepernick7 feels about your non-monolithic thought right now? I hope you like being @realDonaldTrump puppet while he #MAWA  https://t.co/S2Njm7Y6zO
990379949071663105 2018-04-28 19:59:14 -0400 <fightthefluff> @alwaysintroubl @realDonaldTrump How do you spell R A C I S T?
990379948186718208 2018-04-28 19:59:14 -0400 <Alex98735943> @_L_o_r_i_ @hickorymtnman @realDonaldTrump @POTUS Awesome idea, this needs to pass.
990379947427479552 2018-04-28 19:59:14 -0400 <PauletteParis1> @1DLowther @realDonaldTrump @EricTrump Absofuckinglutely perfect!
990379945879785472 2018-04-28 19:59:14 -0400 <calee_scum> @RVAwonk @TeaPainUSA Good news they found a small enough water glass for Lil Donnie Small Hands to only use one hand. @realDonaldTrump
990379942780325888 2018-04-28 19:59:13 -0400 <vg2325> @Uscsolutions @ptv1024 @Elenepeters9 @WhiteHouse @realDonaldTrump @TeamUSA   https://t.co/AQpiIxI8Ir
990379942717415425 2018-04-28 19:59:13 -0400 <acuatrom> @GiuseppeNoc @LaCaperuzared @realDonaldTrump @BillClinton @Hillary_esp @BarackObama Donald Trump  resulto ser  mejor político,  que Obama, Hillary y Bill. Recuerdo que se burlaban de Donald Trump........
990379941236649984 2018-04-28 19:59:13 -0400 <kailuileo> @realDonaldTrump 我が総大将トランプ大統領閣下。 #台湾 独立妨害、チベット、モンゴル、ウイグルを侵略の中国の一帯一路指示を行う《安倍》が、嘉手納基地のオーストラリア、カナダの哨戒機の件で増長出来ぬ様早い時期に人権問題で中国を揺さぶると #自衛隊 が喜ぶでしょう。
990379939303215105 2018-04-28 19:59:12 -0400 <cdoyle222> @EricTrump @realDonaldTrump Poor snowflake...
990379934932721666 2018-04-28 19:59:11 -0400 <reallyrealJess> @LotraineH @realDonaldTrump Lol, maybe that too.
990379933611458560 2018-04-28 19:59:11 -0400 <Magician247> @0099Susu @KayluvsPrada @irish6776 @realDonaldTrump @foxandfriends Not surprised.
990379933158510592 2018-04-28 19:59:11 -0400 <_Me_Three> @FoxNews @realDonaldTrump Man is he's just so great at making the left's heads explode
990379933036961792 2018-04-28 19:59:11 -0400 <DwightDenim> @ArtieVandelay1 @kylegriffin1 @realDonaldTrump youse all know that if he were there, Spanky probably would have run right in there, even without a weapon, oh yes...   for a triple order of waffles, triple order of bacon and 2 fudge-brownie-batter double-malted chocolate creamshakes...   then run back out...   without paying.
990379932663599105 2018-04-28 19:59:10 -0400 <parflyrick> @realDonaldTrump @FoxNews To hear you lie compulsively as always? Why?
990379930205675521 2018-04-28 19:59:10 -0400 <TimMoses37> @Loalasushi @realDonaldTrump People are saying...
990379923255721984 2018-04-28 19:59:08 -0400 <kickaha1956> @realDonaldTrump You mean like those horrible findings of your about Spankly Tower being wiretapped by Obama?  What were the finding on that particular subject?  What were the findings on Obama's birth certificate?  I have a copy if you'd like to see.
990379921167044608 2018-04-28 19:59:08 -0400 <Resister9999> @FoxNews @realDonaldTrump   https://t.co/K5YCyZSGFI
990379920923725824 2018-04-28 19:59:08 -0400 <heierup> @LeighAnne2014 @KingBrahj @beckemp @realDonaldTrump Uninformed? Like you Fox News trump humpers?
990379917333315584 2018-04-28 19:59:07 -0400 <lindssoares> Hey @realDonaldTrump you should make the national drinking age 18
990379917098528768 2018-04-28 19:59:07 -0400 <ogesh100> @ABC He equalizes and nullifies the scandalous @realDonaldTrump America has always been Great, is Great and will always be Great, we are just going through a rough patch..
990379912916807680 2018-04-28 19:59:06 -0400 <KevinGa92064457> @NinjaReception @kolleenkay @realDonaldTrump Jealous there Flabby.
990379908076658688 2018-04-28 19:59:05 -0400 <Pamela_Gardner> @DonnaWR8 @realDonaldTrump @FoxNews @FLOTUS Brought us hope? You must be kidding. I started to post all the facts why this is the worst president to ever be in our White House. Then I realized that you would never read or do any research. You seem comfortable swallowing all his lies. That truly is very sad.
990379907078291457 2018-04-28 19:59:04 -0400 <Cher10Cher> @gomaketime @DRUDGE_REPORT @perezkellyk @realDonaldTrump @POTUS Bull shitters
990379906411433984 2018-04-28 19:59:04 -0400 <MarkSchwartz76> @Surabees @SebGorka @realDonaldTrump Sad
990379905459343360 2018-04-28 19:59:04 -0400 <ccoaveteran> @PinkyDoo08 @realDonaldTrump Get a job
990379905161596933 2018-04-28 19:59:04 -0400 <eroyor> @FoxNews @realDonaldTrump @Comey Comey should send Trump a thank you card for giving him free advertisement for his book. President dumb-ass everybody.
990379904381411328 2018-04-28 19:59:04 -0400 <MiguelJaquezT> @FoxNews @realDonaldTrump Nobel for killing innocent civilians in Libya,  Siria, Iraq, Afghanistan etc
990379901898448896 2018-04-28 19:59:03 -0400 <SoulWomen> @realDonaldTrump "PEOPLE DO GET FED UP." They feel that their minds are being intruded upon.
990379900098953216 2018-04-28 19:59:03 -0400 <britektire> @FoxNews @realDonaldTrump Simply Brilliant!
990379897859203072 2018-04-28 19:59:02 -0400 <RobinDanaPoint> @realDonaldTrump @FoxNews Bravo Mr President for being in Washington MI instead of at the  phony correspondents dinner! 👏👏👏👏
990379896756060160 2018-04-28 19:59:02 -0400 <ArtkolodKeith> @FoxNews @RRRDontTreadOn @realDonaldTrump   https://t.co/O8rBjed8Ar
990379896496062464 2018-04-28 19:59:02 -0400 <bl_melanisha> @tedlieu @realDonaldTrump Really?  https://t.co/NtIduUAK7V
990379895787282432 2018-04-28 19:59:02 -0400 <Dinorah82258324> @realDonaldTrump My President is 💪 Respect ✊my President #45.  #MAGA POTUS
990379895686508544 2018-04-28 19:59:02 -0400 <DennisLarkin> @RealTimers @billmaher @RonanFarrow @EmmanuelMacron @realDonaldTrump @jk_rowling Actually, I take that back... @RonanFarrow IS perfect!!!  And I need to read #WarOnPeace!
990379894520582144 2018-04-28 19:59:01 -0400 <elsrbrown> @GOP @realDonaldTrump Run that fence. Plant those shrubs. Dig that ditch.
990379893824413700 2018-04-28 19:59:01 -0400 <asmithfilms> @realDonaldTrump @FoxNews I found the #BlacksForTrump guy again. How much does he get paid to be his black supporter?  #MichaelTheBlackMan @CNN @CNBC @MSNBC @TIME @CBSNews @ABC @BuzzFeedNews @nowthisnews  https://t.co/j0xtmHWIPa
990379892301795328 2018-04-28 19:59:01 -0400 <trumpfortheLord> @realDonaldTrump A prayer for our Nation and our President...thank you, Sir, for all that you have done for our America...we the people love you, Sir!   https://t.co/43tw9p4JR1
990379889810341888 2018-04-28 19:59:00 -0400 <notbuyingit365> @honorbound1974 @realDonaldTrump Yeah... we will see. So tired of the setup just to be let down.
990379885406441472 2018-04-28 19:58:59 -0400 <SavvDaddy> @FoxNews @realDonaldTrump NOBEL PEACE PRIZE. DRAGON ENERGY. DONALD TRUMP.  https://t.co/WjZeMev2UI
990379884680753158 2018-04-28 19:58:59 -0400 <taylordissensus> @FoxNews @realDonaldTrump "I'm important and go see my Hollywood square" is all I hear.
990379884441632769 2018-04-28 19:58:59 -0400 <1912Fenway> @Nones82 @IanMCohen @skyrocketkday @FoxNews @realDonaldTrump I disagree. I think they ignore who he is. That's way worse.
990379883271467010 2018-04-28 19:58:59 -0400 <StLuGal> @tedlieu @realDonaldTrump Ted Lieu is a treasure...a plate of facts served with a side of sarcasm and for dessert,  a metaphorical eye roll!
990379879932755969 2018-04-28 19:58:58 -0400 <AJBatka> I love this President @realDonaldTrump  https://t.co/Dw2lv1kOns
990379879362387968 2018-04-28 19:58:58 -0400 <astrid_kaysen> @hughhewitt @realDonaldTrump @foxandfriends Loud rapid talking, jumping around  onto multiple subjects is a symptom of mania in bipolar disorder.
990379879081246720 2018-04-28 19:58:58 -0400 <sisitt> @PaulERondeau @realDonaldTrump I fixed it for you..  #Trump has shown he is unworthy to hold office - but a perfect Republican
990379878930419717 2018-04-28 19:58:58 -0400 <robbienotrobin> @OrchidMyst_ @JustAskLizz @PalmerReport @realDonaldTrump @foxandfriends Another reason to avoid Fake Fox
990379878330589184 2018-04-28 19:58:58 -0400 <LindTraci> @realDonaldTrump how about addressing #Flint and what you will do to make sure Americans have safe drinking water instead of stoking your very flimsy &amp; fragile ego?
990379877684703234 2018-04-28 19:58:57 -0400 <DK8AR0> DJT  Let the guest workers (migrant farmers) come in because we need them and then we are going to kick them out. And his rally attendees cheer... I've said from the beginning #MAGA = 'ME 1st' Mentality. They don't even realize how shameful they are. Disgusting! @realDonaldTrump
990379876858314752 2018-04-28 19:58:57 -0400 <steve0296> @realDonaldTrump If it’s just like Russia collusion then Ronny must be a pretty bad guy.
990379876522872832 2018-04-28 19:58:57 -0400 <MikeGre74566192> @realDonaldTrump @FoxNews I would not waste my time watching you talk about yourself and lie to Michigan just to build your ego up you going to talk about yourself and lie like you usually do and every rally that's why I don't do any rallies in New York in your hometown on a Saturday night please
990379874962563072 2018-04-28 19:58:57 -0400 <bklinger62> @realDonaldTrump John Tester for President!
990379874169876481 2018-04-28 19:58:57 -0400 <kwl43302> @realDonaldTrump How about the birther BS you promoted? You lie multiple times a day,  you need to resign!
990379872173350912 2018-04-28 19:58:56 -0400 <dbo_debT> @LouDobbs @jasoninthehouse @realDonaldTrump It is so simple to understand.  Mueller has the details.  The GOP would not allow a complete investigation.  The Dems disagreed with their outcome since it was so incomplete.
990379870642307072 2018-04-28 19:58:56 -0400 <SinSintro> @FoxNews @realDonaldTrump When do the hats start getting made the U.S?  Dumb fuks wearing them.  https://t.co/vtfWvyFtc5
990379868738146305 2018-04-28 19:58:55 -0400 <elsworthroy> @CaliConsrvative @UofMPat @realDonaldTrump its as big as woodstock
990379867958136832 2018-04-28 19:58:55 -0400 <Khateconmem> @BPPope @DonkKongo @realDonaldTrump @FoxNews   https://t.co/tGy22NSD4y
990379863956652033 2018-04-28 19:58:54 -0400 <SotoJafeth> @realDonaldTrump isn't so bad
990379863113515008 2018-04-28 19:58:54 -0400 <GrammaGaz> @magmaybates @Anne_Nissell @realDonaldTrump Yes he is a liar...the election was rigged. It will all come out soon for all to see.
990379860018319366 2018-04-28 19:58:53 -0400 <GColorado2000> @realDonaldTrump @FoxNews Pass.
990379858718011398 2018-04-28 19:58:53 -0400 <ragingliberal17> If lying was grounds to lose your job in DC the entire @realDonaldTrump administration would have to resign including outer liar in chief. #TrumpLies #TheResistance   https://t.co/rxX4XFfpd5
