1026618923117096960 2018-08-06 19:59:59 -0400 <VittorioAV> @realDonaldTrump   https://t.co/Ou9xJKSmSr
1026618884160249856 2018-08-06 19:59:50 -0400 <DaveAllan1981> @TheRynheart @realDonaldTrump Replace it and give the spot to Carrie Fisher.
1026618881392095232 2018-08-06 19:59:49 -0400 <BravoJon77> @realDonaldTrump Why was this deleted from yesterday and then tweeted again today like it’s a new tweet? It’s already been reported that you said this on 8/5/18 NOT today! #TrumpDerangementSyndrome
1026618879471169536 2018-08-06 19:59:49 -0400 <Auburngirlx> 2. told candidate Trump of Russian interference affecting his campaign. Instead they set up a sting based on a fake dossier &amp; spied on his people &amp; raided his lawyer's office &amp; home. Feinstein has never been investigated. @realDonaldTrump
1026618879257264128 2018-08-06 19:59:49 -0400 <luvyanez> @TolethaJDixon @realDonaldTrump Absolutely!
1026618879211126784 2018-08-06 19:59:49 -0400 <SheilaK44594254> @realDonaldTrump It seems to me Mr Trump, that you are the one causing division and mistrust, not the press.
1026618878607220738 2018-08-06 19:59:48 -0400 <landofcotten> @realDonaldTrump Please stop spreading incorrect information.
1026618878158360576 2018-08-06 19:59:48 -0400 <perkran> @realDonaldTrump   https://t.co/O1ZI0VfPQu
1026618877416022016 2018-08-06 19:59:48 -0400 <MickieT84> @realDonaldTrump #RELEASEYOURTAXRETURNS
1026618877252329472 2018-08-06 19:59:48 -0400 <dmasrari4> @realDonaldTrump You are the president . You are SUPPOSED to UNITE our country , not DIVIDE it.
1026618876933468161 2018-08-06 19:59:48 -0400 <jestwondering> They are talking..... those that don't talk now, will really be hurt by this.    Winter is coming........@realDonaldTrump @DonaldJTrumpJr @jaredkushner  @ivanksTrump @FLOTUS  @MELANIATRUMP #TrumpCrimeFamily #TrumpRussia #TrumpRussiaCollusion  #TrumpRussia #TrumpRussiaCollusion RT
1026618876799447041 2018-08-06 19:59:48 -0400 <SteveDH63> @realDonaldTrump Rivers being diverted into the ocean?  Where do they usually go stable genius?
1026618876258205696 2018-08-06 19:59:48 -0400 <JackieHunt812> @realDonaldTrump You know how our second amendment is never going away? Our first amendment isn't either! My daughter decided to go back to college to be a journalists just to report on people like you. And she's already an amazing writer and poet
1026618873435418624 2018-08-06 19:59:47 -0400 <Inventingdreams> @PalmerReport @realDonaldTrump He has a problem with governor Brown cuz he's not afraid of the big orange clown!
1026618872710029312 2018-08-06 19:59:47 -0400 <NadlerJanet> @realDonaldTrump The government of California is toxic to its citizens and its environment.
1026618868167585797 2018-08-06 19:59:46 -0400 <Catdame> @JSST21433817 @realDonaldTrump 🤣🤣🤣🤣🤣
1026618866817003520 2018-08-06 19:59:46 -0400 <bossb1000> @realDonaldTrump   https://t.co/qd7Q0fmqhw
1026618865529176064 2018-08-06 19:59:45 -0400 <chunkymonkysmom> @realDonaldTrump Wow, your compassion is overwhelming. Do you care about anything besides criticizing people?  #sociopath #KeepUpTheGoodWorkFirefighters
1026618864128282624 2018-08-06 19:59:45 -0400 <marsha_vivinate> @NYCGRIFF @realDonaldTrump Hey, she might leave him should l say in the dust. He would be so humiliated. Trumps performance has been a national embarrassment and national nightmare that Oprah would be a welcomed candidate. I wouldn't vote for her but other's would.
1026618864065339393 2018-08-06 19:59:45 -0400 <CMWooly> @Kev_Ro_ @jessphoenix2018 @realDonaldTrump @kdroege I actually live in CA and don't need to google Delta smelt. You are obviously an ignoramus who knows nothing about the delta and why fresh water is vital to the health of the delta and the fresh water that is pumped south at the Tracy funnel. The farmers should stop wasting water
1026618861402107905 2018-08-06 19:59:44 -0400 <Michelle4Peace> @realDonaldTrump I think they've got you covered pretty accurately.
1026618861250985985 2018-08-06 19:59:44 -0400 <DahBunnynoze> @GOP If only he hadn't been nominated by @realDonaldTrump who could possibly be an enemy to the country.    Maybe we should get back to him later. We wouldn't want to stain Kavanaugh's good name by association with a traitor.   And after Merrick Garland gets his due nomination.
1026618859745406977 2018-08-06 19:59:44 -0400 <tvgenius05> @DeadlineDominic @DEADLINE @realDonaldTrump Having to suffer through a full 4 year term of Trump is punishment enough for us all.
1026618858973683712 2018-08-06 19:59:44 -0400 <NewYorkInc1> @TheRealMe11 @Hutchins4CD12 @BelmarCPA @cassiemonoo @jc4me86 @TylerEide @12253102 @TwitterMoments @realDonaldTrump @RealJamesWoods It's not a war fox is 1st in the ratings CNN is 18th behind home and garden TV!
1026618858935742467 2018-08-06 19:59:44 -0400 <Kmac0493> @realDonaldTrump- here’s why!  We asked a California water expert to make sense of Donald Trump's moronic wildfire tweets  https://t.co/O9rHxF2vQG via @MotherJones
1026618858067697664 2018-08-06 19:59:44 -0400 <MarkYeager1> @realDonaldTrump Wrong AGAIN!
1026618856775663616 2018-08-06 19:59:43 -0400 <bigredsibin> @realDonaldTrump Wow .... wow. Every time we think you can’t possibly write anything dumber, BANG, you prove us wrong. Please get mental help and help understanding fires
1026618856469684225 2018-08-06 19:59:43 -0400 <AliHmaligmail> @realDonaldTrump The AP found that 35.4% of Trump counties have shed jobs in the past year, compared with just 19.2% of Clinton counties.  https://t.co/V2A7r6d2FU
1026618856347852801 2018-08-06 19:59:43 -0400 <wrththerisk> @roze_hurd @Prince3eb @realDonaldTrump red wave huh? https://t.co/oolCQL0TQ5
1026618856075354113 2018-08-06 19:59:43 -0400 <LeftyMike> @HilaryBravo44 @nkarr23 @realDonaldTrump Hilary.  Are you crooked Hillary? The only vision that Dumb Donald has is figuring how to insult anyone who disagrees with him. Show respect for people and they will show respect for you even if you disagree
1026618854322003970 2018-08-06 19:59:43 -0400 <RudyHavenstein> I've teased Trudeau before, but good for him for standing up to Saudi "ISIS with a Monarchy" Arabia.  Hey @realDonaldTrump, Justin is making you look weak.  https://t.co/q0kJG3fHwD
1026618853458042880 2018-08-06 19:59:42 -0400 <Edr351> @GOP @realDonaldTrump Because Trump's policies kicked most of them out the program. Now food banks are overburdened, and children are eating less.
1026618853047066624 2018-08-06 19:59:42 -0400 <TinkDncr82> @TheGoodGodAbove @realDonaldTrump He has always been about the ratings!
1026618852694740993 2018-08-06 19:59:42 -0400 <mightbetrue3> @POTUS @realDonaldTrump love what u are doing as president but please....STOP THE LYING....please!!!
1026618851696340992 2018-08-06 19:59:42 -0400 <antypynky55> @FrankD15045027 @Bridges59363309 @jlgoldmankeen @realDonaldTrump Me too. Something must be brewing, the bots are out in force today. Report them for spam then block ‘em
1026618851683983360 2018-08-06 19:59:42 -0400 <Bterrac> @realDonaldTrump Didn’t you and your lackey Giuliani say last week that collusion wasn’t a crime? Why are you so obsessed with Hillary?
1026618851281305601 2018-08-06 19:59:42 -0400 <SantaDel43> @realDonaldTrump I'm voting democrats
1026618849481904128 2018-08-06 19:59:42 -0400 <Mac_Fion> @dsimon31 @Rufus_Alexander @realDonaldTrump Sorry I didnt respond quickly, I was lmao at this response in  with Trumps relations with Russia, and how Republicans reacted with Trump &lt;3 Putin and then turn around and say this. OH I am a democrat, Reformed Republican, Blocking Obama just too be petty even was it was for good.
1026618847904903173 2018-08-06 19:59:41 -0400 <Senpai_316> @alt_uscbp @jptconnect @AltNatSecAgency @realDonaldTrump My taxes pay for entire court systems whose job it is to untangle complicated legal matters.  Let the court decide.
1026618845333606400 2018-08-06 19:59:41 -0400 <MalatestaJanet> @JeanRobertMarc @realDonaldTrump Bless you my child.
1026618842716549120 2018-08-06 19:59:40 -0400 <Vigilant_Owl> @historBilia @BenBowers679 @jewishPrinces18 @russbengtson @realDonaldTrump Because the "fabulous job" has been done while holding back.
1026618838257987590 2018-08-06 19:59:39 -0400 <SullivanSkaja> @MacMcKinseyIV Looks like Trump supporters to me. Talk about low IQ. @realDonaldTrump
1026618837628870656 2018-08-06 19:59:39 -0400 <wcbuecker> @realDonaldTrump @IngrahamAngle   https://t.co/U8kMiXTfw8
1026618835175190528 2018-08-06 19:59:38 -0400 <KathyLo35538998> Watch what happened at 6:18 in @Realpersonpltcs's broadcast: Why is @realDonaldTrump doing everything to help farme…  https://t.co/SNgLeV3RTf
1026618832931016704 2018-08-06 19:59:38 -0400 <Mo_Honu> @realDonaldTrump Didn’t  want you to miss this one!
1026618830905327616 2018-08-06 19:59:37 -0400 <CathyAnnOfen> @realDonaldTrump I did not read the responses.  Please tell me that someone let him know the numbers he spits out of his mouth mean nothing. #ImpeachTrump  #TraitorTrump #TrumpFamilyTraitors
1026618829667950592 2018-08-06 19:59:37 -0400 <ThisCantBeLyf> @gamefreepls @realDonaldTrump The fact Trump and Trump Jr’s attorney deny it has no bearing that it is in fact what Cohen is alleging.
1026618828103413760 2018-08-06 19:59:36 -0400 <nazirji> @CNN I doubt the resident of White House @realDonaldTrump gives a damn about @Rosie &amp; her groups protest / only effective tool ( without foreign election meddling) when elections are held make the right choices
1026618827939999746 2018-08-06 19:59:36 -0400 <KeysToTheCourt1> @realDonaldTrump Yes. We know how dangerous the wife of a #USMarine and mother is. She had to be deported. Boy, do I feel safer! #AssHoleTrump #FuckTrump #LoveRealAmerica
1026618827830972416 2018-08-06 19:59:36 -0400 <kchernecky> @realDonaldTrump dumba$$
1026618827621183488 2018-08-06 19:59:36 -0400 <Eleidamaria> @realDonaldTrump
1026618824551002113 2018-08-06 19:59:36 -0400 <AliHmaligmail> @realDonaldTrump The AP found that 35.4% of Trump counties have shed jobs in the past year, compared with just 19.2% of Clinton counties.  https://t.co/V2A7r6d2FU
1026618824362274817 2018-08-06 19:59:36 -0400 <TheodoreKroeze> @realDonaldTrump Wow... that ship of yours is sinking fast!!  The weakest one in the room is the loudest one in the room ... and you sir are the loudest!!!! #donthecon!
1026618824219680768 2018-08-06 19:59:36 -0400 <JRRose19> @realDonaldTrump @foxandfriends   https://t.co/4BDSqSeQ5u
1026618822160203777 2018-08-06 19:59:35 -0400 <holymoosepoop2> @jschul8722 @ChrisJZullo @realDonaldTrump Pretty sure you’re the idiot there Jason.  https://t.co/01EVZhxLC4
1026618821316997120 2018-08-06 19:59:35 -0400 <DemsForHumanity> @realDonaldTrump   https://t.co/u393ZXvEcb
1026618820394283008 2018-08-06 19:59:35 -0400 <StDruther> @realDonaldTrump your endorsements are duplicates. try having an original thought
1026618818494443520 2018-08-06 19:59:34 -0400 <meganivers> @IvankaTrump @realDonaldTrump Did you and @realDonaldTrump sign as well?? Just think, how many Americans could your family employ?
1026618814698418177 2018-08-06 19:59:33 -0400 <sandshell64> Sooooo...any bets on how many hours till 45 @realDonaldTrump has his toilet Twitter tantrum about @Rosie ? I’m saying some time in the middle of the night, maybe around 4am 😂
1026618812651761670 2018-08-06 19:59:33 -0400 <ShafterLee> @realDonaldTrump In the midst of fighting fires that are raging the firefighters have to take time to dispute you false claims. Maybe thank them for their courage and some sympathy for ppl harmed and be quiet about what you don't know.
1026618811754139648 2018-08-06 19:59:33 -0400 <ArtDeadone13790> @realDonaldTrump How is the weather in Moscow
1026618811057889280 2018-08-06 19:59:32 -0400 <txpoker1> @Lady_Star_Gem @realDonaldTrump My Dog's Ass
1026618811057876993 2018-08-06 19:59:32 -0400 <LindaAma> @realDonaldTrump What is wrong with you boy?
1026618810579574785 2018-08-06 19:59:32 -0400 <GreenRemodeler> @bamaroaddog @MangiaMyLove @realDonaldTrump Why don't you go back to watching sports where your great guidance comes from?
1026618809308737536 2018-08-06 19:59:32 -0400 <CEOTRS> @GOP @realDonaldTrump Great President!
1026618809145274368 2018-08-06 19:59:32 -0400 <NowChurchRepent> @markwafer @SophiaHelwani @realDonaldTrump Tons of videos on youtube show you believe an old lie  Search "Republicans Democrats switch"  But this is you ...  https://t.co/MeB4chlLyy
1026618808117669889 2018-08-06 19:59:32 -0400 <Homic6> @realDonaldTrump They’ll take the fifth to avoid self incrimination.When the truth OUTS they’ll need to drink a fifth of their favorite spiked beverage.
1026618807882854400 2018-08-06 19:59:32 -0400 <Duff49003878> @realDonaldTrump Mexico must pay
1026618805731000321 2018-08-06 19:59:31 -0400 <soyvnasa> @The_Trump_Train @realDonaldTrump how the fuck does this explain the wild fires???? Lmao take a seat noob
1026618802610425857 2018-08-06 19:59:30 -0400 <LGMosson> @realDonaldTrump You sending your son to meet with a foreign enemy in Trump Tower to collect info on your opponent is collusion at the very least.  Also, pretty crappy parenting.
1026618801759109120 2018-08-06 19:59:30 -0400 <YasminaBush> @realDonaldTrump As US President, you shouldn't want to emulate this monster's record but your own behavior shows just the opposite! You'd do well to order your staff to reunite every separated child and parent ASAP instead of showing the world that you care  nothing about any people of color!
1026618800668639239 2018-08-06 19:59:30 -0400 <NealixD> Sounds like @realDonaldTrump needs to realize he and other conservatives are going to be next to be shut out if these slimy leftist globalists can get away with this!
1026618797380313088 2018-08-06 19:59:29 -0400 <RobBroyer> @BlueRobotDesign @realDonaldTrump find a better place on earth Good Luck
1026618797069762560 2018-08-06 19:59:29 -0400 <VickiPage515> @Doug_Iles77 @realDonaldTrump ⚽️🏐⚽️🏐⚽️🏐
1026618794767052801 2018-08-06 19:59:28 -0400 <JulieM0rcombe> @thehill I just insult him back. @realDonaldTrump
1026618793840263169 2018-08-06 19:59:28 -0400 <DarwinZiegler1> @realDonaldTrump Greatest president  ever you rock
1026618793508962305 2018-08-06 19:59:28 -0400 <PhilipScottHul2> @B1B1ee @The_Trump_Train @realDonaldTrump I hate to burst your bubble but he was elected since he won more states in the electoral college and that is how our President is elected!
1026618792477159425 2018-08-06 19:59:28 -0400 <theresa_gavitt> @hardball @BasilSmikleJr I believe that it's course you are the racist.  #WakeUpPeople and please #WalkAway from this bullshit rhetoric.  They are trying to divide this country and #WeThePeople including @realDonaldTrump Are better than This propaganda @MSNBC is #EnemyToThePeople
1026618777750921216 2018-08-06 19:59:24 -0400 <TietzeSusan> @PalmerReport @realDonaldTrump That is very funny
1026618773174976515 2018-08-06 19:59:23 -0400 <catcall1> @realDonaldTrump ? for you. If Don Lemon @donlemoncnnnews is the dumbest man on television, how could he make @KingJames  look smart, if Lemon is so dumb? Contradiction here, bigly contradiction. Lemon is smart, and so is James. Mike likes Lebron James too.
1026618772226854912 2018-08-06 19:59:23 -0400 <subtlefemlt> @christyliane @judithravestein @tbfan585 @PolishPatryot @aliatra1968 @realDonaldTrump She’s on the right side, see her profile! 👍Judith
1026618770247299072 2018-08-06 19:59:23 -0400 <PatrioticUterus> I wish I had subpoena power.   I would subpoena the following, in no particular order:  1. @realDonaldTrump  2. ex-husband 3. Voldemort 4. Charlize Theron 5. 12th grade prom date - he knows what he did. 6. Ruth Bader Ginsberg, just to force her to lunch with me. 7. Voldemort
1026618766686384131 2018-08-06 19:59:22 -0400 <BTexino> @realDonaldTrump Lies
1026618765277052929 2018-08-06 19:59:21 -0400 <NolenLoyd> @LindseyGrahamSC @Josh_Kimbrell @realDonaldTrump Not interested
1026618764186603522 2018-08-06 19:59:21 -0400 <BrianCWinters> @TheRichieWilson @thegoldenscript @PattyHonkisz @realDonaldTrump Wow Richie that wasn’t nice.
1026618763074912256 2018-08-06 19:59:21 -0400 <MarilynBwell> @realDonaldTrump @IngrahamAngle The only thing that will make America great again is when you’re wearing an orange jumpsuit 💩😡
1026618757798670336 2018-08-06 19:59:20 -0400 <CNNSUCKSBIGLY> @JoeTalkShow @BarackObama @realDonaldTrump   https://t.co/9K05O8lzCR
1026618756745887745 2018-08-06 19:59:19 -0400 <Coquette1296> @realDonaldTrump It won’t stick DJT! You’ve been had!
1026618746314547200 2018-08-06 19:59:17 -0400 <RussLindgren1> @HollyRorie @realDonaldTrump Oh please.  What nonsense.
1026618743193890817 2018-08-06 19:59:16 -0400 <berkeleycosima> @POTUSPressPool @realDonaldTrump @juliemason @PhilipRucker A dirty window to be sure
1026618743164624896 2018-08-06 19:59:16 -0400 <Jansinclair9> @KatTheHammer1 @AnnaApp91838450 @Tweets4DJT @realDonaldTrump DONE!
1026618736621613057 2018-08-06 19:59:15 -0400 <Mr_Quagmire_USA> @realDonaldTrump   https://t.co/hsPkyvWjxu
1026618736051146752 2018-08-06 19:59:14 -0400 <JohnAda76480419> @FoxNews @Judgenap Wow! Fox to actually giving facts about @realDonaldTrump!
1026618734633525248 2018-08-06 19:59:14 -0400 <Prez_kd> @realDonaldTrump “shut up and watch.” @KingJames, You are a true Role Model.  The world needs more inspirational people like you, Thank you!
1026618724269338624 2018-08-06 19:59:12 -0400 <astorkinhand> @realDonaldTrump Time has come today. Resign and surrender to Federal Law Enforcement.
1026618723275132929 2018-08-06 19:59:11 -0400 <mochachipper> @realDonaldTrump ...how about your “Water Boys” in court today? 🤔  https://t.co/d2MfRN9MEX
1026618722352594944 2018-08-06 19:59:11 -0400 <irdaboss> @realDonaldTrump Hopefully he'll lose too now that you've endorsed him. Can't wait til November!! BLUE WAVE coming your way.
1026618722230960128 2018-08-06 19:59:11 -0400 <UltramanBG> Textbook racist. @realDonaldTrump #Hardball
1026618719223644161 2018-08-06 19:59:10 -0400 <AliciaWinski> @realDonaldTrump   https://t.co/oyCrgIeXZr
1026618718728740869 2018-08-06 19:59:10 -0400 <clemsontyger04> @JoeyNCochran @ClemsonColorado @realDonaldTrump All the indictments dont count? All the ties with Russia? I really thought you were smarter but you're toeing the party line now.
1026618718095388678 2018-08-06 19:59:10 -0400 <RbtGrey> Capitalizing "Law School" is conclusive proof that @realDonaldTrump got his hands on @RudyGiuliani phone.  This is what happens when you leave your phone unattended with children around, Rudy.
1026618717784825856 2018-08-06 19:59:10 -0400 <RyleeRa08738053> @TheGoodGodAbove @realDonaldTrump Truly the crime of the Century if not the history of America.
1026618713452175361 2018-08-06 19:59:09 -0400 <MarkWest1957> @realDonaldTrump   https://t.co/C4wvrwpeQf
1026618709832605696 2018-08-06 19:59:08 -0400 <AngusRockford> @realDonaldTrump FIRE BAD! ENVIRONMENTALISM REAL BAD! MY HALF-DEAD BRAIN REAL REAL BAD!  https://t.co/KrUXVS2Vqh
1026618709597663232 2018-08-06 19:59:08 -0400 <marisac721> @mikecrosby113 @DearAuntCrabby @realDonaldTrump It's hair art. Those hair dressers got mad skills
1026618709295554560 2018-08-06 19:59:08 -0400 <idacoll1> @TomShafShafer @realDonaldTrump @foxandfriends @PressSec All that’s in Steele Dossier are basically trump!
1026618709195075585 2018-08-06 19:59:08 -0400 <HipsterSmurf> I predict @realDonaldTrump conditions for Mueller meeting will be no questions on: collusion, meddling, high crimes, misdemeanors, low crimes, felonies, treason, "mainstream facts", wildfire management, water in general, and chess (in arbitrary dimensions)
1026618707542515712 2018-08-06 19:59:08 -0400 <perseusman> @realDonaldTrump How foolish to not recognize the climate change problem. You condemn us all. Shameful considering the  quality people around you.
1026618702299635713 2018-08-06 19:59:06 -0400 <aeanyc> @Montel_Williams @realDonaldTrump Sorry...but it’s actually in ALL of American history.
1026618702156972032 2018-08-06 19:59:06 -0400 <bj1012682> @almostjingo @AriMelber @MSNBC .@TheJusticeDept @realDonaldTrump @Jim_Jordan @RandPaul @ChuckGrassley @TGowdySC @LouieGohmertTX1 @RepMarkMeadows @SenatorIsakson @RepGoodlatte WTP r wonder'g-where is FULL INVESTIGATION N2 &amp; FORENSIC SINGLE AUDIT OF BILLION $$ Obama DoJ SLUSHFUND..any kickbacks, offshore accn'ts  https://t.co/m1bewDyEtg
1026618701527670784 2018-08-06 19:59:06 -0400 <dawsonmalibu> @realDonaldTrump Check out my recent books at Amazon books: JFK Jr Murdered by Dr Paul Dawson. Ted Bundy's Girls by Dr Paul Dawson. My Princess Diana Therapy Sessions by Dr Paul Dawson.
1026618699816546304 2018-08-06 19:59:06 -0400 <staywokemychild> @co_bernard @juan196765 @Montel_Williams @realDonaldTrump Why?
1026618697874644992 2018-08-06 19:59:05 -0400 <michaelrobida> @realDonaldTrump I have personally witnessed major growth in the steel industry. next door to where I work is a steel manufacturer whose experiencing major growth. the flat beds are coming and leaving at least three fold of what it was a year ago. a small sign that America is on the move again.
1026618696096251904 2018-08-06 19:59:05 -0400 <Bigjack34Jack> @realDonaldTrump No they don't. Stop lying
1026618695949475840 2018-08-06 19:59:05 -0400 <Breathe_FFS> @AdamParkhomenko @realDonaldTrump hey Donnie you have MERRY CHRISTMAS carolers singing at the house ...
1026618695467053062 2018-08-06 19:59:05 -0400 <apmastrangelo> @realDonaldTrump You clearly do not know a thing in relation to dealing with wild fires. @chucktodd @Acosta @JoeNBC @mitchellreports @ezraklein @FoxNews  @ABC @CBSNews
1026618694955421696 2018-08-06 19:59:05 -0400 <Bonnie1776> @realDonaldTrump is has not attempted any peace talks, or  a 2-State solution.  He supports Killer Netanyahu. #BDS
1026618693554524165 2018-08-06 19:59:04 -0400 <nursebeth1011> @realDonaldTrump I happen to think YOU are the most vicious and dangerous person on Earth.
1026618691411161089 2018-08-06 19:59:04 -0400 <mega80slover> @realDonaldTrump You can use our water from Flint that you still haven’t fixed.....
1026618691260112897 2018-08-06 19:59:04 -0400 <eyerighton18> @KingJames-@realDonaldTrump is the least racist person-not racist at all. Maybe U might want2look into your own hate which is pretty racist&amp; empowered by racist #Obama-it's not a 1 way street!UR a puppet following instructions-@POTUS reached out2 all-RU "told" NEVER 2 meet W/him?
1026618689792233472 2018-08-06 19:59:03 -0400 <coraljames> @realDonaldTrump The sooner you resign the happier everyone will be!! Quit bashing everyone but yourself.
1026618687011409921 2018-08-06 19:59:03 -0400 <datdiverdown> @real_bradspace @RKJ65 @babyjane8673 @realDonaldTrump People have differing opinions and we shouldnt attack them for it
1026618683156619264 2018-08-06 19:59:02 -0400 <ilovetervurens> @Lady_Star_Gem @realDonaldTrump Lebron James
1026618683051790336 2018-08-06 19:59:02 -0400 <JoseCor50922520> @realDonaldTrump An ounce of prevention.
1026618682368249857 2018-08-06 19:59:02 -0400 <AbnerTheGreat> @Jamesford66 @stephenasmith @realDonaldTrump @KingJames @POTUS The myth that republicans are good for the economy is ridiculous. 1 dem left a surplus the other dug us out of the worst economic disaster since the dust bowl. Bush left the economy in shambles and trump is already planning bailouts due to his terrible foreign policy.
1026618681835409408 2018-08-06 19:59:02 -0400 <RRKurz2> @OCgregSmith @MoNkEyReSisTs @realDonaldTrump What the hell do you think Trump is doing. You better get off Trump koolaid before it's too late!!
1026618679637762048 2018-08-06 19:59:01 -0400 <pinkmenacegrrl> @realDonaldTrump Didn’t you say that collusion isn’t a crime?
1026618678177984512 2018-08-06 19:59:01 -0400 <Wrath_of_Cath> @Arizona_momma @The_Trump_Train @realDonaldTrump   https://t.co/JvCHniV7yf
1026618676399808513 2018-08-06 19:59:00 -0400 <GenaRay18> @realDonaldTrump Ohio loves James, you just made the worst mistake by attacking James. Who is the dumb one now? Not even Melania can clean up your big messes! Sad!
1026618675611070464 2018-08-06 19:59:00 -0400 <clarkgal> @realDonaldTrump Stop spreading lies and conspiracy theories.  Firefighters have all the water they need and they have refuted your lies.  Climate change is responsible for fires.
