1079527552107073536 2018-12-30 18:59:59 -0400 <DwightMarshal19> @realDonaldTrump -62%
1079527492199874560 2018-12-30 18:59:45 -0400 <Mariysa1Mariysa> @gregmh5 @tedlieu @realDonaldTrump @POTUS Absolutely. We want boarder security not boarder wall.
1079527491453108224 2018-12-30 18:59:45 -0400 <twcarey> @livinezdon @realDonaldTrump @FLOTUS Too many to fit in a tweet. If you're unaware of them, that's your fault.   Bye.
1079527490261987328 2018-12-30 18:59:44 -0400 <GerryGannon> @realDonaldTrump You're going to jail
1079527489704214529 2018-12-30 18:59:44 -0400 <Christo56609537> @realDonaldTrump &amp; you have security @ the white house . So what!!!!!
1079527489121255424 2018-12-30 18:59:44 -0400 <Yankeeman2018> @realDonaldTrump When it the wall going to be built to keep Canadians out?
1079527486424317952 2018-12-30 18:59:44 -0400 <KarrieK817> Hey @realDonaldTrump - when are you going to put out your list of your favorite books that you have read in 2018?
1079527485790973952 2018-12-30 18:59:43 -0400 <MeganLeazes> @GOPChairwoman @realDonaldTrump And if you want that wall, better start calling Mexico.
1079527485539262469 2018-12-30 18:59:43 -0400 <Jacquel53746129> @AnthemRespect @realDonaldTrump All so true. People who live in it near one know.
1079527485316976640 2018-12-30 18:59:43 -0400 <mike_balzary> @SebGorka @realDonaldTrump Bush
1079527484305989632 2018-12-30 18:59:43 -0400 <cortesrelloe50> @realDonaldTrump Mexico already paid. Or so you said
1079527482733154304 2018-12-30 18:59:43 -0400 <alej7026244001> @JackHam38216180 @jeremymstamper @williamlegate @realDonaldTrump Remember when Obama and all dems wants this border security wall? What happened to them? Do they favor illegal aliens now over it's own citizen for the sake of votes and to stay in power? One is too many, don't you think?  https://t.co/cpuhoVWemu
1079527482280341504 2018-12-30 18:59:43 -0400 <pkentma> @realDonaldTrump You should see the walls they have around federal penitentiaries—  no, I mean, you actually should get to see them after you’re convicted for the cornucopia of treasonous acts you’ve committed.   #MuellerIsComing
1079527481831555073 2018-12-30 18:59:42 -0400 <PaulPNYC> @realDonaldTrump  https://t.co/RJWxjFUqZs
1079527480686309376 2018-12-30 18:59:42 -0400 <ingridnoelmc> @realDonaldTrump Yes we do!!
1079527479268835330 2018-12-30 18:59:42 -0400 <Ksdufty215> @hajomar_ahmad @LindseyGrahamSC @realDonaldTrump The US military and the US people stand with our Kurdish partners my hope is that this is a true statement, as a military family we felt our honor was betrayed it is our duty to protect those who protect ours. @DeptofDefense @thejointstaff Honor is everything @Amercans4YPG
1079527477792395264 2018-12-30 18:59:42 -0400 <TrumpismDaily> Somebody Make @realDonaldTrump a Deal that includes jumping off The George Washington Bridge Before The Other Guy,,, I think it’s truly that easy.... He’s a mark for himself!
1079527477284954115 2018-12-30 18:59:41 -0400 <thechaoticone> @realDonaldTrump  https://t.co/4IaieLU65m
1079527477213417472 2018-12-30 18:59:41 -0400 <hacheongleng> @Joe39783272 @realDonaldTrump Welcome. Comrades
1079527475972050944 2018-12-30 18:59:41 -0400 <jakoblampeolsen> @realDonaldTrump You recently visited American troops, who have all been fighting for human rights, just like the Mexicans are fighting for their own rights. Open your heart!
1079527474281762816 2018-12-30 18:59:41 -0400 <gin4646> @beachloving29 @Wolfiesmom @realDonaldTrump 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🇺🇸
1079527471647784961 2018-12-30 18:59:40 -0400 <Theresa62198390> @realDonaldTrump By the way Mr President watch g Atomic news video on U Tube about TSA and food stamps. Food stamps gives way too much money away per week to a family of four $640? My weekly budget is $60 for one. For four $200 here in Kentucky would be plenty. I would freak if I had $640 a week
1079527471203131393 2018-12-30 18:59:40 -0400 <CheetoMussolini> @realDonaldTrump Looking forward to seeing you imprisoned.
1079527471199019008 2018-12-30 18:59:40 -0400 <joanne29171891> @realDonaldTrump What a horrible thing to say
1079527470540472320 2018-12-30 18:59:40 -0400 <catintx17> @realDonaldTrump Seriously, Spanky ~ how many screws are loose in that melon if yours?
1079527468460060673 2018-12-30 18:59:39 -0400 <carollambert3> @RobertS94525971 @Sissy4Trump @Sekusa1 @chuckschumer @NancyPelosi @realDonaldTrump They extrapolated it, in NC they avg 18 rapes per month (216/yr) times 50 states (10,800). They estimate that is low across the USA because those are only the ones caught and most rape 2-3 children. Main point= ALL ARE PREVENTABLE, even if over a 10 year period, 1 is too many.
1079527467566751744 2018-12-30 18:59:39 -0400 <SecureMiddleGA> @lismiley1 @AndyOstroy @realDonaldTrump 1000 people were polled 150 chose the Obamas
1079527467046658048 2018-12-30 18:59:39 -0400 <thompson_leota> @DougLori @mitchellreports @LindseyGrahamSC @DanaBashCNN @realDonaldTrump Amen
1079527466719416320 2018-12-30 18:59:39 -0400 <ndesigner> @realDonaldTrump You're comparing a private property, with a citizen paying for their own home improvements to bilking the taxpayers for a border that does SQUAT for security?! You told your racist base that Mexico would pay for it. You're unhinged. #TrumpResign #TrumpShutdown #TrumpIsADisgrace  https://t.co/d5ZeAmMQSd
1079527466316648448 2018-12-30 18:59:39 -0400 <VSCarnival> @realDonaldTrump See, there is this thing called video...
1079527465897390080 2018-12-30 18:59:39 -0400 <Carmen23379700> @prozac_rocks @miamidecor @realDonaldTrump 😂😂😂😂😂
1079527464769122310 2018-12-30 18:59:38 -0400 <panb_mn> @realDonaldTrump LOL - That's the best you could come up with.  Give it up.
1079527464177680386 2018-12-30 18:59:38 -0400 <Lianar05> @realDonaldTrump We deserve the same! Fund the Wall!
1079527462231572480 2018-12-30 18:59:38 -0400 <jjnap22> @realDonaldTrump  https://t.co/KOFcarq7HZ
1079527460499156992 2018-12-30 18:59:37 -0400 <doricita99> @realDonaldTrump Wrong # sweetie the name is, #TrumpShutdown .
1079527459744301056 2018-12-30 18:59:37 -0400 <keithminessmac1> @realDonaldTrump I don’t see how people who have loads of money run around with armed guards and homes behind fences but they dont think the rest of the nation needs the same protection #borderprotectionisamust
1079527455197667329 2018-12-30 18:59:36 -0400 <SuttonWT> @AndyOstroy @realDonaldTrump Lol
1079527454820028416 2018-12-30 18:59:36 -0400 <3loudosboys> #emolumentsviolations AKA #BREAKINGTHELAW #CRIMINALITY #VIOLATINGHISOATH2USCONSTITUION. #DONTHECON #LYINDON #MOBBEDUPDOW #PUTINPUPPETDON #TRAITORDON @realdonaldtrump @SenateGOP @Housegop
1079527453285142536 2018-12-30 18:59:36 -0400 <thefrayground> @realDonaldTrump The White House doesn't have a wall. #SimpleDon
1079527451292823553 2018-12-30 18:59:35 -0400 <jenford> @realDonaldTrump STF UP, #NoWall
1079527450525220865 2018-12-30 18:59:35 -0400 <DrZaiustheDoc> @AGuyFromSV @williamlegate @realDonaldTrump Hahahahaha!  You...are...AN IDIOT!
1079527450361643008 2018-12-30 18:59:35 -0400 <ChrisTweets999> @SenGillibrand @realDonaldTrump Since when, in your world, did the Citizenry of the USA (you know, the people who pay taxes that make up your salary) get put at the bottom of the list of importance over illegal aliens, asylum seekers and anyone NOT a citizen??
1079527450344898561 2018-12-30 18:59:35 -0400 <MBonsario> @OMGno2trump Agree US needs slightly larger version of @BarackObama wall, but the wall should be built around you @realdonaldtrump. You sir pose an existential threat to us all. @NancyPelosi @SenSchumer @LindseyGrahamSC @robreiner @lawrence @vegasbanks #TrumpResign
1079527449132716034 2018-12-30 18:59:35 -0400 <GJacques2008> @rjoseph7777 @realDonaldTrump He's a metafart ...
1079527447979347968 2018-12-30 18:59:34 -0400 <yvonnasue> @mel4uofa @realDonaldTrump Trump is too busy running a country.  Why don't you try it?  I bet you eat your pets.
1079527444707606531 2018-12-30 18:59:34 -0400 <Hesaiddat> @AndyOstroy @realDonaldTrump #TDS
1079527444493860864 2018-12-30 18:59:34 -0400 <healingworks> @kitgruelle @SenWarren @realDonaldTrump  https://t.co/i07aifQfzB
1079527443847884802 2018-12-30 18:59:33 -0400 <jaccuse16> @LindseyGrahamSC @realDonaldTrump Seems like more mission creep.  Now our troops apparently are bodyguards for the Kurds and we're fighting Iran.  In other words we'll be in Syria for years to come.
1079527443172675584 2018-12-30 18:59:33 -0400 <HKrzyna> @realDonaldTrump  https://t.co/HdNnsgRDpo
1079527442920939522 2018-12-30 18:59:33 -0400 <adeus_pa> @badwolf70 @realDonaldTrump @DiamondandSilk Yeah and the Chinese population died of hard work and starving to make that. Sorry is not my dream. Also at the time there was no airplane..do you live in the 18th century?
1079527442467872769 2018-12-30 18:59:33 -0400 <Abe_Kampman> @realDonaldTrump your two obsessions in one tweet. this will be known as your wallboma tweet  https://t.co/7bS6vgl1Xe
1079527442404929536 2018-12-30 18:59:33 -0400 <cpkp1984> @TexasTrumpGal @NancyPelosi @realDonaldTrump @freedomcaucus you fail to realize who Trump is....
1079527441725620224 2018-12-30 18:59:33 -0400 <iam_sashapierce> @realDonaldTrump Don’t you worry you will get a wall....four nice walls in federal prison. #resign
1079527441411067905 2018-12-30 18:59:33 -0400 <HectorRay_> @ksa_jacob @realDonaldTrump Works for $1 and is not self serving like the Big O
1079527440848904193 2018-12-30 18:59:33 -0400 <Catalano2Mark> @realDonaldTrump That’s not a valid argument Trumpy. It’s apples to oranges.  Immigration has been a net negative since the Obama years. The wall is simply a fear component to get your base riled up. Most illegal immigrants over stay their visa. #NoWall #TrumpShutdown
1079527440077094912 2018-12-30 18:59:33 -0400 <nay_lancaster> @realDonaldTrump But shooting children in school isn’t something you need to address
1079527439632482304 2018-12-30 18:59:32 -0400 <sjkevans> @realDonaldTrump You said you proudly owned the shutdown. No one believes you now. You alone are responsible. Trump Shutdown!
1079527439213252611 2018-12-30 18:59:32 -0400 <Iggy954> @realDonaldTrump Don't worry, your post White House digs will include a guarded wall too. And bars, beautiful bars, totally necessary for our safety. You'll even get to stay orange too.
1079527437753475072 2018-12-30 18:59:32 -0400 <higgins_donna> @realDonaldTrump Actually it's 6ft but leave it to you to exaggerate. Pretty sure it's not security for  immigrants ,it's probably for privacy and security from your  batshit crazy supporters #NoWaterNoWall  #TrumpShutdown  #TrumpResign #fakepresident
1079527433341030401 2018-12-30 18:59:31 -0400 <christine_p_33> @chapdew @onthelookout41 @realDonaldTrump Like any expresident they are paid a pension. So u could say we paid 4 the toilet paper they wipe their butts with or their vacations blah blah. The fence was paid 4 by them with their pension. And a 10’ fence around a house is a little different than the wall trump wants.
1079527432489705472 2018-12-30 18:59:31 -0400 <MatienGarcia> @realDonaldTrump Build another wall of China type of construction, so everybody learns how foolish you area! A folly for the USA.
1079527430908329984 2018-12-30 18:59:30 -0400 <wackytweet> @realDonaldTrump The Obamas built the wall around their home in fear of the hatred that you have personally bestowed upon their family.
1079527430862372865 2018-12-30 18:59:30 -0400 <banan1234> @realDonaldTrump donald: If you want to speak English, you should be aware of the difference between singular and plural.  One person "has" something, while two persons, for example President Barack Obama and his wife, can "have" something.    Please find somebody to help you with this.
1079527430593769472 2018-12-30 18:59:30 -0400 <annstarrm> @delores_wetzel @realDonaldTrump @POTUS He just pulls these numbers out of his rear end...
1079527429478207491 2018-12-30 18:59:30 -0400 <TheIncognitoCat> @JoeSup77 @realDonaldTrump You know Trump is an elitist, right? He even said it at a rally. He has a gold toilet. The Obamas' don't have a gold toilet. I don't think. Mol. I know what you're trying to say he is saying.
1079527428748464128 2018-12-30 18:59:30 -0400 <ximmat> @realDonaldTrump  https://t.co/UofBtE8cmp
1079527428345626624 2018-12-30 18:59:30 -0400 <KSukoh> @RWPUSA @realDonaldTrump Then why is there so much debate????
1079527426516869120 2018-12-30 18:59:29 -0400 <TurtleAndBruno1> @realDonaldTrump The. Country. You. All. Love. 4. Some. A. Know. Reason ,in. My. Book. (. AUSTRALIA. ). Is. The. Best country. If. Any. Of. Used. What. Come. Over. 4. A. Great. Holiday. Or. 2. Live. So. Everybody. Start. 2. Think. Twice. If. All. Let. Donald. Trump. Do. What. He. What's with know
1079527426063880192 2018-12-30 18:59:29 -0400 <LasocaliHR> @realDonaldTrump You’d be smart not to ever mention poll numbers! 🙄 #TrumpShutdown
1079527423924932608 2018-12-30 18:59:29 -0400 <margie89120428> @coastal_hippie @TheMarkPantano @Ashley10688547 @realDonaldTrump They’re coming in somewhere.
1079527423912431616 2018-12-30 18:59:29 -0400 <RuthEllen429> @realDonaldTrump Liar liar liar
1079527423409078272 2018-12-30 18:59:29 -0400 <RomulusMagnelah> @realDonaldTrump ...So for training for the branches, too, nations with weapons/needs for them need to admit/discern how nations each value pseudo-positive, and social illusions, and delusions per all that private, and overt criminal enterprises, and branches individual, et cet--
1079527423388078086 2018-12-30 18:59:29 -0400 <valerie2588> @realDonaldTrump  https://t.co/T03dBtR2vb
1079527423341940739 2018-12-30 18:59:29 -0400 <MatriarchIT> @AnthonyCousins7 @ThePresObama @travel @realDonaldTrump @NRA We don't excuse bad behavior by pointing to other bad behavior( should have learned that in kindergarten)
1079527420993118210 2018-12-30 18:59:28 -0400 <TGFRANCIS1> @realDonaldTrump #Trumpshutdown
1079527420640645120 2018-12-30 18:59:28 -0400 <Recordman57> @cldavis027 @Lynnj9798 @realDonaldTrump Another freshly stolen account
1079527420061863936 2018-12-30 18:59:28 -0400 <otiose94> #uspoli @realDonaldTrump Everywhere BUT the Pussy via @Otiose94   https://t.co/1d0spIbQsQ  #auspol #maga  https://t.co/PKOPPpMF3i
1079527418979700736 2018-12-30 18:59:27 -0400 <TFProleteriat> How bout if @realDonaldTrump Builds half of the wall with his two hands and no help, the other half gets paid for? Trump aides call on Democrats to make counteroffer on shutdown  https://t.co/w2547nze4i via @Yahoo
1079527418006827008 2018-12-30 18:59:27 -0400 <MichaelBConway1> @realDonaldTrump  https://t.co/jOQ0vRT1oB
1079527417339887617 2018-12-30 18:59:27 -0400 <eddie_collierx4> @alwayscnadian @realDonaldTrump Can't read
1079527416454762496 2018-12-30 18:59:27 -0400 <manteifan> @realDonaldTrump It is crazy how you lie day after day. When we have recorded proof you were taking responsibility for this. Do you really think that your base is so stupid or insane that they can't remember your words?
1079527415397957635 2018-12-30 18:59:27 -0400 <Jess_Roadhouse> @realDonaldTrump  https://t.co/Y0wkdjx0aI
1079527415364251650 2018-12-30 18:59:27 -0400 <johnny_divot> @ProudResister @realDonaldTrump Don’t forget about the midterm middle class tax cut lie...
1079527415058055168 2018-12-30 18:59:27 -0400 <writerunplay> @LindseyGrahamSC @realDonaldTrump HAHAHAHAHAHAHAHAHA!
1079527413841887232 2018-12-30 18:59:26 -0400 <Rhondasdlh> @realDonaldTrump Yes America does need a wall for safety
1079527413443383296 2018-12-30 18:59:26 -0400 <LaniMills> @realDonaldTrump So put it around Canada too
1079527413363687425 2018-12-30 18:59:26 -0400 <AnotherNunesCow> @OM33127324 @AndyOstroy @realDonaldTrump The Obamas wanted a wall for their privacy &amp; security around their own personal property. They paid to have a wall built. I didn’t pay, you didn’t pay. Majority of Americans don’t want a useless border wall &amp; won’t foot the bill for it. Donald wants a wall, let Donald pay for it.
1079527410075398144 2018-12-30 18:59:25 -0400 <Tut35406670> @factsnlogic2 @daedwa2018 @Michaelsully @realDonaldTrump @FoxNews Remember those corporate tax cuts? How 80% of those comps &amp; corps used those tax cuts for stock BuyBacks &amp; to give money to their shareholders instead of giving it in pay raises or bonuses to their employees? I applaud the comps who did filter some of that $ to their employees.
1079527408091516929 2018-12-30 18:59:25 -0400 <BigTexasSkyBlue> @coc5055 @realDonaldTrump Get going then. But I’m not paying you just FYI.
1079527407189663744 2018-12-30 18:59:25 -0400 <Pattmandhu> I'm going to try to be nice to everyone in the New Year so this could be my last opportunity to say that @realDonaldTrump is a racist, misogynistic arsehole disgrace to the USA💚
1079527405470052352 2018-12-30 18:59:24 -0400 <BeBraveUP> @SenFeinstein We pay y'all to fix this shit.  @realDonaldTrump included.  #MakeItWork people!
1079527405335863296 2018-12-30 18:59:24 -0400 <VinceNatale> @TheOnlyEdAsner @teddyeddyo @realDonaldTrump Graham’s conscience passed away with @SenJohnMcCain
1079527403314184192 2018-12-30 18:59:24 -0400 <asmaquaw> @realDonaldTrump  https://t.co/aBdUJqw5DW
1079527402374606848 2018-12-30 18:59:24 -0400 <55andwhat> @zzcmathe @realDonaldTrump Trump is crazy
1079527401506463746 2018-12-30 18:59:23 -0400 <KY_girl_in_TX> @realDonaldTrump Did Mexico pay for their wall? 😂
1079527399585271810 2018-12-30 18:59:23 -0400 <steve0296> @realDonaldTrump Obamas probably have valid immigration documents for everyone who works there. You might want to try, hypocrite-in-chief! #TrumpResign
1079527399321227264 2018-12-30 18:59:23 -0400 <Annanondra> @realDonaldTrump Yes because it’s a small estate and no one is going in there on an airplane...  your border wall will do nothing to stop illegals who FLY in on valid visas and never leave... if you are that worried about border security why no wall for Canada?  Hmmm?
