1098734109357236225 2019-02-21 18:59:59 -0400 <PunkerWood> @realDonaldTrump @POTUS stop listening to your son-in-law
1098734093653557248 2019-02-21 18:59:56 -0400 <StevenPoppe1> @TheSixthChicken @breadj @SpeakerPelosi @realDonaldTrump The fact that he never held a political office and certainly landing the top job, I give him more latitude and ignor some of his excessive adjectives and chest pounding rhetoric. The second term should be better...
1098734093464940546 2019-02-21 18:59:56 -0400 <mrebeccapowers4> @TheDemCoalition @realDonaldTrump No mention of @AlanDersh or @realDonaldTrump being invited guests to rape young girls? Why not?!?!
1098734091741159424 2019-02-21 18:59:55 -0400 <DotCalmsshadow> @AngryVet7 @realDonaldTrump #TrumpIsTheEndarkenment
1098734088414998528 2019-02-21 18:59:54 -0400 <SurrealRichardB> @SheriffClarke This is what @realDonaldTrump said about the Jussie Smollett incident when it first occurred:            “That I can tell you is horrible,” Trump said. “I’ve seen it. Last night. It’s horrible. Doesn’t get worse.”  #fakesherif #jussiesmollett
1098734087991382017 2019-02-21 18:59:54 -0400 <mesa0001> @TalbertSwan @EdKrassen @realDonaldTrump @KrassenCast IF you're a man of God, Bishop, then shame on you
1098734087244795904 2019-02-21 18:59:54 -0400 <8crazymomma57> @idahotammy @Lrihendry @realDonaldTrump @foxandfriends what would they be without illegals? Like the south after the civil war, broken.
1098734085462200321 2019-02-21 18:59:54 -0400 <Thegayest> @RainyDayPeople5 @thecjpearson @JussieSmollett @realDonaldTrump U are 100% right but the guy whose post we are commenting under does make it that way. And the other comments are that way. He really is a disappointment (Jussie). He really makes life hard for real survivors. Tons on this post act like there are no victims
1098734082685579265 2019-02-21 18:59:53 -0400 <JC20204> @555esa @MomsDemand #EnforceTheLaw #Walkaway #WakeUpAmerica #SecondAmendment #Selfdefense #Rights #GunReform #GunSense #2A #TheResistance #Democrats #GunControl #GunViolence #GunControlNow #GunBan @realDonaldTrump #GunReformNow #FBR #Resist #GOP #CommonSenseCriminals #NRA #NotAboutGuns  https://t.co/Hs93XGGo5T
1098734080424923139 2019-02-21 18:59:52 -0400 <talulah_one> @GOP @realDonaldTrump  https://t.co/3639naKK32
1098734078545690626 2019-02-21 18:59:52 -0400 <BPNave> @realDonaldTrump .....something that is so obviously the future of Pokémon. I want the Pokémon Company to win through Battling, not by hiding currently more advanced Generations. It must always be The Very Best in everything it does, especially when it comes to the very exciting world of Pokémon!
1098734077614579713 2019-02-21 18:59:52 -0400 <Raymond42566824> @SpeakerPelosi @realDonaldTrump Keep this moving and let's see if we can get a veto majority behind this.
1098734076297662464 2019-02-21 18:59:51 -0400 <tpsicoo> @MacEnvy @realDonaldTrump Thank you.
1098734075169460225 2019-02-21 18:59:51 -0400 <stallard_chad> @RyanHillMI @realDonaldTrump @JussieSmollett You can not pin that on him fake news
1098734072753344513 2019-02-21 18:59:51 -0400 <jam4821> @jkg_kazi @Devin_Patrick_ @Abdul_616 @mmpadellan @realDonaldTrump @JussieSmollett How are you going to use a logical fallacy and label another group as idiots? That is an oxymoron at best. Try refraining from posting anymore obtuse comments.
1098734072703012864 2019-02-21 18:59:51 -0400 <czbud2> @mmpadellan @realDonaldTrump @JussieSmollett . . . "All that anger, . . .   WILL eat you up inside,  Time to get down  to the heart of the matter        your will's get WEAK And your thoughts get scattered"  PROVES . . . your, Excessive, Compulsive, Bipolar, Manic depressant         YOU in a NUTSHELL
1098734068995420160 2019-02-21 18:59:50 -0400 <magimarin> Q humanista es la Revolución Bolivariana! siempre ayudando a los Pueblos dl mundo  A pesar d la guerra económica  Ponte a llorar @jguaido @IvanDuque @realDonaldTrump el contragolpe ES CONTUNDENTE  salieron cientos d gandolas a la frontera para ayudar a miles de pobres en Cúcuta  https://t.co/OL4KWXOgEi
1098734068403965959 2019-02-21 18:59:50 -0400 <urbansimian> @RollinBaxter @R0zzyB0wden @Maelie124 @RealCandaceO @realDonaldTrump @SpeakerPelosi And now we get to the part where you want to hit on me and be my "friend".  It's really disappointing that y'all are this predictable. Everyone on my TL has seen this exact conversation 1000 times. Y'all really are NPCs.
1098734066583592960 2019-02-21 18:59:49 -0400 <deepwater1> @realDonaldTrump @FoxNews it's all so unfair.....little donnieboy
1098734066143244288 2019-02-21 18:59:49 -0400 <zXSwordXz> @JeffreyGuterman @realDonaldTrump You need to educate yourself. It is not his hate that is radicalized people. It the rhetoric coming from the democrats.
1098734065417478145 2019-02-21 18:59:49 -0400 <ktkeeresists> @realDonaldTrump You're usual Twitter template. Strong on blah, blah, blah, blah.
1098734065098715136 2019-02-21 18:59:49 -0400 <SantaFeChar> @realDonaldTrump After what you've done to destroy America it's going to be a real struggle to make it great again, but as soon as we can get rid of you we will be on our way to recovering our greatness.
1098734064188690432 2019-02-21 18:59:49 -0400 <kalhana> @realDonaldTrump Time for change. Refurbish Republican party top to bottom. @GOP @VP
1098734063588765696 2019-02-21 18:59:48 -0400 <Darth_Anarchist> @KamranS98354643 @realDonaldTrump Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels Tunnels
1098734060720087040 2019-02-21 18:59:48 -0400 <RUBIOSURGING> @vulcanelf @AgentHotep I suspect you are an abortion lover! I was born disabled and the liberals want to kill people like me! You are trendy fake! @vulcanelf @realDonaldTrump has done nothing wrong but you lot will pay in the afterlife!  WE ALL DESERVE A CHANCE TO LIVE!!!!!!!
1098734059755372544 2019-02-21 18:59:47 -0400 <JagVaillant> @EdKrassen @realDonaldTrump Yes, the American dream, screw everybody including your family including mom &amp; dad as long as you make money. Don’t work in cooperation with other country attitude to advance World technology, be American narcisist conceded!
1098734057368707072 2019-02-21 18:59:47 -0400 <timbolton480> @freefaln94 @krassenstein @realDonaldTrump In case this wasn’t obvious I am being sarcastic
1098734057016438784 2019-02-21 18:59:47 -0400 <MB3252> @tweetmommybop @JoaniSparkles @realDonaldTrump @JussieSmollett jessie will go to jail and Roger Stone won't go to jail  -
1098734056961990657 2019-02-21 18:59:47 -0400 <Danny_Perry> @brandy_mancari @mariadestrella @NorahODonnell @kevincorke @ScottPelley @60Minutes @FoxNews @KellyannePolls @realDonaldTrump We Already know about collusion &amp; obstruction. Read previous tweets. Also, Trump has been identified as an unindicted co-conspirator in Cohen case and would be in prison now if he wasn’t in office. Barr not allowing Congress and Americans to see Mueller report is his only hope.
1098734055988908032 2019-02-21 18:59:47 -0400 <SharronWhelan> @RyanHillMI @realDonaldTrump @JussieSmollett She does ask a lot of stupid questions
1098734055531732992 2019-02-21 18:59:46 -0400 <Texan88A> @realDonaldTrump @seanhannity @CNN @ABC @nbc @CBS @SpeakerPelosi @BretBaier @HassanShibly hey U  #shittlylower on other note I do fully support bringing all terrorists back  USA ONLY IF THEY ARE SOLD 2 PEOPLE 4 LIVE TARGET PRACTICE ONCE THEY ARE GIVEN DEATH PENALTY. I m a MUSLIM.
1098734054931947521 2019-02-21 18:59:46 -0400 <brandijabt69> @Maggieb1B @Lady_Vi_2U @realDonaldTrump @ChrisRowland9 @hogmania2 @Fight4Trump2020 @NationalistCody @JohnnyB371 Amen!
1098734051006054400 2019-02-21 18:59:45 -0400 <interwebCheese> @AnacVentilari @ida_skibenes @realDonaldTrump @JussieSmollett 💩
1098734049886130176 2019-02-21 18:59:45 -0400 <AmyKolbTucker> @realDonaldTrump @JussieSmollett What Jussie Smollett did was horrendous and, sadly, has clouded the efforts of millions of people acting in good faith to address the systemic racism of your administration. What you say and do every single day is beyond horrendous.
1098734048443289601 2019-02-21 18:59:45 -0400 <iziiedawg> @realDonaldTrump Agree
1098734047784849408 2019-02-21 18:59:45 -0400 <AlexTor61387927> @DasIstFalsh @realDonaldTrump Keep doing the good work for us The American people not for traitors or fake nees or deep state, or corrupts minios or dividers or traitors. WE ARE SO PROUD OF YA... PRESIDENT DONALD J. TRUMP⚔️🇺🇸⚔️🇺🇸⚔️🇺🇸⚔️🇺🇸
1098734047784828930 2019-02-21 18:59:45 -0400 <loondale> @BillC1965 @HillaryClinton @JohnBrennan @Comey @AGLynch @EricHolder @TheJusticeDept @FBI @realDonaldTrump @POTUS Time to take some screen grabs of the snowflakes bellowing their nonsense.
1098734046480347136 2019-02-21 18:59:44 -0400 <shiningcity1776> I've never voted for Mark Warner her in Virginia, but he's right.  All unclassified portions of the Mueller Report MUST be released.  The public has a right to know.  @realDonaldTrump
1098734045842702341 2019-02-21 18:59:44 -0400 <Dudefrom619> @realDonaldTrump @JussieSmollett #Pot and #kettle. Seems like I remember an old saying that would fit here. Hmm....
1098734042860535808 2019-02-21 18:59:43 -0400 <JanetteBlack13> @realDonaldTrump @FoxNews  https://t.co/hTX1xCv8MB
1098734042424455168 2019-02-21 18:59:43 -0400 <VeronicaGuidry> @thehill @realDonaldTrump @Stop_Trump20
1098734037563330560 2019-02-21 18:59:42 -0400 <mav4fun> Yet another @realDonaldTrump cabinet member involved in corruption.  #surprise #notreally
1098734037475225600 2019-02-21 18:59:42 -0400 <DemUntil> @DavidWohl @JussieSmollett @realDonaldTrump  https://t.co/agi9j2PxEC
1098734037152264193 2019-02-21 18:59:42 -0400 <sugarshack30> @realDonaldTrump how is this MAGA...?
1098734029409378304 2019-02-21 18:59:40 -0400 <FiberBeing> Acosta needs to be in jail along with Epstein and all other Perps. Pretty sure ⁦@realDonaldTrump partied hearty with Epstein.⁩  Judge rules federal prosecutors broke law in Jeffrey Epstein case | TheHill  https://t.co/IIQzo9zGNN
1098734029065596928 2019-02-21 18:59:40 -0400 <jarue369> @LouisMcFadden8 @realDonaldTrump @operahovse I like.
1098734027614416898 2019-02-21 18:59:40 -0400 <elaine_marieg> @realDonaldTrump @JussieSmollett Takes one to know one. (Liar)
1098734024909119488 2019-02-21 18:59:39 -0400 <FarRightofLeft_> @realDonaldTrump @JussieSmollett @POTUS To find out for sure, let's ask Brian Williams; certainly he saw something  #JussieSmolettHoax #FakeHateCrime  https://t.co/WAiKZqqhJx
1098734020035108864 2019-02-21 18:59:38 -0400 <gramophoneman> @realDonaldTrump  https://t.co/ynVqtTcrz8
1098734019880124416 2019-02-21 18:59:38 -0400 <NopeyaDope> @MichaelRapaport @realDonaldTrump @JussieSmollett I don’t even know if this tweet is English.
1098734018814590976 2019-02-21 18:59:38 -0400 <billadler> @realDonaldTrump America's gravest threats come from within. And not a peep about them by Trump.    https://t.co/GTunns36fN
1098734017636114439 2019-02-21 18:59:37 -0400 <steveken> Hey, @realDonaldTrump @jeffsessions @VPMikePence, fuck all of y’all!!! THIS should NEVER be happening to a defenseless child! I hope ALL of your children and grandchildren are ripped from their families and subjected to this TORTURE!! YOU ARE TERRORISTS!!!
1098734014431707136 2019-02-21 18:59:37 -0400 <darthwager> @Anti_JOAT @ChatByCC @realDonaldTrump To just Google operation mockingbird you need me to do your research for you? Do your own research and stop watching that filth you'll be surprised what you learn. The main thing you should take away is that they're all lying to you.
1098734012506419200 2019-02-21 18:59:36 -0400 <SeahawksVOL> @mmpadellan @realDonaldTrump @JussieSmollett Hahahaha, u guys are too much man.
1098734011940245504 2019-02-21 18:59:36 -0400 <shaun_terrell> @white_cfemwhite @870South @edrose4769 @realDonaldTrump In your dreams.
1098734011835445248 2019-02-21 18:59:36 -0400 <jordanaugusttt> @realDonaldTrump Fucking legend.  I knew you cared about the gaming community. Hit me up @realDonaldTrump if you wanna run some apex fam
1098734009255903232 2019-02-21 18:59:35 -0400 <LallyRay> Shocking!  @CNN and @MSNBC aren’t covering the amazing speech at the @WhiteHouse reception for Black History Month. @OANN #BlackHistoryMonth2019 #maga @realDonaldTrump @DonaldJTrumpJr @JackPosobiec  https://t.co/Z3qx5d5Bdj
1098734008798711808 2019-02-21 18:59:35 -0400 <BookshopMike> @realDonaldTrump @Robbo1992x Course it is
1098734007028801536 2019-02-21 18:59:35 -0400 <FemaleVote> @JolleyTm @TheRynheart @realDonaldTrump No, the DNC wants to stick their nose into every facet of people's lives . . . guaranteeing vacation, "appropriate" food, paycheck when they refuse to work, while outlawing plastic straws, etc. Republicans want Americans to take responsibility for themselves &amp; their families.
1098734006525411329 2019-02-21 18:59:35 -0400 <Bobvarela> @MrTonitas @realDonaldTrump  2020 yes.  Jiji
1098734005116112896 2019-02-21 18:59:34 -0400 <helloQat> #cnn #msm #vaxwoke #realfacts @realDonaldTrump @FLOTUS    https://t.co/RXTv7sqA0Z
1098734005107781637 2019-02-21 18:59:34 -0400 <WmWallace1911> @wolfblitzer @CNN Give it a fucking rest, it's over, it's a joke ............. What are you idiots going to report on after Mueller's witch hunt is over ?????? #MAGA @mrctv @foxandfriends @NdosSantosCNN "Sources and anonymous sources" ??? @nytimes @realDonaldTrump @DonaldJTrumpJr  https://t.co/5H6zorF3H0
1098734002125590528 2019-02-21 18:59:34 -0400 <jorgemcym> @fisgonmonero @realDonaldTrump Ummm
1098734000695169024 2019-02-21 18:59:33 -0400 <chewinglass> @RutherfordRocks @BarackObama @realDonaldTrump @SchittsCreek What I don’t get and will@never forgive are voters who voted for #obama THEN voted for #trump #nuts
1098734000464633856 2019-02-21 18:59:33 -0400 <teal1247s> @Fahrenthold @realDonaldTrump I guess he just had to settle for being potus
1098734000087064577 2019-02-21 18:59:33 -0400 <wowmommy33> @realDonaldTrump Where's the outrage!?!? These are your supporters #ImpeachTrump  https://t.co/vQ3zTzZLUz
1098733999910838273 2019-02-21 18:59:33 -0400 <1mimi4ever> @trump_insanity @realDonaldTrump We are experiencing it and we have never had this before. Now when things suck the moniker it's Trump... Will replace "it's fvc*Ed"
1098733998694637568 2019-02-21 18:59:33 -0400 <melvinroach> @realDonaldTrump Putin just threatened America. What are you going to do about it?  https://t.co/uja3TzRwkY
1098733997071519744 2019-02-21 18:59:33 -0400 <Nori_NYC> @tklowenstein @SardonicLeftie @iamtheushi @ironstowe @TravisRuger @SallyAlbright @TrumpMuv2Russia @u4eahh @mobygrapefan @DMansini @allinwithchris @BernieSanders @ewarren @realDonaldTrump HRC cares about environment is a myth. She worked with oil compnies to spread fracking across the globe. Just caz she's better at faking to the Americans, primarily bu doing stuff outside of the country, doens't make her any better. Environment has no borders
1098733996932980738 2019-02-21 18:59:33 -0400 <patsyrass> @GeraldoRivera @realDonaldTrump I really don’t know what to think about this I’m just In shock
1098733990738096128 2019-02-21 18:59:31 -0400 <kidjack51> @ProudResister @realDonaldTrump Horrible comments! Thank you for being a better man and patriot than those that respond to you with hate and corrupt morality. I appreciate you! Thanks for all you do!
1098733988611387392 2019-02-21 18:59:31 -0400 <ChristinaStock1> @realDonaldTrump No one, except maybe Cornyn's family, gives a damn.
1098733988057735169 2019-02-21 18:59:30 -0400 <steal_wheat34> Thanks @realDonaldTrump after the Obama years I never thought I'd see gas under $2.00 a gallon  https://t.co/tDcqcAi9u3
1098733987541991425 2019-02-21 18:59:30 -0400 <PaigeLyall> @gretl08 @ida_skibenes @realDonaldTrump @JussieSmollett Hasson added, “No way to counteract without violence. It should push for more crack down bringing more people to our side. Much blood will have to be spilled to get whitey off the couch. For some no amount of blood will be enough. They will die as will the traitors who actively
1098733987353243649 2019-02-21 18:59:30 -0400 <Arriadna> You like crab cakes @realDonaldTrump ?
1098733986598277120 2019-02-21 18:59:30 -0400 <jarue369> @BstKidEva @realDonaldTrump No clue. It reminds me of the fake news a few weeks ago about installing 5G in space. @LionelMedia was pushing it. 5G is a short-range burstable technology. Trees are an issue. It makes no sense.
1098733985755066368 2019-02-21 18:59:30 -0400 <St8kout1> @realDonaldTrump @JussieSmollett  https://t.co/Uqbhsl737J
1098733984538861568 2019-02-21 18:59:30 -0400 <trump_stain> @realDonaldTrump #liar #liar  #liar  #liar #liar  #liar #liar  #liar #liar  #liar  #liar #liar  #liar #liar  #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar
1098733984224329729 2019-02-21 18:59:29 -0400 <cheryljansen3> @SpeakerPelosi @realDonaldTrump Why are you so against protecting the American people?
1098733981233790976 2019-02-21 18:59:29 -0400 <Maelie124> @RollinBaxter @urbansimian @R0zzyB0wden @RealCandaceO @realDonaldTrump @SpeakerPelosi Keep going  https://t.co/fZKX4tvEBQ
1098733977307799552 2019-02-21 18:59:28 -0400 <ctwilken> @realDonaldTrump @JussieSmollett We just hope this does not trigger another fabricated National Emergency declaration.
1098733977270050816 2019-02-21 18:59:28 -0400 <Wenfo_Song> @realDonaldTrump Lee Hsien Loong, Xi Jinping, Justin Trudeau, Donald Trump, Gavin Newsom and Darrell Steinberg: You can work in concert to censor and kill my inconvenient truth; however, truth never dies.
1098733976867487745 2019-02-21 18:59:28 -0400 <agentorangeskin> @j_hoffy337 @EdKrassen @realDonaldTrump Nope.
1098733973763551232 2019-02-21 18:59:27 -0400 <mcmaiola> @realDonaldTrump  https://t.co/dLIFVvO7Ur
1098733973335887872 2019-02-21 18:59:27 -0400 <GinaMarieMyers> My son Nickolas (who is 6)just informed me that he knows Donald Trump’s phone number. He says  he tells him “your momma” jokes 😂@realDonaldTrump
1098733972517986309 2019-02-21 18:59:27 -0400 <William28918501> @realDonaldTrump  I don't agree with YOU about many things.  But I am certainly not perfect either.  I Love your idea of 5 G...or even 6 G. Cellphone technology.  You are absolutely right about that.  I want You to ALWAYS remember....The United States of America is the greatest
1098733971079290880 2019-02-21 18:59:26 -0400 <1pegret> @lilbabydreamr18 @RomeoIIIV @AngeloRayGomez @DonaldJTrumpJr @johncardillo @realDonaldTrump So because we didn’t stop discriminating against trans people until 2016, we should go back to discriminating against them now? No. No, we should not.  And you are incorrect. They are banned from enlisting during and after transition.
1098733970957717520 2019-02-21 18:59:26 -0400 <stallard_chad> @RyanHillMI @realDonaldTrump @JussieSmollett Like they haven't tried to humiliate him eye for an eye remember or do you not believe in that
1098733968625549312 2019-02-21 18:59:26 -0400 <JanetteBlack13> @realDonaldTrump  https://t.co/yXzb0s1ucg
1098733967962861568 2019-02-21 18:59:26 -0400 <LionHunterMusic> @PostRoz @jkbjournalist Finally!  The day of reckoning is coming for Epstein, @realDonaldTrump &amp; @AlanDersh.  https://t.co/siQllgzKDs
1098733967044276224 2019-02-21 18:59:25 -0400 <greedyone48> @realDonaldTrump Nobody with sense is listening to you
1098733964548804608 2019-02-21 18:59:25 -0400 <zoiepalmerfan> @AppSame @realDonaldTrump @JussieSmollett How about all the people Donald Trump has verbally abused sue his fat ass? His hateful rhetoric has caused hate crimes to sky rocket since he stole the election!
1098733964439810048 2019-02-21 18:59:25 -0400 <MLontheline> American Patriots are tired of #chemtrails , weaponized  #WeatherModification , #DEW, #GMOs in our food, f**ked up healthcare systems , crooked institutions , and now @realDonaldTrump @IvankaTrump are advocating for #5G massive radiation-severe health risk @IPOT1776 @SGTreport
1098733963298910208 2019-02-21 18:59:24 -0400 <hoff1209> @realDonaldTrump @JussieSmollett You know the old saying It takes one to know one....
1098733962317438976 2019-02-21 18:59:24 -0400 <aleman009> Pq es algo tan malo ser latino y simpatizar por @realDonaldTrump entre los latinos que vivimos en los EEUU? A mi no me molesta que ustedes sean demócratas ¿pq no pueden respetar? @Univision y @Telemundo los tienen bien amaestrados a muchos de ustedes.  Smh 🤦🏽‍♂️
1098733962262921222 2019-02-21 18:59:24 -0400 <PJS18463750> @ScottPresler @livinablesdlife @outmagazine @mathewrodriguez @realDonaldTrump @RichardGrenell Iran is barbaric, backward, and extremely dangerous.
1098733961755254784 2019-02-21 18:59:24 -0400 <polyestercarrot> @maddow Potential co-defendents like .@realDonaldTrump.
1098733960064974848 2019-02-21 18:59:24 -0400 <Deborah92090> @realDonaldTrump @JussieSmollett #JussieSmollettisaracist
1098733959188365313 2019-02-21 18:59:24 -0400 <geoffneale8> @TinoAsprilla7 @franifio @realDonaldTrump @JussieSmollett Lol.  What has happened besides a bunch of weirdos trying to find clues in secret hand gestures and hidden codes in tweets   TRUST THE PLAN WIGGAWAGGA!!  I hope you find the help you need. :(
1098733957737267202 2019-02-21 18:59:23 -0400 <renee3147> @MKGenest I think @realDonaldTrump and  many of his Administration have received money from the Russians in exchange for favors and influence within our country. Lifting sanctions is an example. You scratch my back and I  will scratch yours. #RussianAsset
1098733957561180160 2019-02-21 18:59:23 -0400 <rmo3389> @Rbright516 @Abdul_616 @mmpadellan @realDonaldTrump @JussieSmollett What would someone innocent of gotten if they got picked up for these horrible thing Jussie claimed?
1098733955795374080 2019-02-21 18:59:23 -0400 <autumnL64445977> @realDonaldTrump
1098733955258421253 2019-02-21 18:59:23 -0400 <CarazoVa> @medeabenjamin Have you been in VENEZUELA? Do you really know what's happening? Guess you think there a coup in process because you don't like @realDonaldTrump ? Do you really defend human rights? You don't care VENEZUELA, you don't care human rights...you just hate Trump. Let's face it.
1098733955120070656 2019-02-21 18:59:23 -0400 <hitmeister1> @Abdul_616 @mmpadellan @realDonaldTrump @JussieSmollett  https://t.co/jBYQc9NqBI
1098733953912066048 2019-02-21 18:59:22 -0400 <MichaelBourdea5> @POTUS @realDonaldTrump
1098733952502763520 2019-02-21 18:59:22 -0400 <ted_rood> @jaredbkeller I'd say this is going to undermine @realDonaldTrump credibility, but he hasn't had any for years......
1098733950711881728 2019-02-21 18:59:21 -0400 <Seb_Aguanno> @YvonneSauger @DonaldJTrumpJr @realDonaldTrump If you like 60s music, follow me on Spotify! I'll be adding new songs every day! A Trip To The Sixties: 60s Psychedelic Music  https://t.co/1aEjc9Dpin #Spotify
1098733950220914688 2019-02-21 18:59:21 -0400 <lucia_lefay> @realDonaldTrump Awwww. He's watching commwerwcials. So cute...
1098733949768163328 2019-02-21 18:59:21 -0400 <KathrynFLA> @realDonaldTrump @JussieSmollett YOU really said that.  I have never been so discussed by anyone as I am you.
1098733949034086401 2019-02-21 18:59:21 -0400 <pmmich> @realDonaldTrump Democratic senators have done an outstanding job for the people of USA.  THEY ARE strong on Crime, the Border, the Second Amendment and loves our Military and Vets. THEY have my complete and total endorsement. TAKE BACK AMERICA !
1098733948291768321 2019-02-21 18:59:21 -0400 <JulieTweeters21> @realAliTweets @realDonaldTrump @rexrode_lisa #Epstein Jeffrey Epstein
1098733947327053825 2019-02-21 18:59:21 -0400 <sam57444239> @realDonaldTrump # Finish the wall
1098733947247382529 2019-02-21 18:59:21 -0400 <trump_stain> @realDonaldTrump #liar #liar  #liar  #liar #liar  #liar #liar  #liar #liar  #liar  #liar #liar  #liar #liar  #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar #liar #liar  #liar  #liar #liar  #liar #liar
1098733946509119488 2019-02-21 18:59:20 -0400 <mfuhrman1> @jkbjournalist And how involved were @realDonaldTrump &amp; @AlanDersh in those perverted fun &amp; games?
1098733941182349319 2019-02-21 18:59:19 -0400 <DotCalmsshadow> @MuricaY @realDonaldTrump Wall and coal. So apparently the only tech @potus @realdonaldtrump knows is hundred- and thousand-year-old four-letter-word technologies ending in the letter “l.” #RepublicansCantTech
1098733939877953542 2019-02-21 18:59:19 -0400 <Frances63919915> @realDonaldTrump I want, I want, I want.... Give me, give me, give me.. Mine, mine, mine.... If someone doesn’t give me 6G and give it to me right now I will throw a big fit, call everyone names, make fun of the news and have my red hats beat you up!!!!! Make it 7G!!!!!!
1098733937394741249 2019-02-21 18:59:18 -0400 <lucyuns> @realDonaldTrump Yes Mr. President. Yo reap what you sow. Consequences
1098733936778379266 2019-02-21 18:59:18 -0400 <DarrenTurner90> @ironstowe @SardonicLeftie @Chrissy32012728 @tklowenstein @iamtheushi @TravisRuger @SallyAlbright @TrumpMuv2Russia @u4eahh @mobygrapefan @DMansini @allinwithchris @BernieSanders @ewarren @realDonaldTrump The Senate had proposed its own, much stronger, much more comprehensive bill which blocks anyone from any country who has committed human rights violations as in the Magnitsky case.  aka, he voted against it because it wasn't good enough.
1098733933087342592 2019-02-21 18:59:17 -0400 <JustIsPatriot> @bigjohnsez1 @realDonaldTrump @seanhannity @FoxNews It actually is illegal to wear a wire into the oval office. It's not in the Constitution. If two people talked about plans to murder someone, would they not go to jail? Conspiracy to commit a crime is NOT free speech.
1098733932936343553 2019-02-21 18:59:17 -0400 <JoseRobAlvarezV> @TAJODE @JoseColinaP @CarlosforDoral @realDonaldTrump Donald Trump tiene cerebro y dinero y además quiere a los venezolanos. Trump habla denigrantemente es de los ilegales que delinquen.
1098733931979988992 2019-02-21 18:59:17 -0400 <BPNave> @realDonaldTrump I want Gen 8, and even Gen 9, Pokémon games from Gamefreak ASAP. They have far more Pokémon, Movesets, and Types than the current games. Nintendo must step up their efforts, or will black out and lose half their money. There is no reason they should be Slowpoking along on........
1098733931669716992 2019-02-21 18:59:17 -0400 <frodo3245> RT @realDonaldTrump @DonaldJTrumpJr
1098733930453159936 2019-02-21 18:59:17 -0400 <Phamous17> @ShebaofS @RyanHillMI @realDonaldTrump How so ?
1098733930415616000 2019-02-21 18:59:17 -0400 <colescar1980> @realDonaldTrump By wall you mean glorified chain link fence. #ImpeachTheMF #IndictTheMF #MuellerReport #ItsMuellerTime #FakeTrumpEmergency #TrumpCrimeFamily #RussianAsset
